https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ADS,Volume BTC
1663459200,2022-09-18 00:00:00,ADS/BTC,0.00000684,0.000006874,0.00000684,0.000006874,13.5138,0.0000927661984
1663372800,2022-09-17 00:00:00,ADS/BTC,0.000006128,0.000006832,0.00000605,0.000006832,13855.3361,0.0876238795432
1663286400,2022-09-16 00:00:00,ADS/BTC,0.0000059,0.000006272,0.0000059,0.000006132,27942.8427,0.1717513608394
1663200000,2022-09-15 00:00:00,ADS/BTC,0.000005833,0.000005968,0.00000578,0.000005864,8029.526,0.0471759586098
1663113600,2022-09-14 00:00:00,ADS/BTC,0.00000602,0.000006095,0.000005771,0.000005822,143440.852,0.8520817135459
1663027200,2022-09-13 00:00:00,ADS/BTC,0.0000059,0.00000616,0.000005679,0.00000602,210259.0902,1.229233436916
1662940800,2022-09-12 00:00:00,ADS/BTC,0.00000617,0.0000062,0.000005822,0.0000059,7118.6846,0.0420295451808
1662854400,2022-09-11 00:00:00,ADS/BTC,0.000006096,0.000006271,0.000006059,0.00000617,12739.4309,0.0792845492773
1662768000,2022-09-10 00:00:00,ADS/BTC,0.000006064,0.000006241,0.000006064,0.000006096,20698.5234,0.1285626913195
1662681600,2022-09-09 00:00:00,ADS/BTC,0.000006224,0.00000623,0.000005639,0.000006059,16359.0987,0.0957008434065
1662595200,2022-09-08 00:00:00,ADS/BTC,0.00000641,0.000006416,0.000006173,0.000006173,26425.5796,0.1682161889022
1662508800,2022-09-07 00:00:00,ADS/BTC,0.000006349,0.0000066,0.000006251,0.000006445,24831.5443,0.1592346659175
1662422400,2022-09-06 00:00:00,ADS/BTC,0.00000638,0.000006808,0.000006224,0.000006293,24276.4053,0.1559497090282
1662336000,2022-09-05 00:00:00,ADS/BTC,0.000006696,0.00000681,0.00000608,0.000006335,19214.7193,0.1220526965231
1662249600,2022-09-04 00:00:00,ADS/BTC,0.000006352,0.000007268,0.0000063,0.000006712,23568.4062,0.1584764042168
1662163200,2022-09-03 00:00:00,ADS/BTC,0.00000617,0.000006638,0.00000615,0.000006352,10675.1034,0.0680617832758
1662076800,2022-09-02 00:00:00,ADS/BTC,0.00000653,0.000006827,0.00000599,0.0000062,45605.9203,0.290225348375
1661990400,2022-09-01 00:00:00,ADS/BTC,0.000006839,0.000006852,0.000005973,0.000006518,127582.0738,0.8163396785358
1661904000,2022-08-31 00:00:00,ADS/BTC,0.000005909,0.000008084,0.00000584,0.000006864,132647.9036,0.9450788703643
1661817600,2022-08-30 00:00:00,ADS/BTC,0.000005695,0.000006593,0.000005483,0.000005911,36747.5671,0.222507917829
1661731200,2022-08-29 00:00:00,ADS/BTC,0.00000542,0.000006334,0.00000521,0.000005695,30941.5058,0.1705161154192
1661644800,2022-08-28 00:00:00,ADS/BTC,0.000005554,0.000005858,0.000005275,0.00000542,20964.3125,0.1145787972607
1661558400,2022-08-27 00:00:00,ADS/BTC,0.000005246,0.000006094,0.000005246,0.000005572,21882.2896,0.1237124048803
1661472000,2022-08-26 00:00:00,ADS/BTC,0.000005601,0.000005615,0.000005058,0.00000524,46983.6504,0.250385747253
1661385600,2022-08-25 00:00:00,ADS/BTC,0.000005786,0.000006614,0.000005427,0.000005585,62805.9343,0.3555855440135
1661299200,2022-08-24 00:00:00,ADS/BTC,0.00000602,0.00000614,0.000005327,0.000005808,60495.0586,0.3423631234454
1661212800,2022-08-23 00:00:00,ADS/BTC,0.00000602,0.000006331,0.000005352,0.00000602,122585.074,0.7023079635071
1661126400,2022-08-22 00:00:00,ADS/BTC,0.00000664,0.000007229,0.00000596,0.000006032,167158.0397,1.0556943249914
1661040000,2022-08-21 00:00:00,ADS/BTC,0.00000632,0.000007341,0.000004714,0.000006672,249496.8677,1.4730542521575
1660953600,2022-08-20 00:00:00,ADS/BTC,0.000007172,0.000007434,0.000006266,0.00000635,64486.5544,0.4367446551839
1660867200,2022-08-19 00:00:00,ADS/BTC,0.000007172,0.000007294,0.00000668,0.000007193,39810.5623,0.2827342722184
1660780800,2022-08-18 00:00:00,ADS/BTC,0.000007537,0.000007537,0.000007056,0.000007161,19501.9533,0.1403651395751
1660694400,2022-08-17 00:00:00,ADS/BTC,0.000007672,0.000007774,0.00000735,0.000007548,30097.9966,0.2285974810288
1660608000,2022-08-16 00:00:00,ADS/BTC,0.000008297,0.000008323,0.000007558,0.000007609,109036.0403,0.850791322146
1660521600,2022-08-15 00:00:00,ADS/BTC,0.000009168,0.000009233,0.000008288,0.000008305,51339.0529,0.439471459316
1660435200,2022-08-14 00:00:00,ADS/BTC,0.000009934,0.000009936,0.000009082,0.000009168,52311.8201,0.48810926308
1660348800,2022-08-13 00:00:00,ADS/BTC,0.000010192,0.000010264,0.000009584,0.000009999,19843.1022,0.1981096931168
1660262400,2022-08-12 00:00:00,ADS/BTC,0.000011017,0.000011067,0.000010232,0.000010232,35061.1318,0.3711416355979
1660176000,2022-08-11 00:00:00,ADS/BTC,0.000011267,0.000011267,0.000010376,0.000011088,18580.8772,0.1996783607718
1660089600,2022-08-10 00:00:00,ADS/BTC,0.000011757,0.000012116,0.000011224,0.000011366,13403.7983,0.156145308057
1660003200,2022-08-09 00:00:00,ADS/BTC,0.000012096,0.00001217,0.000010734,0.000011671,163815.2346,1.9220465258292
1659916800,2022-08-08 00:00:00,ADS/BTC,0.00001199,0.000012172,0.0000111,0.000012016,125130.0036,1.4370494862019
1659830400,2022-08-07 00:00:00,ADS/BTC,0.000011236,0.000012054,0.000011172,0.000011983,29590.489,0.342935710938
1659744000,2022-08-06 00:00:00,ADS/BTC,0.000011196,0.000011506,0.00001113,0.000011266,58142.5811,0.6589730563689
1659657600,2022-08-05 00:00:00,ADS/BTC,0.000011673,0.000012096,0.0000112,0.000011236,12896.7445,0.151238398119
1659571200,2022-08-04 00:00:00,ADS/BTC,0.000010491,0.000012298,0.000010388,0.000011653,34805.2789,0.3964153935592
1659484800,2022-08-03 00:00:00,ADS/BTC,0.000010315,0.000010637,0.000009861,0.000010586,27529.2498,0.2824201802627
1659398400,2022-08-02 00:00:00,ADS/BTC,0.000009471,0.000010428,0.000009438,0.000010277,27578.7951,0.273655717725
1659312000,2022-08-01 00:00:00,ADS/BTC,0.000009992,0.000010081,0.000009219,0.000009444,52446.7775,0.5035368715151
1659225600,2022-07-31 00:00:00,ADS/BTC,0.000010367,0.000010383,0.000009879,0.000009979,9384.6041,0.0956152341082
1659139200,2022-07-30 00:00:00,ADS/BTC,0.000010714,0.000010716,0.000009575,0.000010367,49805.6209,0.5056269824036
1659052800,2022-07-29 00:00:00,ADS/BTC,0.000010023,0.000010908,0.000009929,0.000010778,15532.8777,0.1614670344854
1658966400,2022-07-28 00:00:00,ADS/BTC,0.000009152,0.000010583,0.000009138,0.000010103,117394.1004,1.172108872322
1658880000,2022-07-27 00:00:00,ADS/BTC,0.000008332,0.000010754,0.000008332,0.00000916,117882.3009,1.1198710012143
1658793600,2022-07-26 00:00:00,ADS/BTC,0.000007996,0.000008501,0.000007575,0.000008332,73058.6904,0.5931723074351
1658707200,2022-07-25 00:00:00,ADS/BTC,0.000007759,0.00000824,0.000007532,0.000007979,26171.063,0.2061337360154
1658620800,2022-07-24 00:00:00,ADS/BTC,0.000007069,0.000007759,0.000007069,0.000007759,13418.5205,0.0977208603302
