https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume XRP
1663549200000,2022-09-19 01:00:00,XRP/ETH,0.0002705,0.0002705,0.00026799,0.0002684,1.253428,4670.0
1663545600000,2022-09-19 00:00:00,XRP/ETH,0.00026932,0.00027015,0.00026648,0.00027015,4.184012166877865,15487.73706044
1663542000000,2022-09-18 23:00:00,XRP/ETH,0.00027206,0.00027259,0.00026709,0.00026821,4.429086793220456,16513.50357265
1663538400000,2022-09-18 22:00:00,XRP/ETH,0.00028364,0.00028364,0.00026983,0.00027189,4.768250866076558,17537.42640802
1663534800000,2022-09-18 21:00:00,XRP/ETH,0.00028653,0.00029047,0.00028272,0.00028343,4.447716752634028,15692.46993132
1663531200000,2022-09-18 20:00:00,XRP/ETH,0.000287,0.00028885,0.00028503,0.0002872,4.736444016996032,16491.79671656
1663527600000,2022-09-18 19:00:00,XRP/ETH,0.00028725,0.00028725,0.00028233,0.00028661,5.120907164539812,17867.16152451
1663524000000,2022-09-18 18:00:00,XRP/ETH,0.00028289,0.00028674,0.0002811,0.00028671,5.546991786909832,19347.0467961
1663520400000,2022-09-18 17:00:00,XRP/ETH,0.00027754,0.0002831,0.00027689,0.0002831,5.024469067190531,17748.03626701
1663516800000,2022-09-18 16:00:00,XRP/ETH,0.0002692,0.00027746,0.00026809,0.00027746,4.656541136860014,16782.7475559
1663513200000,2022-09-18 15:00:00,XRP/ETH,0.00026613,0.00027065,0.00026602,0.00026914,4.854137599529538,18035.73456019
1663509600000,2022-09-18 14:00:00,XRP/ETH,0.00026577,0.0002678,0.00026504,0.00026633,4.181440190689291,15700.22224567
1663506000000,2022-09-18 13:00:00,XRP/ETH,0.00026362,0.00026658,0.00026362,0.00026531,4.326984340840789,16309.16415077
1663502400000,2022-09-18 12:00:00,XRP/ETH,0.00026368,0.00026399,0.00026267,0.00026334,4.441177756668668,16864.80503026
1663498800000,2022-09-18 11:00:00,XRP/ETH,0.00026347,0.00026438,0.00026278,0.00026364,3.9389585834064804,14940.67130711
1663495200000,2022-09-18 10:00:00,XRP/ETH,0.00026678,0.00026796,0.00026316,0.00026325,4.5156682265508445,17153.53552346
1663491600000,2022-09-18 09:00:00,XRP/ETH,0.00026577,0.00027,0.00026467,0.00026643,5.05792322265087,18984.06043858
1663488000000,2022-09-18 08:00:00,XRP/ETH,0.00026612,0.00026741,0.00026358,0.00026585,4.321391976235692,16255.00085099
1663484400000,2022-09-18 07:00:00,XRP/ETH,0.00025547,0.00026777,0.00025547,0.0002658,4.866968266621176,18310.64058172
1663480800000,2022-09-18 06:00:00,XRP/ETH,0.00025358,0.00025686,0.00025322,0.00025569,4.726903604601005,18486.85362979
1663477200000,2022-09-18 05:00:00,XRP/ETH,0.00025339,0.00025427,0.00025333,0.00025381,4.02009659,15839.0
1663473600000,2022-09-18 04:00:00,XRP/ETH,0.00025397,0.00025472,0.00025184,0.00025319,4.506876544313407,17800.37341251
1663470000000,2022-09-18 03:00:00,XRP/ETH,0.00025404,0.00025465,0.00025358,0.00025405,4.390024985703584,17280.16132928
1663466400000,2022-09-18 02:00:00,XRP/ETH,0.0002528,0.00025427,0.0002528,0.00025387,3.6567434800000003,14404.0
1663462800000,2022-09-18 01:00:00,XRP/ETH,0.00025609,0.00025685,0.00025172,0.00025258,5.756499772999636,22790.79805606
1663459200000,2022-09-18 00:00:00,XRP/ETH,0.00025613,0.00025832,0.00025582,0.00025632,4.390259856652771,17128.04251191
1663455600000,2022-09-17 23:00:00,XRP/ETH,0.00025645,0.00025754,0.00025446,0.00025577,4.147288291728289,16214.91297544
1663452000000,2022-09-17 22:00:00,XRP/ETH,0.00025729,0.00025797,0.00025592,0.00025615,4.567798206328087,17832.51300538
1663448400000,2022-09-17 21:00:00,XRP/ETH,0.0002551,0.00025802,0.00025443,0.00025716,10.003459325247492,38899.74850384
1663444800000,2022-09-17 20:00:00,XRP/ETH,0.00025495,0.0002551,0.00025398,0.00025495,3.9932472440354134,15662.86426372
1663441200000,2022-09-17 19:00:00,XRP/ETH,0.00025798,0.00025812,0.00025455,0.00025496,4.3638268567021505,17115.73131747
1663437600000,2022-09-17 18:00:00,XRP/ETH,0.00025575,0.00025861,0.00025468,0.00025861,4.237435797090721,16385.42901315
1663434000000,2022-09-17 17:00:00,XRP/ETH,0.00025477,0.00025594,0.0002527,0.00025522,4.543648960100842,17802.87187564
1663430400000,2022-09-17 16:00:00,XRP/ETH,0.00025655,0.00025904,0.00025441,0.00025493,4.61769291065086,18113.57200271
1663426800000,2022-09-17 15:00:00,XRP/ETH,0.000259,0.00025969,0.00025627,0.00025693,4.066526370571801,15827.37076469
1663423200000,2022-09-17 14:00:00,XRP/ETH,0.00025947,0.00026435,0.00025843,0.00025843,5.448705844103585,21083.87510778
1663419600000,2022-09-17 13:00:00,XRP/ETH,0.00024894,0.00026,0.00024894,0.00025956,4.1467631658000155,15976.12561951
1663416000000,2022-09-17 12:00:00,XRP/ETH,0.00024858,0.00024934,0.00024756,0.00024865,3.779918034546015,15201.7616511
1663412400000,2022-09-17 11:00:00,XRP/ETH,0.00024949,0.00025,0.00024683,0.00024863,5.992108908362759,24100.50640857
1663408800000,2022-09-17 10:00:00,XRP/ETH,0.00024428,0.00024966,0.00024406,0.00024923,4.047402036158652,16239.62619331
1663405200000,2022-09-17 09:00:00,XRP/ETH,0.00024295,0.00024427,0.00024267,0.00024418,4.330856886432654,17736.32929164
1663401600000,2022-09-17 08:00:00,XRP/ETH,0.00024301,0.00024428,0.00024254,0.0002432,3.978129519402624,16357.44045807
1663398000000,2022-09-17 07:00:00,XRP/ETH,0.00024367,0.00024463,0.00024274,0.00024325,3.558888899753337,14630.58129395
1663394400000,2022-09-17 06:00:00,XRP/ETH,0.0002444,0.00024491,0.00024305,0.00024368,4.226779116704098,17345.61357807
1663390800000,2022-09-17 05:00:00,XRP/ETH,0.0002432,0.00024513,0.00024294,0.0002442,3.6661964913163265,15013.08964503
1663387200000,2022-09-17 04:00:00,XRP/ETH,0.00024309,0.0002434,0.00024188,0.00024317,4.149438690004322,17063.94164578
1663383600000,2022-09-17 03:00:00,XRP/ETH,0.00024293,0.0002437,0.00024259,0.0002431,4.3908722,18062.0
1663380000000,2022-09-17 02:00:00,XRP/ETH,0.00024232,0.00024386,0.00024209,0.00024282,3.4687150626651952,14285.12916014
1663376400000,2022-09-17 01:00:00,XRP/ETH,0.00024387,0.00024459,0.00024208,0.00024247,3.6244952233585623,14948.22131958
1663372800000,2022-09-17 00:00:00,XRP/ETH,0.00024762,0.00024788,0.00024165,0.00024377,3.8479288469958557,15785.07957089
1663369200000,2022-09-16 23:00:00,XRP/ETH,0.000247,0.0002504,0.00024614,0.00024876,4.9618978548229045,19946.52618919
1663365600000,2022-09-16 22:00:00,XRP/ETH,0.00023953,0.00024884,0.00023952,0.00024784,3.680116969483123,14848.76117448
1663362000000,2022-09-16 21:00:00,XRP/ETH,0.0002406,0.00024071,0.00023896,0.00023956,4.068768861995889,16984.34155116
1663358400000,2022-09-16 20:00:00,XRP/ETH,0.000239,0.00024307,0.00023848,0.00024049,4.620628210364376,19213.39020485
1663354800000,2022-09-16 19:00:00,XRP/ETH,0.00023729,0.00023891,0.00023636,0.00023891,3.4436947770802,14414.19269633
1663351200000,2022-09-16 18:00:00,XRP/ETH,0.00023671,0.00023801,0.0002365,0.00023733,3.327456864400037,14020.38033287
1663347600000,2022-09-16 17:00:00,XRP/ETH,0.0002375,0.00023762,0.00023526,0.00023673,4.5232746536848065,19107.31488905
1663344000000,2022-09-16 16:00:00,XRP/ETH,0.00023022,0.00023779,0.00023,0.0002376,4.5615269260242,19198.34564825
1663340400000,2022-09-16 15:00:00,XRP/ETH,0.00022858,0.00023025,0.00022814,0.0002301,3.713452877300166,16138.43058366
1663336800000,2022-09-16 14:00:00,XRP/ETH,0.00022903,0.00022911,0.00022664,0.00022858,4.400340998547127,19250.76996477
1663333200000,2022-09-16 13:00:00,XRP/ETH,0.00022578,0.00022958,0.00022556,0.00022886,3.2538611492576828,14217.69269098
1663329600000,2022-09-16 12:00:00,XRP/ETH,0.00022365,0.00022629,0.00022341,0.00022627,3.3938783122681127,14999.24122627
1663326000000,2022-09-16 11:00:00,XRP/ETH,0.00022345,0.00022538,0.00022336,0.00022357,3.8652414196450153,17288.7302395
