https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XTM,Volume USDT
1661817600,2022-08-30 00:00:00,XTM/USDT,0.02936,0.0295,0.02855,0.02909,3033696.3549,88459.231797924
1661731200,2022-08-29 00:00:00,XTM/USDT,0.0309,0.03127,0.02802,0.02938,3748985.8858,109974.620154263
1661644800,2022-08-28 00:00:00,XTM/USDT,0.03117,0.03219,0.03057,0.03088,2298073.0786,71735.436086089
1661558400,2022-08-27 00:00:00,XTM/USDT,0.03167,0.0324,0.0305,0.03116,2373471.7944,74628.052120745
1661472000,2022-08-26 00:00:00,XTM/USDT,0.03439,0.0395,0.03146,0.03171,2815236.973,94163.414361989
1661385600,2022-08-25 00:00:00,XTM/USDT,0.03263,0.03568,0.0324,0.03441,2634855.1102,90095.573178978
1661299200,2022-08-24 00:00:00,XTM/USDT,0.03353,0.0342,0.0324,0.03264,2674416.0431,89404.535508809
1661212800,2022-08-23 00:00:00,XTM/USDT,0.0341,0.03508,0.03187,0.03352,2967186.8523,98411.312310627
1661126400,2022-08-22 00:00:00,XTM/USDT,0.03517,0.0353,0.03286,0.03412,2375233.6599,80168.609281231
1661040000,2022-08-21 00:00:00,XTM/USDT,0.03331,0.03589,0.03295,0.03518,2289125.8105,78985.026606905
1660953600,2022-08-20 00:00:00,XTM/USDT,0.03199,0.03442,0.03164,0.0333,2136688.8733,70840.929193513
1660867200,2022-08-19 00:00:00,XTM/USDT,0.03816,0.03826,0.03062,0.03202,3016698.2309,103431.419198788
1660780800,2022-08-18 00:00:00,XTM/USDT,0.03944,0.04036,0.038,0.03818,2575608.6597,101453.972146104
1660694400,2022-08-17 00:00:00,XTM/USDT,0.0426,0.04399,0.03902,0.03945,2455933.6422,101650.50728971
1660608000,2022-08-16 00:00:00,XTM/USDT,0.04581,0.04707,0.042,0.04261,2373682.2163,104379.711254631
1660521600,2022-08-15 00:00:00,XTM/USDT,0.04846,0.0496,0.04415,0.04583,2323066.2123,108481.334324487
1660435200,2022-08-14 00:00:00,XTM/USDT,0.04974,0.0516,0.04778,0.04844,2321740.2604,115376.507193957
1660348800,2022-08-13 00:00:00,XTM/USDT,0.04602,0.052,0.04529,0.04973,3224309.2805,154720.874571489
1660262400,2022-08-12 00:00:00,XTM/USDT,0.04547,0.04632,0.0436,0.04603,2210372.2488,99711.270990384
1660176000,2022-08-11 00:00:00,XTM/USDT,0.04361,0.05,0.04338,0.04541,3060604.941,141560.41091655
1660089600,2022-08-10 00:00:00,XTM/USDT,0.0424,0.045,0.0406,0.04362,2540055.9153,107774.819624021
1660003200,2022-08-09 00:00:00,XTM/USDT,0.04262,0.04748,0.03951,0.04228,4541568.467,196912.935227644
1659916800,2022-08-08 00:00:00,XTM/USDT,0.03679,0.05399,0.03661,0.04261,5624862.74707082,234306.97703351572
1659830400,2022-08-07 00:00:00,XTM/USDT,0.03579,0.03683,0.03434,0.0368,2426717.655,86159.29899902
1659744000,2022-08-06 00:00:00,XTM/USDT,0.03381,0.03652,0.03381,0.03581,3510042.806,122369.841139194
1659657600,2022-08-05 00:00:00,XTM/USDT,0.03218,0.03385,0.03215,0.0338,3033796.8807,100261.84977305
1659571200,2022-08-04 00:00:00,XTM/USDT,0.03213,0.03279,0.03158,0.03219,3300533.6043,106357.161805452
1659484800,2022-08-03 00:00:00,XTM/USDT,0.03177,0.03294,0.031,0.03215,3489875.4158,111841.160953036
1659398400,2022-08-02 00:00:00,XTM/USDT,0.03214,0.03227,0.03,0.03189,3547564.21841661,110464.0151264836322
1659312000,2022-08-01 00:00:00,XTM/USDT,0.03433,0.03454,0.03173,0.03223,3197094.3978,105857.592334932
1659225600,2022-07-31 00:00:00,XTM/USDT,0.03439,0.03504,0.03424,0.03434,2875948.0711,99636.626947431
1659139200,2022-07-30 00:00:00,XTM/USDT,0.03304,0.03651,0.0325,0.03439,3824657.3041,129941.564273167
1659052800,2022-07-29 00:00:00,XTM/USDT,0.03261,0.0335,0.03177,0.03299,3148294.3905,102538.389322083
1658966400,2022-07-28 00:00:00,XTM/USDT,0.03013,0.033,0.02984,0.03249,3124067.9793,96474.6519519411036
1658880000,2022-07-27 00:00:00,XTM/USDT,0.02659,0.03061,0.0265,0.03029,4406400.9803,124743.964337192
1658793600,2022-07-26 00:00:00,XTM/USDT,0.0274,0.0277,0.026,0.0266,3296542.4454,87119.968115117
1658707200,2022-07-25 00:00:00,XTM/USDT,0.02775,0.0284,0.02612,0.02762,3705739.6283,99561.171140542
1658620800,2022-07-24 00:00:00,XTM/USDT,0.02597,0.0298,0.02591,0.02791,4433009.30229023,117936.8792435391526
1658534400,2022-07-23 00:00:00,XTM/USDT,0.02596,0.0266,0.02591,0.02597,3609738.4375,94303.359473886
1658448000,2022-07-22 00:00:00,XTM/USDT,0.02604,0.02706,0.02567,0.02596,4220251.5362,110044.817169099
1658361600,2022-07-21 00:00:00,XTM/USDT,0.0255,0.02617,0.02431,0.02587,4359431.9936,110483.158258974
1658275200,2022-07-20 00:00:00,XTM/USDT,0.02743,0.02747,0.02489,0.02541,3580847.80656329,94454.0600950822093
1658188800,2022-07-19 00:00:00,XTM/USDT,0.0274,0.02899,0.0259,0.0274,4745380.65760988,130170.3500000592027
1658102400,2022-07-18 00:00:00,XTM/USDT,0.0242,0.02749,0.02413,0.02739,5767900.31463686,149214.8679645919427
1658016000,2022-07-17 00:00:00,XTM/USDT,0.023,0.02568,0.02281,0.02426,5289394.00511634,127742.7917314792911
1657929600,2022-07-16 00:00:00,XTM/USDT,0.02297,0.02387,0.02199,0.02311,4579354.37033967,103559.8452407228152
1657843200,2022-07-15 00:00:00,XTM/USDT,0.02248,0.024,0.02206,0.02299,4615819.51866462,105881.227272247487
1657756800,2022-07-14 00:00:00,XTM/USDT,0.02103,0.0246,0.02045,0.02234,4660882.54211986,100519.8317764105546
1657670400,2022-07-13 00:00:00,XTM/USDT,0.02069,0.02137,0.02,0.02098,6510120.12699396,134193.8174110473884
1657584000,2022-07-12 00:00:00,XTM/USDT,0.02181,0.02193,0.02053,0.02065,8818443.92620439,187718.7446624539343
1657497600,2022-07-11 00:00:00,XTM/USDT,0.02327,0.02361,0.02151,0.02181,7881514.99531054,175550.7737027511423
1657411200,2022-07-10 00:00:00,XTM/USDT,0.02248,0.02487,0.0218,0.0233,5554642.8343018,127065.6103525658357
1657324800,2022-07-09 00:00:00,XTM/USDT,0.0224,0.02249,0.02222,0.02247,3204550.3771546,71665.4467856190929
1657238400,2022-07-08 00:00:00,XTM/USDT,0.02247,0.02283,0.0217,0.0224,3618092.85071881,80940.4945322479141
1657152000,2022-07-07 00:00:00,XTM/USDT,0.02178,0.02283,0.02143,0.02249,4039727.46170712,88914.5987821693016
1657065600,2022-07-06 00:00:00,XTM/USDT,0.02249,0.02254,0.02105,0.02196,4359221.30638923,95859.0055045622225
1656979200,2022-07-05 00:00:00,XTM/USDT,0.02257,0.02267,0.02181,0.02247,3595641.79152685,79993.187663322142
1656892800,2022-07-04 00:00:00,XTM/USDT,0.02152,0.02265,0.02112,0.02239,3890060.72578995,84343.4851325018554
1656806400,2022-07-03 00:00:00,XTM/USDT,0.02178,0.02233,0.02101,0.02152,4074371.20877303,87761.744424169701
1656720000,2022-07-02 00:00:00,XTM/USDT,0.02177,0.0221,0.0212,0.02178,3696662.92383052,80591.5203089555333
1656633600,2022-07-01 00:00:00,XTM/USDT,0.02201,0.0227,0.02176,0.02179,3965943.89323814,87554.1118675276996
1656547200,2022-06-30 00:00:00,XTM/USDT,0.02282,0.02299,0.0216,0.0222,3864726.16562724,85240.6365948100667
1656460800,2022-06-29 00:00:00,XTM/USDT,0.02443,0.02464,0.022,0.02282,4191618.17874403,96919.0384580107393
1656374400,2022-06-28 00:00:00,XTM/USDT,0.02564,0.02613,0.02377,0.02451,3731657.53814756,93939.0498748217249
1656288000,2022-06-27 00:00:00,XTM/USDT,0.02698,0.02733,0.02527,0.02565,3220869.76502441,84808.2388396995539
1656201600,2022-06-26 00:00:00,XTM/USDT,0.02705,0.02795,0.0269,0.02723,3219121.83711254,87757.7553002342267
1656115200,2022-06-25 00:00:00,XTM/USDT,0.0281,0.0283,0.0269,0.02712,3786434.19617533,103348.4332453339484
1656028800,2022-06-24 00:00:00,XTM/USDT,0.02941,0.02983,0.0277,0.02808,3313707.37883534,95554.2216111658553
1655942400,2022-06-23 00:00:00,XTM/USDT,0.02858,0.02982,0.02822,0.02948,3451772.81030221,99927.8010350686939
1655856000,2022-06-22 00:00:00,XTM/USDT,0.02915,0.02961,0.02807,0.0286,3094918.16285937,89396.5552631920748
1655769600,2022-06-21 00:00:00,XTM/USDT,0.02815,0.0311,0.028,0.02907,3698620.14233307,108096.8382363336289
1655683200,2022-06-20 00:00:00,XTM/USDT,0.02771,0.02863,0.02606,0.02842,3285876.73535443,90203.6225972387059
1655596800,2022-06-19 00:00:00,XTM/USDT,0.02606,0.0289,0.02526,0.0277,3324013.5546168,88674.806346633656
1655510400,2022-06-18 00:00:00,XTM/USDT,0.02778,0.02888,0.02429,0.02601,3442680.66581666,91040.3388912384919
1655424000,2022-06-17 00:00:00,XTM/USDT,0.0278,0.02861,0.02701,0.02793,3045936.32839015,85333.8843155765638
1655337600,2022-06-16 00:00:00,XTM/USDT,0.03092,0.03127,0.02713,0.02781,2440778.08306244,70367.8095331020025
1655251200,2022-06-15 00:00:00,XTM/USDT,0.02939,0.03154,0.02701,0.0307,1993461.98378916,58479.5820694655331
1655164800,2022-06-14 00:00:00,XTM/USDT,0.02989,0.03117,0.02734,0.02938,2917356.33867926,86025.68681094809
1655078400,2022-06-13 00:00:00,XTM/USDT,0.03445,0.03462,0.029,0.02989,2688124.3826268,84498.9071289271221
1654992000,2022-06-12 00:00:00,XTM/USDT,0.03575,0.03644,0.034,0.03445,2655914.91564904,93042.1566096775655
1654905600,2022-06-11 00:00:00,XTM/USDT,0.03742,0.03839,0.03527,0.03577,2513435.19000523,92403.579779165464
1654819200,2022-06-10 00:00:00,XTM/USDT,0.03824,0.03994,0.0369,0.03723,2529866.09367838,96586.4539269623354
1654732800,2022-06-09 00:00:00,XTM/USDT,0.04043,0.04101,0.03778,0.03827,2179628.82110992,85675.8086956520037
1654646400,2022-06-08 00:00:00,XTM/USDT,0.04296,0.04299,0.03999,0.04041,2584810.95547056,106879.2628337209856
1654560000,2022-06-07 00:00:00,XTM/USDT,0.04098,0.045,0.03776,0.04295,2482204.06519846,101267.2567653734828
1654473600,2022-06-06 00:00:00,XTM/USDT,0.04623,0.04676,0.0402,0.04098,3591108.55851122,154598.0419056650159
1654387200,2022-06-05 00:00:00,XTM/USDT,0.04016,0.0479,0.03826,0.04589,5106955.58682778,214989.7030349812886
1654300800,2022-06-04 00:00:00,XTM/USDT,0.03764,0.04051,0.03736,0.03992,2525942.57772417,97792.4945235641042
1654214400,2022-06-03 00:00:00,XTM/USDT,0.03846,0.03954,0.0368,0.03766,2127012.82870491,80913.5726199413654
1654128000,2022-06-02 00:00:00,XTM/USDT,0.03802,0.03955,0.03677,0.03863,2710116.46136547,102217.9919733406312
1654041600,2022-06-01 00:00:00,XTM/USDT,0.03814,0.03986,0.03601,0.03802,2405272.75230247,91174.8145635391468
1653955200,2022-05-31 00:00:00,XTM/USDT,0.03999,0.04061,0.0376,0.03815,2613238.81398588,102615.7959018660112
1653868800,2022-05-30 00:00:00,XTM/USDT,0.04018,0.04061,0.03619,0.04007,3285194.94380636,130176.7419573844035
1653782400,2022-05-29 00:00:00,XTM/USDT,0.04025,0.04065,0.03904,0.04018,2111928.59449151,84884.7794596427308
1653696000,2022-05-28 00:00:00,XTM/USDT,0.03883,0.04163,0.03864,0.04038,2413034.73837956,96553.0808356949142
1653609600,2022-05-27 00:00:00,XTM/USDT,0.04008,0.0403,0.03459,0.03881,3226517.53547662,120353.6508180564611
1653523200,2022-05-26 00:00:00,XTM/USDT,0.04759,0.04826,0.04,0.04009,3485658.98949877,152912.4021838196775
1653436800,2022-05-25 00:00:00,XTM/USDT,0.05533,0.05693,0.0461,0.04743,3423718.45594747,170358.3362200268526
1653350400,2022-05-24 00:00:00,XTM/USDT,0.0488,0.08216,0.04762,0.0554,4798276.11031341,270874.7314454947504
1653264000,2022-05-23 00:00:00,XTM/USDT,0.05081,0.053,0.04851,0.04922,2301618.73504199,116734.1368397818266
1653177600,2022-05-22 00:00:00,XTM/USDT,0.05384,0.05417,0.0494,0.05059,2434087.73182726,125601.4373560015303
1653091200,2022-05-21 00:00:00,XTM/USDT,0.04772,0.0654,0.04728,0.05383,5760797.62334678,312385.7275883462273
1653004800,2022-05-20 00:00:00,XTM/USDT,0.05021,0.05065,0.04603,0.04729,2227834.75978293,108835.7846193541068
1652918400,2022-05-19 00:00:00,XTM/USDT,0.04873,0.05521,0.04679,0.05021,2970411.41003599,147223.2110064447274
1652832000,2022-05-18 00:00:00,XTM/USDT,0.05744,0.05753,0.04783,0.04879,2640439.98699575,136722.8827383129269
1652745600,2022-05-17 00:00:00,XTM/USDT,0.04876,0.05932,0.0481,0.05744,1955497.45483284,102247.552112457172
1652659200,2022-05-16 00:00:00,XTM/USDT,0.05147,0.05346,0.0483,0.04874,1466382.51564706,73846.6972643654189
1652572800,2022-05-15 00:00:00,XTM/USDT,0.04721,0.05242,0.04623,0.05172,1077531.22067499,52824.9931351757806
1652486400,2022-05-14 00:00:00,XTM/USDT,0.05048,0.05242,0.045,0.04719,1524175.0190374,73773.0274581748653
1652400000,2022-05-13 00:00:00,XTM/USDT,0.04914,0.05798,0.04768,0.05057,1825800.92763853,97241.161172396243
1652313600,2022-05-12 00:00:00,XTM/USDT,0.05131,0.06392,0.04522,0.04914,2672060.94890653,137944.3808692137443
1652227200,2022-05-11 00:00:00,XTM/USDT,0.07162,0.07356,0.04845,0.05148,2528140.61194287,158744.6152739256836
1652140800,2022-05-10 00:00:00,XTM/USDT,0.07374,0.07682,0.07,0.07208,1431541.00041199,106035.467198805405
1652054400,2022-05-09 00:00:00,XTM/USDT,0.08771,0.08834,0.07191,0.07407,1316729.33067673,105659.8395594284733
1651968000,2022-05-08 00:00:00,XTM/USDT,0.0983,0.09908,0.08501,0.08773,1517896.13715002,139107.2366021280165
1651881600,2022-05-07 00:00:00,XTM/USDT,0.10004,0.1009,0.09812,0.09903,833148.91180326,82745.1267143935294
1651795200,2022-05-06 00:00:00,XTM/USDT,0.10237,0.11007,0.09955,0.10005,1170800.57246474,120360.3753005335423
1651708800,2022-05-05 00:00:00,XTM/USDT,0.11345,0.11633,0.1,0.10238,1797538.12606623,197295.5274638327202
1651622400,2022-05-04 00:00:00,XTM/USDT,0.10298,0.11467,0.10141,0.11348,1063329.49138008,113927.7422764091459
1651536000,2022-05-03 00:00:00,XTM/USDT,0.10382,0.10674,0.10216,0.10382,737235.83076232,76749.1454832986556
1651449600,2022-05-02 00:00:00,XTM/USDT,0.1038,0.10729,0.10234,0.10381,999761.38581648,104864.4505294326777
1651363200,2022-05-01 00:00:00,XTM/USDT,0.10395,0.10741,0.101,0.10381,1116101.442478,115186.5903972777356
1651276800,2022-04-30 00:00:00,XTM/USDT,0.10699,0.109,0.10202,0.10395,955652.87031204,101133.885854605506
1651190400,2022-04-29 00:00:00,XTM/USDT,0.11653,0.11817,0.10412,0.10695,1056461.01718201,117779.96265804813
1651104000,2022-04-28 00:00:00,XTM/USDT,0.11586,0.12468,0.1076,0.11655,1770170.59791366,207234.9450577352327
1651017600,2022-04-27 00:00:00,XTM/USDT,0.11582,0.11942,0.11362,0.1159,933387.23202678,108581.4501124188523
1650931200,2022-04-26 00:00:00,XTM/USDT,0.12743,0.12948,0.11515,0.11578,1208409.35206205,147535.5471070827115
1650844800,2022-04-25 00:00:00,XTM/USDT,0.13711,0.1397,0.11813,0.12742,2098214.15781197,266789.134830787505
1650758400,2022-04-24 00:00:00,XTM/USDT,0.132,0.14584,0.12959,0.13715,2573847.7211499,348376.2227186133569
1650672000,2022-04-23 00:00:00,XTM/USDT,0.13532,0.13698,0.13021,0.13194,1175074.96197245,156639.0943841855521
1650585600,2022-04-22 00:00:00,XTM/USDT,0.13963,0.14144,0.13226,0.13542,1100471.0502305,150763.252310702153
1650499200,2022-04-21 00:00:00,XTM/USDT,0.1536,0.15892,0.13957,0.13964,1704541.52320302,256326.8058518638132
1650412800,2022-04-20 00:00:00,XTM/USDT,0.14354,0.16783,0.13852,0.15361,3416454.75865137,520137.3133052789279
1650326400,2022-04-19 00:00:00,XTM/USDT,0.14117,0.15166,0.14107,0.14353,1326734.79859503,192549.3684676121118
1650240000,2022-04-18 00:00:00,XTM/USDT,0.13853,0.1473,0.13295,0.14118,1294605.66697078,179032.2073367938358
1650153600,2022-04-17 00:00:00,XTM/USDT,0.14437,0.14614,0.1376,0.13827,1007562.41765288,142952.37590311184
1650067200,2022-04-16 00:00:00,XTM/USDT,0.14498,0.14866,0.13933,0.14434,891640.44425966,128882.60304558477
1649980800,2022-04-15 00:00:00,XTM/USDT,0.14544,0.15203,0.14391,0.14499,1067586.8675016,157698.3654398010648
1649894400,2022-04-14 00:00:00,XTM/USDT,0.15927,0.16101,0.14448,0.1454,1420821.89275963,216907.5981201027802
1649808000,2022-04-13 00:00:00,XTM/USDT,0.1496,0.17815,0.14958,0.15932,1814549.42254367,289816.6331576449361
1649721600,2022-04-12 00:00:00,XTM/USDT,0.14045,0.154,0.14001,0.15056,1576813.73530831,232112.4196168846524
1649635200,2022-04-11 00:00:00,XTM/USDT,0.15962,0.16083,0.14,0.14,1180073.29488227,177933.2329041603408
1649548800,2022-04-10 00:00:00,XTM/USDT,0.15629,0.16815,0.15597,0.1606,1145508.42369793,184641.0050003733734
1649462400,2022-04-09 00:00:00,XTM/USDT,0.16364,0.16591,0.15,0.1564,1151962.8698174,183479.3508463267287
1649376000,2022-04-08 00:00:00,XTM/USDT,0.16821,0.175,0.16152,0.16435,1143346.84078697,191759.6680250624845
1649289600,2022-04-07 00:00:00,XTM/USDT,0.17008,0.17342,0.1639,0.16826,1095973.89636682,186042.5110005398232
1649203200,2022-04-06 00:00:00,XTM/USDT,0.19125,0.19296,0.17001,0.17004,1354853.5486571,244322.6459987923213
1649116800,2022-04-05 00:00:00,XTM/USDT,0.20988,0.21013,0.19011,0.19152,1112182.28446082,223778.6181338671295
1649030400,2022-04-04 00:00:00,XTM/USDT,0.22082,0.22176,0.20007,0.20949,1345809.06685487,283846.402560875925
1648944000,2022-04-03 00:00:00,XTM/USDT,0.22434,0.23253,0.21299,0.22086,1531563.27713829,338672.4357272953772
1648857600,2022-04-02 00:00:00,XTM/USDT,0.22584,0.2446,0.22417,0.22433,1450455.04745245,336249.9345260051247
1648771200,2022-04-01 00:00:00,XTM/USDT,0.20287,0.23292,0.19002,0.22555,2844314.09457284,608537.7807942893169
1648684800,2022-03-31 00:00:00,XTM/USDT,0.19607,0.22,0.19567,0.20242,2194197.30915395,456840.0997463695801
1648598400,2022-03-30 00:00:00,XTM/USDT,0.2172,0.21926,0.1937,0.19701,1416381.12398636,289962.697355956849
1648512000,2022-03-29 00:00:00,XTM/USDT,0.18452,0.24,0.18245,0.2172,2642751.69328957,551133.2871876603792
1648425600,2022-03-28 00:00:00,XTM/USDT,0.17509,0.195,0.17481,0.18455,1551289.6459703,289456.3092949467435
1648339200,2022-03-27 00:00:00,XTM/USDT,0.17345,0.17891,0.1641,0.17504,753721.43602314,129046.0983012664297
1648252800,2022-03-26 00:00:00,XTM/USDT,0.17362,0.17769,0.16841,0.17346,735945.09058928,127057.1306285911268
1648166400,2022-03-25 00:00:00,XTM/USDT,0.1587,0.189,0.15503,0.1737,2057528.48821565,350402.6938291009846
1648080000,2022-03-24 00:00:00,XTM/USDT,0.14837,0.17,0.14411,0.15864,1350180.18742051,207666.177299869196
1647993600,2022-03-23 00:00:00,XTM/USDT,0.15035,0.15141,0.14348,0.14829,692289.88121017,101846.1632276665432
1647907200,2022-03-22 00:00:00,XTM/USDT,0.13925,0.16266,0.136,0.15034,2232311.90232063,329638.0356191208315
1647820800,2022-03-21 00:00:00,XTM/USDT,0.13365,0.1451,0.13,0.13938,722885.44601921,100095.3446631352155
1647734400,2022-03-20 00:00:00,XTM/USDT,0.1404,0.14501,0.13114,0.13356,893229.65821258,123300.833005068077
1647648000,2022-03-19 00:00:00,XTM/USDT,0.13447,0.15035,0.1332,0.14095,1034246.26833525,144036.5713946329978
1647561600,2022-03-18 00:00:00,XTM/USDT,0.13139,0.13915,0.12674,0.13446,576191.89065572,75833.3857550681643
1647475200,2022-03-17 00:00:00,XTM/USDT,0.13275,0.13501,0.1269,0.1314,697745.90253769,91072.680942052784
1647388800,2022-03-16 00:00:00,XTM/USDT,0.13498,0.13999,0.12391,0.13273,1312218.60088704,169600.900440044699
1647302400,2022-03-15 00:00:00,XTM/USDT,0.14502,0.15,0.133,0.13549,784784.01219648,109487.1040991964672
1647216000,2022-03-14 00:00:00,XTM/USDT,0.14884,0.15074,0.14088,0.14499,495583.59251308,72353.174452168321
1647129600,2022-03-13 00:00:00,XTM/USDT,0.15808,0.16075,0.1468,0.14888,537196.89112196,82602.8502856048831
1647043200,2022-03-12 00:00:00,XTM/USDT,0.1587,0.16351,0.15353,0.15821,391830.70092988,62139.2664547033506
1646956800,2022-03-11 00:00:00,XTM/USDT,0.16024,0.16266,0.15553,0.15875,494922.33709,78700.9504636020837
1646870400,2022-03-10 00:00:00,XTM/USDT,0.16426,0.1675,0.15701,0.16043,431593.45980081,69869.6587361451485
1646784000,2022-03-09 00:00:00,XTM/USDT,0.15938,0.17408,0.15755,0.16493,886950.79730702,147783.7414704212954
1646697600,2022-03-08 00:00:00,XTM/USDT,0.16321,0.16597,0.15695,0.1595,369914.77787891,59441.2419800337074
1646611200,2022-03-07 00:00:00,XTM/USDT,0.16538,0.16624,0.15837,0.16304,318326.51611268,51790.6533580975016
1646524800,2022-03-06 00:00:00,XTM/USDT,0.17438,0.17597,0.16473,0.16533,295963.0422819,49895.0132377450221
1646438400,2022-03-05 00:00:00,XTM/USDT,0.16775,0.17576,0.16505,0.1752,437773.49348288,74392.5533561006933
1646352000,2022-03-04 00:00:00,XTM/USDT,0.17599,0.17611,0.16511,0.16777,467851.0139602,79580.2071101171875
1646265600,2022-03-03 00:00:00,XTM/USDT,0.18054,0.1841,0.1723,0.17612,337667.68281416,60120.2353168432932
1646179200,2022-03-02 00:00:00,XTM/USDT,0.1878,0.19351,0.17659,0.18058,535222.78015131,98770.5489776779027
1646092800,2022-03-01 00:00:00,XTM/USDT,0.19111,0.2,0.18511,0.1881,846443.80780187,163018.1014077589323
1646006400,2022-02-28 00:00:00,XTM/USDT,0.17329,0.2,0.16986,0.19051,900856.74841323,163864.6443665132027
1645920000,2022-02-27 00:00:00,XTM/USDT,0.17729,0.20779,0.17142,0.17411,638231.38900186,116352.7790235926725
1645833600,2022-02-26 00:00:00,XTM/USDT,0.18092,0.188,0.17306,0.17717,781638.20251716,140504.5381215460856
1645747200,2022-02-25 00:00:00,XTM/USDT,0.17682,0.18552,0.17086,0.18095,708471.61089876,126452.4905124778672
1645660800,2022-02-24 00:00:00,XTM/USDT,0.2,0.20182,0.15788,0.17713,2063673.22530825,375284.1856532928358
1645574400,2022-02-23 00:00:00,XTM/USDT,0.20528,0.2332,0.19485,0.20017,1258942.78139375,262841.6793968830746
1645488000,2022-02-22 00:00:00,XTM/USDT,0.20205,0.21006,0.18508,0.20572,923550.10055731,181315.1338588679369
1645401600,2022-02-21 00:00:00,XTM/USDT,0.21591,0.23622,0.2,0.20214,1088218.35200494,231737.4651725189623
1645315200,2022-02-20 00:00:00,XTM/USDT,0.23327,0.23375,0.21038,0.21683,664109.07884193,145532.0478948861331
1645228800,2022-02-19 00:00:00,XTM/USDT,0.2337,0.24174,0.22978,0.23334,458765.65573283,108141.6531094528279
1645142400,2022-02-18 00:00:00,XTM/USDT,0.25901,0.26154,0.2312,0.23389,895945.88419758,218857.323059202036
1645056000,2022-02-17 00:00:00,XTM/USDT,0.28664,0.3,0.25626,0.2586,1208957.36460334,331332.9554013526674
1644969600,2022-02-16 00:00:00,XTM/USDT,0.29044,0.31,0.25334,0.28674,1834067.53651661,506967.8137846391533
1644883200,2022-02-15 00:00:00,XTM/USDT,0.2607,0.29909,0.2583,0.29033,1188594.9966328,337698.4629529864599
1644796800,2022-02-14 00:00:00,XTM/USDT,0.26156,0.266,0.25002,0.25948,567732.73993206,145995.3123460483291
1644710400,2022-02-13 00:00:00,XTM/USDT,0.27341,0.28161,0.25879,0.26052,637880.48292235,172659.8197900959493
1644624000,2022-02-12 00:00:00,XTM/USDT,0.27149,0.27818,0.27,0.27327,439592.5811203,120529.5195843121452
1644537600,2022-02-11 00:00:00,XTM/USDT,0.30296,0.30389,0.27,0.27159,1171933.56757074,336780.5781884199628
1644451200,2022-02-10 00:00:00,XTM/USDT,0.32396,0.33284,0.30011,0.30289,1254489.35977966,395755.9702044533312
1644364800,2022-02-09 00:00:00,XTM/USDT,0.30352,0.337,0.298,0.32399,1292698.3742119,412837.9842477483921
1644278400,2022-02-08 00:00:00,XTM/USDT,0.31775,0.33453,0.2925,0.30337,1723455.90945233,539220.3319725367204
1644192000,2022-02-07 00:00:00,XTM/USDT,0.27733,0.3772,0.27402,0.31765,3485502.51799474,1083605.5482251587598
1644105600,2022-02-06 00:00:00,XTM/USDT,0.27231,0.28,0.26141,0.27803,714110.74782506,194471.4262914464634
1644019200,2022-02-05 00:00:00,XTM/USDT,0.28068,0.29017,0.2679,0.27176,869592.41052385,243080.8663523046235
