https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume KNC,Volume ETH
1663459200,2022-09-18 00:00:00,KNC/ETH,0.0013044,0.0013124,0.0013044,0.0013124,7.7248,0.01010679312
1663372800,2022-09-17 00:00:00,KNC/ETH,0.0013059,0.0013948,0.0012889,0.0012972,940.3647,1.26039674976
1663286400,2022-09-16 00:00:00,KNC/ETH,0.0013504,0.0014013,0.0012974,0.001339,914.5891,1.23389109569
1663200000,2022-09-15 00:00:00,KNC/ETH,0.0011857,0.0013778,0.0011763,0.0013629,3274.5684,4.13614451068
1663113600,2022-09-14 00:00:00,KNC/ETH,0.0012531,0.001286,0.0011712,0.0012025,755.9121,0.93408074108
1663027200,2022-09-13 00:00:00,KNC/ETH,0.0011077,0.0012622,0.0010783,0.0012396,4930.7447,5.86485600652
1662940800,2022-09-12 00:00:00,KNC/ETH,0.001134,0.001134,0.0011152,0.0011158,155.7272,0.17512951415
1662854400,2022-09-11 00:00:00,KNC/ETH,0.0011576,0.0011673,0.0011333,0.00114,409.8383,0.47643310782
1662768000,2022-09-10 00:00:00,KNC/ETH,0.0010881,0.0011725,0.0010769,0.0011586,1401.9685,1.56834492496
1662681600,2022-09-09 00:00:00,KNC/ETH,0.001083,0.0010907,0.0010681,0.0010719,421.2268,0.455424473
1662595200,2022-09-08 00:00:00,KNC/ETH,0.0010656,0.0010955,0.0010561,0.0010806,516.4588,0.54977970064
1662508800,2022-09-07 00:00:00,KNC/ETH,0.001083,0.0011522,0.0010496,0.0010714,854.0217,0.94198897862
1662422400,2022-09-06 00:00:00,KNC/ETH,0.0010327,0.0010852,0.001006,0.0010712,1952.1382,2.00059406994
1662336000,2022-09-05 00:00:00,KNC/ETH,0.0010645,0.0010713,0.0010366,0.0010387,106.0649,0.11149468508
1662249600,2022-09-04 00:00:00,KNC/ETH,0.0010887,0.0010918,0.0010664,0.0010664,23.8442,0.02580405146
1662163200,2022-09-03 00:00:00,KNC/ETH,0.0011215,0.0011287,0.001091,0.001091,21.4994,0.0240102401
1662076800,2022-09-02 00:00:00,KNC/ETH,0.0011252,0.001143,0.0010887,0.0011364,22.8187,0.02545605548
1661990400,2022-09-01 00:00:00,KNC/ETH,0.0011107,0.0011275,0.0010952,0.0011155,73.2421,0.0805669128
1661904000,2022-08-31 00:00:00,KNC/ETH,0.0011144,0.001134,0.001085,0.0011103,676.367,0.74708607284
1661817600,2022-08-30 00:00:00,KNC/ETH,0.0011003,0.001134,0.0010795,0.0011311,264.8814,0.29119315998
1661731200,2022-08-29 00:00:00,KNC/ETH,0.0011411,0.0011433,0.001094,0.0011049,813.4731,0.90894934685
1661644800,2022-08-28 00:00:00,KNC/ETH,0.0011977,0.0011977,0.0011447,0.0011628,527.1048,0.61188211415
1661558400,2022-08-27 00:00:00,KNC/ETH,0.0011418,0.001243,0.0011204,0.0011988,4766.3069,5.67003001566
1661472000,2022-08-26 00:00:00,KNC/ETH,0.0010576,0.0011464,0.0010438,0.0011418,1026.9354,1.12809516853
1661385600,2022-08-25 00:00:00,KNC/ETH,0.0011184,0.0011184,0.0010471,0.0010699,669.9293,0.72584922535
1661299200,2022-08-24 00:00:00,KNC/ETH,0.0011465,0.0012007,0.0011099,0.0011189,2343.6018,2.69522920226
1661212800,2022-08-23 00:00:00,KNC/ETH,0.0011869,0.0012007,0.0011334,0.0011615,1845.9291,2.14288963074
1661126400,2022-08-22 00:00:00,KNC/ETH,0.0011064,0.0012072,0.0011064,0.0011869,4479.6292,5.23141455974
1661040000,2022-08-21 00:00:00,KNC/ETH,0.0011204,0.0011204,0.0010823,0.0011084,818.8658,0.90399775497
1660953600,2022-08-20 00:00:00,KNC/ETH,0.0010823,0.0011436,0.0010336,0.0011334,13728.7159,14.32524789901
1660867200,2022-08-19 00:00:00,KNC/ETH,0.0009454,0.0011042,0.0009378,0.0011042,8947.7339,9.44997348899
1660780800,2022-08-18 00:00:00,KNC/ETH,0.0009315,0.000959,0.0008852,0.0009533,1738.5694,1.59873924948
