https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume XRD
1660348800000,2022-08-13 00:00:00,XRD/BTC,2.63e-06,2.67e-06,2.62e-06,2.64e-06,0.6129168956017801,232165.49075825
1660262400000,2022-08-12 00:00:00,XRD/BTC,2.66e-06,2.72e-06,2.62e-06,2.63e-06,0.9945368430376228,378150.89088883
1660176000000,2022-08-11 00:00:00,XRD/BTC,2.63e-06,2.71e-06,2.57e-06,2.67e-06,0.8241667257489548,308676.67631047
1660089600000,2022-08-10 00:00:00,XRD/BTC,2.69e-06,2.74e-06,2.6e-06,2.63e-06,0.9174230458167206,348830.05544362
1660003200000,2022-08-09 00:00:00,XRD/BTC,2.66e-06,2.72e-06,2.61e-06,2.69e-06,3.6126334851458584,1342986.42570478
1659916800000,2022-08-08 00:00:00,XRD/BTC,2.68e-06,2.68e-06,2.61e-06,2.65e-06,1.483494796000074,559809.35698116
1659830400000,2022-08-07 00:00:00,XRD/BTC,2.76e-06,2.76e-06,2.66e-06,2.68e-06,0.2596750865354368,96893.68900576
1659744000000,2022-08-06 00:00:00,XRD/BTC,2.62e-06,2.76e-06,2.62e-06,2.76e-06,1.0874373372070067,393999.03521993
1659657600000,2022-08-05 00:00:00,XRD/BTC,2.64e-06,2.68e-06,2.57e-06,2.63e-06,0.46434902777808673,176558.56569509002
1659571200000,2022-08-04 00:00:00,XRD/BTC,2.68e-06,2.71e-06,2.6e-06,2.63e-06,0.39666846780740894,150824.5124743
1659484800000,2022-08-03 00:00:00,XRD/BTC,2.66e-06,2.7e-06,2.6e-06,2.67e-06,0.48428588572330766,181380.48154431
1659398400000,2022-08-02 00:00:00,XRD/BTC,2.67e-06,2.71e-06,2.63e-06,2.66e-06,0.6884618798143114,258820.25556929
1659312000000,2022-08-01 00:00:00,XRD/BTC,2.71e-06,2.78e-06,2.67e-06,2.69e-06,0.7789326759639786,289566.05054423
1659225600000,2022-07-31 00:00:00,XRD/BTC,2.69e-06,2.75e-06,2.63e-06,2.71e-06,1.3172840774580648,486082.68540888
1659139200000,2022-07-30 00:00:00,XRD/BTC,2.6e-06,2.76e-06,2.55e-06,2.66e-06,1.4265369597024953,536292.09011372
1659052800000,2022-07-29 00:00:00,XRD/BTC,2.7e-06,2.74e-06,2.56e-06,2.6e-06,0.6886451861644419,264863.53314017
1658966400000,2022-07-28 00:00:00,XRD/BTC,2.72e-06,2.75e-06,2.65e-06,2.7e-06,1.304090421750918,482996.45250034
1658880000000,2022-07-27 00:00:00,XRD/BTC,2.83e-06,2.88e-06,2.72e-06,2.73e-06,1.0880372734503363,398548.45181331
1658793600000,2022-07-26 00:00:00,XRD/BTC,2.93e-06,3.05e-06,2.8e-06,2.83e-06,0.7158610819775417,252954.44592846
1658707200000,2022-07-25 00:00:00,XRD/BTC,2.83e-06,3e-06,2.79e-06,2.92e-06,1.0177524522967227,348545.36037559
1658620800000,2022-07-24 00:00:00,XRD/BTC,2.76e-06,2.91e-06,2.71e-06,2.82e-06,1.5760153911920172,558870.70609646
1658534400000,2022-07-23 00:00:00,XRD/BTC,2.88e-06,2.94e-06,2.7e-06,2.76e-06,1.4818002789853968,536884.15905268
1658448000000,2022-07-22 00:00:00,XRD/BTC,2.78e-06,2.9e-06,2.74e-06,2.9e-06,0.7460917382253931,257273.01318117
1658361600000,2022-07-21 00:00:00,XRD/BTC,2.79e-06,2.93e-06,2.74e-06,2.78e-06,0.8277329560423692,297745.66764114
1658275200000,2022-07-20 00:00:00,XRD/BTC,2.93e-06,2.99e-06,2.71e-06,2.78e-06,1.2596623779180387,453115.96327987
1658188800000,2022-07-19 00:00:00,XRD/BTC,2.99e-06,3.16e-06,2.93e-06,2.94e-06,1.4456731447834998,491725.55945017
1658102400000,2022-07-18 00:00:00,XRD/BTC,2.98e-06,3.1e-06,2.92e-06,2.97e-06,1.3000339170528732,437721.85759356
1658016000000,2022-07-17 00:00:00,XRD/BTC,2.98e-06,3.15e-06,2.92e-06,2.99e-06,0.8354920823224262,279428.79007439
1657929600000,2022-07-16 00:00:00,XRD/BTC,2.99e-06,3.06e-06,2.94e-06,2.98e-06,0.2658349399522068,89206.35568866
1657843200000,2022-07-15 00:00:00,XRD/BTC,3.03e-06,3.09e-06,2.95e-06,3e-06,0.9448943080152901,314964.76933843
1657756800000,2022-07-14 00:00:00,XRD/BTC,3.06e-06,3.13e-06,2.95e-06,3.01e-06,1.3078426378233672,434499.21522371
1657670400000,2022-07-13 00:00:00,XRD/BTC,3.21e-06,3.22e-06,3.03e-06,3.06e-06,0.5115944318247324,167187.72281854
1657584000000,2022-07-12 00:00:00,XRD/BTC,3.13e-06,3.22e-06,3.07e-06,3.21e-06,0.6369684170845638,198432.52868678
1657497600000,2022-07-11 00:00:00,XRD/BTC,3.09e-06,3.17e-06,3.04e-06,3.13e-06,1.0331365534801775,330075.57619175
1657411200000,2022-07-10 00:00:00,XRD/BTC,2.9e-06,3.37e-06,2.89e-06,3.1e-06,7.064237293054135,2278786.22356585
1657324800000,2022-07-09 00:00:00,XRD/BTC,2.96e-06,2.99e-06,2.82e-06,2.89e-06,0.4879486064309978,168840.34824602
1657238400000,2022-07-08 00:00:00,XRD/BTC,3.01e-06,3.09e-06,2.87e-06,2.96e-06,0.702619887448748,237371.58359755
1657152000000,2022-07-07 00:00:00,XRD/BTC,3.05e-06,3.15e-06,2.95e-06,3e-06,0.68862640835442,229542.13611814
1657065600000,2022-07-06 00:00:00,XRD/BTC,3.1e-06,3.18e-06,3.03e-06,3.05e-06,0.48116313974063696,157758.40647234
1656979200000,2022-07-05 00:00:00,XRD/BTC,3.08e-06,3.24e-06,3.05e-06,3.1e-06,0.812006171636681,261937.47472151
1656892800000,2022-07-04 00:00:00,XRD/BTC,3.14e-06,3.2e-06,3.04e-06,3.05e-06,0.612294644834108,200752.34256856
1656806400000,2022-07-03 00:00:00,XRD/BTC,3.18e-06,3.23e-06,3.12e-06,3.14e-06,0.8493432480007629,270491.48025502
1656720000000,2022-07-02 00:00:00,XRD/BTC,3.26e-06,3.28e-06,3.11e-06,3.18e-06,0.787235321092299,247558.27707305
1656633600000,2022-07-01 00:00:00,XRD/BTC,3.24e-06,3.34e-06,3.1e-06,3.26e-06,0.7317080679979072,224450.32760672
1656547200000,2022-06-30 00:00:00,XRD/BTC,3.22e-06,3.42e-06,3.17e-06,3.24e-06,0.8012221378602156,247290.78329019
1656460800000,2022-06-29 00:00:00,XRD/BTC,3.19e-06,3.39e-06,3.14e-06,3.22e-06,2.9336910866749517,911084.18840837
1656374400000,2022-06-28 00:00:00,XRD/BTC,3.22e-06,3.26e-06,3.13e-06,3.2e-06,0.964062109088672,301269.40909021
1656288000000,2022-06-27 00:00:00,XRD/BTC,3.22e-06,3.24e-06,3.05e-06,3.22e-06,0.6043427389759705,187684.08042732
1656201600000,2022-06-26 00:00:00,XRD/BTC,3.12e-06,3.23e-06,3.1e-06,3.22e-06,0.4294885438701158,133381.53536339
1656115200000,2022-06-25 00:00:00,XRD/BTC,3.26e-06,3.29e-06,3.1e-06,3.12e-06,0.7712634252131016,247199.81577343
1656028800000,2022-06-24 00:00:00,XRD/BTC,3.12e-06,3.33e-06,3.08e-06,3.26e-06,1.570567174435011,481769.07191258
1655942400000,2022-06-23 00:00:00,XRD/BTC,3.15e-06,3.22e-06,3.05e-06,3.12e-06,0.3285907903668312,105317.56101501
1655856000000,2022-06-22 00:00:00,XRD/BTC,3.21e-06,3.36e-06,3.1e-06,3.14e-06,1.030160111991808,328076.4687872
1655769600000,2022-06-21 00:00:00,XRD/BTC,3.29e-06,3.4e-06,3.2e-06,3.28e-06,0.8783787435995264,267798.39743888
1655683200000,2022-06-20 00:00:00,XRD/BTC,3.32e-06,3.44e-06,3.27e-06,3.29e-06,1.2615805532856839,383459.13473729
1655596800000,2022-06-19 00:00:00,XRD/BTC,3.31e-06,4.93e-06,3.3e-06,3.33e-06,5.196258543649247,1560438.00109587
1655510400000,2022-06-18 00:00:00,XRD/BTC,3.11e-06,3.47e-06,3.07e-06,3.28e-06,1.0578811691918424,322524.74670483
1655424000000,2022-06-17 00:00:00,XRD/BTC,2.98e-06,3.45e-06,2.96e-06,3.11e-06,1.2658903248879438,407038.68967458
1655337600000,2022-06-16 00:00:00,XRD/BTC,3.06e-06,3.37e-06,2.78e-06,2.98e-06,4.065333075847328,1364205.73015011
1655251200000,2022-06-15 00:00:00,XRD/BTC,2.83e-06,3.29e-06,2.6e-06,3.06e-06,4.538423745953091,1483145.01501735
1655164800000,2022-06-14 00:00:00,XRD/BTC,2.71e-06,2.95e-06,2.64e-06,2.82e-06,2.0174597266147885,715411.25057262
1655078400000,2022-06-13 00:00:00,XRD/BTC,2.63e-06,2.85e-06,2.5e-06,2.71e-06,2.670102232610417,985277.57660901
1654992000000,2022-06-12 00:00:00,XRD/BTC,2.58e-06,2.63e-06,2.49e-06,2.63e-06,3.3734753179735457,1282690.23497093
1654905600000,2022-06-11 00:00:00,XRD/BTC,2.66e-06,2.73e-06,2.52e-06,2.58e-06,3.6514461903769826,1415289.22107635
1654819200000,2022-06-10 00:00:00,XRD/BTC,2.62e-06,2.71e-06,2.62e-06,2.66e-06,1.336588635918956,502476.9307966
1654732800000,2022-06-09 00:00:00,XRD/BTC,2.61e-06,2.65e-06,2.59e-06,2.62e-06,2.1482384044692036,819938.32231649
1654646400000,2022-06-08 00:00:00,XRD/BTC,2.38e-06,2.63e-06,2.35e-06,2.61e-06,4.66274000683481,1786490.42407464
1654560000000,2022-06-07 00:00:00,XRD/BTC,2.59e-06,2.73e-06,2.33e-06,2.38e-06,1.4679848355015468,616800.35105107
1654473600000,2022-06-06 00:00:00,XRD/BTC,2.7e-06,2.71e-06,2.54e-06,2.6e-06,1.146166448841388,440833.24955438
1654387200000,2022-06-05 00:00:00,XRD/BTC,2.77e-06,2.78e-06,2.6e-06,2.7e-06,3.6291272242366435,1344121.1941617199
1654300800000,2022-06-04 00:00:00,XRD/BTC,2.79e-06,2.83e-06,2.72e-06,2.76e-06,0.2809950627724584,101809.80535234
1654214400000,2022-06-03 00:00:00,XRD/BTC,2.75e-06,2.9e-06,2.66e-06,2.79e-06,1.6845475256729638,603780.4751516
1654128000000,2022-06-02 00:00:00,XRD/BTC,2.85e-06,2.9e-06,2.7e-06,2.74e-06,0.7092982711933664,258867.98218736
1654041600000,2022-06-01 00:00:00,XRD/BTC,2.7e-06,2.99e-06,2.61e-06,2.85e-06,2.460164709213405,863215.6874433
1653955200000,2022-05-31 00:00:00,XRD/BTC,2.76e-06,2.84e-06,2.66e-06,2.69e-06,1.2369002932811988,459814.23542052
1653868800000,2022-05-30 00:00:00,XRD/BTC,2.82e-06,2.87e-06,2.73e-06,2.75e-06,1.3999647221861675,509078.08079497
1653782400000,2022-05-29 00:00:00,XRD/BTC,2.78e-06,2.91e-06,2.73e-06,2.82e-06,0.848518359688551,300893.03535055
1653696000000,2022-05-28 00:00:00,XRD/BTC,2.87e-06,2.94e-06,2.77e-06,2.78e-06,0.4840797864241434,174129.41957703
1653609600000,2022-05-27 00:00:00,XRD/BTC,2.99e-06,3e-06,2.75e-06,2.87e-06,1.3880176534729156,483629.84441565
1653523200000,2022-05-26 00:00:00,XRD/BTC,3.01e-06,3.17e-06,2.95e-06,2.99e-06,1.4526477393028367,485835.36431533
1653436800000,2022-05-25 00:00:00,XRD/BTC,3.01e-06,3.1e-06,2.92e-06,3.01e-06,1.2437440748063155,413204.01156356
1653350400000,2022-05-24 00:00:00,XRD/BTC,3.1e-06,3.27e-06,2.96e-06,3.02e-06,2.597649021409871,860148.68258605
1653264000000,2022-05-23 00:00:00,XRD/BTC,2.87e-06,3.27e-06,2.77e-06,3.11e-06,2.5830342800989263,830557.64633406
1653177600000,2022-05-22 00:00:00,XRD/BTC,2.86e-06,2.97e-06,2.81e-06,2.88e-06,0.845979736174416,293742.96394945
1653091200000,2022-05-21 00:00:00,XRD/BTC,2.87e-06,2.98e-06,2.82e-06,2.85e-06,0.290398876120326,101894.34249836
1653004800000,2022-05-20 00:00:00,XRD/BTC,2.8e-06,2.95e-06,2.74e-06,2.87e-06,1.3570521612378716,472840.47429891
1652918400000,2022-05-19 00:00:00,XRD/BTC,2.95e-06,2.97e-06,2.72e-06,2.8e-06,0.882288012255272,315102.86151974
1652832000000,2022-05-18 00:00:00,XRD/BTC,2.89e-06,2.99e-06,2.83e-06,2.94e-06,0.8762286231150437,298036.94663777
1652745600000,2022-05-17 00:00:00,XRD/BTC,2.93e-06,3.01e-06,2.82e-06,2.9e-06,1.339572968808409,461921.71338221
1652659200000,2022-05-16 00:00:00,XRD/BTC,2.96e-06,3.03e-06,2.8e-06,2.93e-06,1.2148063720688533,414609.68329995
1652572800000,2022-05-15 00:00:00,XRD/BTC,2.96e-06,3.07e-06,2.87e-06,2.92e-06,0.9636788387472908,330026.99957099
1652486400000,2022-05-14 00:00:00,XRD/BTC,2.98e-06,3.18e-06,2.83e-06,2.96e-06,3.0769623735916665,1039514.31540259
1652400000000,2022-05-13 00:00:00,XRD/BTC,2.73e-06,3.17e-06,2.67e-06,2.99e-06,6.471245323673021,2164296.09487392
1652313600000,2022-05-12 00:00:00,XRD/BTC,2.93e-06,3.4e-06,2.6e-06,2.72e-06,13.811190617734137,5077643.60946108
1652227200000,2022-05-11 00:00:00,XRD/BTC,3.32e-06,3.39e-06,2.92e-06,2.94e-06,5.5695951479854555,1894420.1183624
1652140800000,2022-05-10 00:00:00,XRD/BTC,3.18e-06,3.5e-06,3.1e-06,3.31e-06,11.682807459413114,3529549.08139369
1652054400000,2022-05-09 00:00:00,XRD/BTC,3.26e-06,3.34e-06,3.01e-06,3.19e-06,8.590840608893993,2693053.48241191
1651968000000,2022-05-08 00:00:00,XRD/BTC,3.16e-06,3.42e-06,3.09e-06,3.25e-06,3.9036807801201276,1201132.54772927
1651881600000,2022-05-07 00:00:00,XRD/BTC,3.27e-06,3.4e-06,3.1e-06,3.16e-06,2.30811641862115,730416.58817125
1651795200000,2022-05-06 00:00:00,XRD/BTC,3.1e-06,3.37e-06,3.02e-06,3.27e-06,2.2403372831327433,685118.43520879
1651708800000,2022-05-05 00:00:00,XRD/BTC,3.12e-06,3.3e-06,2.99e-06,3.1e-06,5.008359603606224,1615599.87213104
1651622400000,2022-05-04 00:00:00,XRD/BTC,3.01e-06,3.25e-06,2.9e-06,3.12e-06,3.9188407381490644,1256038.6981247
1651536000000,2022-05-03 00:00:00,XRD/BTC,2.87e-06,3.12e-06,2.8e-06,3e-06,3.1176079284437703,1039202.64281459
1651449600000,2022-05-02 00:00:00,XRD/BTC,2.95e-06,2.96e-06,2.82e-06,2.85e-06,2.982805673949033,1046598.48208738
1651363200000,2022-05-01 00:00:00,XRD/BTC,3.03e-06,3.06e-06,2.9e-06,2.95e-06,3.6233481518299695,1228253.61078982
1651276800000,2022-04-30 00:00:00,XRD/BTC,2.99e-06,3.03e-06,2.87e-06,3.03e-06,1.104303463773544,364456.58870414
1651190400000,2022-04-29 00:00:00,XRD/BTC,3.09e-06,3.18e-06,2.97e-06,2.98e-06,2.203094316347371,739293.39474744
1651104000000,2022-04-28 00:00:00,XRD/BTC,3.23e-06,3.24e-06,3.03e-06,3.08e-06,3.517690962384153,1142107.45531953
1651017600000,2022-04-27 00:00:00,XRD/BTC,3.29e-06,3.3e-06,3.07e-06,3.23e-06,2.947852842830916,912647.93895694
1650931200000,2022-04-26 00:00:00,XRD/BTC,3.08e-06,3.34e-06,3.04e-06,3.28e-06,3.3744214841748303,1028787.03785818
1650844800000,2022-04-25 00:00:00,XRD/BTC,3.3e-06,3.3e-06,3.05e-06,3.09e-06,3.284716211925606,1063014.95531573
1650758400000,2022-04-24 00:00:00,XRD/BTC,3.25e-06,3.32e-06,3.17e-06,3.3e-06,1.456558842620607,441381.46746079
1650672000000,2022-04-23 00:00:00,XRD/BTC,3.26e-06,3.3e-06,3.2e-06,3.25e-06,2.2894399528239524,704443.06240737
1650585600000,2022-04-22 00:00:00,XRD/BTC,3.28e-06,3.37e-06,3.23e-06,3.26e-06,1.3981761957531151,428888.40360525
1650499200000,2022-04-21 00:00:00,XRD/BTC,3.2e-06,3.35e-06,3.18e-06,3.26e-06,1.7330897756797812,531622.63057662
1650412800000,2022-04-20 00:00:00,XRD/BTC,3.31e-06,3.33e-06,3.15e-06,3.21e-06,2.2377573653654306,697120.67456867
1650326400000,2022-04-19 00:00:00,XRD/BTC,3.46e-06,3.46e-06,3.29e-06,3.29e-06,1.8503266675045027,562409.32142994
1650240000000,2022-04-18 00:00:00,XRD/BTC,3.56e-06,3.65e-06,3.28e-06,3.46e-06,8.308668078746601,2401349.15570711
1650153600000,2022-04-17 00:00:00,XRD/BTC,3.43e-06,3.56e-06,3.43e-06,3.55e-06,1.8420190184460634,518878.59674537
1650067200000,2022-04-16 00:00:00,XRD/BTC,3.41e-06,3.5e-06,3.38e-06,3.43e-06,4.440906308574744,1294724.87130459
1649980800000,2022-04-15 00:00:00,XRD/BTC,3.4e-06,3.52e-06,3.37e-06,3.41e-06,2.0591546434291317,603857.66669476
1649894400000,2022-04-14 00:00:00,XRD/BTC,3.36e-06,3.48e-06,3.27e-06,3.4e-06,4.134299737606652,1215970.51106078
1649808000000,2022-04-13 00:00:00,XRD/BTC,3.33e-06,3.42e-06,3.18e-06,3.35e-06,1.8770312635231274,560307.83985765
1649721600000,2022-04-12 00:00:00,XRD/BTC,3.34e-06,3.47e-06,3.29e-06,3.3e-06,0.849123099226149,257310.03006853
1649635200000,2022-04-11 00:00:00,XRD/BTC,3.25e-06,3.42e-06,3.2e-06,3.37e-06,1.8469019839311447,548042.13173031
1649548800000,2022-04-10 00:00:00,XRD/BTC,3.27e-06,3.34e-06,3.21e-06,3.25e-06,1.8901863996278574,581595.81527011
1649462400000,2022-04-09 00:00:00,XRD/BTC,3.3e-06,3.34e-06,3.17e-06,3.29e-06,0.9269774830030519,281756.07386111
1649376000000,2022-04-08 00:00:00,XRD/BTC,3.22e-06,3.49e-06,2.8e-06,3.3e-06,11.140371206382232,3375870.06254007
1649289600000,2022-04-07 00:00:00,XRD/BTC,3.04e-06,3.23e-06,3.04e-06,3.22e-06,5.057703419245468,1570715.34759176
1649203200000,2022-04-06 00:00:00,XRD/BTC,3.15e-06,3.35e-06,2.98e-06,3.04e-06,5.136648635523452,1689687.05115903
1649116800000,2022-04-05 00:00:00,XRD/BTC,3.24e-06,3.27e-06,3.1e-06,3.15e-06,0.7861668333670304,249576.77249747
1649030400000,2022-04-04 00:00:00,XRD/BTC,3.28e-06,3.38e-06,3.07e-06,3.23e-06,2.1004346532055895,650289.36631752
1648944000000,2022-04-03 00:00:00,XRD/BTC,3.22e-06,3.28e-06,3.15e-06,3.28e-06,1.9289276878267256,588087.70970327
1648857600000,2022-04-02 00:00:00,XRD/BTC,3.27e-06,3.35e-06,3.18e-06,3.23e-06,1.4271856473341495,441853.14158952
1648771200000,2022-04-01 00:00:00,XRD/BTC,3.24e-06,3.35e-06,3.2e-06,3.24e-06,1.6390977250504426,505894.35958347
1648684800000,2022-03-31 00:00:00,XRD/BTC,3.38e-06,3.43e-06,3.17e-06,3.24e-06,1.7500831982149572,540149.13525153
1648598400000,2022-03-30 00:00:00,XRD/BTC,3.29e-06,3.41e-06,3e-06,3.37e-06,2.922671710554847,867261.63517948
1648512000000,2022-03-29 00:00:00,XRD/BTC,3.33e-06,3.46e-06,3.18e-06,3.33e-06,1.5523689400560476,466176.85887568997
1648425600000,2022-03-28 00:00:00,XRD/BTC,3.37e-06,3.52e-06,3.26e-06,3.32e-06,2.3859507037519974,718659.85052771
1648339200000,2022-03-27 00:00:00,XRD/BTC,3.31e-06,3.41e-06,3.18e-06,3.37e-06,0.8874645400655798,263342.59349127
1648252800000,2022-03-26 00:00:00,XRD/BTC,3.33e-06,3.39e-06,3.27e-06,3.32e-06,1.0172612328498913,306403.98579816
1648166400000,2022-03-25 00:00:00,XRD/BTC,3.33e-06,3.47e-06,3.31e-06,3.33e-06,1.8775301536488875,563822.8689636299
1648080000000,2022-03-24 00:00:00,XRD/BTC,3.86e-06,3.92e-06,3.25e-06,3.33e-06,1.6867465110044495,506530.48378512
1647993600000,2022-03-23 00:00:00,XRD/BTC,3.43e-06,4.13e-06,3.43e-06,3.86e-06,3.072556159466521,795999.00504314
1647907200000,2022-03-22 00:00:00,XRD/BTC,3.12e-06,3.57e-06,3.06e-06,3.43e-06,3.163942361152879,922432.17526323
1647820800000,2022-03-21 00:00:00,XRD/BTC,2.99e-06,3.38e-06,2.95e-06,3.12e-06,1.5871580777960859,508704.51211413
1647734400000,2022-03-20 00:00:00,XRD/BTC,2.9e-06,3.02e-06,2.86e-06,2.96e-06,1.115299442383092,376790.35215645
1647648000000,2022-03-19 00:00:00,XRD/BTC,3.09e-06,3.12e-06,2.8e-06,2.9e-06,1.9859023865589562,684793.92639964
1647561600000,2022-03-18 00:00:00,XRD/BTC,3.15e-06,3.2e-06,3.02e-06,3.08e-06,0.9611312654921517,312055.60567927
1647475200000,2022-03-17 00:00:00,XRD/BTC,3.03e-06,3.18e-06,2.99e-06,3.15e-06,0.892757800269909,283415.17468886
1647388800000,2022-03-16 00:00:00,XRD/BTC,2.98e-06,3.06e-06,2.84e-06,3.03e-06,1.9557344727624835,645456.92170379
1647302400000,2022-03-15 00:00:00,XRD/BTC,2.94e-06,3.01e-06,2.81e-06,3.01e-06,2.4801168347790092,823959.08132193
1647216000000,2022-03-14 00:00:00,XRD/BTC,3.15e-06,3.17e-06,2.95e-06,2.95e-06,2.271284886880221,769927.08029838
1647129600000,2022-03-13 00:00:00,XRD/BTC,3.1e-06,3.22e-06,3.04e-06,3.15e-06,1.3632412435561394,432774.99795433
1647043200000,2022-03-12 00:00:00,XRD/BTC,3.12e-06,3.13e-06,3.03e-06,3.1e-06,1.381303923464159,445581.91079489
1646956800000,2022-03-11 00:00:00,XRD/BTC,3.05e-06,3.21e-06,2.99e-06,3.14e-06,1.5597170195771817,496725.16547044
1646870400000,2022-03-10 00:00:00,XRD/BTC,2.88e-06,3.45e-06,2.84e-06,3.05e-06,3.1186619255885675,1022512.10675035
1646784000000,2022-03-09 00:00:00,XRD/BTC,3.13e-06,3.16e-06,2.76e-06,2.87e-06,1.6568546074642365,577301.25695618
1646697600000,2022-03-08 00:00:00,XRD/BTC,3.45e-06,3.47e-06,3.05e-06,3.15e-06,2.327176123576038,738786.07097652
