https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume ANT
1663545600000,2022-09-19 00:00:00,ANT/BTC,8.4e-05,8.5e-05,8.4e-05,8.5e-05,0.0031962320950500002,37.60273053
1663534800000,2022-09-18 21:00:00,ANT/BTC,8.017e-05,8.345e-05,7.956e-05,8.309e-05,0.049236527907077,592.5686353
1663520400000,2022-09-18 17:00:00,ANT/BTC,8.451e-05,8.451e-05,8.451e-05,8.451e-05,0.0042248061729,49.99179
1663516800000,2022-09-18 16:00:00,ANT/BTC,8.476e-05,8.476e-05,8.425e-05,8.425e-05,0.005171932484105,61.38792266
1663509600000,2022-09-18 14:00:00,ANT/BTC,8.512e-05,8.512e-05,8.512e-05,8.512e-05,0.0041806398592,49.11466
1663502400000,2022-09-18 12:00:00,ANT/BTC,8.548e-05,8.548e-05,8.536e-05,8.536e-05,0.0043959186342984,51.498578189999996
1663448400000,2022-09-17 21:00:00,ANT/BTC,8.709e-05,8.709e-05,8.709e-05,8.709e-05,0.00053407280616,6.132424
1663430400000,2022-09-17 16:00:00,ANT/BTC,8.663e-05,8.663e-05,8.663e-05,8.663e-05,0.004532926011900001,52.32513
1663419600000,2022-09-17 13:00:00,ANT/BTC,8.631e-05,8.631e-05,8.631e-05,8.631e-05,0.0043091424054,49.92634
1663401600000,2022-09-17 08:00:00,ANT/BTC,8.612e-05,8.612e-05,8.612e-05,8.612e-05,0.0040839649630088,47.42179474
1663372800000,2022-09-17 00:00:00,ANT/BTC,8.73e-05,8.73e-05,8.73e-05,8.73e-05,0.00249344556777,28.5618049
1663344000000,2022-09-16 16:00:00,ANT/BTC,8.687e-05,8.687e-05,8.623e-05,8.623e-05,0.024346522684538505,282.34399495
1663340400000,2022-09-16 15:00:00,ANT/BTC,8.827e-05,8.827e-05,8.826e-05,8.826e-05,0.017051908786200002,193.20087
1663336800000,2022-09-16 14:00:00,ANT/BTC,8.807e-05,8.807e-05,8.807e-05,8.807e-05,0.0038548283034999997,43.77005
1663308000000,2022-09-16 06:00:00,ANT/BTC,8.446e-05,8.446e-05,8.446e-05,8.446e-05,0.0072052673972,85.30982
1663254000000,2022-09-15 15:00:00,ANT/BTC,8.387e-05,8.387e-05,8.387e-05,8.387e-05,0.0083211695983,99.21509
1663250400000,2022-09-15 14:00:00,ANT/BTC,8.3e-05,8.325e-05,8.296e-05,8.325e-05,0.007687283355000001,92.33974
1663246800000,2022-09-15 13:00:00,ANT/BTC,8.432e-05,8.432e-05,8.432e-05,8.432e-05,0.0001879968600896,2.22956428
