https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CRV,Volume EUR
1656720000,2022-07-02 00:00:00,CRV/EUR,0.72078,0.76580,0.70255,0.74505,25160.32241230,18745.698213284115
1656633600,2022-07-01 00:00:00,CRV/EUR,0.65543,0.79852,0.64158,0.72121,171659.41505478,123802.48673165789
1656547200,2022-06-30 00:00:00,CRV/EUR,0.68102,0.68102,0.60860,0.65270,63816.37253208,41652.94635168861
1656460800,2022-06-29 00:00:00,CRV/EUR,0.66445,0.69509,0.65470,0.67439,39512.95355794,26647.14074993916
1656374400,2022-06-28 00:00:00,CRV/EUR,0.69528,0.73430,0.66000,0.66176,74276.09006683,49152.945362625425
1656288000,2022-06-27 00:00:00,CRV/EUR,0.70835,0.74607,0.68322,0.69023,64338.03782919,44408.043850841816
1656201600,2022-06-26 00:00:00,CRV/EUR,0.78498,0.80445,0.71284,0.71394,43006.11064157,30703.782631442486
1656115200,2022-06-25 00:00:00,CRV/EUR,0.79188,0.80587,0.74329,0.77743,63948.60792015,49715.56625536222
1656028800,2022-06-24 00:00:00,CRV/EUR,0.79411,0.82600,0.76012,0.81232,57068.61376840,46357.97633634669
1655942400,2022-06-23 00:00:00,CRV/EUR,0.66146,0.79261,0.65954,0.79261,105834.67718149,83885.6234808208
1655856000,2022-06-22 00:00:00,CRV/EUR,0.68147,0.73870,0.65341,0.66140,70649.81353962,46727.78667510466
1655769600,2022-06-21 00:00:00,CRV/EUR,0.66259,0.75212,0.66259,0.69453,113040.62898930,78510.10805193853
1655683200,2022-06-20 00:00:00,CRV/EUR,0.59592,0.69746,0.58393,0.66409,25106.89698043,16673.239215733756
1655596800,2022-06-19 00:00:00,CRV/EUR,0.55604,0.63185,0.53065,0.62049,49722.33071990,30852.20898839075
1655510400,2022-06-18 00:00:00,CRV/EUR,0.63871,0.64080,0.51581,0.56077,69333.68733081,38880.25184449833
1655424000,2022-06-17 00:00:00,CRV/EUR,0.62630,0.66250,0.62220,0.63431,29921.15384656,18979.287096411474
1655337600,2022-06-16 00:00:00,CRV/EUR,0.74436,0.74657,0.61586,0.62478,87794.63327442,54852.330977192134
1655251200,2022-06-15 00:00:00,CRV/EUR,0.69595,0.73632,0.57996,0.73353,148659.12832550,109045.93040060402
1655164800,2022-06-14 00:00:00,CRV/EUR,0.68509,0.71412,0.62056,0.70542,91369.22882267,64453.68139608788
1655078400,2022-06-13 00:00:00,CRV/EUR,0.81765,0.82360,0.60388,0.68019,320235.83828616,217821.21484386318
1654992000,2022-06-12 00:00:00,CRV/EUR,0.86474,0.91097,0.80286,0.81980,82197.26910449,67385.3212118609
1654905600,2022-06-11 00:00:00,CRV/EUR,0.97847,1.00507,0.84445,0.86071,98622.46656626,84885.34319824564
1654819200,2022-06-10 00:00:00,CRV/EUR,1.08243,1.09380,0.96425,0.97674,39629.60495666,38707.82034536809
1654732800,2022-06-09 00:00:00,CRV/EUR,1.08028,1.09913,1.06076,1.08308,48031.37347857,52021.8199871696
1654646400,2022-06-08 00:00:00,CRV/EUR,1.11065,1.13403,1.06449,1.08049,27612.86813270,29835.427888701022
1654560000,2022-06-07 00:00:00,CRV/EUR,1.19556,1.19790,1.08778,1.09803,24051.07223170,26408.798842573553
1654473600,2022-06-06 00:00:00,CRV/EUR,1.12935,1.23944,1.12935,1.20531,45601.17361736,54963.55057274018
1654387200,2022-06-05 00:00:00,CRV/EUR,1.09604,1.16076,1.07716,1.12665,32353.60302329,36451.18684618968
1654300800,2022-06-04 00:00:00,CRV/EUR,1.09185,1.10892,1.07150,1.10152,23194.61163690,25549.32861027809
1654214400,2022-06-03 00:00:00,CRV/EUR,1.16756,1.17167,1.08567,1.09403,13722.26355384,15012.567995807576
1654128000,2022-06-02 00:00:00,CRV/EUR,1.17333,1.18318,1.12318,1.16700,36578.07853115,42686.61764585205
1654041600,2022-06-01 00:00:00,CRV/EUR,1.28765,1.31943,1.16100,1.19932,51711.38895363,62018.50299986752
1653955200,2022-05-31 00:00:00,CRV/EUR,1.29554,1.36410,1.23372,1.29400,59747.54765045,77313.3266596823
1653868800,2022-05-30 00:00:00,CRV/EUR,1.16723,1.29267,1.16012,1.28271,74150.17774136,95113.1744906199
1653782400,2022-05-29 00:00:00,CRV/EUR,1.13708,1.16493,1.10100,1.16493,26242.13126602,30570.245975724676
1653696000,2022-05-28 00:00:00,CRV/EUR,1.08988,1.19583,1.08942,1.14203,45773.95363331,52275.22826784902
1653609600,2022-05-27 00:00:00,CRV/EUR,1.12149,1.13403,1.03718,1.09887,31974.01719512,35135.288275201514
1653523200,2022-05-26 00:00:00,CRV/EUR,1.16695,1.17736,1.02264,1.14061,73026.91666241,83295.23141431146
1653436800,2022-05-25 00:00:00,CRV/EUR,1.16747,1.19387,1.13100,1.16833,48084.62778305,56178.713177770805
1653350400,2022-05-24 00:00:00,CRV/EUR,1.21505,1.21505,1.10393,1.16800,70420.73653956,82251.42027820609
1653264000,2022-05-23 00:00:00,CRV/EUR,1.20334,1.32268,1.17809,1.21792,157201.03248398,191458.2814828889
1653177600,2022-05-22 00:00:00,CRV/EUR,1.14742,1.21434,1.12778,1.21338,56386.11953349,68417.78971954608
1653091200,2022-05-21 00:00:00,CRV/EUR,1.07072,1.16794,1.06205,1.14755,91135.43034305,104582.46309016703
1653004800,2022-05-20 00:00:00,CRV/EUR,1.01387,1.11551,1.00416,1.06669,177899.99299798,189764.1435310153
1652918400,2022-05-19 00:00:00,CRV/EUR,1.18198,1.20784,0.94901,1.01890,277221.44580307,282460.931128748
1652832000,2022-05-18 00:00:00,CRV/EUR,1.34156,1.34156,1.15000,1.16783,78895.37499787,92136.38578376253
1652745600,2022-05-17 00:00:00,CRV/EUR,1.30350,1.38408,1.22960,1.31946,76205.85289491,100550.57466071796
1652659200,2022-05-16 00:00:00,CRV/EUR,1.42259,1.42259,1.26950,1.31650,77629.68151005,102199.47570798082
1652572800,2022-05-15 00:00:00,CRV/EUR,1.37647,1.45088,1.31245,1.45088,56548.16737370,82044.60507915386
1652486400,2022-05-14 00:00:00,CRV/EUR,1.27772,1.35637,1.20000,1.35637,62644.25250071,84968.78476438802
1652400000,2022-05-13 00:00:00,CRV/EUR,1.23817,1.51740,1.23817,1.25171,182298.93603072,228185.40121901256
1652313600,2022-05-12 00:00:00,CRV/EUR,1.43639,1.49451,1.00000,1.26356,109847.80462033,138799.29200606418
1652227200,2022-05-11 00:00:00,CRV/EUR,1.89373,1.91334,1.32099,1.42762,237581.11221967,339175.54742704524
1652140800,2022-05-10 00:00:00,CRV/EUR,1.80102,2.02794,1.76280,1.88106,73640.12645761,138521.49627435184
1652054400,2022-05-09 00:00:00,CRV/EUR,2.22587,2.24196,1.84000,1.84000,80618.39143521,148337.8402407864
1651968000,2022-05-08 00:00:00,CRV/EUR,2.11699,2.32802,2.07426,2.21947,55657.19193217,123529.46777769334
1651881600,2022-05-07 00:00:00,CRV/EUR,2.17256,2.24640,2.09675,2.12612,37000.19441755,78666.8533550414
1651795200,2022-05-06 00:00:00,CRV/EUR,2.36190,2.38377,2.07802,2.18521,50551.70817644,110466.09822423845
1651708800,2022-05-05 00:00:00,CRV/EUR,2.44224,2.50608,2.16520,2.32142,109278.23492032,253680.68010872923
1651622400,2022-05-04 00:00:00,CRV/EUR,2.04028,2.49158,2.04028,2.45673,125972.29073157,309479.9058089699
1651536000,2022-05-03 00:00:00,CRV/EUR,1.98367,2.10105,1.96816,2.04304,35446.52082465,72418.65990559293
1651449600,2022-05-02 00:00:00,CRV/EUR,1.95711,2.03611,1.88946,1.99972,26314.80532459,52622.242503689115
1651363200,2022-05-01 00:00:00,CRV/EUR,1.89546,1.98081,1.87331,1.96045,22975.67374756,45042.659598403996
1651276800,2022-04-30 00:00:00,CRV/EUR,2.11870,2.13120,1.88261,1.89530,29153.39496187,55254.42947123221
1651190400,2022-04-29 00:00:00,CRV/EUR,2.28467,2.29575,2.09328,2.11830,35161.27381882,74482.12633040642
1651104000,2022-04-28 00:00:00,CRV/EUR,2.35053,2.41605,2.26177,2.27612,28441.22046911,64735.63073415066
1651017600,2022-04-27 00:00:00,CRV/EUR,2.22186,2.39016,2.22186,2.35921,44949.15022032,106044.48469128115
1650931200,2022-04-26 00:00:00,CRV/EUR,2.56618,2.57658,2.21523,2.22379,52495.88269574,116739.81897995967
1650844800,2022-04-25 00:00:00,CRV/EUR,2.49605,2.58119,2.32040,2.55520,97847.58661132,250020.1533092449
1650758400,2022-04-24 00:00:00,CRV/EUR,2.47960,2.56996,2.41498,2.49061,86228.55873047,214761.7106596959
1650672000,2022-04-23 00:00:00,CRV/EUR,2.28148,2.53244,2.28035,2.48000,86845.90730764,215377.8501229472
1650585600,2022-04-22 00:00:00,CRV/EUR,2.01982,2.40000,2.01917,2.32020,126334.11710492,293120.41850683535
1650499200,2022-04-21 00:00:00,CRV/EUR,2.15399,2.20790,2.01544,2.02907,64366.54094159,130604.21722835202
1650412800,2022-04-20 00:00:00,CRV/EUR,2.13809,2.22810,2.09032,2.15024,58694.43340659,126207.11848818608
1650326400,2022-04-19 00:00:00,CRV/EUR,2.02968,2.16435,2.01468,2.14618,20034.96484619,42998.64085359606
1650240000,2022-04-18 00:00:00,CRV/EUR,2.00100,2.02826,1.91367,2.02826,30233.97375250,61322.35960324565
1650153600,2022-04-17 00:00:00,CRV/EUR,2.05890,2.17136,2.03869,2.03869,27991.54869131,57066.09040148678
1650067200,2022-04-16 00:00:00,CRV/EUR,2.06037,2.08453,2.04237,2.07067,11515.12073092,23844.015043894113
1649980800,2022-04-15 00:00:00,CRV/EUR,2.08968,2.09137,2.03020,2.05815,5482.28102560,11283.35669283864
1649894400,2022-04-14 00:00:00,CRV/EUR,2.10710,2.12304,2.03229,2.07002,17062.91910328,35320.58380217167
1649808000,2022-04-13 00:00:00,CRV/EUR,2.05051,2.11805,2.03993,2.10183,15464.84556301,32504.47634970131
1649721600,2022-04-12 00:00:00,CRV/EUR,1.99326,2.09411,1.99225,2.04700,18521.33940101,37913.181753867466
1649635200,2022-04-11 00:00:00,CRV/EUR,2.20100,2.24088,1.97751,1.98945,47121.82920900,93746.52311984505
1649548800,2022-04-10 00:00:00,CRV/EUR,2.25293,2.31105,2.21432,2.23352,22233.48397918,49658.931137178115
1649462400,2022-04-09 00:00:00,CRV/EUR,2.15908,2.28776,2.13713,2.25199,13637.27911593,30711.016196283203
1649376000,2022-04-08 00:00:00,CRV/EUR,2.34747,2.37723,2.14048,2.14086,35307.27905443,75587.94143646701
1649289600,2022-04-07 00:00:00,CRV/EUR,2.29541,2.35226,2.24905,2.34236,24918.48866037,58368.071098504275
1649203200,2022-04-06 00:00:00,CRV/EUR,2.56131,2.56131,2.29601,2.29601,123069.26046653,282568.2527237575
1649116800,2022-04-05 00:00:00,CRV/EUR,2.65822,2.69017,2.57321,2.57321,34102.36340349,87752.5425334945
1649030400,2022-04-04 00:00:00,CRV/EUR,2.65487,2.70826,2.51000,2.64977,48273.11998776,127912.66514996682
1648944000,2022-04-03 00:00:00,CRV/EUR,2.64285,2.75849,2.56826,2.66321,43911.80901458,116946.3688857196
1648857600,2022-04-02 00:00:00,CRV/EUR,2.54319,2.67197,2.54319,2.65658,59211.78579167,157300.8458984347
1648771200,2022-04-01 00:00:00,CRV/EUR,2.38827,2.56537,2.32090,2.52234,75313.15671305,189965.38770359452
1648684800,2022-03-31 00:00:00,CRV/EUR,2.50898,2.63034,2.35350,2.35350,102794.92278363,241927.8507712732
1648598400,2022-03-30 00:00:00,CRV/EUR,2.50973,2.61766,2.44258,2.52068,98283.00832698,247740.01342965194
1648512000,2022-03-29 00:00:00,CRV/EUR,2.39463,2.60000,2.39463,2.49134,84447.19187117,210386.66699632068
1648425600,2022-03-28 00:00:00,CRV/EUR,2.36597,2.47125,2.32878,2.34375,40426.91487911,94750.58174791407
