https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DATX,Volume BTC
1651104000,2022-04-28 00:00:00,DATX/BTC,0.0000000005,0.0000000006,0.0000000005,0.0000000005,24252852.5899,0.0127091768777
1651017600,2022-04-27 00:00:00,DATX/BTC,0.0000000006,0.0000000006,0.0000000004,0.0000000004,221282574.41143333,0.118484896287059998
1650931200,2022-04-26 00:00:00,DATX/BTC,0.0000000007,0.0000000007,0.0000000006,0.0000000006,308522657.12297142,0.203091999153889994
1650844800,2022-04-25 00:00:00,DATX/BTC,0.0000000007,0.0000000008,0.0000000007,0.0000000008,45935607.833,0.03326148940676
1650758400,2022-04-24 00:00:00,DATX/BTC,0.0000000007,0.0000000008,0.0000000007,0.0000000007,22584445.6764,0.01662748413059
1650672000,2022-04-23 00:00:00,DATX/BTC,0.0000000007,0.0000000007,0.0000000007,0.0000000007,31535036.7956,0.02207452575692
1650585600,2022-04-22 00:00:00,DATX/BTC,0.0000000008,0.0000000009,0.0000000007,0.0000000007,254042966.9366,0.1925610275072
1650499200,2022-04-21 00:00:00,DATX/BTC,0.0000000007,0.0000000008,0.0000000007,0.0000000008,7465152.6783,0.00535885820163
1650412800,2022-04-20 00:00:00,DATX/BTC,0.0000000007,0.0000000008,0.0000000007,0.0000000007,41183759.8929,0.03074127643012
1650326400,2022-04-19 00:00:00,DATX/BTC,0.0000000007,0.0000000009,0.0000000007,0.0000000007,70579109.2584,0.05268970236805
1650240000,2022-04-18 00:00:00,DATX/BTC,0.0000000007,0.0000000008,0.0000000007,0.0000000008,53294349.4379,0.04201566971566
1650153600,2022-04-17 00:00:00,DATX/BTC,0.0000000008,0.0000000008,0.0000000007,0.0000000008,80838136.977,0.06410274852458
1650067200,2022-04-16 00:00:00,DATX/BTC,0.0000000008,0.0000000008,0.0000000007,0.0000000007,9611393.4596,0.00697924045667
1649980800,2022-04-15 00:00:00,DATX/BTC,0.0000000008,0.0000000009,0.0000000008,0.0000000008,53556061.4547,0.04299682228474
1649894400,2022-04-14 00:00:00,DATX/BTC,0.0000000008,0.0000000009,0.0000000008,0.0000000008,109805689.3586,0.08804472992497
1649808000,2022-04-13 00:00:00,DATX/BTC,0.0000000007,0.0000000008,0.0000000007,0.0000000007,15184822.1872,0.0113317653754
1649721600,2022-04-12 00:00:00,DATX/BTC,0.0000000008,0.0000000008,0.0000000007,0.0000000007,85393135.6001,0.0654268863132
1649635200,2022-04-11 00:00:00,DATX/BTC,0.0000000007,0.0000000009,0.0000000007,0.0000000008,174875844.07426666,0.138912349871489994
1649548800,2022-04-10 00:00:00,DATX/BTC,0.0000000007,0.0000000008,0.0000000007,0.0000000008,26393274.3652,0.02104691150436
1649462400,2022-04-09 00:00:00,DATX/BTC,0.0000000008,0.0000000008,0.0000000007,0.0000000007,43246161.3339,0.0318927568448
1649376000,2022-04-08 00:00:00,DATX/BTC,0.0000000008,0.0000000008,0.0000000007,0.0000000008,16014807.3745,0.01146985646565
1649289600,2022-04-07 00:00:00,DATX/BTC,0.0000000007,0.0000000009,0.0000000007,0.0000000007,105595825.3894,0.08291752502096
1649203200,2022-04-06 00:00:00,DATX/BTC,0.0000000007,0.0000000008,0.0000000007,0.0000000008,347931155.4301,0.27446493592115
1649116800,2022-04-05 00:00:00,DATX/BTC,0.0000000008,0.0000000008,0.0000000006,0.0000000007,314678584.17042856,0.227520406910609992
1649030400,2022-04-04 00:00:00,DATX/BTC,0.0000000007,0.0000000008,0.0000000007,0.0000000007,119959464.4753,0.08835799038614
1648944000,2022-04-03 00:00:00,DATX/BTC,0.0000000008,0.0000000009,0.0000000007,0.0000000007,162171562.5363,0.12852471373397
1648857600,2022-04-02 00:00:00,DATX/BTC,0.0000000009,0.0000000009,0.0000000008,0.0000000009,312405129.46575551,0.257245752500419959
1648771200,2022-04-01 00:00:00,DATX/BTC,0.0000000011,0.0000000012,0.0000000008,0.0000000009,503290657.84211813,0.520869303266989938
1648684800,2022-03-31 00:00:00,DATX/BTC,0.0000000008,0.0000000012,0.0000000008,0.0000000012,539438025.87506665,0.535243576998379976
1648598400,2022-03-30 00:00:00,DATX/BTC,0.0000000009,0.0000000009,0.0000000008,0.0000000009,27544396.00475551,0.024409864532039959
1648512000,2022-03-29 00:00:00,DATX/BTC,0.0000000009,0.000000001,0.0000000008,0.0000000008,119447021.37576668,0.108679057057300012
1648425600,2022-03-28 00:00:00,DATX/BTC,0.000000001,0.0000000011,0.0000000008,0.0000000009,534227721.63910604,0.48773368853644998
1648339200,2022-03-27 00:00:00,DATX/BTC,0.0000000012,0.0000000012,0.000000001,0.000000001,70028955.31057271,0.073892003066499981
1648252800,2022-03-26 00:00:00,DATX/BTC,0.0000000014,0.0000000014,0.0000000011,0.0000000012,162922134.96745381,0.197848787732279953
1648166400,2022-03-25 00:00:00,DATX/BTC,0.0000000013,0.0000000014,0.0000000011,0.0000000013,84757194.3053033,0.107689767920130003
1648080000,2022-03-24 00:00:00,DATX/BTC,0.0000000014,0.0000000015,0.0000000011,0.0000000012,427289743.90388969,0.551497405429219926
1647993600,2022-03-23 00:00:00,DATX/BTC,0.0000000016,0.0000000017,0.0000000014,0.0000000015,544012020.35146665,0.772122666587779975
1647907200,2022-03-22 00:00:00,DATX/BTC,0.0000000016,0.0000000017,0.0000000016,0.0000000017,12357039.6902588,0.02018974626802996
1647820800,2022-03-21 00:00:00,DATX/BTC,0.0000000017,0.0000000017,0.0000000016,0.0000000017,24547196.79825292,0.041579387118839964
1647734400,2022-03-20 00:00:00,DATX/BTC,0.0000000016,0.0000000017,0.0000000016,0.0000000017,15948410.06623528,0.025831369730829976
1647648000,2022-03-19 00:00:00,DATX/BTC,0.0000000017,0.0000000018,0.0000000016,0.0000000017,42693285.04545555,0.07328328528200999
1647561600,2022-03-18 00:00:00,DATX/BTC,0.0000000018,0.0000000018,0.0000000017,0.0000000017,7283294.497,0.01249520401464
1647475200,2022-03-17 00:00:00,DATX/BTC,0.0000000017,0.0000000018,0.0000000017,0.0000000017,95738863.49547774,0.165886163819399932
1647388800,2022-03-16 00:00:00,DATX/BTC,0.0000000017,0.0000000019,0.0000000017,0.0000000018,148061508.98187777,0.252881177634989986
1647302400,2022-03-15 00:00:00,DATX/BTC,0.0000000017,0.0000000019,0.0000000017,0.0000000017,64177531.41696312,0.114289845967159931
1647216000,2022-03-14 00:00:00,DATX/BTC,0.0000000018,0.0000000019,0.0000000017,0.0000000017,42703628.42016663,0.076700704809689934
1647129600,2022-03-13 00:00:00,DATX/BTC,0.0000000017,0.0000000019,0.0000000017,0.0000000018,139503973.63942103,0.251563063913229956
1647043200,2022-03-12 00:00:00,DATX/BTC,0.0000000017,0.0000000018,0.0000000017,0.0000000018,33094180.89574444,0.057827268366159992
1646956800,2022-03-11 00:00:00,DATX/BTC,0.0000000018,0.0000000018,0.0000000017,0.0000000018,99123173.95335555,0.16862120482637999
1646870400,2022-03-10 00:00:00,DATX/BTC,0.0000000018,0.0000000019,0.0000000017,0.0000000017,118737091.67916312,0.213405630814029928
1646784000,2022-03-09 00:00:00,DATX/BTC,0.0000000019,0.0000000019,0.0000000018,0.0000000018,59868463.26528417,0.111271906767019923
1646697600,2022-03-08 00:00:00,DATX/BTC,0.0000000016,0.000000002,0.0000000016,0.0000000018,169514040.86204767,0.305058920024389983
1646611200,2022-03-07 00:00:00,DATX/BTC,0.0000000015,0.0000000017,0.0000000015,0.0000000016,66420678.84024705,0.108169938284449985
1646524800,2022-03-06 00:00:00,DATX/BTC,0.0000000016,0.0000000016,0.0000000015,0.0000000015,21806422.563,0.03327722539086
1646438400,2022-03-05 00:00:00,DATX/BTC,0.0000000015,0.0000000016,0.0000000014,0.0000000016,118530811.17677292,0.178043302732403338
1646352000,2022-03-04 00:00:00,DATX/BTC,0.0000000015,0.0000000016,0.0000000014,0.0000000015,93255850.41973333,0.139112063657869995
1646265600,2022-03-03 00:00:00,DATX/BTC,0.0000000014,0.0000000016,0.0000000014,0.0000000016,105938132.16166673,0.156955832944346761
1646179200,2022-03-02 00:00:00,DATX/BTC,0.0000000014,0.0000000015,0.0000000014,0.0000000015,10026885.54173333,0.014515726978729995
1646092800,2022-03-01 00:00:00,DATX/BTC,0.0000000015,0.0000000015,0.0000000014,0.0000000014,98025187.76879997,0.142446190743599955
1646006400,2022-02-28 00:00:00,DATX/BTC,0.0000000015,0.0000000015,0.0000000014,0.0000000014,26312866.02953331,0.038881946817079965
1645920000,2022-02-27 00:00:00,DATX/BTC,0.0000000015,0.0000000016,0.0000000014,0.0000000014,60843080.35141666,0.09104968072389999
1645833600,2022-02-26 00:00:00,DATX/BTC,0.0000000015,0.0000000016,0.0000000014,0.0000000015,84653064.90461875,0.12697411016291
1645747200,2022-02-25 00:00:00,DATX/BTC,0.0000000016,0.0000000016,0.0000000014,0.0000000015,27261367.838425,0.04093454212254
1645660800,2022-02-24 00:00:00,DATX/BTC,0.0000000018,0.0000000019,0.0000000014,0.0000000015,366867175.99997133,0.583175087069919972
1645574400,2022-02-23 00:00:00,DATX/BTC,0.0000000018,0.0000000021,0.0000000017,0.0000000018,153065713.26346492,0.282775629108630014
1645488000,2022-02-22 00:00:00,DATX/BTC,0.0000000017,0.0000000019,0.0000000016,0.0000000018,208565775.10105562,0.364078367307520116
1645401600,2022-02-21 00:00:00,DATX/BTC,0.0000000017,0.0000000019,0.0000000016,0.0000000017,114880401.34485617,0.203802089018379926
1645315200,2022-02-20 00:00:00,DATX/BTC,0.0000000016,0.0000000019,0.0000000015,0.0000000017,272744582.08374521,0.464731182370130188
1645228800,2022-02-19 00:00:00,DATX/BTC,0.0000000015,0.0000000017,0.0000000015,0.0000000016,186494418.33632349,0.299660206000079933
1645142400,2022-02-18 00:00:00,DATX/BTC,0.0000000016,0.0000000017,0.0000000015,0.0000000016,48770715.8647,0.07767130450689
1645056000,2022-02-17 00:00:00,DATX/BTC,0.0000000016,0.0000000017,0.0000000015,0.0000000015,131934576.6303999,0.21202425046834983
1644969600,2022-02-16 00:00:00,DATX/BTC,0.0000000016,0.0000000017,0.0000000015,0.0000000016,70175872.97965291,0.113995453555019947
1644883200,2022-02-15 00:00:00,DATX/BTC,0.0000000018,0.0000000018,0.0000000016,0.0000000017,207351126.07872346,0.347117034903899882
1644796800,2022-02-14 00:00:00,DATX/BTC,0.0000000018,0.000000002,0.0000000018,0.0000000018,172037720.48318418,0.32207780219917836
1644710400,2022-02-13 00:00:00,DATX/BTC,0.0000000018,0.000000002,0.0000000017,0.0000000018,173996454.07861579,0.323165935548090001
1644624000,2022-02-12 00:00:00,DATX/BTC,0.000000002,0.000000002,0.0000000017,0.0000000019,161870042.50611753,0.298846382794559975
1644537600,2022-02-11 00:00:00,DATX/BTC,0.0000000021,0.0000000022,0.0000000017,0.0000000019,865463100.75162054,1.658112249062659856
1644451200,2022-02-10 00:00:00,DATX/BTC,0.0000000026,0.0000000027,0.0000000021,0.0000000021,383770799.1400413,0.889758374536709886
1644364800,2022-02-09 00:00:00,DATX/BTC,0.0000000025,0.0000000027,0.0000000024,0.0000000025,212390789.19149228,0.540418720359109928
1644278400,2022-02-08 00:00:00,DATX/BTC,0.0000000026,0.0000000026,0.0000000025,0.0000000026,26957550.19081536,0.068429341725369936
1644192000,2022-02-07 00:00:00,DATX/BTC,0.0000000027,0.0000000028,0.0000000024,0.0000000026,405200591.08708965,1.039077786088889967
1644105600,2022-02-06 00:00:00,DATX/BTC,0.0000000027,0.0000000029,0.0000000026,0.0000000027,174207128.94710263,0.472927392294559957
1644019200,2022-02-05 00:00:00,DATX/BTC,0.0000000028,0.0000000029,0.0000000026,0.0000000026,164408636.3289965,0.462537574973299852
1643932800,2022-02-04 00:00:00,DATX/BTC,0.0000000026,0.000000003,0.0000000026,0.0000000028,129118416.9625545,0.365037147859230007
1643846400,2022-02-03 00:00:00,DATX/BTC,0.0000000026,0.0000000028,0.0000000026,0.0000000027,186946771.67483118,0.505880870623929897
1643760000,2022-02-02 00:00:00,DATX/BTC,0.0000000029,0.0000000031,0.0000000026,0.0000000026,610906743.97857735,1.710636253766089915
