https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume DATX,Volume BTC
1643673600,2022-02-01 00:00:00,DATX/BTC,0.0000000029,0.0000000029,0.0000000028,0.0000000028,30952489.85824136,0.086708814087199944
1643587200,2022-01-31 00:00:00,DATX/BTC,0.000000003,0.0000000031,0.0000000028,0.0000000028,212742589.33483677,0.617350604565669966
1643500800,2022-01-30 00:00:00,DATX/BTC,0.000000003,0.0000000035,0.0000000027,0.000000003,554173208.72681935,1.695224586311929985
1643414400,2022-01-29 00:00:00,DATX/BTC,0.0000000026,0.0000000032,0.0000000026,0.000000003,321583964.91867818,0.915659605946148453
1643328000,2022-01-28 00:00:00,DATX/BTC,0.0000000026,0.0000000027,0.0000000025,0.0000000027,194486277.18723191,0.506161256132100003
1643241600,2022-01-27 00:00:00,DATX/BTC,0.0000000028,0.0000000028,0.0000000025,0.0000000026,169734444.09123846,0.458414149710099996
1643155200,2022-01-26 00:00:00,DATX/BTC,0.0000000028,0.0000000029,0.0000000027,0.0000000028,117229994.81244285,0.32611198598934998
1643068800,2022-01-25 00:00:00,DATX/BTC,0.0000000028,0.000000003,0.0000000026,0.0000000028,114455981.4041,0.31908829884646
1642982400,2022-01-24 00:00:00,DATX/BTC,0.0000000028,0.000000003,0.0000000026,0.0000000027,133618555.7684,0.38337127310213
1642896000,2022-01-23 00:00:00,DATX/BTC,0.000000003,0.0000000031,0.0000000028,0.0000000028,100064639.82676773,0.296559723306699963
1642809600,2022-01-22 00:00:00,DATX/BTC,0.0000000032,0.0000000033,0.0000000029,0.0000000029,158106162.6702989,0.496870210745469924
1642723200,2022-01-21 00:00:00,DATX/BTC,0.0000000033,0.0000000035,0.0000000032,0.0000000033,157430945.1897731,0.519712117444919967
1642636800,2022-01-20 00:00:00,DATX/BTC,0.0000000035,0.0000000035,0.0000000033,0.0000000033,56321404.09338903,0.191692851816219841
1642550400,2022-01-19 00:00:00,DATX/BTC,0.0000000035,0.0000000036,0.0000000034,0.0000000034,19978433.65951109,0.070027478250019924
1642464000,2022-01-18 00:00:00,DATX/BTC,0.0000000037,0.0000000037,0.0000000035,0.0000000036,15289448.49752702,0.054746527151379974
1642377600,2022-01-17 00:00:00,DATX/BTC,0.0000000036,0.0000000037,0.0000000035,0.0000000037,142720541.72644862,0.512850576485559894
1642291200,2022-01-16 00:00:00,DATX/BTC,0.0000000035,0.0000000039,0.0000000035,0.0000000036,34295112.10974498,0.125182145002109947
1642204800,2022-01-15 00:00:00,DATX/BTC,0.0000000036,0.0000000036,0.0000000035,0.0000000036,10310065.45671111,0.036446332939799996
1642118400,2022-01-14 00:00:00,DATX/BTC,0.0000000036,0.0000000036,0.0000000035,0.0000000036,29231397.65446666,0.103547783009689976
1642032000,2022-01-13 00:00:00,DATX/BTC,0.0000000036,0.0000000037,0.0000000035,0.0000000036,136797915.4446,0.49089774007409
1641945600,2022-01-12 00:00:00,DATX/BTC,0.0000000038,0.0000000038,0.0000000035,0.0000000035,176217471.97263986,0.645030506513818855
1641859200,2022-01-11 00:00:00,DATX/BTC,0.0000000039,0.0000000039,0.0000000038,0.0000000039,35067773.79008461,0.135191396822888953
1641772800,2022-01-10 00:00:00,DATX/BTC,0.0000000041,0.0000000041,0.0000000039,0.000000004,26598600.4749,0.10434563794557
1641686400,2022-01-09 00:00:00,DATX/BTC,0.000000004,0.0000000041,0.0000000039,0.000000004,77709940.15912438,0.311470210567249958
1641600000,2022-01-08 00:00:00,DATX/BTC,0.000000004,0.0000000041,0.0000000039,0.000000004,42231243.023,0.16813346822372
1641513600,2022-01-07 00:00:00,DATX/BTC,0.0000000041,0.0000000042,0.000000004,0.000000004,74507560.1742147,0.305507255068909789
1641427200,2022-01-06 00:00:00,DATX/BTC,0.0000000041,0.0000000048,0.000000004,0.0000000041,361754771.48668431,1.554606867694689284
1641340800,2022-01-05 00:00:00,DATX/BTC,0.0000000042,0.0000000043,0.0000000041,0.0000000041,89539949.81720529,0.373965807191129891
1641254400,2022-01-04 00:00:00,DATX/BTC,0.0000000043,0.0000000044,0.0000000042,0.0000000043,233025778.73832176,1.00014854959160993
1641168000,2022-01-03 00:00:00,DATX/BTC,0.0000000042,0.0000000043,0.0000000041,0.0000000043,82072129.93428603,0.345817765156539929
1641081600,2022-01-02 00:00:00,DATX/BTC,0.0000000043,0.0000000044,0.0000000042,0.0000000042,27721126.86882094,0.118070443806590042
1640995200,2022-01-01 00:00:00,DATX/BTC,0.0000000041,0.0000000043,0.0000000041,0.0000000043,274701644.54937906,1.154528555794859958
1640908800,2021-12-31 00:00:00,DATX/BTC,0.0000000042,0.0000000042,0.0000000041,0.0000000041,28794232.16846665,0.11917323872900993
1640822400,2021-12-30 00:00:00,DATX/BTC,0.0000000044,0.0000000044,0.0000000041,0.0000000042,194710047.08863179,0.822264606786069878
1640736000,2021-12-29 00:00:00,DATX/BTC,0.0000000041,0.0000000046,0.0000000039,0.0000000044,283505307.13418,1.162391898073169955
1640649600,2021-12-28 00:00:00,DATX/BTC,0.000000004,0.0000000048,0.0000000039,0.000000004,343267647.36643488,1.436636543437179775
