https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNBBULL,Volume USDT
1659484800000.0,2022-08-03 00:00:00,BNBBULL/USDT,20.855,25.555,19.73,23.95,119.56143841336117,2863.49645
1659398400000.0,2022-08-02 00:00:00,BNBBULL/USDT,20.645,22.305,18.9,20.855,109.84770318868377,2290.87385
1659312000000.0,2022-08-01 00:00:00,BNBBULL/USDT,20.75,22.175,19.56,20.645,340.02840639379997,7019.88645
1659225600000.0,2022-07-31 00:00:00,BNBBULL/USDT,21.635,23.745,20.565,20.75,550.694226506024,11426.9052
1659139200000.0,2022-07-30 00:00:00,BNBBULL/USDT,23.115,24.65,21.025,21.635,210.79216778368382,4560.48855
1659052800000.0,2022-07-29 00:00:00,BNBBULL/USDT,19.535,24.74,19.31,23.115,477.8633701059918,11045.8118
1658966400000.0,2022-07-28 00:00:00,BNBBULL/USDT,18.425,20.39,17.21,19.535,689.4290171487074,13467.99585
1658880000000.0,2022-07-27 00:00:00,BNBBULL/USDT,14.56,18.5,14.34,18.425,452.1798127544097,8331.41305
1658793600000.0,2022-07-26 00:00:00,BNBBULL/USDT,13.865,14.565,13.0,14.56,288.21599244505495,4196.42485
1658707200000.0,2022-07-25 00:00:00,BNBBULL/USDT,17.16,17.265,13.835,13.865,284.8465993508835,3949.3981
1658620800000.0,2022-07-24 00:00:00,BNBBULL/USDT,16.57,17.975,16.315,17.16,399.11946678321675,6848.89005
1658534400000.0,2022-07-23 00:00:00,BNBBULL/USDT,17.23,19.18,15.43,16.57,284.8663156306578,4720.23485
1658448000000.0,2022-07-22 00:00:00,BNBBULL/USDT,17.79,18.95,17.1,17.23,89.44991584445735,1541.22205
1658361600000.0,2022-07-21 00:00:00,BNBBULL/USDT,16.41,17.855,15.03,17.79,51.65443788645307,918.93245
1658275200000.0,2022-07-20 00:00:00,BNBBULL/USDT,18.675,19.235,16.225,16.41,636.4224436319317,10443.6923
1658188800000.0,2022-07-19 00:00:00,BNBBULL/USDT,17.665,19.715,16.14,18.675,677.205437751004,12646.81155
1658102400000.0,2022-07-18 00:00:00,BNBBULL/USDT,14.715,17.905,14.715,17.665,945.3201188791396,16699.0799
1658016000000.0,2022-07-17 00:00:00,BNBBULL/USDT,15.225,16.135,14.61,14.715,272.1266768603466,4004.34405
1657929600000.0,2022-07-16 00:00:00,BNBBULL/USDT,13.32,15.335,12.545,15.225,166.3608095238095,2532.843325
1657843200000.0,2022-07-15 00:00:00,BNBBULL/USDT,13.285,13.875,12.795,13.32,983.6038513513514,13101.6033
1657756800000.0,2022-07-14 00:00:00,BNBBULL/USDT,11.985,13.435,11.43,13.285,404.3365788483252,5371.61145
1657670400000.0,2022-07-13 00:00:00,BNBBULL/USDT,10.515,12.01,10.1,11.985,99.93620358781811,1197.7354
1657584000000.0,2022-07-12 00:00:00,BNBBULL/USDT,11.415,13.34,10.51,10.515,573.3519353304803,6028.7956
1657497600000.0,2022-07-11 00:00:00,BNBBULL/USDT,12.825,12.825,11.295,11.415,180.01711782742007,2054.8954
1657411200000.0,2022-07-10 00:00:00,BNBBULL/USDT,14.42,14.42,12.435,12.825,478.7883547758285,6140.46065
1657324800000.0,2022-07-09 00:00:00,BNBBULL/USDT,13.865,14.69,13.865,14.42,52.260981276005545,753.60335
1657238400000.0,2022-07-08 00:00:00,BNBBULL/USDT,13.95,15.005,13.33,13.865,82.05996393797332,1137.7614
1657152000000.0,2022-07-07 00:00:00,BNBBULL/USDT,13.57,14.35,13.015,13.95,241.10005376344088,3363.34575
1657065600000.0,2022-07-06 00:00:00,BNBBULL/USDT,12.325,13.69,12.06,13.57,578.4837177597642,7850.02405
1656979200000.0,2022-07-05 00:00:00,BNBBULL/USDT,12.3075,13.145,11.11,12.325,288.21738336714,3552.27925
1656892800000.0,2022-07-04 00:00:00,BNBBULL/USDT,10.5375,12.435,10.0625,12.3075,141.38958358724355,1740.1523
1656806400000.0,2022-07-03 00:00:00,BNBBULL/USDT,10.525,10.655,9.93,10.5375,15.830699881376038,166.816
1656720000000.0,2022-07-02 00:00:00,BNBBULL/USDT,10.14,10.6075,9.92,10.525,12.512230403800475,131.691225
1656633600000.0,2022-07-01 00:00:00,BNBBULL/USDT,10.5625,11.66,9.8775,10.14,56.01747781065089,568.017225
1656547200000.0,2022-06-30 00:00:00,BNBBULL/USDT,10.565,10.725,8.68,10.5625,296.47402603550296,3131.5069
1656460800000.0,2022-06-29 00:00:00,BNBBULL/USDT,11.86,12.15,10.09,10.565,574.3098343587317,6067.5834
1656374400000.0,2022-06-28 00:00:00,BNBBULL/USDT,12.865,14.205,11.69,11.855,421.52429776465624,4997.17055
1656288000000.0,2022-06-27 00:00:00,BNBBULL/USDT,12.955,14.14,12.395,12.865,28.616136805285656,368.1466
1656201600000.0,2022-06-26 00:00:00,BNBBULL/USDT,13.875,14.785,12.905,12.955,298.3875144731764,3865.61025
1656115200000.0,2022-06-25 00:00:00,BNBBULL/USDT,14.14,14.285,12.28,13.875,805.5620756756757,11177.1738
1656028800000.0,2022-06-24 00:00:00,BNBBULL/USDT,12.0925,14.43,12.0925,14.075,587.7244476021315,8272.2216
1655942400000.0,2022-06-23 00:00:00,BNBBULL/USDT,10.1275,12.33,10.1275,12.0925,247.09466404796362,2987.992225
1655856000000.0,2022-06-22 00:00:00,BNBBULL/USDT,10.81,11.01,9.6525,10.1275,31.0095408541101,314.049125
1655769600000.0,2022-06-21 00:00:00,BNBBULL/USDT,10.5375,11.9625,10.1275,10.81,205.32045097132286,2219.514075
1655683200000.0,2022-06-20 00:00:00,BNBBULL/USDT,10.3325,11.0325,8.825,10.5375,78.00718861209965,822.00075
1655596800000.0,2022-06-19 00:00:00,BNBBULL/USDT,7.9525,10.3325,7.415,10.3325,71.46785627873216,738.441625
1655510400000.0,2022-06-18 00:00:00,BNBBULL/USDT,11.375,11.39,6.6775,7.9525,1146.1467305878655,9114.731875
1655424000000.0,2022-06-17 00:00:00,BNBBULL/USDT,10.285,11.9975,9.93,11.375,301.49736923076927,3429.532575
1655337600000.0,2022-06-16 00:00:00,BNBBULL/USDT,14.715,15.305,10.125,10.285,592.827637335926,6097.23225
1655251200000.0,2022-06-15 00:00:00,BNBBULL/USDT,12.955,14.82,8.84,14.715,132.57830105334693,1950.8897
1655164800000.0,2022-06-14 00:00:00,BNBBULL/USDT,12.7,14.43,9.93,12.955,323.63335391740645,4192.6701
1655078400000.0,2022-06-13 00:00:00,BNBBULL/USDT,20.695,21.025,11.52,12.7,555.3016417322835,7052.33085
1654992000000.0,2022-06-12 00:00:00,BNBBULL/USDT,24.45,25.02,19.575,20.695,104.12774824836917,2154.92375
1654905600000.0,2022-06-11 00:00:00,BNBBULL/USDT,29.98,30.95,23.41,24.45,431.67823721881393,10554.5329
1654819200000.0,2022-06-10 00:00:00,BNBBULL/USDT,31.15,33.44,29.04,29.98,141.47964643095398,4241.5598
1654732800000.0,2022-06-09 00:00:00,BNBBULL/USDT,30.74,31.95,30.03,31.15,22.550452648475122,702.4466
1654646400000.0,2022-06-08 00:00:00,BNBBULL/USDT,30.88,32.26,29.27,30.74,57.590315549772285,1770.3263
1654560000000.0,2022-06-07 00:00:00,BNBBULL/USDT,32.79,32.82,25.82,30.88,185.3935612046632,5724.95317
1654473600000.0,2022-06-06 00:00:00,BNBBULL/USDT,33.76,38.28,30.22,32.79,23.8824736200061,783.10631
1654387200000.0,2022-06-05 00:00:00,BNBBULL/USDT,34.89,34.96,32.73,33.76,6.445600710900474,217.60348
1654300800000.0,2022-06-04 00:00:00,BNBBULL/USDT,33.58,35.24,32.56,34.89,7.378478360561766,257.43511
1654214400000.0,2022-06-03 00:00:00,BNBBULL/USDT,37.1,37.81,32.13,33.58,88.25153513996428,2963.48655
1654128000000.0,2022-06-02 00:00:00,BNBBULL/USDT,34.41,37.43,33.87,37.1,405.0054229110512,15025.70119
1654041600000.0,2022-06-01 00:00:00,BNBBULL/USDT,43.27,44.36,33.8,34.41,118.8475850043592,4089.5454
1653955200000.0,2022-05-31 00:00:00,BNBBULL/USDT,43.48,44.36,40.31,43.27,361.3243191587705,15634.50329
1653868800000.0,2022-05-30 00:00:00,BNBBULL/USDT,37.25,43.95,36.96,43.48,688.5712957681693,29939.07994
1653782400000.0,2022-05-29 00:00:00,BNBBULL/USDT,38.29,38.29,34.86,37.25,57.777245637583896,2152.2024
1653696000000.0,2022-05-28 00:00:00,BNBBULL/USDT,35.6,38.78,34.4,38.29,37.30814259597807,1428.52878
1653609600000.0,2022-05-27 00:00:00,BNBBULL/USDT,36.89,38.51,32.18,35.6,276.41006544943815,9840.19833
1653523200000.0,2022-05-26 00:00:00,BNBBULL/USDT,46.17,48.29,33.72,36.89,911.0497427487124,33608.62501
1653436800000.0,2022-05-25 00:00:00,BNBBULL/USDT,46.91,50.69,45.49,46.17,33.57363006281135,1550.0945
1653350400000.0,2022-05-24 00:00:00,BNBBULL/USDT,42.47,47.71,40.81,46.91,103.00554508633556,4831.99012
1653264000000.0,2022-05-23 00:00:00,BNBBULL/USDT,43.09,50.93,42.06,42.47,872.3181483400047,37047.35176
1653177600000.0,2022-05-22 00:00:00,BNBBULL/USDT,40.61,44.75,40.61,43.09,245.52475237874214,10579.66158
1653091200000.0,2022-05-21 00:00:00,BNBBULL/USDT,37.29,41.41,36.32,40.61,38.943643191332185,1581.50135
1653004800000.0,2022-05-20 00:00:00,BNBBULL/USDT,38.4,41.69,34.11,37.29,272.5144958433896,10162.06555
1652918400000.0,2022-05-19 00:00:00,BNBBULL/USDT,32.09,39.05,32.08,38.4,1596.0572135416667,61288.597
1652832000000.0,2022-05-18 00:00:00,BNBBULL/USDT,39.36,39.6,32.09,32.09,28.19471953879713,904.76855
1652745600000.0,2022-05-17 00:00:00,BNBBULL/USDT,36.3,40.59,35.98,39.36,29.67355411585366,1167.95109
1652659200000.0,2022-05-16 00:00:00,BNBBULL/USDT,41.46,41.46,33.57,36.3,206.3438402203857,7490.2814
1652572800000.0,2022-05-15 00:00:00,BNBBULL/USDT,36.14,41.46,32.73,41.46,14.260511095031355,591.24079
1652486400000.0,2022-05-14 00:00:00,BNBBULL/USDT,34.98,36.45,28.05,36.14,56.06759214167128,2026.28278
1652400000000.0,2022-05-13 00:00:00,BNBBULL/USDT,28.2,40.32,26.83,34.98,127.99933933676388,4477.41689
1652313600000.0,2022-05-12 00:00:00,BNBBULL/USDT,34.79,38.46,15.0,28.2,298.3615911347518,8413.79687
1652227200000.0,2022-05-11 00:00:00,BNBBULL/USDT,61.0,64.225,31.81,34.79,659.3898972405864,22940.174525
1652140800000.0,2022-05-10 00:00:00,BNBBULL/USDT,49.27,67.85,46.38,61.0,104.98202852459016,6403.90374
1652054400000.0,2022-05-09 00:00:00,BNBBULL/USDT,91.625,94.05,49.27,49.27,233.99198893850212,11528.785295
1651968000000.0,2022-05-08 00:00:00,BNBBULL/USDT,100.375,100.9,87.525,91.625,31.17511186903138,2856.419625
1651881600000.0,2022-05-07 00:00:00,BNBBULL/USDT,112.65,115.05,95.6,100.375,8.69535392278954,872.79615
1651795200000.0,2022-05-06 00:00:00,BNBBULL/USDT,111.3,115.35,105.55,112.65,20.74068797159343,2336.4385
1651708800000.0,2022-05-05 00:00:00,BNBBULL/USDT,135.95,146.85,104.85,111.3,159.51253998203055,17753.7457
1651622400000.0,2022-05-04 00:00:00,BNBBULL/USDT,118.2,139.1,118.2,135.95,113.30533026848107,15403.85965
1651536000000.0,2022-05-03 00:00:00,BNBBULL/USDT,123.6,126.25,115.65,118.2,1.5630186125211505,184.7488
1651449600000.0,2022-05-02 00:00:00,BNBBULL/USDT,124.15,126.45,117.6,123.6,28.344544498381875,3503.3857
1651363200000.0,2022-05-01 00:00:00,BNBBULL/USDT,113.0,125.45,111.8,124.15,13.255553362867499,1645.67695
1651276800000.0,2022-04-30 00:00:00,BNBBULL/USDT,127.8,134.6,112.9,113.0,12.923653982300886,1460.3729
1651190400000.0,2022-04-29 00:00:00,BNBBULL/USDT,143.9,146.5,125.65,127.8,7.755405712050078,991.14085
1651104000000.0,2022-04-28 00:00:00,BNBBULL/USDT,127.45,144.45,124.5,143.9,13.82021959694232,1988.7296
1651017600000.0,2022-04-27 00:00:00,BNBBULL/USDT,123.05,130.6,120.85,127.45,21.20514986269125,2702.59635
1650931200000.0,2022-04-26 00:00:00,BNBBULL/USDT,141.85,145.2,116.9,123.05,24.344086956521743,2995.5399
1650844800000.0,2022-04-25 00:00:00,BNBBULL/USDT,137.4,143.0,120.6,141.85,16.60947691223123,2356.0543
1650758400000.0,2022-04-24 00:00:00,BNBBULL/USDT,139.55,142.9,136.15,137.4,4.603605895196506,632.53545
1650672000000.0,2022-04-23 00:00:00,BNBBULL/USDT,145.8,146.35,134.85,139.55,15.784501970619848,2202.72725
1650585600000.0,2022-04-22 00:00:00,BNBBULL/USDT,142.7,152.9,142.2,145.8,6.876170096021948,1002.5456
1650499200000.0,2022-04-21 00:00:00,BNBBULL/USDT,159.05,166.7,140.0,142.7,41.99526138752628,5992.7238
1650412800000.0,2022-04-20 00:00:00,BNBBULL/USDT,162.7,173.4,155.1,159.05,55.11737692549512,8766.4188
1650326400000.0,2022-04-19 00:00:00,BNBBULL/USDT,157.0,165.05,155.3,162.7,12.677081745543948,2062.5612
1650240000000.0,2022-04-18 00:00:00,BNBBULL/USDT,145.9,157.7,135.45,157.0,23.717033439490447,3723.57425
1650153600000.0,2022-04-17 00:00:00,BNBBULL/USDT,157.4,158.55,145.7,145.9,2.3337741603838245,340.49765
1650067200000.0,2022-04-16 00:00:00,BNBBULL/USDT,157.35,159.05,152.55,157.4,4.423235387547649,696.21725
1649980800000.0,2022-04-15 00:00:00,BNBBULL/USDT,155.6,160.65,153.45,157.35,9.513849698125199,1497.00425
1649894400000.0,2022-04-14 00:00:00,BNBBULL/USDT,164.85,167.9,151.15,155.6,6.203234897172236,965.22335
1649808000000.0,2022-04-13 00:00:00,BNBBULL/USDT,154.35,165.2,150.8,164.85,8.05438550197149,1327.76545
1649721600000.0,2022-04-12 00:00:00,BNBBULL/USDT,134.5,156.5,132.75,154.35,30.086837058632977,4643.9033
1649635200000.0,2022-04-11 00:00:00,BNBBULL/USDT,161.1,162.5,131.25,134.5,315.93296133828994,42492.9833
1649548800000.0,2022-04-10 00:00:00,BNBBULL/USDT,171.35,174.45,161.1,161.1,11.462757293606456,1846.6502
1649462400000.0,2022-04-09 00:00:00,BNBBULL/USDT,164.9,172.65,164.15,171.35,4.899135395389554,839.46685
1649376000000.0,2022-04-08 00:00:00,BNBBULL/USDT,184.7,189.85,162.55,164.9,2.9160897513644635,480.8632
1649289600000.0,2022-04-07 00:00:00,BNBBULL/USDT,162.7,186.35,159.35,184.7,219.58197834325935,40556.7914
1649203200000.0,2022-04-06 00:00:00,BNBBULL/USDT,195.95,196.35,161.35,162.7,558.539397357099,90874.35995
1649116800000.0,2022-04-05 00:00:00,BNBBULL/USDT,199.05,215.85,195.35,195.95,571.6138884919623,112007.74145
1649030400000.0,2022-04-04 00:00:00,BNBBULL/USDT,202.2,202.2,181.05,199.05,420.493400401909,83699.21135
1648944000000.0,2022-04-03 00:00:00,BNBBULL/USDT,186.15,209.2,180.5,202.2,125.62825890207716,25402.03395
1648857600000.0,2022-04-02 00:00:00,BNBBULL/USDT,199.35,207.95,185.0,186.15,527.1812742412034,98134.7942
1648771200000.0,2022-04-01 00:00:00,BNBBULL/USDT,176.1,199.7,158.7,199.35,209.86520265864058,41836.62815
1648684800000.0,2022-03-31 00:00:00,BNBBULL/USDT,194.8,207.25,171.55,176.1,87.0370139125497,15327.21815
1648598400000.0,2022-03-30 00:00:00,BNBBULL/USDT,184.3,204.3,175.3,194.8,386.4648236652977,75283.34765
1648512000000.0,2022-03-29 00:00:00,BNBBULL/USDT,179.0,194.8,178.2,184.3,477.54043977211063,88010.70305
1648425600000.0,2022-03-28 00:00:00,BNBBULL/USDT,180.1,193.5,178.15,179.0,269.0886427374302,48166.86705
1648339200000.0,2022-03-27 00:00:00,BNBBULL/USDT,163.1,182.35,158.85,180.1,138.88358745141588,25012.9341
1648252800000.0,2022-03-26 00:00:00,BNBBULL/USDT,156.9,163.4,154.2,163.1,18.405896995708154,3002.0018
1648166400000.0,2022-03-25 00:00:00,BNBBULL/USDT,162.15,169.4,151.7,156.9,137.9917100063735,21650.8993
1648080000000.0,2022-03-24 00:00:00,BNBBULL/USDT,155.0,164.4,151.5,162.15,42.61617113783534,6910.21215
1647993600000.0,2022-03-23 00:00:00,BNBBULL/USDT,149.8,159.05,143.85,155.0,28.07648483870968,4351.85515
1647907200000.0,2022-03-22 00:00:00,BNBBULL/USDT,141.45,156.35,140.85,149.8,45.76512449933244,6855.61565
1647820800000.0,2022-03-21 00:00:00,BNBBULL/USDT,136.5,144.25,131.05,141.45,328.8905182043125,46521.5638
1647734400000.0,2022-03-20 00:00:00,BNBBULL/USDT,146.65,146.75,131.0,136.5,19.723974725274726,2692.32255
1647648000000.0,2022-03-19 00:00:00,BNBBULL/USDT,144.0,153.2,141.4,146.65,40.335777361063755,5915.24175
1647561600000.0,2022-03-18 00:00:00,BNBBULL/USDT,136.95,146.8,129.65,144.0,25.04521111111111,3606.5104
1647475200000.0,2022-03-17 00:00:00,BNBBULL/USDT,130.6,140.8,128.0,136.95,23.529443592552028,3222.3573
1647388800000.0,2022-03-16 00:00:00,BNBBULL/USDT,118.35,131.85,115.15,130.6,883.9025700612558,115437.67565
1647302400000.0,2022-03-15 00:00:00,BNBBULL/USDT,120.4,120.9,108.4,118.35,57.05884410646388,6752.9142
1647216000000.0,2022-03-14 00:00:00,BNBBULL/USDT,109.3,120.85,107.6,120.4,22.100656561461793,2660.91905
1647129600000.0,2022-03-13 00:00:00,BNBBULL/USDT,120.0,123.7,108.35,109.3,881.3730407136322,96334.07335
1647043200000.0,2022-03-12 00:00:00,BNBBULL/USDT,119.75,126.2,119.2,120.0,161.93294791666668,19431.95375
1646956800000.0,2022-03-11 00:00:00,BNBBULL/USDT,118.85,126.35,113.0,119.75,19.065335699373694,2283.07395
1646870400000.0,2022-03-10 00:00:00,BNBBULL/USDT,143.0,143.25,110.7,118.9,228.10527417998318,27121.7171
1646784000000.0,2022-03-09 00:00:00,BNBBULL/USDT,130.45,151.85,129.95,143.0,217.06741993006992,31040.64105
1646697600000.0,2022-03-08 00:00:00,BNBBULL/USDT,129.4,136.8,125.9,130.45,691.7875527021848,90243.68625
1646611200000.0,2022-03-07 00:00:00,BNBBULL/USDT,123.05,133.75,112.15,129.4,1387.5783543276661,179552.63905
1646524800000.0,2022-03-06 00:00:00,BNBBULL/USDT,132.7,134.95,121.1,123.05,8.123311661926046,999.5735
1646438400000.0,2022-03-05 00:00:00,BNBBULL/USDT,123.25,134.65,116.95,132.7,1168.2693067068576,155029.337
1646352000000.0,2022-03-04 00:00:00,BNBBULL/USDT,155.05,155.75,120.25,123.25,117.94442596348884,14536.6505
1646265600000.0,2022-03-03 00:00:00,BNBBULL/USDT,164.25,167.65,150.1,155.05,131.19893840696548,20342.3954
1646179200000.0,2022-03-02 00:00:00,BNBBULL/USDT,161.8,170.15,157.05,164.25,80.22918356164384,13177.6434
1646092800000.0,2022-03-01 00:00:00,BNBBULL/USDT,149.55,176.1,142.7,161.8,626.5417688504325,101374.4582
1646006400000.0,2022-02-28 00:00:00,BNBBULL/USDT,114.95,149.55,111.2,149.55,783.3030090270812,117142.965
1645920000000.0,2022-02-27 00:00:00,BNBBULL/USDT,129.3,136.3,113.7,114.95,108.76803914745541,12502.8861
1645833600000.0,2022-02-26 00:00:00,BNBBULL/USDT,129.8,140.95,126.4,129.3,1408.0445754060324,182060.1636
1645747200000.0,2022-02-25 00:00:00,BNBBULL/USDT,116.35,132.05,113.7,129.8,40.80089791987673,5295.95655
1645660800000.0,2022-02-24 00:00:00,BNBBULL/USDT,132.75,134.75,87.65,116.35,87.34497378599055,10162.5877
1645574400000.0,2022-02-23 00:00:00,BNBBULL/USDT,142.5,152.85,132.5,132.75,429.6636293785311,57037.8468
1645488000000.0,2022-02-22 00:00:00,BNBBULL/USDT,122.95,142.75,116.0,142.5,180.38826175438598,25705.3273
1645401600000.0,2022-02-21 00:00:00,BNBBULL/USDT,151.85,167.55,122.25,122.95,99.9946482309882,12294.342
1645315200000.0,2022-02-20 00:00:00,BNBBULL/USDT,176.5,177.0,145.1,151.85,162.70477313137965,24706.7198
1645228800000.0,2022-02-19 00:00:00,BNBBULL/USDT,176.5,185.1,169.1,176.5,65.19700821529746,11507.27195
1645142400000.0,2022-02-18 00:00:00,BNBBULL/USDT,181.55,191.1,167.75,176.5,57.29452492917847,10112.48365
1645056000000.0,2022-02-17 00:00:00,BNBBULL/USDT,218.7,224.3,177.75,181.55,46.316462407050395,8408.75375
1644969600000.0,2022-02-16 00:00:00,BNBBULL/USDT,227.35,228.05,211.0,218.7,133.64029355281207,29227.1322
1644883200000.0,2022-02-15 00:00:00,BNBBULL/USDT,186.05,237.65,186.05,227.35,220.00598548493514,50018.3608
1644796800000.0,2022-02-14 00:00:00,BNBBULL/USDT,179.35,188.0,169.75,186.05,14.611264982531576,2718.42585
1644710400000.0,2022-02-13 00:00:00,BNBBULL/USDT,185.7,190.95,174.85,179.35,18.09221968218567,3244.8396
1644624000000.0,2022-02-12 00:00:00,BNBBULL/USDT,182.65,190.8,174.15,185.7,9.738910070005385,1808.5156
1644537600000.0,2022-02-11 00:00:00,BNBBULL/USDT,204.4,208.3,172.7,182.65,56.25475362715576,10274.93075
1644451200000.0,2022-02-10 00:00:00,BNBBULL/USDT,215.65,233.25,198.4,204.4,168.04137377690802,34347.6568
1644364800000.0,2022-02-09 00:00:00,BNBBULL/USDT,196.45,223.2,194.5,215.65,125.34292418270346,27030.2016
1644278400000.0,2022-02-08 00:00:00,BNBBULL/USDT,238.0,256.1,193.8,196.45,285.3997622804785,56066.7833
