https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume KNC
1663545600000,2022-09-19 00:00:00,KNC/BTC,7.399e-05,7.399e-05,7.204e-05,7.225e-05,0.113218806529025,1567.0423049
1663459200000,2022-09-18 00:00:00,KNC/BTC,9.459e-05,9.641e-05,6.068e-05,7.394e-05,39.49823560624698,534193.07014129
1663372800000,2022-09-17 00:00:00,KNC/BTC,9.514e-05,0.00010014,9.372e-05,9.481e-05,0.1908748767871594,2013.23570074
1663286400000,2022-09-16 00:00:00,KNC/BTC,0.0001015,0.00010348,9.52e-05,9.52e-05,0.314549479466824,3304.09117087
1663200000000,2022-09-15 00:00:00,KNC/BTC,9.569e-05,0.00010364,9.363e-05,0.0001015,0.362996361341425,3576.31883095
1663113600000,2022-09-14 00:00:00,KNC/BTC,9.696e-05,9.909e-05,9.25e-05,9.59e-05,0.437225263821416,4559.17897624
1663027200000,2022-09-13 00:00:00,KNC/BTC,8.542e-05,9.856e-05,8.234e-05,9.704e-05,0.9135882667453025,9414.55344956
1662940800000,2022-09-12 00:00:00,KNC/BTC,9.203e-05,9.229e-05,8.502e-05,8.545e-05,0.261964945141836,3065.71030008
1662854400000,2022-09-11 00:00:00,KNC/BTC,9.468e-05,9.624e-05,9.103e-05,9.2e-05,0.28734334926228,3123.29727459
1662768000000,2022-09-10 00:00:00,KNC/BTC,8.641e-05,9.577e-05,8.607e-05,9.493e-05,0.32333387195099866,3406.0241435899998
1662681600000,2022-09-09 00:00:00,KNC/BTC,9.189e-05,9.279e-05,8.581e-05,8.639e-05,0.17304824529368923,2003.1050502800001
1662595200000,2022-09-08 00:00:00,KNC/BTC,9.054e-05,9.349e-05,8.97e-05,9.162e-05,0.1350282401755488,1473.78563824
1662508800000,2022-09-07 00:00:00,KNC/BTC,8.929e-05,9.291e-05,8.903e-05,9.068e-05,0.318778701653442,3515.42458815
1662422400000,2022-09-06 00:00:00,KNC/BTC,8.437e-05,9.054e-05,8.374e-05,8.926e-05,0.1996012941257212,2236.17851362
1662336000000,2022-09-05 00:00:00,KNC/BTC,8.427e-05,8.473e-05,8.302e-05,8.44e-05,0.087027483747288,1031.13132402
1662249600000,2022-09-04 00:00:00,KNC/BTC,8.59e-05,8.662e-05,8.407e-05,8.439e-05,0.10554900711646739,1250.72884366
1662163200000,2022-09-03 00:00:00,KNC/BTC,8.984e-05,8.984e-05,8.569e-05,8.591e-05,0.1141038073955384,1328.17841224
1662076800000,2022-09-02 00:00:00,KNC/BTC,8.869e-05,9.116e-05,8.67e-05,9.005e-05,0.141883671570642,1575.60990084
1661990400000,2022-09-01 00:00:00,KNC/BTC,8.611e-05,8.938e-05,8.457e-05,8.853e-05,0.15901649862496317,1796.18771744
1661904000000,2022-08-31 00:00:00,KNC/BTC,8.777e-05,8.813e-05,8.433e-05,8.626e-05,0.20045567052145064,2323.85428381
1661817600000,2022-08-30 00:00:00,KNC/BTC,8.443e-05,8.871e-05,8.311e-05,8.745e-05,0.7362644721386459,8419.26211708
1661731200000,2022-08-29 00:00:00,KNC/BTC,8.485e-05,8.485e-05,8.23e-05,8.435e-05,0.1280796507025105,1518.43095083
1661644800000,2022-08-28 00:00:00,KNC/BTC,8.879e-05,8.943e-05,8.418e-05,8.49e-05,0.18679266442262998,2200.1491687
1661558400000,2022-08-27 00:00:00,KNC/BTC,8.494e-05,9.196e-05,8.271e-05,8.9e-05,0.21946063356169998,2465.8498153
1661472000000,2022-08-26 00:00:00,KNC/BTC,8.41e-05,8.538e-05,8.038e-05,8.518e-05,0.2640648854588596,3100.08083422
1661385600000,2022-08-25 00:00:00,KNC/BTC,8.647e-05,8.848e-05,8.247e-05,8.403e-05,0.20989992617219577,2497.91653186
1661299200000,2022-08-24 00:00:00,KNC/BTC,8.869e-05,9.184e-05,8.548e-05,8.654e-05,0.207408711457162,2396.6802803
1661212800000,2022-08-23 00:00:00,KNC/BTC,8.978e-05,9.094e-05,8.609e-05,8.875e-05,0.1597325963282375,1799.80390229
1661126400000,2022-08-22 00:00:00,KNC/BTC,8.313e-05,9.055e-05,8.272e-05,9.04e-05,0.333382061112128,3687.85465832
1661040000000,2022-08-21 00:00:00,KNC/BTC,8.485e-05,8.485e-05,8.115e-05,8.329e-05,0.15147661727842798,1818.6651132
1660953600000,2022-08-20 00:00:00,KNC/BTC,8.539e-05,8.628e-05,8.069e-05,8.463e-05,0.23429259483777418,2768.43430034
1660867200000,2022-08-19 00:00:00,KNC/BTC,7.517e-05,8.599e-05,7.436e-05,8.599e-05,0.4871804746706099,5665.54802501
1660780800000,2022-08-18 00:00:00,KNC/BTC,7.294e-05,7.677e-05,6.973e-05,7.597e-05,0.3195676512101305,4206.49797565
1660694400000,2022-08-17 00:00:00,KNC/BTC,6.842e-05,7.336e-05,6.619e-05,7.313e-05,0.4011031274117781,5484.79594437
1660608000000,2022-08-16 00:00:00,KNC/BTC,6.93e-05,6.939e-05,6.683e-05,6.853e-05,0.10678456974671639,1558.21639788
1660521600000,2022-08-15 00:00:00,KNC/BTC,6.78e-05,7.13e-05,6.709e-05,6.932e-05,0.2000620339042012,2886.06511691
1660435200000,2022-08-14 00:00:00,KNC/BTC,6.968e-05,7.029e-05,6.746e-05,6.784e-05,0.1068102352365184,1574.44332601
1660348800000,2022-08-13 00:00:00,KNC/BTC,6.899e-05,7.086e-05,6.783e-05,6.976e-05,0.1126395944884288,1614.67308613
