https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNB,Volume BTC
1663545600000.0,2022-09-19 00:00:00,BNB/BTC,0.0137212,0.0137487,0.0137006,0.0137487,13.487425138376718,0.185434562
1663542000000.0,2022-09-18 23:00:00,BNB/BTC,0.0136993,0.0137398,0.0136803,0.0137212,42.601182185231615,0.584539341
1663538400000.0,2022-09-18 22:00:00,BNB/BTC,0.0137048,0.0137295,0.0136143,0.0136993,87.79541837904128,1.202735775
1663534800000.0,2022-09-18 21:00:00,BNB/BTC,0.0137719,0.013772,0.013541,0.0137048,324.7520999941627,4.45066258
1663531200000.0,2022-09-18 20:00:00,BNB/BTC,0.013837,0.013842,0.0137557,0.0137719,77.6634059933633,1.069572661
1663527600000.0,2022-09-18 19:00:00,BNB/BTC,0.0138813,0.0138844,0.0138333,0.013837,12.123718508347183,0.167755893
1663524000000.0,2022-09-18 18:00:00,BNB/BTC,0.0138844,0.013896,0.0138578,0.0138813,12.94459668763012,0.17968783
1663520400000.0,2022-09-18 17:00:00,BNB/BTC,0.0139116,0.0139657,0.0138679,0.0138844,37.7685237388724,0.524393291
1663516800000.0,2022-09-18 16:00:00,BNB/BTC,0.013894,0.0139378,0.0138391,0.0139116,58.72402369245809,0.816945128
1663513200000.0,2022-09-18 15:00:00,BNB/BTC,0.013993,0.0139963,0.01386,0.013894,41.142521160213036,0.571634189
1663509600000.0,2022-09-18 14:00:00,BNB/BTC,0.0139926,0.0140401,0.0139185,0.013993,91.21294754520117,1.276342775
1663506000000.0,2022-09-18 13:00:00,BNB/BTC,0.0138665,0.013997,0.0138405,0.0139926,68.6611936309192,0.960748618
1663502400000.0,2022-09-18 12:00:00,BNB/BTC,0.0138876,0.0138876,0.0138474,0.0138665,8.106925251505427,0.112414679
1663498800000.0,2022-09-18 11:00:00,BNB/BTC,0.0138813,0.0139121,0.0138728,0.0138876,11.281631239379015,0.156674782
1663495200000.0,2022-09-18 10:00:00,BNB/BTC,0.0138646,0.013894,0.0138241,0.0138813,22.34218336899282,0.31013855
1663491600000.0,2022-09-18 09:00:00,BNB/BTC,0.013884,0.0139142,0.0138474,0.0138646,30.366831354673057,0.42102397
1663488000000.0,2022-09-18 08:00:00,BNB/BTC,0.0138779,0.013884,0.0138655,0.013884,5.32860494093921,0.073982351
1663484400000.0,2022-09-18 07:00:00,BNB/BTC,0.0138663,0.013878,0.0138463,0.0138779,24.90056932244792,0.345567611
1663480800000.0,2022-09-18 06:00:00,BNB/BTC,0.0138611,0.0138723,0.0138307,0.0138663,11.99415309058653,0.166314525
1663477200000.0,2022-09-18 05:00:00,BNB/BTC,0.0138943,0.0139021,0.0138611,0.0138611,4.455041230493973,0.061751772
1663473600000.0,2022-09-18 04:00:00,BNB/BTC,0.0138896,0.0139115,0.0138693,0.0138943,9.82514397990543,0.136513498
1663470000000.0,2022-09-18 03:00:00,BNB/BTC,0.0138692,0.0138974,0.0138634,0.0138896,5.506503355028222,0.076483129
1663466400000.0,2022-09-18 02:00:00,BNB/BTC,0.0138607,0.0138693,0.0138424,0.0138692,2.6755188475182416,0.037107306
1663462800000.0,2022-09-18 01:00:00,BNB/BTC,0.0138738,0.0138781,0.0138407,0.0138607,0.5598809583931548,0.007760342
1663459200000.0,2022-09-18 00:00:00,BNB/BTC,0.0138858,0.0139143,0.0138542,0.0138738,13.71663307817613,0.190301824
1663455600000.0,2022-09-17 23:00:00,BNB/BTC,0.0138932,0.0138958,0.0138693,0.0138858,2.4176707139667863,0.033571292
1663452000000.0,2022-09-17 22:00:00,BNB/BTC,0.0138887,0.013896,0.0138608,0.0138932,13.263069919097113,0.184266483
1663448400000.0,2022-09-17 21:00:00,BNB/BTC,0.0139292,0.0139296,0.0138726,0.0138887,10.19509054123136,0.141596554
1663444800000.0,2022-09-17 20:00:00,BNB/BTC,0.013924,0.0139597,0.0139088,0.0139292,15.506529089969275,0.215993545
1663441200000.0,2022-09-17 19:00:00,BNB/BTC,0.0138857,0.013924,0.0138822,0.013924,7.600636311404768,0.10583126
1663437600000.0,2022-09-17 18:00:00,BNB/BTC,0.0138939,0.013894,0.0138693,0.0138857,4.287033854973101,0.059528466
1663434000000.0,2022-09-17 17:00:00,BNB/BTC,0.0138677,0.013894,0.0138242,0.0138939,18.300014610728446,0.254258573
1663430400000.0,2022-09-17 16:00:00,BNB/BTC,0.0139097,0.0139145,0.0138391,0.0138677,27.20196672844091,0.377228714
1663426800000.0,2022-09-17 15:00:00,BNB/BTC,0.013945,0.0139558,0.0138907,0.0139097,17.652421619445423,0.245539889
1663423200000.0,2022-09-17 14:00:00,BNB/BTC,0.0138963,0.0139597,0.0138608,0.013945,56.5308785944783,0.788323102
1663419600000.0,2022-09-17 13:00:00,BNB/BTC,0.0139412,0.0139412,0.0138727,0.0138963,18.25310154501558,0.253650575
1663416000000.0,2022-09-17 12:00:00,BNB/BTC,0.0139828,0.0139829,0.013924,0.0139412,12.676971064183858,0.176732189
