https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TOKO,Volume BTC
1663459200,2022-09-18 00:00:00,TOKO/BTC,0.000000142,0.0000001442,0.000000142,0.0000001422,7864.7747,0.00112659817026
1663455600,2022-09-17 23:00:00,TOKO/BTC,0.000000141,0.000000141,0.000000141,0.000000141,0,0
1663452000,2022-09-17 22:00:00,TOKO/BTC,0.000000142,0.000000142,0.000000141,0.000000141,286.4122,0.0000405273263
1663448400,2022-09-17 21:00:00,TOKO/BTC,0.000000141,0.000000141,0.000000141,0.000000141,143.2061,0.0000201920601
1663444800,2022-09-17 20:00:00,TOKO/BTC,0.000000142,0.0000001426,0.000000142,0.0000001423,736.9891,0.00010488390344
1663441200,2022-09-17 19:00:00,TOKO/BTC,0.0000001408,0.0000001408,0.0000001408,0.0000001408,0,0
1663437600,2022-09-17 18:00:00,TOKO/BTC,0.000000142,0.0000001424,0.0000001408,0.0000001408,16892.9901,0.0024048210375
1663434000,2022-09-17 17:00:00,TOKO/BTC,0.0000001419,0.0000001419,0.0000001419,0.0000001419,42.0295,0.00000596398605
1663430400,2022-09-17 16:00:00,TOKO/BTC,0.000000141,0.000000141,0.0000001402,0.0000001402,3491.9622,0.00048958305684
1663426800,2022-09-17 15:00:00,TOKO/BTC,0.00000014,0.0000001422,0.00000014,0.000000141,8049.8129,0.00114220869761
1663423200,2022-09-17 14:00:00,TOKO/BTC,0.000000141,0.000000141,0.000000141,0.000000141,0,0
1663419600,2022-09-17 13:00:00,TOKO/BTC,0.000000141,0.000000141,0.000000141,0.000000141,143.2061,0.0000201920601
1663416000,2022-09-17 12:00:00,TOKO/BTC,0.000000141,0.0000001421,0.00000014,0.00000014,1888.435,0.00026746007895
1663412400,2022-09-17 11:00:00,TOKO/BTC,0.000000141,0.000000141,0.000000141,0.000000141,25.3973,0.0000035810193
1663408800,2022-09-17 10:00:00,TOKO/BTC,0.000000141,0.000000141,0.00000014,0.00000014,6160.1612,0.0008684395231
1663405200,2022-09-17 09:00:00,TOKO/BTC,0.00000014,0.0000001407,0.00000014,0.0000001407,17670.3115,0.00248535066632
1663401600,2022-09-17 08:00:00,TOKO/BTC,0.0000001383,0.00000014,0.0000001382,0.00000014,1587.0856,0.00021941083067
1663398000,2022-09-17 07:00:00,TOKO/BTC,0.0000001402,0.0000001402,0.000000139,0.000000139,1397.0121,0.00019584889002
1663394400,2022-09-17 06:00:00,TOKO/BTC,0.0000001384,0.0000001402,0.0000001372,0.00000014,40233.3433,0.00558227755398
1663390800,2022-09-17 05:00:00,TOKO/BTC,0.0000001385,0.00000014,0.0000001385,0.0000001385,13391.2077,0.0018611323003
1663387200,2022-09-17 04:00:00,TOKO/BTC,0.0000001394,0.0000001394,0.000000139,0.000000139,11906.4642,0.00165934415302
1663383600,2022-09-17 03:00:00,TOKO/BTC,0.0000001397,0.0000001397,0.0000001397,0.0000001397,0,0
