https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume HARD,Volume USDT
1662969600,2022-09-12 08:00:00,HARD/USDT,0.20967,0.21198,0.20966,0.21081,124770.0871,26246.409672096
1662966000,2022-09-12 07:00:00,HARD/USDT,0.2088,0.21063,0.20866,0.21063,114978.9553,24073.039350549
1662962400,2022-09-12 06:00:00,HARD/USDT,0.20859,0.20916,0.20856,0.20877,112891.3254,23561.454977377
1662958800,2022-09-12 05:00:00,HARD/USDT,0.20794,0.2091,0.20793,0.20859,153967.2582,32068.032899296
1662955200,2022-09-12 04:00:00,HARD/USDT,0.2082,0.2082,0.20771,0.20788,103561.7578,21531.435418043
1662951600,2022-09-12 03:00:00,HARD/USDT,0.2085,0.20862,0.207,0.20821,98495.5835,20522.866664911
1662948000,2022-09-12 02:00:00,HARD/USDT,0.20919,0.2092,0.20821,0.20881,86741.9607,18121.214254437
1662944400,2022-09-12 01:00:00,HARD/USDT,0.20767,0.21,0.2066,0.20919,103305.7282,21445.775662564
1662940800,2022-09-12 00:00:00,HARD/USDT,0.20776,0.20809,0.20763,0.20767,110248.2555,22905.348497136
1662937200,2022-09-11 23:00:00,HARD/USDT,0.20808,0.20808,0.20694,0.20773,71738.0028,14906.751630695
1662933600,2022-09-11 22:00:00,HARD/USDT,0.20834,0.20944,0.20738,0.20808,94400.659,19657.471650651
1662930000,2022-09-11 21:00:00,HARD/USDT,0.21083,0.21157,0.20834,0.20834,134630.0972,28329.110833524
1662926400,2022-09-11 20:00:00,HARD/USDT,0.21076,0.21105,0.21027,0.21086,118998.0301,25080.363450536
1662922800,2022-09-11 19:00:00,HARD/USDT,0.21096,0.21096,0.21001,0.21076,106434.2462,22441.758342611
1662919200,2022-09-11 18:00:00,HARD/USDT,0.21176,0.21176,0.20997,0.20997,122649.3076,25879.735077925
1662915600,2022-09-11 17:00:00,HARD/USDT,0.21207,0.21224,0.21126,0.21176,157846.6927,33450.397832839
1662912000,2022-09-11 16:00:00,HARD/USDT,0.21243,0.2134,0.21172,0.21206,129707.0765,27524.682055603
1662908400,2022-09-11 15:00:00,HARD/USDT,0.21127,0.21341,0.21126,0.21242,100210.8026,21227.773235387
1662904800,2022-09-11 14:00:00,HARD/USDT,0.21149,0.2128,0.21041,0.21124,132864.0687,28056.980253705
1662901200,2022-09-11 13:00:00,HARD/USDT,0.21023,0.21373,0.21,0.21,152507.0138,32232.940620183
1662897600,2022-09-11 12:00:00,HARD/USDT,0.20924,0.21097,0.20924,0.21021,91607.8138,19199.486473441
1662894000,2022-09-11 11:00:00,HARD/USDT,0.20741,0.2104,0.20726,0.20923,109814.8365,22899.602494704
1662890400,2022-09-11 10:00:00,HARD/USDT,0.20502,0.20946,0.20502,0.20744,142868.8962,29534.129162874
1662886800,2022-09-11 09:00:00,HARD/USDT,0.20437,0.20573,0.20436,0.20504,140118.4757,28696.63967995
1662883200,2022-09-11 08:00:00,HARD/USDT,0.20376,0.20467,0.20376,0.20432,136376.1716,27831.761135179
1662879600,2022-09-11 07:00:00,HARD/USDT,0.20193,0.20409,0.20193,0.20372,117899.413,23996.654516211
1662876000,2022-09-11 06:00:00,HARD/USDT,0.20409,0.20439,0.2013,0.20329,94553.2982,19267.7975776
1662872400,2022-09-11 05:00:00,HARD/USDT,0.20453,0.20465,0.20341,0.20413,88516.6048,18087.822584283
1662868800,2022-09-11 04:00:00,HARD/USDT,0.2042,0.20539,0.20394,0.20453,98061.5154,20040.780940506
1662865200,2022-09-11 03:00:00,HARD/USDT,0.20456,0.20459,0.20416,0.20417,124097.2689,25363.50368603
1662861600,2022-09-11 02:00:00,HARD/USDT,0.20555,0.20555,0.20359,0.20456,118124.349,24180.468715729
1662858000,2022-09-11 01:00:00,HARD/USDT,0.20563,0.20563,0.20538,0.20561,106095.99,21812.502573783
1662854400,2022-09-11 00:00:00,HARD/USDT,0.20482,0.2087,0.20369,0.20563,124156.8339,25584.188647568
1662850800,2022-09-10 23:00:00,HARD/USDT,0.20562,0.20646,0.2048,0.20482,108673.8877,22294.552077647
1662847200,2022-09-10 22:00:00,HARD/USDT,0.20316,0.20634,0.20295,0.20575,133941.8355,27467.063681894
1662843600,2022-09-10 21:00:00,HARD/USDT,0.20394,0.20404,0.20367,0.20367,127854.8877,26059.940202298
1662840000,2022-09-10 20:00:00,HARD/USDT,0.20497,0.20497,0.20339,0.20394,119226.4575,24331.383502613
1662836400,2022-09-10 19:00:00,HARD/USDT,0.20353,0.20529,0.20327,0.20498,121109.5251,24742.114863371
1662832800,2022-09-10 18:00:00,HARD/USDT,0.20354,0.20459,0.20274,0.20353,113366.0514,23076.472064397
1662829200,2022-09-10 17:00:00,HARD/USDT,0.20329,0.20459,0.20329,0.20364,91407.0665,18617.03279096
1662825600,2022-09-10 16:00:00,HARD/USDT,0.20447,0.20447,0.2015,0.20319,103443.5018,21053.420456116
1662822000,2022-09-10 15:00:00,HARD/USDT,0.20455,0.20459,0.20443,0.20456,122102.7903,24974.169089409
1662818400,2022-09-10 14:00:00,HARD/USDT,0.20529,0.20529,0.20352,0.20464,85053.8395,17409.979093254
1662814800,2022-09-10 13:00:00,HARD/USDT,0.20583,0.20794,0.20352,0.20529,99080.8221,20395.084679211
1662811200,2022-09-10 12:00:00,HARD/USDT,0.20603,0.20614,0.20543,0.20579,114044.7453,23462.042465836
1662807600,2022-09-10 11:00:00,HARD/USDT,0.20576,0.20721,0.20543,0.20616,126670.9106,26104.914724391
1662804000,2022-09-10 10:00:00,HARD/USDT,0.20683,0.20722,0.20543,0.2058,126000.4423,25958.351864352
1662800400,2022-09-10 09:00:00,HARD/USDT,0.20618,0.20759,0.20616,0.2072,116485.4346,24098.252935023
1662796800,2022-09-10 08:00:00,HARD/USDT,0.20644,0.20659,0.20507,0.20619,101229.1229,20876.423886294
1662793200,2022-09-10 07:00:00,HARD/USDT,0.20826,0.20844,0.20495,0.20643,122007.7193,25340.53584655
1662789600,2022-09-10 06:00:00,HARD/USDT,0.20769,0.20835,0.20695,0.20835,125800.96,26155.838709102
1662786000,2022-09-10 05:00:00,HARD/USDT,0.20789,0.20799,0.20769,0.20778,106467.7389,22132.518767497
1662782400,2022-09-10 04:00:00,HARD/USDT,0.20798,0.20845,0.2071,0.20795,108650.2278,22572.864640289
1662778800,2022-09-10 03:00:00,HARD/USDT,0.20782,0.2082,0.20664,0.20789,102626.8094,21326.819157422
1662775200,2022-09-10 02:00:00,HARD/USDT,0.2079,0.20791,0.2066,0.2079,86782.6937,18039.092152634
1662771600,2022-09-10 01:00:00,HARD/USDT,0.20789,0.20791,0.2077,0.2079,87550.1091,18195.718380091
1662768000,2022-09-10 00:00:00,HARD/USDT,0.20749,0.2082,0.20694,0.2079,101630.9626,21113.505438602
1662764400,2022-09-09 23:00:00,HARD/USDT,0.20732,0.2082,0.20629,0.20738,132289.4794,27435.661101759
1662760800,2022-09-09 22:00:00,HARD/USDT,0.20731,0.20732,0.20648,0.20727,87721.4442,18183.984958816
1662757200,2022-09-09 21:00:00,HARD/USDT,0.20836,0.20845,0.2066,0.2073,102594.3431,21306.72281553
1662753600,2022-09-09 20:00:00,HARD/USDT,0.20945,0.20945,0.2076,0.20834,102821.7594,21439.709680267
1662750000,2022-09-09 19:00:00,HARD/USDT,0.20714,0.21139,0.20714,0.20945,123454.8562,25747.225627434
1662746400,2022-09-09 18:00:00,HARD/USDT,0.20686,0.20795,0.20629,0.20795,128242.6446,26497.645137652
1662742800,2022-09-09 17:00:00,HARD/USDT,0.20634,0.20795,0.2063,0.20689,118051.5729,24411.120276549
1662739200,2022-09-09 16:00:00,HARD/USDT,0.20733,0.20733,0.20401,0.2063,125822.3208,25938.834432652
1662735600,2022-09-09 15:00:00,HARD/USDT,0.20868,0.20873,0.20659,0.20735,117992.9633,24584.414183927
1662732000,2022-09-09 14:00:00,HARD/USDT,0.20734,0.20942,0.20577,0.20859,130903.7036,27290.903772928
1662728400,2022-09-09 13:00:00,HARD/USDT,0.20982,0.20982,0.20603,0.20735,129163.5819,26879.007629104
1662724800,2022-09-09 12:00:00,HARD/USDT,0.20024,0.21213,0.19958,0.21,182029.0121,37148.648028639
1662721200,2022-09-09 11:00:00,HARD/USDT,0.20368,0.20368,0.20026,0.20099,117797.0231,23863.764805992
1662717600,2022-09-09 10:00:00,HARD/USDT,0.20253,0.20442,0.20201,0.2037,78213.2179,15916.358462439
1662714000,2022-09-09 09:00:00,HARD/USDT,0.20442,0.20478,0.20265,0.20339,87202.9175,17738.48509441
1662710400,2022-09-09 08:00:00,HARD/USDT,0.2009,0.2048,0.2009,0.20345,122393.4933,24773.112719383
1662706800,2022-09-09 07:00:00,HARD/USDT,0.20191,0.202,0.20064,0.20087,123217.7286,24778.59192286
1662703200,2022-09-09 06:00:00,HARD/USDT,0.20176,0.20327,0.20048,0.2019,101002.851,20415.054298838
1662699600,2022-09-09 05:00:00,HARD/USDT,0.20289,0.20483,0.20061,0.20185,92483.3893,18763.934783053
1662696000,2022-09-09 04:00:00,HARD/USDT,0.20103,0.20289,0.20103,0.20176,102130.6857,20577.827548761
1662692400,2022-09-09 03:00:00,HARD/USDT,0.1985,0.20141,0.198,0.20103,115932.6415,23162.166123825
1662688800,2022-09-09 02:00:00,HARD/USDT,0.19832,0.199,0.19804,0.19852,155890.4164,30907.292419695
1662685200,2022-09-09 01:00:00,HARD/USDT,0.19781,0.19884,0.19766,0.19837,125956.2495,24979.177162185
1662681600,2022-09-09 00:00:00,HARD/USDT,0.19773,0.19791,0.19765,0.19784,83519.6831,16520.184346563
1662678000,2022-09-08 23:00:00,HARD/USDT,0.19832,0.19843,0.197,0.19773,85133.1744,16861.644249413
1662674400,2022-09-08 22:00:00,HARD/USDT,0.19857,0.19857,0.19706,0.19844,89567.0118,17765.119606716
1662670800,2022-09-08 21:00:00,HARD/USDT,0.19905,0.19919,0.19764,0.19862,105281.1829,20941.574983616
1662667200,2022-09-08 20:00:00,HARD/USDT,0.19991,0.2,0.1981,0.199,100855.01,20074.375814153
1662663600,2022-09-08 19:00:00,HARD/USDT,0.19704,0.1999,0.19691,0.19815,100923.456,19975.113009955
1662660000,2022-09-08 18:00:00,HARD/USDT,0.198,0.198,0.1963,0.19701,141534.3053,27890.33146906
1662656400,2022-09-08 17:00:00,HARD/USDT,0.19848,0.2002,0.19582,0.19809,156423.0758,30981.238943137
1662652800,2022-09-08 16:00:00,HARD/USDT,0.19414,0.19998,0.19414,0.19857,116502.4755,22880.846560987
1662649200,2022-09-08 15:00:00,HARD/USDT,0.19569,0.19649,0.19405,0.19474,137591.2108,26975.531458566
1662645600,2022-09-08 14:00:00,HARD/USDT,0.19744,0.19773,0.195,0.19571,167271.3713,32837.903358856
1662642000,2022-09-08 13:00:00,HARD/USDT,0.19114,0.1988,0.19001,0.19739,156804.071,30482.481801675
1662638400,2022-09-08 12:00:00,HARD/USDT,0.19263,0.19263,0.19062,0.19115,136826.6684,26217.245437119
1662634800,2022-09-08 11:00:00,HARD/USDT,0.19054,0.19319,0.19054,0.19264,126679.927,24375.378039188
1662631200,2022-09-08 10:00:00,HARD/USDT,0.18993,0.19133,0.18951,0.19046,119862.5604,22810.585131475
1662627600,2022-09-08 09:00:00,HARD/USDT,0.18988,0.19,0.18884,0.18989,114772.4695,21779.892981427
1662624000,2022-09-08 08:00:00,HARD/USDT,0.18989,0.18998,0.1898,0.18991,120749.3328,22932.013292887
1662620400,2022-09-08 07:00:00,HARD/USDT,0.19087,0.19099,0.1882,0.18999,138455.8124,26332.082237
1662616800,2022-09-08 06:00:00,HARD/USDT,0.19094,0.191,0.19035,0.19086,115134.6403,21976.472488433
