https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume HARD,Volume USDT
1663462800,2022-09-18 01:00:00,HARD/USDT,0.19816,0.19816,0.19793,0.19793,25591.0973,5068.111272073
1663459200,2022-09-18 00:00:00,HARD/USDT,0.19854,0.19857,0.19736,0.19817,134178.8746,26612.683401992
1663455600,2022-09-17 23:00:00,HARD/USDT,0.19845,0.19893,0.19626,0.19852,181005.1348,35902.668155236
1663452000,2022-09-17 22:00:00,HARD/USDT,0.19939,0.19961,0.19758,0.19845,149432.2231,29701.442032668
1663448400,2022-09-17 21:00:00,HARD/USDT,0.20301,0.20301,0.1992,0.1993,152241.4356,30582.301437605
1663444800,2022-09-17 20:00:00,HARD/USDT,0.20009,0.21261,0.19972,0.20392,276155.7083,56689.622594225
1663441200,2022-09-17 19:00:00,HARD/USDT,0.19458,0.20141,0.19435,0.20141,21981.9299,4341.090755761
1663437600,2022-09-17 18:00:00,HARD/USDT,0.19528,0.19687,0.19457,0.19457,27069.0067,5288.475898873
1663434000,2022-09-17 17:00:00,HARD/USDT,0.19464,0.19499,0.19412,0.19499,1138.7027,221.637726204
1663430400,2022-09-17 16:00:00,HARD/USDT,0.19448,0.19531,0.19414,0.19464,47984.2507,9346.835384069
1663426800,2022-09-17 15:00:00,HARD/USDT,0.19432,0.19449,0.19383,0.19387,20106.3518,3908.525045265
1663423200,2022-09-17 14:00:00,HARD/USDT,0.19339,0.19412,0.19311,0.19411,112067.7478,21692.208390157
1663419600,2022-09-17 13:00:00,HARD/USDT,0.19377,0.19377,0.19268,0.19337,149732.8521,28974.722485559
1663416000,2022-09-17 12:00:00,HARD/USDT,0.19435,0.19531,0.1926,0.1938,151768.2186,29497.720006546
1663412400,2022-09-17 11:00:00,HARD/USDT,0.19126,0.19818,0.19057,0.19534,190432.7675,36995.25421936
1663408800,2022-09-17 10:00:00,HARD/USDT,0.18886,0.19127,0.18886,0.19051,125464.2322,23821.47483527
1663405200,2022-09-17 09:00:00,HARD/USDT,0.18791,0.18898,0.18791,0.1889,128470.1829,24212.166428382
1663401600,2022-09-17 08:00:00,HARD/USDT,0.1883,0.18838,0.18689,0.18799,112700.2122,21195.592635008
1663398000,2022-09-17 07:00:00,HARD/USDT,0.18841,0.18856,0.18832,0.18833,115781.9418,21816.18854196
1663394400,2022-09-17 06:00:00,HARD/USDT,0.18843,0.1886,0.18823,0.18836,140905.4199,26547.020311206
1663390800,2022-09-17 05:00:00,HARD/USDT,0.18892,0.18892,0.18832,0.18842,137241.9255,25869.527718197
1663387200,2022-09-17 04:00:00,HARD/USDT,0.18812,0.18905,0.18811,0.18894,129620.9794,24443.136928429
1663383600,2022-09-17 03:00:00,HARD/USDT,0.18808,0.18811,0.18808,0.18811,21119.5439,3972.532141626
1663380000,2022-09-17 02:00:00,HARD/USDT,0.18843,0.18843,0.18843,0.18843,0.7716,0.145392588
1663376400,2022-09-17 01:00:00,HARD/USDT,0.18877,0.18917,0.18808,0.18917,10492.3237,1983.111256712
1663372800,2022-09-17 00:00:00,HARD/USDT,0.18726,0.18877,0.18726,0.18851,4293.5028,806.623232881
1663369200,2022-09-16 23:00:00,HARD/USDT,0.18739,0.1885,0.18677,0.18677,6481.2629,1219.717662503
1663365600,2022-09-16 22:00:00,HARD/USDT,0.18768,0.18788,0.18767,0.18767,5.3285,1.00056925
1663362000,2022-09-16 21:00:00,HARD/USDT,0.18726,0.18789,0.18726,0.18789,4.8759,0.91531341
1663358400,2022-09-16 20:00:00,HARD/USDT,0.18697,0.1878,0.18697,0.18769,1279.3193,240.242382244
1663354800,2022-09-16 19:00:00,HARD/USDT,0.18774,0.18774,0.1866,0.18759,14.0583,2.637471296
1663351200,2022-09-16 18:00:00,HARD/USDT,0.18679,0.18766,0.18679,0.18766,1423.2726,266.001398429
1663347600,2022-09-16 17:00:00,HARD/USDT,0.18717,0.18764,0.18678,0.18764,1258.4107,235.338778626
1663344000,2022-09-16 16:00:00,HARD/USDT,0.18681,0.18897,0.18631,0.18897,7396.6009,1380.346402469
1663340400,2022-09-16 15:00:00,HARD/USDT,0.18831,0.18832,0.187,0.187,3719.5076,697.25211256
1663336800,2022-09-16 14:00:00,HARD/USDT,0.18679,0.18833,0.18631,0.18729,16385.8772,3071.282699493
1663333200,2022-09-16 13:00:00,HARD/USDT,0.18805,0.18806,0.18696,0.18696,74649.8289,14024.198875841
1663329600,2022-09-16 12:00:00,HARD/USDT,0.18919,0.18921,0.18801,0.18809,155439.5922,29339.004155283
1663326000,2022-09-16 11:00:00,HARD/USDT,0.18862,0.18929,0.18862,0.18914,119293.2663,22538.189379554
1663322400,2022-09-16 10:00:00,HARD/USDT,0.1881,0.18898,0.18807,0.18884,97091.1653,18286.545084416
1663318800,2022-09-16 09:00:00,HARD/USDT,0.18857,0.18857,0.18786,0.18813,66175.8359,12450.123333382
1663315200,2022-09-16 08:00:00,HARD/USDT,0.18991,0.18991,0.18811,0.18811,15397.7303,2910.077387052
1663311600,2022-09-16 07:00:00,HARD/USDT,0.19003,0.19006,0.18991,0.18998,86862.3349,16502.959875123
1663308000,2022-09-16 06:00:00,HARD/USDT,0.18997,0.19019,0.18997,0.19006,135174.962,25686.928479008
1663304400,2022-09-16 05:00:00,HARD/USDT,0.1902,0.1902,0.18982,0.18998,133317.8587,25330.413304533
1663300800,2022-09-16 04:00:00,HARD/USDT,0.19037,0.1904,0.19018,0.19019,95317.7292,18135.044541776
1663297200,2022-09-16 03:00:00,HARD/USDT,0.19045,0.19051,0.19022,0.19039,109291.8079,20809.337256339
1663293600,2022-09-16 02:00:00,HARD/USDT,0.19094,0.19094,0.19039,0.19039,127025.8495,24221.816259259
1663290000,2022-09-16 01:00:00,HARD/USDT,0.19086,0.19112,0.19086,0.19096,81371.7692,15534.666871155
1663286400,2022-09-16 00:00:00,HARD/USDT,0.19126,0.19127,0.1906,0.19086,146756.4908,28021.708271465
1663282800,2022-09-15 23:00:00,HARD/USDT,0.19121,0.19129,0.19118,0.19122,155453.1314,29728.181467333
1663279200,2022-09-15 22:00:00,HARD/USDT,0.19149,0.19152,0.19117,0.19121,121856.6802,23306.509162405
1663275600,2022-09-15 21:00:00,HARD/USDT,0.19178,0.19179,0.19119,0.19151,113427.8383,21725.678083343
1663272000,2022-09-15 20:00:00,HARD/USDT,0.192,0.1923,0.19117,0.19179,118747.0754,22799.602138618
1663268400,2022-09-15 19:00:00,HARD/USDT,0.1919,0.19193,0.19155,0.19193,121001.0528,23203.726309253
1663264800,2022-09-15 18:00:00,HARD/USDT,0.19169,0.19213,0.19162,0.19163,134816.1597,25855.19791755
1663261200,2022-09-15 17:00:00,HARD/USDT,0.19198,0.19243,0.19155,0.19175,134793.9653,25845.468174943
1663257600,2022-09-15 16:00:00,HARD/USDT,0.19117,0.1919,0.19109,0.1919,149668.458,28632.075799109
1663254000,2022-09-15 15:00:00,HARD/USDT,0.19218,0.19219,0.19004,0.19118,95835.8521,18317.998376901
1663250400,2022-09-15 14:00:00,HARD/USDT,0.19386,0.19455,0.19127,0.19224,225804.1023,43731.77001533
1663246800,2022-09-15 13:00:00,HARD/USDT,0.19383,0.19453,0.19293,0.19363,96534.9308,18673.552043996
1663243200,2022-09-15 12:00:00,HARD/USDT,0.19369,0.19381,0.1936,0.19381,130305.0465,25238.917701527
1663239600,2022-09-15 11:00:00,HARD/USDT,0.19401,0.19402,0.1936,0.19379,134626.3446,26089.880571672
1663236000,2022-09-15 10:00:00,HARD/USDT,0.19446,0.1947,0.194,0.19411,137857.5193,26807.506732575
1663232400,2022-09-15 09:00:00,HARD/USDT,0.19539,0.19544,0.19406,0.19449,109091.1101,21287.309927702
1663228800,2022-09-15 08:00:00,HARD/USDT,0.19696,0.19697,0.19544,0.19544,56987.1889,11196.275729919
1663225200,2022-09-15 07:00:00,HARD/USDT,0.19513,0.1972,0.19502,0.197,132473.3318,26013.948460602
1663221600,2022-09-15 06:00:00,HARD/USDT,0.19436,0.19513,0.19259,0.19501,111521.7112,21598.167071615
1663218000,2022-09-15 05:00:00,HARD/USDT,0.19506,0.19506,0.19406,0.19436,146402.026,28480.794621939
1663214400,2022-09-15 04:00:00,HARD/USDT,0.19476,0.19539,0.19474,0.19509,123475.5501,24078.127600467
1663210800,2022-09-15 03:00:00,HARD/USDT,0.19539,0.19539,0.19459,0.1947,125084.8289,24376.987588717
1663207200,2022-09-15 02:00:00,HARD/USDT,0.19583,0.19584,0.19466,0.19538,83575.3677,16345.089289673
1663203600,2022-09-15 01:00:00,HARD/USDT,0.19794,0.19795,0.196,0.196,115345.0229,22709.864383101
1663200000,2022-09-15 00:00:00,HARD/USDT,0.19829,0.19837,0.19766,0.19799,130019.0378,25769.614203039
1663196400,2022-09-14 23:00:00,HARD/USDT,0.19682,0.20062,0.19682,0.19828,136827.26,27134.866815537
1663192800,2022-09-14 22:00:00,HARD/USDT,0.19704,0.19783,0.19682,0.19751,98674.648,19482.401867405
1663189200,2022-09-14 21:00:00,HARD/USDT,0.19741,0.19763,0.19643,0.19713,116091.4982,22906.911766738
1663185600,2022-09-14 20:00:00,HARD/USDT,0.19885,0.19891,0.19686,0.19739,111982.5528,22158.539873003
1663182000,2022-09-14 19:00:00,HARD/USDT,0.19509,0.19989,0.19468,0.19881,154318.7532,30391.540733432
1663178400,2022-09-14 18:00:00,HARD/USDT,0.19538,0.1964,0.19406,0.1947,175860.897,34285.053505134
1663174800,2022-09-14 17:00:00,HARD/USDT,0.19455,0.19508,0.19454,0.19473,135287.2674,26335.074183379
1663171200,2022-09-14 16:00:00,HARD/USDT,0.19438,0.19512,0.19386,0.19459,141824.4336,27568.509294671
1663167600,2022-09-14 15:00:00,HARD/USDT,0.19381,0.1948,0.19381,0.19439,115318.4409,22432.663508282
1663164000,2022-09-14 14:00:00,HARD/USDT,0.19467,0.19469,0.1938,0.19429,163288.1349,31743.105706111
1663160400,2022-09-14 13:00:00,HARD/USDT,0.19431,0.19511,0.19431,0.19468,138102.7102,26871.969894345
1663156800,2022-09-14 12:00:00,HARD/USDT,0.1937,0.195,0.19255,0.19427,191725.3739,37165.078324972
1663153200,2022-09-14 11:00:00,HARD/USDT,0.19404,0.19423,0.19365,0.19374,168727.4773,32720.702147187
1663149600,2022-09-14 10:00:00,HARD/USDT,0.19407,0.19426,0.1938,0.19403,130985.6293,25418.708114004
1663146000,2022-09-14 09:00:00,HARD/USDT,0.19418,0.19432,0.19403,0.19405,153223.8144,29748.898957643
1663142400,2022-09-14 08:00:00,HARD/USDT,0.19485,0.19485,0.19309,0.19423,130405.605,25284.627947854
1663138800,2022-09-14 07:00:00,HARD/USDT,0.19671,0.19675,0.194,0.19512,110128.8698,21588.195537653
1663135200,2022-09-14 06:00:00,HARD/USDT,0.19718,0.19718,0.19641,0.19675,106072.3103,20879.868809483
1663131600,2022-09-14 05:00:00,HARD/USDT,0.19749,0.19753,0.19686,0.19686,109256.2853,21563.463953101
1663128000,2022-09-14 04:00:00,HARD/USDT,0.19781,0.19783,0.19709,0.19751,100504.3881,19859.240912063
1663124400,2022-09-14 03:00:00,HARD/USDT,0.19768,0.19799,0.1971,0.19782,83378.5132,16491.106493245
1663120800,2022-09-14 02:00:00,HARD/USDT,0.19796,0.19796,0.19736,0.19775,89984.0896,17789.340777148
1663117200,2022-09-14 01:00:00,HARD/USDT,0.19802,0.19802,0.19711,0.19788,111949.4476,22152.939180211
1663113600,2022-09-14 00:00:00,HARD/USDT,0.19817,0.19819,0.19711,0.19808,97960.8067,19402.723125822
1663110000,2022-09-13 23:00:00,HARD/USDT,0.19874,0.19874,0.19744,0.19744,86368.186,17130.951392175
1663106400,2022-09-13 22:00:00,HARD/USDT,0.19814,0.19899,0.19776,0.19884,89390.2592,17751.504043748
1663102800,2022-09-13 21:00:00,HARD/USDT,0.19948,0.19971,0.19814,0.19941,116944.155,23315.564156671
1663099200,2022-09-13 20:00:00,HARD/USDT,0.1997,0.19971,0.19858,0.19858,123577.8152,24659.842843159
1663095600,2022-09-13 19:00:00,HARD/USDT,0.20061,0.20181,0.199,0.19974,147090.3806,29423.264195792
1663092000,2022-09-13 18:00:00,HARD/USDT,0.19894,0.2034,0.19775,0.2006,195977.2762,39025.542850198
1663088400,2022-09-13 17:00:00,HARD/USDT,0.19979,0.19979,0.19788,0.19895,135550.2139,27013.743072301
1663084800,2022-09-13 16:00:00,HARD/USDT,0.20067,0.20116,0.19942,0.19981,102167.4917,20435.503592739
1663081200,2022-09-13 15:00:00,HARD/USDT,0.19962,0.20207,0.19962,0.20067,98035.2074,19657.938099178
1663077600,2022-09-13 14:00:00,HARD/USDT,0.19781,0.20059,0.19781,0.19962,95627.375,18960.682517516
1663074000,2022-09-13 13:00:00,HARD/USDT,0.19781,0.19863,0.19572,0.19779,107751.2877,21278.670618929
1663070400,2022-09-13 12:00:00,HARD/USDT,0.20761,0.20874,0.1978,0.19872,181417.1207,37139.667314938
1663066800,2022-09-13 11:00:00,HARD/USDT,0.20788,0.21003,0.2076,0.20872,128536.6157,26796.271718295
1663063200,2022-09-13 10:00:00,HARD/USDT,0.20734,0.21161,0.20643,0.20779,146027.6304,30376.382229084
1663059600,2022-09-13 09:00:00,HARD/USDT,0.20643,0.21005,0.20618,0.20734,155596.7469,32290.120166327
1663056000,2022-09-13 08:00:00,HARD/USDT,0.20561,0.20623,0.20555,0.20599,108747.5781,22377.155159425
1663052400,2022-09-13 07:00:00,HARD/USDT,0.20509,0.20564,0.20508,0.20555,127010.7296,26086.445470239
1663048800,2022-09-13 06:00:00,HARD/USDT,0.20416,0.20551,0.20416,0.20507,148032.086,30309.381470798
1663045200,2022-09-13 05:00:00,HARD/USDT,0.20397,0.20442,0.20319,0.20417,144234.9931,29429.300199064
1663041600,2022-09-13 04:00:00,HARD/USDT,0.20319,0.2041,0.20318,0.20364,104165.6024,21208.216081312
1663038000,2022-09-13 03:00:00,HARD/USDT,0.20257,0.2034,0.20257,0.2034,106800.9263,21675.945451961
1663034400,2022-09-13 02:00:00,HARD/USDT,0.20248,0.20291,0.20176,0.20255,84895.0444,17189.861332509
1663030800,2022-09-13 01:00:00,HARD/USDT,0.20256,0.20261,0.20209,0.20253,94495.264,19141.753381657
1663027200,2022-09-13 00:00:00,HARD/USDT,0.20446,0.20446,0.20209,0.20253,151954.4144,30918.776050058
1663023600,2022-09-12 23:00:00,HARD/USDT,0.20466,0.20483,0.20368,0.20446,114635.0655,23457.33283682
1663020000,2022-09-12 22:00:00,HARD/USDT,0.204,0.20501,0.20365,0.20465,86336.9849,17671.633670809
1663016400,2022-09-12 21:00:00,HARD/USDT,0.20529,0.20567,0.204,0.20477,109394.5251,22440.064908708
1663012800,2022-09-12 20:00:00,HARD/USDT,0.20572,0.20607,0.20529,0.20559,147105.6365,30250.463462807
1663009200,2022-09-12 19:00:00,HARD/USDT,0.20505,0.20583,0.20495,0.20571,138847.1016,28526.568941779
1663005600,2022-09-12 18:00:00,HARD/USDT,0.20591,0.20591,0.20466,0.20505,138598.1007,28450.145584551
1663002000,2022-09-12 17:00:00,HARD/USDT,0.20575,0.20619,0.20557,0.20585,119328.8856,24556.477122628
1662998400,2022-09-12 16:00:00,HARD/USDT,0.20761,0.20809,0.2042,0.20574,151147.1343,31156.214340779
1662994800,2022-09-12 15:00:00,HARD/USDT,0.21158,0.21162,0.2076,0.2076,165493.6873,34767.634229027
1662991200,2022-09-12 14:00:00,HARD/USDT,0.21117,0.21211,0.21117,0.2115,111463.29,23601.904742657
1662987600,2022-09-12 13:00:00,HARD/USDT,0.21231,0.21263,0.21117,0.21192,101586.7142,21551.414696407
1662984000,2022-09-12 12:00:00,HARD/USDT,0.2129,0.2129,0.21199,0.21232,117149.9702,24863.660234974
1662980400,2022-09-12 11:00:00,HARD/USDT,0.21032,0.21447,0.21032,0.21297,118448.3074,25060.35058385
1662976800,2022-09-12 10:00:00,HARD/USDT,0.21016,0.21079,0.20865,0.21031,157626.1916,33109.789857707
1662973200,2022-09-12 09:00:00,HARD/USDT,0.21081,0.21087,0.20909,0.21022,128598.0304,27069.431272028
