https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume JAR,Volume BTC
1663459200,2022-09-18 00:00:00,JAR/BTC,0.0000000794,0.0000000794,0.0000000788,0.0000000793,5542.0414,0.0004381909526
1663372800,2022-09-17 00:00:00,JAR/BTC,0.000000078,0.0000000846,0.0000000773,0.0000000797,17986453.5023,1.43114231239217
1663286400,2022-09-16 00:00:00,JAR/BTC,0.0000000777,0.0000000783,0.000000077,0.0000000781,41548808.2699,3.21146974116608
1663200000,2022-09-15 00:00:00,JAR/BTC,0.0000000793,0.0000000799,0.0000000776,0.000000078,37805897.9512,2.97967875555186
1663113600,2022-09-14 00:00:00,JAR/BTC,0.0000000811,0.0000000819,0.0000000786,0.0000000793,3246268.957,0.25783559291824
1663027200,2022-09-13 00:00:00,JAR/BTC,0.000000078,0.0000000821,0.000000077,0.0000000811,41577216.3084,3.27245594080076
1662940800,2022-09-12 00:00:00,JAR/BTC,0.0000000784,0.0000000794,0.0000000769,0.000000078,30092760.2274,2.36449302798619
1662854400,2022-09-11 00:00:00,JAR/BTC,0.0000000785,0.0000000832,0.0000000784,0.0000000784,15862914.3825,1.25766802087405
1662768000,2022-09-10 00:00:00,JAR/BTC,0.0000000806,0.0000000813,0.0000000784,0.0000000784,40477754.4841,3.20268159273543
1662681600,2022-09-09 00:00:00,JAR/BTC,0.0000000846,0.0000000905,0.0000000796,0.0000000807,22342664.0456,1.90187179815948
1662595200,2022-09-08 00:00:00,JAR/BTC,0.0000000821,0.0000001075,0.000000081,0.0000000851,16345786.7101,1.46598861605731
1662508800,2022-09-07 00:00:00,JAR/BTC,0.0000000808,0.000000088,0.0000000778,0.0000000819,39839838.0811,3.18023573968858
1662422400,2022-09-06 00:00:00,JAR/BTC,0.0000000811,0.0000000845,0.0000000807,0.0000000812,37395246.0182,3.03196718159663
1662336000,2022-09-05 00:00:00,JAR/BTC,0.0000000819,0.0000000825,0.0000000803,0.0000000811,39557248.8284,3.21534697510092
1662249600,2022-09-04 00:00:00,JAR/BTC,0.0000000854,0.0000000893,0.0000000809,0.000000082,20818204.6967,1.71715256844536
1662163200,2022-09-03 00:00:00,JAR/BTC,0.00000008,0.0000000912,0.0000000795,0.0000000858,35881249.8423,2.89549743485684
1662076800,2022-09-02 00:00:00,JAR/BTC,0.000000081,0.0000000816,0.0000000786,0.0000000796,39191806.4908,3.10669022622037
1661990400,2022-09-01 00:00:00,JAR/BTC,0.0000000818,0.0000000818,0.0000000786,0.000000081,43752944.3369,3.49618757397678
1661904000,2022-08-31 00:00:00,JAR/BTC,0.0000000814,0.0000000849,0.0000000782,0.0000000822,39593287.2173,3.16009247735351
1661817600,2022-08-30 00:00:00,JAR/BTC,0.0000000825,0.0000000825,0.0000000778,0.0000000821,46920683.9256,3.77508681268958
1661731200,2022-08-29 00:00:00,JAR/BTC,0.0000000817,0.0000000825,0.0000000794,0.0000000825,2120626.0077,0.1729460451568
1661644800,2022-08-28 00:00:00,JAR/BTC,0.0000000816,0.0000000842,0.000000081,0.0000000818,11161373.2019,0.90715775066625
1661558400,2022-08-27 00:00:00,JAR/BTC,0.0000000819,0.0000000833,0.0000000807,0.000000081,24841099.7604,2.00769373355387
1661472000,2022-08-26 00:00:00,JAR/BTC,0.0000000805,0.0000000828,0.0000000804,0.0000000824,16167097.3573,1.3039685984387
1661385600,2022-08-25 00:00:00,JAR/BTC,0.0000000833,0.0000000855,0.0000000798,0.0000000808,1354510.5312,0.1108878915363
1661299200,2022-08-24 00:00:00,JAR/BTC,0.0000000805,0.0000000906,0.0000000784,0.0000000833,15591298.5175,1.27358019205252
1661212800,2022-08-23 00:00:00,JAR/BTC,0.0000000806,0.0000000828,0.0000000797,0.0000000806,15995620.8439,1.28506599326439
1661126400,2022-08-22 00:00:00,JAR/BTC,0.000000083,0.0000000831,0.0000000796,0.0000000812,14958811.0023,1.22631441034601
1661040000,2022-08-21 00:00:00,JAR/BTC,0.0000000806,0.0000000847,0.00000008,0.0000000829,12994344.9524,1.05446772433584
1660953600,2022-08-20 00:00:00,JAR/BTC,0.0000000814,0.0000000844,0.0000000786,0.0000000806,17456333.5091,1.38123120647951
1660867200,2022-08-19 00:00:00,JAR/BTC,0.0000000815,0.000000083,0.0000000784,0.0000000816,673002.1287,0.05374938847445
1660780800,2022-08-18 00:00:00,JAR/BTC,0.0000000825,0.0000000828,0.00000008,0.0000000815,26794696.522,2.18152044130387
1660694400,2022-08-17 00:00:00,JAR/BTC,0.0000000826,0.0000000846,0.0000000786,0.0000000825,10889054.0681,0.87885230347355
1660608000,2022-08-16 00:00:00,JAR/BTC,0.0000000866,0.000000089,0.000000079,0.000000083,7250566.7977,0.60284915188565
1660521600,2022-08-15 00:00:00,JAR/BTC,0.0000000851,0.0000000997,0.0000000824,0.0000000861,5494655.8594,0.48737355245427
1660435200,2022-08-14 00:00:00,JAR/BTC,0.0000000814,0.0000000861,0.0000000783,0.0000000847,31285070.8073,2.56907588699487
1660348800,2022-08-13 00:00:00,JAR/BTC,0.0000000796,0.0000000839,0.0000000792,0.0000000818,33269469.0673,2.67539747687823
1660262400,2022-08-12 00:00:00,JAR/BTC,0.0000000812,0.0000000812,0.0000000788,0.0000000794,341312.5935,0.02723311035802
1660176000,2022-08-11 00:00:00,JAR/BTC,0.0000000821,0.0000000865,0.0000000786,0.0000000806,21469087.5201,1.71354076976988
1660089600,2022-08-10 00:00:00,JAR/BTC,0.0000000774,0.0000000848,0.0000000774,0.0000000823,6649221.6865,0.55378778358696
1660003200,2022-08-09 00:00:00,JAR/BTC,0.0000000794,0.000000082,0.0000000767,0.000000077,40951611.6039,3.16081676496865
1659916800,2022-08-08 00:00:00,JAR/BTC,0.0000000798,0.0000000858,0.0000000766,0.0000000788,20029233.5352,1.6380825236062
1659830400,2022-08-07 00:00:00,JAR/BTC,0.0000000793,0.000000091,0.000000077,0.0000000802,21755417.7798,1.7352616372046
1659744000,2022-08-06 00:00:00,JAR/BTC,0.0000000793,0.0000000813,0.0000000761,0.0000000792,7620382.1911,0.60660618067603
1659657600,2022-08-05 00:00:00,JAR/BTC,0.0000000848,0.0000000848,0.000000075,0.0000000793,6531358.9535,0.51728077599374
1659571200,2022-08-04 00:00:00,JAR/BTC,0.0000000832,0.0000001035,0.0000000797,0.0000000824,5838953.0044,0.51193843026289
1659484800,2022-08-03 00:00:00,JAR/BTC,0.0000000781,0.0000000832,0.0000000765,0.0000000832,29238269.9636,2.24729636712412
1659398400,2022-08-02 00:00:00,JAR/BTC,0.0000000782,0.0000000812,0.0000000761,0.0000000781,29377902.4282,2.31379189601942
1659312000,2022-08-01 00:00:00,JAR/BTC,0.0000000797,0.0000000858,0.0000000783,0.0000000784,26421791.2314,2.10508828637659
1659225600,2022-07-31 00:00:00,JAR/BTC,0.0000000763,0.0000000817,0.0000000761,0.0000000803,14619587.5673,1.11586851441816
1659139200,2022-07-30 00:00:00,JAR/BTC,0.0000000772,0.0000000792,0.0000000762,0.0000000764,16769476.8927,1.2871964516901
1659052800,2022-07-29 00:00:00,JAR/BTC,0.0000000797,0.0000000835,0.0000000761,0.0000000775,5382218.7227,0.41419365269546
1658966400,2022-07-28 00:00:00,JAR/BTC,0.0000000849,0.0000000856,0.0000000772,0.0000000793,36981013.952,2.95147233019651
1658880000,2022-07-27 00:00:00,JAR/BTC,0.0000000872,0.0000000911,0.0000000818,0.0000000851,35530795.6282,2.96381403389552
1658793600,2022-07-26 00:00:00,JAR/BTC,0.0000000828,0.0000000887,0.0000000801,0.0000000834,5448881.4388,0.46413193090352
1658707200,2022-07-25 00:00:00,JAR/BTC,0.0000000796,0.0000000829,0.0000000767,0.000000082,39649009.3984,3.24344970230844
1658620800,2022-07-24 00:00:00,JAR/BTC,0.0000000766,0.0000000819,0.0000000759,0.0000000786,38755052.569,3.0806955758045
1658534400,2022-07-23 00:00:00,JAR/BTC,0.0000000791,0.0000000802,0.0000000765,0.0000000772,40219329.523,3.17781292811681
1658448000,2022-07-22 00:00:00,JAR/BTC,0.0000000804,0.0000000814,0.0000000773,0.0000000782,40940253.8169,3.22735026672702
1658361600,2022-07-21 00:00:00,JAR/BTC,0.0000000818,0.0000000818,0.0000000751,0.0000000796,37910089.9949,3.07292332169961
1658275200,2022-07-20 00:00:00,JAR/BTC,0.0000000926,0.0000000926,0.0000000806,0.0000000816,2351371.7055,0.1973425535165
1658188800,2022-07-19 00:00:00,JAR/BTC,0.0000000938,0.0000001034,0.0000000862,0.0000000886,33193379.82351098,3.18268860130303579
1658102400,2022-07-18 00:00:00,JAR/BTC,0.000000104,0.0000001353,0.0000000926,0.0000000947,26546000.58861086,2.855511619562436163
1658016000,2022-07-17 00:00:00,JAR/BTC,0.0000000795,0.0000001115,0.0000000786,0.0000001029,42778308.727566,3.56015053538635865
1657929600,2022-07-16 00:00:00,JAR/BTC,0.0000000823,0.0000000864,0.0000000778,0.0000000801,7072235.3541,0.56710138354911
1657843200,2022-07-15 00:00:00,JAR/BTC,0.0000000818,0.0000000861,0.0000000773,0.0000000824,41049476.86116227,3.237256396117759535
1657756800,2022-07-14 00:00:00,JAR/BTC,0.0000000808,0.0000000846,0.0000000787,0.0000000811,35627225.805,2.86003913649217
1657670400,2022-07-13 00:00:00,JAR/BTC,0.0000000864,0.0000000892,0.0000000761,0.0000000788,30708983.36213902,2.616439628772117957
1657584000,2022-07-12 00:00:00,JAR/BTC,0.0000000847,0.0000000889,0.0000000834,0.0000000856,37590359.22068892,3.186011663343140444
1657497600,2022-07-11 00:00:00,JAR/BTC,0.0000000865,0.0000000877,0.0000000814,0.0000000847,11448367.58133945,0.968813229422849094
1657411200,2022-07-10 00:00:00,JAR/BTC,0.0000000896,0.0000000945,0.0000000859,0.0000000868,30545603.9307,2.6623016486921
1657324800,2022-07-09 00:00:00,JAR/BTC,0.0000000905,0.0000001117,0.0000000867,0.00000009,23995589.19714292,2.169316360038549968
1657238400,2022-07-08 00:00:00,JAR/BTC,0.00000009,0.0000000942,0.000000088,0.0000000905,17688161.95558729,1.612906281558038959
1657152000,2022-07-07 00:00:00,JAR/BTC,0.0000000908,0.0000001097,0.0000000887,0.0000000901,29181350.31766817,2.876554796571232039
1657065600,2022-07-06 00:00:00,JAR/BTC,0.0000000816,0.0000001015,0.0000000813,0.0000000917,33289434.933411,2.755195280949567973
1656979200,2022-07-05 00:00:00,JAR/BTC,0.000000089,0.0000000906,0.0000000821,0.0000000821,7075064.0082,0.60075338572757
1656892800,2022-07-04 00:00:00,JAR/BTC,0.0000000891,0.0000000927,0.0000000846,0.0000000884,34357010.4688,3.03156591713179
1656806400,2022-07-03 00:00:00,JAR/BTC,0.0000000947,0.0000000947,0.000000088,0.000000089,32590363.4262,2.98007161458472
