https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume DCR
1663549200000,2022-09-19 01:00:00,DCR/BTC,0.00127245,0.00128181,0.00126647,0.00126718,0.008781557399999999,6.93
1663545600000,2022-09-19 00:00:00,DCR/BTC,0.00126643,0.0012845,0.00126517,0.00126609,0.0359696169,28.41
1663542000000,2022-09-18 23:00:00,DCR/BTC,0.00125377,0.00126876,0.00125294,0.00126607,0.0353486744,27.92
1663538400000,2022-09-18 22:00:00,DCR/BTC,0.00126153,0.00126702,0.00125035,0.00125423,0.0367363967,29.29
1663534800000,2022-09-18 21:00:00,DCR/BTC,0.00129367,0.00129367,0.00125517,0.0012626,0.041704094658,33.03033
1663531200000,2022-09-18 20:00:00,DCR/BTC,0.00128116,0.00129511,0.00127323,0.00129325,0.03810561125,29.465
1663527600000,2022-09-18 19:00:00,DCR/BTC,0.00128503,0.00129918,0.00128032,0.00128081,0.0391799779,30.59
1663524000000,2022-09-18 18:00:00,DCR/BTC,0.00128716,0.00129293,0.00128287,0.00128493,0.034988643900000005,27.23
1663520400000,2022-09-18 17:00:00,DCR/BTC,0.00128819,0.00129428,0.00128436,0.00128559,0.039339054000000005,30.6
1663516800000,2022-09-18 16:00:00,DCR/BTC,0.00129549,0.00130067,0.00128762,0.00128762,0.0372508466,28.93
1663513200000,2022-09-18 15:00:00,DCR/BTC,0.00129782,0.00130057,0.00129265,0.00129656,0.0350978792,27.07
1663509600000,2022-09-18 14:00:00,DCR/BTC,0.00128862,0.00129534,0.00128036,0.00129534,0.045064878600000004,34.79
1663506000000,2022-09-18 13:00:00,DCR/BTC,0.00129884,0.00129905,0.00128822,0.00128866,0.0404482802603836,31.38786046
1663502400000,2022-09-18 12:00:00,DCR/BTC,0.00130144,0.00130348,0.00129712,0.00129831,0.0352101672,27.12
1663498800000,2022-09-18 11:00:00,DCR/BTC,0.00129448,0.0013053,0.00129337,0.00130115,0.0363931655,27.97
1663495200000,2022-09-18 10:00:00,DCR/BTC,0.00129607,0.0012991,0.00129139,0.0012948,0.039711516,30.67
1663491600000,2022-09-18 09:00:00,DCR/BTC,0.00130457,0.00130457,0.00129329,0.00129617,0.0362020281,27.93
1663488000000,2022-09-18 08:00:00,DCR/BTC,0.00130498,0.00130754,0.00130122,0.00130183,0.040382766599999995,31.02
1663484400000,2022-09-18 07:00:00,DCR/BTC,0.00130747,0.00130885,0.00130172,0.00130435,0.037330497,28.62
1663480800000,2022-09-18 06:00:00,DCR/BTC,0.00131893,0.00131926,0.00130839,0.00130839,0.0392647839,30.01
1663477200000,2022-09-18 05:00:00,DCR/BTC,0.00132102,0.00132118,0.00131856,0.00131894,0.0426413302,32.33
1663473600000,2022-09-18 04:00:00,DCR/BTC,0.00132018,0.00132159,0.00131898,0.00132159,0.0394237806010062,29.83056818
1663470000000,2022-09-18 03:00:00,DCR/BTC,0.00132186,0.00132367,0.0013191,0.00132194,0.0359435486,27.19
1663466400000,2022-09-18 02:00:00,DCR/BTC,0.00132149,0.00132314,0.00131917,0.00132039,0.0409230673261974,30.99316666
1663462800000,2022-09-18 01:00:00,DCR/BTC,0.00133714,0.0013397,0.00132066,0.00132153,0.0369103329,27.93
1663459200000,2022-09-18 00:00:00,DCR/BTC,0.00133825,0.0013404,0.00132871,0.00133441,0.03859113720000001,28.92
1663455600000,2022-09-17 23:00:00,DCR/BTC,0.00132897,0.0013353,0.00132682,0.00133033,0.0400030231,30.07
1663452000000,2022-09-17 22:00:00,DCR/BTC,0.00132465,0.00133536,0.00132139,0.00133229,0.0425666655,31.95
1663448400000,2022-09-17 21:00:00,DCR/BTC,0.00133326,0.00133763,0.00132265,0.00132265,0.035777682500000005,27.05
1663444800000,2022-09-17 20:00:00,DCR/BTC,0.00133332,0.00133568,0.0013322,0.00133302,0.0409503744,30.72
1663441200000,2022-09-17 19:00:00,DCR/BTC,0.00133444,0.00133692,0.00133289,0.00133457,0.043159993800000004,32.34
1663437600000,2022-09-17 18:00:00,DCR/BTC,0.00134467,0.00134538,0.00133337,0.0013342,0.03682392,27.6
1663434000000,2022-09-17 17:00:00,DCR/BTC,0.00132146,0.00136182,0.00131893,0.00134388,0.0424381998685068,31.57886111
1663430400000,2022-09-17 16:00:00,DCR/BTC,0.00133396,0.00133582,0.00131556,0.00131818,0.0383854016,29.12
1663426800000,2022-09-17 15:00:00,DCR/BTC,0.00132902,0.00133664,0.00132864,0.00133232,0.043272236234075195,32.47886111
1663423200000,2022-09-17 14:00:00,DCR/BTC,0.0013224,0.00132949,0.00131923,0.00132918,0.0389715576,29.32
1663419600000,2022-09-17 13:00:00,DCR/BTC,0.00132389,0.00132711,0.00132216,0.00132216,0.0330407784,24.99
1663416000000,2022-09-17 12:00:00,DCR/BTC,0.00132479,0.00132907,0.00132328,0.00132481,0.0418242517,31.57
1663412400000,2022-09-17 11:00:00,DCR/BTC,0.00130413,0.00132489,0.00130233,0.00132489,0.0399351419399646,30.14223214
1663408800000,2022-09-17 10:00:00,DCR/BTC,0.0013048,0.00130803,0.00129929,0.00130464,0.0383042304,29.36
1663405200000,2022-09-17 09:00:00,DCR/BTC,0.0012974,0.00130266,0.00129634,0.00130013,0.0355975594,27.38
1663401600000,2022-09-17 08:00:00,DCR/BTC,0.00129122,0.00129963,0.00128859,0.00129734,0.0347427652,26.78
1663398000000,2022-09-17 07:00:00,DCR/BTC,0.00129405,0.00129405,0.00128899,0.00129009,0.0422633484,32.76
1663394400000,2022-09-17 06:00:00,DCR/BTC,0.00129483,0.00129608,0.00129389,0.00129389,0.0365912092,28.28
1663390800000,2022-09-17 05:00:00,DCR/BTC,0.0012945,0.00129631,0.00129426,0.00129475,0.0336635,26.0
1663387200000,2022-09-17 04:00:00,DCR/BTC,0.00129602,0.00129927,0.00129447,0.00129467,0.040451109641906596,31.24433998
1663383600000,2022-09-17 03:00:00,DCR/BTC,0.00129531,0.00129754,0.00129459,0.00129574,0.0377189914,29.11
1663380000000,2022-09-17 02:00:00,DCR/BTC,0.00129767,0.00130621,0.00129408,0.00129408,0.03591072,27.75
1663376400000,2022-09-17 01:00:00,DCR/BTC,0.00130077,0.00130312,0.00129521,0.0012965,0.036366825,28.05
1663372800000,2022-09-17 00:00:00,DCR/BTC,0.00130329,0.00130651,0.00129682,0.00130281,0.0391754967,30.07
1663369200000,2022-09-16 23:00:00,DCR/BTC,0.00130643,0.00130643,0.00129703,0.00130009,0.036792547,28.3
1663365600000,2022-09-16 22:00:00,DCR/BTC,0.00130672,0.00131382,0.00130056,0.00130197,0.0362989236,27.88
1663362000000,2022-09-16 21:00:00,DCR/BTC,0.00131093,0.00132371,0.00130458,0.00130524,0.038752575600000005,29.69
1663358400000,2022-09-16 20:00:00,DCR/BTC,0.00131011,0.00131012,0.00130365,0.00130842,0.032841342,25.1
