https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MTA,Volume USDT
1653609600000.0,2022-05-27 00:00:00,MTA/USDT,0.2335,0.2335,0.21,0.221,25072.91628959276,5541.1145
1653523200000.0,2022-05-26 00:00:00,MTA/USDT,0.228,0.247,0.219,0.2335,19279.916488222698,4501.8605
1653436800000.0,2022-05-25 00:00:00,MTA/USDT,0.2555,0.267,0.228,0.228,10790.960526315788,2460.339
1653350400000.0,2022-05-24 00:00:00,MTA/USDT,0.267,0.2705,0.223,0.2555,39717.34442270058,10147.7815
1653264000000.0,2022-05-23 00:00:00,MTA/USDT,0.2515,0.2885,0.2455,0.267,181890.59737827713,48564.7895
1653177600000.0,2022-05-22 00:00:00,MTA/USDT,0.152,0.263,0.152,0.2515,630734.0397614314,158629.611
1653091200000.0,2022-05-21 00:00:00,MTA/USDT,0.1405,0.161,0.131,0.152,114975.06250000001,17476.2095
1653004800000.0,2022-05-20 00:00:00,MTA/USDT,0.1445,0.1545,0.1335,0.1405,27889.03914590747,3918.41
1652918400000.0,2022-05-19 00:00:00,MTA/USDT,0.135,0.1465,0.1345,0.1445,3981.968858131488,575.3945
1652832000000.0,2022-05-18 00:00:00,MTA/USDT,0.1635,0.173,0.133,0.135,83139.77407407407,11223.8695
1652745600000.0,2022-05-17 00:00:00,MTA/USDT,0.142,0.1665,0.1395,0.163,55809.74846625766,9096.989
1652659200000.0,2022-05-16 00:00:00,MTA/USDT,0.1515,0.1515,0.1365,0.142,33416.380281690144,4745.126
1652572800000.0,2022-05-15 00:00:00,MTA/USDT,0.134,0.156,0.134,0.1515,51135.706270627066,7747.0595
1652486400000.0,2022-05-14 00:00:00,MTA/USDT,0.144,0.145,0.1255,0.134,5897.078358208954,790.2085
1652400000000.0,2022-05-13 00:00:00,MTA/USDT,0.128,0.153,0.128,0.144,7973.729166666668,1148.217
1652313600000.0,2022-05-12 00:00:00,MTA/USDT,0.152,0.179,0.118,0.128,50213.7890625,6427.365
1652227200000.0,2022-05-11 00:00:00,MTA/USDT,0.1955,0.1975,0.135,0.152,61188.30263157895,9300.622
1652140800000.0,2022-05-10 00:00:00,MTA/USDT,0.2005,0.235,0.1845,0.1955,183612.3324808184,35896.211
1652054400000.0,2022-05-09 00:00:00,MTA/USDT,0.2415,0.243,0.1995,0.2005,22135.87780548628,4438.2435
1651968000000.0,2022-05-08 00:00:00,MTA/USDT,0.244,0.2685,0.2235,0.2415,27212.90890269151,6571.9175
1651881600000.0,2022-05-07 00:00:00,MTA/USDT,0.265,0.2665,0.23,0.244,36172.05532786885,8825.9815
1651795200000.0,2022-05-06 00:00:00,MTA/USDT,0.2975,0.3005,0.265,0.265,39016.8679245283,10339.47
1651708800000.0,2022-05-05 00:00:00,MTA/USDT,0.3565,0.3655,0.285,0.2975,59102.48235294118,17582.9885
1651622400000.0,2022-05-04 00:00:00,MTA/USDT,0.3265,0.3635,0.316,0.3565,26280.136044880786,9368.8685
1651536000000.0,2022-05-03 00:00:00,MTA/USDT,0.328,0.3385,0.325,0.3265,2050.301684532925,669.4235
1651449600000.0,2022-05-02 00:00:00,MTA/USDT,0.34,0.3445,0.3265,0.328,4476.128048780488,1468.17
1651363200000.0,2022-05-01 00:00:00,MTA/USDT,0.33,0.346,0.3245,0.34,1952.839705882353,663.9655
1651276800000.0,2022-04-30 00:00:00,MTA/USDT,0.3625,0.3685,0.324,0.33,10084.921212121211,3328.024
1651190400000.0,2022-04-29 00:00:00,MTA/USDT,0.389,0.3945,0.357,0.3625,4690.931034482759,1700.4625
1651104000000.0,2022-04-28 00:00:00,MTA/USDT,0.356,0.3905,0.356,0.389,8543.610539845758,3323.4645
1651017600000.0,2022-04-27 00:00:00,MTA/USDT,0.359,0.373,0.3555,0.356,15664.891853932586,5576.7015
1650931200000.0,2022-04-26 00:00:00,MTA/USDT,0.388,0.3945,0.359,0.359,12458.064066852367,4472.445
1650844800000.0,2022-04-25 00:00:00,MTA/USDT,0.3635,0.437,0.34,0.388,32704.894329896906,12689.499
1650758400000.0,2022-04-24 00:00:00,MTA/USDT,0.3605,0.3895,0.3535,0.3635,573136.2104539203,208335.0125
1650672000000.0,2022-04-23 00:00:00,MTA/USDT,0.3685,0.379,0.359,0.3605,151293.85020804437,54541.433
1650585600000.0,2022-04-22 00:00:00,MTA/USDT,0.3815,0.3845,0.3625,0.3685,5731.416553595658,2112.027
1650499200000.0,2022-04-21 00:00:00,MTA/USDT,0.4075,0.408,0.3715,0.3815,4126.007863695937,1574.072
1650412800000.0,2022-04-20 00:00:00,MTA/USDT,0.411,0.416,0.397,0.4075,6787.384049079755,2765.859
1650326400000.0,2022-04-19 00:00:00,MTA/USDT,0.412,0.4295,0.397,0.411,5674.700729927008,2332.302
1650240000000.0,2022-04-18 00:00:00,MTA/USDT,0.398,0.4145,0.3875,0.412,8851.563106796117,3646.844
1650153600000.0,2022-04-17 00:00:00,MTA/USDT,0.393,0.417,0.393,0.398,5155.481155778894,2051.8815
1650067200000.0,2022-04-16 00:00:00,MTA/USDT,0.4015,0.405,0.3855,0.393,5528.946564885497,2172.876
1649980800000.0,2022-04-15 00:00:00,MTA/USDT,0.4,0.408,0.3925,0.4015,13850.448318804481,5560.955
1649894400000.0,2022-04-14 00:00:00,MTA/USDT,0.4275,0.462,0.394,0.4,28835.0475,11534.019
1649808000000.0,2022-04-13 00:00:00,MTA/USDT,0.407,0.4275,0.395,0.4275,12163.99298245614,5200.107
1649721600000.0,2022-04-12 00:00:00,MTA/USDT,0.36,0.4375,0.353,0.407,66400.86855036856,27025.1535
1649635200000.0,2022-04-11 00:00:00,MTA/USDT,0.412,0.412,0.3575,0.36,26657.906944444443,9596.8465
1649548800000.0,2022-04-10 00:00:00,MTA/USDT,0.4235,0.4275,0.3975,0.412,6138.428398058252,2529.0325
1649462400000.0,2022-04-09 00:00:00,MTA/USDT,0.408,0.4275,0.4035,0.4235,7402.9208972845345,3135.137
1649376000000.0,2022-04-08 00:00:00,MTA/USDT,0.392,0.455,0.391,0.408,19830.258578431374,8090.7455
1649289600000.0,2022-04-07 00:00:00,MTA/USDT,0.39,0.3945,0.3645,0.392,3657.9311224489797,1433.909
1649203200000.0,2022-04-06 00:00:00,MTA/USDT,0.4165,0.4185,0.389,0.39,26470.05769230769,10323.3225
1649116800000.0,2022-04-05 00:00:00,MTA/USDT,0.462,0.463,0.4165,0.4165,8962.242496998799,3732.774
1649030400000.0,2022-04-04 00:00:00,MTA/USDT,0.463,0.471,0.4195,0.462,26394.983766233767,12194.4825
1648944000000.0,2022-04-03 00:00:00,MTA/USDT,0.449,0.465,0.4335,0.463,3355.4481641468683,1553.5725
1648857600000.0,2022-04-02 00:00:00,MTA/USDT,0.451,0.5025,0.426,0.449,32363.35412026726,14531.146
1648771200000.0,2022-04-01 00:00:00,MTA/USDT,0.4305,0.456,0.4185,0.451,8944.40465631929,4033.9265
1648684800000.0,2022-03-31 00:00:00,MTA/USDT,0.445,0.5235,0.427,0.4305,48841.45528455285,21026.2465
1648598400000.0,2022-03-30 00:00:00,MTA/USDT,0.442,0.471,0.4345,0.445,16717.385393258428,7439.2365
1648512000000.0,2022-03-29 00:00:00,MTA/USDT,0.453,0.4545,0.4205,0.442,55461.07918552036,24513.797
1648425600000.0,2022-03-28 00:00:00,MTA/USDT,0.4255,0.475,0.4195,0.453,26211.511037527594,11873.8145
1648339200000.0,2022-03-27 00:00:00,MTA/USDT,0.414,0.434,0.408,0.4255,19934.286721504115,8482.039
1648252800000.0,2022-03-26 00:00:00,MTA/USDT,0.42,0.437,0.402,0.414,20740.375603864733,8586.5155
1648166400000.0,2022-03-25 00:00:00,MTA/USDT,0.432,0.454,0.4145,0.42,19754.992857142857,8297.097
1648080000000.0,2022-03-24 00:00:00,MTA/USDT,0.4455,0.4485,0.4145,0.432,19105.644675925923,8253.6385
1647993600000.0,2022-03-23 00:00:00,MTA/USDT,0.4385,0.4545,0.419,0.4455,11813.967452300787,5263.1225
1647907200000.0,2022-03-22 00:00:00,MTA/USDT,0.4155,0.454,0.415,0.4385,14653.81755986317,6425.699
1647820800000.0,2022-03-21 00:00:00,MTA/USDT,0.4065,0.4545,0.401,0.4155,9576.637785800242,3979.093
1647734400000.0,2022-03-20 00:00:00,MTA/USDT,0.4225,0.4295,0.392,0.4065,7372.163591635917,2996.7845
1647648000000.0,2022-03-19 00:00:00,MTA/USDT,0.4125,0.4525,0.4125,0.4225,42452.984615384616,17936.386
1647561600000.0,2022-03-18 00:00:00,MTA/USDT,0.405,0.4255,0.3775,0.4125,22959.2896969697,9470.707
1647475200000.0,2022-03-17 00:00:00,MTA/USDT,0.3625,0.406,0.3625,0.405,22748.395061728395,9213.1
1647388800000.0,2022-03-16 00:00:00,MTA/USDT,0.375,0.391,0.3625,0.3625,39417.03724137931,14288.676
1647302400000.0,2022-03-15 00:00:00,MTA/USDT,0.344,0.375,0.326,0.375,37731.53333333333,14149.325
1647216000000.0,2022-03-14 00:00:00,MTA/USDT,0.365,0.3705,0.32,0.344,31636.22383720931,10882.861
1647129600000.0,2022-03-13 00:00:00,MTA/USDT,0.358,0.3845,0.3535,0.365,58684.013698630144,21419.665
1647043200000.0,2022-03-12 00:00:00,MTA/USDT,0.3695,0.371,0.3365,0.358,8605.653631284917,3080.824
1646956800000.0,2022-03-11 00:00:00,MTA/USDT,0.3955,0.3955,0.3545,0.3695,55595.285520974285,20542.458
1646870400000.0,2022-03-10 00:00:00,MTA/USDT,0.424,0.4245,0.376,0.3955,10519.676359039191,4160.532
1646784000000.0,2022-03-09 00:00:00,MTA/USDT,0.392,0.4275,0.391,0.424,6821.454009433963,2892.2965
1646697600000.0,2022-03-08 00:00:00,MTA/USDT,0.387,0.403,0.385,0.392,12535.614795918367,4913.961
1646611200000.0,2022-03-07 00:00:00,MTA/USDT,0.4205,0.4335,0.3585,0.387,47387.29457364341,18338.883
1646524800000.0,2022-03-06 00:00:00,MTA/USDT,0.4755,0.478,0.4175,0.4205,16995.24375743163,7146.5
1646438400000.0,2022-03-05 00:00:00,MTA/USDT,0.4815,0.4955,0.4485,0.4755,16902.08832807571,8036.943
1646352000000.0,2022-03-04 00:00:00,MTA/USDT,0.5365,0.54,0.481,0.4815,7879.95119418484,3794.1965
1646265600000.0,2022-03-03 00:00:00,MTA/USDT,0.557,0.5685,0.52,0.5365,4216.879776328053,2262.356
1646179200000.0,2022-03-02 00:00:00,MTA/USDT,0.585,0.6015,0.538,0.557,30314.256732495513,16885.041
1646092800000.0,2022-03-01 00:00:00,MTA/USDT,0.6025,0.634,0.556,0.585,26308.94188034188,15390.731
1646006400000.0,2022-02-28 00:00:00,MTA/USDT,0.578,0.618,0.519,0.6025,20424.526970954357,12305.7775
1645920000000.0,2022-02-27 00:00:00,MTA/USDT,0.615,0.615,0.576,0.578,6729.894463667821,3889.879
1645833600000.0,2022-02-26 00:00:00,MTA/USDT,0.6245,0.634,0.607,0.615,8305.708943089432,5108.011
1645747200000.0,2022-02-25 00:00:00,MTA/USDT,0.5755,0.6245,0.5665,0.6245,15421.480384307444,9630.7145
1645660800000.0,2022-02-24 00:00:00,MTA/USDT,0.638,0.639,0.5195,0.575,45378.65652173913,26092.7275
1645574400000.0,2022-02-23 00:00:00,MTA/USDT,0.6315,0.673,0.629,0.638,13540.786050156741,8639.0215
1645488000000.0,2022-02-22 00:00:00,MTA/USDT,0.6445,0.647,0.616,0.6315,5207.3847980997625,3288.4635
1645401600000.0,2022-02-21 00:00:00,MTA/USDT,0.6535,0.694,0.6435,0.6445,23971.90380139643,15449.892
1645315200000.0,2022-02-20 00:00:00,MTA/USDT,0.6655,0.669,0.6425,0.6535,14724.614384085693,9622.5355
1645228800000.0,2022-02-19 00:00:00,MTA/USDT,0.6625,0.8125,0.544,0.6655,45953.93313298272,30582.3425
1645142400000.0,2022-02-18 00:00:00,MTA/USDT,0.703,0.708,0.656,0.6625,10479.890566037735,6942.9275
1645056000000.0,2022-02-17 00:00:00,MTA/USDT,0.688,0.788,0.687,0.703,118632.73115220484,83398.81
1644969600000.0,2022-02-16 00:00:00,MTA/USDT,0.649,0.721,0.606,0.6875,88664.37236363637,60956.756
1644883200000.0,2022-02-15 00:00:00,MTA/USDT,0.614,0.6875,0.6095,0.649,20836.602465331278,13522.955
1644796800000.0,2022-02-14 00:00:00,MTA/USDT,0.6105,0.648,0.5975,0.614,28799.265472312705,17682.749
1644710400000.0,2022-02-13 00:00:00,MTA/USDT,0.63,0.63,0.609,0.6105,7899.692874692874,4822.7625
1644624000000.0,2022-02-12 00:00:00,MTA/USDT,0.618,0.642,0.608,0.63,41632.44365079365,26228.4395
1644537600000.0,2022-02-11 00:00:00,MTA/USDT,0.6605,0.6775,0.605,0.618,38645.47896440129,23882.906
1644451200000.0,2022-02-10 00:00:00,MTA/USDT,0.746,0.7505,0.657,0.6605,61808.51778955337,40824.526
1644364800000.0,2022-02-09 00:00:00,MTA/USDT,0.7255,0.7545,0.705,0.746,6181.675603217158,4611.53
1644278400000.0,2022-02-08 00:00:00,MTA/USDT,0.758,0.777,0.706,0.7255,7083.728463128876,5139.245
1644192000000.0,2022-02-07 00:00:00,MTA/USDT,0.7255,0.784,0.721,0.758,24821.390501319263,18814.614
1644105600000.0,2022-02-06 00:00:00,MTA/USDT,0.733,0.7405,0.711,0.7255,1863.8090971743625,1352.1935
1644019200000.0,2022-02-05 00:00:00,MTA/USDT,0.7855,0.792,0.7245,0.733,22797.86766712142,16710.837
1643932800000.0,2022-02-04 00:00:00,MTA/USDT,0.666,0.862,0.6455,0.7855,77967.77339274347,61243.686
1643846400000.0,2022-02-03 00:00:00,MTA/USDT,0.635,0.6665,0.618,0.666,23772.583333333332,15832.5405
1643760000000.0,2022-02-02 00:00:00,MTA/USDT,0.664,0.664,0.606,0.635,22255.511023622046,14132.2495
1643673600000.0,2022-02-01 00:00:00,MTA/USDT,0.6945,0.699,0.6545,0.664,3218.9570783132526,2137.3875
