https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume COMP,Volume USDT
1663257600000.0,2022-09-15 16:00:00,COMP/USDT,57.7,58.36,56.52,56.65,96.01785016769638,5439.411212
1663254000000.0,2022-09-15 15:00:00,COMP/USDT,54.96,57.76,54.96,57.7,51.68806987868284,2982.401632
1663250400000.0,2022-09-15 14:00:00,COMP/USDT,55.25,55.74,54.32,54.96,164.35985329330424,9033.217537
1663246800000.0,2022-09-15 13:00:00,COMP/USDT,54.63,55.29,54.35,55.25,19.854290678733033,1096.94956
1663243200000.0,2022-09-15 12:00:00,COMP/USDT,54.28,54.63,54.06,54.63,43.136309115870404,2356.536567
1663239600000.0,2022-09-15 11:00:00,COMP/USDT,54.98,55.09,53.17,54.28,272.95387212601327,14815.936179
1663236000000.0,2022-09-15 10:00:00,COMP/USDT,55.83,56.11,54.89,54.98,4.9430349763550385,271.768063
1663232400000.0,2022-09-15 09:00:00,COMP/USDT,56.47,56.72,55.78,55.83,20.671938223177506,1154.114311
1663228800000.0,2022-09-15 08:00:00,COMP/USDT,57.61,57.65,56.26,56.47,37.43245983708163,2113.811007
1663225200000.0,2022-09-15 07:00:00,COMP/USDT,57.37,58.47,57.29,57.61,163.81087545565006,9437.144535
1663221600000.0,2022-09-15 06:00:00,COMP/USDT,56.51,57.49,55.23,57.37,80.477372738365,4616.986874
1663218000000.0,2022-09-15 05:00:00,COMP/USDT,56.42,56.64,55.82,56.51,64.72157264201027,3657.41607
1663214400000.0,2022-09-15 04:00:00,COMP/USDT,55.53,56.56,55.44,56.42,9.352662034739454,527.677192
1663210800000.0,2022-09-15 03:00:00,COMP/USDT,56.11,56.3,55.13,55.53,22.199787124077076,1232.754179
1663207200000.0,2022-09-15 02:00:00,COMP/USDT,57.05,57.05,55.66,56.11,39.90815371591517,2239.246505
1663203600000.0,2022-09-15 01:00:00,COMP/USDT,57.1,57.79,56.49,57.05,45.35840373356705,2587.696933
1663200000000.0,2022-09-15 00:00:00,COMP/USDT,59.82,60.11,57.1,57.1,142.5756088966725,8141.067268
1663196400000.0,2022-09-14 23:00:00,COMP/USDT,60.91,61.6,59.55,59.82,86.44801404212637,5171.3202
1663192800000.0,2022-09-14 22:00:00,COMP/USDT,57.82,61.9,57.71,60.91,168.70280101789527,10275.68761
1663189200000.0,2022-09-14 21:00:00,COMP/USDT,55.79,57.82,55.07,57.82,152.10994114493255,8794.996797
1663185600000.0,2022-09-14 20:00:00,COMP/USDT,54.28,55.8,54.16,55.79,68.47365665889944,3820.145305
1663182000000.0,2022-09-14 19:00:00,COMP/USDT,53.87,54.51,53.63,54.28,61.03404053058217,3312.92772
1663178400000.0,2022-09-14 18:00:00,COMP/USDT,53.75,54.16,52.65,53.87,10.53572454056061,567.559481
1663174800000.0,2022-09-14 17:00:00,COMP/USDT,53.62,54.37,53.6,53.75,51.0482231627907,2743.841995
1663171200000.0,2022-09-14 16:00:00,COMP/USDT,54.34,54.34,53.56,53.62,2.0447490861618802,109.639446
1663167600000.0,2022-09-14 15:00:00,COMP/USDT,53.93,55.0,53.93,54.34,81.44659976076555,4425.808231
1663164000000.0,2022-09-14 14:00:00,COMP/USDT,53.87,54.16,53.5,53.93,1.1053426664194326,59.61113
1663160400000.0,2022-09-14 13:00:00,COMP/USDT,54.03,54.71,53.2,53.87,9.399364804158159,506.343782
1663156800000.0,2022-09-14 12:00:00,COMP/USDT,52.69,54.16,52.28,54.03,21.650637386637055,1169.783938
1663153200000.0,2022-09-14 11:00:00,COMP/USDT,53.05,53.05,52.48,52.68,1.343682668944571,70.785203
1663149600000.0,2022-09-14 10:00:00,COMP/USDT,52.99,53.08,52.88,53.05,0.44308622054665414,23.505724
1663146000000.0,2022-09-14 09:00:00,COMP/USDT,52.85,53.08,52.55,52.99,70.04540692583507,3711.706113
1663142400000.0,2022-09-14 08:00:00,COMP/USDT,52.22,53.19,51.93,52.85,297.8937778051088,15743.686157
1663138800000.0,2022-09-14 07:00:00,COMP/USDT,52.28,52.83,51.72,52.22,275.21456296438146,14371.704478
1663135200000.0,2022-09-14 06:00:00,COMP/USDT,52.54,52.66,52.14,52.28,111.37443900153023,5822.655671
1663131600000.0,2022-09-14 05:00:00,COMP/USDT,52.73,52.82,52.37,52.54,202.2965920060906,10628.662944
1663128000000.0,2022-09-14 04:00:00,COMP/USDT,52.79,52.87,52.38,52.73,46.319499241418555,2442.427195
1663124400000.0,2022-09-14 03:00:00,COMP/USDT,53.17,53.21,52.72,52.79,10.469413771547641,552.680353
1663120800000.0,2022-09-14 02:00:00,COMP/USDT,53.64,53.69,52.99,53.17,6.0271730487116795,320.464791
1663117200000.0,2022-09-14 01:00:00,COMP/USDT,54.33,54.41,53.21,53.64,40.165102591349736,2154.456103
1663113600000.0,2022-09-14 00:00:00,COMP/USDT,54.41,54.64,53.6,54.33,10.94874542609976,594.845339
1663110000000.0,2022-09-13 23:00:00,COMP/USDT,54.68,54.73,54.14,54.41,38.48348270538504,2093.886294
1663106400000.0,2022-09-13 22:00:00,COMP/USDT,55.37,55.37,54.56,54.68,38.75110607168983,2118.91048
1663102800000.0,2022-09-13 21:00:00,COMP/USDT,55.3,55.78,54.95,55.37,54.207453025103845,3001.466674
1663099200000.0,2022-09-13 20:00:00,COMP/USDT,55.08,56.55,54.91,55.3,273.3827754972875,15118.067485
1663095600000.0,2022-09-13 19:00:00,COMP/USDT,53.78,55.36,53.43,55.08,121.86056230936819,6712.079772
1663092000000.0,2022-09-13 18:00:00,COMP/USDT,53.41,54.7,53.32,53.78,140.90191084046114,7577.704765
1663088400000.0,2022-09-13 17:00:00,COMP/USDT,52.04,53.45,51.92,53.41,144.9809028646321,7743.430022
1663084800000.0,2022-09-13 16:00:00,COMP/USDT,52.14,52.46,51.7,52.04,13.849208435818602,720.712807
1663081200000.0,2022-09-13 15:00:00,COMP/USDT,52.27,52.63,52.02,52.14,38.924019850402765,2029.498395
1663077600000.0,2022-09-13 14:00:00,COMP/USDT,53.19,53.26,51.92,52.27,45.36038431222498,2370.987288
1663074000000.0,2022-09-13 13:00:00,COMP/USDT,53.87,53.87,52.9,53.19,59.98088606880993,3190.38333
1663070400000.0,2022-09-13 12:00:00,COMP/USDT,56.55,57.64,53.7,53.87,288.1283054947095,15521.471817
1663066800000.0,2022-09-13 11:00:00,COMP/USDT,56.28,56.7,56.24,56.55,27.050058267020336,1529.680795
1663063200000.0,2022-09-13 10:00:00,COMP/USDT,56.15,56.39,55.69,56.28,119.69834829424308,6736.623042
1663059600000.0,2022-09-13 09:00:00,COMP/USDT,56.49,56.84,56.02,56.15,13.458223187889581,755.679232
1663056000000.0,2022-09-13 08:00:00,COMP/USDT,57.03,57.03,56.34,56.49,10.850869428217383,612.965614
1663052400000.0,2022-09-13 07:00:00,COMP/USDT,55.6,57.48,55.56,57.03,58.935975486586,3361.118682
1663048800000.0,2022-09-13 06:00:00,COMP/USDT,55.62,56.1,55.47,55.6,0.9379350899280575,52.149191
1663045200000.0,2022-09-13 05:00:00,COMP/USDT,55.54,55.97,55.49,55.62,36.475360571736786,2028.759555
1663041600000.0,2022-09-13 04:00:00,COMP/USDT,55.86,56.08,55.49,55.54,13.78797257832193,765.783997
1663038000000.0,2022-09-13 03:00:00,COMP/USDT,55.79,56.01,55.08,55.87,3.999939162341149,223.476601
1663034400000.0,2022-09-13 02:00:00,COMP/USDT,53.83,55.79,53.49,55.79,896.3152528947841,50005.427959
1663030800000.0,2022-09-13 01:00:00,COMP/USDT,54.09,54.09,53.38,53.83,1.1034912502322125,59.400934
1663027200000.0,2022-09-13 00:00:00,COMP/USDT,54.92,54.97,53.57,54.09,10.658315677574413,576.508295
1663023600000.0,2022-09-12 23:00:00,COMP/USDT,54.57,54.92,54.45,54.92,152.58284178805536,8379.849671
1663020000000.0,2022-09-12 22:00:00,COMP/USDT,54.52,54.63,54.29,54.57,0.1532782481216786,8.364394
1663016400000.0,2022-09-12 21:00:00,COMP/USDT,54.76,54.76,54.33,54.52,0.782191177549523,42.645063
1663012800000.0,2022-09-12 20:00:00,COMP/USDT,54.73,54.97,54.62,54.76,72.6007357377648,3975.616289
1663009200000.0,2022-09-12 19:00:00,COMP/USDT,54.63,54.86,54.56,54.73,3.7117570436689205,203.144463
1663005600000.0,2022-09-12 18:00:00,COMP/USDT,54.44,54.73,54.09,54.63,141.6887112941607,7740.454298
1663002000000.0,2022-09-12 17:00:00,COMP/USDT,53.68,54.44,53.56,54.44,32.80356114988979,1785.825869
1662998400000.0,2022-09-12 16:00:00,COMP/USDT,53.99,54.05,52.82,53.68,257.361199795082,13815.149205
1662994800000.0,2022-09-12 15:00:00,COMP/USDT,55.09,55.11,53.81,53.99,283.6647052972773,15315.057439
1662991200000.0,2022-09-12 14:00:00,COMP/USDT,55.31,55.33,54.75,55.09,210.72821107278997,11609.017148
1662987600000.0,2022-09-12 13:00:00,COMP/USDT,55.36,55.45,54.76,55.31,187.63711142650516,10378.208633
1662984000000.0,2022-09-12 12:00:00,COMP/USDT,55.52,55.6,55.26,55.36,32.13805202312139,1779.16256
1662980400000.0,2022-09-12 11:00:00,COMP/USDT,55.81,56.08,55.23,55.52,10.911465021613832,605.804538
1662976800000.0,2022-09-12 10:00:00,COMP/USDT,55.52,56.0,55.04,55.81,96.1912469808278,5368.433494
1662973200000.0,2022-09-12 09:00:00,COMP/USDT,55.68,55.71,55.21,55.52,3.3368302053314123,185.260813
1662969600000.0,2022-09-12 08:00:00,COMP/USDT,55.06,55.78,54.84,55.68,146.3246193426724,8147.354805
1662966000000.0,2022-09-12 07:00:00,COMP/USDT,54.86,55.42,54.79,55.06,282.8058840355975,15571.291975
1662962400000.0,2022-09-12 06:00:00,COMP/USDT,54.94,55.0,54.77,54.86,274.7169986146555,15070.974544
1662958800000.0,2022-09-12 05:00:00,COMP/USDT,55.04,55.18,54.86,54.94,489.48449949035313,26892.278402
1662955200000.0,2022-09-12 04:00:00,COMP/USDT,54.85,55.22,54.77,55.04,1048.684142460029,57719.575201
1662951600000.0,2022-09-12 03:00:00,COMP/USDT,55.16,55.52,54.37,54.85,630.3048141476755,34572.219056
1662948000000.0,2022-09-12 02:00:00,COMP/USDT,56.33,56.43,54.92,55.16,116.5414598803481,6428.426927
1662944400000.0,2022-09-12 01:00:00,COMP/USDT,54.57,56.64,54.14,56.33,66.7281336055388,3758.795766
1662940800000.0,2022-09-12 00:00:00,COMP/USDT,55.85,55.88,54.56,54.57,414.89629389774603,22640.890758
1662937200000.0,2022-09-11 23:00:00,COMP/USDT,55.5,55.88,55.19,55.85,3.4874729991047446,194.775367
1662933600000.0,2022-09-11 22:00:00,COMP/USDT,55.23,55.79,55.11,55.5,8.860802882882883,491.77456
1662930000000.0,2022-09-11 21:00:00,COMP/USDT,56.16,56.22,54.91,55.23,145.65896165127648,8044.744452
1662926400000.0,2022-09-11 20:00:00,COMP/USDT,56.3,56.62,55.67,56.16,195.688847738604,10989.885689
1662922800000.0,2022-09-11 19:00:00,COMP/USDT,56.23,56.5,56.15,56.3,10.30895191829485,580.393993
1662919200000.0,2022-09-11 18:00:00,COMP/USDT,56.68,56.81,56.21,56.23,23.519884847945935,1322.523125
1662915600000.0,2022-09-11 17:00:00,COMP/USDT,56.63,56.92,56.44,56.68,57.32414474241355,3249.132524
1662912000000.0,2022-09-11 16:00:00,COMP/USDT,56.32,56.81,56.13,56.63,72.60439719230091,4111.587013
1662908400000.0,2022-09-11 15:00:00,COMP/USDT,55.94,56.55,55.94,56.32,1.9437198863636362,109.470304
1662904800000.0,2022-09-11 14:00:00,COMP/USDT,55.95,56.22,55.94,55.94,3.263277279227744,182.547731
1662901200000.0,2022-09-11 13:00:00,COMP/USDT,56.31,56.31,55.84,55.95,2.5748097944593384,144.060608
1662897600000.0,2022-09-11 12:00:00,COMP/USDT,55.84,56.36,55.45,56.31,66.38289350026638,3738.020733
1662894000000.0,2022-09-11 11:00:00,COMP/USDT,55.58,56.02,55.52,55.84,53.09009016833811,2964.550635
1662890400000.0,2022-09-11 10:00:00,COMP/USDT,55.56,55.78,55.47,55.58,0.6253505937387549,34.756986
1662886800000.0,2022-09-11 09:00:00,COMP/USDT,55.82,56.04,55.49,55.56,3.4543716522678185,191.924889
1662883200000.0,2022-09-11 08:00:00,COMP/USDT,56.08,56.34,55.62,55.82,13.630181386599785,760.836725
1662879600000.0,2022-09-11 07:00:00,COMP/USDT,54.4,57.0,54.36,56.08,167.39115331669046,9387.295878
1662876000000.0,2022-09-11 06:00:00,COMP/USDT,54.88,54.99,53.99,54.4,52.99346959558824,2882.844746
1662872400000.0,2022-09-11 05:00:00,COMP/USDT,54.51,55.12,54.48,54.88,86.1026168913994,4725.311615
1662868800000.0,2022-09-11 04:00:00,COMP/USDT,54.76,55.04,54.48,54.51,93.62479944964227,5103.487818
1662865200000.0,2022-09-11 03:00:00,COMP/USDT,54.43,54.8,54.28,54.76,54.7060088020453,2995.701042
1662861600000.0,2022-09-11 02:00:00,COMP/USDT,54.66,54.92,54.14,54.43,111.47338047032886,6067.496099
1662858000000.0,2022-09-11 01:00:00,COMP/USDT,54.7,55.33,54.63,54.66,120.67181692279547,6595.921513
1662854400000.0,2022-09-11 00:00:00,COMP/USDT,54.12,54.94,54.12,54.7,188.3331061608775,10301.820907
1662850800000.0,2022-09-10 23:00:00,COMP/USDT,54.54,54.72,54.1,54.12,0.8159836474501109,44.161035
1662847200000.0,2022-09-10 22:00:00,COMP/USDT,53.8,54.69,53.8,54.54,33.06909959662633,1803.588692
1662843600000.0,2022-09-10 21:00:00,COMP/USDT,53.61,54.16,53.41,53.8,35.28928827137547,1898.563709
1662840000000.0,2022-09-10 20:00:00,COMP/USDT,53.21,53.61,53.06,53.61,6.596148349188584,353.619513
1662836400000.0,2022-09-10 19:00:00,COMP/USDT,53.35,53.43,53.19,53.21,31.584780661529788,1680.626179
1662832800000.0,2022-09-10 18:00:00,COMP/USDT,52.79,53.35,52.79,53.35,3.153798313027179,168.25514
1662829200000.0,2022-09-10 17:00:00,COMP/USDT,53.05,53.05,52.74,52.79,1.2944906800530402,68.336163
1662825600000.0,2022-09-10 16:00:00,COMP/USDT,52.89,53.17,52.65,53.05,23.46422299717248,1244.77703
1662822000000.0,2022-09-10 15:00:00,COMP/USDT,53.02,53.22,52.83,52.89,25.019609188882583,1323.28713
1662818400000.0,2022-09-10 14:00:00,COMP/USDT,53.04,53.29,52.82,53.02,63.91920563938136,3388.996283
1662814800000.0,2022-09-10 13:00:00,COMP/USDT,53.61,53.79,52.82,53.04,19.297779656862744,1023.554233
1662811200000.0,2022-09-10 12:00:00,COMP/USDT,53.4,53.84,53.07,53.61,43.143996362618914,2312.949645
1662807600000.0,2022-09-10 11:00:00,COMP/USDT,53.5,53.54,53.4,53.4,2.346721647940075,125.314936
1662804000000.0,2022-09-10 10:00:00,COMP/USDT,53.72,53.72,53.33,53.5,10.417148373831777,557.317438
1662800400000.0,2022-09-10 09:00:00,COMP/USDT,53.33,53.74,53.33,53.72,1.7957780714817575,96.469198
1662796800000.0,2022-09-10 08:00:00,COMP/USDT,52.71,53.76,52.71,53.33,57.87292237014814,3086.36295
1662793200000.0,2022-09-10 07:00:00,COMP/USDT,54.01,54.2,52.57,52.71,5.436836805160311,286.575668
1662789600000.0,2022-09-10 06:00:00,COMP/USDT,53.22,54.36,53.15,54.01,55.369515497130166,2990.507532
1662786000000.0,2022-09-10 05:00:00,COMP/USDT,52.99,53.3,52.99,53.22,1.725227508455468,91.816608
1662782400000.0,2022-09-10 04:00:00,COMP/USDT,53.33,53.81,52.84,52.99,10.680135176448387,565.940363
1662778800000.0,2022-09-10 03:00:00,COMP/USDT,53.52,53.7,53.33,53.33,1.9932751734483407,106.301365
1662775200000.0,2022-09-10 02:00:00,COMP/USDT,52.93,53.55,52.93,53.52,53.93716081838565,2886.716847
1662771600000.0,2022-09-10 01:00:00,COMP/USDT,53.12,53.51,52.89,52.93,6.4949092764027965,343.775548
1662768000000.0,2022-09-10 00:00:00,COMP/USDT,52.63,53.12,52.48,53.12,82.02333313253013,4357.079456
1662764400000.0,2022-09-09 23:00:00,COMP/USDT,52.18,52.99,51.98,52.63,160.80202608778262,8463.010633
1662760800000.0,2022-09-09 22:00:00,COMP/USDT,52.35,52.76,52.18,52.18,117.73742589114603,6143.538883
1662757200000.0,2022-09-09 21:00:00,COMP/USDT,52.25,52.5,52.24,52.35,1.6311254059216809,85.389415
1662753600000.0,2022-09-09 20:00:00,COMP/USDT,52.03,52.4,51.91,52.25,154.78793885167465,8087.669805
1662750000000.0,2022-09-09 19:00:00,COMP/USDT,51.43,52.03,51.34,52.03,3.602950182586969,187.461498
1662746400000.0,2022-09-09 18:00:00,COMP/USDT,50.86,51.45,50.74,51.43,11.173215127357574,574.638454
1662742800000.0,2022-09-09 17:00:00,COMP/USDT,51.29,51.35,50.85,50.86,91.2101042272906,4638.945901
1662739200000.0,2022-09-09 16:00:00,COMP/USDT,51.0,51.31,50.55,51.29,2.0798676155195945,106.67641
1662735600000.0,2022-09-09 15:00:00,COMP/USDT,51.51,51.52,50.85,51.0,37.787200078431376,1927.147204
1662732000000.0,2022-09-09 14:00:00,COMP/USDT,51.52,51.6,51.12,51.51,63.35489081731703,3263.410426
1662728400000.0,2022-09-09 13:00:00,COMP/USDT,51.3,51.52,50.76,51.52,10.611120865683228,546.684947
1662724800000.0,2022-09-09 12:00:00,COMP/USDT,50.6,52.49,50.59,51.3,45.36659068226121,2327.306102
1662721200000.0,2022-09-09 11:00:00,COMP/USDT,50.69,50.82,50.42,50.6,41.51418193675889,2100.617606
1662717600000.0,2022-09-09 10:00:00,COMP/USDT,50.76,50.85,50.23,50.69,8.001934878674296,405.618079
1662714000000.0,2022-09-09 09:00:00,COMP/USDT,51.22,51.28,50.66,50.76,28.687941016548468,1456.199886
1662710400000.0,2022-09-09 08:00:00,COMP/USDT,50.72,51.4,50.72,51.22,92.81552713783678,4754.0113
1662706800000.0,2022-09-09 07:00:00,COMP/USDT,50.87,50.87,50.53,50.72,28.963569262618297,1469.032233
1662703200000.0,2022-09-09 06:00:00,COMP/USDT,50.61,51.0,50.23,50.87,76.94707511303324,3914.297711
1662699600000.0,2022-09-09 05:00:00,COMP/USDT,50.75,50.76,50.49,50.61,49.40049446749654,2500.159025
