https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ENJ,Volume USDT
1659139200,2022-07-30 00:00:00,ENJ/USDT,0.6037,0.7067,0.6006,0.629,3497705.66721211,2258913.279355634722
1659052800,2022-07-29 00:00:00,ENJ/USDT,0.6119,0.6336,0.5898,0.6031,1588795.00057758,974676.337023971433
1658966400,2022-07-28 00:00:00,ENJ/USDT,0.5972,0.6349,0.5731,0.612,1920325.38499097,1160513.381154237674
1658880000,2022-07-27 00:00:00,ENJ/USDT,0.554,0.5973,0.5333,0.5973,1156722.59377484,653939.710336463728
1658793600,2022-07-26 00:00:00,ENJ/USDT,0.5301,0.5559,0.5182,0.5543,949700.47054822,506387.336140961275
1658707200,2022-07-25 00:00:00,ENJ/USDT,0.5848,0.5882,0.5283,0.529,1359040.32474888,755868.503153026969
1658620800,2022-07-24 00:00:00,ENJ/USDT,0.5935,0.6058,0.5823,0.5844,761581.40053254,451319.113212150279
1658534400,2022-07-23 00:00:00,ENJ/USDT,0.5919,0.6149,0.5719,0.5933,1143936.20652861,677908.321435921929
1658448000,2022-07-22 00:00:00,ENJ/USDT,0.6157,0.6362,0.5837,0.5917,1076240.78215757,660989.03467347389
1658361600,2022-07-21 00:00:00,ENJ/USDT,0.5947,0.6259,0.5713,0.6151,1793751.25102758,1081078.918538645791
1658275200,2022-07-20 00:00:00,ENJ/USDT,0.624,0.6801,0.584,0.5948,3445152.98125086,2156905.25903927359
1658188800,2022-07-19 00:00:00,ENJ/USDT,0.5714,0.635,0.5484,0.6242,3555369.46224945,2080777.575995604335
1658102400,2022-07-18 00:00:00,ENJ/USDT,0.4981,0.5768,0.4976,0.5709,2593958.9536527,1429049.401363770491
1658016000,2022-07-17 00:00:00,ENJ/USDT,0.5149,0.525,0.4969,0.4977,938760.93069359,479687.363773465942
1657929600,2022-07-16 00:00:00,ENJ/USDT,0.5022,0.5181,0.4872,0.5149,981400.76660027,496471.285086118801
1657843200,2022-07-15 00:00:00,ENJ/USDT,0.5021,0.5154,0.496,0.5024,881651.44647224,445929.006267569701
1657756800,2022-07-14 00:00:00,ENJ/USDT,0.4847,0.5051,0.4638,0.5017,1022166.52227358,494813.045499323671
1657670400,2022-07-13 00:00:00,ENJ/USDT,0.4633,0.4864,0.4423,0.4842,1157746.8635275,539911.752140459168
1657584000,2022-07-12 00:00:00,ENJ/USDT,0.4794,0.4913,0.4617,0.4627,999839.93744901,479556.931139843688
1657497600,2022-07-11 00:00:00,ENJ/USDT,0.5261,0.53,0.4716,0.4792,1378432.20680971,694296.656178802233
1657411200,2022-07-10 00:00:00,ENJ/USDT,0.5563,0.5565,0.5203,0.5258,617218.01589698,331722.640550911695
1657324800,2022-07-09 00:00:00,ENJ/USDT,0.5339,0.566,0.5331,0.5561,1049362.91993503,580170.41775750158
1657238400,2022-07-08 00:00:00,ENJ/USDT,0.5549,0.565,0.5257,0.5339,1022181.88124617,554456.814235264419
1657152000,2022-07-07 00:00:00,ENJ/USDT,0.5401,0.5686,0.5361,0.5541,1717135.65906376,945765.18670791681
1657065600,2022-07-06 00:00:00,ENJ/USDT,0.5378,0.5473,0.5204,0.54,1309380.7214932,701118.134215736553
1656979200,2022-07-05 00:00:00,ENJ/USDT,0.5196,0.5707,0.5178,0.5385,2442550.36602277,1322632.81794031952
1656892800,2022-07-04 00:00:00,ENJ/USDT,0.4794,0.5224,0.4677,0.5182,1325165.37675086,657497.192429602432
1656806400,2022-07-03 00:00:00,ENJ/USDT,0.4773,0.4857,0.4611,0.4798,787455.40135766,372783.718866478982
1656720000,2022-07-02 00:00:00,ENJ/USDT,0.4795,0.4908,0.4571,0.4763,906787.50773267,428529.739437989711
1656633600,2022-07-01 00:00:00,ENJ/USDT,0.5089,0.5219,0.4731,0.4794,1046503.06786788,513268.274514064
1656547200,2022-06-30 00:00:00,ENJ/USDT,0.5227,0.5261,0.463,0.5082,1470729.42634745,714909.246962095183
1656460800,2022-06-29 00:00:00,ENJ/USDT,0.5322,0.5419,0.5095,0.5227,1456388.44438744,764063.425977294919
1656374400,2022-06-28 00:00:00,ENJ/USDT,0.5721,0.5955,0.5238,0.5323,1491240.59820527,846195.45612516783
1656288000,2022-06-27 00:00:00,ENJ/USDT,0.5496,0.614,0.5452,0.5724,2366104.3929872,1385586.299130089717
1656201600,2022-06-26 00:00:00,ENJ/USDT,0.5853,0.6041,0.5462,0.5495,1771812.96747481,1032050.38024083179
1656115200,2022-06-25 00:00:00,ENJ/USDT,0.5439,0.6224,0.5321,0.5851,2507354.28918231,1445736.095883978087
1656028800,2022-06-24 00:00:00,ENJ/USDT,0.5226,0.5554,0.514,0.5433,1474597.11965002,786152.179742461685
1655942400,2022-06-23 00:00:00,ENJ/USDT,0.4644,0.5407,0.4625,0.5224,2180299.15982617,1113893.252439294193
1655856000,2022-06-22 00:00:00,ENJ/USDT,0.469,0.4859,0.4464,0.4641,1373078.16424007,635613.254888132333
1655769600,2022-06-21 00:00:00,ENJ/USDT,0.4601,0.5013,0.4485,0.4683,1884541.64383764,900437.26963525866
1655683200,2022-06-20 00:00:00,ENJ/USDT,0.4418,0.4661,0.4242,0.4601,2385081.82411638,1071151.041942969531
1655596800,2022-06-19 00:00:00,ENJ/USDT,0.4126,0.4498,0.394,0.4419,2668640.09198004,1122248.179180598816
1655510400,2022-06-18 00:00:00,ENJ/USDT,0.4402,0.4467,0.3785,0.4126,2275729.52819737,934673.305798357675
1655424000,2022-06-17 00:00:00,ENJ/USDT,0.4274,0.4568,0.4227,0.4397,1412754.73778686,622127.466534270932
1655337600,2022-06-16 00:00:00,ENJ/USDT,0.4849,0.4917,0.4172,0.4271,2089062.49912608,928998.448061453949
1655251200,2022-06-15 00:00:00,ENJ/USDT,0.4531,0.4854,0.404,0.4846,3133921.78884515,1360865.207460426914
1655164800,2022-06-14 00:00:00,ENJ/USDT,0.4516,0.4988,0.4089,0.4529,5148769.89167648,2359779.784344160361
1655078400,2022-06-13 00:00:00,ENJ/USDT,0.4879,0.4945,0.4098,0.451,2885205.97190634,1293916.758876982687
1654992000,2022-06-12 00:00:00,ENJ/USDT,0.5394,0.5426,0.4872,0.488,2574796.19173746,1315654.090321205176
1654905600,2022-06-11 00:00:00,ENJ/USDT,0.5821,0.599,0.5247,0.5393,1861474.00238912,1029885.130102740063
1654819200,2022-06-10 00:00:00,ENJ/USDT,0.6223,0.6308,0.5728,0.5819,1136958.10226656,675437.813192920096
1654732800,2022-06-09 00:00:00,ENJ/USDT,0.6203,0.6469,0.607,0.6226,666101.86316624,416620.510330714913
1654646400,2022-06-08 00:00:00,ENJ/USDT,0.6266,0.6385,0.6101,0.6204,773939.03917787,483423.683455243844
1654560000,2022-06-07 00:00:00,ENJ/USDT,0.6523,0.6529,0.6061,0.625,855845.48179861,534624.327887434683
1654473600,2022-06-06 00:00:00,ENJ/USDT,0.6319,0.6696,0.6291,0.6528,1167165.10507059,761114.530860527321
1654387200,2022-06-05 00:00:00,ENJ/USDT,0.622,0.6417,0.6083,0.6316,612227.65043568,382908.470959229561
1654300800,2022-06-04 00:00:00,ENJ/USDT,0.6119,0.6278,0.5965,0.6219,619957.43971026,380796.379701418767
1654214400,2022-06-03 00:00:00,ENJ/USDT,0.6506,0.6515,0.6008,0.6119,901263.18432952,555921.797992997439
1654128000,2022-06-02 00:00:00,ENJ/USDT,0.6355,0.653,0.6207,0.6502,660977.45055145,420666.422558364688
1654041600,2022-06-01 00:00:00,ENJ/USDT,0.6987,0.7093,0.6226,0.6349,1435807.00055188,954128.658586829858
1653955200,2022-05-31 00:00:00,ENJ/USDT,0.6716,0.7174,0.6708,0.6987,2112442.43370957,1469607.400287133181
1653868800,2022-05-30 00:00:00,ENJ/USDT,0.6129,0.6777,0.6052,0.6716,1374624.68897125,884566.27465473844
1653782400,2022-05-29 00:00:00,ENJ/USDT,0.5991,0.6155,0.5804,0.6128,1069488.47321638,642596.762041527902
1653696000,2022-05-28 00:00:00,ENJ/USDT,0.5918,0.6099,0.5805,0.5987,861731.62413466,515044.598890308347
1653609600,2022-05-27 00:00:00,ENJ/USDT,0.6265,0.6387,0.5778,0.5916,1812646.13099532,1102967.745677958457
1653523200,2022-05-26 00:00:00,ENJ/USDT,0.6828,0.712,0.5985,0.6266,2321407.16531242,1509314.832266222774
1653436800,2022-05-25 00:00:00,ENJ/USDT,0.6848,0.695,0.6562,0.6826,1192318.93961521,803220.877054765871
1653350400,2022-05-24 00:00:00,ENJ/USDT,0.6767,0.694,0.6401,0.6847,1079663.27976535,724615.882662306849
1653264000,2022-05-23 00:00:00,ENJ/USDT,0.717,0.7462,0.6653,0.6762,2097402.7206163,1512785.155738745856
1653177600,2022-05-22 00:00:00,ENJ/USDT,0.6883,0.7321,0.6792,0.717,1669595.22747107,1187468.160773295022
1653091200,2022-05-21 00:00:00,ENJ/USDT,0.6647,0.6978,0.6532,0.6883,1189093.14424918,802827.292331666957
1653004800,2022-05-20 00:00:00,ENJ/USDT,0.699,0.7137,0.6458,0.6642,1775867.76346303,1218163.997466252444
1652918400,2022-05-19 00:00:00,ENJ/USDT,0.6463,0.7141,0.6247,0.6989,1523469.42612633,1021053.529749745401
1652832000,2022-05-18 00:00:00,ENJ/USDT,0.7402,0.7517,0.6424,0.6462,1689032.67446105,1178656.124616692966
1652745600,2022-05-17 00:00:00,ENJ/USDT,0.7047,0.7552,0.6947,0.7408,1470296.52849448,1076819.21185785806
1652659200,2022-05-16 00:00:00,ENJ/USDT,0.7742,0.7742,0.6791,0.7044,1954090.78744804,1392548.300085737405
1652572800,2022-05-15 00:00:00,ENJ/USDT,0.7449,0.7751,0.699,0.7745,1804013.10328395,1310038.282429351155
1652486400,2022-05-14 00:00:00,ENJ/USDT,0.6744,0.779,0.6441,0.7438,3510646.44339776,2510478.83758378706
1652400000,2022-05-13 00:00:00,ENJ/USDT,0.58,0.7674,0.5749,0.6742,3613546.85373841,2550857.829255454711
1652313600,2022-05-12 00:00:00,ENJ/USDT,0.6235,0.6714,0.4855,0.579,5645139.384974,3142248.353141203136
1652227200,2022-05-11 00:00:00,ENJ/USDT,0.8152,0.8606,0.5623,0.6238,7850596.19181542,5604113.849817696315
1652140800,2022-05-10 00:00:00,ENJ/USDT,0.766,0.905,0.736,0.8163,4274747.07146761,3515726.038788073401
1652054400,2022-05-09 00:00:00,ENJ/USDT,0.9583,0.9809,0.7559,0.7655,3353465.57535976,2858117.157002002671
1651968000,2022-05-08 00:00:00,ENJ/USDT,0.9954,1.0017,0.9396,0.9578,1324976.40205497,1287705.668069200771
1651881600,2022-05-07 00:00:00,ENJ/USDT,1.0486,1.0544,0.9684,0.9949,1108683.0497085,1135153.658643929882
1651795200,2022-05-06 00:00:00,ENJ/USDT,1.0686,1.0763,1.011,1.0481,1598140.37018364,1664936.58869267054
1651708800,2022-05-05 00:00:00,ENJ/USDT,1.1811,1.2052,1.0307,1.0686,1790036.52163577,1981429.379569748945
1651622400,2022-05-04 00:00:00,ENJ/USDT,1.0659,1.1903,1.0601,1.1807,1462921.88567266,1644782.86907900313
1651536000,2022-05-03 00:00:00,ENJ/USDT,1.0715,1.1269,1.0417,1.0648,979456.34506801,1064677.851876361422
1651449600,2022-05-02 00:00:00,ENJ/USDT,1.0959,1.1165,1.0167,1.0707,1338590.19568874,1426066.507436292163
1651363200,2022-05-01 00:00:00,ENJ/USDT,1.0579,1.1271,1.0206,1.0966,2679380.42043059,2876347.109281505491
1651276800,2022-04-30 00:00:00,ENJ/USDT,1.2097,1.2248,1.0013,1.0579,2353007.82681362,2643304.411880571314
1651190400,2022-04-29 00:00:00,ENJ/USDT,1.2977,1.3022,1.1771,1.21,1381450.9333117,1706432.791978000577
1651104000,2022-04-28 00:00:00,ENJ/USDT,1.3061,1.327,1.2673,1.2977,1397156.49045036,1815488.215795760381
1651017600,2022-04-27 00:00:00,ENJ/USDT,1.2765,1.3246,1.2562,1.3059,1294538.5076823,1677072.736197823827
1650931200,2022-04-26 00:00:00,ENJ/USDT,1.3787,1.421,1.2565,1.2775,1751693.23336157,2338511.81886727366
1650844800,2022-04-25 00:00:00,ENJ/USDT,1.3896,1.3926,1.2783,1.3773,2396153.04679451,3177622.92939862395
1650758400,2022-04-24 00:00:00,ENJ/USDT,1.4049,1.4205,1.3648,1.3895,1109450.70080268,1546720.101477403479
1650672000,2022-04-23 00:00:00,ENJ/USDT,1.4414,1.4499,1.3913,1.4038,1166039.88493208,1660510.749695483075
1650585600,2022-04-22 00:00:00,ENJ/USDT,1.438,1.4915,1.4196,1.4409,1572804.51956076,2280514.019860389492
1650499200,2022-04-21 00:00:00,ENJ/USDT,1.5158,1.5574,1.4087,1.438,1765054.78916316,2645217.772397289619
1650412800,2022-04-20 00:00:00,ENJ/USDT,1.5178,1.5831,1.4747,1.5168,2651013.81059632,4061269.875459768691
1650326400,2022-04-19 00:00:00,ENJ/USDT,1.4501,1.5268,1.4318,1.5167,1445838.11456176,2152618.106882029746
1650240000,2022-04-18 00:00:00,ENJ/USDT,1.4208,1.4527,1.3473,1.4488,962743.50632068,1346779.134761814051
1650153600,2022-04-17 00:00:00,ENJ/USDT,1.5064,1.52,1.4151,1.4209,586652.04500944,867158.121527919933
1650067200,2022-04-16 00:00:00,ENJ/USDT,1.5277,1.5386,1.4708,1.5057,698984.65984267,1053186.03111011903
1649980800,2022-04-15 00:00:00,ENJ/USDT,1.5259,1.5391,1.4807,1.527,769167.32822384,1161295.020268605629
1649894400,2022-04-14 00:00:00,ENJ/USDT,1.5914,1.6133,1.489,1.5254,1124154.18224937,1735458.898794043424
1649808000,2022-04-13 00:00:00,ENJ/USDT,1.558,1.6108,1.5236,1.589,1100145.96904528,1724437.597859180867
1649721600,2022-04-12 00:00:00,ENJ/USDT,1.5013,1.6182,1.49,1.5554,2332180.75688927,3624093.971903806681
1649635200,2022-04-11 00:00:00,ENJ/USDT,1.6659,1.6717,1.4656,1.5015,2148961.61709312,3338446.573170261176
1649548800,2022-04-10 00:00:00,ENJ/USDT,1.8015,1.8095,1.6588,1.6668,1584720.06008112,2758425.066593720842
1649462400,2022-04-09 00:00:00,ENJ/USDT,1.6521,1.8285,1.6464,1.8017,3270197.26731398,5759307.361136937422
1649376000,2022-04-08 00:00:00,ENJ/USDT,1.6727,1.7799,1.6348,1.6531,3300207.14377309,5631841.05938601597
1649289600,2022-04-07 00:00:00,ENJ/USDT,1.52,1.7366,1.4761,1.6726,3256981.03942315,5348414.074523047795
1649203200,2022-04-06 00:00:00,ENJ/USDT,1.701,1.7013,1.516,1.522,2474684.96045445,3963093.190930519568
1649116800,2022-04-05 00:00:00,ENJ/USDT,1.7764,1.8117,1.6916,1.7008,1064290.93359824,1872238.43932289699
1649030400,2022-04-04 00:00:00,ENJ/USDT,1.877,1.8797,1.6903,1.7747,2389704.49914733,4292302.623683507476
1648944000,2022-04-03 00:00:00,ENJ/USDT,1.8566,1.9143,1.7969,1.8778,1585839.96295483,2952683.133204599201
1648857600,2022-04-02 00:00:00,ENJ/USDT,1.8625,1.9296,1.8156,1.8555,2144170.51293178,4039028.51663991485
1648771200,2022-04-01 00:00:00,ENJ/USDT,1.7943,1.9042,1.7317,1.8627,2811091.88813348,5161706.284397949811
1648684800,2022-03-31 00:00:00,ENJ/USDT,1.7979,1.9721,1.7353,1.7963,4505011.78310595,8340397.101331828776
1648598400,2022-03-30 00:00:00,ENJ/USDT,1.752,1.8393,1.6674,1.7969,1707249.81182993,3027962.750952484863
1648512000,2022-03-29 00:00:00,ENJ/USDT,1.7092,1.8224,1.6991,1.7505,1497283.71459339,2633559.584130221681
1648425600,2022-03-28 00:00:00,ENJ/USDT,1.7921,1.8496,1.6784,1.7092,1643281.5332249,2955286.341975485243
1648339200,2022-03-27 00:00:00,ENJ/USDT,1.6588,1.7997,1.6457,1.7932,1829869.92741004,3153369.118435830374
1648252800,2022-03-26 00:00:00,ENJ/USDT,1.6149,1.6609,1.5847,1.6574,815405.61949941,1327600.662037409791
1648166400,2022-03-25 00:00:00,ENJ/USDT,1.6878,1.6889,1.5684,1.615,1481409.1469001,2427912.156072309431
1648080000,2022-03-24 00:00:00,ENJ/USDT,1.5315,1.7024,1.5304,1.6858,2689843.59827753,4410399.492770173708
1647993600,2022-03-23 00:00:00,ENJ/USDT,1.4585,1.5667,1.4363,1.5306,1346372.22179713,2039062.735089054854
1647907200,2022-03-22 00:00:00,ENJ/USDT,1.4354,1.4973,1.4262,1.4585,806748.49007992,1186080.137977624311
1647820800,2022-03-21 00:00:00,ENJ/USDT,1.4417,1.481,1.402,1.4352,763338.71385675,1100660.390392710976
1647734400,2022-03-20 00:00:00,ENJ/USDT,1.5113,1.5156,1.4175,1.4416,664868.63474099,967569.661736245201
1647648000,2022-03-19 00:00:00,ENJ/USDT,1.4499,1.5507,1.438,1.5113,947453.66432669,1415705.622053043834
1647561600,2022-03-18 00:00:00,ENJ/USDT,1.4048,1.461,1.3649,1.4497,596866.38552259,838078.793178149694
1647475200,2022-03-17 00:00:00,ENJ/USDT,1.4232,1.4425,1.3872,1.4033,733582.83359689,1040061.13400433518
1647388800,2022-03-16 00:00:00,ENJ/USDT,1.3238,1.4271,1.3017,1.4232,1618868.1713924,2203587.685892696083
1647302400,2022-03-15 00:00:00,ENJ/USDT,1.3286,1.3426,1.278,1.3239,512605.01971668,673262.975939827953
1647216000,2022-03-14 00:00:00,ENJ/USDT,1.297,1.337,1.2801,1.3294,428885.70108327,559135.544912955449
1647129600,2022-03-13 00:00:00,ENJ/USDT,1.3186,1.3841,1.2817,1.2969,1301093.91484765,1750086.413124971412
1647043200,2022-03-12 00:00:00,ENJ/USDT,1.3071,1.351,1.3043,1.3172,546995.35952077,728599.877397013433
1646956800,2022-03-11 00:00:00,ENJ/USDT,1.3314,1.3601,1.2867,1.3071,831089.16711492,1094697.932137480621
1646870400,2022-03-10 00:00:00,ENJ/USDT,1.3936,1.4013,1.2955,1.3315,940288.7906399,1253613.635550213597
1646784000,2022-03-09 00:00:00,ENJ/USDT,1.3391,1.4463,1.335,1.3919,1924773.72434469,2678531.834655072184
1646697600,2022-03-08 00:00:00,ENJ/USDT,1.3058,1.3769,1.2963,1.339,1006303.92733943,1346320.091865499736
1646611200,2022-03-07 00:00:00,ENJ/USDT,1.3431,1.3969,1.277,1.3058,1016455.03578433,1355693.869144244323
1646524800,2022-03-06 00:00:00,ENJ/USDT,1.4194,1.4748,1.3351,1.3432,1150962.5239508,1619291.501191711296
1646438400,2022-03-05 00:00:00,ENJ/USDT,1.3613,1.44,1.3226,1.4188,962189.01415725,1343915.492326388561
1646352000,2022-03-04 00:00:00,ENJ/USDT,1.48,1.4853,1.3375,1.36,1401318.12567725,1979199.017862893923
1646265600,2022-03-03 00:00:00,ENJ/USDT,1.5472,1.5609,1.4466,1.4801,1125958.94072215,1692603.445027492654
1646179200,2022-03-02 00:00:00,ENJ/USDT,1.599,1.6171,1.516,1.5472,1212615.8879699,1899823.495178021605
1646092800,2022-03-01 00:00:00,ENJ/USDT,1.5648,1.642,1.5075,1.5988,2274320.90909829,3568793.261546256003
1646006400,2022-02-28 00:00:00,ENJ/USDT,1.3759,1.592,1.3358,1.5645,1538755.19211145,2249034.435753745811
1645920000,2022-02-27 00:00:00,ENJ/USDT,1.4422,1.492,1.3451,1.3756,1277434.17551002,1813770.178324566726
1645833600,2022-02-26 00:00:00,ENJ/USDT,1.4512,1.5166,1.425,1.4422,1003011.14035282,1460087.345144078007
1645747200,2022-02-25 00:00:00,ENJ/USDT,1.358,1.4623,1.3187,1.4505,1440420.14481752,2010421.378754375318
1645660800,2022-02-24 00:00:00,ENJ/USDT,1.3854,1.4264,1.1589,1.356,3985143.15730652,5082259.019636530137
1645574400,2022-02-23 00:00:00,ENJ/USDT,1.4699,1.5381,1.3766,1.3847,1518267.2653678,2217554.788453339943
1645488000,2022-02-22 00:00:00,ENJ/USDT,1.3853,1.474,1.3351,1.4693,1528603.9425252,2158688.617984361274
1645401600,2022-02-21 00:00:00,ENJ/USDT,1.5335,1.6357,1.3779,1.384,2787916.46500889,4246995.676649371993
1645315200,2022-02-20 00:00:00,ENJ/USDT,1.6609,1.6635,1.4859,1.5336,1808067.69160673,2809311.834085431594
1645228800,2022-02-19 00:00:00,ENJ/USDT,1.6747,1.7108,1.6008,1.6634,839148.7983693,1397260.663775323247
1645142400,2022-02-18 00:00:00,ENJ/USDT,1.7388,1.7981,1.6461,1.6755,1254765.21133785,2148736.588787117151
1645056000,2022-02-17 00:00:00,ENJ/USDT,1.9502,1.9973,1.7069,1.7374,1471871.98335147,2727892.900457669373
1644969600,2022-02-16 00:00:00,ENJ/USDT,1.9771,2.0114,1.8854,1.9492,1408097.45562016,2762489.494397978312
1644883200,2022-02-15 00:00:00,ENJ/USDT,1.7516,1.9787,1.7406,1.9771,1450282.4950917,2725219.023262088201
1644796800,2022-02-14 00:00:00,ENJ/USDT,1.7345,1.7797,1.6736,1.7504,967585.13937945,1669088.532434741154
1644710400,2022-02-13 00:00:00,ENJ/USDT,1.8125,1.8401,1.7013,1.7346,784147.82607134,1391173.956642912138
1644624000,2022-02-12 00:00:00,ENJ/USDT,1.831,1.872,1.7523,1.8129,1239253.50681545,2254248.223336337379
1644537600,2022-02-11 00:00:00,ENJ/USDT,1.986,2.054,1.78,1.8309,1666638.00810529,3227813.233587649526
1644451200,2022-02-10 00:00:00,ENJ/USDT,2.1584,2.16,1.9734,1.988,1991197.85696425,4119563.147508999414
