https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EOS,Volume USDT
1663369200,2022-09-16 23:00:00,EOS/USDT,1.4188,1.4233,1.4148,1.4231,28937.94706465,41025.540197286851
1663365600,2022-09-16 22:00:00,EOS/USDT,1.4239,1.4241,1.4149,1.4188,33037.46427484,46894.165489086467
1663362000,2022-09-16 21:00:00,EOS/USDT,1.411,1.425,1.4092,1.4238,59159.54243103,83901.966777459027
1663358400,2022-09-16 20:00:00,EOS/USDT,1.4029,1.4117,1.4018,1.4113,49011.28883401,69043.637607988046
1663354800,2022-09-16 19:00:00,EOS/USDT,1.401,1.4075,1.3981,1.4033,42214.48886023,59246.096095712944
1663351200,2022-09-16 18:00:00,EOS/USDT,1.4013,1.408,1.3822,1.4012,215232.76733322,300750.738204390279
1663347600,2022-09-16 17:00:00,EOS/USDT,1.4086,1.4124,1.3961,1.4017,172490.19473592,242202.64864054778
1663344000,2022-09-16 16:00:00,EOS/USDT,1.4434,1.4441,1.4047,1.4084,303268.68863062,430711.914281773332
1663340400,2022-09-16 15:00:00,EOS/USDT,1.43,1.4524,1.4286,1.4433,72084.41345639,103784.85891905202
1663336800,2022-09-16 14:00:00,EOS/USDT,1.4014,1.4525,1.3961,1.4304,167748.95886397,239648.729633968618
1663333200,2022-09-16 13:00:00,EOS/USDT,1.416,1.4246,1.3931,1.4019,79396.42553993,111947.740148347903
1663329600,2022-09-16 12:00:00,EOS/USDT,1.4343,1.4364,1.4136,1.4156,68049.35587993,96772.179552489288
1663326000,2022-09-16 11:00:00,EOS/USDT,1.4279,1.4354,1.4203,1.4341,72593.13090961,103602.277472502057
1663322400,2022-09-16 10:00:00,EOS/USDT,1.4121,1.4336,1.412,1.4278,106097.13563189,151208.828089957014
1663318800,2022-09-16 09:00:00,EOS/USDT,1.4219,1.4338,1.4101,1.4123,90524.33648274,128507.357582000807
1663315200,2022-09-16 08:00:00,EOS/USDT,1.4161,1.4233,1.4015,1.4228,107549.63380141,151762.982184948739
1663311600,2022-09-16 07:00:00,EOS/USDT,1.4141,1.4238,1.4131,1.4168,44241.17389879,62811.993856830721
1663308000,2022-09-16 06:00:00,EOS/USDT,1.4167,1.4227,1.4112,1.4139,48094.74097727,68128.949261427725
1663304400,2022-09-16 05:00:00,EOS/USDT,1.4248,1.4324,1.4161,1.4168,40859.57414803,58207.627045133941
1663300800,2022-09-16 04:00:00,EOS/USDT,1.4178,1.4387,1.417,1.425,72519.04559404,103777.699434792413
1663297200,2022-09-16 03:00:00,EOS/USDT,1.4148,1.4253,1.4078,1.4181,58223.65914138,82522.895606219221
1663293600,2022-09-16 02:00:00,EOS/USDT,1.4203,1.4246,1.3984,1.415,96317.04278252,135821.540285839919
1663290000,2022-09-16 01:00:00,EOS/USDT,1.4455,1.4455,1.412,1.4209,96765.19118868,138163.928233418029
1663286400,2022-09-16 00:00:00,EOS/USDT,1.3811,1.4544,1.3795,1.4453,385484.18133316,547048.644088629335
1663282800,2022-09-15 23:00:00,EOS/USDT,1.3783,1.3897,1.3745,1.3808,64972.85882115,89918.621065674694
1663279200,2022-09-15 22:00:00,EOS/USDT,1.4135,1.4174,1.3661,1.3788,137773.21111116,191445.382346932355
1663275600,2022-09-15 21:00:00,EOS/USDT,1.4237,1.4258,1.4085,1.4134,38271.69670928,54334.424470123329
1663272000,2022-09-15 20:00:00,EOS/USDT,1.4203,1.4253,1.4165,1.4249,35105.81486545,49929.740902183266
1663268400,2022-09-15 19:00:00,EOS/USDT,1.4176,1.4228,1.412,1.4202,74298.82620718,105255.713875311754
1663264800,2022-09-15 18:00:00,EOS/USDT,1.4254,1.4286,1.4146,1.4177,43202.05696389,61401.918066410632
1663261200,2022-09-15 17:00:00,EOS/USDT,1.4163,1.4352,1.4163,1.4259,65673.88173645,93617.513156152756
1663257600,2022-09-15 16:00:00,EOS/USDT,1.4072,1.4178,1.3995,1.4161,81703.52759353,115106.365229529311
1663254000,2022-09-15 15:00:00,EOS/USDT,1.4171,1.419,1.392,1.4073,125919.37611879,176739.472135425394
1663250400,2022-09-15 14:00:00,EOS/USDT,1.4607,1.4626,1.4125,1.416,152214.85160916,218215.221153305007
1663246800,2022-09-15 13:00:00,EOS/USDT,1.4539,1.4616,1.4456,1.4603,42797.58211189,62236.632650320136
1663243200,2022-09-15 12:00:00,EOS/USDT,1.4621,1.4632,1.4465,1.453,78347.2606516,113825.112107678716
1663239600,2022-09-15 11:00:00,EOS/USDT,1.453,1.4623,1.4475,1.4611,37065.08247537,53942.515355441791
1663236000,2022-09-15 10:00:00,EOS/USDT,1.4564,1.4673,1.4487,1.453,62595.39984923,91271.796148745792
1663232400,2022-09-15 09:00:00,EOS/USDT,1.4572,1.4582,1.4452,1.4566,45467.89982912,66091.306893993398
1663228800,2022-09-15 08:00:00,EOS/USDT,1.4687,1.4687,1.4492,1.4579,76906.78774974,112073.033298494305
1663225200,2022-09-15 07:00:00,EOS/USDT,1.451,1.483,1.4498,1.4688,160193.01877948,235072.107650132185
1663221600,2022-09-15 06:00:00,EOS/USDT,1.4436,1.4695,1.4144,1.4512,207638.11309977,298983.946226196993
1663218000,2022-09-15 05:00:00,EOS/USDT,1.4285,1.4458,1.424,1.4438,75701.76226195,108730.297587954449
1663214400,2022-09-15 04:00:00,EOS/USDT,1.4187,1.4317,1.4121,1.4291,86415.55995743,122848.43463989024
1663210800,2022-09-15 03:00:00,EOS/USDT,1.4376,1.4406,1.4049,1.4196,131087.49637224,185909.856641142011
1663207200,2022-09-15 02:00:00,EOS/USDT,1.4586,1.4586,1.4207,1.4378,123206.31594994,176708.705591633124
1663203600,2022-09-15 01:00:00,EOS/USDT,1.4597,1.4619,1.4415,1.459,64623.57234241,94011.025169844405
1663200000,2022-09-15 00:00:00,EOS/USDT,1.4742,1.476,1.4514,1.4598,59140.96163798,86510.960973037683
1663196400,2022-09-14 23:00:00,EOS/USDT,1.474,1.4827,1.4708,1.4745,44801.57257238,66118.058217740851
1663192800,2022-09-14 22:00:00,EOS/USDT,1.4632,1.4854,1.4548,1.4737,103577.48395784,152497.626290979286
1663189200,2022-09-14 21:00:00,EOS/USDT,1.4353,1.4661,1.4269,1.4631,77100.11610404,111532.603889030022
1663185600,2022-09-14 20:00:00,EOS/USDT,1.435,1.4385,1.432,1.4352,67863.59966711,97366.623771063256
1663182000,2022-09-14 19:00:00,EOS/USDT,1.4313,1.439,1.4239,1.4347,88907.0166922,127285.059087084805
1663178400,2022-09-14 18:00:00,EOS/USDT,1.4645,1.4672,1.4145,1.4317,213231.30625608,305655.570930802528
1663174800,2022-09-14 17:00:00,EOS/USDT,1.4688,1.4816,1.4642,1.4645,68577.57247903,101103.548030045825
1663171200,2022-09-14 16:00:00,EOS/USDT,1.4777,1.478,1.4577,1.4689,76167.39531335,111600.147477156476
1663167600,2022-09-14 15:00:00,EOS/USDT,1.4793,1.4835,1.4733,1.478,73103.25393345,108118.602009342701
1663164000,2022-09-14 14:00:00,EOS/USDT,1.4804,1.4856,1.4713,1.4791,41973.1975089,62002.442848711385
1663160400,2022-09-14 13:00:00,EOS/USDT,1.4839,1.492,1.4666,1.4818,78252.13762414,115630.942368979085
1663156800,2022-09-14 12:00:00,EOS/USDT,1.4726,1.4995,1.4557,1.4844,92608.95243,136687.211083071143
1663153200,2022-09-14 11:00:00,EOS/USDT,1.4852,1.4895,1.4628,1.4723,55792.20246799,82336.981200952235
1663149600,2022-09-14 10:00:00,EOS/USDT,1.4802,1.4893,1.478,1.4856,31368.82701216,46538.867055891689
1663146000,2022-09-14 09:00:00,EOS/USDT,1.4856,1.4898,1.4747,1.4802,52308.35517564,77538.243728281918
1663142400,2022-09-14 08:00:00,EOS/USDT,1.4699,1.4914,1.4567,1.4858,102861.1773907,151798.250724893598
1663138800,2022-09-14 07:00:00,EOS/USDT,1.4731,1.4846,1.4496,1.4705,96242.55191421,141428.222165826968
1663135200,2022-09-14 06:00:00,EOS/USDT,1.4882,1.4909,1.4719,1.473,50297.73279029,74460.358214424994
1663131600,2022-09-14 05:00:00,EOS/USDT,1.5023,1.5023,1.4862,1.4873,36879.37495983,55006.801745776187
1663128000,2022-09-14 04:00:00,EOS/USDT,1.5007,1.5038,1.4885,1.5022,58083.39103464,86944.02070340278
1663124400,2022-09-14 03:00:00,EOS/USDT,1.489,1.5042,1.4855,1.5008,65244.21486335,97583.41093559693
1663120800,2022-09-14 02:00:00,EOS/USDT,1.4746,1.491,1.4715,1.4896,73986.38350964,109803.786283458689
1663117200,2022-09-14 01:00:00,EOS/USDT,1.4609,1.4745,1.4591,1.474,91753.2571508,134549.272553622823
1663113600,2022-09-14 00:00:00,EOS/USDT,1.4704,1.4733,1.4474,1.4611,220181.75498104,321217.127324162088
1663110000,2022-09-13 23:00:00,EOS/USDT,1.4818,1.4846,1.4702,1.4702,80652.3974969,119160.524500053662
1663106400,2022-09-13 22:00:00,EOS/USDT,1.4867,1.4904,1.4622,1.4825,175973.5165755,260422.946768698482
1663102800,2022-09-13 21:00:00,EOS/USDT,1.5271,1.5273,1.4716,1.4871,263814.06875279,395897.896498411558
1663099200,2022-09-13 20:00:00,EOS/USDT,1.5289,1.539,1.5253,1.5274,64005.54945918,98035.320528835914
1663095600,2022-09-13 19:00:00,EOS/USDT,1.5189,1.5335,1.5031,1.5298,108958.96538769,165549.496712917696
1663092000,2022-09-13 18:00:00,EOS/USDT,1.5503,1.5533,1.5149,1.5191,103429.89335365,158435.724568551093
1663088400,2022-09-13 17:00:00,EOS/USDT,1.5589,1.5651,1.5497,1.5515,45872.85990578,71468.160957030771
1663084800,2022-09-13 16:00:00,EOS/USDT,1.5494,1.5639,1.5462,1.559,70745.25566933,110037.387822230935
1663081200,2022-09-13 15:00:00,EOS/USDT,1.5593,1.5639,1.5416,1.5494,161885.13485149,251826.669527688244
1663077600,2022-09-13 14:00:00,EOS/USDT,1.5849,1.5936,1.5411,1.5593,198115.81880767,310261.760427162685
1663074000,2022-09-13 13:00:00,EOS/USDT,1.5918,1.6071,1.5815,1.5852,223722.80524945,356249.756520453843
1663070400,2022-09-13 12:00:00,EOS/USDT,1.677,1.6959,1.5793,1.5921,667899.28316457,1081107.681070701922
1663066800,2022-09-13 11:00:00,EOS/USDT,1.6657,1.6944,1.6631,1.6769,123773.19402545,207636.96894468817
1663063200,2022-09-13 10:00:00,EOS/USDT,1.6452,1.6724,1.643,1.6653,81921.40523966,136366.558349687603
1663059600,2022-09-13 09:00:00,EOS/USDT,1.6586,1.6742,1.6431,1.6446,80797.33181499,133948.651178809979
1663056000,2022-09-13 08:00:00,EOS/USDT,1.6671,1.6673,1.6468,1.6589,72774.68405941,120601.788427608019
1663052400,2022-09-13 07:00:00,EOS/USDT,1.6525,1.6894,1.6525,1.6666,99996.99341863,167179.482522340261
1663048800,2022-09-13 06:00:00,EOS/USDT,1.6473,1.6714,1.6436,1.6525,58336.40480449,96733.22157658892
1663045200,2022-09-13 05:00:00,EOS/USDT,1.6508,1.6586,1.6445,1.6476,32462.08340007,53590.452887375416
1663041600,2022-09-13 04:00:00,EOS/USDT,1.6512,1.6799,1.6503,1.6508,88954.51841919,148115.277097336091
1663038000,2022-09-13 03:00:00,EOS/USDT,1.6474,1.6544,1.6355,1.6513,40481.9105879,66539.695118117638
1663034400,2022-09-13 02:00:00,EOS/USDT,1.6377,1.6485,1.6249,1.6476,35945.15186604,58911.642774059415
1663030800,2022-09-13 01:00:00,EOS/USDT,1.6379,1.647,1.6285,1.6374,45170.69858802,74027.73841542041
1663027200,2022-09-13 00:00:00,EOS/USDT,1.6586,1.66,1.6242,1.6379,91676.00530407,150326.142948130961
1663023600,2022-09-12 23:00:00,EOS/USDT,1.6609,1.6715,1.6454,1.6581,95005.02717645,157337.951966726832
1663020000,2022-09-12 22:00:00,EOS/USDT,1.6629,1.67,1.6558,1.6616,58542.43499185,97342.585164602747
1663016400,2022-09-12 21:00:00,EOS/USDT,1.6751,1.6751,1.6533,1.6632,42975.80341565,71474.193616043493
1663012800,2022-09-12 20:00:00,EOS/USDT,1.6669,1.6759,1.6626,1.6756,34591.65962074,57743.523300684107
1663009200,2022-09-12 19:00:00,EOS/USDT,1.6645,1.67,1.6602,1.6673,21968.12184768,36601.488241056067
1663005600,2022-09-12 18:00:00,EOS/USDT,1.6772,1.6772,1.6584,1.6644,45328.46047451,75506.351630514188
1663002000,2022-09-12 17:00:00,EOS/USDT,1.6568,1.6781,1.6534,1.677,59508.47781371,99096.503074366645
1662998400,2022-09-12 16:00:00,EOS/USDT,1.6651,1.6704,1.6275,1.6567,392342.55511721,644141.343734580061
1662994800,2022-09-12 15:00:00,EOS/USDT,1.71,1.71,1.6596,1.6649,204720.07690513,346217.17432724194
1662991200,2022-09-12 14:00:00,EOS/USDT,1.7213,1.7225,1.7052,1.7099,68930.01390326,118026.031662090922
1662987600,2022-09-12 13:00:00,EOS/USDT,1.7187,1.7326,1.7029,1.7209,63232.34938192,108690.279832512782
1662984000,2022-09-12 12:00:00,EOS/USDT,1.7223,1.7257,1.7072,1.7185,46212.51248066,79266.15068989025
1662980400,2022-09-12 11:00:00,EOS/USDT,1.7324,1.738,1.7189,1.7223,67233.40032035,116302.385609229209
1662976800,2022-09-12 10:00:00,EOS/USDT,1.7312,1.7443,1.7106,1.7327,93800.54190338,162074.833444923725
1662973200,2022-09-12 09:00:00,EOS/USDT,1.7334,1.7762,1.7244,1.7314,210418.22743723,368293.136586142123
1662969600,2022-09-12 08:00:00,EOS/USDT,1.7009,1.7347,1.6926,1.7332,394842.75348071,676917.525216542038
1662966000,2022-09-12 07:00:00,EOS/USDT,1.6889,1.7018,1.685,1.701,95999.86535229,162881.781733514242
1662962400,2022-09-12 06:00:00,EOS/USDT,1.6799,1.6919,1.674,1.6886,37823.71387044,63686.800404954482
1662958800,2022-09-12 05:00:00,EOS/USDT,1.6736,1.6824,1.6673,1.6797,45600.3929123,76372.593349979112
1662955200,2022-09-12 04:00:00,EOS/USDT,1.6753,1.6824,1.6712,1.6738,60898.33010587,102124.216356667201
1662951600,2022-09-12 03:00:00,EOS/USDT,1.69,1.6936,1.6565,1.6745,154202.76310714,257977.018588228319
1662948000,2022-09-12 02:00:00,EOS/USDT,1.723,1.7271,1.6814,1.6905,132594.98639634,225419.215080034369
1662944400,2022-09-12 01:00:00,EOS/USDT,1.6717,1.7374,1.6714,1.7223,135370.92713959,230640.783288251614
1662940800,2022-09-12 00:00:00,EOS/USDT,1.7131,1.7142,1.6703,1.6719,81079.15095977,137282.453494157565
1662937200,2022-09-11 23:00:00,EOS/USDT,1.7055,1.7143,1.6941,1.7132,80442.21664458,137130.59989035026
1662933600,2022-09-11 22:00:00,EOS/USDT,1.6837,1.7169,1.6837,1.706,96982.21704985,165260.168401984161
1662930000,2022-09-11 21:00:00,EOS/USDT,1.7179,1.7255,1.6681,1.6835,135615.79561304,229998.694162763046
1662926400,2022-09-11 20:00:00,EOS/USDT,1.72,1.7243,1.7031,1.7187,104315.60324611,178870.911469775337
1662922800,2022-09-11 19:00:00,EOS/USDT,1.7259,1.7299,1.7152,1.72,49323.40183743,84983.5520898438
1662919200,2022-09-11 18:00:00,EOS/USDT,1.7319,1.7425,1.7246,1.7253,47078.56961521,81679.042544382235
1662915600,2022-09-11 17:00:00,EOS/USDT,1.7331,1.7474,1.7273,1.7319,104597.26145368,181649.04408311198
1662912000,2022-09-11 16:00:00,EOS/USDT,1.7343,1.7422,1.7218,1.7337,48252.07277371,83514.57297307186
1662908400,2022-09-11 15:00:00,EOS/USDT,1.7174,1.7406,1.7156,1.7333,73773.27188579,127591.846955381595
1662904800,2022-09-11 14:00:00,EOS/USDT,1.7271,1.7283,1.7049,1.7175,76762.28968757,131725.774394326935
1662901200,2022-09-11 13:00:00,EOS/USDT,1.7374,1.7386,1.7172,1.7272,61663.85631918,106334.174312930173
1662897600,2022-09-11 12:00:00,EOS/USDT,1.7495,1.75,1.7227,1.7378,90775.66229045,157514.59581078652
1662894000,2022-09-11 11:00:00,EOS/USDT,1.7422,1.7609,1.7421,1.7497,55977.35256299,98129.597973835713
1662890400,2022-09-11 10:00:00,EOS/USDT,1.7515,1.7519,1.738,1.7425,63552.66031269,110934.014755484787
1662886800,2022-09-11 09:00:00,EOS/USDT,1.7663,1.7673,1.7482,1.7516,47880.72348443,84124.136983215348
1662883200,2022-09-11 08:00:00,EOS/USDT,1.7544,1.7733,1.7511,1.7662,59206.690903,104315.606117777909
1662879600,2022-09-11 07:00:00,EOS/USDT,1.7331,1.7611,1.7318,1.7542,84330.16464081,147368.555498053691
1662876000,2022-09-11 06:00:00,EOS/USDT,1.7572,1.7671,1.7159,1.733,118033.18559776,204935.619184198762
1662872400,2022-09-11 05:00:00,EOS/USDT,1.7705,1.7883,1.7565,1.7573,56705.59915838,100486.777599410494
1662868800,2022-09-11 04:00:00,EOS/USDT,1.7793,1.7867,1.7646,1.7703,74621.57254287,132336.798268487352
1662865200,2022-09-11 03:00:00,EOS/USDT,1.7715,1.7885,1.7592,1.7793,99009.43082735,175796.393990435288
1662861600,2022-09-11 02:00:00,EOS/USDT,1.773,1.7954,1.7606,1.7717,162912.4840361,289002.337275402098
1662858000,2022-09-11 01:00:00,EOS/USDT,1.817,1.8293,1.7663,1.7725,278396.07638416,499658.736345745977
1662854400,2022-09-11 00:00:00,EOS/USDT,1.7482,1.8355,1.7443,1.8169,261776.42704,468784.527671282401
1662850800,2022-09-10 23:00:00,EOS/USDT,1.7715,1.782,1.747,1.7481,96332.13981727,170248.943531882199
1662847200,2022-09-10 22:00:00,EOS/USDT,1.75,1.7803,1.7456,1.7716,134647.36835964,237265.558697406927
1662843600,2022-09-10 21:00:00,EOS/USDT,1.7458,1.7686,1.7434,1.7496,173979.89277994,305043.512512367332
1662840000,2022-09-10 20:00:00,EOS/USDT,1.7512,1.7522,1.7302,1.7453,148653.8690859,258887.317165444815
1662836400,2022-09-10 19:00:00,EOS/USDT,1.749,1.759,1.7419,1.7516,184330.81851692,322863.560345534219
1662832800,2022-09-10 18:00:00,EOS/USDT,1.7509,1.756,1.7432,1.7486,96716.75501475,169246.851384551834
1662829200,2022-09-10 17:00:00,EOS/USDT,1.7741,1.7796,1.7501,1.7509,93571.69246352,165004.627223156024
1662825600,2022-09-10 16:00:00,EOS/USDT,1.7985,1.8049,1.764,1.7751,141583.68001636,252412.402315625109
1662822000,2022-09-10 15:00:00,EOS/USDT,1.8044,1.8168,1.7922,1.7984,130426.3559047,235229.573910853865
1662818400,2022-09-10 14:00:00,EOS/USDT,1.8172,1.8235,1.7973,1.8043,127422.98635274,231016.778049156754
1662814800,2022-09-10 13:00:00,EOS/USDT,1.8467,1.867,1.808,1.8175,240272.38015695,440447.005947919538
1662811200,2022-09-10 12:00:00,EOS/USDT,1.7995,1.8618,1.7818,1.8472,477667.13783614,872505.717894940763
1662807600,2022-09-10 11:00:00,EOS/USDT,1.7062,1.805,1.7044,1.7996,318298.6714072,559712.122921338981
1662804000,2022-09-10 10:00:00,EOS/USDT,1.6962,1.7163,1.689,1.7067,111903.67978581,190529.430014984119
1662800400,2022-09-10 09:00:00,EOS/USDT,1.689,1.7078,1.6799,1.6961,98218.65699642,166420.239558564738
1662796800,2022-09-10 08:00:00,EOS/USDT,1.6527,1.7184,1.6508,1.6885,200875.80960183,338969.734172713102
1662793200,2022-09-10 07:00:00,EOS/USDT,1.6702,1.6806,1.6473,1.6528,57676.32349618,96035.689314154284
1662789600,2022-09-10 06:00:00,EOS/USDT,1.6666,1.6865,1.6645,1.6707,112974.41731536,189423.650586097293
1662786000,2022-09-10 05:00:00,EOS/USDT,1.6452,1.6752,1.6412,1.6665,57181.64737179,94920.241262457892
1662782400,2022-09-10 04:00:00,EOS/USDT,1.6532,1.6672,1.6382,1.6452,54397.0643274,89916.788107127708
1662778800,2022-09-10 03:00:00,EOS/USDT,1.6629,1.6643,1.6527,1.653,51518.32890172,85465.902031201119
1662775200,2022-09-10 02:00:00,EOS/USDT,1.654,1.6703,1.6471,1.663,61808.16748999,102636.620017754521
1662771600,2022-09-10 01:00:00,EOS/USDT,1.6559,1.697,1.6518,1.6539,150490.13232839,251774.837304842291
1662768000,2022-09-10 00:00:00,EOS/USDT,1.6624,1.6632,1.6362,1.6553,81001.60571299,133585.13977647406
1662764400,2022-09-09 23:00:00,EOS/USDT,1.6535,1.6791,1.6343,1.6623,126795.00490081,210417.075426556031
1662760800,2022-09-09 22:00:00,EOS/USDT,1.6465,1.6614,1.6455,1.6537,42376.12665036,70182.519387333688
1662757200,2022-09-09 21:00:00,EOS/USDT,1.6492,1.6532,1.6443,1.6466,20756.6435089,34239.714824758584
1662753600,2022-09-09 20:00:00,EOS/USDT,1.6395,1.6552,1.6361,1.6493,56137.78948391,92527.816542015382
1662750000,2022-09-09 19:00:00,EOS/USDT,1.6412,1.6449,1.6355,1.6394,46902.57231678,76892.69802248014
1662746400,2022-09-09 18:00:00,EOS/USDT,1.6405,1.6419,1.6278,1.6409,51545.77091722,84275.70449291087
1662742800,2022-09-09 17:00:00,EOS/USDT,1.658,1.6669,1.6326,1.6405,86166.22128888,141953.799511676429
1662739200,2022-09-09 16:00:00,EOS/USDT,1.6611,1.6632,1.6356,1.6576,86362.77247989,142453.300343798161
1662735600,2022-09-09 15:00:00,EOS/USDT,1.6797,1.6819,1.6556,1.6616,62980.6865004,105216.355252261356
1662732000,2022-09-09 14:00:00,EOS/USDT,1.6756,1.6823,1.6594,1.6793,74439.0422829,124537.223079520464
1662728400,2022-09-09 13:00:00,EOS/USDT,1.6937,1.6937,1.6565,1.6762,127095.6412663,213033.291509095379
1662724800,2022-09-09 12:00:00,EOS/USDT,1.6888,1.7189,1.6844,1.6933,151601.61765322,257825.300196681658
1662721200,2022-09-09 11:00:00,EOS/USDT,1.7003,1.701,1.678,1.6893,98627.84612332,166594.840768415973
1662717600,2022-09-09 10:00:00,EOS/USDT,1.7023,1.7123,1.6874,1.7016,112772.73375946,191907.291520490081
1662714000,2022-09-09 09:00:00,EOS/USDT,1.6978,1.7049,1.6771,1.702,140262.16165704,237506.467260752735
1662710400,2022-09-09 08:00:00,EOS/USDT,1.6508,1.7497,1.6434,1.696,361703.20514044,616716.137912469851
1662706800,2022-09-09 07:00:00,EOS/USDT,1.6659,1.6671,1.6474,1.6507,49199.33682718,81373.307771503356
1662703200,2022-09-09 06:00:00,EOS/USDT,1.6605,1.6688,1.6504,1.6649,72769.69865173,120778.784642457313
1662699600,2022-09-09 05:00:00,EOS/USDT,1.6632,1.6707,1.6516,1.6608,93316.34448945,155287.163728866411
1662696000,2022-09-09 04:00:00,EOS/USDT,1.6616,1.6883,1.649,1.6626,172952.69394983,288840.776113372668
1662692400,2022-09-09 03:00:00,EOS/USDT,1.6198,1.6675,1.6107,1.6614,188243.77677634,308270.156607283469
1662688800,2022-09-09 02:00:00,EOS/USDT,1.5983,1.6559,1.5983,1.6201,199864.63803045,326567.619838155793
1662685200,2022-09-09 01:00:00,EOS/USDT,1.5818,1.6069,1.5805,1.5985,89287.61246267,142507.840552682069
1662681600,2022-09-09 00:00:00,EOS/USDT,1.6025,1.6139,1.5687,1.5815,200050.8288218,317991.749691236683
1662678000,2022-09-08 23:00:00,EOS/USDT,1.6021,1.6054,1.5926,1.6024,61822.15299928,98899.428744295975
1662674400,2022-09-08 22:00:00,EOS/USDT,1.6182,1.6182,1.5911,1.6021,90385.22632593,144974.864096463006
1662670800,2022-09-08 21:00:00,EOS/USDT,1.6204,1.6245,1.6125,1.6185,34247.14849018,55445.107658338734
1662667200,2022-09-08 20:00:00,EOS/USDT,1.6233,1.6334,1.6166,1.6202,63421.83664454,103020.475651743086
1662663600,2022-09-08 19:00:00,EOS/USDT,1.6136,1.6239,1.6075,1.6239,71141.79270488,115010.238191389317
1662660000,2022-09-08 18:00:00,EOS/USDT,1.6145,1.621,1.6086,1.6128,41886.37356231,67630.551704305484
1662656400,2022-09-08 17:00:00,EOS/USDT,1.6155,1.6169,1.6029,1.6139,65108.36869534,104860.121455079673
1662652800,2022-09-08 16:00:00,EOS/USDT,1.6007,1.6242,1.5938,1.6157,111053.18670634,179053.872444279864
1662649200,2022-09-08 15:00:00,EOS/USDT,1.637,1.6376,1.595,1.6013,123599.80407736,199956.694398483249
1662645600,2022-09-08 14:00:00,EOS/USDT,1.6314,1.6447,1.6171,1.6368,129053.37518294,210022.269520710472
1662642000,2022-09-08 13:00:00,EOS/USDT,1.5955,1.6478,1.5908,1.6322,212562.22324064,343688.23334714709
