https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EUR,Volume USDT
1663549200000,2022-09-19 01:00:00,USDT/EUR,1.00248155,1.00253978,1.00035559,1.00090036,345.31062419999995,345.0
1663545600000,2022-09-19 00:00:00,USDT/EUR,0.99947011,1.00220961,0.99846413,1.00201131,2314.513336434924,2309.86747688
1663542000000,2022-09-18 23:00:00,USDT/EUR,0.99865918,1.00049338,0.99864711,0.9995601,2124.9542172546994,2125.889396
1663538400000,2022-09-18 22:00:00,USDT/EUR,0.99905731,1.0042533,0.99864883,0.99867595,3832.4845846370135,3837.56571352
1663534800000,2022-09-18 21:00:00,USDT/EUR,1.00189336,1.00192256,0.99833482,0.99899764,6609.855185702101,6616.4872879
1663531200000,2022-09-18 20:00:00,USDT/EUR,0.99917066,1.00288114,0.99908467,1.00183827,1252.182826997578,1249.88520053
1663527600000,2022-09-18 19:00:00,USDT/EUR,0.99934897,1.00040784,0.99833682,0.99960861,1335.0124401355906,1335.53515524
1663524000000,2022-09-18 18:00:00,USDT/EUR,1.00381327,1.00382389,0.9991881,0.9991881,10228.834289342214,10237.14582804
1663520400000,2022-09-18 17:00:00,USDT/EUR,1.00608979,1.0060898,0.99864108,1.00243961,3147.7360807921523,3140.07552115
1663516800000,2022-09-18 16:00:00,USDT/EUR,0.99937545,1.00610255,0.99861508,1.00355203,2371.5742111273794,2363.18012443
1663513200000,2022-09-18 15:00:00,USDT/EUR,1.00099064,1.00099064,0.99918147,1.00004262,6363.201835634199,6362.93064753
1663509600000,2022-09-18 14:00:00,USDT/EUR,0.99928037,1.00099063,0.99836247,0.9993166,3881.5286458018313,3884.18309653
1663506000000,2022-09-18 13:00:00,USDT/EUR,0.99945825,1.00099064,0.99916271,0.99917586,2711.7953391802866,2714.03208158
1663502400000,2022-09-18 12:00:00,USDT/EUR,0.99847619,1.00099064,0.99836329,1.00045781,7750.519023766358,7746.97238234
1663498800000,2022-09-18 11:00:00,USDT/EUR,0.9991102,0.9991102,0.99837334,0.99856099,8346.920343075402,8358.94895421
1663495200000,2022-09-18 10:00:00,USDT/EUR,1.00016234,1.00088802,0.9985367,0.99910342,14230.916031755609,14243.68663632
1663491600000,2022-09-18 09:00:00,USDT/EUR,0.99963024,1.00099056,0.99960609,1.0004055,3968.3148185123955,3966.7063191
1663488000000,2022-09-18 08:00:00,USDT/EUR,0.99961888,1.00099064,0.99957804,0.99962979,2193.424303906375,2194.23663225
1663484400000,2022-09-18 07:00:00,USDT/EUR,0.99966917,1.00099064,0.99956926,0.99960199,2565.0290168379456,2566.05033053
1663480800000,2022-09-18 06:00:00,USDT/EUR,1.00049076,1.00090989,0.99956923,0.99960937,1321.0498339232322,1321.56607728
1663477200000,2022-09-18 05:00:00,USDT/EUR,0.9996157,1.00063831,0.99959927,1.00062703,1357.6294713873353,1356.77873042
1663473600000,2022-09-18 04:00:00,USDT/EUR,1.00054526,1.00088087,0.99956923,0.99960412,1368.7824351277081,1369.32452332
1663470000000,2022-09-18 03:00:00,USDT/EUR,0.9998602,1.00098523,0.99956926,1.00049163,6564.162647653597,6560.93709415
1663466400000,2022-09-18 02:00:00,USDT/EUR,0.99963515,1.00093588,0.99961349,0.99987581,1364.7611158854802,1364.93062662
1663462800000,2022-09-18 01:00:00,USDT/EUR,0.99960977,0.999674,0.99960977,0.99965179,1290.5379105316827,1290.98744527
1663459200000,2022-09-18 00:00:00,USDT/EUR,1.00022503,1.00046816,0.99956366,0.99963283,1260.558848504435,1261.0218579
1663455600000,2022-09-17 23:00:00,USDT/EUR,0.99959627,1.00093355,0.99959168,1.000221,1262.5739503512782,1262.29498316
1663452000000,2022-09-17 22:00:00,USDT/EUR,0.99960343,0.9996289,0.99959035,0.99960435,1293.4880289,1294.0
1663448400000,2022-09-17 21:00:00,USDT/EUR,0.99959798,1.00033729,0.99955993,0.99962794,1340.8338517382272,1341.33290806
1663444800000,2022-09-17 20:00:00,USDT/EUR,0.99960515,0.99962967,0.99955993,0.99960042,1347.4613661600001,1348.0
1663441200000,2022-09-17 19:00:00,USDT/EUR,0.99940664,0.99962912,0.99921263,0.99962488,1355.4072502745544,1355.91588144
1663437600000,2022-09-17 18:00:00,USDT/EUR,0.99907506,0.99969735,0.99907506,0.9996599,7205.375261738518,7207.82664358
1663434000000,2022-09-17 17:00:00,USDT/EUR,0.99931845,0.99935117,0.99901135,0.99921488,3885.513546409866,3888.56653777
1663430400000,2022-09-17 16:00:00,USDT/EUR,0.99930262,0.9993207,0.99925124,0.99931364,1244.6430355444581,1245.49789548
1663426800000,2022-09-17 15:00:00,USDT/EUR,0.99916634,0.99935121,0.99907668,0.99929913,2007.9994648262864,2009.40779847
1663423200000,2022-09-17 14:00:00,USDT/EUR,0.99929227,0.99933016,0.99878092,0.99917669,2450.0646805991114,2452.08350547
1663419600000,2022-09-17 13:00:00,USDT/EUR,0.99924967,0.99935085,0.99876577,0.99931277,13340.78282664248,13349.95731781
1663416000000,2022-09-17 12:00:00,USDT/EUR,0.99923342,0.99938249,0.99907439,0.99923538,2695.178626933202,2697.24099134
1663412400000,2022-09-17 11:00:00,USDT/EUR,0.99916244,0.99946193,0.99911828,0.99928124,2043.9417642950962,2045.41192457
1663408800000,2022-09-17 10:00:00,USDT/EUR,0.99912246,0.99935445,0.99910595,0.99925346,20292.058016419556,20307.21816707
1663405200000,2022-09-17 09:00:00,USDT/EUR,0.99913533,0.99917427,0.99907772,0.99910838,2234.963135408689,2236.95765159
1663401600000,2022-09-17 08:00:00,USDT/EUR,0.99910397,0.99918222,0.99909947,0.99915145,2209.4010682817034,2211.27744776
1663398000000,2022-09-17 07:00:00,USDT/EUR,0.99912793,0.99922076,0.99909907,0.99911302,3296.90721843529,3299.83410529
1663394400000,2022-09-17 06:00:00,USDT/EUR,0.99911736,0.99916431,0.99907435,0.99913164,1299.6207727062392,1300.75029223
1663390800000,2022-09-17 05:00:00,USDT/EUR,0.99913578,0.99916431,0.99910143,0.99910246,2256.676586704112,2258.70386377
1663387200000,2022-09-17 04:00:00,USDT/EUR,0.9991153,0.99913727,0.99910207,0.99911176,1183.9474356,1185.0
1663383600000,2022-09-17 03:00:00,USDT/EUR,0.99911206,0.99914348,0.99909122,0.99913012,1333.8387102,1335.0
1663380000000,2022-09-17 02:00:00,USDT/EUR,0.99912554,0.99915561,0.99908346,0.99914315,1623.60761875,1625.0
1663376400000,2022-09-17 01:00:00,USDT/EUR,0.999156,0.99917426,0.999057,0.999109,1225.7585296558584,1226.85165448
1663372800000,2022-09-17 00:00:00,USDT/EUR,0.99913883,0.99918939,0.99913182,0.99913705,6417.902445985438,6423.44555833
1663369200000,2022-09-16 23:00:00,USDT/EUR,0.99917249,0.99919772,0.99912626,0.99913268,1989.0625962198148,1990.78924755
1663365600000,2022-09-16 22:00:00,USDT/EUR,0.99908291,0.99918791,0.99848634,0.99916767,3800.0503933399355,3803.21592405
1663362000000,2022-09-16 21:00:00,USDT/EUR,0.99887584,0.99916075,0.99861937,0.99908291,1517.4173852985596,1518.81027101
1663358400000,2022-09-16 20:00:00,USDT/EUR,0.99927382,0.9994744,0.99869291,0.99884934,3172.286158375118,3175.94058617
1663354800000,2022-09-16 19:00:00,USDT/EUR,1.00011431,1.00011431,0.99923118,0.99923805,23895.60355432513,23913.82469305
1663351200000,2022-09-16 18:00:00,USDT/EUR,1.00078321,1.00099064,0.99996636,0.99996639,15053.076321809815,15053.58227271
1663347600000,2022-09-16 17:00:00,USDT/EUR,0.99991906,1.00637697,0.99991906,1.00074981,9187.8729207647,9180.98892346
1663344000000,2022-09-16 16:00:00,USDT/EUR,0.9992762,1.00010001,0.99847402,0.99992289,15705.338386136655,15706.54951817
1663340400000,2022-09-16 15:00:00,USDT/EUR,0.99835305,0.99990302,0.99834812,0.99931989,10400.732337341205,10407.81079354
1663336800000,2022-09-16 14:00:00,USDT/EUR,1.00394894,1.00394894,0.9983491,0.9983626,25347.15497425985,25388.72647499
1663333200000,2022-09-16 13:00:00,USDT/EUR,1.00459519,1.00477779,1.00392133,1.00392133,19719.27993566648,19642.25616729
1663329600000,2022-09-16 12:00:00,USDT/EUR,1.00257116,1.00475731,1.00257116,1.00453189,27942.710022496267,27816.64803344
1663326000000,2022-09-16 11:00:00,USDT/EUR,1.00206362,1.00259527,1.00195323,1.00257714,17481.49234008777,17436.55589443
1663322400000,2022-09-16 10:00:00,USDT/EUR,1.00319649,1.0038047,1.00156207,1.00197768,58591.15025071173,58475.50441514
1663318800000,2022-09-16 09:00:00,USDT/EUR,1.00449999,1.00449999,1.00133071,1.00294904,18402.71945935701,18348.60867842
1663315200000,2022-09-16 08:00:00,USDT/EUR,1.00449984,1.0045,1.00326197,1.0045,6759.608130422105,6729.32616269
1663311600000,2022-09-16 07:00:00,USDT/EUR,1.00107595,1.00449984,1.00102055,1.00449984,46377.95328917798,46170.19479981
1663308000000,2022-09-16 06:00:00,USDT/EUR,1.00108846,1.00112064,1.00104582,1.0010678,6525.616903888677,6518.65628271
1663304400000,2022-09-16 05:00:00,USDT/EUR,1.00098516,1.00112065,1.000973,1.00108267,1892.9958530388271,1890.94857974
1663300800000,2022-09-16 04:00:00,USDT/EUR,1.00104401,1.00105664,1.00097301,1.00098487,1249.8827401797428,1248.65297932
1663297200000,2022-09-16 03:00:00,USDT/EUR,1.00109307,1.00109307,1.00103674,1.00105306,1190.5225002504126,1189.27012745
1663293600000,2022-09-16 02:00:00,USDT/EUR,1.00049752,1.00121547,1.00040669,1.0010509,1193.931674553847,1192.67828894
1663290000000,2022-09-16 01:00:00,USDT/EUR,1.00003103,1.00059588,1.00001693,1.00054935,1525.774229359291,1524.93650549
1663286400000,2022-09-16 00:00:00,USDT/EUR,1.00206676,1.00206676,1.0,1.00002332,6333.655853990211,6333.50815658
