https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NMR,Volume BTC
1663459200,2022-09-18 00:00:00,NMR/BTC,0.0008131,0.0008131,0.0008105,0.0008113,0.1193,0.00009679979
1663372800,2022-09-17 00:00:00,NMR/BTC,0.0008083,0.0008258,0.0008039,0.0008098,117.5232,0.09612155766
1663286400,2022-09-16 00:00:00,NMR/BTC,0.0008287,0.0009163,0.0008031,0.0008086,420.6753,0.36036445173
1663200000,2022-09-15 00:00:00,NMR/BTC,0.0008345,0.0008558,0.0008291,0.0008291,36.1209,0.03031877277
1663113600,2022-09-14 00:00:00,NMR/BTC,0.0008338,0.0008538,0.0008254,0.0008341,24.1813,0.02015203909
1663027200,2022-09-13 00:00:00,NMR/BTC,0.0008157,0.0008472,0.0008005,0.0008342,179.3802,0.14710881469
1662940800,2022-09-12 00:00:00,NMR/BTC,0.0008679,0.0008679,0.0008158,0.0008158,179.5352,0.15158429091
1662854400,2022-09-11 00:00:00,NMR/BTC,0.0008338,0.0008995,0.0008252,0.0008672,164.8556,0.14206449116
1662768000,2022-09-10 00:00:00,NMR/BTC,0.0008499,0.0008549,0.0008257,0.0008257,191.1313,0.16117107056
1662681600,2022-09-09 00:00:00,NMR/BTC,0.0009043,0.0009062,0.0008365,0.0008365,1111.8948,0.992784059
1662595200,2022-09-08 00:00:00,NMR/BTC,0.000909,0.0009467,0.000897,0.0009036,508.492,0.4691752015
1662508800,2022-09-07 00:00:00,NMR/BTC,0.0008937,0.0009892,0.0008826,0.000911,451.1356,0.41593958756
1662422400,2022-09-06 00:00:00,NMR/BTC,0.0008736,0.0008919,0.0008701,0.000889,185.4684,0.16301700708
1662336000,2022-09-05 00:00:00,NMR/BTC,0.0008703,0.0009242,0.0008654,0.0008754,273.3125,0.24134425341
1662249600,2022-09-04 00:00:00,NMR/BTC,0.0008663,0.0008845,0.0008576,0.0008696,270.3808,0.23581049871
1662163200,2022-09-03 00:00:00,NMR/BTC,0.0008553,0.0008995,0.0008553,0.0008666,339.6706,0.29763434334
1662076800,2022-09-02 00:00:00,NMR/BTC,0.0008499,0.0008819,0.0008452,0.0008532,578.919,0.49902761002
1661990400,2022-09-01 00:00:00,NMR/BTC,0.0008621,0.0008659,0.0008448,0.0008492,146.607,0.12525980542
1661904000,2022-08-31 00:00:00,NMR/BTC,0.0008738,0.0008743,0.0008543,0.0008615,545.7799,0.47024593255
1661817600,2022-08-30 00:00:00,NMR/BTC,0.0008482,0.0009647,0.000846,0.0008753,1188.4459,1.05361411767
1661731200,2022-08-29 00:00:00,NMR/BTC,0.0008545,0.0008545,0.0008292,0.0008458,125.6031,0.10573621579
1661644800,2022-08-28 00:00:00,NMR/BTC,0.0008633,0.000892,0.0008455,0.0008528,351.2102,0.30517795671
1661558400,2022-08-27 00:00:00,NMR/BTC,0.0008513,0.0008787,0.0008365,0.0008743,426.2033,0.36306510676
1661472000,2022-08-26 00:00:00,NMR/BTC,0.0008579,0.0008786,0.0007811,0.000851,765.824,0.65240570364
1661385600,2022-08-25 00:00:00,NMR/BTC,0.0008557,0.0008609,0.0008429,0.0008519,125.8418,0.10699388465
1661299200,2022-08-24 00:00:00,NMR/BTC,0.000843,0.0008923,0.0008414,0.0008565,645.0303,0.55184118469
1661212800,2022-08-23 00:00:00,NMR/BTC,0.0008455,0.0008554,0.0008365,0.000839,141.6279,0.11982578788
1661126400,2022-08-22 00:00:00,NMR/BTC,0.0008801,0.0008801,0.0008416,0.0008495,270.6608,0.23250776891
1661040000,2022-08-21 00:00:00,NMR/BTC,0.0008716,0.0009224,0.0008665,0.0008818,640.6953,0.56869062395
1660953600,2022-08-20 00:00:00,NMR/BTC,0.0008478,0.0009778,0.0008438,0.0008758,1376.6371,1.24349124322
1660867200,2022-08-19 00:00:00,NMR/BTC,0.000837,0.0008515,0.000806,0.00084,484.9181,0.3994092076
1660780800,2022-08-18 00:00:00,NMR/BTC,0.0008296,0.0009129,0.0008283,0.0008361,554.4684,0.47930519411
1660694400,2022-08-17 00:00:00,NMR/BTC,0.0008462,0.0008481,0.00083,0.0008309,109.0433,0.09163364429
