https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume USD
1663545600000.0,2022-09-19 00:00:00,USDT/USD,1.0001,1.0001,1.0,1.0001,126935.54040995901,126948.233964
1663459200000.0,2022-09-18 00:00:00,USDT/USD,1.0,1.0001,0.9999,1.0001,41707707.92020198,41711878.690994
1663372800000.0,2022-09-17 00:00:00,USDT/USD,1.0,1.0,0.9999,1.0,13250347.361743,13250347.361743
1663286400000.0,2022-09-16 00:00:00,USDT/USD,1.0,1.0,0.9999,1.0,51040847.587966,51040847.587966
1663200000000.0,2022-09-15 00:00:00,USDT/USD,1.0002,1.0003,0.9999,1.0,83056455.812372,83056455.812372
1663113600000.0,2022-09-14 00:00:00,USDT/USD,1.0001,1.0002,1.0,1.0002,89453623.43131973,89471514.156006
1663027200000.0,2022-09-13 00:00:00,USDT/USD,1.0003,1.0003,1.0,1.0001,67834828.46823618,67841611.951083
1662940800000.0,2022-09-12 00:00:00,USDT/USD,1.0003,1.0003,1.0002,1.0003,48822841.11419674,48837487.966531
1662854400000.0,2022-09-11 00:00:00,USDT/USD,1.0004,1.0004,1.0002,1.0003,22628184.555926226,22634973.011293
1662768000000.0,2022-09-10 00:00:00,USDT/USD,1.0002,1.0004,1.0001,1.0004,20913081.49114254,20921446.723739
1662681600000.0,2022-09-09 00:00:00,USDT/USD,1.0,1.0002,0.9999,1.0002,60435660.09005899,60447747.222077
1662595200000.0,2022-09-08 00:00:00,USDT/USD,1.0,1.0,0.9999,0.9999,52091360.05880288,52086150.922797
1662508800000.0,2022-09-07 00:00:00,USDT/USD,1.0,1.0,0.9999,1.0,57402052.789585,57402052.789585
1662422400000.0,2022-09-06 00:00:00,USDT/USD,1.0001,1.0001,0.9999,1.0,77592761.896825,77592761.896825
1662336000000.0,2022-09-05 00:00:00,USDT/USD,1.0,1.0001,1.0,1.0001,32485664.147677235,32488912.714092
1662249600000.0,2022-09-04 00:00:00,USDT/USD,1.0,1.0001,1.0,1.0,9171856.124869,9171856.124869
1662163200000.0,2022-09-03 00:00:00,USDT/USD,1.0001,1.0001,1.0,1.0,7098951.163133,7098951.163133
1662076800000.0,2022-09-02 00:00:00,USDT/USD,1.0001,1.0001,1.0,1.0,39442847.19373,39442847.19373
1661990400000.0,2022-09-01 00:00:00,USDT/USD,1.0001,1.0001,1.0,1.0001,53311827.35489951,53317158.537635
1661904000000.0,2022-08-31 00:00:00,USDT/USD,1.0001,1.0001,1.0,1.0001,42624681.226557344,42628943.69468
1661817600000.0,2022-08-30 00:00:00,USDT/USD,1.0,1.0001,0.9999,1.0001,41818561.4920318,41822743.348181
1661731200000.0,2022-08-29 00:00:00,USDT/USD,1.0,1.0,0.9999,1.0,61280688.042129,61280688.042129
1661644800000.0,2022-08-28 00:00:00,USDT/USD,1.0001,1.0001,0.9999,1.0,31536966.273452,31536966.273452
1661558400000.0,2022-08-27 00:00:00,USDT/USD,1.0001,1.0001,1.0,1.0001,17475372.505986404,17477120.043237
1661472000000.0,2022-08-26 00:00:00,USDT/USD,1.0001,1.0001,1.0,1.0001,39218357.491453856,39222279.327203
1661385600000.0,2022-08-25 00:00:00,USDT/USD,1.0001,1.0001,1.0,1.0001,34614346.23888911,34617807.673513
1661299200000.0,2022-08-24 00:00:00,USDT/USD,0.9999,1.0001,0.9998,1.0001,56009124.88378662,56014725.796275
1661212800000.0,2022-08-23 00:00:00,USDT/USD,0.9999,0.9999,0.9998,0.9999,42004702.15544055,42000501.685225
1661126400000.0,2022-08-22 00:00:00,USDT/USD,1.0,1.0,0.9998,0.9999,56824687.030016005,56819004.561313
1661040000000.0,2022-08-21 00:00:00,USDT/USD,1.0001,1.0001,0.9999,1.0,27393576.725731,27393576.725731
1660953600000.0,2022-08-20 00:00:00,USDT/USD,1.0001,1.0001,1.0,1.0001,16117280.469758024,16118892.197805
1660867200000.0,2022-08-19 00:00:00,USDT/USD,1.0001,1.0001,1.0,1.0001,60024997.82046995,60031000.320252
1660780800000.0,2022-08-18 00:00:00,USDT/USD,1.0001,1.0001,1.0,1.0001,43230371.233382665,43234694.270506
1660694400000.0,2022-08-17 00:00:00,USDT/USD,1.0002,1.0002,1.0,1.0001,52131046.02750925,52136259.132112
1660608000000.0,2022-08-16 00:00:00,USDT/USD,1.0003,1.0003,1.0001,1.0002,57708243.21458908,57719784.863232
1660521600000.0,2022-08-15 00:00:00,USDT/USD,1.0004,1.0004,1.0002,1.0003,67041280.227295816,67061392.611364
1660435200000.0,2022-08-14 00:00:00,USDT/USD,1.0005,1.0005,1.0003,1.0004,21515687.574714113,21524293.849744
1660348800000.0,2022-08-13 00:00:00,USDT/USD,1.0005,1.0005,1.0004,1.0005,26038493.846609697,26051513.093533
1660262400000.0,2022-08-12 00:00:00,USDT/USD,1.0005,1.0005,1.0004,1.0005,42225280.110743634,42246392.750799
1660176000000.0,2022-08-11 00:00:00,USDT/USD,1.0004,1.0005,1.0003,1.0005,82743614.28755723,82784986.094701
1660089600000.0,2022-08-10 00:00:00,USDT/USD,1.0003,1.0004,1.0002,1.0004,88075912.83793484,88111143.20307
1660003200000.0,2022-08-09 00:00:00,USDT/USD,1.0001,1.0003,1.0,1.0003,55745675.68424073,55762399.386946
1659916800000.0,2022-08-08 00:00:00,USDT/USD,1.0001,1.0001,1.0,1.0001,66552698.32288371,66559353.592716
1659830400000.0,2022-08-07 00:00:00,USDT/USD,1.0001,1.0001,1.0,1.0001,12688267.074611539,12689535.901319
1659744000000.0,2022-08-06 00:00:00,USDT/USD,1.0001,1.0001,1.0,1.0001,15073424.150768923,15074931.493184
1659657600000.0,2022-08-05 00:00:00,USDT/USD,1.0002,1.0002,1.0,1.0001,33282215.37051095,33285543.592048
1659571200000.0,2022-08-04 00:00:00,USDT/USD,1.0002,1.0003,1.0001,1.0002,35382326.93541992,35389403.400807
1659484800000.0,2022-08-03 00:00:00,USDT/USD,1.0003,1.0003,1.0002,1.0002,41825952.542319536,41834317.732828
1659398400000.0,2022-08-02 00:00:00,USDT/USD,1.0003,1.0003,1.0002,1.0003,55914120.71222533,55930894.948439
1659312000000.0,2022-08-01 00:00:00,USDT/USD,1.0003,1.0003,1.0002,1.0003,54504872.56711087,54521224.028881
1659225600000.0,2022-07-31 00:00:00,USDT/USD,1.0003,1.0003,1.0002,1.0003,14863566.50110267,14868025.571053
1659139200000.0,2022-07-30 00:00:00,USDT/USD,1.0002,1.0005,1.0002,1.0003,52557386.36663401,52573153.582544
1659052800000.0,2022-07-29 00:00:00,USDT/USD,1.0002,1.0004,1.0001,1.0002,76779858.82172166,76795214.793486
1658966400000.0,2022-07-28 00:00:00,USDT/USD,1.0003,1.0003,1.0001,1.0002,53835697.16172366,53846464.301156
1658880000000.0,2022-07-27 00:00:00,USDT/USD,1.0,1.0003,0.9999,1.0003,61628896.42124463,61647385.090171
1658793600000.0,2022-07-26 00:00:00,USDT/USD,1.0001,1.0002,0.9999,1.0,79398311.592689,79398311.592689
1658707200000.0,2022-07-25 00:00:00,USDT/USD,1.0001,1.0001,1.0,1.0001,43628899.45853215,43633262.348478
1658620800000.0,2022-07-24 00:00:00,USDT/USD,1.0001,1.0001,1.0,1.0001,16062959.368837116,16064565.664774
1658534400000.0,2022-07-23 00:00:00,USDT/USD,1.0001,1.0001,1.0,1.0001,14417701.779387062,14419143.549565
1658448000000.0,2022-07-22 00:00:00,USDT/USD,1.0001,1.0001,1.0,1.0001,45275474.354146585,45280001.901582
1658361600000.0,2022-07-21 00:00:00,USDT/USD,1.0001,1.0001,0.9998,1.0001,76499436.68511249,76507086.628781
1658275200000.0,2022-07-20 00:00:00,USDT/USD,1.0,1.0003,0.9999,1.0001,83987442.09009199,83995840.834301
1658188800000.0,2022-07-19 00:00:00,USDT/USD,0.9997,1.0,0.9996,1.0,104722032.515337,104722032.515337
1658102400000.0,2022-07-18 00:00:00,USDT/USD,0.9998,0.9999,0.9995,0.9997,77057731.07594678,77034613.756624
1658016000000.0,2022-07-17 00:00:00,USDT/USD,0.9998,0.9998,0.9997,0.9998,9096102.931760352,9094283.711174
1657929600000.0,2022-07-16 00:00:00,USDT/USD,0.9997,0.9998,0.9996,0.9998,22918513.789739948,22913930.086982
1657843200000.0,2022-07-15 00:00:00,USDT/USD,0.9994,0.9997,0.9993,0.9997,83089437.03363208,83064510.202522
1657756800000.0,2022-07-14 00:00:00,USDT/USD,0.9991,0.9994,0.999,0.9994,51452966.483300984,51422094.703411
1657670400000.0,2022-07-13 00:00:00,USDT/USD,0.999,0.9991,0.9989,0.9991,62710112.495547995,62653673.394302
1657584000000.0,2022-07-12 00:00:00,USDT/USD,0.9991,0.9991,0.9989,0.999,39863084.00930431,39823220.925295
1657497600000.0,2022-07-11 00:00:00,USDT/USD,0.9994,0.9994,0.999,0.9991,35522766.16399659,35490795.674449
1657411200000.0,2022-07-10 00:00:00,USDT/USD,0.9994,0.9994,0.9993,0.9994,18402452.19877126,18391410.727452
1657324800000.0,2022-07-09 00:00:00,USDT/USD,0.9994,0.9994,0.9993,0.9994,19206226.2848299,19194702.549059
1657238400000.0,2022-07-08 00:00:00,USDT/USD,0.9991,0.9994,0.999,0.9994,76040512.00727537,75994887.700071
1657152000000.0,2022-07-07 00:00:00,USDT/USD,0.9989,0.9994,0.9988,0.9991,102785675.72134621,102693168.613197
1657065600000.0,2022-07-06 00:00:00,USDT/USD,0.9989,0.9989,0.9988,0.9989,55490575.13358695,55429535.50094
1656979200000.0,2022-07-05 00:00:00,USDT/USD,0.9988,0.9989,0.9987,0.9989,66898376.369768746,66824788.155762
1656892800000.0,2022-07-04 00:00:00,USDT/USD,0.9987,0.9988,0.9986,0.9988,79042327.77836503,78947476.985031
1656806400000.0,2022-07-03 00:00:00,USDT/USD,0.9988,0.9988,0.9986,0.9987,37927827.22317512,37878521.047785
1656720000000.0,2022-07-02 00:00:00,USDT/USD,0.9989,0.9989,0.9987,0.9988,23523115.4778324,23494887.739259
1656633600000.0,2022-07-01 00:00:00,USDT/USD,0.9987,0.999,0.9986,0.9989,80573335.10046752,80484704.431857
1656547200000.0,2022-06-30 00:00:00,USDT/USD,0.9988,0.9989,0.9987,0.9987,72626928.67143285,72532513.66416
1656460800000.0,2022-06-29 00:00:00,USDT/USD,0.9989,0.9989,0.998,0.9988,107603799.35272427,107474674.793501
1656374400000.0,2022-06-28 00:00:00,USDT/USD,0.999,0.999,0.9988,0.9989,87604741.82565121,87508376.609643
1656288000000.0,2022-06-27 00:00:00,USDT/USD,0.9993,0.9993,0.9989,0.999,58609477.03506206,58550867.558027
1656201600000.0,2022-06-26 00:00:00,USDT/USD,0.9993,0.9993,0.9991,0.9993,22640141.23025618,22624293.131395
1656115200000.0,2022-06-25 00:00:00,USDT/USD,0.9991,0.9993,0.999,0.9993,38432456.76462323,38405554.044888
1656028800000.0,2022-06-24 00:00:00,USDT/USD,0.999,0.9993,0.9989,0.9991,100168089.74296768,100077938.462199
1655942400000.0,2022-06-23 00:00:00,USDT/USD,0.999,0.999,0.9989,0.999,82191989.66163163,82109797.67197
1655856000000.0,2022-06-22 00:00:00,USDT/USD,0.999,0.999,0.9989,0.999,74638414.97175075,74563776.556779
1655769600000.0,2022-06-21 00:00:00,USDT/USD,0.9989,0.9992,0.9988,0.999,91259064.3637898,91167805.299426
1655683200000.0,2022-06-20 00:00:00,USDT/USD,0.9988,0.9994,0.9986,0.9989,128366370.80098207,128225167.793101
1655596800000.0,2022-06-19 00:00:00,USDT/USD,0.9985,0.9988,0.9984,0.9988,61557152.77342211,61483284.190094
1655510400000.0,2022-06-18 00:00:00,USDT/USD,0.9989,0.9989,0.9982,0.9985,161850188.6868112,161607413.403781
1655424000000.0,2022-06-17 00:00:00,USDT/USD,0.9987,0.999,0.9982,0.9989,262613746.81022024,262324871.688729
1655337600000.0,2022-06-16 00:00:00,USDT/USD,0.9987,0.999,0.9986,0.9987,152474908.2212336,152276690.840546
1655251200000.0,2022-06-15 00:00:00,USDT/USD,0.9988,0.9989,0.998,0.9987,570604592.7817363,569862806.81112
1655164800000.0,2022-06-14 00:00:00,USDT/USD,0.9987,0.9989,0.9982,0.9988,273475742.0641329,273147571.173656
1655078400000.0,2022-06-13 00:00:00,USDT/USD,0.9989,0.9989,0.9968,0.9987,519244481.92824167,518569464.101735
1654992000000.0,2022-06-12 00:00:00,USDT/USD,0.9988,0.9989,0.9986,0.9989,122093823.84829913,121959520.642066
1654905600000.0,2022-06-11 00:00:00,USDT/USD,0.9988,0.999,0.9987,0.9988,62713003.36363937,62637747.759603
1654819200000.0,2022-06-10 00:00:00,USDT/USD,0.9992,0.9992,0.9987,0.9988,68091553.40784742,68009843.543758
1654732800000.0,2022-06-09 00:00:00,USDT/USD,0.9993,0.9993,0.9991,0.9992,56935975.12847978,56890426.348377
1654646400000.0,2022-06-08 00:00:00,USDT/USD,0.9992,0.9993,0.9992,0.9993,51396206.279198445,51360228.934803
1654560000000.0,2022-06-07 00:00:00,USDT/USD,0.9992,0.9993,0.9991,0.9992,100276516.9826061,100196295.76902
1654473600000.0,2022-06-06 00:00:00,USDT/USD,0.9992,0.9992,0.9991,0.9992,71280006.88240592,71222982.8769
1654387200000.0,2022-06-05 00:00:00,USDT/USD,0.9991,0.9992,0.999,0.9992,14065030.458853083,14053778.434486
1654300800000.0,2022-06-04 00:00:00,USDT/USD,0.999,0.9991,0.9989,0.9991,26806017.542627364,26781892.126839
1654214400000.0,2022-06-03 00:00:00,USDT/USD,0.9993,0.9993,0.9989,0.999,74280577.32974374,74206296.752414
1654128000000.0,2022-06-02 00:00:00,USDT/USD,0.9991,0.9993,0.9989,0.9993,100131525.44466527,100061433.376854
1654041600000.0,2022-06-01 00:00:00,USDT/USD,0.9992,0.9992,0.9989,0.9991,116124576.64325793,116020064.524279
1653955200000.0,2022-05-31 00:00:00,USDT/USD,0.9992,0.9994,0.9991,0.9992,107649664.74831165,107563545.016513
1653868800000.0,2022-05-30 00:00:00,USDT/USD,0.999,0.9993,0.9989,0.9992,88713290.84704565,88642320.214368
1653782400000.0,2022-05-29 00:00:00,USDT/USD,0.999,0.999,0.9989,0.999,20660431.429574575,20639770.998145
1653696000000.0,2022-05-28 00:00:00,USDT/USD,0.9989,0.999,0.9989,0.999,25750610.844451454,25724860.233607
1653609600000.0,2022-05-27 00:00:00,USDT/USD,0.999,0.999,0.9989,0.9989,64418148.419982985,64347288.456721
1653523200000.0,2022-05-26 00:00:00,USDT/USD,0.9989,0.999,0.9988,0.999,116432462.08502902,116316029.622944
1653436800000.0,2022-05-25 00:00:00,USDT/USD,0.9987,0.9989,0.9986,0.9989,94258035.58777255,94154351.748626
1653350400000.0,2022-05-24 00:00:00,USDT/USD,0.9988,0.9989,0.9985,0.9987,184670195.7504556,184430124.49598
1653264000000.0,2022-05-23 00:00:00,USDT/USD,0.9989,0.999,0.9987,0.9988,86076416.09174709,85973124.392437
1653177600000.0,2022-05-22 00:00:00,USDT/USD,0.9987,0.9989,0.9986,0.9989,40598566.44990389,40553908.026809
1653091200000.0,2022-05-21 00:00:00,USDT/USD,0.9988,0.9988,0.9984,0.9987,47527635.75048563,47465849.82401
1653004800000.0,2022-05-20 00:00:00,USDT/USD,0.9991,0.9993,0.9987,0.9988,237645063.64090908,237359889.56454
1652918400000.0,2022-05-19 00:00:00,USDT/USD,0.9987,0.9993,0.9986,0.9991,367117757.0189251,366787351.037608
1652832000000.0,2022-05-18 00:00:00,USDT/USD,0.9987,0.9988,0.9986,0.9987,112941062.51609592,112794239.134825
1652745600000.0,2022-05-17 00:00:00,USDT/USD,0.9986,0.9989,0.9986,0.9987,121729865.55730249,121571616.732078
1652659200000.0,2022-05-16 00:00:00,USDT/USD,0.9989,0.999,0.9984,0.9986,342243363.79788405,341764223.088567
1652572800000.0,2022-05-15 00:00:00,USDT/USD,0.9986,0.9989,0.9984,0.9989,88415488.20312244,88318231.166099
1652486400000.0,2022-05-14 00:00:00,USDT/USD,0.9983,0.9987,0.9973,0.9986,248553677.45738932,248205702.308949
1652400000000.0,2022-05-13 00:00:00,USDT/USD,0.9973,0.9992,0.9963,0.9984,803094062.9998648,801809112.499065
1652313600000.0,2022-05-12 00:00:00,USDT/USD,0.9954,0.9983,0.945,0.9973,2240224388.1598577,2234175782.311826
1652227200000.0,2022-05-11 00:00:00,USDT/USD,0.9996,0.9997,0.9944,0.9954,1250529868.0733624,1244777430.680225
1652140800000.0,2022-05-10 00:00:00,USDT/USD,0.9996,1.0,0.9994,0.9996,331326715.94625145,331194185.259873
