https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume ANT
1663459200000,2022-09-18 00:00:00,ANT/ETH,0.0011969,0.0012124,0.0011652,0.0012099,0.662883466954143,547.88285557
1663372800000,2022-09-17 00:00:00,ANT/ETH,0.0011896,0.0011896,0.0011896,0.0011896,0.059252691232000006,49.80892
1663286400000,2022-09-16 00:00:00,ANT/ETH,0.0011329,0.0012,0.0011319,0.0012,0.8672620714079999,722.71839284
1663200000000,2022-09-15 00:00:00,ANT/ETH,0.0010752,0.0011306,0.0010504,0.0011306,61.73498266293694,54603.73488673
1663113600000,2022-09-14 00:00:00,ANT/ETH,0.0010843,0.001121,0.0010808,0.0010808,1.5076797150257362,1394.96642767
1663027200000,2022-09-13 00:00:00,ANT/ETH,0.0011219,0.0011319,0.0010931,0.0010999,1.951127699495103,1773.91371897
1662940800000,2022-09-12 00:00:00,ANT/ETH,0.0011577,0.0012,0.0011106,0.0011257,0.34949603444479405,310.46996042
1662854400000,2022-09-11 00:00:00,ANT/ETH,0.0011366,0.0011393,0.0011148,0.0011279,2.5166327743230443,2231.25523036
1662768000000,2022-09-10 00:00:00,ANT/ETH,0.00115,0.001175,0.0011122,0.0011122,0.253354160182754,227.79550457
1662681600000,2022-09-09 00:00:00,ANT/ETH,0.0010874,0.001229,0.0010874,0.0011898,1.5573861159623459,1308.94781977
1662595200000,2022-09-08 00:00:00,ANT/ETH,0.0011103,0.0011188,0.0010868,0.0011188,0.7614163066915041,680.56516508
1662508800000,2022-09-07 00:00:00,ANT/ETH,0.0012391,0.0012564,0.0011263,0.0011347,0.49412960502585396,435.47158282
1662422400000,2022-09-06 00:00:00,ANT/ETH,0.0011954,0.0012095,0.0010962,0.0012066,3.654672985760118,3028.90186123
1662336000000,2022-09-05 00:00:00,ANT/ETH,0.0011865,0.0011967,0.0011453,0.0011967,0.7257966241387229,606.49839069
1662249600000,2022-09-04 00:00:00,ANT/ETH,0.001173,0.001173,0.0011424,0.0011701,0.098726682648654,84.37456854
1662163200000,2022-09-03 00:00:00,ANT/ETH,0.0011257,0.0012,0.0011257,0.0011705,0.3826867021401,326.9429322
1662076800000,2022-09-02 00:00:00,ANT/ETH,0.0010919,0.0011317,0.0010626,0.0011184,0.7580193056735041,677.77119606
1661990400000,2022-09-01 00:00:00,ANT/ETH,0.0010882,0.0011107,0.0010791,0.0011107,2.103955299134562,1894.26064566
1661904000000,2022-08-31 00:00:00,ANT/ETH,0.0010197,0.0010684,0.0010197,0.0010492,0.710805562286864,677.47384892
1661817600000,2022-08-30 00:00:00,ANT/ETH,0.0010293,0.0010293,0.0010272,0.0010272,0.08341144963852799,81.20273524
1661731200000,2022-08-29 00:00:00,ANT/ETH,0.0010514,0.001067,0.0010482,0.0010641,0.07898214510458099,74.22436341
1661558400000,2022-08-27 00:00:00,ANT/ETH,0.0010224,0.0010695,0.0010221,0.0010695,0.21204722386799996,198.26762399999998
1661472000000,2022-08-26 00:00:00,ANT/ETH,0.0010499,0.0010499,0.0010056,0.0010209,1.182664400928621,1158.45273869
1661385600000,2022-08-25 00:00:00,ANT/ETH,0.0010182,0.0010473,0.0010135,0.0010359,2.135801667734757,2061.78363523
