https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XYO,Volume USDT
1661644800,2022-08-28 00:00:00,XYO/USDT,0.007606,0.009005,0.00751,0.00825,24888191.44579626,208105.43098632405263
1661558400,2022-08-27 00:00:00,XYO/USDT,0.007637,0.00773,0.007512,0.007636,4744698.41793933,36131.54716987994238
1661472000,2022-08-26 00:00:00,XYO/USDT,0.008056,0.008339,0.00751,0.007616,9616936.22894727,76567.15842063190896
1661385600,2022-08-25 00:00:00,XYO/USDT,0.008208,0.00845,0.00803,0.008043,6319970.8594468,51967.76002404330992
1661299200,2022-08-24 00:00:00,XYO/USDT,0.008159,0.008628,0.008,0.008184,9709591.48874243,80655.11013495511589
1661212800,2022-08-23 00:00:00,XYO/USDT,0.008437,0.0086,0.00801,0.008123,15136536.20378265,126840.50853827826402
1661126400,2022-08-22 00:00:00,XYO/USDT,0.009428,0.009689,0.008288,0.008458,54719642.89897404,484717.46146915582739
1661040000,2022-08-21 00:00:00,XYO/USDT,0.007297,0.01017,0.00726,0.009431,83265964.45212561,764584.63978419555059
1660953600,2022-08-20 00:00:00,XYO/USDT,0.007369,0.007595,0.007035,0.007294,11282322.53071168,83092.51471383701938
1660867200,2022-08-19 00:00:00,XYO/USDT,0.007827,0.007869,0.00719,0.007347,11212478.20765578,84150.31340857689553
1660780800,2022-08-18 00:00:00,XYO/USDT,0.008201,0.0084,0.007826,0.007826,9798783.53058581,79427.48552854496435
1660694400,2022-08-17 00:00:00,XYO/USDT,0.008517,0.008639,0.0082,0.0082,3705791.84626946,31189.550407169596
1660608000,2022-08-16 00:00:00,XYO/USDT,0.008516,0.008685,0.0084,0.008521,6603049.65532944,55821.22872066091586
1660521600,2022-08-15 00:00:00,XYO/USDT,0.008656,0.00899,0.0085,0.008516,5365292.52469353,46624.92217982659079
1660435200,2022-08-14 00:00:00,XYO/USDT,0.008881,0.009047,0.008644,0.008665,8672651.85772919,76593.96342366474229
1660348800,2022-08-13 00:00:00,XYO/USDT,0.008952,0.009065,0.008714,0.008882,7939510.48344437,70679.07568287955604
1660262400,2022-08-12 00:00:00,XYO/USDT,0.008723,0.009105,0.008714,0.008948,6649377.06133396,58983.32385722641629
1660176000,2022-08-11 00:00:00,XYO/USDT,0.008936,0.009254,0.008625,0.008723,12328604.25271146,109550.59532263398159
1660089600,2022-08-10 00:00:00,XYO/USDT,0.008737,0.009,0.008694,0.008939,4142797.64175129,36633.53297533030232
1660003200,2022-08-09 00:00:00,XYO/USDT,0.009079,0.009198,0.008694,0.008745,9348332.21557284,82850.31498306721576
1659916800,2022-08-08 00:00:00,XYO/USDT,0.00906,0.009266,0.00892,0.009115,7859918.33114192,71607.52583238138632
1659830400,2022-08-07 00:00:00,XYO/USDT,0.008838,0.009179,0.008683,0.009062,7218736.84811637,64827.51616157870963
1659744000,2022-08-06 00:00:00,XYO/USDT,0.009022,0.009077,0.008821,0.008825,5247770.56320902,46709.89270517166896
1659657600,2022-08-05 00:00:00,XYO/USDT,0.008978,0.00931,0.008754,0.00904,8666805.29923016,78190.50242024539982
1659571200,2022-08-04 00:00:00,XYO/USDT,0.008714,0.008996,0.008567,0.008996,11210076.67773355,97987.70963426418027
1659484800,2022-08-03 00:00:00,XYO/USDT,0.009247,0.00929,0.008686,0.008734,10666030.39408912,96257.76568548113231
1659398400,2022-08-02 00:00:00,XYO/USDT,0.009325,0.009387,0.008673,0.009252,19253986.78122321,173778.73010945664194
1659312000,2022-08-01 00:00:00,XYO/USDT,0.009644,0.00996,0.009036,0.009351,21114206.34925899,201203.63631534630071
1659225600,2022-07-31 00:00:00,XYO/USDT,0.010242,0.010628,0.009644,0.009669,22441116.59033991,227221.94034040029185
1659139200,2022-07-30 00:00:00,XYO/USDT,0.011356,0.01145,0.01011,0.010238,37523792.5982534,399738.55063989250843
1659052800,2022-07-29 00:00:00,XYO/USDT,0.011528,0.0138,0.011077,0.011356,110304522.97803114,1352664.7756005255198
1658966400,2022-07-28 00:00:00,XYO/USDT,0.011081,0.01568,0.00986,0.011489,427058776.59713346,5467328.64636716531345
1658880000,2022-07-27 00:00:00,XYO/USDT,0.006304,0.012415,0.0062,0.011081,365043315.17317542,3816853.9236633980989
1658793600,2022-07-26 00:00:00,XYO/USDT,0.006499,0.006631,0.0062,0.00631,11476357.01919149,73379.17016175684827
1658707200,2022-07-25 00:00:00,XYO/USDT,0.006777,0.006788,0.006499,0.006509,6404686.78259524,42504.99933719779698
1658620800,2022-07-24 00:00:00,XYO/USDT,0.006777,0.006906,0.00672,0.006786,8214752.70231848,55953.95097928566819
1658534400,2022-07-23 00:00:00,XYO/USDT,0.006616,0.006795,0.00648,0.006774,8578025.12064877,57177.83264894468353
1658448000,2022-07-22 00:00:00,XYO/USDT,0.006772,0.006831,0.006595,0.006618,18359339.39427458,123179.12565001615646
1658361600,2022-07-21 00:00:00,XYO/USDT,0.006842,0.006948,0.00665,0.006761,12044097.69173801,81907.09593078736065
1658275200,2022-07-20 00:00:00,XYO/USDT,0.007074,0.0076,0.006773,0.006843,28908603.28603233,206484.78106216204164
1658188800,2022-07-19 00:00:00,XYO/USDT,0.006913,0.0072,0.006797,0.007085,18661217.43689677,131626.85588607914984
1658102400,2022-07-18 00:00:00,XYO/USDT,0.006452,0.007005,0.006446,0.00692,17518803.09718189,120006.71816685656327
1658016000,2022-07-17 00:00:00,XYO/USDT,0.006675,0.00677,0.00627,0.006452,16611777.6662233,108565.26854402223279
1657929600,2022-07-16 00:00:00,XYO/USDT,0.00641,0.006964,0.006232,0.006682,11172719.41896108,72856.35501239846941
1657843200,2022-07-15 00:00:00,XYO/USDT,0.006423,0.006656,0.006366,0.006414,7937047.86765592,51647.84175868560527
1657756800,2022-07-14 00:00:00,XYO/USDT,0.006294,0.006471,0.006201,0.006416,4187250.37746177,26569.08922199882444
1657670400,2022-07-13 00:00:00,XYO/USDT,0.006202,0.00635,0.006,0.006317,8550302.25113868,52848.30153733508603
1657584000,2022-07-12 00:00:00,XYO/USDT,0.006519,0.006547,0.006148,0.006181,9811540.08185565,62225.43349935114554
1657497600,2022-07-11 00:00:00,XYO/USDT,0.006872,0.006872,0.00607,0.006519,13162494.89124349,87722.80035195765089
1657411200,2022-07-10 00:00:00,XYO/USDT,0.007128,0.007278,0.00685,0.00685,11804049.62662695,83271.31249687301406
1657324800,2022-07-09 00:00:00,XYO/USDT,0.006891,0.0072,0.006821,0.007124,7460228.59519624,52245.4501878353293
1657238400,2022-07-08 00:00:00,XYO/USDT,0.006873,0.00714,0.00678,0.006893,14280553.33843055,99316.86582703811347
1657152000,2022-07-07 00:00:00,XYO/USDT,0.006686,0.00699,0.006637,0.006864,10928891.44447255,74788.30994454601588
1657065600,2022-07-06 00:00:00,XYO/USDT,0.006617,0.006825,0.00652,0.006676,10964745.02878353,73037.9087770934467
1656979200,2022-07-05 00:00:00,XYO/USDT,0.006836,0.006959,0.006559,0.006617,13610316.99836664,91868.75173628451496
1656892800,2022-07-04 00:00:00,XYO/USDT,0.006772,0.00703,0.006634,0.006837,23827141.98138818,162299.52148003006572
1656806400,2022-07-03 00:00:00,XYO/USDT,0.006306,0.006808,0.006301,0.006792,21041850.67458,138061.10140294725307
1656720000,2022-07-02 00:00:00,XYO/USDT,0.006576,0.006692,0.006305,0.006314,18187107.79046554,118405.98464069766752
1656633600,2022-07-01 00:00:00,XYO/USDT,0.006634,0.006886,0.006546,0.006589,24255755.80602823,162689.08073568451741
1656547200,2022-06-30 00:00:00,XYO/USDT,0.006627,0.00691,0.006293,0.006605,24723174.60191629,162210.47312099678035
1656460800,2022-06-29 00:00:00,XYO/USDT,0.006692,0.006895,0.00644,0.006651,16578541.78174676,110708.87234393527357
1656374400,2022-06-28 00:00:00,XYO/USDT,0.007063,0.007285,0.006673,0.006685,24270206.59896226,169235.95482712200004
1656288000,2022-06-27 00:00:00,XYO/USDT,0.006983,0.007541,0.006859,0.007077,35284565.53519196,253613.90203458311225
1656201600,2022-06-26 00:00:00,XYO/USDT,0.006948,0.007641,0.006793,0.006971,24314908.34501907,171621.44475600016104
1656115200,2022-06-25 00:00:00,XYO/USDT,0.007045,0.00719,0.00668,0.006925,18409322.17378017,128168.06505603212598
1656028800,2022-06-24 00:00:00,XYO/USDT,0.006829,0.00719,0.0066,0.007041,22879868.59229438,157510.77766885442255
1655942400,2022-06-23 00:00:00,XYO/USDT,0.006423,0.007059,0.006221,0.006831,33952999.14991834,221951.99044732591818
1655856000,2022-06-22 00:00:00,XYO/USDT,0.006476,0.00685,0.006223,0.006417,25474822.18565473,166944.45812057745475
1655769600,2022-06-21 00:00:00,XYO/USDT,0.006441,0.006844,0.006332,0.00649,19932395.38887273,131430.08127515092331
1655683200,2022-06-20 00:00:00,XYO/USDT,0.0067,0.006745,0.00618,0.006441,33718919.1792215,218078.88084112278805
1655596800,2022-06-19 00:00:00,XYO/USDT,0.006229,0.006797,0.00584,0.006709,27554634.78050936,173198.24885232788653
1655510400,2022-06-18 00:00:00,XYO/USDT,0.006727,0.006818,0.005785,0.006244,32243737.17923122,197602.3065059591124
1655424000,2022-06-17 00:00:00,XYO/USDT,0.006437,0.00684,0.00641,0.006707,13756335.82334101,91908.01984790948208
1655337600,2022-06-16 00:00:00,XYO/USDT,0.00696,0.007344,0.006145,0.006433,37984881.8606793,254636.60402076576281
1655251200,2022-06-15 00:00:00,XYO/USDT,0.00658,0.00701,0.00597,0.00696,38427129.68087014,245307.01548050433655
1655164800,2022-06-14 00:00:00,XYO/USDT,0.00635,0.00693,0.00602,0.00659,43863149.50805974,285289.9800743530442
1655078400,2022-06-13 00:00:00,XYO/USDT,0.0069,0.00725,0.00594,0.00635,50518190.97914755,330776.2930784460792
1654992000,2022-06-12 00:00:00,XYO/USDT,0.00778,0.00787,0.0069,0.00692,35436786.28397068,263637.071339244647
1654905600,2022-06-11 00:00:00,XYO/USDT,0.00809,0.00836,0.00761,0.00778,22507726.98436837,178320.6380081174456
1654819200,2022-06-10 00:00:00,XYO/USDT,0.00865,0.00879,0.00796,0.00809,27663182.17881955,229042.8430340093344
1654732800,2022-06-09 00:00:00,XYO/USDT,0.00873,0.00896,0.0086,0.00868,16216005.9177925,142636.8920323812007
1654646400,2022-06-08 00:00:00,XYO/USDT,0.00911,0.00925,0.00868,0.00873,17739537.11213313,158546.0575116705895
1654560000,2022-06-07 00:00:00,XYO/USDT,0.00924,0.00933,0.00887,0.0091,14693523.25620529,133267.9977746272078
1654473600,2022-06-06 00:00:00,XYO/USDT,0.00894,0.00934,0.00894,0.00925,10378643.52624108,95505.113273289391
1654387200,2022-06-05 00:00:00,XYO/USDT,0.00921,0.00926,0.0089,0.00895,4946218.66388075,44666.0036533208532
1654300800,2022-06-04 00:00:00,XYO/USDT,0.00919,0.00925,0.00895,0.00919,4640815.61139976,42222.7543813105639
1654214400,2022-06-03 00:00:00,XYO/USDT,0.00946,0.00954,0.00877,0.00922,9878480.81285671,89947.6945319784228
1654128000,2022-06-02 00:00:00,XYO/USDT,0.00924,0.00953,0.00878,0.00948,17234689.03025717,157319.5100990487007
1654041600,2022-06-01 00:00:00,XYO/USDT,0.0099,0.00993,0.00906,0.00925,19754859.57867514,187784.6678546365117
1653955200,2022-05-31 00:00:00,XYO/USDT,0.00989,0.01013,0.00941,0.00988,27456350.41981181,271108.5053842467134
1653868800,2022-05-30 00:00:00,XYO/USDT,0.00928,0.01012,0.00927,0.00992,27732708.3051592,267109.8412858674966
1653782400,2022-05-29 00:00:00,XYO/USDT,0.00913,0.0094,0.009,0.00929,12298328.64650911,113373.6561296812029
1653696000,2022-05-28 00:00:00,XYO/USDT,0.00894,0.00945,0.00891,0.00914,18879365.34867862,171914.7024933739086
1653609600,2022-05-27 00:00:00,XYO/USDT,0.0092,0.00953,0.00881,0.00894,28613869.61411484,261910.0503457999907
1653523200,2022-05-26 00:00:00,XYO/USDT,0.00984,0.01027,0.00893,0.00915,43730231.59801233,417599.8818189078966
1653436800,2022-05-25 00:00:00,XYO/USDT,0.00965,0.01017,0.00955,0.00988,18118365.22442312,179434.2798011478358
1653350400,2022-05-24 00:00:00,XYO/USDT,0.00991,0.01008,0.00958,0.00965,17506297.86297703,171926.8257328453293
1653264000,2022-05-23 00:00:00,XYO/USDT,0.0094,0.01093,0.00936,0.00991,51315453.9041753,523132.6571618085956
1653177600,2022-05-22 00:00:00,XYO/USDT,0.00964,0.00975,0.00926,0.00942,32324240.72478029,306849.0303404346575
1653091200,2022-05-21 00:00:00,XYO/USDT,0.00927,0.00993,0.0088,0.00963,45338601.28019659,422579.4628671340406
1653004800,2022-05-20 00:00:00,XYO/USDT,0.00932,0.00977,0.00871,0.00927,59858617.20694528,557661.417627800836
1652918400,2022-05-19 00:00:00,XYO/USDT,0.00918,0.00974,0.00814,0.0093,87549269.40248897,791113.5717421101066
1652832000,2022-05-18 00:00:00,XYO/USDT,0.01051,0.01072,0.0088,0.00913,49232401.53944519,478032.9288034275399
1652745600,2022-05-17 00:00:00,XYO/USDT,0.00981,0.01143,0.0098,0.01047,37793538.99052292,399878.1140827653492
1652659200,2022-05-16 00:00:00,XYO/USDT,0.0102,0.01027,0.0094,0.00981,30838660.91031458,301373.9219125874417
1652572800,2022-05-15 00:00:00,XYO/USDT,0.00948,0.01051,0.00915,0.01021,51309220.58869231,499868.9051728235515
1652486400,2022-05-14 00:00:00,XYO/USDT,0.00953,0.01032,0.00864,0.0095,83113170.46822322,773941.9227277198276
1652400000,2022-05-13 00:00:00,XYO/USDT,0.00785,0.0118,0.00781,0.00954,61123200.83102247,612864.1842957272486
1652313600,2022-05-12 00:00:00,XYO/USDT,0.00934,0.0097,0.00645,0.00787,59101485.52006025,453072.1501517663397
1652227200,2022-05-11 00:00:00,XYO/USDT,0.01154,0.01342,0.00766,0.00937,123156946.48354432,1312098.1040024034872
1652140800,2022-05-10 00:00:00,XYO/USDT,0.01054,0.01209,0.01052,0.01153,56698208.94144863,635024.2705197822719
1652054400,2022-05-09 00:00:00,XYO/USDT,0.0131,0.01328,0.0105,0.0105,71014121.27585971,838259.2314411903824
1651968000,2022-05-08 00:00:00,XYO/USDT,0.01393,0.01396,0.01301,0.01311,27010846.7085027,364451.4699028200438
1651881600,2022-05-07 00:00:00,XYO/USDT,0.01415,0.01425,0.01365,0.01393,17680738.18391046,246817.7992536097991
1651795200,2022-05-06 00:00:00,XYO/USDT,0.01417,0.01438,0.01382,0.01416,27384672.44510731,386176.9494022419474
1651708800,2022-05-05 00:00:00,XYO/USDT,0.01515,0.01525,0.01368,0.01415,23466907.48422237,340765.9359396442653
1651622400,2022-05-04 00:00:00,XYO/USDT,0.01437,0.01526,0.01415,0.0152,33613021.86347697,491681.2078370983693
1651536000,2022-05-03 00:00:00,XYO/USDT,0.01478,0.01503,0.01403,0.01436,19436196.82684509,282730.0669192655882
1651449600,2022-05-02 00:00:00,XYO/USDT,0.01496,0.0154,0.01435,0.01478,28264106.89948598,419893.2807527936019
1651363200,2022-05-01 00:00:00,XYO/USDT,0.01434,0.01497,0.01393,0.01496,29453039.03093143,424837.2727611745989
1651276800,2022-04-30 00:00:00,XYO/USDT,0.01566,0.01577,0.01418,0.01433,27777795.55087945,414166.8638281007432
1651190400,2022-04-29 00:00:00,XYO/USDT,0.01612,0.01634,0.0154,0.01566,40076111.7021483,633705.8700586632137
1651104000,2022-04-28 00:00:00,XYO/USDT,0.01612,0.01676,0.0158,0.01611,71825927.53235147,1162911.150156203244
1651017600,2022-04-27 00:00:00,XYO/USDT,0.01586,0.01666,0.01568,0.01614,113540663.3902448,1836364.5197486348122
1650931200,2022-04-26 00:00:00,XYO/USDT,0.01685,0.01731,0.01565,0.01586,77437071.10342794,1280043.3073067820015
1650844800,2022-04-25 00:00:00,XYO/USDT,0.01749,0.01749,0.01661,0.01685,54352600.73656464,925846.4746699425666
1650758400,2022-04-24 00:00:00,XYO/USDT,0.01736,0.01789,0.01732,0.0175,21732072.39638329,382205.3484413223097
1650672000,2022-04-23 00:00:00,XYO/USDT,0.01742,0.01788,0.01731,0.01731,17826617.32337823,313269.8530166675508
1650585600,2022-04-22 00:00:00,XYO/USDT,0.01813,0.01815,0.01721,0.01742,24158808.55851396,426685.895188620552
1650499200,2022-04-21 00:00:00,XYO/USDT,0.01775,0.01922,0.01775,0.01817,62892579.53904403,1158934.8741912720507
1650412800,2022-04-20 00:00:00,XYO/USDT,0.01796,0.01841,0.01747,0.01775,36977475.78373856,661651.2607193623442
1650326400,2022-04-19 00:00:00,XYO/USDT,0.01731,0.0182,0.01721,0.01794,21742747.80512399,384752.2190977136125
1650240000,2022-04-18 00:00:00,XYO/USDT,0.01747,0.01764,0.0167,0.01731,19467330.24700375,335526.3785560581288
1650153600,2022-04-17 00:00:00,XYO/USDT,0.0178,0.01791,0.01739,0.01748,9138175.09090251,162099.5289824257021
1650067200,2022-04-16 00:00:00,XYO/USDT,0.01808,0.01825,0.01763,0.0178,16740862.45877368,300268.6313779733265
1649980800,2022-04-15 00:00:00,XYO/USDT,0.01773,0.01835,0.01759,0.01809,10746680.28506142,192594.548895760123
1649894400,2022-04-14 00:00:00,XYO/USDT,0.01838,0.01883,0.01742,0.01777,18790677.7085844,339430.1590755232537
1649808000,2022-04-13 00:00:00,XYO/USDT,0.01761,0.01915,0.01723,0.01838,34903523.73874391,641244.4249873043929
1649721600,2022-04-12 00:00:00,XYO/USDT,0.01724,0.01794,0.01681,0.01761,41125330.53142411,715032.2205227886308
1649635200,2022-04-11 00:00:00,XYO/USDT,0.01862,0.01911,0.01707,0.01722,40941656.55410134,740592.6902815131245
1649548800,2022-04-10 00:00:00,XYO/USDT,0.01905,0.01978,0.01861,0.01861,19310816.18861309,370123.9657159933851
1649462400,2022-04-09 00:00:00,XYO/USDT,0.01899,0.01923,0.0186,0.01909,10873962.97086543,206096.4442432103272
1649376000,2022-04-08 00:00:00,XYO/USDT,0.01962,0.02008,0.01886,0.01899,17259732.55464928,337982.083164225662
1649289600,2022-04-07 00:00:00,XYO/USDT,0.01977,0.02006,0.01926,0.01963,20524107.99113767,404451.3028356923066
1649203200,2022-04-06 00:00:00,XYO/USDT,0.02106,0.02118,0.01965,0.01977,27173260.30469962,553496.3956234038132
1649116800,2022-04-05 00:00:00,XYO/USDT,0.02183,0.02216,0.021,0.021,17660608.76420229,380207.9256967421884
1649030400,2022-04-04 00:00:00,XYO/USDT,0.02262,0.02391,0.02098,0.02181,47236400.36151688,1050838.2000455923575
1648944000,2022-04-03 00:00:00,XYO/USDT,0.02231,0.02336,0.02173,0.02261,42605121.88845815,958106.2922197765372
1648857600,2022-04-02 00:00:00,XYO/USDT,0.02148,0.02428,0.02126,0.02229,76327890.54709421,1727190.1097012171613
1648771200,2022-04-01 00:00:00,XYO/USDT,0.02086,0.02208,0.02011,0.02148,47936049.75984741,1008427.9324154983312
1648684800,2022-03-31 00:00:00,XYO/USDT,0.02031,0.02119,0.02018,0.02083,43208634.26897511,892510.9849150002287
1648598400,2022-03-30 00:00:00,XYO/USDT,0.02041,0.02078,0.01985,0.02036,26301652.79873178,532361.7936564859514
1648512000,2022-03-29 00:00:00,XYO/USDT,0.02035,0.02116,0.0199,0.02041,27565005.03809925,563644.5394370398775
1648425600,2022-03-28 00:00:00,XYO/USDT,0.02069,0.02172,0.02012,0.02034,34868443.07354112,729745.9365734709428
1648339200,2022-03-27 00:00:00,XYO/USDT,0.02061,0.02091,0.02007,0.02075,20943596.283196,427874.0466279873752
1648252800,2022-03-26 00:00:00,XYO/USDT,0.02035,0.021,0.01984,0.02062,20774068.05216465,426456.6490116137427
1648166400,2022-03-25 00:00:00,XYO/USDT,0.02128,0.02156,0.02006,0.0203,23704430.49451005,492612.7189632095186
1648080000,2022-03-24 00:00:00,XYO/USDT,0.01921,0.02229,0.01888,0.02127,95575767.13073272,1989974.1103790335159
1647993600,2022-03-23 00:00:00,XYO/USDT,0.01897,0.01946,0.01834,0.0192,20445266.67062517,389570.140262845733
1647907200,2022-03-22 00:00:00,XYO/USDT,0.01887,0.02001,0.01873,0.01897,30834986.77079621,594950.2998647289149
1647820800,2022-03-21 00:00:00,XYO/USDT,0.01857,0.01918,0.01812,0.01887,14559734.05690894,272255.1790621480422
1647734400,2022-03-20 00:00:00,XYO/USDT,0.02058,0.02078,0.01826,0.01856,31121709.4346431,596845.5243845324371
1647648000,2022-03-19 00:00:00,XYO/USDT,0.01681,0.02393,0.01678,0.02061,221499367.06231719,4660662.0009587764731
1647561600,2022-03-18 00:00:00,XYO/USDT,0.01682,0.01724,0.01589,0.0168,26315060.98803321,432916.7069532612656
1647475200,2022-03-17 00:00:00,XYO/USDT,0.01694,0.01755,0.01618,0.01683,23125559.83390242,388696.2426222246202
1647388800,2022-03-16 00:00:00,XYO/USDT,0.01619,0.01754,0.01582,0.01697,36202596.5857553,593509.0105202962522
1647302400,2022-03-15 00:00:00,XYO/USDT,0.01612,0.01679,0.01607,0.01617,19576670.1743852,319443.8494526273197
1647216000,2022-03-14 00:00:00,XYO/USDT,0.016,0.01666,0.0156,0.0161,25593800.1652909,409219.8007592415445
1647129600,2022-03-13 00:00:00,XYO/USDT,0.01678,0.01704,0.01567,0.01601,18072562.93083522,298360.8755613826719
1647043200,2022-03-12 00:00:00,XYO/USDT,0.01712,0.01745,0.01677,0.01681,9194652.8539177,157116.4865035115178
1646956800,2022-03-11 00:00:00,XYO/USDT,0.01704,0.01765,0.01678,0.01712,14997651.20678507,257529.3182194389989
1646870400,2022-03-10 00:00:00,XYO/USDT,0.01734,0.01742,0.01695,0.01701,14250730.02786918,244901.6314093397558
1646784000,2022-03-09 00:00:00,XYO/USDT,0.01694,0.0182,0.01694,0.01734,17887392.90373479,315836.7608643700434
1646697600,2022-03-08 00:00:00,XYO/USDT,0.01696,0.01757,0.0168,0.01697,13790379.39147849,236701.4639951461628
1646611200,2022-03-07 00:00:00,XYO/USDT,0.0171,0.0177,0.01674,0.01698,15599000.08049326,266729.7637343327314
1646524800,2022-03-06 00:00:00,XYO/USDT,0.01866,0.01882,0.017,0.01709,16015323.49413941,287611.463572800531
1646438400,2022-03-05 00:00:00,XYO/USDT,0.01757,0.01897,0.01715,0.01865,16067254.42562899,291250.5619293769647
1646352000,2022-03-04 00:00:00,XYO/USDT,0.01882,0.01885,0.01716,0.01756,17383891.79464189,314762.9468606617392
1646265600,2022-03-03 00:00:00,XYO/USDT,0.01896,0.01978,0.01871,0.01877,16897282.5279896,323031.4369039616808
1646179200,2022-03-02 00:00:00,XYO/USDT,0.02044,0.02044,0.01885,0.01896,28298011.39921967,558730.7181101902974
1646092800,2022-03-01 00:00:00,XYO/USDT,0.02139,0.02206,0.01983,0.02044,50973177.54961639,1077313.2970324851738
1646006400,2022-02-28 00:00:00,XYO/USDT,0.01836,0.02257,0.01833,0.02139,62959179.90911147,1283944.3439497504313
1645920000,2022-02-27 00:00:00,XYO/USDT,0.01879,0.01958,0.01782,0.01835,23548816.64466783,437437.2785921664407
1645833600,2022-02-26 00:00:00,XYO/USDT,0.01819,0.01962,0.01804,0.01882,15297997.43598054,288663.0772836789121
1645747200,2022-02-25 00:00:00,XYO/USDT,0.01718,0.01846,0.01701,0.01813,25576734.88330203,452988.7458465718774
1645660800,2022-02-24 00:00:00,XYO/USDT,0.01867,0.01871,0.01508,0.01717,62897800.77495962,1023077.3241483846588
1645574400,2022-02-23 00:00:00,XYO/USDT,0.01888,0.01968,0.0186,0.01869,17499575.66878324,337175.7734806789664
1645488000,2022-02-22 00:00:00,XYO/USDT,0.01805,0.01944,0.01749,0.01884,49457135.36747781,901682.9773178982886
1645401600,2022-02-21 00:00:00,XYO/USDT,0.01919,0.01989,0.01774,0.01805,21484081.01610819,410316.5131231692284
1645315200,2022-02-20 00:00:00,XYO/USDT,0.02065,0.02133,0.01866,0.01922,18122557.89184429,355090.5149908597344
1645228800,2022-02-19 00:00:00,XYO/USDT,0.01959,0.02135,0.01946,0.0206,18715212.23105396,377357.2427759359874
1645142400,2022-02-18 00:00:00,XYO/USDT,0.02041,0.02055,0.01949,0.01958,15420450.93384705,307050.754928201787
1645056000,2022-02-17 00:00:00,XYO/USDT,0.0218,0.022,0.02008,0.02039,11297754.4252196,239231.2554828492379
1644969600,2022-02-16 00:00:00,XYO/USDT,0.02228,0.02236,0.02151,0.0218,13985403.695669,307519.9020747081135
1644883200,2022-02-15 00:00:00,XYO/USDT,0.02121,0.0223,0.02118,0.02228,17547971.6052949,381698.2084203431191
1644796800,2022-02-14 00:00:00,XYO/USDT,0.0215,0.02213,0.02075,0.02122,26763404.84732337,570755.0542181407704
1644710400,2022-02-13 00:00:00,XYO/USDT,0.02191,0.02235,0.0215,0.0215,16296453.86884162,357372.6167722669687
1644624000,2022-02-12 00:00:00,XYO/USDT,0.02263,0.02289,0.02164,0.02184,13812031.92031157,306134.6758243292737
1644537600,2022-02-11 00:00:00,XYO/USDT,0.02329,0.0244,0.02224,0.02264,31580977.95759182,735241.1650033474109
1644451200,2022-02-10 00:00:00,XYO/USDT,0.02425,0.02655,0.02303,0.02334,52727713.68904757,1292937.9013417466042
