https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GTC,Volume USDT
1661126400,2022-08-22 00:00:00,GTC/USDT,2.4811,2.4811,2.2833,2.4104,16277.5581,38712.96530987
1661040000,2022-08-21 00:00:00,GTC/USDT,2.3632,2.5276,2.3406,2.4824,29477.5371,72658.37514939
1660953600,2022-08-20 00:00:00,GTC/USDT,2.308,2.4059,2.2581,2.364,18635.139,43753.22964629
1660867200,2022-08-19 00:00:00,GTC/USDT,2.6902,2.725,2.2357,2.301,16408.1818,40006.58732476
1660780800,2022-08-18 00:00:00,GTC/USDT,2.9225,3.006,2.6472,2.6966,14385.7743,40635.57969569
1660694400,2022-08-17 00:00:00,GTC/USDT,3.2743,3.31,2.8773,2.9228,25019.3777,77007.41279733
1660608000,2022-08-16 00:00:00,GTC/USDT,3.3084,3.3084,3.1059,3.2743,12042.4714,38626.45259917
1660521600,2022-08-15 00:00:00,GTC/USDT,3.05,3.4,3.0461,3.3092,37294.9893,122252.99686797
1660435200,2022-08-14 00:00:00,GTC/USDT,3.232,3.2994,3.0229,3.0689,18175.8319,57515.92031162
1660348800,2022-08-13 00:00:00,GTC/USDT,3.246,3.32,3.1688,3.2319,17643.1624,57211.75937401
1660262400,2022-08-12 00:00:00,GTC/USDT,3.1142,3.2981,3.0536,3.2664,18109.9471,58013.93312308
1660176000,2022-08-11 00:00:00,GTC/USDT,3.0377,3.3583,3.0377,3.132,36450.2858,117125.38500244
1660089600,2022-08-10 00:00:00,GTC/USDT,2.8831,3.0699,2.8153,3.036,12437.0623,37197.35981482
1660003200,2022-08-09 00:00:00,GTC/USDT,3.0199,3.0699,2.817,2.8956,9911.9231,28967.68395233
1659916800,2022-08-08 00:00:00,GTC/USDT,3.0633,3.174,2.9848,3.0209,20968.3926,65043.50888049
1659830400,2022-08-07 00:00:00,GTC/USDT,3.0308,3.2543,2.975,3.0561,25793.9088,80772.68011365
1659744000,2022-08-06 00:00:00,GTC/USDT,3.162,3.174,3.01,3.0298,13923.8346,42999.53265951
1659657600,2022-08-05 00:00:00,GTC/USDT,3.1,3.1776,2.9968,3.1776,16993.2809,52544.1766644
1659571200,2022-08-04 00:00:00,GTC/USDT,2.8062,3.13,2.8062,3.1099,51090.6135,156394.111937
1659484800,2022-08-03 00:00:00,GTC/USDT,2.7364,2.9408,2.628,2.8,16424.8435,46723.67158403
1659398400,2022-08-02 00:00:00,GTC/USDT,2.8749,2.9037,2.655,2.7203,33300.7964,91172.76804792
1659312000,2022-08-01 00:00:00,GTC/USDT,3.1968,3.3069,2.7983,2.8722,44783.1581,138404.37766004
1659225600,2022-07-31 00:00:00,GTC/USDT,2.8562,3.4,2.8505,3.216,96052.453,310156.63187501
1659139200,2022-07-30 00:00:00,GTC/USDT,2.9634,3.358,2.8408,2.8609,39032.6875,118284.26318849
1659052800,2022-07-29 00:00:00,GTC/USDT,2.868,3.1187,2.7921,2.9637,74578.62682075,218612.098219266075
1658966400,2022-07-28 00:00:00,GTC/USDT,2.5471,3.1742,2.5128,2.8668,126859.5323,368411.4105414
1658880000,2022-07-27 00:00:00,GTC/USDT,2.2684,2.554,2.229,2.554,12427.2813,29388.25005592
1658793600,2022-07-26 00:00:00,GTC/USDT,2.2474,2.2952,2.1645,2.2677,3912.43087075,8682.91582511355
1658707200,2022-07-25 00:00:00,GTC/USDT,2.4612,2.4612,2.2474,2.2474,12942.8433,30327.44546954
1658620800,2022-07-24 00:00:00,GTC/USDT,2.4612,2.523,2.434,2.4741,13457.0334,33241.7524177
1658534400,2022-07-23 00:00:00,GTC/USDT,2.3838,2.5082,2.36,2.4593,15785.6838,38552.60210186
1658448000,2022-07-22 00:00:00,GTC/USDT,2.4745,2.574,2.3452,2.3838,18672.9056,46321.17803558
1658361600,2022-07-21 00:00:00,GTC/USDT,2.5128,2.544,2.3814,2.4745,14879.8091,36619.50028406
1658275200,2022-07-20 00:00:00,GTC/USDT,2.6886,2.805,2.4405,2.4981,28638.28914181,75533.012179066189
1658188800,2022-07-19 00:00:00,GTC/USDT,2.7,2.7527,2.5818,2.6831,34542.57558022,92861.581724371278
1658102400,2022-07-18 00:00:00,GTC/USDT,2.5336,2.7458,2.5336,2.7096,44920.20325783,119549.491365885576
1658016000,2022-07-17 00:00:00,GTC/USDT,2.453,2.6161,2.4038,2.525,58880.28588477,149915.721177131676
1657929600,2022-07-16 00:00:00,GTC/USDT,2.336,2.46,2.2677,2.4528,14078.11978688,33482.693984160725
1657843200,2022-07-15 00:00:00,GTC/USDT,2.2602,2.586,2.2249,2.34,29850.07418891,70857.247876957429
1657756800,2022-07-14 00:00:00,GTC/USDT,2.1969,2.284,2.123,2.2649,5406.97712058,11994.996564918158
1657670400,2022-07-13 00:00:00,GTC/USDT,2.1254,2.237,2.0073,2.1938,14354.62334335,29821.519896181939
1657584000,2022-07-12 00:00:00,GTC/USDT,2.2161,2.2618,2.117,2.1257,9015.04786322,19831.921039938024
1657497600,2022-07-11 00:00:00,GTC/USDT,2.4022,2.4084,2.187,2.229,6867.25596705,16084.878099488041
1657411200,2022-07-10 00:00:00,GTC/USDT,2.6579,2.67,2.3838,2.4055,15216.66410302,38315.39089660878
1657324800,2022-07-09 00:00:00,GTC/USDT,2.6,2.7645,2.6,2.6701,14225.97934273,38039.589315601843
1657238400,2022-07-08 00:00:00,GTC/USDT,2.5704,2.731,2.481,2.6,20852.33840117,54575.891279126815
1657152000,2022-07-07 00:00:00,GTC/USDT,2.5086,2.607,2.484,2.5845,8813.02438028,22504.636300480817
1657065600,2022-07-06 00:00:00,GTC/USDT,2.4965,2.5563,2.46,2.5128,9149.35061931,22853.785753707503
1656979200,2022-07-05 00:00:00,GTC/USDT,2.6327,2.649,2.4571,2.4921,8779.77477687,22272.047688263618
1656892800,2022-07-04 00:00:00,GTC/USDT,2.53,2.6392,2.4576,2.633,7271.40136503,18768.528758754908
1656806400,2022-07-03 00:00:00,GTC/USDT,2.53,2.5735,2.44,2.5364,2801.33721246,7045.985812491634
1656720000,2022-07-02 00:00:00,GTC/USDT,2.5974,2.6252,2.4725,2.5348,4296.52825064,10850.579518133609
1656633600,2022-07-01 00:00:00,GTC/USDT,2.9385,3.0781,2.5608,2.6,19222.44933712,55096.097956938768
1656547200,2022-06-30 00:00:00,GTC/USDT,3.0309,3.1,2.775,2.9477,11978.34396936,34860.320519472215
1656460800,2022-06-29 00:00:00,GTC/USDT,2.7078,3.1449,2.7011,3.033,20511.87375489,60732.050500028381
1656374400,2022-06-28 00:00:00,GTC/USDT,2.9508,3.02,2.679,2.7067,11458.55671511,32613.505465321586
1656288000,2022-06-27 00:00:00,GTC/USDT,2.8301,3.05,2.8301,2.9537,29342.73935305,87597.307637138935
1656201600,2022-06-26 00:00:00,GTC/USDT,2.9972,3.1765,2.8179,2.8342,18676.70655425,56288.78068970453
1656115200,2022-06-25 00:00:00,GTC/USDT,2.8103,3.0177,2.7489,2.9972,18646.83769168,53673.178388221976
1656028800,2022-06-24 00:00:00,GTC/USDT,2.6118,2.9167,2.5719,2.8113,22457.41749987,61587.856187386019
1655942400,2022-06-23 00:00:00,GTC/USDT,2.3621,2.6388,2.3615,2.5985,12346.21427233,31544.97299791767
1655856000,2022-06-22 00:00:00,GTC/USDT,2.5899,2.5899,2.3558,2.3615,11976.01165196,29503.964254342923
1655769600,2022-06-21 00:00:00,GTC/USDT,2.4219,2.7574,2.3511,2.6067,35390.1906041,93318.624566741534
1655683200,2022-06-20 00:00:00,GTC/USDT,2.3836,2.44,2.2474,2.4077,28778.00217212,67035.897248200804
1655596800,2022-06-19 00:00:00,GTC/USDT,2.1735,2.5116,2.0681,2.381,29605.51167388,67869.026160546938
1655510400,2022-06-18 00:00:00,GTC/USDT,2.3661,2.4104,1.9692,2.1659,24485.10933099,52582.861069045522
1655424000,2022-06-17 00:00:00,GTC/USDT,2.304,2.59,2.2571,2.3796,32010.99041244,75616.399766105276
1655337600,2022-06-16 00:00:00,GTC/USDT,2.45,2.606,2.2311,2.3019,94465.80102792,230107.738740395066
1655251200,2022-06-15 00:00:00,GTC/USDT,2.2518,2.45,1.9931,2.446,65366.91679322,144599.072514179388
1655164800,2022-06-14 00:00:00,GTC/USDT,2.1786,2.3905,2.002,2.2587,45916.27714968,101848.411572625856
1655078400,2022-06-13 00:00:00,GTC/USDT,2.4443,2.4732,1.8059,2.1789,82267.9521032,175199.922882547088
1654992000,2022-06-12 00:00:00,GTC/USDT,2.6307,2.8964,2.3569,2.4608,81546.02917321,211814.589585884174
1654905600,2022-06-11 00:00:00,GTC/USDT,3.4758,3.5521,2.598,2.6307,72555.83764889,213773.28370693136
1654819200,2022-06-10 00:00:00,GTC/USDT,3.1565,3.5875,3.01,3.4758,61101.54569355,200758.651188816789
1654732800,2022-06-09 00:00:00,GTC/USDT,3.1276,3.243,2.9963,3.1602,31149.77815234,96699.870968433801
1654646400,2022-06-08 00:00:00,GTC/USDT,2.807,3.76,2.7282,3.111,115529.11760821,380747.106237279826
1654560000,2022-06-07 00:00:00,GTC/USDT,2.845,3.2114,2.5675,2.8071,39428.86742085,112555.738316467205
1654473600,2022-06-06 00:00:00,GTC/USDT,2.7195,2.96,2.7153,2.8434,20057.32016125,57696.111164817967
1654387200,2022-06-05 00:00:00,GTC/USDT,2.825,2.8342,2.669,2.72,9753.71009077,27093.386145551934
1654300800,2022-06-04 00:00:00,GTC/USDT,2.7208,2.84,2.5775,2.8229,22498.36356297,61391.680435300179
1654214400,2022-06-03 00:00:00,GTC/USDT,2.7619,2.8163,2.606,2.7343,14316.54340726,39119.608935050515
1654128000,2022-06-02 00:00:00,GTC/USDT,2.6864,2.782,2.5364,2.772,18720.43882393,49528.234948728949
1654041600,2022-06-01 00:00:00,GTC/USDT,3.4529,3.486,2.5795,2.6875,31528.32316607,93196.948133851147
1653955200,2022-05-31 00:00:00,GTC/USDT,2.8492,3.8,2.735,3.4547,131501.33567528,447026.574685283031
1653868800,2022-05-30 00:00:00,GTC/USDT,2.5195,2.8865,2.4777,2.8342,7313.9608418,19762.188498734817
1653782400,2022-05-29 00:00:00,GTC/USDT,2.35,2.5173,2.223,2.5173,11379.32745029,27135.663555459398
1653696000,2022-05-28 00:00:00,GTC/USDT,2.26,2.38,2.1985,2.3519,6772.13500097,15641.67463363546
1653609600,2022-05-27 00:00:00,GTC/USDT,2.3126,2.3823,2.1496,2.2496,33116.29426711,75214.972759207187
1653523200,2022-05-26 00:00:00,GTC/USDT,2.6319,2.7038,2.2518,2.2959,28249.31028696,68209.44138919995
1653436800,2022-05-25 00:00:00,GTC/USDT,2.6647,2.7432,2.34,2.6124,31319.86098255,81698.613671476168
1653350400,2022-05-24 00:00:00,GTC/USDT,2.5897,2.6964,2.4409,2.6676,11602.10470679,29616.395945916408
1653264000,2022-05-23 00:00:00,GTC/USDT,2.7853,2.932,2.5038,2.5777,19060.76529865,51952.199372205751
1653177600,2022-05-22 00:00:00,GTC/USDT,2.9,3.1999,2.6792,2.79,48666.77113143,142294.578703771934
1653091200,2022-05-21 00:00:00,GTC/USDT,2.4919,3.01,2.4027,2.902,59301.24544225,166185.119088853193
1653004800,2022-05-20 00:00:00,GTC/USDT,2.6386,2.7886,2.3491,2.4697,56747.76896706,146861.144042288116
1652918400,2022-05-19 00:00:00,GTC/USDT,2.2474,2.6964,2.1229,2.647,46983.86450086,116477.127759630425
1652832000,2022-05-18 00:00:00,GTC/USDT,2.5783,2.6757,2.2211,2.2311,40795.42869343,101080.263139285726
1652745600,2022-05-17 00:00:00,GTC/USDT,2.2625,2.6279,2.2575,2.5792,45888.11889008,113094.136506986082
1652659200,2022-05-16 00:00:00,GTC/USDT,2.5082,2.5083,2.1968,2.2536,20708.15526861,47676.027283679074
1652572800,2022-05-15 00:00:00,GTC/USDT,2.5571,2.5958,2.3072,2.5309,47189.90601546,114875.303220469518
1652486400,2022-05-14 00:00:00,GTC/USDT,2.324,2.6,2.1137,2.5734,39153.14072259,92270.279842027754
1652400000,2022-05-13 00:00:00,GTC/USDT,2.1842,2.7,2.1276,2.3214,70007.58057445,171857.216253870106
1652313600,2022-05-12 00:00:00,GTC/USDT,2.3588,2.5,1.6769,2.1609,67872.0866287,142855.289723924457
1652227200,2022-05-11 00:00:00,GTC/USDT,3.4,3.5494,2.0994,2.3645,104333.66680832,274669.815690831671
1652140800,2022-05-10 00:00:00,GTC/USDT,3.3392,3.94,3.22,3.4005,21387.09359419,76411.526594799221
1652054400,2022-05-09 00:00:00,GTC/USDT,4.4586,4.5994,3.2725,3.3269,20856.44174192,78380.012941029438
1651968000,2022-05-08 00:00:00,GTC/USDT,4.5328,4.5551,4.2993,4.45,7238.82657748,32134.655897354596
1651881600,2022-05-07 00:00:00,GTC/USDT,4.6891,4.7281,4.3653,4.5328,5759.69778011,26617.666903341466
1651795200,2022-05-06 00:00:00,GTC/USDT,4.5629,4.7595,4.4012,4.6961,15307.77458333,70089.989404938652
1651708800,2022-05-05 00:00:00,GTC/USDT,5.1573,5.23,4.375,4.5745,21937.28804321,106709.199337630938
1651622400,2022-05-04 00:00:00,GTC/USDT,4.7333,5.1996,4.7137,5.1517,14464.73179438,70687.235624153223
1651536000,2022-05-03 00:00:00,GTC/USDT,4.659,5.3967,4.6263,4.7418,64747.21037392,327486.863159738977
1651449600,2022-05-02 00:00:00,GTC/USDT,4.7595,4.9817,4.4558,4.671,21796.15044038,102373.928841736034
1651363200,2022-05-01 00:00:00,GTC/USDT,4.494,4.7883,4.36,4.7405,13680.94514971,62351.008919834145
1651276800,2022-04-30 00:00:00,GTC/USDT,5.1571,5.3663,4.2291,4.5,9732.64836629,48125.303115737341
1651190400,2022-04-29 00:00:00,GTC/USDT,5.4496,5.5622,5.0388,5.1708,6933.21133515,36906.594544305452
1651104000,2022-04-28 00:00:00,GTC/USDT,5.5029,5.6175,5.3366,5.43,8806.63269065,48596.681149238877
1651017600,2022-04-27 00:00:00,GTC/USDT,5.2728,5.5906,5.2102,5.5206,11401.73307243,62174.609748318716
1650931200,2022-04-26 00:00:00,GTC/USDT,5.799,6.0593,5.1674,5.2637,12046.49039988,69152.443975557925
1650844800,2022-04-25 00:00:00,GTC/USDT,5.8482,5.8482,5.3131,5.799,5609.41464676,30984.240590214937
1650758400,2022-04-24 00:00:00,GTC/USDT,5.9885,6.0943,5.799,5.8482,4572.92279558,27076.695312838266
1650672000,2022-04-23 00:00:00,GTC/USDT,5.9956,6.0957,5.8392,5.982,6698.53909067,39948.151385758761
1650585600,2022-04-22 00:00:00,GTC/USDT,5.83,6.08,5.8053,5.9745,12106.69493125,72416.56510902889
1650499200,2022-04-21 00:00:00,GTC/USDT,6.294,6.6158,5.714,5.84,19019.55725367,119062.353864359604
1650412800,2022-04-20 00:00:00,GTC/USDT,6.1932,6.6873,6.0351,6.2881,31394.46441217,201437.841258089243
1650326400,2022-04-19 00:00:00,GTC/USDT,5.9657,6.2213,5.8981,6.1953,8195.9774324,49772.139028196649
1650240000,2022-04-18 00:00:00,GTC/USDT,5.8205,6.0346,5.58,5.9647,13536.40475676,78447.419113120227
1650153600,2022-04-17 00:00:00,GTC/USDT,6.1349,6.3691,5.7909,5.8326,15066.34986472,92338.972425630792
1650067200,2022-04-16 00:00:00,GTC/USDT,6.1053,6.24,5.9172,6.1368,5342.11540308,32502.627370211039
1649980800,2022-04-15 00:00:00,GTC/USDT,5.8591,6.1229,5.8473,6.0993,15308.02583488,92126.200221216075
1649894400,2022-04-14 00:00:00,GTC/USDT,6.175,6.3076,5.7421,5.844,9326.90844843,56168.990878388245
1649808000,2022-04-13 00:00:00,GTC/USDT,5.9371,6.2052,5.7129,6.2052,7529.10792441,45239.571501599354
1649721600,2022-04-12 00:00:00,GTC/USDT,5.625,6.1339,5.5976,5.9674,12828.29005563,74925.343483924733
1649635200,2022-04-11 00:00:00,GTC/USDT,6.3466,6.396,5.5128,5.6056,30492.96791085,178736.28690584183
1649548800,2022-04-10 00:00:00,GTC/USDT,6.6589,6.7801,6.325,6.325,19517.46706737,127955.897293359339
1649462400,2022-04-09 00:00:00,GTC/USDT,6.2547,6.732,6.2547,6.68,27377.5931937,178255.134994007925
1649376000,2022-04-08 00:00:00,GTC/USDT,6.8133,6.935,6.1809,6.2668,25344.00960107,166371.565288924215
1649289600,2022-04-07 00:00:00,GTC/USDT,6.4662,7.0148,6.3375,6.836,16280.49008568,109050.214605532272
1649203200,2022-04-06 00:00:00,GTC/USDT,7.3287,7.368,6.418,6.4473,24621.69663059,168661.404731511606
1649116800,2022-04-05 00:00:00,GTC/USDT,7.7176,8.1976,7.3166,7.3636,22418.59767715,176162.680172131954
1649030400,2022-04-04 00:00:00,GTC/USDT,8.223,8.2276,7.2359,7.71,26733.50335879,206383.842349642658
1648944000,2022-04-03 00:00:00,GTC/USDT,7.8018,8.7066,7.6616,8.2217,54596.84052619,450513.293002314093
1648857600,2022-04-02 00:00:00,GTC/USDT,8.0947,8.4065,7.705,7.7865,37527.11386614,302249.744412816891
1648771200,2022-04-01 00:00:00,GTC/USDT,7.308,8.858,6.8453,8.1002,99449.32811163,797112.465203508321
1648684800,2022-03-31 00:00:00,GTC/USDT,7.8553,8.16,7.1116,7.3072,66778.42199807,515198.919328883662
1648598400,2022-03-30 00:00:00,GTC/USDT,7.8607,8.14,7.3724,7.8714,70607.29851799,555656.915951235766
1648512000,2022-03-29 00:00:00,GTC/USDT,7.3536,7.9637,7.3536,7.8991,29417.59207092,226275.637129731623
1648425600,2022-03-28 00:00:00,GTC/USDT,7.3836,8.1966,7.1606,7.3456,37805.27741043,295675.522995238207
1648339200,2022-03-27 00:00:00,GTC/USDT,7.1891,7.4178,6.9738,7.3954,14616.627553,104690.474319640372
1648252800,2022-03-26 00:00:00,GTC/USDT,7.0137,7.251,6.9428,7.1833,11820.36930208,84110.290257382665
1648166400,2022-03-25 00:00:00,GTC/USDT,7.4621,7.6447,6.9216,7.022,22379.72489707,161029.059913743043
1648080000,2022-03-24 00:00:00,GTC/USDT,7.1496,8,7.0401,7.476,48024.75366677,362815.96613735276
1647993600,2022-03-23 00:00:00,GTC/USDT,6.9797,7.2,6.7048,7.1511,21084.02658988,146416.723380494645
1647907200,2022-03-22 00:00:00,GTC/USDT,6.5771,7.3,6.4894,6.9759,35261.82609692,247452.836117927203
1647820800,2022-03-21 00:00:00,GTC/USDT,6.4775,7.2023,6.3748,6.552,39801.01323396,271779.206102411989
1647734400,2022-03-20 00:00:00,GTC/USDT,7.022,7.5555,6.4636,6.4959,43336.36480111,297305.068582743493
1647648000,2022-03-19 00:00:00,GTC/USDT,5.946,7.8648,5.924,7.0167,70505.04004207,501854.439672337398
1647561600,2022-03-18 00:00:00,GTC/USDT,5.6163,6.0192,5.492,5.9515,9480.78078602,54872.090177356387
1647475200,2022-03-17 00:00:00,GTC/USDT,5.7909,5.8788,5.5716,5.6387,7211.86081468,41275.657866142417
1647388800,2022-03-16 00:00:00,GTC/USDT,5.3465,5.7952,5.3464,5.7952,11347.10939737,62878.910501526165
1647302400,2022-03-15 00:00:00,GTC/USDT,5.45,5.4576,5.166,5.35,5616.76274116,29757.844434931429
1647216000,2022-03-14 00:00:00,GTC/USDT,5.2375,5.588,5.178,5.44,10697.02451824,57281.986175949888
1647129600,2022-03-13 00:00:00,GTC/USDT,5.32,5.4754,5.174,5.2544,6428.79365783,34237.45567315289
1647043200,2022-03-12 00:00:00,GTC/USDT,5.5772,5.7442,5.2881,5.2985,6043.49457159,33147.485395352684
1646956800,2022-03-11 00:00:00,GTC/USDT,5.7083,5.8742,5.4845,5.58,6928.9121999,38799.813265471007
1646870400,2022-03-10 00:00:00,GTC/USDT,6.2804,6.3292,5.595,5.7229,9192.31957822,53476.215149049422
1646784000,2022-03-09 00:00:00,GTC/USDT,5.7127,6.6921,5.7127,6.302,26579.83714113,168859.292212268613
1646697600,2022-03-08 00:00:00,GTC/USDT,5.5858,5.8742,5.5505,5.723,2775.05971449,15902.564098599901
1646611200,2022-03-07 00:00:00,GTC/USDT,5.584,5.9616,5.3636,5.6052,4843.9595134,26930.739541392694
1646524800,2022-03-06 00:00:00,GTC/USDT,6.012,6.0735,5.5555,5.56,6556.26320762,37918.603690832068
1646438400,2022-03-05 00:00:00,GTC/USDT,5.8106,6.0618,5.688,6.0412,4631.07580411,27186.227780842169
1646352000,2022-03-04 00:00:00,GTC/USDT,6.3365,6.4508,5.7982,5.8325,9978.07153344,61202.945455802706
1646265600,2022-03-03 00:00:00,GTC/USDT,6.68,6.8076,6.2557,6.3278,6008.82748483,39290.952998633832
1646179200,2022-03-02 00:00:00,GTC/USDT,6.8061,6.9073,6.564,6.648,8779.06266868,58966.724886810807
1646092800,2022-03-01 00:00:00,GTC/USDT,6.8256,7.0224,6.5432,6.827,11457.47230697,77873.888124274029
1646006400,2022-02-28 00:00:00,GTC/USDT,5.8848,6.8296,5.8,6.7818,20475.68369873,130695.75677565695
1645920000,2022-02-27 00:00:00,GTC/USDT,6.254,6.5231,5.776,5.9073,19814.95396724,119286.531165869007
1645833600,2022-02-26 00:00:00,GTC/USDT,6.332,6.9669,6.1915,6.2605,15351.11994594,98738.485874444586
1645747200,2022-02-25 00:00:00,GTC/USDT,5.8879,6.464,5.7885,6.32,24804.34756936,150316.577632190115
1645660800,2022-02-24 00:00:00,GTC/USDT,5.824,6.0555,4.92,5.8845,36385.76928377,198096.754376592023
1645574400,2022-02-23 00:00:00,GTC/USDT,6.2235,6.4617,5.8199,5.8289,9502.46250602,59172.781808205632
1645488000,2022-02-22 00:00:00,GTC/USDT,5.981,6.284,5.6918,6.2256,14859.57349831,89319.733922602255
1645401600,2022-02-21 00:00:00,GTC/USDT,6.58,7.0021,5.9172,5.9758,21364.69248818,138492.030019051242
1645315200,2022-02-20 00:00:00,GTC/USDT,7,7.011,6.3198,6.544,7431.39881986,48656.849438425311
1645228800,2022-02-19 00:00:00,GTC/USDT,6.904,7.192,6.7539,6.9982,7334.52160307,51054.033085220594
1645142400,2022-02-18 00:00:00,GTC/USDT,7.1355,7.4253,6.8606,6.9464,15184.58659868,109183.305646755853
1645056000,2022-02-17 00:00:00,GTC/USDT,8.2126,8.2151,7.0768,7.0872,22250.61667205,165670.439319086691
1644969600,2022-02-16 00:00:00,GTC/USDT,7.9711,8.34,7.768,8.2399,29191.58164579,235720.537978005906
1644883200,2022-02-15 00:00:00,GTC/USDT,7.1728,7.97,7.1495,7.96,33364.19976378,250608.907269144244
1644796800,2022-02-14 00:00:00,GTC/USDT,7.2434,7.3536,6.78,7.1653,45836.40573502,324241.726928276786
1644710400,2022-02-13 00:00:00,GTC/USDT,7.7919,7.9651,7.226,7.258,10036.14392577,76921.768127894805
1644624000,2022-02-12 00:00:00,GTC/USDT,7.9441,8.1626,7.597,7.7797,16296.26091646,127998.044123398682
1644537600,2022-02-11 00:00:00,GTC/USDT,8.5096,9.28,7.8228,7.9506,19342.27294564,166927.32032818668
1644451200,2022-02-10 00:00:00,GTC/USDT,9.28,9.4103,8.4089,8.4869,16087.48187125,141631.470116475965
1644364800,2022-02-09 00:00:00,GTC/USDT,8.6609,9.7256,8.412,9.3,36458.17343189,338233.135530448073
1644278400,2022-02-08 00:00:00,GTC/USDT,9.08,9.4987,8.1929,8.6411,19399.93767677,170497.638497385572
1644192000,2022-02-07 00:00:00,GTC/USDT,8.5696,9.3794,8.28,9.0335,17599.37172286,159277.642503640593
1644105600,2022-02-06 00:00:00,GTC/USDT,8.1473,8.7708,8.082,8.5784,13228.94988059,111131.574695520923
1644019200,2022-02-05 00:00:00,GTC/USDT,8.0107,8.7274,8.0107,8.1508,16707.88084822,139010.526068978816
1643932800,2022-02-04 00:00:00,GTC/USDT,7.239,8.0119,7.239,8.0119,13304.7209018,101578.074733657879
1643846400,2022-02-03 00:00:00,GTC/USDT,7.5414,7.6046,7.0469,7.2794,12146.58418108,87881.777369496235
1643760000,2022-02-02 00:00:00,GTC/USDT,8.0518,8.412,7.52,7.5445,41098.33481997,329099.317543170993
1643673600,2022-02-01 00:00:00,GTC/USDT,7.315,8.7413,7.2868,8.0526,89934.59269526,723487.07878633227
1643587200,2022-01-31 00:00:00,GTC/USDT,7.2824,7.387,6.8025,7.3498,13701.88021528,97831.028007456306
1643500800,2022-01-30 00:00:00,GTC/USDT,7.3489,7.8233,7.0868,7.2487,14874.24984338,112116.167921135873
1643414400,2022-01-29 00:00:00,GTC/USDT,7.1191,7.6835,7.0813,7.3357,10915.59709814,79743.63282016353
1643328000,2022-01-28 00:00:00,GTC/USDT,6.7375,7.2344,6.601,7.0862,14915.86335873,103105.617674983246
1643241600,2022-01-27 00:00:00,GTC/USDT,6.9847,7.0894,6.43,6.7241,16767.82258798,114924.699941648199
