https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EUR,Volume LTC
1663549200000,2022-09-19 01:00:00,LTC/EUR,53.542225,53.603386,53.514605,53.520076,2107.3529925000003,39.375
1663545600000,2022-09-19 00:00:00,LTC/EUR,52.555345,53.701245,52.555345,53.58838,7760.645149173314,144.81955135
1663542000000,2022-09-18 23:00:00,LTC/EUR,53.283709,53.425277,52.395949,52.561927,6660.421346347317,126.71569949
1663538400000,2022-09-18 22:00:00,LTC/EUR,53.666712,53.666712,52.989169,53.216062,7042.211774941077,132.33244833
1663534800000,2022-09-18 21:00:00,LTC/EUR,56.176351,56.176351,52.738923,53.696907,16719.346228573235,311.36516352
1663531200000,2022-09-18 20:00:00,LTC/EUR,56.429843,56.429843,55.91681,56.165383,7712.574228176999,137.319
1663527600000,2022-09-18 19:00:00,LTC/EUR,55.816806,56.539676,55.69198,56.417461,8429.67266843119,149.41602332
1663524000000,2022-09-18 18:00:00,LTC/EUR,55.885496,56.077575,55.592753,55.869435,8406.605920958405,150.46878353
1663520400000,2022-09-18 17:00:00,LTC/EUR,56.022777,56.071359,55.696568,55.821668,7414.323207072865,132.82159908
1663516800000,2022-09-18 16:00:00,LTC/EUR,56.315171,56.529337,55.725181,55.994488,8195.84701915557,146.36881793
1663513200000,2022-09-18 15:00:00,LTC/EUR,56.236598,56.552063,56.236598,56.352092,8054.9408473578615,142.93951762
1663509600000,2022-09-18 14:00:00,LTC/EUR,56.858341,56.858341,56.193925,56.245068,8169.89007384948,145.25522618
1663506000000,2022-09-18 13:00:00,LTC/EUR,56.836073,56.938852,56.723269,56.890274,8872.147016450845,155.95191221
1663502400000,2022-09-18 12:00:00,LTC/EUR,56.43754,56.858675,56.220255,56.858675,8939.836741220564,157.22907263
1663498800000,2022-09-18 11:00:00,LTC/EUR,56.352139,56.559574,56.352139,56.369986,8522.487803086646,151.18839666
1663495200000,2022-09-18 10:00:00,LTC/EUR,56.176905,56.681189,56.111597,56.377078,7813.312935139787,138.59024292
1663491600000,2022-09-18 09:00:00,LTC/EUR,57.146251,57.30504,56.186543,56.229205,7070.55251610759,125.745198
1663488000000,2022-09-18 08:00:00,LTC/EUR,57.090764,57.283314,56.97063,57.112548,8090.360497438096,141.6564447
1663484400000,2022-09-18 07:00:00,LTC/EUR,56.772182,57.275195,56.767142,57.06947,8167.26892117,143.111
1663480800000,2022-09-18 06:00:00,LTC/EUR,57.356264,57.356264,56.676703,56.746717,8704.97910001248,153.40057646
1663477200000,2022-09-18 05:00:00,LTC/EUR,57.238706,57.441601,57.223891,57.367119,7638.5466290879995,133.152
1663473600000,2022-09-18 04:00:00,LTC/EUR,57.173818,57.317727,57.173818,57.261037,9022.678861127,157.571
1663470000000,2022-09-18 03:00:00,LTC/EUR,57.274499,57.292174,56.978103,57.236877,7668.940201721999,133.986
1663466400000,2022-09-18 02:00:00,LTC/EUR,57.032228,57.552278,57.032228,57.251802,8661.396117372,151.286
1663462800000,2022-09-18 01:00:00,LTC/EUR,57.004593,57.159986,56.975975,57.068102,7954.9510101880005,139.394
1663459200000,2022-09-18 00:00:00,LTC/EUR,57.75604,57.75604,56.911486,57.012039,7520.656428757775,131.91347934
1663455600000,2022-09-17 23:00:00,LTC/EUR,57.489878,57.783401,57.33927,57.779722,8805.490617100057,152.39759404
1663452000000,2022-09-17 22:00:00,LTC/EUR,57.672347,57.725783,57.389279,57.469598,8426.088029029386,146.61818287
1663448400000,2022-09-17 21:00:00,LTC/EUR,58.18731,58.216956,57.648804,57.648804,8552.216437589503,148.35028386
1663444800000,2022-09-17 20:00:00,LTC/EUR,58.099666,58.192096,58.027424,58.192096,8934.872611936,153.541
1663441200000,2022-09-17 19:00:00,LTC/EUR,58.119604,58.130059,57.834893,58.105061,7789.364137220178,134.0565521
1663437600000,2022-09-17 18:00:00,LTC/EUR,57.966973,58.358659,57.966973,58.11794,8843.415468278617,152.16326436
1663434000000,2022-09-17 17:00:00,LTC/EUR,57.908039,58.123405,57.809148,57.965875,8708.899678952523,150.24183934
1663430400000,2022-09-17 16:00:00,LTC/EUR,57.610268,57.914594,57.610268,57.914594,9420.768223981577,162.66656767
1663426800000,2022-09-17 15:00:00,LTC/EUR,57.495325,57.688548,57.234201,57.568858,8400.684823887423,145.92411793
1663423200000,2022-09-17 14:00:00,LTC/EUR,57.13286,57.658223,57.119041,57.526066,7686.979108350022,133.62601761
1663419600000,2022-09-17 13:00:00,LTC/EUR,57.066992,57.302185,56.833786,57.092596,8109.530075509722,142.04171195
1663416000000,2022-09-17 12:00:00,LTC/EUR,56.641244,57.068191,56.501198,57.067353,9061.037992949094,158.77796177
1663412400000,2022-09-17 11:00:00,LTC/EUR,56.375223,56.75928,56.375223,56.693043,7998.443480226371,141.08333328
1663408800000,2022-09-17 10:00:00,LTC/EUR,56.500662,56.56979,56.210111,56.376916,7839.52070625625,139.05550822
1663405200000,2022-09-17 09:00:00,LTC/EUR,56.414423,56.673173,56.38888,56.486391,7490.714727239633,132.61096336
1663401600000,2022-09-17 08:00:00,LTC/EUR,56.127686,56.47263,56.127686,56.449962,8212.453371684,145.482
1663398000000,2022-09-17 07:00:00,LTC/EUR,56.070673,56.180195,56.005848,56.088283,8759.22070892206,156.16845873
1663394400000,2022-09-17 06:00:00,LTC/EUR,56.217709,56.321065,55.938686,56.035672,7300.342454816813,130.28026959
1663390800000,2022-09-17 05:00:00,LTC/EUR,56.314124,56.316263,56.024051,56.22143,8143.730356929999,144.851
1663387200000,2022-09-17 04:00:00,LTC/EUR,56.282566,56.409284,56.112869,56.328997,8341.310533754,148.082
1663383600000,2022-09-17 03:00:00,LTC/EUR,56.071764,56.330751,56.026469,56.274891,7792.496706552,138.472
1663380000000,2022-09-17 02:00:00,LTC/EUR,56.449748,56.540384,56.085745,56.086814,7140.187943083999,127.306
1663376400000,2022-09-17 01:00:00,LTC/EUR,56.081766,56.486057,56.003424,56.486057,7722.4167098625485,136.7136798
1663372800000,2022-09-17 00:00:00,LTC/EUR,55.832846,56.417766,55.749077,56.028033,7960.598339431276,142.08241684
1663369200000,2022-09-16 23:00:00,LTC/EUR,55.501223,55.884761,55.430616,55.86365,8204.3590936,146.864
1663365600000,2022-09-16 22:00:00,LTC/EUR,55.584468,55.674213,55.448846,55.514965,8169.249159609999,147.154
1663362000000,2022-09-16 21:00:00,LTC/EUR,55.816071,55.839919,55.517752,55.577935,8709.84050559,156.714
1663358400000,2022-09-16 20:00:00,LTC/EUR,55.576505,55.912048,55.529809,55.883179,9114.829805293744,163.10506969
1663354800000,2022-09-16 19:00:00,LTC/EUR,55.206283,55.576935,55.19072,55.566784,8129.330132606185,146.29837373
1663351200000,2022-09-16 18:00:00,LTC/EUR,55.099051,55.405868,54.876518,55.192488,8145.883375019791,147.59043613
1663347600000,2022-09-16 17:00:00,LTC/EUR,55.252363,55.271206,54.725884,55.078918,7295.431995303786,132.45416323
1663344000000,2022-09-16 16:00:00,LTC/EUR,55.688657,55.702199,54.836868,55.269507,9260.034397226358,167.54327838
1663340400000,2022-09-16 15:00:00,LTC/EUR,55.758406,55.850272,55.512547,55.69922,8124.23252998,145.859
1663336800000,2022-09-16 14:00:00,LTC/EUR,55.205344,56.119325,55.205344,55.752286,7955.401582836436,142.69193523
1663333200000,2022-09-16 13:00:00,LTC/EUR,55.902493,55.9732,55.117693,55.117693,8939.90195964402,162.19659193
1663329600000,2022-09-16 12:00:00,LTC/EUR,56.310163,56.310163,55.857878,55.894969,7386.0532045431755,132.14164596
1663326000000,2022-09-16 11:00:00,LTC/EUR,55.95033,56.323377,55.917355,56.323377,8775.918545041093,155.81307465
1663322400000,2022-09-16 10:00:00,LTC/EUR,55.792306,56.158659,55.752394,55.923126,7400.150974660537,132.32720529
1663318800000,2022-09-16 09:00:00,LTC/EUR,55.214906,55.791828,55.214906,55.775865,9337.198456325366,167.40571314
1663315200000,2022-09-16 08:00:00,LTC/EUR,55.584612,55.725143,55.093282,55.239522,8366.289400475334,151.45477545
1663311600000,2022-09-16 07:00:00,LTC/EUR,55.676542,55.868231,55.497266,55.559606,9216.220464993487,165.8798744
1663308000000,2022-09-16 06:00:00,LTC/EUR,55.891294,56.071277,55.654772,55.675032,8333.914518989683,149.68854475
1663304400000,2022-09-16 05:00:00,LTC/EUR,56.07733,56.239238,55.897136,55.897136,7247.958036576,129.666
1663300800000,2022-09-16 04:00:00,LTC/EUR,55.922488,56.151545,55.922488,56.111787,7709.198415929999,137.39
1663297200000,2022-09-16 03:00:00,LTC/EUR,55.943788,56.041798,55.795658,55.928944,6388.986988896,114.234
1663293600000,2022-09-16 02:00:00,LTC/EUR,56.279599,56.352015,55.410404,55.915879,8004.873650094,143.15922048
1663290000000,2022-09-16 01:00:00,LTC/EUR,56.693675,56.718935,56.166444,56.256163,8138.023285256505,144.66011991
1663286400000,2022-09-16 00:00:00,LTC/EUR,56.451244,56.887846,55.905823,56.683447,10086.291674726272,177.94069007
1663282800000,2022-09-15 23:00:00,LTC/EUR,56.407999,56.494517,56.068257,56.423032,9116.100011144,161.567
1663279200000,2022-09-15 22:00:00,LTC/EUR,56.788611,56.85243,56.067665,56.484782,8026.298745539774,142.09665792
1663275600000,2022-09-15 21:00:00,LTC/EUR,57.17159,57.17159,56.735108,56.871353,8578.381030588716,150.83834968
1663272000000,2022-09-15 20:00:00,LTC/EUR,56.976106,57.252094,56.813376,57.252094,8092.038650782574,141.34048356
1663268400000,2022-09-15 19:00:00,LTC/EUR,56.829382,57.072617,56.609944,57.023658,7945.703294294055,139.34046978
1663264800000,2022-09-15 18:00:00,LTC/EUR,57.177831,57.339,56.861731,56.906238,13906.231705600107,244.37095465
1663261200000,2022-09-15 17:00:00,LTC/EUR,57.114883,57.514353,57.114883,57.154803,8722.247954060713,152.60743623
1663257600000,2022-09-15 16:00:00,LTC/EUR,57.670416,57.670416,56.423496,57.112646,8587.618208095822,150.36281471
1663254000000,2022-09-15 15:00:00,LTC/EUR,58.473669,58.473669,57.0057,57.680884,10327.178849594517,179.0398852
1663250400000,2022-09-15 14:00:00,LTC/EUR,59.968583,60.096817,58.283202,58.472893,7594.172537392937,129.87509507
1663246800000,2022-09-15 13:00:00,LTC/EUR,59.888644,59.888644,59.488343,59.885114,12342.180343151344,206.0976346
1663243200000,2022-09-15 12:00:00,LTC/EUR,59.780519,59.902692,59.588271,59.832096,8102.990787045407,135.42883049
1663239600000,2022-09-15 11:00:00,LTC/EUR,59.760112,59.908407,59.614942,59.787134,8849.25867158736,148.01275926
1663236000000,2022-09-15 10:00:00,LTC/EUR,60.213953,60.329351,59.699889,59.798111,7443.499280002882,124.47716417
1663232400000,2022-09-15 09:00:00,LTC/EUR,60.035899,60.427455,59.887999,60.265131,8777.059842532997,145.64076601
1663228800000,2022-09-15 08:00:00,LTC/EUR,60.324937,60.3804,59.812385,60.02736,8362.891740480001,139.318
1663225200000,2022-09-15 07:00:00,LTC/EUR,60.090798,60.94758,60.090798,60.356165,9054.633117240559,150.02002061
