https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ACOIN,Volume USDT
1663459200,2022-09-18 00:00:00,ACOIN/USDT,0.023375,0.023379,0.0231,0.023236,411903.7699,9567.1803104665
1663372800,2022-09-17 00:00:00,ACOIN/USDT,0.021956,0.025999,0.021902,0.023373,17358989.048,409712.2540658202
1663286400,2022-09-16 00:00:00,ACOIN/USDT,0.02191,0.02399,0.020977,0.021957,16520009.7228,366919.2647498281
1663200000,2022-09-15 00:00:00,ACOIN/USDT,0.021114,0.023863,0.020502,0.021912,15918674.3384,341756.0623213116
1663113600,2022-09-14 00:00:00,ACOIN/USDT,0.021177,0.022664,0.020472,0.021116,16706645.0975,356345.73892453
1663027200,2022-09-13 00:00:00,ACOIN/USDT,0.023607,0.023607,0.021,0.021179,15511891.1403,345917.1028942369
1662940800,2022-09-12 00:00:00,ACOIN/USDT,0.024055,0.024799,0.02255,0.023604,15352900.2719,361106.7754922754
1662854400,2022-09-11 00:00:00,ACOIN/USDT,0.02385,0.026,0.022001,0.024058,15244850.1155,356124.0564115149
1662768000,2022-09-10 00:00:00,ACOIN/USDT,0.025057,0.033,0.021693,0.023858,19872293.327,496556.8152761949
1662681600,2022-09-09 00:00:00,ACOIN/USDT,0.02548,0.0272,0.023712,0.025058,14496260.0233,364043.0639611717
1662595200,2022-09-08 00:00:00,ACOIN/USDT,0.024819,0.025851,0.023117,0.025481,15004119.8085,365296.9459425343
1662508800,2022-09-07 00:00:00,ACOIN/USDT,0.020183,0.030829,0.02,0.024819,27525286.1508,648341.2479534476
1662422400,2022-09-06 00:00:00,ACOIN/USDT,0.020785,0.022,0.020014,0.020182,16281992.5639,335326.0762997479
1662336000,2022-09-05 00:00:00,ACOIN/USDT,0.023486,0.023562,0.020502,0.020784,16952616.5869,375173.1238976786
1662249600,2022-09-04 00:00:00,ACOIN/USDT,0.02201,0.0246,0.021868,0.023485,21167689.2219,493920.6234208104
1662163200,2022-09-03 00:00:00,ACOIN/USDT,0.021213,0.04,0.021,0.02207,38660856.9787,1099953.42181337
1662076800,2022-09-02 00:00:00,ACOIN/USDT,0.02251,0.024349,0.020897,0.021215,17052800.3371,368836.3736782298
1661990400,2022-09-01 00:00:00,ACOIN/USDT,0.021225,0.022798,0.021116,0.022512,15130962.3976,326645.3968398388
1661904000,2022-08-31 00:00:00,ACOIN/USDT,0.021303,0.021698,0.02091,0.021228,15488539.3187,330014.2150700308
1661817600,2022-08-30 00:00:00,ACOIN/USDT,0.020983,0.021999,0.020651,0.021304,15906889.3519,339958.1821176199
1661731200,2022-08-29 00:00:00,ACOIN/USDT,0.021269,0.022,0.020515,0.02098,16032199.6508,337119.5783173148
1661644800,2022-08-28 00:00:00,ACOIN/USDT,0.020976,0.022939,0.020501,0.021272,15714059.6075,332667.2996767908
1661558400,2022-08-27 00:00:00,ACOIN/USDT,0.022039,0.022215,0.02094,0.020977,13429692.9964,288153.6114308176
1661472000,2022-08-26 00:00:00,ACOIN/USDT,0.022667,0.024496,0.022029,0.022042,13364255.4341,302088.9994150175
1661385600,2022-08-25 00:00:00,ACOIN/USDT,0.023254,0.027093,0.022146,0.022668,16333122.0635,381497.3167350687
1661299200,2022-08-24 00:00:00,ACOIN/USDT,0.022272,0.028,0.022211,0.023255,18620375.0071,443853.1380156724
1661212800,2022-08-23 00:00:00,ACOIN/USDT,0.021763,0.0229,0.021644,0.022263,16468921.1326,364808.1627890622
1661126400,2022-08-22 00:00:00,ACOIN/USDT,0.02184,0.022778,0.021755,0.02176,14500220.4889,319496.9452572532
1661040000,2022-08-21 00:00:00,ACOIN/USDT,0.021415,0.02204,0.020775,0.021843,16029627.1373,345377.6549828238
1660953600,2022-08-20 00:00:00,ACOIN/USDT,0.02077,0.022217,0.020748,0.021416,14789194.536,319939.6834021034
1660867200,2022-08-19 00:00:00,ACOIN/USDT,0.023276,0.023477,0.020664,0.020767,16069303.1683,349392.3251369257
1660780800,2022-08-18 00:00:00,ACOIN/USDT,0.02308,0.0248,0.022076,0.023273,15404915.4641,352653.2324793836
1660694400,2022-08-17 00:00:00,ACOIN/USDT,0.023487,0.026007,0.022633,0.023081,14682892.8697,349303.4255244469
1660608000,2022-08-16 00:00:00,ACOIN/USDT,0.02255,0.024012,0.022214,0.023484,13321419.9671,303943.1815593784
1660521600,2022-08-15 00:00:00,ACOIN/USDT,0.022916,0.024509,0.021767,0.022552,15360948.2299,355206.2830215118
1660435200,2022-08-14 00:00:00,ACOIN/USDT,0.022203,0.027994,0.022061,0.022915,18844200.48042952,446671.806464498484
1660348800,2022-08-13 00:00:00,ACOIN/USDT,0.023682,0.024,0.02154,0.022196,16001702.6944,358616.4306639157
1660262400,2022-08-12 00:00:00,ACOIN/USDT,0.022746,0.025497,0.022417,0.023682,14945977.1644,343952.2794394247
1660176000,2022-08-11 00:00:00,ACOIN/USDT,0.023756,0.024231,0.022452,0.022747,14777520.096,345377.2952554206
1660089600,2022-08-10 00:00:00,ACOIN/USDT,0.021441,0.0249,0.021289,0.02376,16394472.0406,369435.1601931571
1660003200,2022-08-09 00:00:00,ACOIN/USDT,0.023237,0.023343,0.0201,0.021442,17280746.0508,374369.7832364232
1659916800,2022-08-08 00:00:00,ACOIN/USDT,0.023149,0.024998,0.021,0.023234,16030256.9094,369928.2222692539
1659830400,2022-08-07 00:00:00,ACOIN/USDT,0.021778,0.03,0.02079,0.023146,22273966.673,518608.5660836128
1659744000,2022-08-06 00:00:00,ACOIN/USDT,0.021586,0.024799,0.021188,0.021775,16908419.2522,375478.4843238816
1659657600,2022-08-05 00:00:00,ACOIN/USDT,0.025807,0.025873,0.021301,0.021587,19003461.1342,433352.3105683619
1659571200,2022-08-04 00:00:00,ACOIN/USDT,0.035426,0.035426,0.020045,0.025806,27538709.18308739,711162.83687342424912
1659484800,2022-08-03 00:00:00,ACOIN/USDT,0.01937,0.04166,0.019367,0.035443,39184675.96188134,1133468.70833639746156
1659398400,2022-08-02 00:00:00,ACOIN/USDT,0.018975,0.020413,0.018869,0.019367,18287063.8054,354201.236832309
1659312000,2022-08-01 00:00:00,ACOIN/USDT,0.019216,0.020239,0.018735,0.018976,17715131.9598,340756.5725971062
1659225600,2022-07-31 00:00:00,ACOIN/USDT,0.018829,0.019999,0.01855,0.019213,16584379.3272,317124.0879042762
1659139200,2022-07-30 00:00:00,ACOIN/USDT,0.018938,0.021973,0.018403,0.018826,17874293.4555,345575.3680467114
1659052800,2022-07-29 00:00:00,ACOIN/USDT,0.019504,0.020198,0.018603,0.018937,16740187.6175,320784.9889712236
1658966400,2022-07-28 00:00:00,ACOIN/USDT,0.018596,0.021735,0.018406,0.019502,17291208.8677,336179.4669431228
1658880000,2022-07-27 00:00:00,ACOIN/USDT,0.019723,0.019805,0.018268,0.018597,18626778.5528,354065.5869027881
1658793600,2022-07-26 00:00:00,ACOIN/USDT,0.01922,0.0235,0.018287,0.019757,20260667.5737,394666.5674907319
1658707200,2022-07-25 00:00:00,ACOIN/USDT,0.019756,0.020968,0.018666,0.019218,17825460.8291,353815.8400689999
1658620800,2022-07-24 00:00:00,ACOIN/USDT,0.020027,0.020351,0.019309,0.019753,18167070.9127,359559.9757578666
1658534400,2022-07-23 00:00:00,ACOIN/USDT,0.020556,0.021022,0.019251,0.020029,16545549.04299198,335238.38517042340698
1658448000,2022-07-22 00:00:00,ACOIN/USDT,0.02156,0.021591,0.02034,0.020559,15284104.9537,318729.203875835
1658361600,2022-07-21 00:00:00,ACOIN/USDT,0.020318,0.021576,0.019887,0.021557,16185205.8863,331726.2919333775
1658275200,2022-07-20 00:00:00,ACOIN/USDT,0.020722,0.021749,0.019659,0.020319,13155695.25910409,271516.64006402665226
1658188800,2022-07-19 00:00:00,ACOIN/USDT,0.020584,0.021999,0.020502,0.020724,16350026.69153925,344260.50330413332706
1658102400,2022-07-18 00:00:00,ACOIN/USDT,0.020625,0.022,0.019832,0.020585,16959475.44096148,351238.25672293490541
1658016000,2022-07-17 00:00:00,ACOIN/USDT,0.020404,0.022397,0.0204,0.020624,16454818.84490189,339824.40756829459253
1657929600,2022-07-16 00:00:00,ACOIN/USDT,0.020689,0.021167,0.02,0.020402,16726893.07510796,340229.18923124907393
1657843200,2022-07-15 00:00:00,ACOIN/USDT,0.021203,0.025,0.02065,0.020689,17931729.13859101,386279.050917234012
1657756800,2022-07-14 00:00:00,ACOIN/USDT,0.01893,0.022289,0.018101,0.021206,20654910.02276147,406050.54659957785959
1657670400,2022-07-13 00:00:00,ACOIN/USDT,0.019279,0.023999,0.018501,0.018929,20812757.55522717,425150.30960741790099
1657584000,2022-07-12 00:00:00,ACOIN/USDT,0.019767,0.019965,0.018005,0.01927,18736220.19635691,359338.37246424796809
1657497600,2022-07-11 00:00:00,ACOIN/USDT,0.020792,0.021022,0.019656,0.019751,15649262.73272209,317543.68544145015585
1657411200,2022-07-10 00:00:00,ACOIN/USDT,0.021871,0.022046,0.020114,0.02079,17475163.61132733,369239.80437970102588
1657324800,2022-07-09 00:00:00,ACOIN/USDT,0.022186,0.023498,0.02118,0.021868,16592525.71708925,368844.42942180076726
1657238400,2022-07-08 00:00:00,ACOIN/USDT,0.024752,0.024898,0.021665,0.022189,15279376.56374545,353214.81048276277443
1657152000,2022-07-07 00:00:00,ACOIN/USDT,0.02262,0.024998,0.021821,0.024751,17039945.02897947,399094.07365018006698
1657065600,2022-07-06 00:00:00,ACOIN/USDT,0.019941,0.026,0.019308,0.02262,22169979.70612927,485289.42702006638758
1656979200,2022-07-05 00:00:00,ACOIN/USDT,0.019072,0.0264,0.019,0.019942,20051394.18905921,402020.47647133186627
1656892800,2022-07-04 00:00:00,ACOIN/USDT,0.018521,0.020195,0.018517,0.019075,19289758.92129086,372451.72264323251255
1656806400,2022-07-03 00:00:00,ACOIN/USDT,0.020566,0.020712,0.018031,0.018517,17215245.83087261,342178.5364700799979
1656720000,2022-07-02 00:00:00,ACOIN/USDT,0.021007,0.021627,0.020153,0.020569,18136320.59412464,372729.95123470959174
1656633600,2022-07-01 00:00:00,ACOIN/USDT,0.020439,0.023744,0.020228,0.02101,16620508.11825811,357962.35668182112589
1656547200,2022-06-30 00:00:00,ACOIN/USDT,0.022385,0.023229,0.020092,0.020428,16578586.53618624,357809.37583283644305
1656460800,2022-06-29 00:00:00,ACOIN/USDT,0.024515,0.026791,0.022,0.022334,16620813.19665341,394004.5856736338273
1656374400,2022-06-28 00:00:00,ACOIN/USDT,0.02468,0.0349,0.023008,0.024507,23670143.1382675,634532.55346209585188
1656288000,2022-06-27 00:00:00,ACOIN/USDT,0.022515,0.037267,0.020057,0.024658,20848083.24939828,494207.98351182705612
1656201600,2022-06-26 00:00:00,ACOIN/USDT,0.02582,0.025919,0.022159,0.022516,15648850.38100091,374681.39586706805837
1656115200,2022-06-25 00:00:00,ACOIN/USDT,0.025516,0.0289,0.024891,0.025822,14558911.84125901,381848.13935338267068
1656028800,2022-06-24 00:00:00,ACOIN/USDT,0.02353,0.02788,0.02353,0.025496,14998294.45485873,377698.63165384843681
1655942400,2022-06-23 00:00:00,ACOIN/USDT,0.023462,0.025213,0.022703,0.023527,16442173.00510563,392038.94390165135042
1655856000,2022-06-22 00:00:00,ACOIN/USDT,0.025879,0.028,0.022486,0.023455,14788817.03596876,359937.22862806548043
1655769600,2022-06-21 00:00:00,ACOIN/USDT,0.023236,0.027485,0.023006,0.025882,14626966.83965545,351448.31852339983087
1655683200,2022-06-20 00:00:00,ACOIN/USDT,0.024812,0.028804,0.022772,0.023238,15078892.36915536,361543.68203610449683
1655596800,2022-06-19 00:00:00,ACOIN/USDT,0.02146,0.032,0.020166,0.024867,19611548.95183159,454840.00945293630819
1655510400,2022-06-18 00:00:00,ACOIN/USDT,0.02558,0.028462,0.0203,0.021461,15048456.04605709,352399.72554232501327
1655424000,2022-06-17 00:00:00,ACOIN/USDT,0.027121,0.027502,0.024037,0.025578,14657418.26645958,374177.46463386595803
1655337600,2022-06-16 00:00:00,ACOIN/USDT,0.03119,0.035668,0.026656,0.027124,12387309.96533028,376923.83224754533001
1655251200,2022-06-15 00:00:00,ACOIN/USDT,0.035269,0.035283,0.0241,0.031221,12113717.72808214,368226.66764090410356
1655164800,2022-06-14 00:00:00,ACOIN/USDT,0.03646,0.038512,0.03,0.035268,10506126.51387632,357827.39751987645716
1655078400,2022-06-13 00:00:00,ACOIN/USDT,0.048399,0.049963,0.034525,0.036457,9376749.66494078,358705.16947192043898
1654992000,2022-06-12 00:00:00,ACOIN/USDT,0.066004,0.081,0.046097,0.04852,10566036.99018608,616709.73635258596807
1654905600,2022-06-11 00:00:00,ACOIN/USDT,0.054202,0.0676,0.052022,0.066175,11799554.11662862,719101.61656329357272
