https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FLAME,Volume USDT
1663459200,2022-09-18 00:00:00,FLAME/USDT,0.03178,0.03202,0.03169,0.03191,303239.5441,9639.654722705
1663372800,2022-09-17 00:00:00,FLAME/USDT,0.0308,0.03302,0.03071,0.0318,10821141.0247,339112.716374964
1663286400,2022-09-16 00:00:00,FLAME/USDT,0.03066,0.03113,0.0302,0.03078,10731292.1212,329068.982907189
1663200000,2022-09-15 00:00:00,FLAME/USDT,0.0316,0.03255,0.03012,0.03063,9989249.6847,312840.170071203
1663113600,2022-09-14 00:00:00,FLAME/USDT,0.03173,0.03268,0.03057,0.0316,10407383.1454,326851.144272354
1663027200,2022-09-13 00:00:00,FLAME/USDT,0.03208,0.03587,0.03143,0.03172,10516239.8526,340675.324196752
1662940800,2022-09-12 00:00:00,FLAME/USDT,0.03196,0.03354,0.0311,0.03209,10406236.3093,328692.806055524
1662854400,2022-09-11 00:00:00,FLAME/USDT,0.0322,0.03296,0.03163,0.03198,10569074.9985,339392.99262511
1662768000,2022-09-10 00:00:00,FLAME/USDT,0.03204,0.03265,0.03101,0.03219,11185816.2888,356967.330183899
1662681600,2022-09-09 00:00:00,FLAME/USDT,0.03273,0.03506,0.0304,0.03202,11576798.52,377139.897027058
1662595200,2022-09-08 00:00:00,FLAME/USDT,0.03165,0.041,0.0311,0.03274,13275406.18063287,439656.4733738385097
1662508800,2022-09-07 00:00:00,FLAME/USDT,0.0312,0.0324,0.03032,0.03164,12142362.3027,377622.687673767
1662422400,2022-09-06 00:00:00,FLAME/USDT,0.03213,0.03237,0.031,0.03117,10222855.0972,323356.316738745
1662336000,2022-09-05 00:00:00,FLAME/USDT,0.03181,0.03354,0.03136,0.03222,10711928.3453,341185.902784708
1662249600,2022-09-04 00:00:00,FLAME/USDT,0.03322,0.03438,0.03136,0.03178,10902969.949,356532.176230795
1662163200,2022-09-03 00:00:00,FLAME/USDT,0.03115,0.03495,0.03111,0.03322,10817173.6112,352952.588911575
1662076800,2022-09-02 00:00:00,FLAME/USDT,0.03144,0.03144,0.03028,0.03112,11333359.2785,350409.686744114
1661990400,2022-09-01 00:00:00,FLAME/USDT,0.03132,0.03154,0.03051,0.03145,10610410.6388,329481.057648456
1661904000,2022-08-31 00:00:00,FLAME/USDT,0.0327,0.03298,0.02972,0.03133,10172625.3973,322763.983332649
1661817600,2022-08-30 00:00:00,FLAME/USDT,0.03355,0.03399,0.03237,0.03268,10665497.5327,353030.360518002
1661731200,2022-08-29 00:00:00,FLAME/USDT,0.03339,0.0353,0.03159,0.03354,10290819.114,338033.84806135
1661644800,2022-08-28 00:00:00,FLAME/USDT,0.0331,0.03661,0.03293,0.03341,9249368.0497,313389.6134894
1661558400,2022-08-27 00:00:00,FLAME/USDT,0.03368,0.03383,0.03282,0.03313,9867111.1026,328935.04897696
1661472000,2022-08-26 00:00:00,FLAME/USDT,0.03507,0.03561,0.0332,0.03371,7994731.0519,276062.423248933
1661385600,2022-08-25 00:00:00,FLAME/USDT,0.03453,0.03589,0.034,0.0351,9868439.3404,345137.592755103
1661299200,2022-08-24 00:00:00,FLAME/USDT,0.03576,0.03582,0.03426,0.03456,9272479.2975,328063.564121078
1661212800,2022-08-23 00:00:00,FLAME/USDT,0.03401,0.03724,0.0338,0.03578,9315336.2555,325657.617051649
1661126400,2022-08-22 00:00:00,FLAME/USDT,0.03444,0.0349,0.03381,0.03398,9099825.2778,311066.282920761
1661040000,2022-08-21 00:00:00,FLAME/USDT,0.03469,0.03548,0.0341,0.03441,8765541.0567,305616.168161374
1660953600,2022-08-20 00:00:00,FLAME/USDT,0.03327,0.03573,0.0326,0.03466,10264402.5464,351728.620199141
1660867200,2022-08-19 00:00:00,FLAME/USDT,0.03588,0.03639,0.03314,0.03329,10374298.7299,361200.315143427
1660780800,2022-08-18 00:00:00,FLAME/USDT,0.03935,0.04008,0.03586,0.03588,9979618.0289,381516.544193033
1660694400,2022-08-17 00:00:00,FLAME/USDT,0.03803,0.04086,0.03727,0.03932,8848057.4021,342944.080426874
1660608000,2022-08-16 00:00:00,FLAME/USDT,0.03942,0.04015,0.03744,0.03804,7625008.4372,296330.542709699
1660521600,2022-08-15 00:00:00,FLAME/USDT,0.0422,0.04233,0.03914,0.03945,8464668.7213,346654.255101206
1660435200,2022-08-14 00:00:00,FLAME/USDT,0.04464,0.04464,0.04132,0.0421,8470859.0433,364878.882141665
1660348800,2022-08-13 00:00:00,FLAME/USDT,0.04042,0.04739,0.04016,0.04464,9491934.3532,409740.200067753
1660262400,2022-08-12 00:00:00,FLAME/USDT,0.04133,0.04249,0.0389,0.04038,8861042.6158,361432.5994333
1660176000,2022-08-11 00:00:00,FLAME/USDT,0.04526,0.0465,0.0409,0.04135,8362830.1161,367348.910788333
1660089600,2022-08-10 00:00:00,FLAME/USDT,0.04173,0.04627,0.04158,0.04526,8010539.5559,347745.060621315
1660003200,2022-08-09 00:00:00,FLAME/USDT,0.04316,0.044,0.04166,0.04172,8902773.307,379636.356851029
1659916800,2022-08-08 00:00:00,FLAME/USDT,0.04073,0.0468,0.0401,0.04313,8239069.8225,347506.114127204
1659830400,2022-08-07 00:00:00,FLAME/USDT,0.04215,0.04251,0.03821,0.04075,9540271.6293,387747.081024581
1659744000,2022-08-06 00:00:00,FLAME/USDT,0.03682,0.0487,0.0363,0.04212,11184085.0387,463886.470567229
1659657600,2022-08-05 00:00:00,FLAME/USDT,0.03509,0.0379,0.03473,0.0368,9909641.9022,355188.15799453
1659571200,2022-08-04 00:00:00,FLAME/USDT,0.0358,0.03746,0.0337,0.03512,10461426.3367,373591.777463232
1659484800,2022-08-03 00:00:00,FLAME/USDT,0.03321,0.04487,0.03287,0.03581,11174202.446,402448.918202014
1659398400,2022-08-02 00:00:00,FLAME/USDT,0.03269,0.03571,0.03249,0.03318,10896201.1109,366919.297228791
1659312000,2022-08-01 00:00:00,FLAME/USDT,0.03306,0.03339,0.032,0.0327,8900622.1816,289570.20891414
1659225600,2022-07-31 00:00:00,FLAME/USDT,0.03552,0.03669,0.033,0.03304,9655241.432,331250.026437085
1659139200,2022-07-30 00:00:00,FLAME/USDT,0.03767,0.03886,0.03472,0.03555,10346743.1428,372948.084840869
1659052800,2022-07-29 00:00:00,FLAME/USDT,0.03894,0.03894,0.0345,0.03766,10251991.6516,376423.193744656
1658966400,2022-07-28 00:00:00,FLAME/USDT,0.0336,0.06,0.03213,0.03897,17621411.6737964,724548.5393214063852
1658880000,2022-07-27 00:00:00,FLAME/USDT,0.03127,0.0345,0.03058,0.03363,11079815.5233,350620.44136831
1658793600,2022-07-26 00:00:00,FLAME/USDT,0.03249,0.0339,0.03058,0.03126,10600779.842,334380.266560577
1658707200,2022-07-25 00:00:00,FLAME/USDT,0.03199,0.0335,0.03111,0.03252,10691331.6218,343844.613601493
1658620800,2022-07-24 00:00:00,FLAME/USDT,0.03138,0.03534,0.03131,0.03197,11630817.692,385626.253911676
1658534400,2022-07-23 00:00:00,FLAME/USDT,0.03322,0.03339,0.031,0.03139,11023601.7631,354712.516873392
1658448000,2022-07-22 00:00:00,FLAME/USDT,0.03416,0.036,0.033,0.03325,8981791.7588,306511.125589746
1658361600,2022-07-21 00:00:00,FLAME/USDT,0.03416,0.03621,0.03244,0.03419,10652800.9109,359341.189855483
1658275200,2022-07-20 00:00:00,FLAME/USDT,0.03657,0.03732,0.03393,0.03419,7730474.83766596,274878.5981738547932
1658188800,2022-07-19 00:00:00,FLAME/USDT,0.0365,0.03817,0.0347,0.03655,9608798.68130485,344400.0024502619491
1658102400,2022-07-18 00:00:00,FLAME/USDT,0.03208,0.03896,0.03205,0.0365,10147498.91215694,349689.7711281561759
1658016000,2022-07-17 00:00:00,FLAME/USDT,0.03397,0.035,0.03204,0.0321,8531061.10738134,286386.2813465783466
1657929600,2022-07-16 00:00:00,FLAME/USDT,0.03397,0.0352,0.03251,0.03394,9807969.64155553,331011.3636932979816
1657843200,2022-07-15 00:00:00,FLAME/USDT,0.03335,0.03439,0.03204,0.03399,10181940.98325652,334842.279113812993
1657756800,2022-07-14 00:00:00,FLAME/USDT,0.03571,0.03581,0.03151,0.03333,10720693.92069509,355835.6858759904675
1657670400,2022-07-13 00:00:00,FLAME/USDT,0.03472,0.04276,0.0335,0.03573,10611957.00518902,380732.0389487067203
1657584000,2022-07-12 00:00:00,FLAME/USDT,0.03188,0.0434,0.03149,0.03469,10460280.89181161,353801.349018374978
1657497600,2022-07-11 00:00:00,FLAME/USDT,0.03533,0.03535,0.03185,0.03188,9732341.55036472,331520.8300700682388
1657411200,2022-07-10 00:00:00,FLAME/USDT,0.03696,0.03819,0.03504,0.0353,9641645.45318886,352869.0688064200871
1657324800,2022-07-09 00:00:00,FLAME/USDT,0.03446,0.03769,0.03333,0.03695,10255938.27724082,364447.3053426678828
1657238400,2022-07-08 00:00:00,FLAME/USDT,0.03678,0.0447,0.03279,0.03443,12555001.79696129,448831.3675840368524
1657152000,2022-07-07 00:00:00,FLAME/USDT,0.03121,0.03899,0.03058,0.0368,12812966.92437122,429253.7495171038156
1657065600,2022-07-06 00:00:00,FLAME/USDT,0.03064,0.0356,0.0306,0.03122,11632978.63980289,375057.0527559274002
1656979200,2022-07-05 00:00:00,FLAME/USDT,0.03078,0.032,0.02977,0.03061,11387959.27131531,349516.8566861868174
1656892800,2022-07-04 00:00:00,FLAME/USDT,0.03112,0.03229,0.0295,0.03081,12382995.9269516,381271.3555996963935
