https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume WRX,Volume USDT
1663459200,2022-09-18 00:00:00,WRX/USDT,0.2101,0.2101,0.2095,0.2095,1123.1435,235.88776325
1663372800,2022-09-17 00:00:00,WRX/USDT,0.2039,0.242,0.2025,0.21,155065.3021,34232.38275059
1663286400,2022-09-16 00:00:00,WRX/USDT,0.2038,0.206,0.1977,0.2033,82978.904,16736.3751199
1663200000,2022-09-15 00:00:00,WRX/USDT,0.2113,0.2417,0.2034,0.2034,173963.2573,38809.80551322
1663113600,2022-09-14 00:00:00,WRX/USDT,0.2097,0.2122,0.1965,0.2122,110261.5868,22224.80669358
1663027200,2022-09-13 00:00:00,WRX/USDT,0.2177,0.2256,0.2049,0.2097,169606.38,36042.36587178
1662940800,2022-09-12 00:00:00,WRX/USDT,0.2245,0.2539,0.2166,0.2171,598229.4271,140812.04928248
1662854400,2022-09-11 00:00:00,WRX/USDT,0.2299,0.2996,0.2241,0.2249,1720723.161,426931.4407002
1662768000,2022-09-10 00:00:00,WRX/USDT,0.1865,0.3149,0.1865,0.2313,1621467.58060341,405753.142149694299
1662681600,2022-09-09 00:00:00,WRX/USDT,0.1808,0.1911,0.1803,0.1869,91374.6892,17044.25689544
1662595200,2022-09-08 00:00:00,WRX/USDT,0.1821,0.184,0.1772,0.1805,67269.6809,12220.06151573
1662508800,2022-09-07 00:00:00,WRX/USDT,0.178,0.1831,0.1741,0.1818,125131.1634,22220.91375759
1662422400,2022-09-06 00:00:00,WRX/USDT,0.1872,0.1912,0.1777,0.1786,127728.3415,23671.76247014
1662336000,2022-09-05 00:00:00,WRX/USDT,0.194,0.194,0.1848,0.188,37280.8731,7004.63359057
1662249600,2022-09-04 00:00:00,WRX/USDT,0.19,0.1944,0.1891,0.1939,18799.5508,3607.08319433
1662163200,2022-09-03 00:00:00,WRX/USDT,0.1888,0.1925,0.1881,0.1893,22663.9279,4316.60647807
1662076800,2022-09-02 00:00:00,WRX/USDT,0.19,0.21,0.188,0.1886,103820.5185,19925.372540231326
1661990400,2022-09-01 00:00:00,WRX/USDT,0.1886,0.19,0.1842,0.1892,24862.2255,4658.28796565
1661904000,2022-08-31 00:00:00,WRX/USDT,0.1936,0.2004,0.1882,0.1884,40748.3735,7808.63631381
1661817600,2022-08-30 00:00:00,WRX/USDT,0.1953,0.2038,0.1937,0.194,59172.21675827,11703.132008072382
1661731200,2022-08-29 00:00:00,WRX/USDT,0.1903,0.1957,0.1893,0.1956,103280.54946065,19882.486521237559
1661644800,2022-08-28 00:00:00,WRX/USDT,0.1913,0.1983,0.1901,0.1905,127781.48376053,24762.129678298687
1661558400,2022-08-27 00:00:00,WRX/USDT,0.1898,0.1971,0.1874,0.1906,40126.6660807,7693.214947450296
1661472000,2022-08-26 00:00:00,WRX/USDT,0.2095,0.21,0.1892,0.1895,111052.64060969,22451.529988446652
1661385600,2022-08-25 00:00:00,WRX/USDT,0.2057,0.2109,0.205,0.2094,67545.33885309,13993.813393294568
