https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EGLD,Volume USDT
1663459200,2022-09-18 00:00:00,EGLD/USDT,51.2,51.2,50.9,51,307.04081458,15680.5740548182
1663372800,2022-09-17 00:00:00,EGLD/USDT,49.06,51.26,49.05,51.18,7210.43470114,364378.5474294881
1663286400,2022-09-16 00:00:00,EGLD/USDT,48.72,49.19,48.17,49.09,8938.49286504,435635.7966997252
1663200000,2022-09-15 00:00:00,EGLD/USDT,49.76,50.03,47.94,48.6,13234.3628748,647477.1845299554
1663113600,2022-09-14 00:00:00,EGLD/USDT,48.9,50.08,48.5,49.85,15026.30573551,739940.5193417662
1663027200,2022-09-13 00:00:00,EGLD/USDT,51.69,52.67,48.6,48.94,17911.26529403,898218.1439048806
1662940800,2022-09-12 00:00:00,EGLD/USDT,52.83,53.9,51.4,51.65,12236.09042813,645386.317613179
1662854400,2022-09-11 00:00:00,EGLD/USDT,53.71,54.45,52.19,52.9,6998.26072079,374064.4410175515
1662768000,2022-09-10 00:00:00,EGLD/USDT,53.8,54.59,53.19,53.74,9968.92141291,536830.1717684249
1662681600,2022-09-09 00:00:00,EGLD/USDT,52.97,54.59,52.87,53.89,17722.76750335,956495.8775219746
1662595200,2022-09-08 00:00:00,EGLD/USDT,51.15,53.25,50.17,52.96,15700.40532721,806331.0883602037
1662508800,2022-09-07 00:00:00,EGLD/USDT,48.69,51.45,48.17,51.05,17210.44612455,854219.7238746929
1662422400,2022-09-06 00:00:00,EGLD/USDT,51.28,52.81,48.43,48.71,23094.31328116,1167212.6355887278
1662336000,2022-09-05 00:00:00,EGLD/USDT,51.52,52.01,50.64,51.25,5748.08589266,295049.4715311461
1662249600,2022-09-04 00:00:00,EGLD/USDT,50.97,51.72,50.47,51.56,7097.85331529,362266.1156530987
1662163200,2022-09-03 00:00:00,EGLD/USDT,52.2,52.57,50.9,51.02,6218.14238924,321439.0556061009
1662076800,2022-09-02 00:00:00,EGLD/USDT,52.8,53.58,51.4,52.22,6286.55351736,331416.4588755222
1661990400,2022-09-01 00:00:00,EGLD/USDT,52.49,52.98,51.06,52.86,12159.12758964,632326.711081902
1661904000,2022-08-31 00:00:00,EGLD/USDT,54.25,55.87,52.44,52.55,8995.9001787,486253.2421465046
1661817600,2022-08-30 00:00:00,EGLD/USDT,52.97,55.25,52.16,54.08,20020.97495502,1073969.6133257231
1661731200,2022-08-29 00:00:00,EGLD/USDT,49.75,53.06,49.41,53.02,24168.64199285,1256280.196852778
1661644800,2022-08-28 00:00:00,EGLD/USDT,51.94,52.75,49.42,49.73,14854.25396539,762686.2986622101
1661558400,2022-08-27 00:00:00,EGLD/USDT,51.74,53,50.83,51.89,22871.14231833,1191397.6161860897
1661472000,2022-08-26 00:00:00,EGLD/USDT,57.29,59.3,51.34,51.9,41634.330459,2265797.3620157328
1661385600,2022-08-25 00:00:00,EGLD/USDT,55.2,57.95,55.2,57.32,13575.69034569,772134.3971062757
1661299200,2022-08-24 00:00:00,EGLD/USDT,54.03,56.37,52.76,55.03,24606.93715512,1360052.1551319047
1661212800,2022-08-23 00:00:00,EGLD/USDT,53.91,54.57,47.7,54,13195.19351559,700955.0523976238
1661126400,2022-08-22 00:00:00,EGLD/USDT,54.77,55.64,52.2,53.91,12167.02679881,648207.5821990549
1661040000,2022-08-21 00:00:00,EGLD/USDT,52.67,55.2,52.23,54.75,7434.88844436,401136.0811894954
1660953600,2022-08-20 00:00:00,EGLD/USDT,52.49,54.28,51.31,52.66,11086.25881658,589924.0253360273
1660867200,2022-08-19 00:00:00,EGLD/USDT,54.81,54.86,51.21,52.37,21086.1307009,1122193.5316290588
1660780800,2022-08-18 00:00:00,EGLD/USDT,57.54,58.83,54.7,54.79,14896.82194994,853339.8069924299
1660694400,2022-08-17 00:00:00,EGLD/USDT,60.36,62.34,57,57.53,17183.14089085,1011269.9124835039
1660608000,2022-08-16 00:00:00,EGLD/USDT,60.69,61.97,59.58,60.43,9332.82828365,566696.8237510467
1660521600,2022-08-15 00:00:00,EGLD/USDT,62.84,64.45,59.38,60.57,12499.88248057,774664.7217933377
1660435200,2022-08-14 00:00:00,EGLD/USDT,64.88,66.85,62.1,62.85,12259.63443472,794390.4199981149
1660348800,2022-08-13 00:00:00,EGLD/USDT,66.49,67.88,64.51,64.98,12711.41367686,841681.2875594413
1660262400,2022-08-12 00:00:00,EGLD/USDT,64.7,66.5,63.26,66.37,13162.32421871,855850.7035542284
1660176000,2022-08-11 00:00:00,EGLD/USDT,67.23,69.28,64.01,64.75,17203.33287476,1158003.1774212797
1660089600,2022-08-10 00:00:00,EGLD/USDT,62.05,69.53,60.23,67.18,27784.41687934,1856177.5221299385
1660003200,2022-08-09 00:00:00,EGLD/USDT,66.2,67.3,60.97,62,15767.00909077,994407.3023170758
1659916800,2022-08-08 00:00:00,EGLD/USDT,67.11,68.73,64.67,66.3,22158.74978678,1475331.8227112123
1659830400,2022-08-07 00:00:00,EGLD/USDT,64.65,68.27,63.82,67.23,19399.40009512,1284572.1284652818
1659744000,2022-08-06 00:00:00,EGLD/USDT,62.56,66.54,61.52,64.58,29987.1108857,1933768.5659892202
1659657600,2022-08-05 00:00:00,EGLD/USDT,58.5,64.28,58.47,62.56,21379.81861379,1299216.9904509046
1659571200,2022-08-04 00:00:00,EGLD/USDT,57.28,59.23,56.96,58.55,11665.56543567,677534.7382763185
1659484800,2022-08-03 00:00:00,EGLD/USDT,55.79,58.84,54.64,57.45,13683.35910307,788998.0956359782
1659398400,2022-08-02 00:00:00,EGLD/USDT,59.02,59.53,54.1,55.67,20769.80740312,1163107.8296156696
1659312000,2022-08-01 00:00:00,EGLD/USDT,56.98,59.87,56.4,58.83,21018.5847822,1220540.2581480533
1659225600,2022-07-31 00:00:00,EGLD/USDT,56.91,60.11,56.07,57.08,18692.90211389,1085817.5803386047
1659139200,2022-07-30 00:00:00,EGLD/USDT,55.6,59.58,55.42,56.94,23118.05252549,1338935.5905667371
1659052800,2022-07-29 00:00:00,EGLD/USDT,56.71,58.43,54.54,55.56,24619.36249387,1393392.4542958999
1658966400,2022-07-28 00:00:00,EGLD/USDT,54.98,57.74,53.15,56.72,22972.54237559,1278636.6020323992
1658880000,2022-07-27 00:00:00,EGLD/USDT,50.92,54.95,50.03,54.95,16823.34219388,877747.482700565
1658793600,2022-07-26 00:00:00,EGLD/USDT,50.21,50.97,48.91,50.92,23268.75644892,1156903.9331693365
1658707200,2022-07-25 00:00:00,EGLD/USDT,54.57,54.72,50.13,50.14,25779.45139518,1349053.2724276554
1658620800,2022-07-24 00:00:00,EGLD/USDT,54.76,56.19,54.21,54.59,15881.14753946,878221.636386345
1658534400,2022-07-23 00:00:00,EGLD/USDT,55.28,56.92,53.04,54.58,17006.44702568,933482.2023396314
1658448000,2022-07-22 00:00:00,EGLD/USDT,56.13,59.14,54.42,55.26,34907.83221244,1985283.0357226587
1658361600,2022-07-21 00:00:00,EGLD/USDT,55.16,60,52.97,56.23,25467.83890082,1415509.6170296946
1658275200,2022-07-20 00:00:00,EGLD/USDT,60.84,62.34,54.38,55.18,30748.78010547,1817275.6696955078
1658188800,2022-07-19 00:00:00,EGLD/USDT,60.17,62.91,57.5,60.89,39509.79798809,2376418.957950263
1658102400,2022-07-18 00:00:00,EGLD/USDT,57.6,63.53,57.29,60.22,31027.20541653,1870784.8390365381
1658016000,2022-07-17 00:00:00,EGLD/USDT,59.87,62.67,57.55,57.65,15179.52390738,906936.8171963622
1657929600,2022-07-16 00:00:00,EGLD/USDT,59.67,60.59,56.85,59.91,15294.64630893,899087.1589961838
1657843200,2022-07-15 00:00:00,EGLD/USDT,58.19,60.95,57.35,59.67,22214.37629146,1321025.1661953199
1657756800,2022-07-14 00:00:00,EGLD/USDT,52.49,59.73,51.93,58.08,31476.62129188,1760131.2401777141
1657670400,2022-07-13 00:00:00,EGLD/USDT,49.21,52.68,47.52,52.52,20319.90337933,1015064.5953202143
1657584000,2022-07-12 00:00:00,EGLD/USDT,50.18,50.82,49.12,49.19,13448.49017467,672892.486718696
1657497600,2022-07-11 00:00:00,EGLD/USDT,52.48,52.52,49.85,50.29,14559.81073084,739954.4795994272
1657411200,2022-07-10 00:00:00,EGLD/USDT,56.4,56.4,51.88,52.45,6923.32228474,371049.1356399076
1657324800,2022-07-09 00:00:00,EGLD/USDT,54.29,57.11,54.29,56.45,8473.68875853,475436.8762464427
1657238400,2022-07-08 00:00:00,EGLD/USDT,56.2,57.27,53.09,54.43,11698.77566362,640359.5445378526
1657152000,2022-07-07 00:00:00,EGLD/USDT,54.71,57.33,53.64,56.21,16474.90654273,915099.3800031824
1657065600,2022-07-06 00:00:00,EGLD/USDT,54.05,55.49,53.21,54.75,13046.29432316,710679.2994598499
1656979200,2022-07-05 00:00:00,EGLD/USDT,54.34,56.09,52.05,54.22,21872.74281529,1180263.1157352673
1656892800,2022-07-04 00:00:00,EGLD/USDT,51.2,54.6,50.19,54.24,18042.3685532,952760.2694581652
1656806400,2022-07-03 00:00:00,EGLD/USDT,50.61,52.29,49.16,51.09,10184.09969603,516373.7357142868
1656720000,2022-07-02 00:00:00,EGLD/USDT,51.08,51.7,48.93,50.59,12966.0380578,649299.9772687436
1656633600,2022-07-01 00:00:00,EGLD/USDT,51.08,52.56,48.89,51.09,23517.24794729,1201737.9027192729
1656547200,2022-06-30 00:00:00,EGLD/USDT,50.32,51.39,46.12,50.85,32745.83410662,1574405.4109993792
1656460800,2022-06-29 00:00:00,EGLD/USDT,51.98,52.96,49.34,50.28,22645.61109354,1154253.5380761018
1656374400,2022-06-28 00:00:00,EGLD/USDT,56.34,57.24,51.58,51.98,28463.0559921,1562241.728065567
1656288000,2022-06-27 00:00:00,EGLD/USDT,55.16,58.83,54.87,56.36,22100.07383616,1253536.3568203919
1656201600,2022-06-26 00:00:00,EGLD/USDT,61.62,62.98,54.9,55.12,22091.58809556,1307830.9343965625
1656115200,2022-06-25 00:00:00,EGLD/USDT,62.98,64.85,60.08,61.73,20361.91428119,1270777.6131261556
1656028800,2022-06-24 00:00:00,EGLD/USDT,60.76,64.73,60.76,62.89,36632.49088675,2293661.1552927153
1655942400,2022-06-23 00:00:00,EGLD/USDT,58.29,61.57,57.14,60.71,37862.94354707,2252347.7753366258
1655856000,2022-06-22 00:00:00,EGLD/USDT,58.52,62.33,56.69,58.22,44481.51333737,2634397.1671711647
1655769600,2022-06-21 00:00:00,EGLD/USDT,56.9,63.96,56.09,58.53,56165.48298178,3412803.9107918784
1655683200,2022-06-20 00:00:00,EGLD/USDT,52.96,59.07,50.91,56.83,55245.75200043,3079575.3628869116
1655596800,2022-06-19 00:00:00,EGLD/USDT,45.73,54.32,43.25,52.9,51688.57547994,2491039.5578985166
1655510400,2022-06-18 00:00:00,EGLD/USDT,52.53,53.6,43.09,45.73,71515.40347549,3346649.7563811844
1655424000,2022-06-17 00:00:00,EGLD/USDT,50.49,55.73,50.21,52.52,43772.46171265,2298856.0918520311
1655337600,2022-06-16 00:00:00,EGLD/USDT,55.93,57.85,49.11,50.49,62560.10352656,3303276.3846524484
1655251200,2022-06-15 00:00:00,EGLD/USDT,45.81,58.35,41.34,55.93,76382.9731708,3658030.4351310167
1655164800,2022-06-14 00:00:00,EGLD/USDT,41.65,47.77,39.05,45.81,88286.62177669,3945819.6406114788
1655078400,2022-06-13 00:00:00,EGLD/USDT,44.93,45.58,38,41.58,133580.59829151,5492218.5751140883
1654992000,2022-06-12 00:00:00,EGLD/USDT,50.72,52.89,42.63,44.97,118246.13441315,5612035.7343951114
1654905600,2022-06-11 00:00:00,EGLD/USDT,56.59,57.5,49.43,50.66,72361.15973667,3833576.7753998035
1654819200,2022-06-10 00:00:00,EGLD/USDT,61.79,62.75,55.7,56.57,60124.7257654,3508286.315708448
1654732800,2022-06-09 00:00:00,EGLD/USDT,65.13,65.17,60.83,61.75,52950.46125761,3311456.5693591922
1654646400,2022-06-08 00:00:00,EGLD/USDT,66.61,68.38,64.99,65.12,60289.09392322,4011058.5912945352
1654560000,2022-06-07 00:00:00,EGLD/USDT,69.32,69.66,64.78,66.6,51203.70547799,3461626.4460796605
1654473600,2022-06-06 00:00:00,EGLD/USDT,73.12,74.52,64.22,69.46,182100.27870698,12692881.7176071431
1654387200,2022-06-05 00:00:00,EGLD/USDT,77.15,77.63,72.53,73.15,27016.66243508,2021901.2994162436
1654300800,2022-06-04 00:00:00,EGLD/USDT,77.37,78,75.4,76.96,12182.40579718,932464.9216696273
1654214400,2022-06-03 00:00:00,EGLD/USDT,77.97,79.17,75.38,77.42,20015.95819124,1535330.1847105306
1654128000,2022-06-02 00:00:00,EGLD/USDT,75.61,82.33,74.37,78.01,36536.35426829,2824301.0599182729
1654041600,2022-06-01 00:00:00,EGLD/USDT,81.48,86.26,75.09,75.61,30116.33926611,2401539.3871766915
1653955200,2022-05-31 00:00:00,EGLD/USDT,86.8,86.94,80.14,81.47,19622.59606242,1624858.6447631965
1653868800,2022-05-30 00:00:00,EGLD/USDT,82.79,88.04,80.69,86.8,37692.13571977,3143391.9172750356
1653782400,2022-05-29 00:00:00,EGLD/USDT,70.23,83.07,69.04,82.77,25738.47327411,1919321.9243007123
1653696000,2022-05-28 00:00:00,EGLD/USDT,67.6,71.27,67.08,70.23,18486.22235209,1278594.5925944152
1653609600,2022-05-27 00:00:00,EGLD/USDT,72.92,73.7,65.76,67.41,41592.68546618,2875784.4313100128
1653523200,2022-05-26 00:00:00,EGLD/USDT,87.5,87.89,72.71,72.92,43768.10287816,3425624.1931527007
1653436800,2022-05-25 00:00:00,EGLD/USDT,90.75,90.96,86.88,87.48,15414.41565278,1360289.6555723559
1653350400,2022-05-24 00:00:00,EGLD/USDT,90.91,91.81,88.49,90.75,17901.47187363,1620771.6848030126
1653264000,2022-05-23 00:00:00,EGLD/USDT,92.06,94.7,90.14,90.88,20551.47377747,1893691.9231275823
1653177600,2022-05-22 00:00:00,EGLD/USDT,91.71,93.65,90.12,92.09,17650.18133246,1621624.0030570291
1653091200,2022-05-21 00:00:00,EGLD/USDT,88.8,92.68,87.73,91.76,16123.04798182,1460311.0274068241
1653004800,2022-05-20 00:00:00,EGLD/USDT,91.96,93.78,86.28,88.6,34365.13112815,3087690.7628443382
1652918400,2022-05-19 00:00:00,EGLD/USDT,91.5,95.03,87.33,91.92,25708.97373637,2339696.682091761
1652832000,2022-05-18 00:00:00,EGLD/USDT,100.29,101.28,90.64,91.56,23892.72524055,2274991.6439982852
1652745600,2022-05-17 00:00:00,EGLD/USDT,94.08,109,93.65,100.32,29039.5356709,2886028.1843789519
1652659200,2022-05-16 00:00:00,EGLD/USDT,95.56,95.56,87.98,94.13,19409.03713206,1788570.7781657484
1652572800,2022-05-15 00:00:00,EGLD/USDT,88.52,96.09,85.55,95.6,13875.04216299,1282919.5870100784
1652486400,2022-05-14 00:00:00,EGLD/USDT,87.66,89.18,84.07,88.55,15603.74916769,1353719.0594812883
1652400000,2022-05-13 00:00:00,EGLD/USDT,77.94,92.96,77.08,87.61,42661.27358294,3675093.4026336702
1652313600,2022-05-12 00:00:00,EGLD/USDT,84.93,87.3,72.02,77.93,48335.21603898,3915939.1217642225
1652227200,2022-05-11 00:00:00,EGLD/USDT,108.18,110.35,80.11,85.02,93987.67111544,9100081.6934629817
1652140800,2022-05-10 00:00:00,EGLD/USDT,105.8,119.65,105,108.17,54812.98157591,6116450.025441164
