https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNB3S,Volume USDT
1644192000,2022-02-07 00:00:00,BNB3S/USDT,5.3651,5.6181,4.6364,4.8937,9387.35603645,48203.723022520803
1644105600,2022-02-06 00:00:00,BNB3S/USDT,5.6035,5.9514,5.29,5.4298,6718.02021485,37643.120450537107
1644019200,2022-02-05 00:00:00,BNB3S/USDT,6.3924,6.5209,4.803,5.5789,22778.0978128,123023.403283176682
1643932800,2022-02-04 00:00:00,BNB3S/USDT,8.1876,8.3583,6.3737,6.4199,9462.65271231,69912.102031290029
1643846400,2022-02-03 00:00:00,BNB3S/USDT,8.5086,9.1022,8.1984,8.1984,7826.90716426,68068.122721546068
1643760000,2022-02-02 00:00:00,BNB3S/USDT,7.5759,8.6204,7.4453,8.5521,8555.96087835,69981.513485936735
1643673600,2022-02-01 00:00:00,BNB3S/USDT,8.2151,8.2506,7.3002,7.5921,2372.55220267,18207.128214994032
1643587200,2022-01-31 00:00:00,BNB3S/USDT,8.0502,8.7643,7.5155,8.2045,8436.76727371,68938.100239720286
1643500800,2022-01-30 00:00:00,BNB3S/USDT,7.3696,8.443,7.3535,7.9959,11555.54459062,91749.439578819384
1643414400,2022-01-29 00:00:00,BNB3S/USDT,7.5331,7.9999,6.8536,7.2806,9427.38619077,70413.870221787431
1643328000,2022-01-28 00:00:00,BNB3S/USDT,7.326,8.125,7.0316,7.5221,20556.38440772,155158.889040531103
1643241600,2022-01-27 00:00:00,BNB3S/USDT,8.3312,9.2725,7.0842,7.35,18462.12167954,151603.573148587822
1643155200,2022-01-26 00:00:00,BNB3S/USDT,7.7417,8.8257,6.6983,8.3312,10697.1420902,84558.842527731695
1643068800,2022-01-25 00:00:00,BNB3S/USDT,8.7069,9.6123,7.5424,7.7129,8601.81006372,73278.32297853644
1642982400,2022-01-24 00:00:00,BNB3S/USDT,8.1268,10.8436,8.0863,8.7099,20433.00094172,198909.113559090397
1642896000,2022-01-23 00:00:00,BNB3S/USDT,10.1538,10.1693,7.4199,7.8211,11161.68652361,93428.969822109312
1642809600,2022-01-22 00:00:00,BNB3S/USDT,8.4576,11.5176,8.1392,10.0698,18414.220969,186045.051479510601
1642723200,2022-01-21 00:00:00,BNB3S/USDT,6.1837,8.8823,5.9576,8.4576,22813.30232838,165189.119683156491
1642636800,2022-01-20 00:00:00,BNB3S/USDT,5.3856,6.2,4.8317,6.2,17421.71523285,93737.517702242776
1642550400,2022-01-19 00:00:00,BNB3S/USDT,5.1744,5.7473,5.0994,5.3941,9957.64647189,53228.19398453409
1642464000,2022-01-18 00:00:00,BNB3S/USDT,5.031,5.6224,4.9472,5.1462,11169.61628482,59367.982974569375
1642377600,2022-01-17 00:00:00,BNB3S/USDT,4.4579,5.2757,4.4579,5.0122,7187.89665006,35848.150257296485
1642291200,2022-01-16 00:00:00,BNB3S/USDT,4.5805,4.6551,4.2401,4.4268,8880.90930299,40100.858825106662
1642204800,2022-01-15 00:00:00,BNB3S/USDT,4.7233,4.8765,4.38,4.538,5890.66990067,26917.872514773814
1642118400,2022-01-14 00:00:00,BNB3S/USDT,5.3265,5.5073,4.7182,4.7995,10245.89575639,52039.010433318734
1642032000,2022-01-13 00:00:00,BNB3S/USDT,5.0259,5.5895,4.9764,5.2662,7059.29240243,37256.534812260036
1641945600,2022-01-12 00:00:00,BNB3S/USDT,5.9512,6.2397,4.9675,5.0697,6793.0777515,38955.989861681412
1641859200,2022-01-11 00:00:00,BNB3S/USDT,8.1993,8.419,5.7078,6.0033,10938.95368994,71052.587901215275
1641772800,2022-01-10 00:00:00,BNB3S/USDT,7.4918,9.0881,7.1621,8.1993,9313.30220928,76984.503987548789
1641686400,2022-01-09 00:00:00,BNB3S/USDT,7.9651,8.1678,7.154,7.4993,3588.48700913,27709.31833247693
1641600000,2022-01-08 00:00:00,BNB3S/USDT,7.1114,8.5636,6.5649,7.9964,4239.97270271,32942.747364335426
1641513600,2022-01-07 00:00:00,BNB3S/USDT,6.1546,7.5915,6.1546,7.1114,18670.23561257,128834.971618375118
1641427200,2022-01-06 00:00:00,BNB3S/USDT,6.1098,6.661,5.8357,6.132,4392.93233423,27800.321171040206
1641340800,2022-01-05 00:00:00,BNB3S/USDT,5.0901,6.5725,4.8378,6.1098,7419.81927715,40786.036132012572
1641254400,2022-01-04 00:00:00,BNB3S/USDT,4.9273,5.2028,4.7394,5.0429,3564.56618739,17801.358084747755
1641168000,2022-01-03 00:00:00,BNB3S/USDT,4.4539,5.0032,4.423,4.9617,7495.27657426,35310.854945101819
1641081600,2022-01-02 00:00:00,BNB3S/USDT,4.5738,4.7755,4.4047,4.4354,5379.1633075,24312.452072437777
1640995200,2022-01-01 00:00:00,BNB3S/USDT,5.0268,5.0268,4.5404,4.5695,6512.44777412,31049.630134904321
1640908800,2021-12-31 00:00:00,BNB3S/USDT,4.7916,5.1087,4.5506,5.0247,7285.55037188,35747.041044328712
1640822400,2021-12-30 00:00:00,BNB3S/USDT,4.9157,5.0662,4.5291,4.8092,8018.926972,38224.479067587496
1640736000,2021-12-29 00:00:00,BNB3S/USDT,4.3803,4.9944,4.2927,4.9193,13518.46175089,62131.379678680883
1640649600,2021-12-28 00:00:00,BNB3S/USDT,3.8359,4.521,3.8359,4.4207,13720.02985806,57668.210215737087
