https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume AKT,Volume USDT
1663149600,2022-09-14 10:00:00,AKT/USDT,0.3231,0.3244,0.3211,0.3244,680.2569,219.43036187
1663146000,2022-09-14 09:00:00,AKT/USDT,0.324,0.324,0.324,0.324,4.2634,1.3813416
1663142400,2022-09-14 08:00:00,AKT/USDT,0.3236,0.324,0.3235,0.3235,19.2982,6.24645756
1663138800,2022-09-14 07:00:00,AKT/USDT,0.3228,0.3264,0.3223,0.3264,1208.3512,392.81396698
1663135200,2022-09-14 06:00:00,AKT/USDT,0.3218,0.3228,0.3192,0.3228,727.2599,233.01264054
1663131600,2022-09-14 05:00:00,AKT/USDT,0.3218,0.324,0.3218,0.324,698.605,225.9129171
1663128000,2022-09-14 04:00:00,AKT/USDT,0.3218,0.3218,0.3218,0.3218,3.1821,1.02399978
1663124400,2022-09-14 03:00:00,AKT/USDT,0.3218,0.3218,0.3218,0.3218,4.027,1.2958886
1663120800,2022-09-14 02:00:00,AKT/USDT,0.3205,0.3218,0.3144,0.3218,7627.8166,2412.725162
1663117200,2022-09-14 01:00:00,AKT/USDT,0.3205,0.3205,0.3205,0.3205,0,0
1663113600,2022-09-14 00:00:00,AKT/USDT,0.3205,0.3205,0.3205,0.3205,3.1151,0.99838955
1663110000,2022-09-13 23:00:00,AKT/USDT,0.3205,0.3205,0.3181,0.3181,130.6854,41.59739622
1663106400,2022-09-13 22:00:00,AKT/USDT,0.3185,0.3185,0.3185,0.3185,3.0159,0.96056415
1663102800,2022-09-13 21:00:00,AKT/USDT,0.3204,0.3213,0.3204,0.3213,104.126,33.38433817
1663099200,2022-09-13 20:00:00,AKT/USDT,0.3205,0.3208,0.3176,0.3208,198.6197,63.30169507
1663095600,2022-09-13 19:00:00,AKT/USDT,0.323,0.323,0.3181,0.3208,1764.8059,564.65800533
1663092000,2022-09-13 18:00:00,AKT/USDT,0.328,0.328,0.3231,0.3256,6723.8034,2201.0352682
1663088400,2022-09-13 17:00:00,AKT/USDT,0.3256,0.328,0.3256,0.328,19010.3444,6232.77236831
1663084800,2022-09-13 16:00:00,AKT/USDT,0.3262,0.3272,0.3256,0.3256,335.2858,109.29893062
1663081200,2022-09-13 15:00:00,AKT/USDT,0.3266,0.3272,0.3254,0.3272,289.5685,94.35709362
1663077600,2022-09-13 14:00:00,AKT/USDT,0.3298,0.3298,0.329,0.329,11.6144,3.82209232
1663074000,2022-09-13 13:00:00,AKT/USDT,0.335,0.3676,0.3266,0.3278,33751.196,11512.92029527
1663070400,2022-09-13 12:00:00,AKT/USDT,0.3444,0.3444,0.3355,0.3355,3919.1841,1324.25368981
1663066800,2022-09-13 11:00:00,AKT/USDT,0.3438,0.3444,0.3438,0.3444,253.8358,87.3031244
1663063200,2022-09-13 10:00:00,AKT/USDT,0.3406,0.3438,0.3406,0.3438,60.968,20.76935232
1663059600,2022-09-13 09:00:00,AKT/USDT,0.3429,0.3429,0.3406,0.3406,1003.2004,342.54744931
1663056000,2022-09-13 08:00:00,AKT/USDT,0.3438,0.3462,0.3428,0.3462,754.0346,259.71347506
1663052400,2022-09-13 07:00:00,AKT/USDT,0.3434,0.3438,0.3434,0.3438,6.1542,2.11513212
1663048800,2022-09-13 06:00:00,AKT/USDT,0.3462,0.3468,0.3406,0.3406,1078.0215,369.19042726
1663045200,2022-09-13 05:00:00,AKT/USDT,0.3428,0.3428,0.3428,0.3428,7.8343,2.68559804
1663041600,2022-09-13 04:00:00,AKT/USDT,0.3428,0.3428,0.3428,0.3428,0,0
1663038000,2022-09-13 03:00:00,AKT/USDT,0.3434,0.3434,0.3428,0.3428,4.254,1.45929396
1663034400,2022-09-13 02:00:00,AKT/USDT,0.3444,0.3462,0.3444,0.3462,1028.43,354.9999741
1663030800,2022-09-13 01:00:00,AKT/USDT,0.341,0.344,0.341,0.344,8.5826,2.9450974
1663027200,2022-09-13 00:00:00,AKT/USDT,0.344,0.3444,0.341,0.3444,712.1394,243.8367837
1663023600,2022-09-12 23:00:00,AKT/USDT,0.3423,0.3473,0.3423,0.3473,1678.9904,582.58337857
1663020000,2022-09-12 22:00:00,AKT/USDT,0.3432,0.3462,0.3422,0.3451,1225.3158,422.0347122
1663016400,2022-09-12 21:00:00,AKT/USDT,0.3432,0.3432,0.3432,0.3432,77.8702,26.72505264
1663012800,2022-09-12 20:00:00,AKT/USDT,0.3432,0.3432,0.3432,0.3432,28.6083,9.81836856
1663009200,2022-09-12 19:00:00,AKT/USDT,0.3432,0.3432,0.3432,0.3432,29.2863,10.05105816
1663005600,2022-09-12 18:00:00,AKT/USDT,0.3423,0.3423,0.3423,0.3423,24.0113,8.21906799
1663002000,2022-09-12 17:00:00,AKT/USDT,0.3426,0.3432,0.3398,0.3398,81.691,27.96999474
1662998400,2022-09-12 16:00:00,AKT/USDT,0.3442,0.3442,0.337,0.3426,6559.8621,2231.13780675
1662994800,2022-09-12 15:00:00,AKT/USDT,0.353,0.353,0.342,0.3462,7765.4838,2683.49196588
1662991200,2022-09-12 14:00:00,AKT/USDT,0.3544,0.3544,0.3544,0.3544,14.1083,4.99998152
1662987600,2022-09-12 13:00:00,AKT/USDT,0.353,0.353,0.353,0.353,0,0
1662984000,2022-09-12 12:00:00,AKT/USDT,0.3536,0.3536,0.353,0.353,262.6339,92.74767516
1662980400,2022-09-12 11:00:00,AKT/USDT,0.351,0.3562,0.351,0.3562,1417.3959,504.37729185
1662976800,2022-09-12 10:00:00,AKT/USDT,0.35,0.3541,0.35,0.3541,1206.3396,424.28454349
1662973200,2022-09-12 09:00:00,AKT/USDT,0.3492,0.35,0.3491,0.35,388.3138,135.84172533
1662969600,2022-09-12 08:00:00,AKT/USDT,0.3474,0.35,0.3474,0.35,554.0592,193.10714103
1662966000,2022-09-12 07:00:00,AKT/USDT,0.3457,0.3474,0.3457,0.3474,7.6687,2.66191032
1662962400,2022-09-12 06:00:00,AKT/USDT,0.3462,0.3474,0.3462,0.3474,243.2519,84.37065076
1662958800,2022-09-12 05:00:00,AKT/USDT,0.3474,0.3474,0.3423,0.3462,1534.2235,527.87831212
1662955200,2022-09-12 04:00:00,AKT/USDT,0.3491,0.3491,0.3491,0.3491,70,24.437
1662951600,2022-09-12 03:00:00,AKT/USDT,0.3474,0.3491,0.347,0.3491,349.4219,121.87471818
1662948000,2022-09-12 02:00:00,AKT/USDT,0.3486,0.3502,0.347,0.347,302.6668,105.75358221
1662944400,2022-09-12 01:00:00,AKT/USDT,0.3452,0.3486,0.3452,0.3486,120.2932,41.91505426
1662940800,2022-09-12 00:00:00,AKT/USDT,0.3486,0.3486,0.3486,0.3486,16.4819,5.74559034
1662937200,2022-09-11 23:00:00,AKT/USDT,0.3486,0.3486,0.3486,0.3486,4.3854,1.52875044
1662933600,2022-09-11 22:00:00,AKT/USDT,0.35,0.35,0.3452,0.3452,1414.5615,491.18265362
1662930000,2022-09-11 21:00:00,AKT/USDT,0.353,0.353,0.353,0.353,0,0
1662926400,2022-09-11 20:00:00,AKT/USDT,0.3526,0.353,0.35,0.353,87.7089,30.90586878
1662922800,2022-09-11 19:00:00,AKT/USDT,0.3494,0.3494,0.3494,0.3494,0,0
1662919200,2022-09-11 18:00:00,AKT/USDT,0.3504,0.3504,0.3494,0.3494,565.2949,197.90291343
1662915600,2022-09-11 17:00:00,AKT/USDT,0.3525,0.3525,0.3525,0.3525,3.2261,1.13720025
1662912000,2022-09-11 16:00:00,AKT/USDT,0.3506,0.3525,0.3501,0.3501,46.685,16.36721372
1662908400,2022-09-11 15:00:00,AKT/USDT,0.3506,0.3508,0.3506,0.3508,13.7114,4.80891176
1662904800,2022-09-11 14:00:00,AKT/USDT,0.3508,0.3525,0.3507,0.3508,917.7756,322.25363623
1662901200,2022-09-11 13:00:00,AKT/USDT,0.358,0.358,0.3506,0.3506,1257.1043,444.26601161
1662897600,2022-09-11 12:00:00,AKT/USDT,0.359,0.359,0.359,0.359,2.4873,0.8929407
1662894000,2022-09-11 11:00:00,AKT/USDT,0.3566,0.358,0.356,0.358,249.2627,88.82965316
1662890400,2022-09-11 10:00:00,AKT/USDT,0.3598,0.3598,0.3598,0.3598,2.7793,0.99999214
1662886800,2022-09-11 09:00:00,AKT/USDT,0.3598,0.3598,0.3598,0.3598,0,0
1662883200,2022-09-11 08:00:00,AKT/USDT,0.3596,0.3598,0.3596,0.3598,398.2675,143.29533704
1662879600,2022-09-11 07:00:00,AKT/USDT,0.3559,0.3596,0.3559,0.3596,851.36,305.14720672
1662876000,2022-09-11 06:00:00,AKT/USDT,0.3544,0.3544,0.3524,0.3524,621.439,219.46625869
1662872400,2022-09-11 05:00:00,AKT/USDT,0.3548,0.3548,0.3548,0.3548,0,0
1662868800,2022-09-11 04:00:00,AKT/USDT,0.3548,0.3548,0.3548,0.3548,0,0
1662865200,2022-09-11 03:00:00,AKT/USDT,0.3548,0.3548,0.3548,0.3548,1.2362,0.43860376
1662861600,2022-09-11 02:00:00,AKT/USDT,0.358,0.358,0.3548,0.3548,106.2388,37.70181104
1662858000,2022-09-11 01:00:00,AKT/USDT,0.358,0.358,0.3554,0.358,244.6253,86.9513062
1662854400,2022-09-11 00:00:00,AKT/USDT,0.3598,0.3602,0.3559,0.3559,759.583,271.99305047
1662850800,2022-09-10 23:00:00,AKT/USDT,0.3586,0.3621,0.3566,0.359,912.9809,328.3305213
1662847200,2022-09-10 22:00:00,AKT/USDT,0.3586,0.362,0.3586,0.362,47.3056,17.09766433
1662843600,2022-09-10 21:00:00,AKT/USDT,0.3567,0.3615,0.3567,0.3615,1410.5865,507.31727101
1662840000,2022-09-10 20:00:00,AKT/USDT,0.3536,0.3536,0.3536,0.3536,1.1099,0.39246064
1662836400,2022-09-10 19:00:00,AKT/USDT,0.3559,0.3567,0.3544,0.3567,619.1035,220.58032367
1662832800,2022-09-10 18:00:00,AKT/USDT,0.3547,0.3559,0.3544,0.3559,166.0682,58.97995079
1662829200,2022-09-10 17:00:00,AKT/USDT,0.3547,0.3547,0.3547,0.3547,11.6573,4.13484431
1662825600,2022-09-10 16:00:00,AKT/USDT,0.3535,0.3547,0.3535,0.3547,199.9579,70.78570591
1662822000,2022-09-10 15:00:00,AKT/USDT,0.3542,0.3552,0.3491,0.3535,6822.1397,2391.97593796
1662818400,2022-09-10 14:00:00,AKT/USDT,0.3542,0.3577,0.3542,0.3577,18.0011,6.41553601
1662814800,2022-09-10 13:00:00,AKT/USDT,0.3542,0.3542,0.3542,0.3542,2.5814,0.91433188
1662811200,2022-09-10 12:00:00,AKT/USDT,0.3542,0.3542,0.3542,0.3542,4.0501,1.43454542
1662807600,2022-09-10 11:00:00,AKT/USDT,0.3567,0.3567,0.3567,0.3567,1.1546,0.41184582
1662804000,2022-09-10 10:00:00,AKT/USDT,0.3542,0.357,0.3542,0.357,15.0782,5.379843
1662800400,2022-09-10 09:00:00,AKT/USDT,0.3568,0.3568,0.355,0.355,6.2153,2.21286398
1662796800,2022-09-10 08:00:00,AKT/USDT,0.3548,0.3548,0.3542,0.3542,8.039,2.85076158
1662793200,2022-09-10 07:00:00,AKT/USDT,0.3584,0.3586,0.3544,0.3577,492.3811,174.88164507
1662789600,2022-09-10 06:00:00,AKT/USDT,0.3584,0.3584,0.3584,0.3584,20.0661,7.19169024
1662786000,2022-09-10 05:00:00,AKT/USDT,0.3571,0.3584,0.3571,0.3584,373.3483,133.66701602
1662782400,2022-09-10 04:00:00,AKT/USDT,0.3608,0.3608,0.3457,0.3567,36472.6015,12861.03362539
1662778800,2022-09-10 03:00:00,AKT/USDT,0.3634,0.3634,0.3634,0.3634,1.0139,0.36845126
1662775200,2022-09-10 02:00:00,AKT/USDT,0.3613,0.3613,0.3608,0.3608,103.478,37.33988015
1662771600,2022-09-10 01:00:00,AKT/USDT,0.3634,0.3634,0.3634,0.3634,0,0
1662768000,2022-09-10 00:00:00,AKT/USDT,0.3634,0.3634,0.3634,0.3634,3.7767,1.37245278
1662764400,2022-09-09 23:00:00,AKT/USDT,0.364,0.3644,0.3639,0.3639,68.2785,24.87959781
1662760800,2022-09-09 22:00:00,AKT/USDT,0.3644,0.3644,0.3608,0.364,57.5903,20.89129327
1662757200,2022-09-09 21:00:00,AKT/USDT,0.3645,0.3652,0.3608,0.3652,1181.5191,429.47914565
1662753600,2022-09-09 20:00:00,AKT/USDT,0.3634,0.3634,0.3634,0.3634,2.8984,1.05327856
1662750000,2022-09-09 19:00:00,AKT/USDT,0.3634,0.3634,0.362,0.3634,134.0873,48.58322878
1662746400,2022-09-09 18:00:00,AKT/USDT,0.3634,0.3634,0.3634,0.3634,89.3249,32.46066866
1662742800,2022-09-09 17:00:00,AKT/USDT,0.365,0.365,0.3626,0.3626,592.5604,215.61112002
1662739200,2022-09-09 16:00:00,AKT/USDT,0.3651,0.367,0.365,0.3652,1804.8545,660.11894469
1662735600,2022-09-09 15:00:00,AKT/USDT,0.3688,0.3688,0.3656,0.3687,209.7394,76.89110165
1662732000,2022-09-09 14:00:00,AKT/USDT,0.364,0.3688,0.3598,0.3679,6269.2138,2281.04483729
1662728400,2022-09-09 13:00:00,AKT/USDT,0.364,0.367,0.3638,0.364,5084.1005,1864.44280543
1662724800,2022-09-09 12:00:00,AKT/USDT,0.3613,0.367,0.3613,0.367,5395.8793,1976.11690792
1662721200,2022-09-09 11:00:00,AKT/USDT,0.358,0.358,0.358,0.358,12.294,4.401252
1662717600,2022-09-09 10:00:00,AKT/USDT,0.3596,0.3613,0.358,0.358,1103.1988,397.71218352
1662714000,2022-09-09 09:00:00,AKT/USDT,0.3616,0.3616,0.356,0.3596,837.4942,299.55240422
1662710400,2022-09-09 08:00:00,AKT/USDT,0.3525,0.3634,0.3525,0.3596,5701.8232,2048.98996711
1662706800,2022-09-09 07:00:00,AKT/USDT,0.3494,0.3526,0.3494,0.3526,48.9245,17.24635182
1662703200,2022-09-09 06:00:00,AKT/USDT,0.3517,0.3526,0.3517,0.3526,714.7731,251.91216099
1662699600,2022-09-09 05:00:00,AKT/USDT,0.3517,0.3517,0.3517,0.3517,2.8434,1.00002378
1662696000,2022-09-09 04:00:00,AKT/USDT,0.3508,0.3517,0.3491,0.3517,428.4517,149.87628222
1662692400,2022-09-09 03:00:00,AKT/USDT,0.3491,0.3508,0.3491,0.3508,679.1902,237.35919246
1662688800,2022-09-09 02:00:00,AKT/USDT,0.3488,0.3488,0.3482,0.3482,130.2101,45.39566386
1662685200,2022-09-09 01:00:00,AKT/USDT,0.3491,0.3491,0.3491,0.3491,0,0
1662681600,2022-09-09 00:00:00,AKT/USDT,0.3468,0.3526,0.3468,0.3491,2526.7735,885.40945665
1662678000,2022-09-08 23:00:00,AKT/USDT,0.346,0.3468,0.346,0.3468,57.4318,19.91640728
1662674400,2022-09-08 22:00:00,AKT/USDT,0.3458,0.3468,0.3423,0.3468,930.0958,320.53932163
1662670800,2022-09-08 21:00:00,AKT/USDT,0.3466,0.3487,0.3466,0.3487,30.3251,10.57153766
1662667200,2022-09-08 20:00:00,AKT/USDT,0.3478,0.3492,0.3478,0.3491,368.2266,128.34694575
1662663600,2022-09-08 19:00:00,AKT/USDT,0.3441,0.348,0.3441,0.3478,686.3711,237.78333939
1662660000,2022-09-08 18:00:00,AKT/USDT,0.3415,0.3462,0.3404,0.3462,1284.4778,442.52327053
1662656400,2022-09-08 17:00:00,AKT/USDT,0.341,0.341,0.341,0.341,73.6062,25.0997142
1662652800,2022-09-08 16:00:00,AKT/USDT,0.3372,0.344,0.3372,0.341,2144.7216,735.4807613
1662649200,2022-09-08 15:00:00,AKT/USDT,0.3368,0.344,0.3368,0.3401,3432.5169,1172.01851027
1662645600,2022-09-08 14:00:00,AKT/USDT,0.3295,0.3395,0.3276,0.3368,2566.2738,859.72966783
1662642000,2022-09-08 13:00:00,AKT/USDT,0.3292,0.3292,0.3292,0.3292,0,0
1662638400,2022-09-08 12:00:00,AKT/USDT,0.3322,0.3322,0.3256,0.3292,3981.8108,1301.55076345
1662634800,2022-09-08 11:00:00,AKT/USDT,0.3321,0.3322,0.3297,0.3322,17.2898,5.72939156
1662631200,2022-09-08 10:00:00,AKT/USDT,0.331,0.3321,0.331,0.3321,301.3596,99.90647015
1662627600,2022-09-08 09:00:00,AKT/USDT,0.331,0.331,0.331,0.331,1.0387,0.3438097
1662624000,2022-09-08 08:00:00,AKT/USDT,0.3295,0.3321,0.3278,0.3278,174.2636,57.28176995
1662620400,2022-09-08 07:00:00,AKT/USDT,0.3304,0.3304,0.3304,0.3304,102.7062,33.93412848
1662616800,2022-09-08 06:00:00,AKT/USDT,0.3321,0.3321,0.3321,0.3321,2.8718,0.95372478
1662613200,2022-09-08 05:00:00,AKT/USDT,0.332,0.332,0.332,0.332,1.2369,0.4106508
1662609600,2022-09-08 04:00:00,AKT/USDT,0.3295,0.3295,0.329,0.329,60.564,19.92563295
1662606000,2022-09-08 03:00:00,AKT/USDT,0.3321,0.3321,0.3321,0.3321,12.2324,4.06238004
1662602400,2022-09-08 02:00:00,AKT/USDT,0.3295,0.3295,0.3295,0.3295,1.083,0.3568485
1662598800,2022-09-08 01:00:00,AKT/USDT,0.3295,0.3322,0.329,0.3322,114.8206,38.13401251
1662595200,2022-09-08 00:00:00,AKT/USDT,0.3316,0.3322,0.3316,0.3322,605.3644,200.99837863
1662591600,2022-09-07 23:00:00,AKT/USDT,0.33,0.33,0.3288,0.3288,329.432,108.31889495
1662588000,2022-09-07 22:00:00,AKT/USDT,0.3263,0.3316,0.3263,0.3289,1001.6825,329.46897765
1662584400,2022-09-07 21:00:00,AKT/USDT,0.3241,0.3286,0.324,0.324,2798.4792,910.64403868
1662580800,2022-09-07 20:00:00,AKT/USDT,0.3203,0.324,0.3203,0.324,1186.6691,381.99585159
1662577200,2022-09-07 19:00:00,AKT/USDT,0.3203,0.3203,0.3203,0.3203,4.2633,1.36553499
1662573600,2022-09-07 18:00:00,AKT/USDT,0.3176,0.3203,0.3176,0.3203,273.2657,86.80110196
1662570000,2022-09-07 17:00:00,AKT/USDT,0.3208,0.3208,0.3208,0.3208,6.5005,2.0853604
