https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume EUR,Volume ALGO
1663545600000,2022-09-19 00:00:00,ALGO/EUR,0.29276733,0.3009773,0.28538796,0.3009773,288.3362534,958.0
1663459200000,2022-09-18 00:00:00,ALGO/EUR,0.31168306,0.31868031,0.28695944,0.29257788,5972.622284640151,20413.78618452
1663372800000,2022-09-17 00:00:00,ALGO/EUR,0.29809252,0.31204155,0.2972056,0.31141852,6010.615455837464,19300.76430855
1663286400000,2022-09-16 00:00:00,ALGO/EUR,0.29597267,0.30298304,0.29022223,0.29829873,5813.2276196269595,19487.93955518
1663200000000,2022-09-15 00:00:00,ALGO/EUR,0.30000984,0.30463403,0.28933905,0.29549129,6012.170722498202,20346.35512437
1663113600000,2022-09-14 00:00:00,ALGO/EUR,0.29919553,0.30552965,0.29613811,0.30406778,4634.182290633763,15240.62263563
1663027200000,2022-09-13 00:00:00,ALGO/EUR,0.319262,0.31991774,0.295323,0.29671916,8302.978462482139,27982.6165
1662940800000,2022-09-12 00:00:00,ALGO/EUR,0.32426483,0.32885941,0.31405004,0.32014015,6071.265860660001,18964.4
1662854400000,2022-09-11 00:00:00,ALGO/EUR,0.32103625,0.32949918,0.31507504,0.32315938,6177.83786746,19117
1662768000000,2022-09-10 00:00:00,ALGO/EUR,0.32247495,0.32934368,0.31574233,0.32078675,6256.113326055745,19502.40565128
1662681600000,2022-09-09 00:00:00,ALGO/EUR,0.30813902,0.32602244,0.30738754,0.32324694,6546.75311860773,20253.10160278
1662595200000,2022-09-08 00:00:00,ALGO/EUR,0.29957998,0.30925893,0.29312974,0.30779392,6055.48268005668,19673.82162733
1662508800000,2022-09-07 00:00:00,ALGO/EUR,0.28778258,0.30169549,0.2842773,0.29963348,5696.152308192,19010.4
1662422400000,2022-09-06 00:00:00,ALGO/EUR,0.30554456,0.31147982,0.28290681,0.28795954,5670.399520123392,19691.65362649
1662336000000,2022-09-05 00:00:00,ALGO/EUR,0.31466055,0.31993006,0.29792415,0.3059744,5879.307204640645,19215.02976929
1662249600000,2022-09-04 00:00:00,ALGO/EUR,0.30543349,0.32422488,0.30099425,0.31559958,6377.387320016824,20207.21104894
1662163200000,2022-09-03 00:00:00,ALGO/EUR,0.30291754,0.30891461,0.29632655,0.3050717,5901.9171082,19346.0
1662076800000,2022-09-02 00:00:00,ALGO/EUR,0.29546246,0.30854849,0.28676798,0.30475291,5835.4087206799995,19148
1661990400000,2022-09-01 00:00:00,ALGO/EUR,0.28885464,0.29663026,0.28370979,0.29507628,5747.835636621215,19479.15175229
1661904000000,2022-08-31 00:00:00,ALGO/EUR,0.29114236,0.3047161,0.28625012,0.28768703,5508.235396133326,19146.62401059
1661817600000,2022-08-30 00:00:00,ALGO/EUR,0.29752589,0.30726792,0.28321124,0.29079433,5757.426923680954,19798.96555645
1661731200000,2022-08-29 00:00:00,ALGO/EUR,0.28503252,0.30635812,0.2820639,0.29834037,5572.998111597017,18679.99999999
1661644800000,2022-08-28 00:00:00,ALGO/EUR,0.29054233,0.30424828,0.28341677,0.2838213,5419.470522058559,19094.65752591
1661558400000,2022-08-27 00:00:00,ALGO/EUR,0.28333714,0.29787971,0.28011698,0.29072713,5808.943323178091,19980.74043925
1661472000000,2022-08-26 00:00:00,ALGO/EUR,0.30898731,0.30930768,0.28155505,0.28481496,5559.0035312753225,19517.94783278
1661385600000,2022-08-25 00:00:00,ALGO/EUR,0.30388067,0.31094931,0.30153525,0.30758428,6253.093455365559,20329.69128125
1661299200000,2022-08-24 00:00:00,ALGO/EUR,0.30851655,0.31135922,0.29673064,0.30297214,5956.273374122654,19659.47553502
1661212800000,2022-08-23 00:00:00,ALGO/EUR,0.30484282,0.31172234,0.26153777,0.30861247,6171.94078753,19999
1661126400000,2022-08-22 00:00:00,ALGO/EUR,0.30476416,0.30908786,0.25996051,0.30503924,6605.603670046595,21654.93091986
1661040000000,2022-08-21 00:00:00,ALGO/EUR,0.29921165,0.30919879,0.2408,0.30558114,6477.07789709557,21195.93472652
1660953600000,2022-08-20 00:00:00,ALGO/EUR,0.3016625,0.32368315,0.29256084,0.29963346,5773.746278176761,19269.36423648
1660867200000,2022-08-19 00:00:00,ALGO/EUR,0.3309852,0.3309852,0.29887126,0.30227988,6171.690071708873,20417.1381559
1660780800000,2022-08-18 00:00:00,ALGO/EUR,0.33531038,0.34365517,0.3239884,0.33136722,7544.146412055381,22766.72512162
1660694400000,2022-08-17 00:00:00,ALGO/EUR,0.34831936,0.3617761,0.3319762,0.33551542,6456.748977201555,19244.26894359
1660608000000,2022-08-16 00:00:00,ALGO/EUR,0.35200564,0.36635745,0.34445837,0.34790282,6557.57436971195,18848.86811125
1660521600000,2022-08-15 00:00:00,ALGO/EUR,0.35536688,0.36902998,0.34303564,0.3524157,7204.292636626888,20442.59843312
1660435200000,2022-08-14 00:00:00,ALGO/EUR,0.36050761,0.37369763,0.35023847,0.35536782,6632.2974999136195,18663.191
1660348800000,2022-08-13 00:00:00,ALGO/EUR,0.35631873,0.36546716,0.35508895,0.35908739,7125.792762239653,19844.17431712
1660262400000,2022-08-12 00:00:00,ALGO/EUR,0.34975128,0.35840946,0.34268942,0.35658998,6911.041438911589,19380.91877655
1660176000000,2022-08-11 00:00:00,ALGO/EUR,0.35387236,0.36227377,0.34740024,0.35149806,6725.429108604626,19133.61657986
1660089600000,2022-08-10 00:00:00,ALGO/EUR,0.34154095,0.35687598,0.3215403,0.35400329,6523.527264386104,18427.87185505
1660003200000,2022-08-09 00:00:00,ALGO/EUR,0.35582303,0.37109812,0.35578109,0.3600177,366.1380009,1017.0
1659916800000,2022-08-08 00:00:00,ALGO/EUR,0.34944887,0.36484532,0.34664502,0.35708003,6731.6761663510315,18852.00963591
1659830400000,2022-08-07 00:00:00,ALGO/EUR,0.34363676,0.35887393,0.32889295,0.35098783,6609.651228079254,18831.56811471
1659744000000,2022-08-06 00:00:00,ALGO/EUR,0.35141189,0.35485756,0.34053176,0.34213777,6735.177869614004,19685.57248039
1659657600000,2022-08-05 00:00:00,ALGO/EUR,0.32943482,0.35239421,0.32039087,0.35169814,6841.404631678871,19452.49022835
1659571200000,2022-08-04 00:00:00,ALGO/EUR,0.32237366,0.33568098,0.32061855,0.33344942,6330.87068812,18986
1659484800000,2022-08-03 00:00:00,ALGO/EUR,0.32174384,0.33643616,0.29803724,0.32232515,6094.248776934325,18907.14633014
1659398400000,2022-08-02 00:00:00,ALGO/EUR,0.33516891,0.34221341,0.29818776,0.32237826,6344.355628033514,19679.84946638
1659312000000,2022-08-01 00:00:00,ALGO/EUR,0.32848774,0.34639891,0.32248293,0.33560022,6654.346557534333,19828.19486094
1659225600000,2022-07-31 00:00:00,ALGO/EUR,0.33079227,0.35055342,0.32580452,0.329519,6440.368615017874,19544.75649361
1659139200000,2022-07-30 00:00:00,ALGO/EUR,0.32960958,0.34838421,0.31896811,0.33061803,6540.3253102767,19782.11929421
1659052800000,2022-07-29 00:00:00,ALGO/EUR,0.3297202,0.33814161,0.31954917,0.33004357,6282.998211007566,19036.87507382
1658966400000,2022-07-28 00:00:00,ALGO/EUR,0.32190812,0.33749165,0.31277629,0.32978831,6394.44804147818,19389.55338192
1658880000000,2022-07-27 00:00:00,ALGO/EUR,0.30739428,0.33238565,0.29980129,0.32146402,6190.13777992122,19256.08278003
1658793600000,2022-07-26 00:00:00,ALGO/EUR,0.30603241,0.33332136,0.290679,0.30828288,5940.065499030648,19268.23020153
1658707200000,2022-07-25 00:00:00,ALGO/EUR,0.33446343,0.34679166,0.29582684,0.30585085,6049.369648954195,19778.82241934
1658620800000,2022-07-24 00:00:00,ALGO/EUR,0.32833338,0.34670689,0.30599563,0.33457524,6456.63298152,19298
1658534400000,2022-07-23 00:00:00,ALGO/EUR,0.33236813,0.3544558,0.31957896,0.32781799,6299.818711882666,19217.4282805
1658448000000,2022-07-22 00:00:00,ALGO/EUR,0.34187205,0.3561403,0.32699534,0.33213133,6423.444769439673,19340.07481149
1658361600000,2022-07-21 00:00:00,ALGO/EUR,0.33910879,0.35770311,0.32645391,0.34232876,6585.24920756648,19236.62273531
1658275200000,2022-07-20 00:00:00,ALGO/EUR,0.36392736,0.36943564,0.33573446,0.33881126,6610.731637605062,19511.54645098
1658188800000,2022-07-19 00:00:00,ALGO/EUR,0.35565574,0.41278982,0.33772288,0.36481172,7104.338370120989,19473.98611569
1658102400000,2022-07-18 00:00:00,ALGO/EUR,0.33412578,0.44014857,0.33412578,0.35605049,6772.15325924235,19020.20485702
1658016000000,2022-07-17 00:00:00,ALGO/EUR,0.33795657,0.34203786,0.32491969,0.33296109,6675.3093943623735,20048.31673984
1657929600000,2022-07-16 00:00:00,ALGO/EUR,0.32675797,0.34607883,0.30867095,0.33855564,6626.672377794285,19573.36282389
1657843200000,2022-07-15 00:00:00,ALGO/EUR,0.32974311,0.336246,0.30585593,0.32498982,6620.153571625965,20370.34135908
1657756800000,2022-07-14 00:00:00,ALGO/EUR,0.30926236,0.33563039,0.29155179,0.3281317,6467.437993769,19709.88476203
1657670400000,2022-07-13 00:00:00,ALGO/EUR,0.29120611,0.31455928,0.28854031,0.30946677,5561.42732367,17971
1657584000000,2022-07-12 00:00:00,ALGO/EUR,0.29546937,0.31151154,0.28891772,0.29153964,4788.661138952917,16425.4203612
1657497600000,2022-07-11 00:00:00,ALGO/EUR,0.31260906,0.31312459,0.29537587,0.29616678,5370.852758526981,18134.55499137
1657411200000,2022-07-10 00:00:00,ALGO/EUR,0.31608242,0.32649542,0.30071937,0.30451478,4897.502071299645,16082.97000001
1657324800000,2022-07-09 00:00:00,ALGO/EUR,0.30943514,0.33959988,0.30867728,0.315922,5283.601480466337,16724.38602081
1657238400000,2022-07-08 00:00:00,ALGO/EUR,0.31663608,0.38803432,0.30267734,0.30910814,5198.777607131373,16818.63702176
1657152000000,2022-07-07 00:00:00,ALGO/EUR,0.30473192,0.32627653,0.29493946,0.31722326,5382.841626972973,16968.62212113
1657065600000,2022-07-06 00:00:00,ALGO/EUR,0.29907897,0.30743569,0.29158886,0.30498618,4674.21819468,15326
1656979200000,2022-07-05 00:00:00,ALGO/EUR,0.30585943,0.30913034,0.29257446,0.29984299,4949.321523499232,16506.37729933
1656892800000,2022-07-04 00:00:00,ALGO/EUR,0.29558033,0.30787894,0.28740195,0.30609908,3925.1509405174643,12823.13864033
1656806400000,2022-07-03 00:00:00,ALGO/EUR,0.29576364,0.3039601,0.28730992,0.29693849,1433.61902972,4828
1656720000000,2022-07-02 00:00:00,ALGO/EUR,0.29007935,0.30286051,0.27918433,0.29483593,1535.2845685410587,5207.25058354
1656633600000,2022-07-01 00:00:00,ALGO/EUR,0.29850684,0.32687776,0.28151742,0.29031801,1561.2272477446502,5377.64518207
1656547200000,2022-06-30 00:00:00,ALGO/EUR,0.28720025,0.31174015,0.26925119,0.30109968,1776.9903694238164,5901.66807691
1656460800000,2022-06-29 00:00:00,ALGO/EUR,0.29751218,0.32176298,0.27070828,0.28734394,2508.262039485159,8729.12802506
1656374400000,2022-06-28 00:00:00,ALGO/EUR,0.31321436,0.31486936,0.30885759,0.31045216,50.293249919999994,162
1656288000000,2022-06-27 00:00:00,ALGO/EUR,0.31368382,0.33094809,0.3053785,0.31233089,1565.09008979,5011
1656201600000,2022-06-26 00:00:00,ALGO/EUR,0.334004,0.34106336,0.29933357,0.31469949,1557.7624755000002,4950
1656115200000,2022-06-25 00:00:00,ALGO/EUR,0.33158361,0.35916486,0.29830936,0.33314258,1689.6991657600001,5072
1656028800000,2022-06-24 00:00:00,ALGO/EUR,0.31929461,0.38909585,0.30747224,0.33083416,1751.858037150051,5295.27554576
1655942400000,2022-06-23 00:00:00,ALGO/EUR,0.30484566,0.38823476,0.30144536,0.31918023,686.87585496,2152
