https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume HYDRA,Volume USDT
1642982400,2022-01-24 00:00:00,HYDRA/USDT,6.966,6.982,6.225,6.671,49321.726756,324718.60048516773
1642896000,2022-01-23 00:00:00,HYDRA/USDT,6.463,7.049,6.379,6.962,40462.72857853,272148.4854134465
1642809600,2022-01-22 00:00:00,HYDRA/USDT,7.333,7.785,6.288,6.463,84284.24611722,592046.9227455306
1642723200,2022-01-21 00:00:00,HYDRA/USDT,7.493,8.322,7.184,7.315,126537.71681357,974416.26536426015
1642636800,2022-01-20 00:00:00,HYDRA/USDT,9.833,9.988,7.408,7.526,121809.95758159,1072899.28286206103
1642550400,2022-01-19 00:00:00,HYDRA/USDT,7.231,11.585,7.231,9.833,377808.72570116,3434395.08367961324
1642464000,2022-01-18 00:00:00,HYDRA/USDT,6.842,7.25,6.785,7.231,46635.52097281,326653.97114874981
1642377600,2022-01-17 00:00:00,HYDRA/USDT,6.897,6.971,6.711,6.856,24756.39574683,169233.94032215053
1642291200,2022-01-16 00:00:00,HYDRA/USDT,6.926,6.971,6.723,6.897,23773.28214556,163317.4487494711
1642204800,2022-01-15 00:00:00,HYDRA/USDT,6.844,6.946,6.675,6.944,27946.24379478,190654.53050565028
1642118400,2022-01-14 00:00:00,HYDRA/USDT,6.841,6.904,6.3,6.845,46692.25741834,309319.10061283999
1642032000,2022-01-13 00:00:00,HYDRA/USDT,6.843,7.013,6.73,6.807,38979.16770702,268717.8206424939
1641945600,2022-01-12 00:00:00,HYDRA/USDT,6.844,6.917,6.7,6.818,32238.82468202,220689.01977353382
1641859200,2022-01-11 00:00:00,HYDRA/USDT,6.7,6.854,6.65,6.832,41470.82657777,280136.15994786007
1641772800,2022-01-10 00:00:00,HYDRA/USDT,7.049,7.137,6.599,6.7,60448.64393536,412844.39445145369
1641686400,2022-01-09 00:00:00,HYDRA/USDT,7.175,7.182,6.82,7.042,25762.41688019,179620.29575465643
1641600000,2022-01-08 00:00:00,HYDRA/USDT,6.898,7.526,6.7,7.165,50698.6431412,359295.58999019425
1641513600,2022-01-07 00:00:00,HYDRA/USDT,7.233,7.621,6.62,6.936,63321.47236828,452720.0467609643
1641427200,2022-01-06 00:00:00,HYDRA/USDT,7.616,7.862,7.115,7.269,30134.36513562,225488.91724463442
1641340800,2022-01-05 00:00:00,HYDRA/USDT,8.065,8.211,7.6,7.651,31350.67107949,251381.30070039235
1641254400,2022-01-04 00:00:00,HYDRA/USDT,7.835,8.288,7.811,8.065,37707.51232193,304365.5222923102
1641168000,2022-01-03 00:00:00,HYDRA/USDT,8.044,8.184,7.811,7.84,41919.57408189,332008.6643757693
1641081600,2022-01-02 00:00:00,HYDRA/USDT,7.268,8.138,7.268,8.001,34789.67114901,269610.48483898452
1640995200,2022-01-01 00:00:00,HYDRA/USDT,7.559,7.568,7.153,7.285,27383.59954407,200268.99995012314
1640908800,2021-12-31 00:00:00,HYDRA/USDT,7.96,8.074,7.4,7.514,62107.39934683,480907.33340767198
1640822400,2021-12-30 00:00:00,HYDRA/USDT,8.465,8.72,7.583,8.01,54270.2913652,444068.91881641917
1640736000,2021-12-29 00:00:00,HYDRA/USDT,8.78,8.956,8.463,8.464,26637.84619981,232068.5428567234
1640649600,2021-12-28 00:00:00,HYDRA/USDT,8.335,9.18,8.227,8.78,68226.92523676,595813.9336697125
