https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SENSO,Volume BTC
1663459200,2022-09-18 00:00:00,SENSO/BTC,0.00000823,0.00000823,0.00000823,0.00000823,3.0087,0.000024761601
1663372800,2022-09-17 00:00:00,SENSO/BTC,0.00000822,0.000008245,0.00000795,0.000008203,8790.1906,0.0710735436211
1663286400,2022-09-16 00:00:00,SENSO/BTC,0.00000865,0.000008667,0.00000817,0.00000823,4217.4768,0.0352729389688
1663200000,2022-09-15 00:00:00,SENSO/BTC,0.000008481,0.000008727,0.00000833,0.000008658,14882.0118,0.1266987089898
1663113600,2022-09-14 00:00:00,SENSO/BTC,0.000008661,0.000008815,0.0000085,0.00000858,7177.7779,0.0619756700809
1663027200,2022-09-13 00:00:00,SENSO/BTC,0.00000821,0.000008815,0.000008142,0.00000871,56361.2332,0.4825953420818
1662940800,2022-09-12 00:00:00,SENSO/BTC,0.000008363,0.000008363,0.000007917,0.00000817,17260.951,0.1399483945475
1662854400,2022-09-11 00:00:00,SENSO/BTC,0.000008371,0.000008559,0.00000827,0.000008371,9934.4154,0.0837485228155
1662768000,2022-09-10 00:00:00,SENSO/BTC,0.000008519,0.000008722,0.000008229,0.000008371,10851.1063,0.0913218094065
1662681600,2022-09-09 00:00:00,SENSO/BTC,0.00000857,0.000008958,0.00000827,0.000008519,38044.2941,0.3302952826614
1662595200,2022-09-08 00:00:00,SENSO/BTC,0.000008086,0.00000863,0.000008002,0.000008541,10693.2234,0.0892433974623
1662508800,2022-09-07 00:00:00,SENSO/BTC,0.000008272,0.000008371,0.000007962,0.00000817,14551.3578,0.118455673129
1662422400,2022-09-06 00:00:00,SENSO/BTC,0.000007883,0.000008272,0.0000078,0.000008272,27738.6241,0.2240894203679
1662336000,2022-09-05 00:00:00,SENSO/BTC,0.000007938,0.000008081,0.000007853,0.000007922,5430.428,0.0433824055818
1662249600,2022-09-04 00:00:00,SENSO/BTC,0.00000803,0.00000808,0.000007873,0.00000795,4079.2004,0.0323995988644
1662163200,2022-09-03 00:00:00,SENSO/BTC,0.00000811,0.000008193,0.000007927,0.00000798,4326.1445,0.0347555244057
1662076800,2022-09-02 00:00:00,SENSO/BTC,0.00000799,0.00000817,0.00000768,0.000008033,23693.9945,0.1877751110164
1661990400,2022-09-01 00:00:00,SENSO/BTC,0.000007962,0.000008371,0.000007856,0.000008009,9214.11,0.0750148580834
1661904000,2022-08-31 00:00:00,SENSO/BTC,0.000008026,0.000008075,0.000007805,0.00000798,8816.2344,0.0701141269538
1661817600,2022-08-30 00:00:00,SENSO/BTC,0.00000795,0.000008371,0.000007891,0.000008024,9186.8171,0.0743044822252
1661731200,2022-08-29 00:00:00,SENSO/BTC,0.00000768,0.000008035,0.000007483,0.00000793,13629.8139,0.1058492041214
1661644800,2022-08-28 00:00:00,SENSO/BTC,0.00000788,0.000007959,0.000007483,0.00000763,25793.8008,0.2003988342367
1661558400,2022-08-27 00:00:00,SENSO/BTC,0.000008371,0.000008371,0.00000767,0.000007853,11257.9576,0.0899743633803
1661472000,2022-08-26 00:00:00,SENSO/BTC,0.000008396,0.000008666,0.000008086,0.000008363,16036.3884,0.1347248503742
1661385600,2022-08-25 00:00:00,SENSO/BTC,0.000008068,0.00000871,0.000008009,0.000008334,9362.2008,0.0790321334348
1661299200,2022-08-24 00:00:00,SENSO/BTC,0.000008068,0.000008209,0.000007818,0.000008009,8958.9242,0.0717495645478
1661212800,2022-08-23 00:00:00,SENSO/BTC,0.000008129,0.000008297,0.0000079,0.000008009,3851.8281,0.0312376137597
1661126400,2022-08-22 00:00:00,SENSO/BTC,0.00000848,0.000008576,0.00000773,0.000008128,18929.0601,0.1533704826338
1661040000,2022-08-21 00:00:00,SENSO/BTC,0.00000853,0.0000086,0.00000829,0.00000848,7689.7771,0.0650049918936
1660953600,2022-08-20 00:00:00,SENSO/BTC,0.00000878,0.00000883,0.00000838,0.000008599,6539.0946,0.0563816901681
1660867200,2022-08-19 00:00:00,SENSO/BTC,0.000008237,0.000008835,0.000007811,0.000008835,17203.838,0.1440121907754
1660780800,2022-08-18 00:00:00,SENSO/BTC,0.00000868,0.00000877,0.000008186,0.000008223,12863.898,0.1070681818529
1660694400,2022-08-17 00:00:00,SENSO/BTC,0.00000858,0.00000892,0.000008371,0.0000087,36525.839,0.3158532041962
1660608000,2022-08-16 00:00:00,SENSO/BTC,0.0000084,0.000008774,0.000008207,0.00000854,13357.3847,0.1137948183546
1660521600,2022-08-15 00:00:00,SENSO/BTC,0.00000854,0.00000873,0.00000825,0.00000841,11273.1029,0.0959381642979
1660435200,2022-08-14 00:00:00,SENSO/BTC,0.000008499,0.00000878,0.000008334,0.00000858,19412.7091,0.1665284713932
1660348800,2022-08-13 00:00:00,SENSO/BTC,0.0000087,0.000008949,0.000008287,0.000008465,20585.7706,0.1773038297488
1660262400,2022-08-12 00:00:00,SENSO/BTC,0.000008674,0.0000089,0.000008505,0.00000874,14377.7794,0.1248931105138
1660176000,2022-08-11 00:00:00,SENSO/BTC,0.000008651,0.00000871,0.00000828,0.000008615,8662.522,0.0739641079931
1660089600,2022-08-10 00:00:00,SENSO/BTC,0.000008326,0.000008878,0.00000805,0.00000871,19185.8455,0.1617082775645
1660003200,2022-08-09 00:00:00,SENSO/BTC,0.0000085,0.000008754,0.000008075,0.00000833,26667.6721,0.223443218732
1659916800,2022-08-08 00:00:00,SENSO/BTC,0.000008108,0.000009325,0.000007702,0.0000085,59957.734,0.5115822987687
1659830400,2022-08-07 00:00:00,SENSO/BTC,0.000008209,0.0000083,0.00000789,0.00000804,8031.2759,0.0646587748276
1659744000,2022-08-06 00:00:00,SENSO/BTC,0.00000773,0.00000829,0.00000773,0.00000823,5542.0348,0.0445443659399
1659657600,2022-08-05 00:00:00,SENSO/BTC,0.00000768,0.000007873,0.000007443,0.000007714,23299.292,0.1796710000971
1659571200,2022-08-04 00:00:00,SENSO/BTC,0.000007727,0.0000079,0.000007343,0.00000773,25164.3217,0.19469728095
1659484800,2022-08-03 00:00:00,SENSO/BTC,0.00000788,0.000008,0.000007275,0.00000776,18578.0914,0.1435698155336
1659398400,2022-08-02 00:00:00,SENSO/BTC,0.000008164,0.000008519,0.000007577,0.00000782,13952.3868,0.1102930181339
1659312000,2022-08-01 00:00:00,SENSO/BTC,0.00000764,0.000008629,0.000007536,0.000008227,41119.3746,0.33668342261013845
1659225600,2022-07-31 00:00:00,SENSO/BTC,0.00000738,0.0000077,0.0000072,0.000007644,28124.2585,0.2076511674317
1659139200,2022-07-30 00:00:00,SENSO/BTC,0.0000074,0.000007599,0.00000722,0.0000074,3344.8032,0.0247512254612
1659052800,2022-07-29 00:00:00,SENSO/BTC,0.000007507,0.00000758,0.000007233,0.000007426,15803.2237,0.1167079312422
1658966400,2022-07-28 00:00:00,SENSO/BTC,0.000007464,0.0000076,0.0000071,0.000007466,19609.9976,0.1427607275235
1658880000,2022-07-27 00:00:00,SENSO/BTC,0.000007692,0.000007714,0.000007342,0.000007404,24452.1901,0.1857212528125
1658793600,2022-07-26 00:00:00,SENSO/BTC,0.00000766,0.00000788,0.00000759,0.000007714,45545.516,0.3515013191
1658707200,2022-07-25 00:00:00,SENSO/BTC,0.00000752,0.0000077,0.000007354,0.00000768,217228.6152,1.6394984859151
1658620800,2022-07-24 00:00:00,SENSO/BTC,0.0000075,0.00000763,0.000007326,0.000007459,130439.4751,0.9756247261505
1658534400,2022-07-23 00:00:00,SENSO/BTC,0.00000774,0.000007929,0.000007446,0.000007512,192862.2538,1.4725155421454
1658448000,2022-07-22 00:00:00,SENSO/BTC,0.000007511,0.00000788,0.000007226,0.00000774,258609.7717,1.9420160310264
1658361600,2022-07-21 00:00:00,SENSO/BTC,0.00000723,0.00000753,0.00000709,0.00000748,250310.554,1.8253653494788
1658275200,2022-07-20 00:00:00,SENSO/BTC,0.0000077,0.000007818,0.0000071,0.00000728,190559.05233445,1.4356733784793301
1658188800,2022-07-19 00:00:00,SENSO/BTC,0.00000773,0.00000805,0.000007444,0.00000767,274049.83973182,2.12831295506697582
1658102400,2022-07-18 00:00:00,SENSO/BTC,0.00000786,0.000008033,0.00000758,0.000007677,270904.2538,2.0929611747372
1658016000,2022-07-17 00:00:00,SENSO/BTC,0.00000795,0.0000083,0.00000768,0.00000786,269380.9971019,2.15031669288075717
1657929600,2022-07-16 00:00:00,SENSO/BTC,0.0000081,0.00000817,0.000007661,0.00000795,260950.40024799,2.07492380670555366
1657843200,2022-07-15 00:00:00,SENSO/BTC,0.000008145,0.00000818,0.000007795,0.00000808,140975.62600992,1.12903878604518336
1657756800,2022-07-14 00:00:00,SENSO/BTC,0.00000798,0.000008251,0.000007683,0.00000813,264515.59743073,2.09845504567539097
1657670400,2022-07-13 00:00:00,SENSO/BTC,0.00000805,0.0000082,0.000007686,0.00000798,264073.10998473,2.10870693365727438
1657584000,2022-07-12 00:00:00,SENSO/BTC,0.00000788,0.00000826,0.000007804,0.00000805,267560.5131,2.1544775690318
1657497600,2022-07-11 00:00:00,SENSO/BTC,0.00000768,0.0000079,0.00000762,0.00000782,312703.2309,2.4282732576708
1657411200,2022-07-10 00:00:00,SENSO/BTC,0.00000788,0.000008104,0.0000075,0.00000768,336918.15137319,2.63104892084100616
1657324800,2022-07-09 00:00:00,SENSO/BTC,0.00000806,0.00000849,0.0000078,0.0000078,303476.10513942,2.48412097796195178
1657238400,2022-07-08 00:00:00,SENSO/BTC,0.000008135,0.0000082,0.000007821,0.00000806,322388.8868,2.5880627290077
1657152000,2022-07-07 00:00:00,SENSO/BTC,0.00000852,0.0000087,0.000007928,0.00000812,418068.92639296,3.51994323868088431
1657065600,2022-07-06 00:00:00,SENSO/BTC,0.00000854,0.00000865,0.00000828,0.0000085,305387.1879,2.5802102033098
1656979200,2022-07-05 00:00:00,SENSO/BTC,0.000008826,0.000009202,0.000008369,0.0000085,587951.96294347,5.17916682982138872
1656892800,2022-07-04 00:00:00,SENSO/BTC,0.00000917,0.00000945,0.000008768,0.00000878,682426.47705874,6.23293619559513702
