https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LINKBULL,Volume USDT
1663545600000.0,2022-09-19 00:00:00,LINKBULL/USDT,0.0002583,0.0002642,0.0002565,0.0002572,0.0,0.0
1663459200000.0,2022-09-18 00:00:00,LINKBULL/USDT,0.0003222,0.000327,0.0002492,0.0002583,15539199.806426637,4013.77531
1663372800000.0,2022-09-17 00:00:00,LINKBULL/USDT,0.0002761,0.0003276,0.0002761,0.0003222,12532101.800124144,4037.8432
1663286400000.0,2022-09-16 00:00:00,LINKBULL/USDT,0.0002661,0.0002903,0.0002554,0.0002761,11122194.856935894,3070.838
1663200000000.0,2022-09-15 00:00:00,LINKBULL/USDT,0.0002548,0.0002693,0.0002144,0.0002658,8087377.91572611,2149.62505
1663113600000.0,2022-09-14 00:00:00,LINKBULL/USDT,0.0002197,0.0002626,0.0002146,0.0002548,18868812.205651492,4807.77335
1663027200000.0,2022-09-13 00:00:00,LINKBULL/USDT,0.0003059,0.0003241,0.0002197,0.0002197,322182496.586254,70783.4945
1662940800000.0,2022-09-12 00:00:00,LINKBULL/USDT,0.0003361,0.000367,0.0002877,0.0003059,39668583.68747957,12134.61975
1662854400000.0,2022-09-11 00:00:00,LINKBULL/USDT,0.0003237,0.0003509,0.000304,0.0003361,35080467.3013984,11790.54506
1662768000000.0,2022-09-10 00:00:00,LINKBULL/USDT,0.0003025,0.0003383,0.0002866,0.0003237,7256699.07321594,2348.99349
1662681600000.0,2022-09-09 00:00:00,LINKBULL/USDT,0.00027,0.0003403,0.0002686,0.0003025,49046200.661157034,14836.4757
1662595200000.0,2022-09-08 00:00:00,LINKBULL/USDT,0.0002364,0.0002758,0.0002264,0.00027,53768977.222222224,14517.62385
1662508800000.0,2022-09-07 00:00:00,LINKBULL/USDT,0.0002022,0.00024,0.0001927,0.0002364,14218899.534686971,3361.34785
1662422400000.0,2022-09-06 00:00:00,LINKBULL/USDT,0.0002798,0.0002963,0.0001942,0.0002022,41911362.75964391,8474.47755
1662336000000.0,2022-09-05 00:00:00,LINKBULL/USDT,0.0002609,0.0002833,0.0002524,0.0002798,19407479.985704076,5430.2129
1662249600000.0,2022-09-04 00:00:00,LINKBULL/USDT,0.00022685,0.0002686,0.0002235,0.0002609,23503110.195477195,6131.96145
1662163200000.0,2022-09-03 00:00:00,LINKBULL/USDT,0.0002374,0.0002665,0.0002176,0.00022685,3693232.0916905445,837.8097
1662076800000.0,2022-09-02 00:00:00,LINKBULL/USDT,0.0002333,0.0002665,0.0002227,0.0002374,610982.097725358,145.04715
1661990400000.0,2022-09-01 00:00:00,LINKBULL/USDT,0.000206,0.0002366,0.00019215,0.0002333,2079414.0591513072,485.1273
1661904000000.0,2022-08-31 00:00:00,LINKBULL/USDT,0.00020025,0.00023035,0.00020025,0.000206,2258730.825242718,465.29855
1661817600000.0,2022-08-30 00:00:00,LINKBULL/USDT,0.00021315,0.0002243,0.0001847,0.00020025,6641386.267166043,1329.9376
1661731200000.0,2022-08-29 00:00:00,LINKBULL/USDT,0.0001774,0.00021575,0.0001732,0.00021285,9827988.959361054,2091.88745
1661644800000.0,2022-08-28 00:00:00,LINKBULL/USDT,0.0002006,0.0002104,0.0001754,0.0001774,572803.2694475761,101.6153
1661558400000.0,2022-08-27 00:00:00,LINKBULL/USDT,0.0001986,0.0002077,0.00019295,0.0002006,279282853.43968093,56024.1404
1661472000000.0,2022-08-26 00:00:00,LINKBULL/USDT,0.0002732,0.000275,0.00019155,0.0001986,22849342.145015106,4537.87935
1661385600000.0,2022-08-25 00:00:00,LINKBULL/USDT,0.0002707,0.0002974,0.0002598,0.0002732,3662738.2869692533,1000.6601
1661299200000.0,2022-08-24 00:00:00,LINKBULL/USDT,0.0002808,0.0002981,0.0002595,0.0002707,8011958.995197636,2168.8373
1661212800000.0,2022-08-23 00:00:00,LINKBULL/USDT,0.0002652,0.0002936,0.0002338,0.0002807,6941708.941930887,1948.5377
1661126400000.0,2022-08-22 00:00:00,LINKBULL/USDT,0.0002675,0.0002675,0.0002229,0.0002652,1595603.3182503772,423.154
1661040000000.0,2022-08-21 00:00:00,LINKBULL/USDT,0.0002469,0.0002748,0.0002464,0.0002675,11020617.570093457,2948.0152
1660953600000.0,2022-08-20 00:00:00,LINKBULL/USDT,0.0002451,0.0002789,0.0002238,0.0002469,28793467.395706765,7109.1071
1660867200000.0,2022-08-19 00:00:00,LINKBULL/USDT,0.0003513,0.0003536,0.0002353,0.0002451,64065664.62668299,15702.4944
1660780800000.0,2022-08-18 00:00:00,LINKBULL/USDT,0.0004153,0.0004395,0.0003478,0.0003515,41903051.69274538,14728.92267
1660694400000.0,2022-08-17 00:00:00,LINKBULL/USDT,0.0004832,0.0005273,0.000404,0.0004153,6990369.961473634,2903.100645
1660608000000.0,2022-08-16 00:00:00,LINKBULL/USDT,0.0005137,0.0005444,0.0004702,0.0004832,30597862.582781456,14784.8872
1660521600000.0,2022-08-15 00:00:00,LINKBULL/USDT,0.00054175,0.000587,0.00049075,0.0005137,26142044.7245474,13429.168375
1660435200000.0,2022-08-14 00:00:00,LINKBULL/USDT,0.000621,0.0006655,0.000526,0.00054175,39638012.3673281,21473.8932
1660348800000.0,2022-08-13 00:00:00,LINKBULL/USDT,0.000658,0.0006835,0.00059875,0.000621,11591701.650563607,7198.446725
1660262400000.0,2022-08-12 00:00:00,LINKBULL/USDT,0.000583,0.0006845,0.000555,0.000658,12940954.103343466,8515.1478
1660176000000.0,2022-08-11 00:00:00,LINKBULL/USDT,0.00060375,0.000633,0.000563,0.000583,15546083.447684392,9063.36665
1660089600000.0,2022-08-10 00:00:00,LINKBULL/USDT,0.000549,0.000645,0.000467,0.00060375,51672380.65424431,31197.19982
1660003200000.0,2022-08-09 00:00:00,LINKBULL/USDT,0.00052625,0.0005753,0.0004654,0.000549,52143473.23315118,28626.766805
1659916800000.0,2022-08-08 00:00:00,LINKBULL/USDT,0.0004798,0.00055,0.0004603,0.00052625,46428976.9216152,24433.249105
1659830400000.0,2022-08-07 00:00:00,LINKBULL/USDT,0.0003944,0.00048,0.0003754,0.0004796,9877881.21351126,4737.43183
1659744000000.0,2022-08-06 00:00:00,LINKBULL/USDT,0.0004055,0.0004394,0.0003883,0.0003944,3492469.548681542,1377.42999
1659657600000.0,2022-08-05 00:00:00,LINKBULL/USDT,0.0003355,0.0004074,0.0003314,0.0004055,12141960.5918619,4923.56502
1659571200000.0,2022-08-04 00:00:00,LINKBULL/USDT,0.0003288,0.0003612,0.0003144,0.0003355,7736184.858420269,2595.49002
1659484800000.0,2022-08-03 00:00:00,LINKBULL/USDT,0.0003142,0.0003703,0.0002987,0.0003288,481296864.2335766,158250.40896
1659398400000.0,2022-08-02 00:00:00,LINKBULL/USDT,0.0003721,0.0003834,0.0002925,0.0003142,11673998.695098663,3667.97039
1659312000000.0,2022-08-01 00:00:00,LINKBULL/USDT,0.0003872,0.000416,0.0003498,0.0003721,19680267.078742277,7323.02738
1659225600000.0,2022-07-31 00:00:00,LINKBULL/USDT,0.000414,0.0004509,0.0003751,0.0003872,20900752.737603307,8092.77146
1659139200000.0,2022-07-30 00:00:00,LINKBULL/USDT,0.000428,0.000472,0.0003936,0.000414,14625467.028985508,6054.94335
1659052800000.0,2022-07-29 00:00:00,LINKBULL/USDT,0.0003329,0.0004572,0.00032,0.000428,24336485.58411215,10416.01583
1658966400000.0,2022-07-28 00:00:00,LINKBULL/USDT,0.0002864,0.0003399,0.0002716,0.0003329,9520710.123160107,3169.4444
1658880000000.0,2022-07-27 00:00:00,LINKBULL/USDT,0.0002311,0.0002873,0.0002158,0.0002864,1010615.5726256982,289.4403
1658793600000.0,2022-07-26 00:00:00,LINKBULL/USDT,0.0002425,0.0002444,0.000204,0.0002311,27081064.04154046,6258.4339
1658707200000.0,2022-07-25 00:00:00,LINKBULL/USDT,0.0003395,0.0003419,0.0002412,0.0002425,32595555.628865976,7904.42224
1658620800000.0,2022-07-24 00:00:00,LINKBULL/USDT,0.0003065,0.0003558,0.0003061,0.0003395,2667097.64359352,905.47965
1658534400000.0,2022-07-23 00:00:00,LINKBULL/USDT,0.0002984,0.0003265,0.0002753,0.0003065,5505929.657422512,1687.56744
1658448000000.0,2022-07-22 00:00:00,LINKBULL/USDT,0.0003253,0.0003637,0.0002928,0.0002984,10045699.296246648,2997.63667
1658361600000.0,2022-07-21 00:00:00,LINKBULL/USDT,0.0003081,0.0003317,0.0002824,0.0003253,24865420.688595142,8088.72135
1658275200000.0,2022-07-20 00:00:00,LINKBULL/USDT,0.000367,0.0004187,0.0003047,0.0003081,14008686.757546252,4316.07639
