https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume RACEFI,Volume USDT
1663459200,2022-09-18 00:00:00,RACEFI/USDT,0.01964,0.01983,0.01964,0.01981,800998.6601,15842.910908367
1663372800,2022-09-17 00:00:00,RACEFI/USDT,0.01861,0.01979,0.01859,0.01966,22336674.1468,424798.823870201
1663286400,2022-09-16 00:00:00,RACEFI/USDT,0.01864,0.01874,0.01859,0.01861,33320559.4102,620279.530835713
1663200000,2022-09-15 00:00:00,RACEFI/USDT,0.01954,0.01971,0.01859,0.01862,66680802.9926,1270514.923015942
1663113600,2022-09-14 00:00:00,RACEFI/USDT,0.01983,0.01997,0.01948,0.01956,43335925.3439,858556.709418364
1663027200,2022-09-13 00:00:00,RACEFI/USDT,0.021,0.021,0.01982,0.01984,40589870.7297,819116.24860144
1662940800,2022-09-12 00:00:00,RACEFI/USDT,0.02087,0.02252,0.02068,0.02098,40370974.2364,844377.279623041
1662854400,2022-09-11 00:00:00,RACEFI/USDT,0.0211,0.02165,0.02069,0.02087,39545967.4343,837946.305651209
1662768000,2022-09-10 00:00:00,RACEFI/USDT,0.02058,0.02287,0.02041,0.02109,39767872.8421,855034.296551456
1662681600,2022-09-09 00:00:00,RACEFI/USDT,0.02058,0.02162,0.0198,0.02055,34164738.2789,693397.065566034
1662595200,2022-09-08 00:00:00,RACEFI/USDT,0.01751,0.02468,0.01739,0.02057,20166359.0922,405772.070429068
1662508800,2022-09-07 00:00:00,RACEFI/USDT,0.01717,0.0187,0.0167,0.01751,17124501.7714,297499.462124886
1662422400,2022-09-06 00:00:00,RACEFI/USDT,0.01846,0.01909,0.01714,0.01715,10736291.7186,193903.931565819
1662336000,2022-09-05 00:00:00,RACEFI/USDT,0.02057,0.0207,0.01827,0.01845,10403902.9092,202120.714621799
1662249600,2022-09-04 00:00:00,RACEFI/USDT,0.02055,0.02165,0.01938,0.02058,10403000.326,211588.817533042
1662163200,2022-09-03 00:00:00,RACEFI/USDT,0.02104,0.0265,0.0203,0.02054,12370406.39,275617.033540514
1662076800,2022-09-02 00:00:00,RACEFI/USDT,0.01766,0.0265,0.01735,0.02105,18610406.5242,367307.327948827
1661990400,2022-09-01 00:00:00,RACEFI/USDT,0.01691,0.01899,0.01649,0.01766,14623437.407,254655.298652969
1661904000,2022-08-31 00:00:00,RACEFI/USDT,0.01696,0.01784,0.01678,0.01692,11740755.2995,201583.43475168
1661817600,2022-08-30 00:00:00,RACEFI/USDT,0.01866,0.01876,0.01681,0.01696,8146800.07314299,147971.1329331272127
1661731200,2022-08-29 00:00:00,RACEFI/USDT,0.01815,0.01909,0.018,0.01863,8108316.0901,148637.882776224
1661644800,2022-08-28 00:00:00,RACEFI/USDT,0.01867,0.01912,0.01801,0.01814,8834852.0128,164440.662259269
1661558400,2022-08-27 00:00:00,RACEFI/USDT,0.02248,0.02253,0.01828,0.01868,10362994.4833,213447.36597811
1661472000,2022-08-26 00:00:00,RACEFI/USDT,0.02299,0.02451,0.0219,0.02248,12413668.1666,284188.337207687
1661385600,2022-08-25 00:00:00,RACEFI/USDT,0.02271,0.02439,0.0227,0.02301,13878473.9129,320927.389923167
1661299200,2022-08-24 00:00:00,RACEFI/USDT,0.02175,0.02332,0.0215,0.02271,14159813.3369,312979.05420644
1661212800,2022-08-23 00:00:00,RACEFI/USDT,0.0227,0.02304,0.0213,0.0217,14306596.9531,315129.369323903
1661126400,2022-08-22 00:00:00,RACEFI/USDT,0.02423,0.02428,0.02215,0.02273,12811300.3244,297836.259000689
1661040000,2022-08-21 00:00:00,RACEFI/USDT,0.02334,0.025,0.023,0.02425,13051310.131,309986.066269322
1660953600,2022-08-20 00:00:00,RACEFI/USDT,0.02403,0.02594,0.023,0.02336,12863679.7798,314091.555614465
1660867200,2022-08-19 00:00:00,RACEFI/USDT,0.02717,0.02725,0.02375,0.02403,11190165.38713296,286715.4956177766208
1660780800,2022-08-18 00:00:00,RACEFI/USDT,0.02632,0.02827,0.02624,0.02719,11214589.9508,305437.409042778
1660694400,2022-08-17 00:00:00,RACEFI/USDT,0.0287,0.02884,0.02623,0.02635,10667960.0527,294710.923943286
1660608000,2022-08-16 00:00:00,RACEFI/USDT,0.02759,0.02984,0.02702,0.02873,8808816.4145,245762.71752146
1660521600,2022-08-15 00:00:00,RACEFI/USDT,0.02811,0.02912,0.02725,0.02759,11424279.84,321635.562511602
1660435200,2022-08-14 00:00:00,RACEFI/USDT,0.02902,0.03742,0.02777,0.0281,15641795.77295482,473093.6605190901262
1660348800,2022-08-13 00:00:00,RACEFI/USDT,0.0295,0.03096,0.02866,0.02903,11193636.9426,330365.702866967
1660262400,2022-08-12 00:00:00,RACEFI/USDT,0.02708,0.031,0.02703,0.02948,13646037.6743,390831.996886633
1660176000,2022-08-11 00:00:00,RACEFI/USDT,0.02758,0.02823,0.02563,0.02706,11878141.5308,323562.906939168
1660089600,2022-08-10 00:00:00,RACEFI/USDT,0.02688,0.031,0.02546,0.02757,13138164.9044,363490.002396842
1660003200,2022-08-09 00:00:00,RACEFI/USDT,0.02901,0.02906,0.02613,0.02685,10635235.2821,292964.303810582
