https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GLQ,Volume BTC
1663459200,2022-09-18 00:00:00,GLQ/BTC,0.0000000908,0.0000000908,0.0000000908,0.0000000908,7141.3032,0.00064843033056
1663372800,2022-09-17 00:00:00,GLQ/BTC,0.0000000871,0.0000000999,0.0000000822,0.0000000909,440464.1074,0.04023133392272
1663286400,2022-09-16 00:00:00,GLQ/BTC,0.000000089,0.0000000911,0.0000000862,0.0000000909,39054.2145,0.00350408504848
1663200000,2022-09-15 00:00:00,GLQ/BTC,0.0000000862,0.0000000899,0.0000000854,0.0000000868,51135.4007,0.00446923369577
1663113600,2022-09-14 00:00:00,GLQ/BTC,0.0000000934,0.0000000934,0.0000000854,0.0000000891,199574.5471,0.01760921745513
1663027200,2022-09-13 00:00:00,GLQ/BTC,0.0000000932,0.000000094,0.000000091,0.0000000936,78785.8251,0.00726962473959
1662940800,2022-09-12 00:00:00,GLQ/BTC,0.0000000934,0.0000000992,0.0000000912,0.0000000912,356889.1606,0.03358245871107
1662854400,2022-09-11 00:00:00,GLQ/BTC,0.0000000968,0.000000114,0.0000000967,0.0000000985,146086.4046,0.01493009077032
1662768000,2022-09-10 00:00:00,GLQ/BTC,0.0000000989,0.0000001024,0.0000000941,0.0000000994,39076.762,0.00385632642012
1662681600,2022-09-09 00:00:00,GLQ/BTC,0.0000001185,0.0000001185,0.0000000971,0.0000001023,1380540.6795,0.1407687401653
1662595200,2022-09-08 00:00:00,GLQ/BTC,0.0000001073,0.0000001255,0.0000001037,0.0000001119,1027403.8721,0.11452232939314
1662508800,2022-09-07 00:00:00,GLQ/BTC,0.0000001029,0.0000001118,0.0000000953,0.0000001056,692742.001,0.0733768001647
1662422400,2022-09-06 00:00:00,GLQ/BTC,0.0000000998,0.0000001128,0.000000094,0.0000001052,824607.174,0.08392003626681
1662336000,2022-09-05 00:00:00,GLQ/BTC,0.0000000938,0.0000000994,0.0000000926,0.0000000994,18548.6878,0.00176796969271
1662249600,2022-09-04 00:00:00,GLQ/BTC,0.0000000927,0.0000001035,0.0000000918,0.0000000943,594495.6494,0.05820370934607
1662163200,2022-09-03 00:00:00,GLQ/BTC,0.0000000899,0.0000000982,0.0000000874,0.0000000961,413115.5024,0.03829552513945
1662076800,2022-09-02 00:00:00,GLQ/BTC,0.0000000838,0.0000000931,0.000000083,0.0000000879,367823.202,0.03293838092984
1661990400,2022-09-01 00:00:00,GLQ/BTC,0.0000000853,0.000000086,0.0000000818,0.000000086,64364.6553,0.0054044222807
1661904000,2022-08-31 00:00:00,GLQ/BTC,0.0000000827,0.000000086,0.0000000821,0.0000000841,29355.2329,0.00245566686448
1661817600,2022-08-30 00:00:00,GLQ/BTC,0.0000000833,0.0000000875,0.0000000809,0.0000000853,181837.4513,0.01549781080866
1661731200,2022-08-29 00:00:00,GLQ/BTC,0.0000000834,0.0000000867,0.0000000797,0.0000000831,402813.1185,0.03318719507499
1661644800,2022-08-28 00:00:00,GLQ/BTC,0.0000000852,0.0000000888,0.0000000802,0.0000000814,600422.3077,0.05080564293289
1661558400,2022-08-27 00:00:00,GLQ/BTC,0.0000000863,0.0000000874,0.0000000824,0.0000000843,349880.3519,0.0291504594135
1661472000,2022-08-26 00:00:00,GLQ/BTC,0.0000000884,0.0000000917,0.0000000852,0.0000000865,937789.0064,0.08467540887648
1661385600,2022-08-25 00:00:00,GLQ/BTC,0.0000000867,0.0000000899,0.000000084,0.0000000893,404849.3081,0.03481642438178
1661299200,2022-08-24 00:00:00,GLQ/BTC,0.0000000905,0.0000000925,0.0000000838,0.0000000887,382870.0408,0.03375572002245
1661212800,2022-08-23 00:00:00,GLQ/BTC,0.0000000971,0.000000101,0.0000000881,0.0000000883,2444237.3074,0.22875558788215
1661126400,2022-08-22 00:00:00,GLQ/BTC,0.0000000895,0.0000001109,0.0000000895,0.0000000996,6011309.0494,0.62378191705805
1661040000,2022-08-21 00:00:00,GLQ/BTC,0.0000000988,0.0000001081,0.0000000877,0.0000000917,988240.2586,0.09426637870914
1660953600,2022-08-20 00:00:00,GLQ/BTC,0.0000000907,0.0000000986,0.0000000858,0.0000000934,429444.5911,0.04016888789313
1660867200,2022-08-19 00:00:00,GLQ/BTC,0.0000001034,0.0000001047,0.0000000905,0.000000091,749590.648,0.0712412767951
1660780800,2022-08-18 00:00:00,GLQ/BTC,0.0000000951,0.000000118,0.0000000951,0.0000001034,2631977.3133,0.2882037496366
1660694400,2022-08-17 00:00:00,GLQ/BTC,0.0000000915,0.0000001266,0.0000000876,0.0000000971,1814203.6807,0.18988405113093
1660608000,2022-08-16 00:00:00,GLQ/BTC,0.0000001005,0.0000001013,0.0000000904,0.0000000934,2292010.7522,0.21635825008094
1660521600,2022-08-15 00:00:00,GLQ/BTC,0.0000000927,0.0000001202,0.0000000884,0.0000001022,1141892.0565,0.11195061235806
1660435200,2022-08-14 00:00:00,GLQ/BTC,0.0000000864,0.0000001018,0.0000000864,0.0000000939,432226.1593,0.04097066768391
1660348800,2022-08-13 00:00:00,GLQ/BTC,0.000000093,0.0000001,0.0000000863,0.0000000875,381546.938,0.0358798080188
1660262400,2022-08-12 00:00:00,GLQ/BTC,0.0000000944,0.0000000996,0.0000000916,0.0000000927,159580.4462,0.01513351087649
1660176000,2022-08-11 00:00:00,GLQ/BTC,0.0000000916,0.000000097,0.000000086,0.0000000961,263928.9102,0.02411807165772
1660089600,2022-08-10 00:00:00,GLQ/BTC,0.0000000877,0.0000000964,0.0000000866,0.0000000954,499016.0863,0.04593149659137
1660003200,2022-08-09 00:00:00,GLQ/BTC,0.0000000836,0.000000101,0.0000000836,0.0000000878,1090671.5263,0.10034471404267
1659916800,2022-08-08 00:00:00,GLQ/BTC,0.0000000826,0.0000000849,0.000000081,0.0000000847,142818.7962,0.01174733949026
1659830400,2022-08-07 00:00:00,GLQ/BTC,0.0000000861,0.000000093,0.0000000819,0.0000000823,608355.1954,0.05198436648446
1659744000,2022-08-06 00:00:00,GLQ/BTC,0.0000000835,0.0000000985,0.0000000806,0.0000000861,464804.9544,0.04074430411461
1659657600,2022-08-05 00:00:00,GLQ/BTC,0.0000000816,0.0000000922,0.00000008,0.0000000827,878719.2153,0.07263281235133
1659571200,2022-08-04 00:00:00,GLQ/BTC,0.0000000828,0.0000001098,0.0000000794,0.0000000801,493306.6236,0.04544351481265
1659484800,2022-08-03 00:00:00,GLQ/BTC,0.0000000848,0.0000000849,0.0000000788,0.0000000817,384291.8044,0.03137232564604
1659398400,2022-08-02 00:00:00,GLQ/BTC,0.0000000808,0.0000000848,0.0000000798,0.0000000845,438695.7695,0.03669837638527
1659312000,2022-08-01 00:00:00,GLQ/BTC,0.0000000841,0.0000000848,0.0000000795,0.0000000837,298388.1739,0.02460937884631
1659225600,2022-07-31 00:00:00,GLQ/BTC,0.0000000799,0.0000000928,0.0000000799,0.000000084,403720.527,0.03445093242126
1659139200,2022-07-30 00:00:00,GLQ/BTC,0.0000000773,0.0000000926,0.0000000761,0.0000000791,504938.8061,0.04057854484564
1659052800,2022-07-29 00:00:00,GLQ/BTC,0.0000000776,0.0000000811,0.0000000752,0.0000000769,184563.3235,0.01418663777362
1658966400,2022-07-28 00:00:00,GLQ/BTC,0.0000000802,0.0000000851,0.0000000781,0.0000000793,98682.9017,0.00792933064294
1658880000,2022-07-27 00:00:00,GLQ/BTC,0.0000000827,0.0000001122,0.0000000804,0.0000000804,426763.4598,0.0367674697323
1658793600,2022-07-26 00:00:00,GLQ/BTC,0.000000079,0.0000000887,0.0000000782,0.0000000855,217244.5443,0.01789345724253
1658707200,2022-07-25 00:00:00,GLQ/BTC,0.0000000815,0.0000000815,0.0000000752,0.0000000778,198177.3812,0.01555271140752
1658620800,2022-07-24 00:00:00,GLQ/BTC,0.0000000803,0.000000095,0.0000000803,0.0000000828,937037.3457,0.08222284636754
1658534400,2022-07-23 00:00:00,GLQ/BTC,0.0000000757,0.0000000833,0.000000073,0.0000000803,269660.7365,0.02040109119796
1658448000,2022-07-22 00:00:00,GLQ/BTC,0.0000000798,0.0000000827,0.0000000758,0.0000000758,154050.6259,0.01196759238517
1658361600,2022-07-21 00:00:00,GLQ/BTC,0.0000000856,0.0000000856,0.0000000807,0.0000000807,26608.9086,0.00223551937669
1658275200,2022-07-20 00:00:00,GLQ/BTC,0.0000000895,0.0000001134,0.0000000833,0.0000000833,747175.3021,0.07232877038101
1658188800,2022-07-19 00:00:00,GLQ/BTC,0.0000000978,0.0000000978,0.0000000881,0.0000000881,307075.6811,0.02835846463093
