https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ALGO,Volume USDT
1663545600000.0,2022-09-19 00:00:00,ALGO/USDT,0.2925,0.294,0.2923,0.2936,24284.157697547682,7129.8287
1663459200000.0,2022-09-18 00:00:00,ALGO/USDT,0.3111,0.3174,0.2896,0.2925,88289.76136752137,25824.7552
1663372800000.0,2022-09-17 00:00:00,ALGO/USDT,0.2976,0.3113,0.2974,0.3111,68140.13854066217,21198.3971
1663286400000.0,2022-09-16 00:00:00,ALGO/USDT,0.2947,0.3004,0.2904,0.2976,81960.80745967742,24391.5363
1663200000000.0,2022-09-15 00:00:00,ALGO/USDT,0.3027,0.303,0.2892,0.2947,87958.18629114353,25921.2775
1663113600000.0,2022-09-14 00:00:00,ALGO/USDT,0.2966,0.3045,0.2952,0.3027,183466.6921043938,55535.3677
1663027200000.0,2022-09-13 00:00:00,ALGO/USDT,0.3232,0.3237,0.2947,0.2966,184595.89952798383,54751.1438
1662940800000.0,2022-09-12 00:00:00,ALGO/USDT,0.3266,0.3325,0.3171,0.3232,110875.64665841583,35835.009
1662854400000.0,2022-09-11 00:00:00,ALGO/USDT,0.3221,0.3306,0.3166,0.3266,181698.34751990202,59342.6803
1662768000000.0,2022-09-10 00:00:00,ALGO/USDT,0.3244,0.3277,0.3179,0.3221,233763.36168891646,75295.1788
1662681600000.0,2022-09-09 00:00:00,ALGO/USDT,0.3075,0.3261,0.3072,0.3244,148284.5487053021,48103.5076
1662595200000.0,2022-09-08 00:00:00,ALGO/USDT,0.2991,0.3081,0.2932,0.3075,120671.15837398375,37106.3812
1662508800000.0,2022-09-07 00:00:00,ALGO/USDT,0.2853,0.3014,0.2811,0.2991,112441.71247074558,33631.3162
1662422400000.0,2022-09-06 00:00:00,ALGO/USDT,0.3048,0.3095,0.281,0.2853,190179.85173501578,54258.3117
1662336000000.0,2022-09-05 00:00:00,ALGO/USDT,0.3125,0.3145,0.297,0.3048,76289.62598425196,23253.078
1662249600000.0,2022-09-04 00:00:00,ALGO/USDT,0.3031,0.3188,0.303,0.3125,142275.9136,44461.223
1662163200000.0,2022-09-03 00:00:00,ALGO/USDT,0.3021,0.3034,0.2956,0.3031,117322.33355328275,35560.3993
1662076800000.0,2022-09-02 00:00:00,ALGO/USDT,0.2936,0.3069,0.2901,0.3021,56552.397550479975,17084.4793
1661990400000.0,2022-09-01 00:00:00,ALGO/USDT,0.2887,0.2937,0.2831,0.2936,39660.93153950953,11644.4495
1661904000000.0,2022-08-31 00:00:00,ALGO/USDT,0.2918,0.3014,0.2872,0.2887,61879.05438171112,17864.483
1661817600000.0,2022-08-30 00:00:00,ALGO/USDT,0.2983,0.302,0.2843,0.2918,66694.78718300206,19461.5389
1661731200000.0,2022-08-29 00:00:00,ALGO/USDT,0.2821,0.2995,0.2802,0.2983,39446.61381159906,11766.9249
1661644800000.0,2022-08-28 00:00:00,ALGO/USDT,0.2887,0.2953,0.2813,0.2821,24575.79475363346,6932.8317
1661558400000.0,2022-08-27 00:00:00,ALGO/USDT,0.2831,0.2909,0.2791,0.2887,43384.99030135088,12525.2467
1661472000000.0,2022-08-26 00:00:00,ALGO/USDT,0.3076,0.3084,0.2799,0.2831,158505.1568350406,44872.8099
1661385600000.0,2022-08-25 00:00:00,ALGO/USDT,0.3022,0.31,0.2998,0.3076,312952.0900520156,96264.0629
1661299200000.0,2022-08-24 00:00:00,ALGO/USDT,0.3076,0.3089,0.2985,0.3022,45188.30277961615,13655.9051
1661212800000.0,2022-08-23 00:00:00,ALGO/USDT,0.303,0.3094,0.2931,0.3076,45809.506501950586,14091.0042
1661126400000.0,2022-08-22 00:00:00,ALGO/USDT,0.3059,0.3062,0.2904,0.303,240786.3280528053,72958.2574
1661040000000.0,2022-08-21 00:00:00,ALGO/USDT,0.3002,0.3089,0.2973,0.3059,341062.7057862046,104331.0817
1660953600000.0,2022-08-20 00:00:00,ALGO/USDT,0.3032,0.3123,0.294,0.3002,445906.85542971356,133861.238
1660867200000.0,2022-08-19 00:00:00,ALGO/USDT,0.334,0.334,0.3004,0.3032,147498.21470976254,44721.4587
1660780800000.0,2022-08-18 00:00:00,ALGO/USDT,0.3404,0.3475,0.3258,0.334,56040.39730538921,18717.4927
1660694400000.0,2022-08-17 00:00:00,ALGO/USDT,0.3528,0.3647,0.3377,0.3404,120657.87426556992,41071.9404
1660608000000.0,2022-08-16 00:00:00,ALGO/USDT,0.3577,0.3602,0.3495,0.3528,52355.328231292515,18470.9598
1660521600000.0,2022-08-15 00:00:00,ALGO/USDT,0.3645,0.3753,0.3504,0.3577,122155.35364830864,43694.97
1660435200000.0,2022-08-14 00:00:00,ALGO/USDT,0.3683,0.3837,0.3592,0.3645,196841.2962962963,71748.6525
1660348800000.0,2022-08-13 00:00:00,ALGO/USDT,0.3652,0.3743,0.3645,0.3683,57188.63833831115,21062.5755
1660262400000.0,2022-08-12 00:00:00,ALGO/USDT,0.3613,0.3659,0.3527,0.3652,70707.16319824754,25822.256
1660176000000.0,2022-08-11 00:00:00,ALGO/USDT,0.3641,0.3704,0.359,0.3613,70050.26210905064,25309.1597
1660089600000.0,2022-08-10 00:00:00,ALGO/USDT,0.3455,0.3655,0.336,0.3641,174255.4564680033,63446.4117
1660003200000.0,2022-08-09 00:00:00,ALGO/USDT,0.3627,0.3765,0.3409,0.3455,361088.5027496382,124756.0777
1659916800000.0,2022-08-08 00:00:00,ALGO/USDT,0.3556,0.3718,0.3537,0.3627,244632.67080231596,88728.2697
1659830400000.0,2022-08-07 00:00:00,ALGO/USDT,0.3494,0.3652,0.3425,0.3556,59712.37260967379,21233.7197
1659744000000.0,2022-08-06 00:00:00,ALGO/USDT,0.3584,0.359,0.3467,0.3496,85394.09610983981,29853.776
1659657600000.0,2022-08-05 00:00:00,ALGO/USDT,0.3359,0.3595,0.3346,0.3584,1098986.578683036,393876.7898
1659571200000.0,2022-08-04 00:00:00,ALGO/USDT,0.3262,0.3417,0.3253,0.3359,54778.95296219113,18400.2503
1659484800000.0,2022-08-03 00:00:00,ALGO/USDT,0.3262,0.3391,0.3179,0.3262,126576.07234825262,41289.1148
1659398400000.0,2022-08-02 00:00:00,ALGO/USDT,0.3426,0.3479,0.3202,0.3262,83757.05303494788,27321.5507
1659312000000.0,2022-08-01 00:00:00,ALGO/USDT,0.3357,0.344,0.3306,0.3426,138617.26853473438,47490.2762
1659225600000.0,2022-07-31 00:00:00,ALGO/USDT,0.3373,0.3557,0.3318,0.3357,138275.1653261841,46418.973
1659139200000.0,2022-07-30 00:00:00,ALGO/USDT,0.3364,0.3548,0.3298,0.3375,114351.1511111111,38593.5135
1659052800000.0,2022-07-29 00:00:00,ALGO/USDT,0.3366,0.3449,0.3257,0.3364,141623.24137931035,47642.0584
1658966400000.0,2022-07-28 00:00:00,ALGO/USDT,0.3285,0.3421,0.3195,0.3366,80767.48811645871,27186.3365
1658880000000.0,2022-07-27 00:00:00,ALGO/USDT,0.3111,0.3289,0.3057,0.3285,74536.67853881279,24485.2989
1658793600000.0,2022-07-26 00:00:00,ALGO/USDT,0.3124,0.3127,0.3013,0.3111,71761.46865959499,22324.9929
1658707200000.0,2022-07-25 00:00:00,ALGO/USDT,0.3405,0.3432,0.3115,0.3124,19897.38604353393,6215.9434
1658620800000.0,2022-07-24 00:00:00,ALGO/USDT,0.3353,0.3477,0.3348,0.3405,17353.37092511013,5908.8228
1658534400000.0,2022-07-23 00:00:00,ALGO/USDT,0.3373,0.3443,0.3259,0.3353,107935.26781986281,36190.6953
1658448000000.0,2022-07-22 00:00:00,ALGO/USDT,0.3493,0.3575,0.3335,0.3373,85587.4304773199,28868.6403
1658361600000.0,2022-07-21 00:00:00,ALGO/USDT,0.3449,0.3515,0.3332,0.3493,155191.18751789292,54208.2818
1658275200000.0,2022-07-20 00:00:00,ALGO/USDT,0.372,0.3772,0.3417,0.3449,177538.3464772398,61232.9757
1658188800000.0,2022-07-19 00:00:00,ALGO/USDT,0.3599,0.3782,0.3465,0.372,210134.7623655914,78170.1316
1658102400000.0,2022-07-18 00:00:00,ALGO/USDT,0.3364,0.367,0.3363,0.3599,254176.5384829119,91478.1362
1658016000000.0,2022-07-17 00:00:00,ALGO/USDT,0.3407,0.3437,0.3328,0.3364,189328.4488703924,63690.0902
1657929600000.0,2022-07-16 00:00:00,ALGO/USDT,0.3273,0.3455,0.325,0.3407,68464.14059289698,23325.7327
1657843200000.0,2022-07-15 00:00:00,ALGO/USDT,0.3297,0.3323,0.321,0.3273,132065.64130766882,43225.0844
1657756800000.0,2022-07-14 00:00:00,ALGO/USDT,0.31,0.3329,0.3014,0.3297,100702.52744919623,33201.6233
1657670400000.0,2022-07-13 00:00:00,ALGO/USDT,0.2923,0.3111,0.2901,0.31,249391.0212903226,77311.2166
1657584000000.0,2022-07-12 00:00:00,ALGO/USDT,0.2972,0.3044,0.2917,0.2923,291036.730071844,85070.0362
1657497600000.0,2022-07-11 00:00:00,ALGO/USDT,0.3102,0.3102,0.2967,0.2972,173076.29912516824,51438.2761
1657411200000.0,2022-07-10 00:00:00,ALGO/USDT,0.3218,0.3229,0.3058,0.3102,128142.33558994198,39749.7525
1657324800000.0,2022-07-09 00:00:00,ALGO/USDT,0.3143,0.3242,0.3136,0.3218,285099.72094468615,91745.0902
1657238400000.0,2022-07-08 00:00:00,ALGO/USDT,0.3226,0.3284,0.3097,0.3143,422400.27203308936,132760.4055
1657152000000.0,2022-07-07 00:00:00,ALGO/USDT,0.311,0.3256,0.3104,0.3226,427708.6980781153,137978.826
1657065600000.0,2022-07-06 00:00:00,ALGO/USDT,0.3079,0.313,0.3028,0.311,212569.04019292604,66108.9715
1656979200000.0,2022-07-05 00:00:00,ALGO/USDT,0.32,0.3229,0.3013,0.3079,244717.36472880802,75348.4766
1656892800000.0,2022-07-04 00:00:00,ALGO/USDT,0.3097,0.3208,0.3001,0.32,87928.76156249999,28137.2037
1656806400000.0,2022-07-03 00:00:00,ALGO/USDT,0.3077,0.3152,0.3012,0.3097,234068.37294155636,72490.9751
1656720000000.0,2022-07-02 00:00:00,ALGO/USDT,0.3058,0.3118,0.2992,0.3077,262705.77998050046,80834.5685
1656633600000.0,2022-07-01 00:00:00,ALGO/USDT,0.3147,0.3233,0.2996,0.3058,165722.5035971223,50677.9416
1656547200000.0,2022-06-30 00:00:00,ALGO/USDT,0.3017,0.3172,0.2838,0.3147,375006.0965999365,118014.4186
