https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume NEO,Volume BTC
1663459200,2022-09-18 00:00:00,NEO/BTC,0.0004518,0.0004524,0.0004503,0.0004509,16.543664,0.0074745317993
1663372800,2022-09-17 00:00:00,NEO/BTC,0.0004546,0.0004572,0.000448,0.0004516,896.268775,0.4052377311263
1663286400,2022-09-16 00:00:00,NEO/BTC,0.0004629,0.0004672,0.0004478,0.0004548,2279.09346,1.0393947710185
1663200000,2022-09-15 00:00:00,NEO/BTC,0.00045,0.0004628,0.0004374,0.0004628,2411.298559,1.0935900028269
1663113600,2022-09-14 00:00:00,NEO/BTC,0.0004414,0.0004536,0.0004404,0.00045,1373.601792,0.614416647418
1663027200,2022-09-13 00:00:00,NEO/BTC,0.0004419,0.0004503,0.0004316,0.0004415,2935.580363,1.2886443511719
1662940800,2022-09-12 00:00:00,NEO/BTC,0.00045,0.0004641,0.0004394,0.0004423,3744.766781,1.6904327690385
1662854400,2022-09-11 00:00:00,NEO/BTC,0.0004569,0.0004627,0.0004472,0.00045,1863.007145,0.845117461852
1662768000,2022-09-10 00:00:00,NEO/BTC,0.0004625,0.0004736,0.0004558,0.0004565,2820.27888,1.3086475522382
1662681600,2022-09-09 00:00:00,NEO/BTC,0.000489,0.0004894,0.0004514,0.0004624,3200.856055,1.4906066386019
1662595200,2022-09-08 00:00:00,NEO/BTC,0.0004603,0.0004955,0.0004573,0.0004883,4818.766403,2.2909389188923
1662508800,2022-09-07 00:00:00,NEO/BTC,0.0004536,0.0004635,0.0004497,0.0004603,3345.241499,1.534896749126
1662422400,2022-09-06 00:00:00,NEO/BTC,0.0004724,0.0004815,0.0004507,0.0004541,4387.652878,2.0589974362337
1662336000,2022-09-05 00:00:00,NEO/BTC,0.0004754,0.0004792,0.0004611,0.0004722,1434.937261,0.6753604667938
1662249600,2022-09-04 00:00:00,NEO/BTC,0.0004614,0.0004799,0.0004612,0.0004752,1666.059161,0.7837193064586
1662163200,2022-09-03 00:00:00,NEO/BTC,0.0004529,0.0004629,0.0004515,0.0004614,785.672698,0.3600548333244
1662076800,2022-09-02 00:00:00,NEO/BTC,0.0004546,0.0004607,0.0004508,0.0004529,1032.317664,0.4688138002658
1661990400,2022-09-01 00:00:00,NEO/BTC,0.0004505,0.0004559,0.0004425,0.0004546,2431.433547,1.0896640464708
1661904000,2022-08-31 00:00:00,NEO/BTC,0.0004575,0.000461,0.0004492,0.0004504,736.994917,0.3356974545795
1661817600,2022-08-30 00:00:00,NEO/BTC,0.0004625,0.0004688,0.0004539,0.0004574,856.051601,0.3947048143414
1661731200,2022-08-29 00:00:00,NEO/BTC,0.0004536,0.0004655,0.0004498,0.0004626,1095.76092,0.5022672441712
1661644800,2022-08-28 00:00:00,NEO/BTC,0.0004561,0.000462,0.0004524,0.0004535,701.654483,0.3213239720773
1661558400,2022-08-27 00:00:00,NEO/BTC,0.0004454,0.0004579,0.0004441,0.0004561,851.108962,0.3852291780552
1661472000,2022-08-26 00:00:00,NEO/BTC,0.0004635,0.0004638,0.0004405,0.0004453,871.006371,0.3963879454325
1661385600,2022-08-25 00:00:00,NEO/BTC,0.0004647,0.0004731,0.0004577,0.0004634,686.710845,0.3197704064382
1661299200,2022-08-24 00:00:00,NEO/BTC,0.0004619,0.0004802,0.0004562,0.0004643,1210.436982,0.5647483631481
1661212800,2022-08-23 00:00:00,NEO/BTC,0.0004528,0.0004639,0.0004481,0.000462,669.886935,0.3058093735892
1661126400,2022-08-22 00:00:00,NEO/BTC,0.000459,0.0004597,0.0004387,0.0004527,2332.568762,1.0367556100053
1661040000,2022-08-21 00:00:00,NEO/BTC,0.0004527,0.0004699,0.0004513,0.0004594,2887.031348,1.3263337266393
1660953600,2022-08-20 00:00:00,NEO/BTC,0.0004578,0.0004638,0.0004452,0.0004525,1610.499858,0.7327674893951
1660867200,2022-08-19 00:00:00,NEO/BTC,0.0004502,0.00047,0.0004369,0.0004579,21407.903944,9.8715823331274
1660780800,2022-08-18 00:00:00,NEO/BTC,0.0004696,0.0004717,0.0004435,0.0004502,1761.469689,0.8148715420933
1660694400,2022-08-17 00:00:00,NEO/BTC,0.0004676,0.000492,0.0004662,0.0004694,5659.067986,2.7049597933413
1660608000,2022-08-16 00:00:00,NEO/BTC,0.0004676,0.0004705,0.0004608,0.0004675,2586.504124,1.2107664812256
1660521600,2022-08-15 00:00:00,NEO/BTC,0.0004739,0.0004785,0.0004626,0.0004676,2728.149824,1.2766869666951
1660435200,2022-08-14 00:00:00,NEO/BTC,0.0004904,0.0004963,0.0004715,0.000474,1227.827439,0.5929858593605
1660348800,2022-08-13 00:00:00,NEO/BTC,0.000493,0.000498,0.0004873,0.0004904,439.428394,0.21615966716
1660262400,2022-08-12 00:00:00,NEO/BTC,0.0004895,0.0004968,0.0004868,0.000493,952.807018,0.4691745034078
1660176000,2022-08-11 00:00:00,NEO/BTC,0.0004878,0.0005112,0.000482,0.0004896,3016.130892,1.4892132760692
1660089600,2022-08-10 00:00:00,NEO/BTC,0.0004755,0.0004995,0.0004715,0.000488,1163.352583,0.5615568831511
1660003200,2022-08-09 00:00:00,NEO/BTC,0.0004902,0.0004935,0.000473,0.0004755,1312.420753,0.6297524076446
1659916800,2022-08-08 00:00:00,NEO/BTC,0.0004946,0.0005025,0.0004874,0.0004903,1464.56716,0.7225003637406
1659830400,2022-08-07 00:00:00,NEO/BTC,0.0004979,0.0004987,0.0004896,0.0004947,1302.226749,0.646127629221
1659744000,2022-08-06 00:00:00,NEO/BTC,0.0005062,0.0005068,0.0004946,0.000498,896.446002,0.4469409043243
1659657600,2022-08-05 00:00:00,NEO/BTC,0.0004782,0.0005121,0.0004767,0.0005062,2581.375652,1.2806723956468
1659571200,2022-08-04 00:00:00,NEO/BTC,0.0004717,0.0004807,0.0004694,0.0004782,1796.919932,0.8515070791461
1659484800,2022-08-03 00:00:00,NEO/BTC,0.0004766,0.0004822,0.0004674,0.0004708,983.698363,0.4670256568937
1659398400,2022-08-02 00:00:00,NEO/BTC,0.0004794,0.0004838,0.0004623,0.000477,2428.353734,1.1446358223098
1659312000,2022-08-01 00:00:00,NEO/BTC,0.0004714,0.0005001,0.00047,0.0004801,2378.620321,1.1545259723941
1659225600,2022-07-31 00:00:00,NEO/BTC,0.00048,0.0004837,0.0004673,0.0004714,966.559193,0.4619870694254
1659139200,2022-07-30 00:00:00,NEO/BTC,0.000476,0.0004935,0.0004666,0.00048,1267.447369,0.6078810227445
1659052800,2022-07-29 00:00:00,NEO/BTC,0.0004612,0.0005007,0.0004612,0.0004762,1933.315832,0.925147883107
1658966400,2022-07-28 00:00:00,NEO/BTC,0.0004378,0.0004811,0.0004378,0.0004617,2168.327436,1.0033752150762
1658880000,2022-07-27 00:00:00,NEO/BTC,0.0004367,0.0004432,0.0004283,0.0004378,1403.914279,0.6155335870283
1658793600,2022-07-26 00:00:00,NEO/BTC,0.0004326,0.0004381,0.0004229,0.0004364,892.88657,0.38378396188
1658707200,2022-07-25 00:00:00,NEO/BTC,0.0004546,0.00046,0.0004312,0.0004325,1889.033851,0.8368796532459
