https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GLM,Volume USDT
1661472000,2022-08-26 00:00:00,GLM/USDT,0.2619,0.2632,0.2425,0.243,43770.4441,11081.5995429
1661385600,2022-08-25 00:00:00,GLM/USDT,0.2557,0.2666,0.2556,0.2614,28163.0638,7351.14929417
1661299200,2022-08-24 00:00:00,GLM/USDT,0.2563,0.2607,0.2494,0.2561,31823.8571,8137.59683203
1661212800,2022-08-23 00:00:00,GLM/USDT,0.254,0.2584,0.2463,0.2569,25239.4098,6384.19226086
1661126400,2022-08-22 00:00:00,GLM/USDT,0.262,0.262,0.2459,0.2545,22447.3472,5644.82622746
1661040000,2022-08-21 00:00:00,GLM/USDT,0.2549,0.2676,0.2536,0.262,89512.3184,23378.77776066
1660953600,2022-08-20 00:00:00,GLM/USDT,0.2528,0.2629,0.2505,0.2537,99443.5736,25545.64279705
1660867200,2022-08-19 00:00:00,GLM/USDT,0.2886,0.2886,0.2513,0.2534,145243.2425,37768.73042305
1660780800,2022-08-18 00:00:00,GLM/USDT,0.2897,0.3092,0.2849,0.2895,181365.9941,53462.11637317
1660694400,2022-08-17 00:00:00,GLM/USDT,0.2985,0.3157,0.2837,0.2908,130845.7716,39185.21610504
1660608000,2022-08-16 00:00:00,GLM/USDT,0.2847,0.3105,0.2806,0.2985,234985.3469,68989.17760905
1660521600,2022-08-15 00:00:00,GLM/USDT,0.2856,0.3157,0.28,0.2856,197167.6858,57893.06811157
1660435200,2022-08-14 00:00:00,GLM/USDT,0.2879,0.3154,0.2825,0.2879,227417.6821,67577.44829689
1660348800,2022-08-13 00:00:00,GLM/USDT,0.2955,0.2955,0.2867,0.2879,31018.7771,9018.67790153
1660262400,2022-08-12 00:00:00,GLM/USDT,0.3044,0.3044,0.2896,0.2975,201081.747,59341.63808076
1660176000,2022-08-11 00:00:00,GLM/USDT,0.2723,0.4227,0.2723,0.3037,2711681.53810288,978725.8850422662
1660089600,2022-08-10 00:00:00,GLM/USDT,0.2588,0.2724,0.2529,0.2724,13130.7874,3472.61541828
1660003200,2022-08-09 00:00:00,GLM/USDT,0.2729,0.2736,0.2549,0.2612,33418.4394,8940.99803033
1659916800,2022-08-08 00:00:00,GLM/USDT,0.2701,0.2753,0.268,0.2725,8471.3977,2314.83731923
1659830400,2022-08-07 00:00:00,GLM/USDT,0.2693,0.2722,0.267,0.2689,22527.7289,6068.54407659
1659744000,2022-08-06 00:00:00,GLM/USDT,0.2714,0.2739,0.2691,0.27,7227.6454,1961.36994529
1659657600,2022-08-05 00:00:00,GLM/USDT,0.2611,0.2716,0.2601,0.2716,27989.7443,7403.5932385
1659571200,2022-08-04 00:00:00,GLM/USDT,0.2601,0.2625,0.2583,0.261,8483.6225,2211.21991565
1659484800,2022-08-03 00:00:00,GLM/USDT,0.2617,0.2645,0.2545,0.2594,33935.3546,8847.48250622
1659398400,2022-08-02 00:00:00,GLM/USDT,0.2764,0.2789,0.2547,0.2628,50691.7534,13147.85208145
1659312000,2022-08-01 00:00:00,GLM/USDT,0.2637,0.2775,0.2637,0.2756,65700.35,17813.67886306
1659225600,2022-07-31 00:00:00,GLM/USDT,0.2549,0.2767,0.2526,0.2632,106774.9145,28336.98990944
1659139200,2022-07-30 00:00:00,GLM/USDT,0.2535,0.2625,0.2514,0.2557,66297.0796,16998.41373967
1659052800,2022-07-29 00:00:00,GLM/USDT,0.2527,0.2563,0.246,0.251,20759.0996,5214.81853769
1658966400,2022-07-28 00:00:00,GLM/USDT,0.2485,0.2558,0.2437,0.2527,32395.9227,8062.43391856
1658880000,2022-07-27 00:00:00,GLM/USDT,0.2365,0.2485,0.2341,0.2485,33291.4477,8014.06473998
1658793600,2022-07-26 00:00:00,GLM/USDT,0.231,0.2441,0.225,0.2363,188119.7895,44357.03126857
1658707200,2022-07-25 00:00:00,GLM/USDT,0.2527,0.2532,0.2305,0.2305,57910.2614,13793.86676011
1658620800,2022-07-24 00:00:00,GLM/USDT,0.2545,0.2565,0.2493,0.2527,20298.9389,5154.78672784
1658534400,2022-07-23 00:00:00,GLM/USDT,0.2541,0.2556,0.2432,0.2534,42241.2832,10563.95715802
1658448000,2022-07-22 00:00:00,GLM/USDT,0.2505,0.2556,0.2449,0.2556,89122.0199,22198.29562513
1658361600,2022-07-21 00:00:00,GLM/USDT,0.2471,0.2527,0.2392,0.2508,37163.2547,9129.50201329
1658275200,2022-07-20 00:00:00,GLM/USDT,0.256,0.274,0.2447,0.2481,98121.84310438,25223.606651520726
1658188800,2022-07-19 00:00:00,GLM/USDT,0.2505,0.2598,0.2443,0.2564,117883.01393814,29202.83147854074
1658102400,2022-07-18 00:00:00,GLM/USDT,0.2381,0.2525,0.2378,0.2524,43522.153,10700.59676293
1658016000,2022-07-17 00:00:00,GLM/USDT,0.2415,0.2428,0.2355,0.2381,17198.49596914,4124.181862504506
1657929600,2022-07-16 00:00:00,GLM/USDT,0.2375,0.2436,0.2346,0.242,42122.22220415,10106.681575628035
1657843200,2022-07-15 00:00:00,GLM/USDT,0.2351,0.2407,0.2329,0.2384,42912.04556367,10144.300636991442
1657756800,2022-07-14 00:00:00,GLM/USDT,0.2358,0.2378,0.2236,0.2351,70991.69969991,16264.861909328616
1657670400,2022-07-13 00:00:00,GLM/USDT,0.2302,0.2358,0.1994,0.2342,105738.18646201,23394.586289496573
1657584000,2022-07-12 00:00:00,GLM/USDT,0.2373,0.2486,0.2294,0.2305,59675.7056,14222.49375826
1657497600,2022-07-11 00:00:00,GLM/USDT,0.2545,0.2576,0.2365,0.2365,48189.97978489,11890.782994974962
1657411200,2022-07-10 00:00:00,GLM/USDT,0.2541,0.2577,0.2446,0.2543,76417.66847142,19298.014803339314
1657324800,2022-07-09 00:00:00,GLM/USDT,0.2498,0.2544,0.2442,0.254,22494.40232803,5603.028912441953
1657238400,2022-07-08 00:00:00,GLM/USDT,0.2476,0.2569,0.2436,0.2514,83794.3248,20967.04001931
1657152000,2022-07-07 00:00:00,GLM/USDT,0.2423,0.2486,0.2374,0.2486,35794.51452955,8665.330940138181
1657065600,2022-07-06 00:00:00,GLM/USDT,0.2405,0.2455,0.2345,0.2426,50958.1789,12130.52692811
1656979200,2022-07-05 00:00:00,GLM/USDT,0.2418,0.2493,0.2328,0.2411,201359.58692917,48038.389088429124
1656892800,2022-07-04 00:00:00,GLM/USDT,0.2322,0.2486,0.2246,0.2423,156320.08755038,37061.758668110443
1656806400,2022-07-03 00:00:00,GLM/USDT,0.2258,0.2348,0.2196,0.2313,88516.36310308,20125.128251049357
1656720000,2022-07-02 00:00:00,GLM/USDT,0.2291,0.23,0.2173,0.225,74106.60503832,16618.696033828886
1656633600,2022-07-01 00:00:00,GLM/USDT,0.228,0.2526,0.2225,0.23,396477.84014705,93920.474718209135
1656547200,2022-06-30 00:00:00,GLM/USDT,0.2323,0.244,0.2087,0.228,429204.25102971,97573.307306889603
1656460800,2022-06-29 00:00:00,GLM/USDT,0.24,0.243,0.2255,0.233,151831.7479,35200.44488465
1656374400,2022-06-28 00:00:00,GLM/USDT,0.246,0.2622,0.2402,0.2402,228509.49469437,57104.481700151221
1656288000,2022-06-27 00:00:00,GLM/USDT,0.24,0.2633,0.237,0.2469,270273.33347359,66385.639043869908
1656201600,2022-06-26 00:00:00,GLM/USDT,0.2519,0.2519,0.2401,0.2401,155705.36107955,38483.003627694957
1656115200,2022-06-25 00:00:00,GLM/USDT,0.253,0.253,0.2398,0.2518,164696.4853,40830.3169837
1656028800,2022-06-24 00:00:00,GLM/USDT,0.249,0.2549,0.24,0.2549,159478.92853295,39021.015344767386
1655942400,2022-06-23 00:00:00,GLM/USDT,0.229,0.2505,0.2276,0.2494,180107.84390857,42376.926648468435
1655856000,2022-06-22 00:00:00,GLM/USDT,0.239,0.239,0.2236,0.2297,135513.06877952,31100.199072506646
1655769600,2022-06-21 00:00:00,GLM/USDT,0.229,0.251,0.228,0.24,301692.29757887,73132.997790352723
1655683200,2022-06-20 00:00:00,GLM/USDT,0.2202,0.2285,0.208,0.228,174907.51413978,38257.384296158939
1655596800,2022-06-19 00:00:00,GLM/USDT,0.2049,0.2218,0.1887,0.2212,193413.59268754,39937.091952679726
1655510400,2022-06-18 00:00:00,GLM/USDT,0.2202,0.2226,0.187,0.2043,157110.10615857,32303.801907664386
1655424000,2022-06-17 00:00:00,GLM/USDT,0.2099,0.2252,0.2,0.2201,242733.94219495,52128.491361038327
1655337600,2022-06-16 00:00:00,GLM/USDT,0.2172,0.2493,0.2025,0.2085,520998.70698667,115372.211387315017
1655251200,2022-06-15 00:00:00,GLM/USDT,0.2021,0.218,0.1751,0.2177,468825.25862785,91247.49801151958
1655164800,2022-06-14 00:00:00,GLM/USDT,0.1984,0.2043,0.1747,0.2022,386920.00931105,74570.564634548997
1655078400,2022-06-13 00:00:00,GLM/USDT,0.2332,0.2344,0.189,0.1986,362550.20765848,75184.249534348745
1654992000,2022-06-12 00:00:00,GLM/USDT,0.2542,0.2546,0.2276,0.2332,199931.48165123,47581.804177949935
1654905600,2022-06-11 00:00:00,GLM/USDT,0.2714,0.2804,0.2437,0.2547,59214.55713552,15521.353244906607
1654819200,2022-06-10 00:00:00,GLM/USDT,0.2969,0.297,0.2685,0.2714,58200.41273854,16123.86200625364
1654732800,2022-06-09 00:00:00,GLM/USDT,0.2874,0.3038,0.2874,0.297,99861.46734429,29631.411073489152
1654646400,2022-06-08 00:00:00,GLM/USDT,0.296,0.296,0.2834,0.2868,20679.45106874,5974.356531090243
1654560000,2022-06-07 00:00:00,GLM/USDT,0.3053,0.3128,0.2825,0.2949,72355.81319636,21729.676084028822
1654473600,2022-06-06 00:00:00,GLM/USDT,0.301,0.315,0.2908,0.3053,103023.698274,31177.818246709165
1654387200,2022-06-05 00:00:00,GLM/USDT,0.3032,0.3162,0.2869,0.3,100818.251714,30317.754235488504
1654300800,2022-06-04 00:00:00,GLM/USDT,0.3218,0.3218,0.2942,0.3023,96642.54467378,29215.525860488282
1654214400,2022-06-03 00:00:00,GLM/USDT,0.3376,0.3531,0.3054,0.3218,522501.97954096,172927.876207798769
1654128000,2022-06-02 00:00:00,GLM/USDT,0.2733,0.4064,0.265,0.3399,2530045.34195792,905538.989358749298
1654041600,2022-06-01 00:00:00,GLM/USDT,0.2752,0.3394,0.2617,0.2733,642257.96284618,194174.808125237516
1653955200,2022-05-31 00:00:00,GLM/USDT,0.2796,0.2875,0.2651,0.2745,93931.44672238,26128.484748378692
1653868800,2022-05-30 00:00:00,GLM/USDT,0.2569,0.2972,0.2532,0.2798,108676.42978579,29179.609229553476
1653782400,2022-05-29 00:00:00,GLM/USDT,0.2504,0.257,0.2446,0.257,24976.69819803,6213.665571658381
1653696000,2022-05-28 00:00:00,GLM/USDT,0.246,0.2526,0.2423,0.2508,37984.61225409,9376.010729032977
1653609600,2022-05-27 00:00:00,GLM/USDT,0.247,0.2648,0.2364,0.2464,225545.2508893,55462.24748745776
1653523200,2022-05-26 00:00:00,GLM/USDT,0.2594,0.2709,0.2357,0.2465,204081.68557775,52017.24177789583
1653436800,2022-05-25 00:00:00,GLM/USDT,0.2613,0.2633,0.2488,0.2575,323258.83860049,83272.223342696241
1653350400,2022-05-24 00:00:00,GLM/USDT,0.2556,0.2631,0.2394,0.2613,130486.2828074,33268.965008137121
1653264000,2022-05-23 00:00:00,GLM/USDT,0.2695,0.2921,0.2502,0.2561,470881.74293658,130373.465785720606
1653177600,2022-05-22 00:00:00,GLM/USDT,0.2526,0.2724,0.2506,0.2689,120557.18818791,31505.790719278896
1653091200,2022-05-21 00:00:00,GLM/USDT,0.2522,0.2553,0.2438,0.2528,52938.9168562,13276.42023379926
1653004800,2022-05-20 00:00:00,GLM/USDT,0.2641,0.2648,0.2414,0.2524,118108.27967295,30143.207689814729
1652918400,2022-05-19 00:00:00,GLM/USDT,0.261,0.268,0.2334,0.2641,410444.8687081,102467.458809191354
1652832000,2022-05-18 00:00:00,GLM/USDT,0.2724,0.3361,0.259,0.259,924459.87045106,274602.70906391742
1652745600,2022-05-17 00:00:00,GLM/USDT,0.2548,0.2757,0.2495,0.2723,230725.19767687,59981.990495617765
1652659200,2022-05-16 00:00:00,GLM/USDT,0.2741,0.2741,0.2481,0.2539,135889.28419641,35192.545189685937
1652572800,2022-05-15 00:00:00,GLM/USDT,0.2554,0.2747,0.2451,0.2747,110271.78502352,28544.767656665352
1652486400,2022-05-14 00:00:00,GLM/USDT,0.2349,0.2567,0.2274,0.2554,417226.50165833,101559.834474752218
1652400000,2022-05-13 00:00:00,GLM/USDT,0.2064,0.2492,0.1953,0.2341,423124.53163523,96829.09317951812
1652313600,2022-05-12 00:00:00,GLM/USDT,0.2108,0.2208,0.1598,0.207,664307.36145324,123640.449957286285
1652227200,2022-05-11 00:00:00,GLM/USDT,0.2738,0.2798,0.1985,0.2111,437272.49044472,107724.932077497526
1652140800,2022-05-10 00:00:00,GLM/USDT,0.2666,0.2961,0.2492,0.2746,291092.67333636,78738.926708995172
1652054400,2022-05-09 00:00:00,GLM/USDT,0.3161,0.3207,0.266,0.2664,255701.16682971,75539.552242165305
1651968000,2022-05-08 00:00:00,GLM/USDT,0.3305,0.3336,0.3086,0.3156,128831.60694603,40874.76596770102
1651881600,2022-05-07 00:00:00,GLM/USDT,0.3513,0.3533,0.3244,0.3323,65848.42699993,22189.225383544018
1651795200,2022-05-06 00:00:00,GLM/USDT,0.3772,0.3864,0.3365,0.3525,314457.07728381,111410.685900376169
1651708800,2022-05-05 00:00:00,GLM/USDT,0.3723,0.4178,0.3511,0.376,927197.25678054,357991.35288743345
1651622400,2022-05-04 00:00:00,GLM/USDT,0.3433,0.372,0.3381,0.372,220993.7840441,78212.34595699063
1651536000,2022-05-03 00:00:00,GLM/USDT,0.3513,0.3563,0.3302,0.3423,208135.65800283,72202.62641191325
1651449600,2022-05-02 00:00:00,GLM/USDT,0.3544,0.3567,0.3362,0.3506,184904.92075305,64378.01053631944
1651363200,2022-05-01 00:00:00,GLM/USDT,0.3451,0.3624,0.3218,0.3539,139771.8579,47986.53541155
1651276800,2022-04-30 00:00:00,GLM/USDT,0.3765,0.3954,0.3446,0.345,144140.76996727,54025.292863683993
1651190400,2022-04-29 00:00:00,GLM/USDT,0.3946,0.3976,0.3737,0.3751,31041.93763973,11964.199379043297
1651104000,2022-04-28 00:00:00,GLM/USDT,0.3976,0.4037,0.3881,0.3953,64231.5492896,25431.662611806215
1651017600,2022-04-27 00:00:00,GLM/USDT,0.3916,0.3999,0.38,0.3979,75112.03235744,29564.807988906603
1650931200,2022-04-26 00:00:00,GLM/USDT,0.4113,0.4291,0.3841,0.3931,194851.65951818,79719.480021356764
1650844800,2022-04-25 00:00:00,GLM/USDT,0.4163,0.4168,0.3895,0.4113,103317.77696956,41498.325665122929
1650758400,2022-04-24 00:00:00,GLM/USDT,0.4421,0.4504,0.4137,0.4166,96340.71770002,41514.603016555818
1650672000,2022-04-23 00:00:00,GLM/USDT,0.4337,0.4946,0.4337,0.4423,573688.27980617,264342.554359533204
1650585600,2022-04-22 00:00:00,GLM/USDT,0.4306,0.4442,0.4215,0.4324,167884.09368765,72931.874966432499
1650499200,2022-04-21 00:00:00,GLM/USDT,0.4395,0.4696,0.424,0.4311,265834.70894557,118581.438969754768
1650412800,2022-04-20 00:00:00,GLM/USDT,0.4321,0.4394,0.4221,0.4394,91831.84263825,39695.015362845636
1650326400,2022-04-19 00:00:00,GLM/USDT,0.421,0.4376,0.416,0.4345,98846.03425012,42150.508355656615
1650240000,2022-04-18 00:00:00,GLM/USDT,0.4191,0.4231,0.3966,0.4216,53744.98136852,21973.636346160902
1650153600,2022-04-17 00:00:00,GLM/USDT,0.4306,0.4394,0.4191,0.4192,27370.09606327,11777.583514464158
1650067200,2022-04-16 00:00:00,GLM/USDT,0.4359,0.4359,0.4253,0.4288,35069.93032788,15086.286273096342
1649980800,2022-04-15 00:00:00,GLM/USDT,0.4349,0.4477,0.426,0.4364,98039.4431,43092.96735311
1649894400,2022-04-14 00:00:00,GLM/USDT,0.4471,0.4552,0.4231,0.4349,486682.94065729,215041.164868994303
1649808000,2022-04-13 00:00:00,GLM/USDT,0.4186,0.4895,0.4141,0.4452,367874.1488589,165464.444244124408
1649721600,2022-04-12 00:00:00,GLM/USDT,0.4017,0.4582,0.3957,0.4207,300561.17838401,126306.415832717813
1649635200,2022-04-11 00:00:00,GLM/USDT,0.4476,0.4476,0.3972,0.4006,242670.80835974,99697.637754565557
1649548800,2022-04-10 00:00:00,GLM/USDT,0.4614,0.4614,0.4455,0.4476,134301.94693044,61137.779667614647
1649462400,2022-04-09 00:00:00,GLM/USDT,0.4624,0.4633,0.4407,0.4614,96135.13691763,43535.403414584949
1649376000,2022-04-08 00:00:00,GLM/USDT,0.4702,0.4735,0.4507,0.4621,408704.82945333,189899.289817912499
1649289600,2022-04-07 00:00:00,GLM/USDT,0.4531,0.4699,0.4416,0.4696,109115.6664819,50334.65376451096
1649203200,2022-04-06 00:00:00,GLM/USDT,0.5131,0.5219,0.4508,0.4508,234681.91008142,114409.569349306463
1649116800,2022-04-05 00:00:00,GLM/USDT,0.538,0.541,0.5121,0.5145,124126.85831523,64981.049598649521
1649030400,2022-04-04 00:00:00,GLM/USDT,0.5798,0.5799,0.5208,0.5383,212361.18132179,116464.180810870236
1648944000,2022-04-03 00:00:00,GLM/USDT,0.5674,0.5848,0.5422,0.5798,192295.42062589,108388.02381639566
1648857600,2022-04-02 00:00:00,GLM/USDT,0.5657,0.5935,0.5514,0.5673,377737.1777802,214738.98705190433
1648771200,2022-04-01 00:00:00,GLM/USDT,0.5509,0.5655,0.5243,0.5652,168306.33137121,90786.638729310668
1648684800,2022-03-31 00:00:00,GLM/USDT,0.5612,0.5771,0.5369,0.5483,278992.32529445,154812.263494943812
1648598400,2022-03-30 00:00:00,GLM/USDT,0.5529,0.5801,0.5362,0.5638,200414.72331382,112118.040140121942
1648512000,2022-03-29 00:00:00,GLM/USDT,0.552,0.5782,0.5374,0.5546,140489.65981488,78429.870713868601
1648425600,2022-03-28 00:00:00,GLM/USDT,0.5395,0.5706,0.5392,0.552,219719.28672327,121242.107240183629
1648339200,2022-03-27 00:00:00,GLM/USDT,0.5235,0.587,0.5142,0.5406,362443.12904681,197787.891947702371
1648252800,2022-03-26 00:00:00,GLM/USDT,0.5024,0.5262,0.4894,0.5262,181786.64461053,92889.714398179708
1648166400,2022-03-25 00:00:00,GLM/USDT,0.4933,0.5438,0.4838,0.5038,262565.63812393,135215.789127994764
1648080000,2022-03-24 00:00:00,GLM/USDT,0.4842,0.4964,0.4797,0.4926,183124.9752282,88821.44609978373
1647993600,2022-03-23 00:00:00,GLM/USDT,0.485,0.486,0.471,0.4859,159987.83765101,76858.658695524004
1647907200,2022-03-22 00:00:00,GLM/USDT,0.4816,0.4923,0.474,0.4851,177757.29258871,86299.715100822741
1647820800,2022-03-21 00:00:00,GLM/USDT,0.4912,0.4932,0.4644,0.4816,364229.5900673,174026.099032120668
1647734400,2022-03-20 00:00:00,GLM/USDT,0.4823,0.4909,0.4631,0.4909,151918.4385151,72654.956137957796
1647648000,2022-03-19 00:00:00,GLM/USDT,0.4817,0.4906,0.4302,0.4816,317664.09083552,152682.337231151606
1647561600,2022-03-18 00:00:00,GLM/USDT,0.466,0.4876,0.4592,0.482,218460.83820782,103177.887298319942
1647475200,2022-03-17 00:00:00,GLM/USDT,0.4655,0.4664,0.458,0.4658,114798.83554954,52976.11775548349
1647388800,2022-03-16 00:00:00,GLM/USDT,0.456,0.4672,0.4477,0.4672,88762.67933108,40779.929771163809
1647302400,2022-03-15 00:00:00,GLM/USDT,0.4707,0.4748,0.442,0.456,560751.99529048,252777.567152821406
1647216000,2022-03-14 00:00:00,GLM/USDT,0.4623,0.4769,0.4421,0.4717,449966.92053273,206514.733465739579
1647129600,2022-03-13 00:00:00,GLM/USDT,0.4866,0.4909,0.4503,0.4629,324698.83373724,152268.080460195213
1647043200,2022-03-12 00:00:00,GLM/USDT,0.4847,0.536,0.4825,0.4901,364495.39563866,180029.448014026193
1646956800,2022-03-11 00:00:00,GLM/USDT,0.4641,0.5491,0.4375,0.4844,1418634.6430324,698949.197534389681
1646870400,2022-03-10 00:00:00,GLM/USDT,0.51,0.51,0.4566,0.4641,144510.42311456,68653.726426378056
1646784000,2022-03-09 00:00:00,GLM/USDT,0.5032,0.574,0.4834,0.5103,296844.5411232,150640.600753315572
1646697600,2022-03-08 00:00:00,GLM/USDT,0.4771,0.572,0.4719,0.5062,1231693.84052882,637159.545077355428
1646611200,2022-03-07 00:00:00,GLM/USDT,0.4513,0.4807,0.4302,0.478,420846.52374119,190019.299549847141
1646524800,2022-03-06 00:00:00,GLM/USDT,0.472,0.4924,0.4503,0.4514,174405.48155282,83000.978269228599
1646438400,2022-03-05 00:00:00,GLM/USDT,0.4899,0.5241,0.4692,0.4745,366002.51526794,182058.831131188322
1646352000,2022-03-04 00:00:00,GLM/USDT,0.4279,0.6,0.3944,0.4931,796792.16225106,386715.541906870524
1646265600,2022-03-03 00:00:00,GLM/USDT,0.4429,0.4429,0.4178,0.4267,66577.80745474,28545.134222135673
1646179200,2022-03-02 00:00:00,GLM/USDT,0.4745,0.4771,0.4316,0.4429,159281.10544903,71043.891180207307
1646092800,2022-03-01 00:00:00,GLM/USDT,0.4808,0.5068,0.45,0.4733,206969.09101122,96125.389968552288
1646006400,2022-02-28 00:00:00,GLM/USDT,0.4494,0.4911,0.4115,0.4805,627673.64134566,282569.07436387579
1645920000,2022-02-27 00:00:00,GLM/USDT,0.5462,0.58,0.4419,0.447,524457.69546437,262283.802543779047
1645833600,2022-02-26 00:00:00,GLM/USDT,0.4902,0.654,0.4754,0.5466,1185852.71081226,654583.044706076654
1645747200,2022-02-25 00:00:00,GLM/USDT,0.3129,0.5121,0.3119,0.4916,1939017.81059086,843272.168241178665
1645660800,2022-02-24 00:00:00,GLM/USDT,0.3162,0.3198,0.2732,0.3109,129909.94126487,38580.016195762547
1645574400,2022-02-23 00:00:00,GLM/USDT,0.3211,0.3295,0.3089,0.3158,78695.28403109,25062.295717506444
1645488000,2022-02-22 00:00:00,GLM/USDT,0.305,0.322,0.2922,0.322,62622.89654146,19270.40663585912
1645401600,2022-02-21 00:00:00,GLM/USDT,0.3243,0.3393,0.3049,0.3082,89218.87625223,29094.653193845719
1645315200,2022-02-20 00:00:00,GLM/USDT,0.3363,0.3486,0.3171,0.325,173295.76829641,56906.658970844755
1645228800,2022-02-19 00:00:00,GLM/USDT,0.3414,0.3434,0.3266,0.336,60045.67930273,20147.699287546697
1645142400,2022-02-18 00:00:00,GLM/USDT,0.3489,0.3529,0.3369,0.3415,192661.03940388,66621.941142681325
1645056000,2022-02-17 00:00:00,GLM/USDT,0.3811,0.3918,0.3469,0.3469,221667.79575936,82113.011649102744
1644969600,2022-02-16 00:00:00,GLM/USDT,0.3854,0.3854,0.3689,0.3807,111090.35858775,42160.810262594686
1644883200,2022-02-15 00:00:00,GLM/USDT,0.363,0.3926,0.3599,0.386,183595.75921169,69388.238120545437
1644796800,2022-02-14 00:00:00,GLM/USDT,0.3693,0.3693,0.3548,0.3635,155593.30777931,56131.470633659874
1644710400,2022-02-13 00:00:00,GLM/USDT,0.3745,0.3782,0.3575,0.3704,118886.50251713,43829.953057574674
1644624000,2022-02-12 00:00:00,GLM/USDT,0.3781,0.3854,0.3617,0.3748,156493.32159637,58385.509978861919
1644537600,2022-02-11 00:00:00,GLM/USDT,0.396,0.409,0.373,0.378,175276.32068392,68394.842515490259
1644451200,2022-02-10 00:00:00,GLM/USDT,0.4107,0.4107,0.3823,0.3958,155428.0660847,61682.822432003203
1644364800,2022-02-09 00:00:00,GLM/USDT,0.3935,0.417,0.3859,0.4111,285957.37790705,115030.839682001415
1644278400,2022-02-08 00:00:00,GLM/USDT,0.409,0.4096,0.3756,0.3942,94022.21156435,36823.143568015896
1644192000,2022-02-07 00:00:00,GLM/USDT,0.4017,0.4463,0.3991,0.4118,701012.96881552,296443.78902308676
1644105600,2022-02-06 00:00:00,GLM/USDT,0.3979,0.4014,0.3771,0.4013,103260.63700854,40271.595010690962
1644019200,2022-02-05 00:00:00,GLM/USDT,0.3794,0.3999,0.3775,0.3986,129994.93038854,50381.003292657756
1643932800,2022-02-04 00:00:00,GLM/USDT,0.3622,0.3826,0.3542,0.3824,113718.14935088,41803.907572362032
1643846400,2022-02-03 00:00:00,GLM/USDT,0.3452,0.384,0.3377,0.3619,228252.00213537,81731.150244676684
1643760000,2022-02-02 00:00:00,GLM/USDT,0.3465,0.3595,0.3319,0.3436,93436.44209916,32285.381401544318
1643673600,2022-02-01 00:00:00,GLM/USDT,0.3401,0.3468,0.338,0.3458,43422.40780865,14939.058715661184
1643587200,2022-01-31 00:00:00,GLM/USDT,0.339,0.3435,0.3212,0.3414,40051.91541005,13294.480098450948
1643500800,2022-01-30 00:00:00,GLM/USDT,0.3451,0.3565,0.333,0.3392,73851.6013763,25617.135757104985
