https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume UAH,Volume BTC
1663545600000,2022-09-19 00:00:00,BTC/UAH,784291.48,788062.3,781289.56,781939.98,1898072.5295704193,2.42738903
1663459200000,2022-09-18 00:00:00,BTC/UAH,812711.07,812711.07,783501.0,784509.37,28776137.25713903,36.68042519
1663372800000,2022-09-17 00:00:00,BTC/UAH,795740.95,813790.86,795384.85,811344.12,30100216.989700206,37.09919903
1663286400000,2022-09-16 00:00:00,BTC/UAH,785347.59,797297.74,780444.0,795279.15,29747106.788851533,37.40461043
1663200000000,2022-09-15 00:00:00,BTC/UAH,804706.4,811125.25,782880.0,785400.6,27736672.535441253,35.31531875
1663113600000,2022-09-14 00:00:00,BTC/UAH,805000.0,824284.0,785635.56,805359.96,25020628.072854657,31.0676335
1663027200000,2022-09-13 00:00:00,BTC/UAH,888104.6,899139.99,801336.15,806442.56,28976446.823185775,35.93119741
1662940800000,2022-09-12 00:00:00,BTC/UAH,863652.28,891352.0,852992.01,887643.96,33090613.645147063,37.27915148
1662854400000,2022-09-11 00:00:00,BTC/UAH,863017.9,865487.83,850787.12,860309.9,31335504.12938665,36.42350754
1662768000000,2022-09-10 00:00:00,BTC/UAH,859333.99,866999.99,845258.07,864489.85,31979601.718473576,36.99245482
1662681600000,2022-09-09 00:00:00,BTC/UAH,778540.02,863469.2,777907.32,858615.36,33001791.854500048,38.43606042
1662595200000,2022-09-08 00:00:00,BTC/UAH,778958.0,784163.22,767232.01,779009.81,29697113.00843512,38.12161622
1662508800000,2022-09-07 00:00:00,BTC/UAH,761561.63,784228.48,755498.23,778469.69,29766972.407032568,38.23780526
1662422400000,2022-09-06 00:00:00,BTC/UAH,791147.8,801372.72,756880.68,762657.0,28370984.97688749,37.20018957
1662336000000,2022-09-05 00:00:00,BTC/UAH,793239.1,793999.94,779576.0,786525.25,29479982.5763535,37.48129202
1662249600000,2022-09-04 00:00:00,BTC/UAH,782912.0,793155.32,774798.01,791996.98,29193868.617280945,36.86108578
1662163200000,2022-09-03 00:00:00,BTC/UAH,776450.16,782361.7,774798.01,781182.36,28248181.48952967,36.16080308
1662076800000,2022-09-02 00:00:00,BTC/UAH,784537.2,794681.48,770000.01,778287.86,28066419.456867337,36.06174643
1661990400000,2022-09-01 00:00:00,BTC/UAH,783537.14,790762.76,765907.98,786711.87,29228362.79291705,37.15256361
1661904000000,2022-08-31 00:00:00,BTC/UAH,781335.06,804540.28,779453.15,784994.18,27324142.564107,34.80808299
1661817600000,2022-08-30 00:00:00,BTC/UAH,803386.98,814582.15,772116.0,779910.67,28292661.771241806,36.27679792
1661731200000,2022-08-29 00:00:00,BTC/UAH,777724.64,806734.3,776245.74,804876.1,29810311.55907902,37.03714343
1661644800000,2022-08-28 00:00:00,BTC/UAH,795039.11,802774.76,775000.0,775408.67,28740180.95662077,37.06455972
1661558400000,2022-08-27 00:00:00,BTC/UAH,811764.61,815283.57,790000.0,795735.84,28264535.699963786,35.51999832
1661472000000,2022-08-26 00:00:00,BTC/UAH,856306.77,857776.84,809057.47,811457.43,29682571.669012804,36.57933315
1661385600000,2022-08-25 00:00:00,BTC/UAH,850470.42,867599.99,841690.07,854253.1,30106986.35900291,35.24363723
1661299200000,2022-08-24 00:00:00,BTC/UAH,860168.05,867705.26,847280.38,850382.95,31602885.7512652,37.16312251
1661212800000,2022-08-23 00:00:00,BTC/UAH,855814.7,863321.86,834395.0,859447.92,31409644.5353582,36.54630351
1661126400000,2022-08-22 00:00:00,BTC/UAH,859634.76,862950.16,854107.0,855709.15,1652839.6091577637,1.93154369
1661040000000,2022-08-21 00:00:00,BTC/UAH,846947.77,867592.19,838746.77,859240.63,32356143.655626554,37.65667326
1660953600000,2022-08-20 00:00:00,BTC/UAH,839777.47,860817.8,838746.77,848136.3,30177546.553324338,35.58101045
1660867200000,2022-08-19 00:00:00,BTC/UAH,923718.99,926330.84,838796.1,838989.8,30201317.079083327,35.99723987
1660780800000,2022-08-18 00:00:00,BTC/UAH,927835.07,947274.98,916898.87,924366.0,33365834.04137082,36.09591227
