https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ELA,Volume USDT
1663351200,2022-09-16 18:00:00,ELA/USDT,1.5074,1.5106,1.5074,1.5106,329.9238,498.22390142
1663347600,2022-09-16 17:00:00,ELA/USDT,1.4817,1.51,1.4817,1.5099,488.1124,735.84489976
1663344000,2022-09-16 16:00:00,ELA/USDT,1.495,1.495,1.4799,1.4934,720.7573,1069.37984367
1663340400,2022-09-16 15:00:00,ELA/USDT,1.5064,1.5071,1.4923,1.4923,123.5497,185.60407336
1663336800,2022-09-16 14:00:00,ELA/USDT,1.5024,1.5064,1.486,1.5064,363.9375,548.11495291
1663333200,2022-09-16 13:00:00,ELA/USDT,1.5001,1.5001,1.4817,1.4817,67.6129,101.23634875
1663329600,2022-09-16 12:00:00,ELA/USDT,1.4886,1.4886,1.4817,1.4817,718.6475,1064.96502465
1663326000,2022-09-16 11:00:00,ELA/USDT,1.4827,1.4999,1.4827,1.4886,50.8827,76.18679289
1663322400,2022-09-16 10:00:00,ELA/USDT,1.5,1.5024,1.4807,1.4807,117.9229,175.0348436
1663318800,2022-09-16 09:00:00,ELA/USDT,1.4807,1.5019,1.4807,1.5019,34.5192,51.83559089
1663315200,2022-09-16 08:00:00,ELA/USDT,1.4807,1.4962,1.4807,1.4807,64.394,95.67603775
1663311600,2022-09-16 07:00:00,ELA/USDT,1.4993,1.4993,1.4993,1.4993,0,0
1663308000,2022-09-16 06:00:00,ELA/USDT,1.4993,1.4993,1.4993,1.4993,0,0
1663304400,2022-09-16 05:00:00,ELA/USDT,1.4993,1.4993,1.4993,1.4993,0,0
1663300800,2022-09-16 04:00:00,ELA/USDT,1.5015,1.5015,1.4777,1.4993,612.4983,906.93190377
1663297200,2022-09-16 03:00:00,ELA/USDT,1.4981,1.4997,1.4981,1.4997,7.4612,11.18831988
1663293600,2022-09-16 02:00:00,ELA/USDT,1.4881,1.4881,1.4779,1.4808,506.6913,750.37552941
1663290000,2022-09-16 01:00:00,ELA/USDT,1.5043,1.5043,1.5043,1.5043,0,0
1663286400,2022-09-16 00:00:00,ELA/USDT,1.4829,1.5046,1.4827,1.5043,214.412,320.97119299
1663282800,2022-09-15 23:00:00,ELA/USDT,1.4801,1.5041,1.4801,1.5041,25.2313,37.94699993
1663279200,2022-09-15 22:00:00,ELA/USDT,1.4862,1.4923,1.4763,1.4921,169.7817,253.06974136
1663275600,2022-09-15 21:00:00,ELA/USDT,1.4886,1.4886,1.4886,1.4886,1.9808,2.94861888
1663272000,2022-09-15 20:00:00,ELA/USDT,1.4885,1.5017,1.488,1.5008,14.4721,21.5934241
1663268400,2022-09-15 19:00:00,ELA/USDT,1.5018,1.5025,1.4863,1.5025,30.3684,45.50158256
1663264800,2022-09-15 18:00:00,ELA/USDT,1.4829,1.5036,1.4817,1.5,57.8432,86.40018244
1663261200,2022-09-15 17:00:00,ELA/USDT,1.4899,1.5049,1.4808,1.5049,21.6931,32.49422797
1663257600,2022-09-15 16:00:00,ELA/USDT,1.4789,1.5049,1.4789,1.5049,404.0232,597.60485221
1663254000,2022-09-15 15:00:00,ELA/USDT,1.4899,1.5025,1.4599,1.4779,387.0117,573.14169189
1663250400,2022-09-15 14:00:00,ELA/USDT,1.4882,1.4909,1.4399,1.4866,2288.8861,3401.24380942
1663246800,2022-09-15 13:00:00,ELA/USDT,1.4811,1.4811,1.4811,1.4811,0,0
1663243200,2022-09-15 12:00:00,ELA/USDT,1.4811,1.4811,1.4811,1.4811,0,0
1663239600,2022-09-15 11:00:00,ELA/USDT,1.4811,1.4811,1.4811,1.4811,0.2847,0.42166917
1663236000,2022-09-15 10:00:00,ELA/USDT,1.5004,1.5061,1.499,1.5061,48.0206,72.17608631
1663232400,2022-09-15 09:00:00,ELA/USDT,1.5067,1.5067,1.5067,1.5067,0,0
1663228800,2022-09-15 08:00:00,ELA/USDT,1.5117,1.5119,1.5067,1.5067,24.91,37.579762
1663225200,2022-09-15 07:00:00,ELA/USDT,1.5113,1.5144,1.5101,1.5101,42.6362,64.44030273
1663221600,2022-09-15 06:00:00,ELA/USDT,1.5137,1.5137,1.4805,1.5017,15.9966,23.92541818
1663218000,2022-09-15 05:00:00,ELA/USDT,1.501,1.5162,1.5009,1.5162,61.0348,91.61412193
1663214400,2022-09-15 04:00:00,ELA/USDT,1.4964,1.5265,1.4832,1.496,57.555,86.46244371
1663210800,2022-09-15 03:00:00,ELA/USDT,1.5327,1.5327,1.5327,1.5327,5,7.6635
1663207200,2022-09-15 02:00:00,ELA/USDT,1.5403,1.5403,1.4849,1.5005,272.1599,408.84301916
1663203600,2022-09-15 01:00:00,ELA/USDT,1.5126,1.54,1.5126,1.54,124.5157,191.69235959
1663200000,2022-09-15 00:00:00,ELA/USDT,1.5391,1.5391,1.5391,1.5391,6.1189,9.41759899
1663196400,2022-09-14 23:00:00,ELA/USDT,1.5396,1.5396,1.5166,1.5166,6.1223,9.28901548
1663192800,2022-09-14 22:00:00,ELA/USDT,1.5343,1.5343,1.534,1.534,8.63,13.23991583
1663189200,2022-09-14 21:00:00,ELA/USDT,1.5322,1.5387,1.5322,1.5363,2.3476,3.60989409
1663185600,2022-09-14 20:00:00,ELA/USDT,1.5172,1.528,1.5058,1.5058,199.6047,302.93030277
1663182000,2022-09-14 19:00:00,ELA/USDT,1.5024,1.5193,1.5024,1.5193,3.0121,4.55184011
1663178400,2022-09-14 18:00:00,ELA/USDT,1.512,1.5277,1.5024,1.5024,113.0741,170.30237908
1663174800,2022-09-14 17:00:00,ELA/USDT,1.5389,1.5389,1.5134,1.5134,1.3242,2.01879348
1663171200,2022-09-14 16:00:00,ELA/USDT,1.5377,1.5394,1.5377,1.5394,15.5992,24.00346864
1663167600,2022-09-14 15:00:00,ELA/USDT,1.5215,1.5396,1.5134,1.5134,147.3833,226.13541335
1663164000,2022-09-14 14:00:00,ELA/USDT,1.5319,1.5319,1.4866,1.5024,3256.2202,4889.15288032
1663160400,2022-09-14 13:00:00,ELA/USDT,1.5319,1.5442,1.5319,1.5319,3101.3588,4778.22938648
1663156800,2022-09-14 12:00:00,ELA/USDT,1.5276,1.5319,1.5004,1.5319,444.0343,676.57790487
1663153200,2022-09-14 11:00:00,ELA/USDT,1.5276,1.5276,1.5276,1.5276,9.7735,14.9299986
1663149600,2022-09-14 10:00:00,ELA/USDT,1.5277,1.5298,1.5276,1.5298,170.0178,259.83119851
1663146000,2022-09-14 09:00:00,ELA/USDT,1.5279,1.5281,1.501,1.5277,4656.4772,7030.9291927
1663142400,2022-09-14 08:00:00,ELA/USDT,1.5323,1.5328,1.5128,1.5202,323.8557,495.10161508
1663138800,2022-09-14 07:00:00,ELA/USDT,1.5488,1.5503,1.5306,1.5323,637.2255,975.82767817
1663135200,2022-09-14 06:00:00,ELA/USDT,1.55,1.55,1.537,1.537,332.8622,515.50251527
1663131600,2022-09-14 05:00:00,ELA/USDT,1.5402,1.5543,1.5402,1.55,834.9865,1295.3185757
1663128000,2022-09-14 04:00:00,ELA/USDT,1.5362,1.5517,1.5357,1.5357,146.3074,225.25978086
1663124400,2022-09-14 03:00:00,ELA/USDT,1.5498,1.5517,1.536,1.536,441.5492,683.00269705
1663120800,2022-09-14 02:00:00,ELA/USDT,1.5514,1.5514,1.5357,1.5513,267.9815,413.3728939
1663117200,2022-09-14 01:00:00,ELA/USDT,1.5656,1.5656,1.5289,1.5514,2412.0194,3739.10403382
1663113600,2022-09-14 00:00:00,ELA/USDT,1.5566,1.5681,1.5566,1.5681,193.2561,302.56779992
1663110000,2022-09-13 23:00:00,ELA/USDT,1.5573,1.5678,1.5566,1.5567,181.3404,282.48156356
1663106400,2022-09-13 22:00:00,ELA/USDT,1.563,1.5631,1.5573,1.5573,473.2108,738.85521607
1663102800,2022-09-13 21:00:00,ELA/USDT,1.5631,1.5631,1.5631,1.5631,19.1923,29.99948413
1663099200,2022-09-13 20:00:00,ELA/USDT,1.5663,1.5702,1.563,1.564,264.9067,415.28105623
1663095600,2022-09-13 19:00:00,ELA/USDT,1.5644,1.567,1.5566,1.5631,457.5327,715.45864557
1663092000,2022-09-13 18:00:00,ELA/USDT,1.5776,1.5817,1.5566,1.5566,330.0763,516.08714709
1663088400,2022-09-13 17:00:00,ELA/USDT,1.573,1.574,1.5679,1.5679,27.0672,42.49348129
1663084800,2022-09-13 16:00:00,ELA/USDT,1.5747,1.5747,1.5646,1.574,677.1829,1065.7078267
1663081200,2022-09-13 15:00:00,ELA/USDT,1.5646,1.5646,1.5646,1.5646,33.0162,51.65714652
1663077600,2022-09-13 14:00:00,ELA/USDT,1.57,1.5863,1.5646,1.5646,772.6674,1214.99398988
1663074000,2022-09-13 13:00:00,ELA/USDT,1.5815,1.5988,1.5379,1.5609,1865.9055,2914.10453039
1663070400,2022-09-13 12:00:00,ELA/USDT,1.646,1.6656,1.5815,1.5826,2465.2508,4017.73035795
1663066800,2022-09-13 11:00:00,ELA/USDT,1.6209,1.6446,1.6209,1.6444,369.7493,606.9803474
1663063200,2022-09-13 10:00:00,ELA/USDT,1.6158,1.6213,1.6107,1.6209,154.7251,249.88523518
1663059600,2022-09-13 09:00:00,ELA/USDT,1.6158,1.6177,1.6158,1.6177,950.4639,1537.50136403
1663056000,2022-09-13 08:00:00,ELA/USDT,1.6232,1.6232,1.6176,1.6177,151.4078,244.96445407
1663052400,2022-09-13 07:00:00,ELA/USDT,1.6234,1.6234,1.6182,1.6182,44.7606,72.53955804
1663048800,2022-09-13 06:00:00,ELA/USDT,1.6301,1.6417,1.6234,1.6234,313.9219,510.58707233
1663045200,2022-09-13 05:00:00,ELA/USDT,1.6348,1.6445,1.6344,1.6445,6.9779,11.41018445
1663041600,2022-09-13 04:00:00,ELA/USDT,1.6245,1.6245,1.6244,1.6244,100,162.44899629
1663038000,2022-09-13 03:00:00,ELA/USDT,1.6213,1.6428,1.606,1.6246,1649.2371,2661.78431159
1663034400,2022-09-13 02:00:00,ELA/USDT,1.62,1.6213,1.6074,1.6213,1916.3197,3100.19995734
1663030800,2022-09-13 01:00:00,ELA/USDT,1.6251,1.6396,1.62,1.62,2406.2068,3908.61180882
1663027200,2022-09-13 00:00:00,ELA/USDT,1.626,1.626,1.625,1.625,323.7138,526.05586613
1663023600,2022-09-12 23:00:00,ELA/USDT,1.625,1.625,1.625,1.625,82.1568,133.5048
1663020000,2022-09-12 22:00:00,ELA/USDT,1.62,1.625,1.62,1.625,1.4291,2.320933
1663016400,2022-09-12 21:00:00,ELA/USDT,1.6201,1.6204,1.62,1.62,462.1247,748.82447769
1663012800,2022-09-12 20:00:00,ELA/USDT,1.6203,1.6203,1.62,1.62,401.3719,650.24179642
1663009200,2022-09-12 19:00:00,ELA/USDT,1.6406,1.6566,1.6202,1.6203,567.6672,926.23079196
1663005600,2022-09-12 18:00:00,ELA/USDT,1.6528,1.6528,1.6528,1.6528,0,0
1663002000,2022-09-12 17:00:00,ELA/USDT,1.6591,1.6591,1.6406,1.6528,209.9403,346.8951793
1662998400,2022-09-12 16:00:00,ELA/USDT,1.659,1.6615,1.6304,1.6406,496.7565,813.96601817
1662994800,2022-09-12 15:00:00,ELA/USDT,1.6744,1.6774,1.6512,1.6761,374.242,625.71427956
1662991200,2022-09-12 14:00:00,ELA/USDT,1.6558,1.6785,1.6254,1.6254,1335.3178,2193.22370617
1662987600,2022-09-12 13:00:00,ELA/USDT,1.6752,1.6783,1.6244,1.6782,293.3336,486.82184872
1662984000,2022-09-12 12:00:00,ELA/USDT,1.679,1.679,1.6434,1.6434,165.6026,274.34585614
1662980400,2022-09-12 11:00:00,ELA/USDT,1.6587,1.6792,1.6587,1.6599,35.744,59.61933489
1662976800,2022-09-12 10:00:00,ELA/USDT,1.6743,1.6762,1.6352,1.6587,1502.3156,2478.42161545
1662973200,2022-09-12 09:00:00,ELA/USDT,1.697,1.697,1.6551,1.6551,3480.4686,5814.1278041
1662969600,2022-09-12 08:00:00,ELA/USDT,1.7002,1.7167,1.6782,1.6782,69.9001,117.80319872
1662966000,2022-09-12 07:00:00,ELA/USDT,1.6913,1.7003,1.6901,1.7,389.1996,660.24471038
1662962400,2022-09-12 06:00:00,ELA/USDT,1.6816,1.6829,1.6816,1.6829,29.4344,49.49714704
1662958800,2022-09-12 05:00:00,ELA/USDT,1.6813,1.7013,1.6813,1.6816,56.0345,94.3295254
1662955200,2022-09-12 04:00:00,ELA/USDT,1.6702,1.6997,1.6664,1.6812,347.5973,584.11587137
1662951600,2022-09-12 03:00:00,ELA/USDT,1.6934,1.6948,1.6701,1.6702,22.5698,38.0410106
1662948000,2022-09-12 02:00:00,ELA/USDT,1.6713,1.6713,1.67,1.6701,116.9589,195.33775488
1662944400,2022-09-12 01:00:00,ELA/USDT,1.6654,1.7096,1.6654,1.7096,6.7907,11.59629778
1662940800,2022-09-12 00:00:00,ELA/USDT,1.6657,1.6657,1.6652,1.6653,121.1729,201.78137297
1662937200,2022-09-11 23:00:00,ELA/USDT,1.6652,1.6652,1.6652,1.6652,1,1.6652
1662933600,2022-09-11 22:00:00,ELA/USDT,1.6684,1.6894,1.6652,1.6894,18.5365,30.94237226
1662930000,2022-09-11 21:00:00,ELA/USDT,1.6703,1.6703,1.6698,1.6698,7.9411,13.26067158
1662926400,2022-09-11 20:00:00,ELA/USDT,1.6762,1.6762,1.6762,1.6762,0,0
1662922800,2022-09-11 19:00:00,ELA/USDT,1.6761,1.7141,1.6684,1.6762,199.7223,335.09414745
1662919200,2022-09-11 18:00:00,ELA/USDT,1.6851,1.7123,1.6738,1.7107,45.9061,77.97768801
1662915600,2022-09-11 17:00:00,ELA/USDT,1.6935,1.6935,1.6935,1.6935,0.2937,0.49738095
1662912000,2022-09-11 16:00:00,ELA/USDT,1.7001,1.7001,1.6935,1.6935,25.1087,42.53833887
1662908400,2022-09-11 15:00:00,ELA/USDT,1.6878,1.703,1.6856,1.6875,410.3001,697.54130562
1662904800,2022-09-11 14:00:00,ELA/USDT,1.7227,1.7293,1.6776,1.6935,97.8373,166.55280409
1662901200,2022-09-11 13:00:00,ELA/USDT,1.7234,1.7234,1.7234,1.7234,0.1806,0.31124604
1662897600,2022-09-11 12:00:00,ELA/USDT,1.7169,1.7293,1.7003,1.7293,1538.5479,2619.5898182
1662894000,2022-09-11 11:00:00,ELA/USDT,1.7279,1.73,1.7169,1.7291,48.5558,83.89311817
1662890400,2022-09-11 10:00:00,ELA/USDT,1.7101,1.73,1.7019,1.73,1299.9385,2219.26673557
1662886800,2022-09-11 09:00:00,ELA/USDT,1.7294,1.7469,1.7238,1.73,561.249,971.88654898
1662883200,2022-09-11 08:00:00,ELA/USDT,1.7086,1.7314,1.7086,1.7314,9.8357,16.80533858
1662879600,2022-09-11 07:00:00,ELA/USDT,1.7129,1.7137,1.7129,1.7137,275.5416,472.19237352
1662876000,2022-09-11 06:00:00,ELA/USDT,1.7104,1.745,1.7073,1.7073,984.5119,1705.89799417
1662872400,2022-09-11 05:00:00,ELA/USDT,1.7011,1.7689,1.6875,1.7149,4673.9794,8076.52021632
1662868800,2022-09-11 04:00:00,ELA/USDT,1.7011,1.7011,1.6991,1.7011,36.7688,62.54474028
1662865200,2022-09-11 03:00:00,ELA/USDT,1.6728,1.7011,1.6728,1.6804,130.6732,221.00357685
1662861600,2022-09-11 02:00:00,ELA/USDT,1.7011,1.7011,1.7011,1.7011,0,0
1662858000,2022-09-11 01:00:00,ELA/USDT,1.6985,1.7011,1.6742,1.7011,4.5877,7.75797404
1662854400,2022-09-11 00:00:00,ELA/USDT,1.6853,1.6853,1.6853,1.6853,0.26,0.438178
1662850800,2022-09-10 23:00:00,ELA/USDT,1.6925,1.7012,1.6906,1.7012,31.7012,53.79695514
1662847200,2022-09-10 22:00:00,ELA/USDT,1.6976,1.7333,1.6836,1.7012,485.0073,829.17923592
1662843600,2022-09-10 21:00:00,ELA/USDT,1.6794,1.735,1.6616,1.735,650.4025,1118.22559497
1662840000,2022-09-10 20:00:00,ELA/USDT,1.68,1.68,1.68,1.68,4.1931,7.044408
1662836400,2022-09-10 19:00:00,ELA/USDT,1.691,1.7346,1.6671,1.7041,209.8578,356.14202564
1662832800,2022-09-10 18:00:00,ELA/USDT,1.6608,1.7148,1.6608,1.6656,278.079,464.89951111
1662829200,2022-09-10 17:00:00,ELA/USDT,1.7124,1.7192,1.6633,1.6836,185.1814,311.51268327
1662825600,2022-09-10 16:00:00,ELA/USDT,1.6557,1.7313,1.6507,1.6902,1820.324,3136.75139758
1662822000,2022-09-10 15:00:00,ELA/USDT,1.6946,1.6946,1.6514,1.6831,132.4907,219.07153612
1662818400,2022-09-10 14:00:00,ELA/USDT,1.6806,1.6931,1.6603,1.6931,50.266,84.10112515
1662814800,2022-09-10 13:00:00,ELA/USDT,1.7033,1.7033,1.6803,1.6803,37.607,63.27205041
1662811200,2022-09-10 12:00:00,ELA/USDT,1.6803,1.6963,1.6803,1.6804,15.952,26.85076774
1662807600,2022-09-10 11:00:00,ELA/USDT,1.682,1.682,1.682,1.682,0,0
1662804000,2022-09-10 10:00:00,ELA/USDT,1.692,1.7113,1.682,1.682,102.7914,175.16745959
1662800400,2022-09-10 09:00:00,ELA/USDT,1.7004,1.7004,1.7004,1.7004,0,0
1662796800,2022-09-10 08:00:00,ELA/USDT,1.6955,1.7005,1.6955,1.7004,27.24,46.27807075
1662793200,2022-09-10 07:00:00,ELA/USDT,1.7066,1.7304,1.6601,1.6967,50.7273,85.36052651
1662789600,2022-09-10 06:00:00,ELA/USDT,1.7208,1.726,1.6743,1.6747,37.8821,64.66604158
1662786000,2022-09-10 05:00:00,ELA/USDT,1.7223,1.7633,1.6919,1.6919,3835.7794,6627.40725057
1662782400,2022-09-10 04:00:00,ELA/USDT,1.7166,1.7166,1.7166,1.7166,37.9138,65.08282908
1662778800,2022-09-10 03:00:00,ELA/USDT,1.7058,1.7152,1.7049,1.7124,127.9784,219.15632344
1662775200,2022-09-10 02:00:00,ELA/USDT,1.7274,1.7274,1.7274,1.7274,0,0
1662771600,2022-09-10 01:00:00,ELA/USDT,1.7274,1.7274,1.7274,1.7274,1.1578,1.99998372
1662768000,2022-09-10 00:00:00,ELA/USDT,1.7279,1.736,1.7279,1.736,99.5946,172.84218276
1662764400,2022-09-09 23:00:00,ELA/USDT,1.7109,1.7109,1.7103,1.7103,9.0928,15.5553069
1662760800,2022-09-09 22:00:00,ELA/USDT,1.7022,1.732,1.7022,1.732,3.8867,6.70020594
1662757200,2022-09-09 21:00:00,ELA/USDT,1.7247,1.7396,1.7247,1.7247,15.5366,26.8863818
1662753600,2022-09-09 20:00:00,ELA/USDT,1.7238,1.7291,1.6942,1.6942,2855.1224,4849.67071414
1662750000,2022-09-09 19:00:00,ELA/USDT,1.7002,1.7002,1.7002,1.7002,0,0
1662746400,2022-09-09 18:00:00,ELA/USDT,1.732,1.7345,1.7002,1.7002,805.277,1373.75434825
1662742800,2022-09-09 17:00:00,ELA/USDT,1.7339,1.74,1.7064,1.7064,890.5915,1523.24308396
1662739200,2022-09-09 16:00:00,ELA/USDT,1.7141,1.7339,1.7054,1.7339,62.3131,106.87146613
1662735600,2022-09-09 15:00:00,ELA/USDT,1.7363,1.7684,1.7001,1.7056,3961.4227,6901.29733835
1662732000,2022-09-09 14:00:00,ELA/USDT,1.7307,1.7625,1.72,1.72,930.0328,1613.88222614
1662728400,2022-09-09 13:00:00,ELA/USDT,1.7195,1.7508,1.7002,1.7479,1134.4371,1954.89361776
1662724800,2022-09-09 12:00:00,ELA/USDT,1.6923,1.7623,1.6516,1.7195,22328.0931,37727.36292891
1662721200,2022-09-09 11:00:00,ELA/USDT,1.6957,1.697,1.6798,1.6798,40.0695,67.92872002
1662717600,2022-09-09 10:00:00,ELA/USDT,1.6999,1.7186,1.6754,1.6838,965.3401,1645.01232845
1662714000,2022-09-09 09:00:00,ELA/USDT,1.7155,1.7185,1.7034,1.7034,41.3032,70.95948283
1662710400,2022-09-09 08:00:00,ELA/USDT,1.6979,1.7186,1.6903,1.6903,19.6325,33.50267477
1662706800,2022-09-09 07:00:00,ELA/USDT,1.7194,1.7194,1.6983,1.6983,695.9827,1187.85729335
1662703200,2022-09-09 06:00:00,ELA/USDT,1.7184,1.7194,1.7184,1.7194,74.0967,127.37014648
1662699600,2022-09-09 05:00:00,ELA/USDT,1.7184,1.7184,1.7001,1.7184,617.0256,1058.51176927
1662696000,2022-09-09 04:00:00,ELA/USDT,1.7184,1.7184,1.7184,1.7184,308.5763,530.25751392
1662692400,2022-09-09 03:00:00,ELA/USDT,1.7104,1.7184,1.7104,1.7184,27.6755,47.48839829
1662688800,2022-09-09 02:00:00,ELA/USDT,1.7143,1.7143,1.7143,1.7143,0.1,0.17143
1662685200,2022-09-09 01:00:00,ELA/USDT,1.7133,1.7185,1.7133,1.7185,1.1673,2.00261725
1662681600,2022-09-09 00:00:00,ELA/USDT,1.681,1.7183,1.6476,1.6892,1381.7685,2362.63322401
1662678000,2022-09-08 23:00:00,ELA/USDT,1.6786,1.6786,1.6786,1.6786,1.4009,2.35155074
1662674400,2022-09-08 22:00:00,ELA/USDT,1.6837,1.6837,1.6388,1.6388,675.759,1112.72782134
1662670800,2022-09-08 21:00:00,ELA/USDT,1.6551,1.6836,1.655,1.6554,298.2946,494.6543197
1662667200,2022-09-08 20:00:00,ELA/USDT,1.6956,1.7074,1.6413,1.6413,850.1412,1412.68753956
1662663600,2022-09-08 19:00:00,ELA/USDT,1.6629,1.6629,1.6629,1.6629,13.3976,22.27886904
1662660000,2022-09-08 18:00:00,ELA/USDT,1.6577,1.6577,1.6487,1.6487,1.1008,1.82384216
1662656400,2022-09-08 17:00:00,ELA/USDT,1.6689,1.6849,1.6689,1.6849,3.066,5.1192202
1662652800,2022-09-08 16:00:00,ELA/USDT,1.6484,1.7092,1.6484,1.6831,773.4595,1316.73373451
1662649200,2022-09-08 15:00:00,ELA/USDT,1.6613,1.6775,1.6459,1.6459,266.0308,439.66863923
1662645600,2022-09-08 14:00:00,ELA/USDT,1.6562,1.6827,1.6456,1.6827,289.51,484.85274256
1662642000,2022-09-08 13:00:00,ELA/USDT,1.6687,1.6812,1.6687,1.6812,1002.3034,1681.62028494
1662638400,2022-09-08 12:00:00,ELA/USDT,1.6684,1.6773,1.6684,1.6684,109.2692,183.15440118
1662634800,2022-09-08 11:00:00,ELA/USDT,1.67,1.67,1.63,1.67,403.4459,668.15493292
1662631200,2022-09-08 10:00:00,ELA/USDT,1.6554,1.67,1.6426,1.67,24.2787,40.46339974
1662627600,2022-09-08 09:00:00,ELA/USDT,1.6699,1.6699,1.6699,1.6699,4.9409,8.25080891
1662624000,2022-09-08 08:00:00,ELA/USDT,1.6699,1.6739,1.6326,1.67,1141.3676,1905.11315013
1662620400,2022-09-08 07:00:00,ELA/USDT,1.6674,1.6763,1.6408,1.6715,2045.3579,3410.1516714
1662616800,2022-09-08 06:00:00,ELA/USDT,1.68,1.6917,1.6561,1.6561,241.7607,406.20983436
1662613200,2022-09-08 05:00:00,ELA/USDT,1.67,1.6928,1.6552,1.68,3872.452,6497.92124909
1662609600,2022-09-08 04:00:00,ELA/USDT,1.7096,1.7102,1.6468,1.67,6668.5847,11149.18122693
1662606000,2022-09-08 03:00:00,ELA/USDT,1.7115,1.7115,1.7115,1.7115,3.2896,5.6301504
1662602400,2022-09-08 02:00:00,ELA/USDT,1.7071,1.7342,1.6814,1.6814,303.5806,512.96552765
1662598800,2022-09-08 01:00:00,ELA/USDT,1.7255,1.7255,1.7255,1.7255,0.6524,1.1257162
1662595200,2022-09-08 00:00:00,ELA/USDT,1.7259,1.739,1.7259,1.739,5.7136,9.8770063
1662591600,2022-09-07 23:00:00,ELA/USDT,1.7086,1.7086,1.7086,1.7086,0,0
1662588000,2022-09-07 22:00:00,ELA/USDT,1.7086,1.7086,1.7086,1.7086,3.4331,5.86579466
1662584400,2022-09-07 21:00:00,ELA/USDT,1.7224,1.7434,1.7067,1.7067,1005.76,1745.41346562
1662580800,2022-09-07 20:00:00,ELA/USDT,1.6963,1.7239,1.6963,1.7239,425.1166,729.80223968
1662577200,2022-09-07 19:00:00,ELA/USDT,1.7,1.7086,1.6726,1.6827,285.2605,478.76093996
1662573600,2022-09-07 18:00:00,ELA/USDT,1.6947,1.6947,1.6737,1.6926,193.6786,325.52384374
