https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XNO,Volume USDT
1659312000,2022-08-01 00:00:00,XNO/USDT,1.0184,1.05,0.99,1.0168,27828.977,28324.56988241
1659225600,2022-07-31 00:00:00,XNO/USDT,1.009,1.1224,1.0019,1.016,43518.7901,45966.5953005
1659139200,2022-07-30 00:00:00,XNO/USDT,0.9908,1.1366,0.9021,1.01,95766.9433,99071.68531799
1659052800,2022-07-29 00:00:00,XNO/USDT,0.9855,1.0331,0.9637,0.9855,30988.1796,30729.58602763
1658966400,2022-07-28 00:00:00,XNO/USDT,0.957,1.0124,0.944,0.9855,63447.6699,62583.6866791
1658880000,2022-07-27 00:00:00,XNO/USDT,0.8938,0.96,0.8813,0.9531,62147.838,58598.39351777
1658793600,2022-07-26 00:00:00,XNO/USDT,0.9129,0.9212,0.872,0.8936,60373.58923367,53297.81494445758
1658707200,2022-07-25 00:00:00,XNO/USDT,0.9461,0.9503,0.9087,0.9089,26732.4645,24743.92035181
1658620800,2022-07-24 00:00:00,XNO/USDT,0.952,0.99,0.9383,0.9464,24800.7948,23744.08548892
1658534400,2022-07-23 00:00:00,XNO/USDT,0.968,0.99,0.9189,0.9514,23168.1375,22180.97370891
1658448000,2022-07-22 00:00:00,XNO/USDT,0.9583,1.0221,0.9447,0.9623,24085.9876,23516.3512616
1658361600,2022-07-21 00:00:00,XNO/USDT,0.921,1.018,0.898,0.958,59669.84578526,56335.94887694
1658275200,2022-07-20 00:00:00,XNO/USDT,0.9641,0.9944,0.9158,0.919,59291.86187571,56414.181917334754
1658188800,2022-07-19 00:00:00,XNO/USDT,0.98,1,0.9595,0.9641,24702.78597738,24153.861067005585
1658102400,2022-07-18 00:00:00,XNO/USDT,0.9,0.9877,0.8941,0.9831,32222.34717967,30496.016097732485
1658016000,2022-07-17 00:00:00,XNO/USDT,0.9296,0.9878,0.895,0.895,26110.30871621,23989.955739494928
1657929600,2022-07-16 00:00:00,XNO/USDT,0.884,0.9284,0.8745,0.928,59383.57827614,53224.789909370666
1657843200,2022-07-15 00:00:00,XNO/USDT,0.876,0.9043,0.8713,0.8798,39125.04834324,35144.306072785094
1657756800,2022-07-14 00:00:00,XNO/USDT,0.8626,0.8999,0.838,0.8776,27520.60037464,23795.194456845502
1657670400,2022-07-13 00:00:00,XNO/USDT,0.8356,0.8629,0.81,0.8572,58621.40118952,48977.669948115035
1657584000,2022-07-12 00:00:00,XNO/USDT,0.8399,0.8528,0.8124,0.836,126680.59126735,105632.576324577071
1657497600,2022-07-11 00:00:00,XNO/USDT,0.877,0.9189,0.8356,0.836,92094.43769515,82257.412813743057
1657411200,2022-07-10 00:00:00,XNO/USDT,0.908,0.9629,0.8677,0.8794,103771.25133802,93581.964697535018
1657324800,2022-07-09 00:00:00,XNO/USDT,0.885,0.9166,0.877,0.913,19709.69309464,17683.528868687538
1657238400,2022-07-08 00:00:00,XNO/USDT,0.9118,0.9432,0.8821,0.8829,94368.97608308,85494.78047014769
1657152000,2022-07-07 00:00:00,XNO/USDT,0.9165,0.944,0.8878,0.9089,90925.92917757,82930.633154311768
1657065600,2022-07-06 00:00:00,XNO/USDT,0.8418,0.9886,0.823,0.9165,309325.01899093,281825.727669292672
1656979200,2022-07-05 00:00:00,XNO/USDT,0.8399,0.8518,0.8147,0.839,76021.23263844,63979.883192084172
1656892800,2022-07-04 00:00:00,XNO/USDT,0.8063,0.8424,0.7749,0.8424,44807.38770128,36631.02107158969
1656806400,2022-07-03 00:00:00,XNO/USDT,0.8066,0.8311,0.7847,0.8063,43900.67085654,35456.013679801994
1656720000,2022-07-02 00:00:00,XNO/USDT,0.8171,0.8171,0.7799,0.8103,70370.32091025,56415.293558688604
1656633600,2022-07-01 00:00:00,XNO/USDT,0.8236,0.882,0.7966,0.8123,79846.38900637,65737.994457651189
1656547200,2022-06-30 00:00:00,XNO/USDT,0.8029,1.0905,0.7547,0.8211,306181.13493418,273637.048778764866
1656460800,2022-06-29 00:00:00,XNO/USDT,0.8122,0.8187,0.768,0.8029,38524.31580175,30429.02455269984
1656374400,2022-06-28 00:00:00,XNO/USDT,0.8371,0.8507,0.8059,0.8059,62179.00343513,51634.53187483227
1656288000,2022-06-27 00:00:00,XNO/USDT,0.8507,0.8721,0.826,0.8379,14465.58247048,12232.799138655735
1656201600,2022-06-26 00:00:00,XNO/USDT,0.8755,0.9051,0.8507,0.8507,55780.30183772,49771.97434567552
1656115200,2022-06-25 00:00:00,XNO/USDT,0.8715,0.895,0.8516,0.8725,43566.56774779,38154.879084337098
1656028800,2022-06-24 00:00:00,XNO/USDT,0.843,0.89,0.8251,0.871,27927.92717309,24227.769158366198
1655942400,2022-06-23 00:00:00,XNO/USDT,0.793,0.849,0.79,0.8416,41116.58659436,33677.220651681752
1655856000,2022-06-22 00:00:00,XNO/USDT,0.822,0.8369,0.784,0.7952,18194.37141082,14660.259516566739
1655769600,2022-06-21 00:00:00,XNO/USDT,0.7995,0.8468,0.788,0.8261,24365.53411474,19937.907613821869
1655683200,2022-06-20 00:00:00,XNO/USDT,0.7916,0.8059,0.754,0.7995,23036.15714591,17980.087092304658
1655596800,2022-06-19 00:00:00,XNO/USDT,0.7596,0.803,0.715,0.787,44420.84265149,34000.864023305147
1655510400,2022-06-18 00:00:00,XNO/USDT,0.7994,0.817,0.706,0.7611,82945.3095359,62509.211091120179
1655424000,2022-06-17 00:00:00,XNO/USDT,0.793,0.833,0.78,0.7985,51276.21483422,41024.09311768372
1655337600,2022-06-16 00:00:00,XNO/USDT,0.877,0.899,0.7867,0.7931,78933.13391535,65262.847575938338
1655251200,2022-06-15 00:00:00,XNO/USDT,0.823,0.8827,0.772,0.871,94714.17231693,78183.770004723373
1655164800,2022-06-14 00:00:00,XNO/USDT,0.856,1.007,0.809,0.826,283018.40684313,247148.87181400317
1655078400,2022-06-13 00:00:00,XNO/USDT,0.911,0.92,0.76,0.85,179867.01985244,150152.12456211325
1654992000,2022-06-12 00:00:00,XNO/USDT,0.994,1.002,0.904,0.912,109306.18257347,103177.63318123938
1654905600,2022-06-11 00:00:00,XNO/USDT,1.055,1.098,0.974,0.992,131383.2435975,134418.1849422088
1654819200,2022-06-10 00:00:00,XNO/USDT,1.159,1.181,1.039,1.053,52853.21509042,56978.55014266857
1654732800,2022-06-09 00:00:00,XNO/USDT,1.15,1.213,1.138,1.152,39570.77543318,46879.78258110764
1654646400,2022-06-08 00:00:00,XNO/USDT,1.172,1.208,1.151,1.151,59630.76293107,70182.38678686083
1654560000,2022-06-07 00:00:00,XNO/USDT,1.176,1.207,1.12,1.174,61593.0525247,70958.85964349846
1654473600,2022-06-06 00:00:00,XNO/USDT,1.162,1.219,1.157,1.18,38436.53216538,45739.20610037462
1654387200,2022-06-05 00:00:00,XNO/USDT,1.174,1.177,1.097,1.162,92487.63988163,106915.82693485798
1654300800,2022-06-04 00:00:00,XNO/USDT,1.125,1.199,1.112,1.175,59480.57426583,68508.25068040488
1654214400,2022-06-03 00:00:00,XNO/USDT,1.166,1.24,1.095,1.124,101768.71326204,115544.61145191158
1654128000,2022-06-02 00:00:00,XNO/USDT,1.168,1.193,1.129,1.168,30603.28181784,35399.68197471804
1654041600,2022-06-01 00:00:00,XNO/USDT,1.197,1.301,1.102,1.168,79658.88540017,95923.20112328955
1653955200,2022-05-31 00:00:00,XNO/USDT,1.195,1.252,1.166,1.197,53186.88076983,64055.42248621588
1653868800,2022-05-30 00:00:00,XNO/USDT,1.116,1.204,1.107,1.193,52279.07787634,60840.49506258915
1653782400,2022-05-29 00:00:00,XNO/USDT,1.094,1.197,1.078,1.116,61073.11479004,68201.18691473557
1653696000,2022-05-28 00:00:00,XNO/USDT,1.058,1.173,1.056,1.088,71292.26280155,77699.12720370211
1653609600,2022-05-27 00:00:00,XNO/USDT,1.046,1.399,1.024,1.058,524428.04190406,614970.65926984509
1653523200,2022-05-26 00:00:00,XNO/USDT,1.089,1.144,1.012,1.053,79875.4771371,85886.91066487338
1653436800,2022-05-25 00:00:00,XNO/USDT,1.122,1.14,1.081,1.09,48190.59022758,53365.86320437073
1653350400,2022-05-24 00:00:00,XNO/USDT,1.139,1.16,1.05,1.123,68036.9207608,75401.28657715614
1653264000,2022-05-23 00:00:00,XNO/USDT,1.145,1.213,1.126,1.14,77266.56813714,90677.08270361607
1653177600,2022-05-22 00:00:00,XNO/USDT,1.119,1.149,1.104,1.142,49090.55834274,55565.14597767372
1653091200,2022-05-21 00:00:00,XNO/USDT,1.078,1.13,1.066,1.119,36714.28731579,40681.09426114205
1653004800,2022-05-20 00:00:00,XNO/USDT,1.078,1.123,1.022,1.079,94995.18861749,103571.51902903919
1652918400,2022-05-19 00:00:00,XNO/USDT,1.057,1.189,1.018,1.081,106507.57771708,115439.39922956211
1652832000,2022-05-18 00:00:00,XNO/USDT,1.158,1.177,1.05,1.05,56291.42832971,62186.3304833425
1652745600,2022-05-17 00:00:00,XNO/USDT,1.09,1.171,1.086,1.156,56914.07079297,64538.33655270457
1652659200,2022-05-16 00:00:00,XNO/USDT,1.183,1.183,1.078,1.082,78450.2255228,87118.09653555627
1652572800,2022-05-15 00:00:00,XNO/USDT,1.153,1.198,1.096,1.184,94488.47257045,107720.14088308142
1652486400,2022-05-14 00:00:00,XNO/USDT,1.07,1.169,1.013,1.161,147813.87399097,159074.97168956234
1652400000,2022-05-13 00:00:00,XNO/USDT,0.996,1.38,0.978,1.064,341608.18664273,404259.36105084463
1652313600,2022-05-12 00:00:00,XNO/USDT,1.048,1.11,0.868,0.996,383598.51820305,381436.36611762691
1652227200,2022-05-11 00:00:00,XNO/USDT,1.388,1.418,0.941,1.045,394306.5814671,459156.37703135496
1652140800,2022-05-10 00:00:00,XNO/USDT,1.345,1.52,1.307,1.382,179707.35032547,252307.22989066346
1652054400,2022-05-09 00:00:00,XNO/USDT,1.628,1.68,1.344,1.344,265143.46601486,400080.13109978866
1651968000,2022-05-08 00:00:00,XNO/USDT,1.73,1.732,1.589,1.627,295199.18705924,487758.52063347344
1651881600,2022-05-07 00:00:00,XNO/USDT,1.681,2.199,1.622,1.726,1322683.06525844,2532772.48384306314
1651795200,2022-05-06 00:00:00,XNO/USDT,1.619,1.708,1.57,1.684,94713.03424216,153268.71202156666
1651708800,2022-05-05 00:00:00,XNO/USDT,1.798,1.8,1.589,1.62,96522.79055975,162426.0131129877
1651622400,2022-05-04 00:00:00,XNO/USDT,1.674,1.812,1.674,1.798,37624.2004462,66302.19693135905
1651536000,2022-05-03 00:00:00,XNO/USDT,1.727,1.798,1.673,1.676,40754.20013588,70230.59254856606
1651449600,2022-05-02 00:00:00,XNO/USDT,1.752,1.79,1.672,1.728,49426.38095739,85240.67675612045
1651363200,2022-05-01 00:00:00,XNO/USDT,1.649,1.757,1.638,1.757,62402.60381037,106215.59082307987
1651276800,2022-04-30 00:00:00,XNO/USDT,1.829,1.842,1.639,1.646,79465.74352984,140206.37660295207
1651190400,2022-04-29 00:00:00,XNO/USDT,1.924,1.955,1.823,1.828,80254.85552833,149133.02254786836
1651104000,2022-04-28 00:00:00,XNO/USDT,1.912,1.975,1.886,1.928,60277.22205529,116228.27813503495
1651017600,2022-04-27 00:00:00,XNO/USDT,1.884,1.965,1.88,1.91,58576.83146717,112125.43367074702
1650931200,2022-04-26 00:00:00,XNO/USDT,2.123,2.13,1.875,1.884,107383.28224986,212636.77440179321
1650844800,2022-04-25 00:00:00,XNO/USDT,2.022,2.221,1.906,2.122,111085.34783415,226805.33130853659
1650758400,2022-04-24 00:00:00,XNO/USDT,2.072,2.114,2.021,2.027,45722.06112374,94560.54668128616
1650672000,2022-04-23 00:00:00,XNO/USDT,2.06,2.1,2.013,2.069,37239.77000513,76490.05759170851
1650585600,2022-04-22 00:00:00,XNO/USDT,2.04,2.11,2.035,2.06,48747.46766655,100468.65728779412
1650499200,2022-04-21 00:00:00,XNO/USDT,2.112,2.17,1.96,2.036,54737.36220779,112842.80489822918
1650412800,2022-04-20 00:00:00,XNO/USDT,2.145,2.25,2.087,2.112,63153.7773731,134882.02635981715
1650326400,2022-04-19 00:00:00,XNO/USDT,2.145,2.167,2.092,2.14,82449.05275759,174746.34646715202
1650240000,2022-04-18 00:00:00,XNO/USDT,2.066,2.145,1.99,2.145,64056.02166962,132066.54377540974
1650153600,2022-04-17 00:00:00,XNO/USDT,2.135,2.175,2.062,2.068,30582.92610508,64900.92750407363
1650067200,2022-04-16 00:00:00,XNO/USDT,2.16,2.197,2.12,2.137,32457.38104745,70083.04981349038
1649980800,2022-04-15 00:00:00,XNO/USDT,2.185,2.208,2.13,2.161,46846.55576977,101276.1657193047
1649894400,2022-04-14 00:00:00,XNO/USDT,2.284,2.335,2.17,2.186,42105.86956604,93820.36351550288
1649808000,2022-04-13 00:00:00,XNO/USDT,2.27,2.319,2.221,2.284,58504.67341922,132502.49616320922
1649721600,2022-04-12 00:00:00,XNO/USDT,2.191,2.326,2.169,2.277,82820.52728183,187972.01625717509
1649635200,2022-04-11 00:00:00,XNO/USDT,2.459,2.459,2.177,2.193,77783.49823303,178875.38472776315
1649548800,2022-04-10 00:00:00,XNO/USDT,2.44,2.607,2.388,2.452,57970.9711279,143063.20426065217
1649462400,2022-04-09 00:00:00,XNO/USDT,2.422,2.501,2.403,2.44,40018.74605105,97445.41425486356
1649376000,2022-04-08 00:00:00,XNO/USDT,2.501,2.571,2.419,2.422,47860.34314788,119308.33477440339
1649289600,2022-04-07 00:00:00,XNO/USDT,2.487,2.55,2.449,2.501,39415.47303786,98080.7040674519
1649203200,2022-04-06 00:00:00,XNO/USDT,2.695,2.79,2.455,2.487,87691.80317826,227605.34157976002
1649116800,2022-04-05 00:00:00,XNO/USDT,2.865,2.95,2.687,2.695,118825.10546139,332509.54973694179
1649030400,2022-04-04 00:00:00,XNO/USDT,2.723,3.274,2.693,2.869,473780.41242862,1408607.52609673008
1648944000,2022-04-03 00:00:00,XNO/USDT,2.538,2.814,2.478,2.725,147730.69646366,395199.75322459496
1648857600,2022-04-02 00:00:00,XNO/USDT,2.53,2.642,2.528,2.541,57468.35109764,149047.43984862355
1648771200,2022-04-01 00:00:00,XNO/USDT,2.476,2.583,2.341,2.535,60917.61746757,150855.24740572143
1648684800,2022-03-31 00:00:00,XNO/USDT,2.514,2.744,2.46,2.474,85835.71963271,218926.11756258138
1648598400,2022-03-30 00:00:00,XNO/USDT,2.501,2.761,2.465,2.507,76697.26794893,194662.67374398391
1648512000,2022-03-29 00:00:00,XNO/USDT,2.494,2.619,2.455,2.501,42839.66115631,108337.96724178903
1648425600,2022-03-28 00:00:00,XNO/USDT,2.54,2.632,2.487,2.495,52672.72772433,135827.39766426664
1648339200,2022-03-27 00:00:00,XNO/USDT,2.504,2.591,2.451,2.533,59528.48038176,149566.11847269368
1648252800,2022-03-26 00:00:00,XNO/USDT,2.435,2.574,2.409,2.488,57924.16458447,142792.88112380241
1648166400,2022-03-25 00:00:00,XNO/USDT,2.324,2.889,2.303,2.436,202176.68140358,517692.40419846877
1648080000,2022-03-24 00:00:00,XNO/USDT,2.274,2.39,2.261,2.324,64669.61052659,149954.62606939681
1647993600,2022-03-23 00:00:00,XNO/USDT,2.227,2.357,2.217,2.277,69102.00668027,157882.70111373684
1647907200,2022-03-22 00:00:00,XNO/USDT,2.217,2.319,2.205,2.227,69792.29934965,157750.99265593401
1647820800,2022-03-21 00:00:00,XNO/USDT,2.205,2.29,2.17,2.207,34662.83939609,76629.60109603208
1647734400,2022-03-20 00:00:00,XNO/USDT,2.269,2.374,2.2,2.214,70643.55357047,157953.74139135773
1647648000,2022-03-19 00:00:00,XNO/USDT,2.34,2.394,2.242,2.268,67098.13600097,156276.36915590231
1647561600,2022-03-18 00:00:00,XNO/USDT,2.604,2.616,2.25,2.33,197465.99989706,470546.75005017567
1647475200,2022-03-17 00:00:00,XNO/USDT,2.302,3,2.014,2.602,1008868.30338343,2534233.86355894337
1647388800,2022-03-16 00:00:00,XNO/USDT,1.697,3.162,1.673,2.31,738039.60299242,1769406.17982382841
1647302400,2022-03-15 00:00:00,XNO/USDT,1.696,1.724,1.635,1.698,37304.23145333,62751.80727576145
1647216000,2022-03-14 00:00:00,XNO/USDT,1.622,1.707,1.616,1.695,39451.94731685,65874.41805489321
1647129600,2022-03-13 00:00:00,XNO/USDT,1.712,1.737,1.607,1.625,53792.18100407,90160.99122060191
1647043200,2022-03-12 00:00:00,XNO/USDT,1.688,1.782,1.678,1.712,34940.97982715,59856.15400995228
1646956800,2022-03-11 00:00:00,XNO/USDT,1.681,1.732,1.655,1.684,57894.66467811,98000.99640414231
1646870400,2022-03-10 00:00:00,XNO/USDT,1.741,1.76,1.639,1.681,54790.09186231,92932.59889190734
1646784000,2022-03-09 00:00:00,XNO/USDT,1.672,1.791,1.651,1.751,120417.07758401,209958.59397279017
1646697600,2022-03-08 00:00:00,XNO/USDT,1.609,1.689,1.57,1.671,49501.04499765,80973.40436150437
1646611200,2022-03-07 00:00:00,XNO/USDT,1.671,1.695,1.579,1.61,67994.43111091,111250.36372443018
1646524800,2022-03-06 00:00:00,XNO/USDT,1.812,1.822,1.671,1.671,67429.40215526,115724.32069189857
1646438400,2022-03-05 00:00:00,XNO/USDT,1.745,1.993,1.725,1.802,90113.60240533,164640.68991792444
1646352000,2022-03-04 00:00:00,XNO/USDT,1.865,2.06,1.73,1.746,52052.67987212,95675.35846302652
1646265600,2022-03-03 00:00:00,XNO/USDT,1.863,2.022,1.852,1.865,38153.90256387,73088.2028293793
1646179200,2022-03-02 00:00:00,XNO/USDT,1.912,1.932,1.75,1.862,60656.2482612,114388.13339120989
1646092800,2022-03-01 00:00:00,XNO/USDT,1.927,1.96,1.84,1.912,75913.9495856,144926.88715448137
1646006400,2022-02-28 00:00:00,XNO/USDT,1.743,1.987,1.679,1.929,65299.12130671,120962.66533896342
1645920000,2022-02-27 00:00:00,XNO/USDT,1.855,1.903,1.732,1.743,37737.45467002,68496.27955743769
1645833600,2022-02-26 00:00:00,XNO/USDT,1.858,1.902,1.836,1.863,25951.10240988,48533.86699542536
1645747200,2022-02-25 00:00:00,XNO/USDT,1.763,1.878,1.762,1.857,64748.6325444,117592.07595097754
1645660800,2022-02-24 00:00:00,XNO/USDT,1.908,1.931,1.576,1.771,191968.11283612,333708.96506966009
1645574400,2022-02-23 00:00:00,XNO/USDT,1.58,58.462,1.58,1.904,326022.91495558,674407.70002147031
