https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume GMT
1663545600000,2022-09-19 00:00:00,GMT/BTC,5.15e-06,5.16e-06,5.13e-06,5.15e-06,0.03681735,7149.0
1663459200000,2022-09-18 00:00:00,GMT/BTC,5.27e-06,5.36e-06,5.1e-06,5.14e-06,0.6933146460903474,134886.11791641
1663372800000,2022-09-17 00:00:00,GMT/BTC,5.6e-06,5.83e-06,5.17e-06,5.25e-06,0.7736974523372325,147370.94330233
1663286400000,2022-09-16 00:00:00,GMT/BTC,5.58e-06,5.77e-06,5.52e-06,5.6e-06,0.81325642695416,145224.3619561
1663200000000,2022-09-15 00:00:00,GMT/BTC,5.43e-06,5.65e-06,5.27e-06,5.6e-06,0.833478133144608,148835.38091868
1663113600000,2022-09-14 00:00:00,GMT/BTC,5.34e-06,5.43e-06,5.2e-06,5.42e-06,0.6091213873657556,112384.01980918
1663027200000,2022-09-13 00:00:00,GMT/BTC,5.09e-06,5.44e-06,5.05e-06,5.29e-06,0.6593569161000086,124642.13914934
1662940800000,2022-09-12 00:00:00,GMT/BTC,5.32e-06,5.33e-06,5.02e-06,5.05e-06,0.6786045865541149,134377.1458523
1662854400000,2022-09-11 00:00:00,GMT/BTC,5.25e-06,5.36e-06,5.24e-06,5.33e-06,0.7364214072306324,138165.36721025
1662768000000,2022-09-10 00:00:00,GMT/BTC,5.33e-06,5.42e-06,5.22e-06,5.24e-06,0.7401819126984611,141256.09020963
1662681600000,2022-09-09 00:00:00,GMT/BTC,5.75e-06,5.76e-06,5.27e-06,5.33e-06,0.7524094467217834,141164.99938495
1662595200000,2022-09-08 00:00:00,GMT/BTC,5.54e-06,5.82e-06,5.52e-06,5.71e-06,0.7986002139465574,139859.93238994
1662508800000,2022-09-07 00:00:00,GMT/BTC,5.54e-06,5.59e-06,5.26e-06,5.54e-06,0.7947776324116067,143461.66650029
1662422400000,2022-09-06 00:00:00,GMT/BTC,5.1e-06,5.68e-06,5.08e-06,5.53e-06,0.7723435514693375,139664.29502158
1662336000000,2022-09-05 00:00:00,GMT/BTC,5.09e-06,5.14e-06,4.93e-06,5.1e-06,0.683603033366145,134039.81046395
1662249600000,2022-09-04 00:00:00,GMT/BTC,4.98e-06,5.13e-06,4.83e-06,5.1e-06,0.702682090273593,137780.80201443
1662163200000,2022-09-03 00:00:00,GMT/BTC,4.79e-06,5.05e-06,4.76e-06,5.01e-06,0.6628674753849235,132308.87732234
1662076800000,2022-09-02 00:00:00,GMT/BTC,4.97e-06,5.14e-06,4.76e-06,4.8e-06,0.477992065580016,99581.68032917
1661990400000,2022-09-01 00:00:00,GMT/BTC,4.97e-06,5.82e-06,4.79e-06,4.98e-06,0.7569874316359871,152005.50836064
1661904000000,2022-08-31 00:00:00,GMT/BTC,5.03e-06,5.07e-06,4.94e-06,4.97e-06,0.6499395899976665,130772.55331945
1661817600000,2022-08-30 00:00:00,GMT/BTC,4.94e-06,5.08e-06,4.9e-06,5e-06,0.7104144916935001,142082.8983387
1661731200000,2022-08-29 00:00:00,GMT/BTC,4.92e-06,4.99e-06,4.85e-06,4.93e-06,0.6956733555114717,141110.21409969
1661644800000,2022-08-28 00:00:00,GMT/BTC,4.97e-06,4.98e-06,4.88e-06,4.92e-06,0.6790205898501349,138012.31501019
1661558400000,2022-08-27 00:00:00,GMT/BTC,4.94e-06,5.01e-06,4.88e-06,4.98e-06,0.6788674661462009,136318.76830245
1661472000000,2022-08-26 00:00:00,GMT/BTC,4.99e-06,5.19e-06,4.91e-06,4.96e-06,0.6697159751642672,135023.38208957
1661385600000,2022-08-25 00:00:00,GMT/BTC,4.98e-06,5.01e-06,4.93e-06,4.97e-06,0.6908425091837486,139002.51693838
1661299200000,2022-08-24 00:00:00,GMT/BTC,4.95e-06,5.05e-06,4.9e-06,4.99e-06,0.6726416358970952,134797.92302547
1661212800000,2022-08-23 00:00:00,GMT/BTC,4.93e-06,5.19e-06,4.88e-06,4.96e-06,0.7170583402973648,144568.21376963
1661126400000,2022-08-22 00:00:00,GMT/BTC,4.91e-06,4.92e-06,4.91e-06,4.91e-06,0.031325799999999994,6380.0
1661040000000,2022-08-21 00:00:00,GMT/BTC,4.8e-06,4.98e-06,4.72e-06,4.92e-06,0.649590929486016,132030.6767248
1660953600000,2022-08-20 00:00:00,GMT/BTC,4.88e-06,4.89e-06,4.64e-06,4.75e-06,0.6650531242785875,140011.18405865
1660867200000,2022-08-19 00:00:00,GMT/BTC,4.76e-06,5e-06,4.76e-06,4.86e-06,0.6757064181300474,139034.24241359
1660780800000,2022-08-18 00:00:00,GMT/BTC,4.77e-06,4.82e-06,4.74e-06,4.79e-06,0.7008364090520315,146312.40272485
1660694400000,2022-08-17 00:00:00,GMT/BTC,5.11e-06,5.2e-06,4.74e-06,4.76e-06,0.6371939306086452,133864.27113627
1660608000000,2022-08-16 00:00:00,GMT/BTC,5.18e-06,5.21e-06,5.05e-06,5.12e-06,0.705808696805632,137853.26109485
1660521600000,2022-08-15 00:00:00,GMT/BTC,5.17e-06,5.21e-06,5.12e-06,5.17e-06,0.7169181460357817,138668.88704754
1660435200000,2022-08-14 00:00:00,GMT/BTC,5.33e-06,5.33e-06,5.17e-06,5.17e-06,0.732585008215754,141699.22789473
1660348800000,2022-08-13 00:00:00,GMT/BTC,5.21e-06,5.34e-06,5.18e-06,5.33e-06,0.7610303934266696,142782.43779112
1660262400000,2022-08-12 00:00:00,GMT/BTC,5.3e-06,5.32e-06,5.18e-06,5.21e-06,0.72898956662,139921.222
1660176000000,2022-08-11 00:00:00,GMT/BTC,5.39e-06,5.4e-06,5.26e-06,5.28e-06,0.6726827331621408,127402.03279586
1660089600000,2022-08-10 00:00:00,GMT/BTC,5.31e-06,5.41e-06,5.28e-06,5.38e-06,0.5560874016976426,103361.97057577
1660003200000,2022-08-09 00:00:00,GMT/BTC,5.48e-06,5.48e-06,5.36e-06,5.36e-06,0.03242323496,6049.111
1659916800000,2022-08-08 00:00:00,GMT/BTC,5.25e-06,5.48e-06,5.18e-06,5.43e-06,0.7832300590979708,144241.26318563
1659830400000,2022-08-07 00:00:00,GMT/BTC,5.16e-06,5.32e-06,5.05e-06,5.25e-06,0.7213872361422299,137407.09259852
1659744000000,2022-08-06 00:00:00,GMT/BTC,5.29e-06,5.47e-06,5.1e-06,5.15e-06,0.708000063414629,137475.74046886
1659657600000,2022-08-05 00:00:00,GMT/BTC,5.12e-06,5.47e-06,5.09e-06,5.23e-06,0.6728920885188598,128660.05516613
1659571200000,2022-08-04 00:00:00,GMT/BTC,5.02e-06,5.25e-06,4.99e-06,5.1e-06,0.7232315876948281,141810.11523428
1659484800000,2022-08-03 00:00:00,GMT/BTC,4.93e-06,5.03e-06,4.87e-06,5.02e-06,0.6941670189078192,138280.28265096
1659398400000,2022-08-02 00:00:00,GMT/BTC,4.91e-06,4.98e-06,4.84e-06,4.96e-06,0.6902512213777648,139163.55269713
1659312000000,2022-08-01 00:00:00,GMT/BTC,5.07e-06,5.12e-06,4.88e-06,4.9e-06,0.66547110157031,135810.4288919
1659225600000,2022-07-31 00:00:00,GMT/BTC,5.16e-06,5.17e-06,4.94e-06,5.05e-06,0.6915225057456805,136935.14965261
1659139200000,2022-07-30 00:00:00,GMT/BTC,5.16e-06,5.2e-06,5.05e-06,5.14e-06,0.698883520782136,135969.5565724
1659052800000,2022-07-29 00:00:00,GMT/BTC,4.9e-06,5.18e-06,4.79e-06,5.17e-06,0.7148536399502685,138269.56285305
1658966400000,2022-07-28 00:00:00,GMT/BTC,4.99e-06,5.13e-06,4.9e-06,4.94e-06,0.69065963050682,139809.641803
1658880000000,2022-07-27 00:00:00,GMT/BTC,4.81e-06,5.03e-06,4.79e-06,5e-06,0.6761767749976502,135235.35499953
1658793600000,2022-07-26 00:00:00,GMT/BTC,4.75e-06,4.85e-06,4.62e-06,4.78e-06,0.6506234345625634,136113.68923903
1658707200000,2022-07-25 00:00:00,GMT/BTC,4.92e-06,4.97e-06,4.5e-06,4.64e-06,0.6904620167568895,148806.46912864
1658620800000,2022-07-24 00:00:00,GMT/BTC,4.89e-06,5.02e-06,4.85e-06,4.96e-06,0.6807355315999072,137245.06685482
1658534400000,2022-07-23 00:00:00,GMT/BTC,4.73e-06,4.93e-06,4.71e-06,4.89e-06,0.6635286545271735,135690.93139615
1658448000000,2022-07-22 00:00:00,GMT/BTC,4.77e-06,4.84e-06,4.71e-06,4.72e-06,0.646257503528876,136918.96261205
1658361600000,2022-07-21 00:00:00,GMT/BTC,4.63e-06,4.81e-06,4.58e-06,4.79e-06,0.6460852689192758,134882.10207083
1658275200000,2022-07-20 00:00:00,GMT/BTC,4.76e-06,4.76e-06,4.56e-06,4.63e-06,0.6126586708012957,132323.68699812
1658188800000,2022-07-19 00:00:00,GMT/BTC,5.02e-06,5.09e-06,4.5e-06,4.76e-06,0.6796497270612757,142783.55610531
1658102400000,2022-07-18 00:00:00,GMT/BTC,4.9e-06,5.05e-06,4.81e-06,5.01e-06,0.6727480611936847,134281.05013846
1658016000000,2022-07-17 00:00:00,GMT/BTC,5.05e-06,5.13e-06,4.7e-06,4.89e-06,0.6884894570684594,140795.38999355
1657929600000,2022-07-16 00:00:00,GMT/BTC,4.94e-06,5.13e-06,4.78e-06,5.05e-06,0.695745209448685,137771.3286037
1657843200000,2022-07-15 00:00:00,GMT/BTC,5.04e-06,5.05e-06,4.73e-06,4.95e-06,0.7229211229932616,146044.67131177
1657756800000,2022-07-14 00:00:00,GMT/BTC,5.1e-06,5.22e-06,4.96e-06,5.05e-06,0.6916813046591,136966.594982
1657670400000,2022-07-13 00:00:00,GMT/BTC,5.14e-06,5.33e-06,5.07e-06,5.11e-06,0.6962935889991858,136260.97632078
1657584000000,2022-07-12 00:00:00,GMT/BTC,5.06e-06,5.15e-06,4.81e-06,5.14e-06,0.676806585281788,131674.4329342
1657497600000,2022-07-11 00:00:00,GMT/BTC,4.84e-06,5.09e-06,4.83e-06,5.04e-06,0.6950383506374616,137904.43465029
1657411200000,2022-07-10 00:00:00,GMT/BTC,4.82e-06,4.93e-06,4.81e-06,4.86e-06,0.6567555856480236,135134.89416626
1657324800000,2022-07-09 00:00:00,GMT/BTC,4.92e-06,4.93e-06,4.76e-06,4.83e-06,0.607657787810764,125809.06579933
1657238400000,2022-07-08 00:00:00,GMT/BTC,5.02e-06,5.06e-06,4.74e-06,4.9e-06,0.6515122232022459,132961.67820454
1657152000000,2022-07-07 00:00:00,GMT/BTC,5.21e-06,5.24e-06,4.99e-06,5.05e-06,0.685694608690994,135781.11063188
1657065600000,2022-07-06 00:00:00,GMT/BTC,5.42e-06,5.44e-06,5.17e-06,5.23e-06,0.6840986947199124,130802.80969788
1656979200000,2022-07-05 00:00:00,GMT/BTC,5.33e-06,5.53e-06,5.27e-06,5.43e-06,0.7548603101929563,139016.63171141
