https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume IMX,Volume USDT
1663459200,2022-09-18 00:00:00,IMX/USDT,0.8107,0.8109,0.8007,0.8024,22489.33303331,18069.578199276323
1663372800,2022-09-17 00:00:00,IMX/USDT,0.7958,0.8129,0.7933,0.8103,209645.48540977,168167.421976032923
1663286400,2022-09-16 00:00:00,IMX/USDT,0.7979,0.8126,0.7705,0.7953,411356.4146348,327604.513758837389
1663200000,2022-09-15 00:00:00,IMX/USDT,0.8237,0.8266,0.7741,0.798,764822.95859436,609718.646618073952
1663113600,2022-09-14 00:00:00,IMX/USDT,0.8057,0.8299,0.7962,0.8238,534021.02646679,435148.299139818642
1663027200,2022-09-13 00:00:00,IMX/USDT,0.8642,0.8914,0.7957,0.8062,1282065.55511342,1079958.740783693865
1662940800,2022-09-12 00:00:00,IMX/USDT,0.867,0.9309,0.8343,0.8645,1285886.7580691,1128401.683706896084
1662854400,2022-09-11 00:00:00,IMX/USDT,0.8707,0.8864,0.8451,0.8664,621899.623709,540448.089372342703
1662768000,2022-09-10 00:00:00,IMX/USDT,0.8803,0.8916,0.8592,0.8714,693355.24879983,605762.793112580987
1662681600,2022-09-09 00:00:00,IMX/USDT,0.8187,0.884,0.8187,0.8806,879119.7453619,755861.927444076279
1662595200,2022-09-08 00:00:00,IMX/USDT,0.8277,0.8357,0.7951,0.818,717165.04749506,584145.875481090296
1662508800,2022-09-07 00:00:00,IMX/USDT,0.7747,0.8454,0.7563,0.8271,960570.27565066,770051.268836153953
1662422400,2022-09-06 00:00:00,IMX/USDT,0.8473,0.865,0.771,0.7732,975443.56937422,799323.246384685549
1662336000,2022-09-05 00:00:00,IMX/USDT,0.8449,0.8603,0.8192,0.8472,447030.95897887,374957.571438442956
1662249600,2022-09-04 00:00:00,IMX/USDT,0.8242,0.8463,0.8177,0.844,227364.05716359,189520.609290000414
1662163200,2022-09-03 00:00:00,IMX/USDT,0.8282,0.8313,0.8071,0.8234,180006.47812862,147876.047766648025
1662076800,2022-09-02 00:00:00,IMX/USDT,0.8307,0.8516,0.8061,0.8288,794484.47040917,659888.804554965737
1661990400,2022-09-01 00:00:00,IMX/USDT,0.8326,0.8505,0.7936,0.8298,576830.3288463,473681.837001850133
1661904000,2022-08-31 00:00:00,IMX/USDT,0.8349,0.8691,0.825,0.8325,617871.51776381,525475.457814225303
1661817600,2022-08-30 00:00:00,IMX/USDT,0.8704,0.8781,0.8057,0.8333,697925.69577359,589810.663187721654
1661731200,2022-08-29 00:00:00,IMX/USDT,0.7768,0.8727,0.759,0.8704,1212264.19846056,1010601.398723074424
1661644800,2022-08-28 00:00:00,IMX/USDT,0.7898,0.8116,0.7728,0.7738,374211.52255737,297671.627330804342
1661558400,2022-08-27 00:00:00,IMX/USDT,0.7755,0.7992,0.7698,0.7896,563553.66675107,442960.560065922265
1661472000,2022-08-26 00:00:00,IMX/USDT,0.8665,0.8824,0.7637,0.776,1516830.75142644,1263410.628207981904
1661385600,2022-08-25 00:00:00,IMX/USDT,0.8595,0.887,0.8507,0.8668,392131.40211572,340588.505270815111
1661299200,2022-08-24 00:00:00,IMX/USDT,0.8709,0.8832,0.8421,0.859,540695.54093814,468378.584323201764
1661212800,2022-08-23 00:00:00,IMX/USDT,0.851,0.8872,0.8325,0.8681,512859.53968689,443115.418818715109
1661126400,2022-08-22 00:00:00,IMX/USDT,0.8746,0.8777,0.8175,0.8506,637122.77120821,541196.227246256011
1661040000,2022-08-21 00:00:00,IMX/USDT,0.8614,0.8997,0.8588,0.8747,995371.41003397,872504.279802299235
1660953600,2022-08-20 00:00:00,IMX/USDT,0.8793,0.9036,0.8254,0.8614,1306428.37774096,1141348.907740646455
1660867200,2022-08-19 00:00:00,IMX/USDT,0.9019,0.9116,0.8211,0.8781,2023973.25305734,1759379.241614523924
1660780800,2022-08-18 00:00:00,IMX/USDT,0.9662,0.9862,0.888,0.9012,876095.74153962,832974.565641029929
1660694400,2022-08-17 00:00:00,IMX/USDT,1.0224,1.063,0.944,0.9655,938653.3269231,931140.453778017001
1660608000,2022-08-16 00:00:00,IMX/USDT,1.0416,1.0528,1.01,1.0225,723253.17043946,743988.044305156773
1660521600,2022-08-15 00:00:00,IMX/USDT,1.0972,1.1276,1.0146,1.0415,1195886.75990618,1273719.183925540837
1660435200,2022-08-14 00:00:00,IMX/USDT,1.1378,1.1693,1.0674,1.0963,751346.23333287,842727.882571292256
1660348800,2022-08-13 00:00:00,IMX/USDT,1.1464,1.1717,1.128,1.1366,547334.09275479,628373.493230395584
1660262400,2022-08-12 00:00:00,IMX/USDT,1.1264,1.15,1.102,1.146,614124.0929175,693861.99019667779
1660176000,2022-08-11 00:00:00,IMX/USDT,1.1347,1.1815,1.1063,1.1259,1045325.44150869,1206075.848525160912
1660089600,2022-08-10 00:00:00,IMX/USDT,1.1083,1.178,1.0608,1.1347,1259151.56597177,1420113.648601281772
1660003200,2022-08-09 00:00:00,IMX/USDT,1.211,1.2787,1.08,1.1063,1864808.00114617,2195359.267969237337
1659916800,2022-08-08 00:00:00,IMX/USDT,1.1374,1.2394,1.1368,1.2119,1343905.310747,1602256.869582874994
1659830400,2022-08-07 00:00:00,IMX/USDT,1.1309,1.163,1.1009,1.1371,875694.20123748,994386.086455042642
1659744000,2022-08-06 00:00:00,IMX/USDT,1.1859,1.2247,1.1209,1.1311,862258.54039728,1012732.61239139806
1659657600,2022-08-05 00:00:00,IMX/USDT,1.1293,1.1952,1.1217,1.1853,1222157.55608428,1418374.185751745124
1659571200,2022-08-04 00:00:00,IMX/USDT,1.0829,1.2338,1.0812,1.1286,1801632.02075816,2086802.817198280005
1659484800,2022-08-03 00:00:00,IMX/USDT,1.0482,1.1496,1.0214,1.0832,2277862.48252962,2454954.921762565282
1659398400,2022-08-02 00:00:00,IMX/USDT,1.0791,1.0935,0.978,1.0475,1378607.21769333,1425494.715901554854
1659312000,2022-08-01 00:00:00,IMX/USDT,1.0812,1.1488,1.0447,1.0785,1711567.06646536,1866235.217804509127
1659225600,2022-07-31 00:00:00,IMX/USDT,1.1895,1.2029,1.0724,1.0806,2892544.74696731,3335890.368266611565
1659139200,2022-07-30 00:00:00,IMX/USDT,1.0605,1.2956,1.0605,1.1868,4454695.41432242,5268648.828429608413
1659052800,2022-07-29 00:00:00,IMX/USDT,0.9539,1.0942,0.9303,1.058,3242719.6637355,3323371.0235698824
1658966400,2022-07-28 00:00:00,IMX/USDT,0.8901,0.9645,0.8724,0.9531,1959250.14414709,1803248.913738545054
1658880000,2022-07-27 00:00:00,IMX/USDT,0.8164,0.8901,0.7896,0.8898,1579834.08197602,1305764.081216107504
1658793600,2022-07-26 00:00:00,IMX/USDT,0.8257,0.8293,0.7829,0.816,1921643.83556012,1534476.692487308874
1658707200,2022-07-25 00:00:00,IMX/USDT,0.9189,0.925,0.8227,0.8254,1222450.45517563,1068317.788720839162
1658620800,2022-07-24 00:00:00,IMX/USDT,0.9251,0.9415,0.9091,0.9181,756091.28040396,698159.840260938643
1658534400,2022-07-23 00:00:00,IMX/USDT,0.9292,0.9683,0.895,0.9233,951513.56521172,882180.081251103278
1658448000,2022-07-22 00:00:00,IMX/USDT,0.9856,1.024,0.924,0.9272,1918339.98129899,1883462.702636746136
1658361600,2022-07-21 00:00:00,IMX/USDT,0.9782,0.9996,0.9322,0.984,1957609.25866631,1892497.302640248831
1658275200,2022-07-20 00:00:00,IMX/USDT,1.0399,1.1306,0.97,0.9774,2931644.45625616,3090305.528581235854
1658188800,2022-07-19 00:00:00,IMX/USDT,1.0286,1.073,0.9705,1.0398,3795686.7964408,3870463.50313580592
1658102400,2022-07-18 00:00:00,IMX/USDT,0.914,1.055,0.9104,1.0288,2509337.16822539,2509860.830333158654
1658016000,2022-07-17 00:00:00,IMX/USDT,0.9267,0.9492,0.9056,0.911,683641.07969171,633366.120211480684
1657929600,2022-07-16 00:00:00,IMX/USDT,0.9033,0.9506,0.8811,0.928,799998.43571444,731229.417468794025
1657843200,2022-07-15 00:00:00,IMX/USDT,0.9172,0.937,0.89,0.9025,1092511.48528489,999859.33859685308
1657756800,2022-07-14 00:00:00,IMX/USDT,0.8842,0.9181,0.8454,0.9171,859953.72527733,759831.023629370014
1657670400,2022-07-13 00:00:00,IMX/USDT,0.8272,0.8916,0.8084,0.8833,1594741.97291025,1343418.15373927137
1657584000,2022-07-12 00:00:00,IMX/USDT,0.8557,0.8837,0.8239,0.8272,1079552.42042161,927320.964241087162
1657497600,2022-07-11 00:00:00,IMX/USDT,0.9131,0.9177,0.8496,0.8585,1086745.43157503,970547.485506806384
1657411200,2022-07-10 00:00:00,IMX/USDT,0.972,0.9784,0.8926,0.9129,964312.8392817,890948.105579844987
1657324800,2022-07-09 00:00:00,IMX/USDT,0.9668,0.9961,0.9525,0.9726,671964.50233743,656915.17941418884
1657238400,2022-07-08 00:00:00,IMX/USDT,1.0059,1.0403,0.9573,0.9659,1162299.13674646,1157005.735828358906
1657152000,2022-07-07 00:00:00,IMX/USDT,1.0141,1.0366,0.9662,1.004,1245407.02697883,1251272.355334658982
1657065600,2022-07-06 00:00:00,IMX/USDT,0.9917,1.0274,0.9724,1.0149,1628018.07763589,1635076.459404664461
1656979200,2022-07-05 00:00:00,IMX/USDT,0.9598,1.0217,0.9258,0.99,2539077.14699702,2454098.447521732509
1656892800,2022-07-04 00:00:00,IMX/USDT,0.8966,0.9634,0.8816,0.958,1249836.91597813,1149572.129978475117
1656806400,2022-07-03 00:00:00,IMX/USDT,0.8892,0.9243,0.8632,0.8954,736499.79607729,657449.87833373014
1656720000,2022-07-02 00:00:00,IMX/USDT,0.8984,0.9165,0.8568,0.8885,1068367.7045174,944546.892646632867
1656633600,2022-07-01 00:00:00,IMX/USDT,1.0048,1.0408,0.8869,0.8985,3684667.08937466,3495125.72141102744
