https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume QI,Volume USDT
1663459200,2022-09-18 00:00:00,QI/USDT,0.01105,0.01105,0.01094,0.01097,28252.48053755,309.7715939349275
1663372800,2022-09-17 00:00:00,QI/USDT,0.01039,0.0112,0.01039,0.01105,4972100.31050296,53944.7825839594079
1663286400,2022-09-16 00:00:00,QI/USDT,0.0104,0.01047,0.0101,0.01036,2627140.24875991,27065.6197351588448
1663200000,2022-09-15 00:00:00,QI/USDT,0.0109,0.01097,0.01028,0.01043,5051158.90217005,53999.3138646126621
1663113600,2022-09-14 00:00:00,QI/USDT,0.01043,0.01098,0.0104,0.01095,4902595.74807914,52246.8727338014535
1663027200,2022-09-13 00:00:00,QI/USDT,0.01146,0.0117,0.01041,0.01041,5719084.50962742,62227.3036291303182
1662940800,2022-09-12 00:00:00,QI/USDT,0.0118,0.01214,0.01132,0.01146,4450449.97826184,52513.7090208599364
1662854400,2022-09-11 00:00:00,QI/USDT,0.01208,0.01284,0.01167,0.01189,7759289.44207174,93756.3225842750282
1662768000,2022-09-10 00:00:00,QI/USDT,0.01147,0.01235,0.01138,0.01211,7427713.91458967,86451.344434727991
1662681600,2022-09-09 00:00:00,QI/USDT,0.01111,0.0117,0.01104,0.01148,6590842.47165419,75719.388750821782
1662595200,2022-09-08 00:00:00,QI/USDT,0.01069,0.0125,0.01043,0.01109,9559525.69332706,110208.2467062230335
1662508800,2022-09-07 00:00:00,QI/USDT,0.01032,0.01076,0.01012,0.01069,1896180.86585615,19766.8886511751264
1662422400,2022-09-06 00:00:00,QI/USDT,0.01116,0.01146,0.01032,0.01032,5351477.62947009,58590.5502243523165
1662336000,2022-09-05 00:00:00,QI/USDT,0.01143,0.01146,0.01085,0.01114,2669767.71803533,29474.3416392685161
1662249600,2022-09-04 00:00:00,QI/USDT,0.01113,0.01143,0.01105,0.01143,1703061.55923987,19166.6274540292318
1662163200,2022-09-03 00:00:00,QI/USDT,0.01136,0.01153,0.01097,0.01113,2880764.79066661,32306.2353299419869
1662076800,2022-09-02 00:00:00,QI/USDT,0.01132,0.0119,0.0112,0.01131,2870591.70948659,33164.899958251363
1661990400,2022-09-01 00:00:00,QI/USDT,0.01115,0.01136,0.0108,0.01134,4844582.34767379,53698.3238607108779
1661904000,2022-08-31 00:00:00,QI/USDT,0.0113,0.01171,0.01103,0.01115,5054062.34492294,57425.2254644597394
1661817600,2022-08-30 00:00:00,QI/USDT,0.01174,0.01216,0.01106,0.0113,3002777.49325462,34825.777608711324
1661731200,2022-08-29 00:00:00,QI/USDT,0.01116,0.0118,0.01106,0.01172,2645633.43716024,30121.182298909171
1661644800,2022-08-28 00:00:00,QI/USDT,0.01199,0.01212,0.01109,0.01109,2915356.31581944,34258.9521762041934
1661558400,2022-08-27 00:00:00,QI/USDT,0.01229,0.01241,0.01172,0.01194,4064353.65687061,48903.555105989552
1661472000,2022-08-26 00:00:00,QI/USDT,0.01392,0.01392,0.01213,0.01229,6748669.90138615,88280.9444355808794
1661385600,2022-08-25 00:00:00,QI/USDT,0.01361,0.01409,0.0136,0.01394,3294567.61671089,45762.9959120227164
1661299200,2022-08-24 00:00:00,QI/USDT,0.01366,0.0143,0.01336,0.01363,6528209.50318469,90156.0331691239896
1661212800,2022-08-23 00:00:00,QI/USDT,0.01362,0.01386,0.01323,0.01363,3683386.52106439,50197.5783724626739
1661126400,2022-08-22 00:00:00,QI/USDT,0.01381,0.01397,0.01278,0.01368,8162914.76724094,110129.0116261332622
1661040000,2022-08-21 00:00:00,QI/USDT,0.01385,0.01432,0.0137,0.01381,20702751.23035959,288342.0037437923629
1660953600,2022-08-20 00:00:00,QI/USDT,0.01349,0.01493,0.01346,0.01385,8599960.93722078,120569.9120991447121
1660867200,2022-08-19 00:00:00,QI/USDT,0.01569,0.0157,0.01339,0.01348,8837319.73135239,124768.0129337236637
1660780800,2022-08-18 00:00:00,QI/USDT,0.01625,0.01651,0.01562,0.01567,3738874.47462458,60528.031396048036
1660694400,2022-08-17 00:00:00,QI/USDT,0.01761,0.01804,0.01614,0.01624,6191046.27397183,106377.1686261430012
1660608000,2022-08-16 00:00:00,QI/USDT,0.01746,0.01839,0.01742,0.0176,4474839.56024206,79732.8930931726426
1660521600,2022-08-15 00:00:00,QI/USDT,0.01738,0.01801,0.01534,0.01751,8969840.63329921,154345.9719605453487
1660435200,2022-08-14 00:00:00,QI/USDT,0.01775,0.01828,0.01706,0.01738,3389208.85783098,59873.663456289069
1660348800,2022-08-13 00:00:00,QI/USDT,0.01844,0.01932,0.01762,0.01775,5254721.29521698,96150.4306743904309
1660262400,2022-08-12 00:00:00,QI/USDT,0.01713,0.01858,0.01672,0.01851,12510209.3320776,225556.078276688836
1660176000,2022-08-11 00:00:00,QI/USDT,0.01773,0.01795,0.01701,0.01712,6790679.83758395,118874.909127542063
1660089600,2022-08-10 00:00:00,QI/USDT,0.01685,0.01787,0.01626,0.01779,4898323.89642663,84062.5042359869759
1660003200,2022-08-09 00:00:00,QI/USDT,0.01821,0.01834,0.01656,0.01684,6312874.18468383,108639.1591877640037
1659916800,2022-08-08 00:00:00,QI/USDT,0.01792,0.01965,0.01792,0.01819,9725456.29109093,181756.8339032176913
1659830400,2022-08-07 00:00:00,QI/USDT,0.0172,0.01852,0.01688,0.01789,7843644.45147508,139764.1144901570784
1659744000,2022-08-06 00:00:00,QI/USDT,0.01719,0.01757,0.01696,0.01721,3518936.81968262,60758.7285070622346
1659657600,2022-08-05 00:00:00,QI/USDT,0.01649,0.01746,0.01643,0.01721,4373364.76689252,74416.4020051144719
1659571200,2022-08-04 00:00:00,QI/USDT,0.0166,0.01693,0.01615,0.01656,3038424.42438063,50042.5892024482524
1659484800,2022-08-03 00:00:00,QI/USDT,0.01645,0.01792,0.01591,0.0166,7835186.25421641,131689.602556036705
1659398400,2022-08-02 00:00:00,QI/USDT,0.01678,0.01696,0.01564,0.01635,7663743.42805231,123858.9392990640452
1659312000,2022-08-01 00:00:00,QI/USDT,0.01707,0.01806,0.01637,0.01676,6461202.08795415,110149.1191201229731
1659225600,2022-07-31 00:00:00,QI/USDT,0.01696,0.01848,0.01686,0.01707,9551118.98514341,168995.1938290899811
1659139200,2022-07-30 00:00:00,QI/USDT,0.01828,0.01942,0.01679,0.01686,18932985.41072228,348043.1600541267706
1659052800,2022-07-29 00:00:00,QI/USDT,0.01665,0.0213,0.01618,0.01823,35135899.12710009,667400.1903979693407
1658966400,2022-07-28 00:00:00,QI/USDT,0.01561,0.01688,0.01537,0.01658,6389553.5289381,103575.8899055210347
1658880000,2022-07-27 00:00:00,QI/USDT,0.01459,0.0156,0.01423,0.0156,6381652.64012271,95369.6372436201725
1658793600,2022-07-26 00:00:00,QI/USDT,0.01498,0.01537,0.01406,0.01457,10344871.13643418,151973.259224543088
1658707200,2022-07-25 00:00:00,QI/USDT,0.01565,0.01715,0.01478,0.01501,25626282.56042032,401137.0638358223907
1658620800,2022-07-24 00:00:00,QI/USDT,0.0157,0.01603,0.01547,0.01564,3930100.75641808,61789.1377106275719
1658534400,2022-07-23 00:00:00,QI/USDT,0.01528,0.01585,0.01518,0.01567,3012986.0091163,46634.7536266575554
1658448000,2022-07-22 00:00:00,QI/USDT,0.01601,0.01644,0.01518,0.01528,4129332.42836621,65804.7135006580551
1658361600,2022-07-21 00:00:00,QI/USDT,0.01578,0.0161,0.01521,0.01602,8240499.98989153,129455.3721697281605
1658275200,2022-07-20 00:00:00,QI/USDT,0.01735,0.01769,0.01557,0.01583,9482634.5652536,160188.1361360267369
1658188800,2022-07-19 00:00:00,QI/USDT,0.01699,0.0178,0.01629,0.01735,8743394.90655524,150679.9894495369981
1658102400,2022-07-18 00:00:00,QI/USDT,0.01565,0.01727,0.01535,0.01707,7157703.83254469,117886.3077083725289
1658016000,2022-07-17 00:00:00,QI/USDT,0.01687,0.01706,0.01554,0.01561,6913678.42777845,112561.2412533987036
1657929600,2022-07-16 00:00:00,QI/USDT,0.01531,0.01698,0.01494,0.01687,9079896.77707075,146360.8871305814087
1657843200,2022-07-15 00:00:00,QI/USDT,0.01585,0.01623,0.01467,0.01531,9013762.60176337,139396.3281816028447
1657756800,2022-07-14 00:00:00,QI/USDT,0.01496,0.01718,0.0143,0.01588,19013374.87923021,302048.4981116173715
1657670400,2022-07-13 00:00:00,QI/USDT,0.01395,0.01496,0.01305,0.01492,8500410.64213384,117818.5750635384688
1657584000,2022-07-12 00:00:00,QI/USDT,0.01434,0.01463,0.0139,0.01399,2697012.55759356,38327.5309346977915
1657497600,2022-07-11 00:00:00,QI/USDT,0.01538,0.01542,0.0143,0.01442,8259821.0461031,122261.8177586592681
1657411200,2022-07-10 00:00:00,QI/USDT,0.01687,0.01698,0.01519,0.01536,10425409.57407441,162083.8406941188202
1657324800,2022-07-09 00:00:00,QI/USDT,0.01626,0.0173,0.016,0.01693,11248642.19913285,187581.7903234063184
1657238400,2022-07-08 00:00:00,QI/USDT,0.01618,0.01672,0.01566,0.01632,9519923.91342649,152221.5508714697811
1657152000,2022-07-07 00:00:00,QI/USDT,0.01544,0.01746,0.01492,0.01612,14673695.7621823,237151.7920595867086
1657065600,2022-07-06 00:00:00,QI/USDT,0.01459,0.01544,0.01424,0.0154,4782108.24877975,71005.3850277790568
1656979200,2022-07-05 00:00:00,QI/USDT,0.01492,0.01528,0.01407,0.01452,4435514.26904338,65091.6922279177053
1656892800,2022-07-04 00:00:00,QI/USDT,0.01454,0.01511,0.01433,0.01492,3278350.4865184,48338.142073983608
1656806400,2022-07-03 00:00:00,QI/USDT,0.01441,0.01482,0.01405,0.01462,5405243.76158452,78198.2486146217473
1656720000,2022-07-02 00:00:00,QI/USDT,0.0139,0.01592,0.01385,0.0144,9445092.0681883,138831.3960804662762
1656633600,2022-07-01 00:00:00,QI/USDT,0.01298,0.01577,0.01291,0.01385,26340093.69575571,383373.0771631354725
1656547200,2022-06-30 00:00:00,QI/USDT,0.01372,0.01376,0.01222,0.01298,8596803.1421724,109103.6319600224123
1656460800,2022-06-29 00:00:00,QI/USDT,0.01338,0.01413,0.01315,0.01365,10857720.74950534,147986.4048179246845
1656374400,2022-06-28 00:00:00,QI/USDT,0.01522,0.01536,0.01327,0.01337,13750276.02672026,196475.487795348434
1656288000,2022-06-27 00:00:00,QI/USDT,0.01347,0.0168,0.01347,0.01518,30635304.4459223,466922.0618074286342
1656201600,2022-06-26 00:00:00,QI/USDT,0.01342,0.01577,0.01317,0.01355,20717485.70260644,300106.3508433369375
1656115200,2022-06-25 00:00:00,QI/USDT,0.01316,0.01417,0.01265,0.01343,16367047.59322139,218427.2198340465679
1656028800,2022-06-24 00:00:00,QI/USDT,0.01259,0.01369,0.01245,0.01316,13414141.42646403,174358.4455845385315
1655942400,2022-06-23 00:00:00,QI/USDT,0.01166,0.01271,0.01157,0.01254,6569485.09247929,80550.4743808896175
1655856000,2022-06-22 00:00:00,QI/USDT,0.01202,0.01239,0.01157,0.01161,7732495.64101492,92173.7400969096616
1655769600,2022-06-21 00:00:00,QI/USDT,0.0122,0.01326,0.01193,0.012,12148654.0105408,152370.7318042185571
1655683200,2022-06-20 00:00:00,QI/USDT,0.01178,0.01333,0.01134,0.01217,15701769.76694972,193434.0310703721674
1655596800,2022-06-19 00:00:00,QI/USDT,0.01079,0.01303,0.00998,0.01178,13686289.71232032,157530.8093676713821
1655510400,2022-06-18 00:00:00,QI/USDT,0.01273,0.01284,0.00978,0.01078,17164671.46563301,189659.2907871817139
1655424000,2022-06-17 00:00:00,QI/USDT,0.01209,0.01339,0.01207,0.01271,8294379.31471527,105965.8012571908298
1655337600,2022-06-16 00:00:00,QI/USDT,0.01402,0.01428,0.0119,0.01209,11402632.14455335,145378.9579500968929
1655251200,2022-06-15 00:00:00,QI/USDT,0.01348,0.01421,0.01167,0.01404,22824804.28350909,291689.3883341857346
1655164800,2022-06-14 00:00:00,QI/USDT,0.01391,0.0158,0.01137,0.01348,62023672.77995207,829427.2638688047373
1655078400,2022-06-13 00:00:00,QI/USDT,0.01558,0.02397,0.01335,0.01392,211996952.37086348,3959658.0334335112502
1654992000,2022-06-12 00:00:00,QI/USDT,0.01387,0.0197,0.01294,0.01558,127661992.94687911,2139284.1662055430994
1654905600,2022-06-11 00:00:00,QI/USDT,0.01349,0.0155,0.01277,0.01386,13622320.22868924,193413.4578160026167
1654819200,2022-06-10 00:00:00,QI/USDT,0.01444,0.01512,0.01324,0.01349,6449141.50283343,91072.5339671249791
1654732800,2022-06-09 00:00:00,QI/USDT,0.01487,0.01708,0.01413,0.01443,18947586.55093012,292450.0904759893093
1654646400,2022-06-08 00:00:00,QI/USDT,0.0139,0.01782,0.01379,0.01477,36271648.82564088,565104.4826787504165
1654560000,2022-06-07 00:00:00,QI/USDT,0.01372,0.0141,0.01281,0.01388,8939929.36086886,119835.5879833538164
1654473600,2022-06-06 00:00:00,QI/USDT,0.01371,0.01461,0.01359,0.0138,4107867.96336506,58315.5786702738035
1654387200,2022-06-05 00:00:00,QI/USDT,0.01395,0.01616,0.01354,0.01369,13819400.93316034,200363.0546299258973
1654300800,2022-06-04 00:00:00,QI/USDT,0.01308,0.01423,0.01275,0.0139,4221441.37718595,57252.9461278903314
1654214400,2022-06-03 00:00:00,QI/USDT,0.01338,0.01356,0.01267,0.01309,2327952.6194249,30377.0789649039571
1654128000,2022-06-02 00:00:00,QI/USDT,0.01289,0.01362,0.0127,0.01336,4852771.75190581,64039.3319780470804
1654041600,2022-06-01 00:00:00,QI/USDT,0.01558,0.01559,0.01271,0.01289,10247450.5650315,140733.0034285287286
1653955200,2022-05-31 00:00:00,QI/USDT,0.01533,0.01619,0.01457,0.01559,5783859.34267844,89078.0600502100031
1653868800,2022-05-30 00:00:00,QI/USDT,0.01429,0.01615,0.014,0.01526,10993642.71802594,165492.6778115806043
1653782400,2022-05-29 00:00:00,QI/USDT,0.01335,0.01451,0.01308,0.01428,9172490.03357716,127944.9602868254665
