https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ALPINE,Volume USDT
1663394400,2022-09-17 06:00:00,ALPINE/USDT,3.671,3.671,3.64,3.64,7.8621,28.6741988
1663390800,2022-09-17 05:00:00,ALPINE/USDT,3.696,3.696,3.688,3.688,331.5778,1223.7443626
1663387200,2022-09-17 04:00:00,ALPINE/USDT,3.69,3.724,3.69,3.724,331.5778,1234.0076958
1663383600,2022-09-17 03:00:00,ALPINE/USDT,3.708,3.708,3.708,3.708,0,0
1663380000,2022-09-17 02:00:00,ALPINE/USDT,3.708,3.708,3.708,3.708,1.4991,5.5586628
1663376400,2022-09-17 01:00:00,ALPINE/USDT,3.711,3.72,3.711,3.72,2.0237,7.5147585
1663372800,2022-09-17 00:00:00,ALPINE/USDT,3.7,3.71,3.7,3.71,60.3221,223.5186165
1663369200,2022-09-16 23:00:00,ALPINE/USDT,3.683,3.683,3.683,3.683,0,0
1663365600,2022-09-16 22:00:00,ALPINE/USDT,3.683,3.683,3.683,3.683,72.2113,265.9542179
1663362000,2022-09-16 21:00:00,ALPINE/USDT,3.69,3.71,3.673,3.705,106.6946,394.8373739
1663358400,2022-09-16 20:00:00,ALPINE/USDT,3.63,3.671,3.63,3.671,18.3402,66.8436138
1663354800,2022-09-16 19:00:00,ALPINE/USDT,3.625,3.625,3.625,3.625,1.3895,5.0369375
1663351200,2022-09-16 18:00:00,ALPINE/USDT,3.62,3.623,3.62,3.623,26.4558,95.8422891
1663347600,2022-09-16 17:00:00,ALPINE/USDT,3.66,3.66,3.578,3.589,182.1614,661.3273378
1663344000,2022-09-16 16:00:00,ALPINE/USDT,3.69,3.69,3.672,3.684,3.521,12.9575268
1663340400,2022-09-16 15:00:00,ALPINE/USDT,3.656,3.665,3.656,3.656,25.8018,94.332693
1663336800,2022-09-16 14:00:00,ALPINE/USDT,3.69,3.728,3.66,3.66,88.1334,325.8348701
1663333200,2022-09-16 13:00:00,ALPINE/USDT,3.701,3.701,3.66,3.66,44.2645,163.1114717
1663329600,2022-09-16 12:00:00,ALPINE/USDT,3.731,3.752,3.719,3.719,35.7198,133.7428355
1663326000,2022-09-16 11:00:00,ALPINE/USDT,3.701,3.712,3.701,3.711,3.7192,13.8021371
1663322400,2022-09-16 10:00:00,ALPINE/USDT,3.721,3.721,3.702,3.711,278.1544,1032.5312512
1663318800,2022-09-16 09:00:00,ALPINE/USDT,3.701,3.731,3.701,3.702,63.9746,238.1245104
1663315200,2022-09-16 08:00:00,ALPINE/USDT,3.761,3.761,3.661,3.661,171.7808,637.1007807
1663311600,2022-09-16 07:00:00,ALPINE/USDT,3.836,3.836,3.78,3.78,32.4229,123.16065
1663308000,2022-09-16 06:00:00,ALPINE/USDT,3.856,3.87,3.84,3.85,76.9223,296.0987064
1663304400,2022-09-16 05:00:00,ALPINE/USDT,3.981,3.981,3.856,3.856,496.4428,1939.6564897
1663300800,2022-09-16 04:00:00,ALPINE/USDT,3.908,4.033,3.908,3.989,526.8769,2096.2773942
1663297200,2022-09-16 03:00:00,ALPINE/USDT,3.818,3.919,3.818,3.874,137.6252,534.0419
1663293600,2022-09-16 02:00:00,ALPINE/USDT,3.821,3.88,3.784,3.799,226.6575,870.2872051
1663290000,2022-09-16 01:00:00,ALPINE/USDT,3.731,3.941,3.731,3.822,478.5549,1836.8134508
1663286400,2022-09-16 00:00:00,ALPINE/USDT,3.701,3.722,3.686,3.722,68.9655,254.3876602
1663282800,2022-09-15 23:00:00,ALPINE/USDT,3.735,3.735,3.735,3.735,5.284,19.73574
1663279200,2022-09-15 22:00:00,ALPINE/USDT,3.708,3.708,3.707,3.707,81.2705,301.3169989
1663275600,2022-09-15 21:00:00,ALPINE/USDT,3.76,3.761,3.704,3.704,71.5654,266.3784327
1663272000,2022-09-15 20:00:00,ALPINE/USDT,3.69,3.754,3.69,3.745,257.3411,957.6909709
1663268400,2022-09-15 19:00:00,ALPINE/USDT,3.705,3.707,3.656,3.656,49.86,183.7609462
1663264800,2022-09-15 18:00:00,ALPINE/USDT,3.655,3.701,3.643,3.701,132.9052,485.1533634
1663261200,2022-09-15 17:00:00,ALPINE/USDT,3.698,3.72,3.65,3.65,147.1991,543.0834863
1663257600,2022-09-15 16:00:00,ALPINE/USDT,3.702,3.702,3.664,3.701,299.3785,1101.0623496
1663254000,2022-09-15 15:00:00,ALPINE/USDT,3.807,3.807,3.592,3.72,574.3841,2097.3784833
1663250400,2022-09-15 14:00:00,ALPINE/USDT,3.69,3.832,3.658,3.831,1138.4878,4250.2661866
1663246800,2022-09-15 13:00:00,ALPINE/USDT,3.687,3.733,3.651,3.651,565.1884,2090.3198711
1663243200,2022-09-15 12:00:00,ALPINE/USDT,3.6,3.711,3.6,3.676,325.738,1199.5729516
1663239600,2022-09-15 11:00:00,ALPINE/USDT,3.582,3.582,3.548,3.58,98.5461,352.9031774
1663236000,2022-09-15 10:00:00,ALPINE/USDT,3.582,3.582,3.582,3.582,16.6505,59.642091
1663232400,2022-09-15 09:00:00,ALPINE/USDT,3.605,3.605,3.583,3.583,117.6023,422.9026835
1663228800,2022-09-15 08:00:00,ALPINE/USDT,3.671,3.671,3.611,3.611,87.8953,318.4029817
1663225200,2022-09-15 07:00:00,ALPINE/USDT,3.66,3.711,3.655,3.682,230.1937,848.1507371
1663221600,2022-09-15 06:00:00,ALPINE/USDT,3.54,3.642,3.54,3.615,58.6488,211.889083
1663218000,2022-09-15 05:00:00,ALPINE/USDT,3.48,3.57,3.48,3.57,67.7206,239.5366589
1663214400,2022-09-15 04:00:00,ALPINE/USDT,3.504,3.504,3.441,3.45,177.0921,613.5584063
1663210800,2022-09-15 03:00:00,ALPINE/USDT,3.544,3.544,3.503,3.527,327.2846,1151.302619
1663207200,2022-09-15 02:00:00,ALPINE/USDT,3.66,3.66,3.57,3.57,419.4298,1507.4696997
1663203600,2022-09-15 01:00:00,ALPINE/USDT,3.761,3.761,3.662,3.662,176.5104,653.9880703
1663200000,2022-09-15 00:00:00,ALPINE/USDT,3.818,3.818,3.78,3.78,17.3705,65.8605469
1663196400,2022-09-14 23:00:00,ALPINE/USDT,3.84,3.84,3.84,3.84,0.2008,0.771072
1663192800,2022-09-14 22:00:00,ALPINE/USDT,3.817,3.836,3.8,3.836,29.8055,113.771394
1663189200,2022-09-14 21:00:00,ALPINE/USDT,3.818,3.82,3.791,3.82,640.9373,2440.7432461
1663185600,2022-09-14 20:00:00,ALPINE/USDT,3.805,3.836,3.805,3.836,15.0416,57.2470759
1663182000,2022-09-14 19:00:00,ALPINE/USDT,3.79,3.818,3.79,3.818,57.089,217.1500173
1663178400,2022-09-14 18:00:00,ALPINE/USDT,3.78,3.782,3.702,3.763,587.5239,2188.490755
1663174800,2022-09-14 17:00:00,ALPINE/USDT,3.809,3.811,3.809,3.811,9.6846,36.8916512
1663171200,2022-09-14 16:00:00,ALPINE/USDT,3.83,3.83,3.776,3.776,179.1872,681.6598065
1663167600,2022-09-14 15:00:00,ALPINE/USDT,3.818,3.821,3.804,3.811,169.0147,644.9770386
1663164000,2022-09-14 14:00:00,ALPINE/USDT,3.836,3.84,3.783,3.783,124.554,471.7468115
1663160400,2022-09-14 13:00:00,ALPINE/USDT,3.847,3.847,3.81,3.829,1.9632,7.5105145
1663156800,2022-09-14 12:00:00,ALPINE/USDT,3.802,3.854,3.774,3.854,199.0164,757.8405776
1663153200,2022-09-14 11:00:00,ALPINE/USDT,3.854,3.869,3.802,3.809,17.9534,68.9471322
1663149600,2022-09-14 10:00:00,ALPINE/USDT,3.872,3.878,3.836,3.848,48.79,187.6054623
1663146000,2022-09-14 09:00:00,ALPINE/USDT,3.925,3.925,3.854,3.863,196.1878,757.9648156
1663142400,2022-09-14 08:00:00,ALPINE/USDT,3.944,3.944,3.809,3.921,335.1295,1293.3593125
1663138800,2022-09-14 07:00:00,ALPINE/USDT,4.02,4.02,3.944,3.944,58.9267,233.6209622
1663135200,2022-09-14 06:00:00,ALPINE/USDT,4.07,4.07,4.003,4.003,391.6625,1577.7544434
1663131600,2022-09-14 05:00:00,ALPINE/USDT,4.095,4.097,4.095,4.097,0.4669,1.9121739
1663128000,2022-09-14 04:00:00,ALPINE/USDT,4.07,4.091,4.07,4.091,2.0628,8.4160236
1663124400,2022-09-14 03:00:00,ALPINE/USDT,4.055,4.055,4.038,4.038,74.6844,302.5396197
1663120800,2022-09-14 02:00:00,ALPINE/USDT,4.07,4.085,4.052,4.052,56.4667,230.243271
1663117200,2022-09-14 01:00:00,ALPINE/USDT,4.088,4.097,4.037,4.037,126.4764,515.1545969
1663113600,2022-09-14 00:00:00,ALPINE/USDT,4.125,4.125,4.056,4.083,164.3163,671.6747881
1663110000,2022-09-13 23:00:00,ALPINE/USDT,4.187,4.187,4.133,4.133,60.8976,253.3709238
1663106400,2022-09-13 22:00:00,ALPINE/USDT,4.196,4.196,4.195,4.195,6.7858,28.4667501
1663102800,2022-09-13 21:00:00,ALPINE/USDT,4.229,4.229,4.2,4.2,60.7286,255.9691873
1663099200,2022-09-13 20:00:00,ALPINE/USDT,4.245,4.245,4.245,4.245,0.4749,2.0159505
1663095600,2022-09-13 19:00:00,ALPINE/USDT,4.254,4.254,4.214,4.234,234.7023,995.2507158
1663092000,2022-09-13 18:00:00,ALPINE/USDT,4.271,4.271,4.147,4.25,657.1317,2772.9266722
1663088400,2022-09-13 17:00:00,ALPINE/USDT,4.286,4.302,4.248,4.296,297.5593,1276.4137663
1663084800,2022-09-13 16:00:00,ALPINE/USDT,4.29,4.312,4.247,4.308,366.4081,1563.4670856
1663081200,2022-09-13 15:00:00,ALPINE/USDT,4.463,4.463,4.251,4.286,602.8762,2622.0049725
1663077600,2022-09-13 14:00:00,ALPINE/USDT,4.304,4.533,4.304,4.443,1489.2889,6657.993419
1663074000,2022-09-13 13:00:00,ALPINE/USDT,4.278,4.302,4.262,4.302,52.6307,224.7622439
1663070400,2022-09-13 12:00:00,ALPINE/USDT,4.4,4.4,4.234,4.274,393.2616,1689.1369937
1663066800,2022-09-13 11:00:00,ALPINE/USDT,4.446,4.446,4.397,4.406,825.2278,3636.6996232
1663063200,2022-09-13 10:00:00,ALPINE/USDT,4.461,4.463,4.461,4.463,26.37,117.6731874
1663059600,2022-09-13 09:00:00,ALPINE/USDT,4.451,4.462,4.436,4.449,11.6615,51.7600642
1663056000,2022-09-13 08:00:00,ALPINE/USDT,4.48,4.48,4.461,4.461,2.8045,12.56226
1663052400,2022-09-13 07:00:00,ALPINE/USDT,4.485,4.492,4.466,4.466,19.8971,89.1117629
1663048800,2022-09-13 06:00:00,ALPINE/USDT,4.492,4.492,4.492,4.492,23.5366,105.7264072
1663045200,2022-09-13 05:00:00,ALPINE/USDT,4.5,4.554,4.5,4.5,49.4472,223.7121661
1663041600,2022-09-13 04:00:00,ALPINE/USDT,4.492,4.492,4.492,4.492,0.1161,0.5215212
1663038000,2022-09-13 03:00:00,ALPINE/USDT,4.49,4.491,4.466,4.491,59.8423,268.2357355
1663034400,2022-09-13 02:00:00,ALPINE/USDT,4.482,4.489,4.482,4.489,11.104,49.768856
1663030800,2022-09-13 01:00:00,ALPINE/USDT,4.52,4.52,4.484,4.484,11.1749,50.1408947
1663027200,2022-09-13 00:00:00,ALPINE/USDT,4.538,4.538,4.53,4.53,0.9265,4.1995978
1663023600,2022-09-12 23:00:00,ALPINE/USDT,4.556,4.567,4.556,4.567,33.3118,151.7756324
1663020000,2022-09-12 22:00:00,ALPINE/USDT,4.541,4.56,4.524,4.554,99.6687,452.4598577
1663016400,2022-09-12 21:00:00,ALPINE/USDT,4.537,4.549,4.499,4.54,108.8118,491.7595378
1663012800,2022-09-12 20:00:00,ALPINE/USDT,4.52,4.533,4.499,4.533,8.4693,38.2607426
1663009200,2022-09-12 19:00:00,ALPINE/USDT,4.5,4.504,4.5,4.504,13.8964,62.5420256
1663005600,2022-09-12 18:00:00,ALPINE/USDT,4.502,4.519,4.5,4.519,35.4286,160.0961033
1663002000,2022-09-12 17:00:00,ALPINE/USDT,4.5,4.538,4.477,4.518,121.1382,545.5867986
1662998400,2022-09-12 16:00:00,ALPINE/USDT,4.457,4.49,4.43,4.49,97.8765,436.0918843
1662994800,2022-09-12 15:00:00,ALPINE/USDT,4.538,4.538,4.459,4.459,193.7291,872.1476099
1662991200,2022-09-12 14:00:00,ALPINE/USDT,4.597,4.597,4.538,4.556,191.8263,872.7609267
1662987600,2022-09-12 13:00:00,ALPINE/USDT,4.61,4.624,4.593,4.593,2.5819,11.9083305
1662984000,2022-09-12 12:00:00,ALPINE/USDT,4.61,4.61,4.584,4.61,315.2191,1446.7463043
1662980400,2022-09-12 11:00:00,ALPINE/USDT,4.607,4.609,4.587,4.609,230.0523,1057.1310604
1662976800,2022-09-12 10:00:00,ALPINE/USDT,4.592,4.61,4.59,4.609,68.6171,315.1803565
1662973200,2022-09-12 09:00:00,ALPINE/USDT,4.61,4.631,4.592,4.592,26.1572,120.7521613
1662969600,2022-09-12 08:00:00,ALPINE/USDT,4.636,4.636,4.582,4.582,42.2557,194.0698518
1662966000,2022-09-12 07:00:00,ALPINE/USDT,4.63,4.634,4.611,4.634,1.5859,7.3416069
1662962400,2022-09-12 06:00:00,ALPINE/USDT,4.61,4.63,4.59,4.63,37.0444,170.9374695
1662958800,2022-09-12 05:00:00,ALPINE/USDT,4.646,4.646,4.589,4.589,131.5112,605.5487735
1662955200,2022-09-12 04:00:00,ALPINE/USDT,4.664,4.664,4.649,4.649,97.9826,456.0527349
1662951600,2022-09-12 03:00:00,ALPINE/USDT,4.691,4.7,4.646,4.646,9.9905,46.7659402
1662948000,2022-09-12 02:00:00,ALPINE/USDT,4.728,4.728,4.664,4.691,11.7839,55.373831
1662944400,2022-09-12 01:00:00,ALPINE/USDT,4.721,4.731,4.657,4.731,53.8958,252.6664009
1662940800,2022-09-12 00:00:00,ALPINE/USDT,4.679,4.77,4.655,4.736,911.1279,4261.6869419
1662937200,2022-09-11 23:00:00,ALPINE/USDT,4.628,4.691,4.624,4.691,9.3195,43.1835284
1662933600,2022-09-11 22:00:00,ALPINE/USDT,4.641,4.641,4.631,4.631,58.0759,269.4559279
1662930000,2022-09-11 21:00:00,ALPINE/USDT,4.669,4.718,4.631,4.631,99.6334,466.3183142
1662926400,2022-09-11 20:00:00,ALPINE/USDT,4.682,4.694,4.68,4.694,60.451,283.7446612
1662922800,2022-09-11 19:00:00,ALPINE/USDT,4.741,4.741,4.665,4.71,119.0725,557.7442917
1662919200,2022-09-11 18:00:00,ALPINE/USDT,4.682,4.751,4.657,4.751,123.1253,580.4785624
1662915600,2022-09-11 17:00:00,ALPINE/USDT,4.68,4.706,4.68,4.706,40.9764,192.7986774
1662912000,2022-09-11 16:00:00,ALPINE/USDT,4.664,4.7,4.657,4.66,412.7516,1930.2824131
1662908400,2022-09-11 15:00:00,ALPINE/USDT,4.661,4.661,4.649,4.649,4.8494,22.5460858
1662904800,2022-09-11 14:00:00,ALPINE/USDT,4.718,4.718,4.63,4.661,167.7726,782.6883189
1662901200,2022-09-11 13:00:00,ALPINE/USDT,4.83,4.83,4.681,4.718,846.345,4021.2023067
1662897600,2022-09-11 12:00:00,ALPINE/USDT,4.861,4.861,4.825,4.839,33.0428,159.8841164
1662894000,2022-09-11 11:00:00,ALPINE/USDT,4.844,4.958,4.844,4.861,374.0337,1837.3019252
1662890400,2022-09-11 10:00:00,ALPINE/USDT,4.812,4.85,4.787,4.825,251.7244,1213.5113968
1662886800,2022-09-11 09:00:00,ALPINE/USDT,4.916,4.916,4.823,4.836,370.5578,1794.8200263
1662883200,2022-09-11 08:00:00,ALPINE/USDT,4.988,4.988,4.861,4.934,2542.9208,12451.6223477
1662879600,2022-09-11 07:00:00,ALPINE/USDT,5.103,5.194,4,4.988,7278.90036823,35378.66483452
1662876000,2022-09-11 06:00:00,ALPINE/USDT,4.664,5.12,4.657,5.12,1909.0295,9388.7169867
1662872400,2022-09-11 05:00:00,ALPINE/USDT,4.718,4.84,4.672,4.672,884.9521,4219.7096381
1662868800,2022-09-11 04:00:00,ALPINE/USDT,4.7,4.711,4.646,4.689,202.1397,942.1678803
1662865200,2022-09-11 03:00:00,ALPINE/USDT,4.659,4.703,4.644,4.691,36.6641,171.7144461
1662861600,2022-09-11 02:00:00,ALPINE/USDT,4.56,4.692,4.545,4.646,148.7607,685.417862
1662858000,2022-09-11 01:00:00,ALPINE/USDT,4.574,4.574,4.574,4.574,0,0
1662854400,2022-09-11 00:00:00,ALPINE/USDT,4.583,4.583,4.574,4.574,45.1039,206.7102386
1662850800,2022-09-10 23:00:00,ALPINE/USDT,4.578,4.603,4.556,4.59,51.4058,235.6697426
1662847200,2022-09-10 22:00:00,ALPINE/USDT,4.614,4.614,4.583,4.608,30.1773,138.5716841
1662843600,2022-09-10 21:00:00,ALPINE/USDT,4.59,4.714,4.59,4.619,375.5257,1760.8364409
1662840000,2022-09-10 20:00:00,ALPINE/USDT,4.537,5.044,4.537,4.564,4702.814,21962.5767607
1662836400,2022-09-10 19:00:00,ALPINE/USDT,4.556,4.556,4.505,4.538,1140.2669,5154.3380289
1662832800,2022-09-10 18:00:00,ALPINE/USDT,4.59,4.61,4.549,4.582,763.0811,3482.6747839
1662829200,2022-09-10 17:00:00,ALPINE/USDT,4.71,4.721,4.59,4.595,238.7657,1112.306501
1662825600,2022-09-10 16:00:00,ALPINE/USDT,4.534,4.77,4.522,4.71,2876.5337,13316.4134063
1662822000,2022-09-10 15:00:00,ALPINE/USDT,4.518,4.533,4.489,4.521,894.562,4032.2172785
1662818400,2022-09-10 14:00:00,ALPINE/USDT,4.479,4.513,4.475,4.502,910.2584,4099.5128803
1662814800,2022-09-10 13:00:00,ALPINE/USDT,4.421,4.528,4.412,4.481,195.4434,871.9414213
1662811200,2022-09-10 12:00:00,ALPINE/USDT,4.381,4.412,4.37,4.412,101.2456,442.9991715
1662807600,2022-09-10 11:00:00,ALPINE/USDT,4.382,4.382,4.382,4.382,0,0
1662804000,2022-09-10 10:00:00,ALPINE/USDT,4.412,4.412,4.382,4.382,51.3609,225.5126936
1662800400,2022-09-10 09:00:00,ALPINE/USDT,4.43,4.43,4.43,4.43,0.3191,1.413613
1662796800,2022-09-10 08:00:00,ALPINE/USDT,4.416,4.449,4.416,4.449,24.3212,107.4786304
1662793200,2022-09-10 07:00:00,ALPINE/USDT,4.463,4.465,4.416,4.416,40.2223,178.9913875
1662789600,2022-09-10 06:00:00,ALPINE/USDT,4.442,4.442,4.442,4.442,0,0
1662786000,2022-09-10 05:00:00,ALPINE/USDT,4.442,4.442,4.442,4.442,0,0
1662782400,2022-09-10 04:00:00,ALPINE/USDT,4.465,4.465,4.442,4.442,171.8644,764.3717969
1662778800,2022-09-10 03:00:00,ALPINE/USDT,4.481,4.481,4.444,4.444,28.2985,126.047205
1662775200,2022-09-10 02:00:00,ALPINE/USDT,4.484,4.491,4.457,4.491,9.9581,44.5137989
1662771600,2022-09-10 01:00:00,ALPINE/USDT,4.466,4.504,4.466,4.495,130.4688,586.4784155
1662768000,2022-09-10 00:00:00,ALPINE/USDT,4.466,4.466,4.466,4.466,0,0
1662764400,2022-09-09 23:00:00,ALPINE/USDT,4.466,4.466,4.466,4.466,0.1044,0.4662504
1662760800,2022-09-09 22:00:00,ALPINE/USDT,4.466,4.478,4.448,4.448,32.5809,145.5163848
1662757200,2022-09-09 21:00:00,ALPINE/USDT,4.462,4.462,4.462,4.462,3.7086,16.5477732
1662753600,2022-09-09 20:00:00,ALPINE/USDT,4.458,4.469,4.448,4.456,240.268,1071.5923607
1662750000,2022-09-09 19:00:00,ALPINE/USDT,4.481,4.481,4.442,4.466,75.2159,335.3942408
1662746400,2022-09-09 18:00:00,ALPINE/USDT,4.478,4.524,4.478,4.484,15.0708,67.9949253
1662742800,2022-09-09 17:00:00,ALPINE/USDT,4.466,4.47,4.466,4.47,11.223,50.1655336
1662739200,2022-09-09 16:00:00,ALPINE/USDT,4.47,4.494,4.44,4.44,100.3275,449.4992496
1662735600,2022-09-09 15:00:00,ALPINE/USDT,4.491,4.491,4.481,4.481,15.2329,68.2764349
1662732000,2022-09-09 14:00:00,ALPINE/USDT,4.466,4.492,4.466,4.492,170.3047,764.7306259
1662728400,2022-09-09 13:00:00,ALPINE/USDT,4.48,4.48,4.43,4.448,42.4985,188.5765024
1662724800,2022-09-09 12:00:00,ALPINE/USDT,4.472,4.5,4.466,4.471,109.5054,491.985108
1662721200,2022-09-09 11:00:00,ALPINE/USDT,4.563,4.563,4.443,4.478,832.1494,3731.9904952
1662717600,2022-09-09 10:00:00,ALPINE/USDT,4.564,4.593,4.554,4.575,119.8975,547.6619324
1662714000,2022-09-09 09:00:00,ALPINE/USDT,4.56,4.56,4.521,4.558,93.7633,427.1151381
1662710400,2022-09-09 08:00:00,ALPINE/USDT,4.59,4.59,4.562,4.562,349.6356,1602.2015388
1662706800,2022-09-09 07:00:00,ALPINE/USDT,4.556,4.627,4.556,4.59,293.2393,1346.2837229
1662703200,2022-09-09 06:00:00,ALPINE/USDT,4.547,4.556,4.51,4.556,252.6957,1145.8233194
1662699600,2022-09-09 05:00:00,ALPINE/USDT,4.535,4.567,4.524,4.558,309.3441,1408.2514738
1662696000,2022-09-09 04:00:00,ALPINE/USDT,4.529,4.546,4.504,4.53,167.8047,759.9007282
1662692400,2022-09-09 03:00:00,ALPINE/USDT,4.538,4.538,4.51,4.535,39.348,177.5912167
1662688800,2022-09-09 02:00:00,ALPINE/USDT,4.538,4.564,4.538,4.564,1.8374,8.3526868
1662685200,2022-09-09 01:00:00,ALPINE/USDT,4.485,4.564,4.485,4.564,61.284,278.2693563
1662681600,2022-09-09 00:00:00,ALPINE/USDT,4.48,4.48,4.48,4.48,6.6096,29.611008
1662678000,2022-09-08 23:00:00,ALPINE/USDT,4.47,4.484,4.47,4.484,15.8074,70.8213385
1662674400,2022-09-08 22:00:00,ALPINE/USDT,4.457,4.466,4.454,4.466,640.0989,2852.6923298
1662670800,2022-09-08 21:00:00,ALPINE/USDT,4.463,4.469,4.448,4.448,108.2189,483.1861147
1662667200,2022-09-08 20:00:00,ALPINE/USDT,4.428,4.463,4.428,4.451,171.3438,763.2456682
1662663600,2022-09-08 19:00:00,ALPINE/USDT,4.391,4.421,4.366,4.421,286.9936,1253.8054833
1662660000,2022-09-08 18:00:00,ALPINE/USDT,4.402,4.402,4.402,4.402,24.1432,106.2783664
1662656400,2022-09-08 17:00:00,ALPINE/USDT,4.428,4.442,4.392,4.392,324.6036,1428.3227232
1662652800,2022-09-08 16:00:00,ALPINE/USDT,4.448,4.448,4.398,4.398,135.8151,598.5759023
1662649200,2022-09-08 15:00:00,ALPINE/USDT,4.463,4.47,4.448,4.448,194.8339,870.2939634
1662645600,2022-09-08 14:00:00,ALPINE/USDT,4.441,4.466,4.441,4.466,3.1655,14.0679262
1662642000,2022-09-08 13:00:00,ALPINE/USDT,4.47,4.47,4.372,4.451,8085.0366,35566.6064257
1662638400,2022-09-08 12:00:00,ALPINE/USDT,4.496,4.534,4.48,4.481,160.1922,724.2553321
1662634800,2022-09-08 11:00:00,ALPINE/USDT,4.52,4.52,3.374,4.475,4829.0771,21250.1205615
1662631200,2022-09-08 10:00:00,ALPINE/USDT,4.538,4.538,4.518,4.518,238.272,1076.9199162
1662627600,2022-09-08 09:00:00,ALPINE/USDT,4.575,4.575,4.367,4.52,1816.0148,8122.0648061
1662624000,2022-09-08 08:00:00,ALPINE/USDT,4.556,4.607,4.556,4.574,7063.9361,32437.537034
1662620400,2022-09-08 07:00:00,ALPINE/USDT,4.592,4.592,4.531,4.531,7459.7527,33817.3614181
1662616800,2022-09-08 06:00:00,ALPINE/USDT,4.61,4.62,4.61,4.62,0.4339,2.001427
1662613200,2022-09-08 05:00:00,ALPINE/USDT,4.594,4.594,4.58,4.58,13.0879,59.9460932
1662609600,2022-09-08 04:00:00,ALPINE/USDT,4.615,4.615,4.589,4.594,44.7957,206.0520309
1662606000,2022-09-08 03:00:00,ALPINE/USDT,4.661,4.666,4.598,4.598,710.0003,3303.7015448
1662602400,2022-09-08 02:00:00,ALPINE/USDT,4.74,4.741,4.663,4.663,45.1228,210.771072
1662598800,2022-09-08 01:00:00,ALPINE/USDT,4.682,4.736,4.682,4.736,12.1163,57.0960323
1662595200,2022-09-08 00:00:00,ALPINE/USDT,4.664,4.682,4.664,4.664,36.6269,171.2587177
1662591600,2022-09-07 23:00:00,ALPINE/USDT,4.644,4.644,4.644,4.644,1.0766,4.9997304
1662588000,2022-09-07 22:00:00,ALPINE/USDT,4.679,4.679,4.642,4.642,30.7107,142.9463177
1662584400,2022-09-07 21:00:00,ALPINE/USDT,4.655,4.697,4.601,4.697,7704.9186,35971.0262362
1662580800,2022-09-07 20:00:00,ALPINE/USDT,4.658,4.658,4.658,4.658,6,27.948
1662577200,2022-09-07 19:00:00,ALPINE/USDT,4.592,4.672,4.573,4.672,633.1652,2919.8626433
1662573600,2022-09-07 18:00:00,ALPINE/USDT,4.628,4.633,4.592,4.592,162.3353,748.2863697
1662570000,2022-09-07 17:00:00,ALPINE/USDT,4.59,4.662,4.59,4.646,539.4179,2500.3081628
1662566400,2022-09-07 16:00:00,ALPINE/USDT,4.58,4.601,4.578,4.601,441.2348,2027.5192658
1662562800,2022-09-07 15:00:00,ALPINE/USDT,4.574,4.603,4.565,4.577,355.1728,1626.3925507
1662559200,2022-09-07 14:00:00,ALPINE/USDT,4.56,4.688,4.552,4.574,287.2114,1332.2294331
1662555600,2022-09-07 13:00:00,ALPINE/USDT,4.491,4.556,4.478,4.556,384.7187,1726.0813268
1662552000,2022-09-07 12:00:00,ALPINE/USDT,4.538,4.555,4.491,4.491,10.0249,45.3667426
