https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume PLGR,Volume USDT
1661817600,2022-08-30 00:00:00,PLGR/USDT,0.0005,0.000513,0.000481,0.0004811,12803002.6935,6241.72398837076
1661731200,2022-08-29 00:00:00,PLGR/USDT,0.000485,0.0005104,0.0004811,0.000504,13470871.4762,6723.01949684766
1661644800,2022-08-28 00:00:00,PLGR/USDT,0.0004945,0.0005149,0.000485,0.000485,13608786.871,6863.53761553027
1661558400,2022-08-27 00:00:00,PLGR/USDT,0.0005025,0.000514,0.00048,0.0005,27908858.3234,13829.75778708383
1661472000,2022-08-26 00:00:00,PLGR/USDT,0.0005306,0.000541,0.0005023,0.0005023,28199496.0131,14802.70105078923
1661385600,2022-08-25 00:00:00,PLGR/USDT,0.0005199,0.000589,0.0005051,0.0005306,73615888.0903,39566.47840402297
1661299200,2022-08-24 00:00:00,PLGR/USDT,0.000513,0.000549,0.0004961,0.0005199,32977944.8964,17119.3030681688
1661212800,2022-08-23 00:00:00,PLGR/USDT,0.0005018,0.00053,0.0004957,0.000513,18090911.7402,9294.20198170019
1661126400,2022-08-22 00:00:00,PLGR/USDT,0.0005085,0.0005167,0.0004901,0.0005018,17539231.8596,8772.6229234407
1661040000,2022-08-21 00:00:00,PLGR/USDT,0.0005476,0.0005573,0.00049,0.0005142,96458402.54,49641.65482489072
1660953600,2022-08-20 00:00:00,PLGR/USDT,0.000499,0.00065,0.0004815,0.0005476,258332781.0533,148725.12975734108
1660867200,2022-08-19 00:00:00,PLGR/USDT,0.0005912,0.0006,0.0004998,0.0004998,93567772.43341876,51438.843806218714064
1660780800,2022-08-18 00:00:00,PLGR/USDT,0.0005053,0.00068,0.0005008,0.000591,228729407.2035,134911.60607214632
1660694400,2022-08-17 00:00:00,PLGR/USDT,0.0005204,0.0005642,0.000495,0.0005098,51581875.5205,26869.51268913474
1660608000,2022-08-16 00:00:00,PLGR/USDT,0.0004904,0.000575,0.00048,0.0005209,116968726.4546,60582.00257598712
1660521600,2022-08-15 00:00:00,PLGR/USDT,0.0004805,0.000625,0.0004804,0.00049,176540167.6073,98189.32200059257
1660435200,2022-08-14 00:00:00,PLGR/USDT,0.000493,0.000508,0.000464,0.0004825,50511171.6451,24327.08076705534
1660348800,2022-08-13 00:00:00,PLGR/USDT,0.0005146,0.0005146,0.0004839,0.0004931,12762946.2099,6340.28850126343
1660262400,2022-08-12 00:00:00,PLGR/USDT,0.000515,0.0005209,0.0004858,0.0005146,17144253.8136,8744.83054621139
1660176000,2022-08-11 00:00:00,PLGR/USDT,0.000486,0.0005329,0.000486,0.000512,38554632.4029,19723.13067240086
1660089600,2022-08-10 00:00:00,PLGR/USDT,0.0004735,0.000508,0.0004364,0.000486,52747531.91407477,24652.368119530809628
1660003200,2022-08-09 00:00:00,PLGR/USDT,0.0005154,0.0005154,0.00047,0.0004735,30732072.1211,15129.3075640068
1659916800,2022-08-08 00:00:00,PLGR/USDT,0.0004912,0.00054,0.0004644,0.0005195,70175549.0872,35448.89959077438
1659830400,2022-08-07 00:00:00,PLGR/USDT,0.000466,0.000575,0.0004636,0.0004952,97296472.9429,49461.19353041823
1659744000,2022-08-06 00:00:00,PLGR/USDT,0.0004587,0.00051,0.0004536,0.000466,98148036.3711,47622.28623401386
1659657600,2022-08-05 00:00:00,PLGR/USDT,0.0004555,0.0004696,0.00044,0.0004588,25754564.755,11756.05386951468
1659571200,2022-08-04 00:00:00,PLGR/USDT,0.0004723,0.0004746,0.00045,0.0004557,22007062.1175,10074.55792064671
1659484800,2022-08-03 00:00:00,PLGR/USDT,0.000461,0.0004785,0.000449,0.0004725,22814032.3613,10589.99433627672
1659398400,2022-08-02 00:00:00,PLGR/USDT,0.0004491,0.0004792,0.0004399,0.000461,51808120.7067,23735.97634571984
1659312000,2022-08-01 00:00:00,PLGR/USDT,0.0004518,0.0004748,0.0004402,0.0004515,45683387.301,20996.57933322318
1659225600,2022-07-31 00:00:00,PLGR/USDT,0.0004836,0.0005701,0.0004352,0.0004549,209038104.8251,106631.98773555166
1659139200,2022-07-30 00:00:00,PLGR/USDT,0.0004655,0.00055,0.0004486,0.0004836,98950712.189,48831.33557837076
1659052800,2022-07-29 00:00:00,PLGR/USDT,0.0004666,0.000489,0.0004602,0.0004647,20461026.9827,9645.97072889666
1658966400,2022-07-28 00:00:00,PLGR/USDT,0.0004667,0.0005092,0.0004625,0.0004669,34348926.4307,16392.14372488357
1658880000,2022-07-27 00:00:00,PLGR/USDT,0.0004155,0.0005129,0.0004141,0.000467,49057472.0711,22512.40417757731
1658793600,2022-07-26 00:00:00,PLGR/USDT,0.000411,0.0004499,0.0004048,0.0004155,37991868.0039,16481.72942918884
1658707200,2022-07-25 00:00:00,PLGR/USDT,0.0004394,0.000464,0.0004038,0.0004132,60662308.0678,25860.03793691949
1658620800,2022-07-24 00:00:00,PLGR/USDT,0.0004571,0.0005124,0.000427,0.0004391,47760088.4348,22330.4271422779
1658534400,2022-07-23 00:00:00,PLGR/USDT,0.0005058,0.00052,0.0004264,0.0004539,53230319.7232,24536.28219441254
1658448000,2022-07-22 00:00:00,PLGR/USDT,0.0004914,0.0005338,0.00048,0.0005082,45380579.4818,22997.80684833617
1658361600,2022-07-21 00:00:00,PLGR/USDT,0.0005,0.0005306,0.0004701,0.0004914,105682370.2022,52321.09858075911
1658275200,2022-07-20 00:00:00,PLGR/USDT,0.0005087,0.0006844,0.0005,0.0005,325427294.66911982,190602.186039877681951
1658188800,2022-07-19 00:00:00,PLGR/USDT,0.000445,0.0005777,0.0004342,0.0005087,207789060.9109844,102766.26402856958496
1658102400,2022-07-18 00:00:00,PLGR/USDT,0.0005272,0.00055,0.0004341,0.0004414,172843746.34895432,85024.220124913458452
1658016000,2022-07-17 00:00:00,PLGR/USDT,0.0005358,0.0007398,0.0004777,0.0005272,551792333.06224526,319761.798591988060795
1657929600,2022-07-16 00:00:00,PLGR/USDT,0.000412,0.000606,0.00041,0.0005358,299160049.92376446,155654.478161348533289
1657843200,2022-07-15 00:00:00,PLGR/USDT,0.0004215,0.0004329,0.0004022,0.0004106,38061067.66501141,15795.607147537915292
1657756800,2022-07-14 00:00:00,PLGR/USDT,0.0004054,0.0004375,0.0003951,0.0004216,48034102.52569755,20108.080266437755081
1657670400,2022-07-13 00:00:00,PLGR/USDT,0.0003903,0.0004789,0.0003883,0.0004053,153098069.39317403,64325.927566820266407
1657584000,2022-07-12 00:00:00,PLGR/USDT,0.0003767,0.00055,0.0003601,0.0003905,196010738.15820895,87441.602968046172438
1657497600,2022-07-11 00:00:00,PLGR/USDT,0.0003826,0.0003949,0.0003568,0.0003764,37643006.83601586,14142.830736377728159
1657411200,2022-07-10 00:00:00,PLGR/USDT,0.0004182,0.0004313,0.00037,0.0003804,46370791.67752714,18768.284188247846991
1657324800,2022-07-09 00:00:00,PLGR/USDT,0.0004141,0.0004411,0.000395,0.0004226,105777004.10465365,44462.133616445401519
1657238400,2022-07-08 00:00:00,PLGR/USDT,0.0004167,0.0005144,0.0003955,0.0004097,202639545.31850757,91207.81462036327694
1657152000,2022-07-07 00:00:00,PLGR/USDT,0.000454,0.00079,0.0004096,0.0004167,523881908.50214313,294326.316305961309291
1657065600,2022-07-06 00:00:00,PLGR/USDT,0.0003552,0.0007,0.000325,0.000455,970526037.29125838,492978.536082424003917
1656979200,2022-07-05 00:00:00,PLGR/USDT,0.0003356,0.0003599,0.0003135,0.0003597,42805608.14175383,14330.41343221626155
1656892800,2022-07-04 00:00:00,PLGR/USDT,0.0003323,0.0003599,0.0003101,0.0003356,60162693.50749926,20100.053268262152348
1656806400,2022-07-03 00:00:00,PLGR/USDT,0.0003795,0.0003818,0.0003088,0.0003274,66344757.22774674,22577.517250008425804
1656720000,2022-07-02 00:00:00,PLGR/USDT,0.0003583,0.0003928,0.0003194,0.0003817,57174532.17498148,20270.659829267050077
1656633600,2022-07-01 00:00:00,PLGR/USDT,0.0003556,0.0004299,0.0003441,0.0003583,65031256.80486586,24096.593959653620314
1656547200,2022-06-30 00:00:00,PLGR/USDT,0.0003878,0.0004056,0.0003505,0.0003546,75683831.5107339,28811.796258907119242
1656460800,2022-06-29 00:00:00,PLGR/USDT,0.0004306,0.0004451,0.000376,0.0003878,63622347.04295502,25475.242864735351682
1656374400,2022-06-28 00:00:00,PLGR/USDT,0.0004334,0.0005777,0.0004255,0.0004268,152944400.08019769,75227.649521022827489
1656288000,2022-06-27 00:00:00,PLGR/USDT,0.0004426,0.0004518,0.0004213,0.0004337,36590609.12550164,16034.732897363066806
1656201600,2022-06-26 00:00:00,PLGR/USDT,0.0004439,0.0004698,0.0004337,0.0004426,16178291.14791247,7270.575472901027192
1656115200,2022-06-25 00:00:00,PLGR/USDT,0.000437,0.0004575,0.0004297,0.0004387,23465584.78421425,10304.212867667370814
1656028800,2022-06-24 00:00:00,PLGR/USDT,0.0004387,0.0004742,0.0004195,0.0004339,41491883.86081289,18216.875531325658176
1655942400,2022-06-23 00:00:00,PLGR/USDT,0.0004245,0.0004488,0.0004205,0.0004387,41796795.77683944,18196.318749910245172
1655856000,2022-06-22 00:00:00,PLGR/USDT,0.0004601,0.0005017,0.0004205,0.0004244,83827257.20152386,38409.235681215928896
1655769600,2022-06-21 00:00:00,PLGR/USDT,0.0004815,0.00074,0.0004566,0.0004601,338589605.78204145,190836.037137763696297
1655683200,2022-06-20 00:00:00,PLGR/USDT,0.0004382,0.0005305,0.000378,0.0004787,124817747.95390444,56529.48488412144004
1655596800,2022-06-19 00:00:00,PLGR/USDT,0.0004268,0.0004607,0.0003932,0.0004382,59921810.56454548,25232.020395157372459
1655510400,2022-06-18 00:00:00,PLGR/USDT,0.000504,0.0005499,0.0004,0.0004275,76079757.30864473,34758.989014360118063
1655424000,2022-06-17 00:00:00,PLGR/USDT,0.0004541,0.000586,0.000449,0.0005002,59329666.85449826,30784.31695922340373
1655337600,2022-06-16 00:00:00,PLGR/USDT,0.000642,0.00065,0.0004353,0.0004599,70998421.18042689,37762.35828643637498
1655251200,2022-06-15 00:00:00,PLGR/USDT,0.0007,0.0007,0.0005,0.0006411,147384749.0989327,82771.00727293148567
1655164800,2022-06-14 00:00:00,PLGR/USDT,0.0006,0.0007,0.0005,0.0006,54749079.51888514,34886.652610666742
1655078400,2022-06-13 00:00:00,PLGR/USDT,0.0006,0.0007,0.0005,0.0007,150124724.43473153,88672.297194798897
1654992000,2022-06-12 00:00:00,PLGR/USDT,0.0007,0.0008,0.0006,0.0006,72754042.40315676,48311.916327219732
1654905600,2022-06-11 00:00:00,PLGR/USDT,0.0008,0.0009,0.0007,0.0007,301851678.29004965,235242.991612424685
1654819200,2022-06-10 00:00:00,PLGR/USDT,0.0006,0.001,0.0006,0.0007,500088488.91230757,410940.319582659653
1654732800,2022-06-09 00:00:00,PLGR/USDT,0.0006,0.0007,0.0006,0.0007,48004568.1361071,31853.36880843497
1654646400,2022-06-08 00:00:00,PLGR/USDT,0.0008,0.0008,0.0006,0.0007,63159755.2221284,42619.10290532988
1654560000,2022-06-07 00:00:00,PLGR/USDT,0.0008,0.0008,0.0007,0.0007,39693624.3187,29335.21902986
1654473600,2022-06-06 00:00:00,PLGR/USDT,0.0007,0.0008,0.0007,0.0007,51149816.6298,37826.10335109
1654387200,2022-06-05 00:00:00,PLGR/USDT,0.0007,0.0008,0.0006,0.0007,65330322.38159995,47713.444602229965
1654300800,2022-06-04 00:00:00,PLGR/USDT,0.0006,0.0008,0.0006,0.0007,65266998.81844281,46858.588545299967
1654214400,2022-06-03 00:00:00,PLGR/USDT,0.0007,0.0008,0.0006,0.0007,41488491.69451412,28620.111959049884
1654128000,2022-06-02 00:00:00,PLGR/USDT,0.0007,0.0008,0.0006,0.0007,44426361.47951424,31195.709975359968
1654041600,2022-06-01 00:00:00,PLGR/USDT,0.0008,0.0008,0.0006,0.0007,61251881.75306352,42853.364700044464
1653955200,2022-05-31 00:00:00,PLGR/USDT,0.0008,0.0009,0.0007,0.0007,123448027.86384504,93281.232879090536
1653868800,2022-05-30 00:00:00,PLGR/USDT,0.0008,0.0009,0.0007,0.0008,84414835.35692164,68948.529438299476
1653782400,2022-05-29 00:00:00,PLGR/USDT,0.0007,0.001,0.0007,0.0008,136157444.74872122,108237.92001874253
1653696000,2022-05-28 00:00:00,PLGR/USDT,0.0008,0.0008,0.0006,0.0007,95031154.19790573,67642.384161337443
1653609600,2022-05-27 00:00:00,PLGR/USDT,0.0008,0.0009,0.0007,0.0007,76584993.53962211,60223.478325689899
1653523200,2022-05-26 00:00:00,PLGR/USDT,0.001,0.0011,0.0008,0.0008,182332095.54174634,169884.819979797984
1653436800,2022-05-25 00:00:00,PLGR/USDT,0.0007,0.0012,0.0007,0.001,182985756.3375306,176035.994500779473
1653350400,2022-05-24 00:00:00,PLGR/USDT,0.0008,0.0009,0.0007,0.0008,63975407.98491109,49351.671427579981
1653264000,2022-05-23 00:00:00,PLGR/USDT,0.0009,0.001,0.0007,0.0008,104277411.89545529,86381.127629016428
1653177600,2022-05-22 00:00:00,PLGR/USDT,0.0009,0.001,0.0007,0.0009,119374610.63015524,103018.153851609716
1653091200,2022-05-21 00:00:00,PLGR/USDT,0.0008,0.001,0.0008,0.0009,34745527.99124425,32084.000386988695
1653004800,2022-05-20 00:00:00,PLGR/USDT,0.0011,0.0011,0.0008,0.0009,79816718.2233549,77695.847202491072
1652918400,2022-05-19 00:00:00,PLGR/USDT,0.0008,0.0013,0.0008,0.0011,318388072.46079524,329678.899279581661
1652832000,2022-05-18 00:00:00,PLGR/USDT,0.0008,0.0017,0.0007,0.0009,273351608.32959645,274386.598910959768
1652745600,2022-05-17 00:00:00,PLGR/USDT,0.0007,0.0012,0.0007,0.0009,97295381.68080033,85666.991279193454
1652659200,2022-05-16 00:00:00,PLGR/USDT,0.0009,0.001,0.0006,0.0007,154173534.73127758,126878.928293629822
1652572800,2022-05-15 00:00:00,PLGR/USDT,0.0008,0.0015,0.0008,0.0009,180194958.7858153,202263.312260956551
1652486400,2022-05-14 00:00:00,PLGR/USDT,0.0005,0.0012,0.0005,0.0008,217744860.17166432,172094.569718111008
1652400000,2022-05-13 00:00:00,PLGR/USDT,0.0004,0.0007,0.0003,0.0006,96082982.85940458,48870.436536689888
1652313600,2022-05-12 00:00:00,PLGR/USDT,0.0006,0.0007,0.0004,0.0004,84615677.43285872,41847.53393056444
1652227200,2022-05-11 00:00:00,PLGR/USDT,0.001,0.0012,0.0005,0.0006,162545478.08162185,126042.045026537387
1652140800,2022-05-10 00:00:00,PLGR/USDT,0.0014,0.0015,0.001,0.001,82988878.51901016,109297.108763639688
1652054400,2022-05-09 00:00:00,PLGR/USDT,0.0018,0.0018,0.0014,0.0014,51297495.61247635,79044.128397939805
1651968000,2022-05-08 00:00:00,PLGR/USDT,0.0017,0.0019,0.0016,0.0018,66562643.93838083,116594.054378585032
1651881600,2022-05-07 00:00:00,PLGR/USDT,0.0022,0.0022,0.0017,0.0018,82636524.92661878,163721.302559215469
1651795200,2022-05-06 00:00:00,PLGR/USDT,0.0022,0.0023,0.0021,0.0021,31349944.36141128,67712.632825029578
1651708800,2022-05-05 00:00:00,PLGR/USDT,0.0023,0.0025,0.0021,0.0021,160854167.75991683,368993.811039701166
1651622400,2022-05-04 00:00:00,PLGR/USDT,0.0023,0.0026,0.0021,0.0024,135423984.46879134,322346.910917488903
1651536000,2022-05-03 00:00:00,PLGR/USDT,0.0023,0.0025,0.0022,0.0024,68098851.92363269,157149.457281599119
1651449600,2022-05-02 00:00:00,PLGR/USDT,0.0027,0.003,0.0022,0.0023,220189397.20079209,546259.111163280967
1651363200,2022-05-01 00:00:00,PLGR/USDT,0.0022,0.003,0.0022,0.0027,78862081.60955296,203273.707987439431
1651276800,2022-04-30 00:00:00,PLGR/USDT,0.0024,0.0025,0.0022,0.0022,34742480.4887463,82609.791343489817
1651190400,2022-04-29 00:00:00,PLGR/USDT,0.0024,0.0025,0.0022,0.0024,44428003.09907517,102828.170148556215
1651104000,2022-04-28 00:00:00,PLGR/USDT,0.0028,0.003,0.0023,0.0025,129061841.84937988,335697.276714538994
1651017600,2022-04-27 00:00:00,PLGR/USDT,0.0021,0.0033,0.002,0.0028,224710760.51554257,593925.21058439596
1650931200,2022-04-26 00:00:00,PLGR/USDT,0.0022,0.0023,0.002,0.002,120572164.2917951,249329.2787146411
1650844800,2022-04-25 00:00:00,PLGR/USDT,0.0026,0.0026,0.0022,0.0023,83343190.18060638,194079.664919247354
1650758400,2022-04-24 00:00:00,PLGR/USDT,0.0029,0.0038,0.0024,0.0026,300108843.44870271,849824.019349454669
1650672000,2022-04-23 00:00:00,PLGR/USDT,0.0022,0.005,0.0021,0.0028,435312272.76218564,1469433.830495229675
1650585600,2022-04-22 00:00:00,PLGR/USDT,0.0023,0.0025,0.0021,0.0022,116531879.64495595,272389.411192804776
1650499200,2022-04-21 00:00:00,PLGR/USDT,0.0022,0.0026,0.0021,0.0023,107476245.14318261,254499.620227034523
1650412800,2022-04-20 00:00:00,PLGR/USDT,0.0023,0.0024,0.0021,0.0022,29856080.24024136,67549.682967196402
1650326400,2022-04-19 00:00:00,PLGR/USDT,0.0023,0.0025,0.0022,0.0023,48872437.32344634,114650.912027639909
1650240000,2022-04-18 00:00:00,PLGR/USDT,0.0025,0.0026,0.002,0.0023,103915850.04399119,237480.304836585555
1650153600,2022-04-17 00:00:00,PLGR/USDT,0.0026,0.0027,0.0025,0.0025,24809240.35348212,63695.265202599427
1650067200,2022-04-16 00:00:00,PLGR/USDT,0.0027,0.0028,0.0024,0.0026,78463661.97063198,206032.026486823818
1649980800,2022-04-15 00:00:00,PLGR/USDT,0.0031,0.0039,0.0027,0.0027,196179950.04859081,620132.599378069937
1649894400,2022-04-14 00:00:00,PLGR/USDT,0.0025,0.0036,0.0025,0.0031,227091027.75235199,665866.715007320212
1649808000,2022-04-13 00:00:00,PLGR/USDT,0.0024,0.0033,0.0022,0.0026,116696366.60521004,305802.068738749012
1649721600,2022-04-12 00:00:00,PLGR/USDT,0.0026,0.0026,0.0023,0.0025,33743607.12717649,82984.442577793525
1649635200,2022-04-11 00:00:00,PLGR/USDT,0.0035,0.0035,0.0025,0.0025,59896590.5796558,174378.501455158207
1649548800,2022-04-10 00:00:00,PLGR/USDT,0.0037,0.0039,0.0033,0.0035,71893654.36534319,258768.840151607961
1649462400,2022-04-09 00:00:00,PLGR/USDT,0.0042,0.0048,0.0033,0.0037,50156543.53960118,195478.262109954884
1649376000,2022-04-08 00:00:00,PLGR/USDT,0.0045,0.0054,0.004,0.0042,53043139.49282802,231830.853878833884
1649289600,2022-04-07 00:00:00,PLGR/USDT,0.0051,0.0053,0.004,0.0045,32835024.0439475,154820.188633558587
1649203200,2022-04-06 00:00:00,PLGR/USDT,0.0067,0.0067,0.0048,0.0051,33232405.32838858,185028.104011900663
1649116800,2022-04-05 00:00:00,PLGR/USDT,0.0073,0.0074,0.0063,0.0065,34508848.66813965,235211.038272267187
1649030400,2022-04-04 00:00:00,PLGR/USDT,0.0083,0.0095,0.007,0.0074,39770084.68833569,311184.814896757912
1648944000,2022-04-03 00:00:00,PLGR/USDT,0.0072,0.0097,0.0069,0.0083,42822321.85374347,348863.725340372285
1648857600,2022-04-02 00:00:00,PLGR/USDT,0.007,0.0073,0.0067,0.0073,13979522.47748018,98483.602438225488
1648771200,2022-04-01 00:00:00,PLGR/USDT,0.0075,0.0077,0.0068,0.007,11829813.04970488,84749.512736091111
1648684800,2022-03-31 00:00:00,PLGR/USDT,0.0088,0.0089,0.0068,0.0075,22495387.05996963,180543.028024932638
1648598400,2022-03-30 00:00:00,PLGR/USDT,0.0091,0.0095,0.0088,0.0089,19645015.98045485,176924.42965935796
1648512000,2022-03-29 00:00:00,PLGR/USDT,0.0102,0.0103,0.008,0.009,18157419.94231742,169233.409677771403
1648425600,2022-03-28 00:00:00,PLGR/USDT,0.0105,0.011,0.0099,0.0102,19197558.02050537,197422.312091207359
1648339200,2022-03-27 00:00:00,PLGR/USDT,0.0103,0.0114,0.01,0.0105,22082708.80187571,229424.806194998386
1648252800,2022-03-26 00:00:00,PLGR/USDT,0.0109,0.011,0.01,0.0103,26430350.53336678,274326.814682478659
1648166400,2022-03-25 00:00:00,PLGR/USDT,0.0116,0.0119,0.0107,0.0109,18305049.9201535,207974.008949092985
1648080000,2022-03-24 00:00:00,PLGR/USDT,0.0124,0.0124,0.0114,0.0116,6340450.50682848,74844.520613568882
1647993600,2022-03-23 00:00:00,PLGR/USDT,0.0119,0.0124,0.011,0.0124,14460747.81720417,169607.521826374744
1647907200,2022-03-22 00:00:00,PLGR/USDT,0.0119,0.0125,0.0116,0.0118,14293069.41578334,169791.770664498918
1647820800,2022-03-21 00:00:00,PLGR/USDT,0.0121,0.0127,0.0115,0.0119,13560957.08668767,163130.118241507062
1647734400,2022-03-20 00:00:00,PLGR/USDT,0.013,0.0132,0.0116,0.012,5886007.11149704,71847.47864500041
1647648000,2022-03-19 00:00:00,PLGR/USDT,0.0149,0.0155,0.0128,0.013,7006891.89994565,96170.486045890272
1647561600,2022-03-18 00:00:00,PLGR/USDT,0.0122,0.0166,0.0116,0.0148,11396833.92000005,163736.157144641814
1647475200,2022-03-17 00:00:00,PLGR/USDT,0.0131,0.0132,0.0122,0.0122,1774540.44549456,22126.822304616942
1647388800,2022-03-16 00:00:00,PLGR/USDT,0.0126,0.0138,0.0121,0.0131,2546860.88158161,32803.956010814963
1647302400,2022-03-15 00:00:00,PLGR/USDT,0.0131,0.0136,0.0123,0.0126,1058706.15972828,13710.317208900459
1647216000,2022-03-14 00:00:00,PLGR/USDT,0.0148,0.0148,0.0126,0.0131,5167292.74825522,69723.398648752136
1647129600,2022-03-13 00:00:00,PLGR/USDT,0.012,0.0149,0.012,0.0148,6971805.37637337,93855.665356592614
1647043200,2022-03-12 00:00:00,PLGR/USDT,0.0112,0.0146,0.011,0.012,3724528.60179638,46652.6531172213
1646956800,2022-03-11 00:00:00,PLGR/USDT,0.0117,0.0122,0.0106,0.0112,1022640.60997437,11555.967009956346
1646870400,2022-03-10 00:00:00,PLGR/USDT,0.0125,0.0132,0.0116,0.0117,2511892.31430061,31518.019116643721
1646784000,2022-03-09 00:00:00,PLGR/USDT,0.0121,0.0134,0.0121,0.0124,762564.02939892,9554.581608965447
1646697600,2022-03-08 00:00:00,PLGR/USDT,0.012,0.0138,0.0119,0.0121,1224116.45456385,15269.911524941972
1646611200,2022-03-07 00:00:00,PLGR/USDT,0.0123,0.0135,0.0118,0.0121,621475.87732604,7794.36039025906
1646524800,2022-03-06 00:00:00,PLGR/USDT,0.0121,0.0149,0.0112,0.0123,2744081.7789333,34392.634153797058
1646438400,2022-03-05 00:00:00,PLGR/USDT,0.0112,0.0159,0.0112,0.0121,3967967.01715449,51379.275987393321
1646352000,2022-03-04 00:00:00,PLGR/USDT,0.0113,0.0119,0.0106,0.0111,782353.67555266,8765.222427445016
1646265600,2022-03-03 00:00:00,PLGR/USDT,0.0118,0.014,0.011,0.0112,1950488.28138712,24144.900900809623
1646179200,2022-03-02 00:00:00,PLGR/USDT,0.0126,0.013,0.0117,0.0118,1108898.33966477,13668.763544629984
1646092800,2022-03-01 00:00:00,PLGR/USDT,0.0137,0.0145,0.0126,0.0127,2275395.65183614,30678.346834566187
1646006400,2022-02-28 00:00:00,PLGR/USDT,0.0114,0.0187,0.0114,0.0137,13017875.87587727,195015.41417511223
1645920000,2022-02-27 00:00:00,PLGR/USDT,0.0113,0.0135,0.01,0.0114,2103246.10146879,24263.203360113076
1645833600,2022-02-26 00:00:00,PLGR/USDT,0.0121,0.0124,0.01,0.0114,2244331.67886658,24858.503808017548
1645747200,2022-02-25 00:00:00,PLGR/USDT,0.0122,0.0124,0.0116,0.012,1030386.07740407,12528.789801099652
1645660800,2022-02-24 00:00:00,PLGR/USDT,0.0142,0.0145,0.0118,0.0123,11226027.06110919,143967.270529777884
1645574400,2022-02-23 00:00:00,PLGR/USDT,0.0148,0.016,0.014,0.0143,7988862.02558116,115926.59009721008
1645488000,2022-02-22 00:00:00,PLGR/USDT,0.0165,0.0168,0.0144,0.0147,9513965.29262458,144052.039079889144
1645401600,2022-02-21 00:00:00,PLGR/USDT,0.0169,0.0199,0.0165,0.0165,10050086.94562848,174777.607622575052
1645315200,2022-02-20 00:00:00,PLGR/USDT,0.0195,0.0195,0.0156,0.017,1312640.83266929,22878.009396659174
1645228800,2022-02-19 00:00:00,PLGR/USDT,0.0192,0.0204,0.0187,0.0195,530143.87050167,10300.18305540779
1645142400,2022-02-18 00:00:00,PLGR/USDT,0.0207,0.0207,0.0185,0.0192,853592.61698426,16863.489651051776
1645056000,2022-02-17 00:00:00,PLGR/USDT,0.0229,0.023,0.0203,0.0207,1840836.8576974,39036.833916341944
1644969600,2022-02-16 00:00:00,PLGR/USDT,0.0218,0.0239,0.0213,0.0229,2228382.05514267,50045.583470777307
1644883200,2022-02-15 00:00:00,PLGR/USDT,0.021,0.0223,0.02,0.0218,5223660.27261286,109662.844650556863
1644796800,2022-02-14 00:00:00,PLGR/USDT,0.0206,0.0216,0.0197,0.0211,3012920.68336983,62931.912700208471
