https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume SOV,Volume USDT
1660867200,2022-08-19 00:00:00,SOV/USDT,0.559,0.56,0.514,0.531,8199.6849,4461.7312661
1660780800,2022-08-18 00:00:00,SOV/USDT,0.569,0.583,0.55,0.56,8808.0265,4966.0786875
1660694400,2022-08-17 00:00:00,SOV/USDT,0.573,0.586,0.566,0.569,8549.5517,4906.8129164
1660608000,2022-08-16 00:00:00,SOV/USDT,0.583,0.63,0.563,0.578,10386.2835,6066.5818832
1660521600,2022-08-15 00:00:00,SOV/USDT,0.594,0.613,0.576,0.578,12231.4907,7249.7122937
1660435200,2022-08-14 00:00:00,SOV/USDT,0.58,0.608,0.574,0.59,3546.5705,2116.3187
1660348800,2022-08-13 00:00:00,SOV/USDT,0.617,0.62,0.57,0.58,34916.1908,21114.3296167
1660262400,2022-08-12 00:00:00,SOV/USDT,0.598,0.618,0.587,0.618,2379.1386,1438.6257199
1660176000,2022-08-11 00:00:00,SOV/USDT,0.582,0.646,0.58,0.598,33144.302,20323.4212095
1660089600,2022-08-10 00:00:00,SOV/USDT,0.584,0.588,0.535,0.582,14735.6082,8304.263693
1660003200,2022-08-09 00:00:00,SOV/USDT,0.58,0.599,0.547,0.584,12003.3675,6886.9376767
1659916800,2022-08-08 00:00:00,SOV/USDT,0.563,0.59,0.535,0.575,11079.5986,6290.5228803
1659830400,2022-08-07 00:00:00,SOV/USDT,0.571,0.58,0.56,0.563,4481.9252,2552.6996759
1659744000,2022-08-06 00:00:00,SOV/USDT,0.564,0.577,0.556,0.571,1015.2121,574.2180976
1659657600,2022-08-05 00:00:00,SOV/USDT,0.559,0.575,0.551,0.564,7381.5009,4154.1898943
1659571200,2022-08-04 00:00:00,SOV/USDT,0.555,0.57,0.55,0.555,1676.7539,930.4505597
1659484800,2022-08-03 00:00:00,SOV/USDT,0.556,0.57,0.545,0.558,1491.0788,836.1893978
1659398400,2022-08-02 00:00:00,SOV/USDT,0.548,0.565,0.542,0.556,1712.5766,942.478816
1659312000,2022-08-01 00:00:00,SOV/USDT,0.58,0.581,0.541,0.548,89524.5802,49509.7012446
1659225600,2022-07-31 00:00:00,SOV/USDT,0.589,0.59,0.58,0.58,31651.3741,18514.9293307
1659139200,2022-07-30 00:00:00,SOV/USDT,0.61,0.628,0.587,0.589,61865.2557,37037.4061326
1659052800,2022-07-29 00:00:00,SOV/USDT,0.614,0.638,0.6,0.61,140786.5335,86031.0820339
1658966400,2022-07-28 00:00:00,SOV/USDT,0.624,0.646,0.602,0.614,24655.9295,15268.8509056
1658880000,2022-07-27 00:00:00,SOV/USDT,0.591,0.645,0.574,0.619,25752.6314,15756.0457526
1658793600,2022-07-26 00:00:00,SOV/USDT,0.615,0.615,0.58,0.591,11485.0672,6855.4136375
1658707200,2022-07-25 00:00:00,SOV/USDT,0.641,0.651,0.61,0.615,6423.1703,4046.2391085
1658620800,2022-07-24 00:00:00,SOV/USDT,0.629,0.648,0.6,0.639,34183.7678,21575.7391992
1658534400,2022-07-23 00:00:00,SOV/USDT,0.65,0.65,0.628,0.629,64955.8234,41288.3095214
1658448000,2022-07-22 00:00:00,SOV/USDT,0.665,0.668,0.636,0.65,45894.2819,30281.1014212
1658361600,2022-07-21 00:00:00,SOV/USDT,0.671,0.672,0.64,0.665,29733.3392,19655.2280662
1658275200,2022-07-20 00:00:00,SOV/USDT,0.664,0.695,0.662,0.672,49567.154,33554.2850501
1658188800,2022-07-19 00:00:00,SOV/USDT,0.647,0.672,0.628,0.664,60935.49968284,39752.17015191952
1658102400,2022-07-18 00:00:00,SOV/USDT,0.635,0.663,0.618,0.647,74231.10301129,47237.05666131162
1658016000,2022-07-17 00:00:00,SOV/USDT,0.626,0.64,0.625,0.635,59416.20327882,37562.40676849202
1657929600,2022-07-16 00:00:00,SOV/USDT,0.62,0.635,0.614,0.626,58160.90051954,36022.75438419526
1657843200,2022-07-15 00:00:00,SOV/USDT,0.598,0.646,0.596,0.621,25934.31629995,16108.01388044991
1657756800,2022-07-14 00:00:00,SOV/USDT,0.566,0.597,0.566,0.597,51911.54798254,29706.76706759638
1657670400,2022-07-13 00:00:00,SOV/USDT,0.569,0.571,0.552,0.566,39624.15619914,22293.89193129467
1657584000,2022-07-12 00:00:00,SOV/USDT,0.573,0.595,0.56,0.57,9378.90226218,5389.980250592
1657497600,2022-07-11 00:00:00,SOV/USDT,0.607,0.619,0.573,0.573,7051.52184532,4183.1563954956
1657411200,2022-07-10 00:00:00,SOV/USDT,0.633,0.633,0.596,0.604,46990.1211,28988.966775
1657324800,2022-07-09 00:00:00,SOV/USDT,0.603,0.653,0.602,0.633,34397.17476151,21411.13196185762
1657238400,2022-07-08 00:00:00,SOV/USDT,0.595,0.623,0.595,0.603,20644.20086905,12514.08932909369
1657152000,2022-07-07 00:00:00,SOV/USDT,0.568,0.6,0.562,0.595,24281.53392602,14051.12662750536
1657065600,2022-07-06 00:00:00,SOV/USDT,0.562,0.575,0.554,0.568,58493.64599614,32773.55138979209
1656979200,2022-07-05 00:00:00,SOV/USDT,0.583,0.598,0.561,0.562,68686.05045681,39306.94297677873
1656892800,2022-07-04 00:00:00,SOV/USDT,0.556,0.585,0.554,0.584,51591.84688135,29132.04030528975
1656806400,2022-07-03 00:00:00,SOV/USDT,0.567,0.568,0.54,0.556,75752.2930714,41977.39329998929
1656720000,2022-07-02 00:00:00,SOV/USDT,0.554,0.655,0.542,0.567,129105.78100463,75455.90426863885
1656633600,2022-07-01 00:00:00,SOV/USDT,0.602,0.624,0.475,0.558,247262.67857807,135723.02722874707
1656547200,2022-06-30 00:00:00,SOV/USDT,0.66,0.689,0.594,0.602,54945.60310201,34790.09976001261
1656460800,2022-06-29 00:00:00,SOV/USDT,0.695,0.695,0.654,0.66,40824.87833731,27330.24233047897
1656374400,2022-06-28 00:00:00,SOV/USDT,0.721,0.727,0.691,0.696,72166.78356238,50716.98883105327
1656288000,2022-06-27 00:00:00,SOV/USDT,0.778,0.799,0.7,0.722,190980.65397319,143247.29934347411
1656201600,2022-06-26 00:00:00,SOV/USDT,0.637,0.822,0.635,0.778,178096.0773223,132823.40481544685
1656115200,2022-06-25 00:00:00,SOV/USDT,0.617,0.652,0.615,0.637,54397.72970975,34072.68523728109
1656028800,2022-06-24 00:00:00,SOV/USDT,0.619,0.635,0.609,0.617,215532.04722736,133795.68413496179
1655942400,2022-06-23 00:00:00,SOV/USDT,0.609,0.635,0.596,0.618,61840.60741146,38069.92498210858
1655856000,2022-06-22 00:00:00,SOV/USDT,0.629,0.634,0.591,0.609,130759.11797796,78906.49876907395
1655769600,2022-06-21 00:00:00,SOV/USDT,0.61,0.635,0.606,0.629,68443.46702518,42683.58773313278
1655683200,2022-06-20 00:00:00,SOV/USDT,0.597,0.615,0.591,0.61,59090.05912368,35598.31321900166
1655596800,2022-06-19 00:00:00,SOV/USDT,0.604,0.607,0.579,0.597,197164.52225662,118218.11160736074
1655510400,2022-06-18 00:00:00,SOV/USDT,0.655,0.66,0.601,0.604,124156.96272107,77169.84129545602
1655424000,2022-06-17 00:00:00,SOV/USDT,0.681,0.691,0.655,0.656,57355.9249429,38563.30717582932
1655337600,2022-06-16 00:00:00,SOV/USDT,0.775,0.782,0.679,0.681,116966.34236444,83015.39527564813
1655251200,2022-06-15 00:00:00,SOV/USDT,0.767,0.8,0.72,0.778,111373.77195535,83475.90521905724
1655164800,2022-06-14 00:00:00,SOV/USDT,0.801,0.825,0.75,0.767,121199.44144447,94879.28454205288
1655078400,2022-06-13 00:00:00,SOV/USDT,1.126,1.146,0.75,0.802,421969.74193038,374675.01117170975
1654992000,2022-06-12 00:00:00,SOV/USDT,1.623,1.731,1.11,1.126,197865.72833062,277784.13206353608
1654905600,2022-06-11 00:00:00,SOV/USDT,1.671,1.687,1.58,1.623,25508.96893838,42096.23670945537
1654819200,2022-06-10 00:00:00,SOV/USDT,1.722,1.722,1.67,1.671,7698.48504966,13072.33174166255
1654732800,2022-06-09 00:00:00,SOV/USDT,1.78,1.879,1.711,1.722,29601.53231313,52007.27095095113
1654646400,2022-06-08 00:00:00,SOV/USDT,1.836,1.85,1.777,1.78,24863.80960663,44868.9048715314
1654560000,2022-06-07 00:00:00,SOV/USDT,2.065,2.065,1.77,1.835,113628.44735381,207464.30923597352
1654473600,2022-06-06 00:00:00,SOV/USDT,2.025,2.071,2.014,2.065,41536.54913053,85106.56337966684
1654387200,2022-06-05 00:00:00,SOV/USDT,2.05,2.051,2.025,2.025,5238.57143842,10702.33712989942
1654300800,2022-06-04 00:00:00,SOV/USDT,2.05,2.102,2.05,2.05,1489.1788704,3054.5874357904
1654214400,2022-06-03 00:00:00,SOV/USDT,2.223,2.228,2.05,2.051,8641.8071326,18944.77903324822
1654128000,2022-06-02 00:00:00,SOV/USDT,2.231,2.303,2.217,2.223,4898.12750156,10885.02827407067
1654041600,2022-06-01 00:00:00,SOV/USDT,2.401,2.462,2.218,2.231,13298.63180699,31689.33863429034
1653955200,2022-05-31 00:00:00,SOV/USDT,2.189,2.415,2.07,2.401,28964.17368373,65839.7867073138
1653868800,2022-05-30 00:00:00,SOV/USDT,1.993,2.189,1.9,2.189,23677.92107616,49302.99188580805
1653782400,2022-05-29 00:00:00,SOV/USDT,1.913,2.1,1.908,2.024,10298.23989727,20038.58501919918
1653696000,2022-05-28 00:00:00,SOV/USDT,1.877,1.913,1.857,1.913,8183.97048744,15407.37719374684
1653609600,2022-05-27 00:00:00,SOV/USDT,1.935,1.935,1.864,1.875,14353.42402278,27228.79715963963
1653523200,2022-05-26 00:00:00,SOV/USDT,1.886,1.942,1.84,1.938,14816.57655055,28078.99890332787
1653436800,2022-05-25 00:00:00,SOV/USDT,1.858,1.896,1.858,1.886,18370.3425851,34575.129831788
1653350400,2022-05-24 00:00:00,SOV/USDT,1.819,1.88,1.795,1.858,15401.92832226,28439.28419067144
1653264000,2022-05-23 00:00:00,SOV/USDT,1.847,1.9,1.712,1.829,22204.21501598,40790.58048255254
1653177600,2022-05-22 00:00:00,SOV/USDT,1.8,1.85,1.8,1.847,15681.90370612,28526.30271793822
1653091200,2022-05-21 00:00:00,SOV/USDT,1.848,1.848,1.754,1.8,14894.00892296,26801.72153393231
1653004800,2022-05-20 00:00:00,SOV/USDT,1.847,1.88,1.751,1.824,10926.35649106,20354.6670233365
1652918400,2022-05-19 00:00:00,SOV/USDT,1.5,1.941,1.498,1.847,41305.77717309,69956.87551702905
1652832000,2022-05-18 00:00:00,SOV/USDT,1.567,1.595,1.474,1.5,20703.93398693,32209.54843155791
1652745600,2022-05-17 00:00:00,SOV/USDT,1.533,1.596,1.488,1.565,23089.93179098,35459.37110320954
1652659200,2022-05-16 00:00:00,SOV/USDT,1.561,1.565,1.461,1.534,11980.4141386,18459.31044137738
1652572800,2022-05-15 00:00:00,SOV/USDT,1.463,1.619,1.46,1.561,8405.66286587,12938.03568592693
1652486400,2022-05-14 00:00:00,SOV/USDT,1.538,1.584,1.398,1.463,31178.92518042,46274.80141553919
1652400000,2022-05-13 00:00:00,SOV/USDT,1.445,1.687,1.428,1.552,12037.78606985,18572.06501122183
1652313600,2022-05-12 00:00:00,SOV/USDT,1.459,1.52,1.296,1.444,23746.01598239,34034.70780151229
1652227200,2022-05-11 00:00:00,SOV/USDT,1.919,1.929,1.264,1.496,41530.24695658,69994.34135818027
1652140800,2022-05-10 00:00:00,SOV/USDT,1.839,2.85,1.827,1.924,37440.8426158,74220.8535870009
1652054400,2022-05-09 00:00:00,SOV/USDT,2.416,2.467,1.827,1.863,35869.97162431,77209.31490264909
1651968000,2022-05-08 00:00:00,SOV/USDT,2.611,2.618,2.41,2.416,11159.77341534,27484.61034244386
1651881600,2022-05-07 00:00:00,SOV/USDT,2.652,2.652,2.603,2.618,12217.3588158,31977.0758430644
1651795200,2022-05-06 00:00:00,SOV/USDT,2.74,2.753,2.617,2.668,6892.19740597,18616.05433438142
1651708800,2022-05-05 00:00:00,SOV/USDT,2.933,3.078,2.616,2.761,12373.12674923,35368.99414536726
1651622400,2022-05-04 00:00:00,SOV/USDT,2.822,3.076,2.808,2.932,7434.54858608,21126.97129311492
1651536000,2022-05-03 00:00:00,SOV/USDT,2.927,2.943,2.78,2.822,12484.78365016,35968.95133121759
1651449600,2022-05-02 00:00:00,SOV/USDT,2.898,3.029,2.898,2.927,7498.97666219,22009.38282285177
1651363200,2022-05-01 00:00:00,SOV/USDT,2.968,2.994,2.811,2.897,13419.23452985,39062.78024327859
1651276800,2022-04-30 00:00:00,SOV/USDT,3.097,3.139,2.96,2.96,11763.58068673,36294.21212181977
1651190400,2022-04-29 00:00:00,SOV/USDT,3.17,3.17,2.967,3.097,23816.6161993,73651.91383431608
1651104000,2022-04-28 00:00:00,SOV/USDT,3.171,3.188,3.085,3.17,11448.21737639,36238.79031189155
1651017600,2022-04-27 00:00:00,SOV/USDT,3.1,3.193,2.895,3.171,29113.96053279,89897.21016830626
1650931200,2022-04-26 00:00:00,SOV/USDT,3.317,3.42,3.1,3.108,12616.42213642,41618.12068360547
1650844800,2022-04-25 00:00:00,SOV/USDT,3.388,3.388,3.22,3.317,21975.94512845,72700.93025567037
1650758400,2022-04-24 00:00:00,SOV/USDT,3.42,3.423,3.28,3.388,12937.3191128,43505.14296081862
1650672000,2022-04-23 00:00:00,SOV/USDT,3.374,3.49,3.359,3.42,10019.41852821,34274.85197300706
1650585600,2022-04-22 00:00:00,SOV/USDT,3.629,3.63,3.31,3.366,7754.65241753,26406.85880219666
1650499200,2022-04-21 00:00:00,SOV/USDT,3.617,3.7,3.515,3.629,15062.37534001,54505.94564400694
1650412800,2022-04-20 00:00:00,SOV/USDT,3.634,3.8,3.608,3.626,19141.91965765,70172.88871738098
1650326400,2022-04-19 00:00:00,SOV/USDT,3.634,3.744,3.603,3.634,12200.98139599,44366.32599527708
1650240000,2022-04-18 00:00:00,SOV/USDT,3.304,3.852,3.291,3.634,34699.49764261,121433.87739661049
1650153600,2022-04-17 00:00:00,SOV/USDT,3.1,3.399,3.009,3.304,18423.96153583,58663.28807125314
1650067200,2022-04-16 00:00:00,SOV/USDT,3.036,3.122,2.949,3.1,16232.76145091,49361.1190178914
1649980800,2022-04-15 00:00:00,SOV/USDT,2.96,3.082,2.873,3.036,18690.19386804,56083.41686496635
1649894400,2022-04-14 00:00:00,SOV/USDT,3.067,3.078,2.92,2.961,15069.55581396,45584.47663084873
1649808000,2022-04-13 00:00:00,SOV/USDT,2.911,3.21,2.901,3.067,18600.60209363,55562.5083365291
1649721600,2022-04-12 00:00:00,SOV/USDT,3.08,3.08,2.84,2.912,12851.04557204,37877.53380436778
1649635200,2022-04-11 00:00:00,SOV/USDT,3.115,3.265,2.99,3.08,38169.51805583,118585.23690480652
1649548800,2022-04-10 00:00:00,SOV/USDT,2.956,3.418,2.804,3.115,36380.46685287,111351.29767844979
1649462400,2022-04-09 00:00:00,SOV/USDT,2.991,3.01,2.933,2.963,11382.44632051,33729.03474770905
1649376000,2022-04-08 00:00:00,SOV/USDT,3.081,3.102,2.99,2.99,9058.26465602,27687.06736550542
1649289600,2022-04-07 00:00:00,SOV/USDT,3.088,3.149,2.992,3.081,6889.37492052,21254.60912479878
1649203200,2022-04-06 00:00:00,SOV/USDT,3.312,3.32,2.991,3.088,10826.84159558,34206.03510845758
1649116800,2022-04-05 00:00:00,SOV/USDT,3.666,3.721,3.25,3.312,22348.27824576,77547.92814098944
1649030400,2022-04-04 00:00:00,SOV/USDT,3.884,4,3.45,3.666,33255.0364899,122234.59674367991
1648944000,2022-04-03 00:00:00,SOV/USDT,3.398,4,3.34,3.869,29297.68622055,108838.1317478613
1648857600,2022-04-02 00:00:00,SOV/USDT,3.247,3.45,3.229,3.428,17266.59874148,57648.96271953987
1648771200,2022-04-01 00:00:00,SOV/USDT,3.202,3.314,2.86,3.248,14166.16198351,44394.17032348977
1648684800,2022-03-31 00:00:00,SOV/USDT,3.099,3.34,3.096,3.202,18296.05000245,58758.96524627813
1648598400,2022-03-30 00:00:00,SOV/USDT,3.133,3.178,2.949,3.096,23605.2767176,72592.04496511312
1648512000,2022-03-29 00:00:00,SOV/USDT,3.061,3.199,3.021,3.125,21878.7773647,67639.71243098185
1648425600,2022-03-28 00:00:00,SOV/USDT,2.651,3.198,2.634,3.05,70328.68430178,203400.21764177212
1648339200,2022-03-27 00:00:00,SOV/USDT,2.629,2.675,2.453,2.657,18018.6788536,46718.23540881718
1648252800,2022-03-26 00:00:00,SOV/USDT,2.681,2.745,2.549,2.629,15072.77267036,39522.91762467289
1648166400,2022-03-25 00:00:00,SOV/USDT,2.774,2.882,2.667,2.692,20358.62395537,56286.7320240084
1648080000,2022-03-24 00:00:00,SOV/USDT,2.627,2.904,2.613,2.774,33042.99324798,90309.45379326651
1647993600,2022-03-23 00:00:00,SOV/USDT,2.771,2.9,2.553,2.627,33683.51158857,90354.26710592416
1647907200,2022-03-22 00:00:00,SOV/USDT,2.697,2.899,2.56,2.752,46568.6904311,125232.42882782817
1647820800,2022-03-21 00:00:00,SOV/USDT,2.948,2.949,2.68,2.697,19430.24736744,53683.99654535891
1647734400,2022-03-20 00:00:00,SOV/USDT,3.086,3.249,2.9,2.949,17496.598144,53758.28617374415
1647648000,2022-03-19 00:00:00,SOV/USDT,3.186,3.28,3.022,3.086,26733.85498456,83293.53261448731
1647561600,2022-03-18 00:00:00,SOV/USDT,3.277,3.285,3.127,3.186,21716.9291283,69696.23558746747
1647475200,2022-03-17 00:00:00,SOV/USDT,3.463,3.503,3.273,3.283,14613.86199218,49475.52788445585
1647388800,2022-03-16 00:00:00,SOV/USDT,3.45,3.621,3.33,3.463,16487.37348844,56645.88085880579
1647302400,2022-03-15 00:00:00,SOV/USDT,3.487,3.487,3.371,3.45,7325.66104405,25285.05328665119
1647216000,2022-03-14 00:00:00,SOV/USDT,3.382,3.813,3.371,3.487,22264.48455665,77466.18375570617
1647129600,2022-03-13 00:00:00,SOV/USDT,3.547,3.593,3.354,3.39,21824.50116662,75494.11320091503
1647043200,2022-03-12 00:00:00,SOV/USDT,3.574,3.608,3.432,3.547,13061.67724755,46369.2245888846
1646956800,2022-03-11 00:00:00,SOV/USDT,3.723,3.723,3.542,3.577,9000.97159192,32663.78220747354
1646870400,2022-03-10 00:00:00,SOV/USDT,3.935,3.946,3.614,3.722,28765.19907757,110153.96069259952
1646784000,2022-03-09 00:00:00,SOV/USDT,3.678,4.114,3.66,3.936,10169.65792587,39402.85783639598
1646697600,2022-03-08 00:00:00,SOV/USDT,3.559,3.757,3.554,3.678,12757.84433968,46284.21553595519
1646611200,2022-03-07 00:00:00,SOV/USDT,3.706,3.706,3.532,3.559,21884.93564268,79237.16935155814
1646524800,2022-03-06 00:00:00,SOV/USDT,3.723,3.776,3.68,3.706,6725.18467995,24999.58620027249
1646438400,2022-03-05 00:00:00,SOV/USDT,3.813,3.988,3.669,3.723,8221.34383594,31468.16257564479
1646352000,2022-03-04 00:00:00,SOV/USDT,4.172,4.173,3.763,3.825,17791.1545759,71188.72766985731
1646265600,2022-03-03 00:00:00,SOV/USDT,4.153,4.32,4.078,4.164,32363.93019953,133902.47094237732
1646179200,2022-03-02 00:00:00,SOV/USDT,4.13,4.18,4.103,4.153,14562.99257173,60237.56819783723
1646092800,2022-03-01 00:00:00,SOV/USDT,4.09,4.336,4.064,4.131,21107.80879656,86976.04232646449
1646006400,2022-02-28 00:00:00,SOV/USDT,3.669,4.127,3.52,4.083,21146.92956932,80032.70995343395
1645920000,2022-02-27 00:00:00,SOV/USDT,3.779,3.975,3.66,3.708,16404.7488891,61980.65732335048
1645833600,2022-02-26 00:00:00,SOV/USDT,3.825,3.852,3.742,3.779,6694.22972674,25461.02652744425
1645747200,2022-02-25 00:00:00,SOV/USDT,3.713,4.066,3.713,3.825,31408.02711761,120140.68335877287
1645660800,2022-02-24 00:00:00,SOV/USDT,3.765,3.867,3.233,3.714,34611.61546529,124074.36582413689
1645574400,2022-02-23 00:00:00,SOV/USDT,3.538,4.173,3.523,3.765,20712.85446196,77491.81109646224
1645488000,2022-02-22 00:00:00,SOV/USDT,3.684,3.689,3.342,3.538,15096.67631227,53142.53046147636
1645401600,2022-02-21 00:00:00,SOV/USDT,3.834,4.034,3.624,3.686,18496.63716607,70800.13813692297
1645315200,2022-02-20 00:00:00,SOV/USDT,3.988,3.988,3.758,3.843,4562.50030669,17668.5911935434
1645228800,2022-02-19 00:00:00,SOV/USDT,3.991,4.147,3.9,3.988,10064.15152443,40726.75073987038
1645142400,2022-02-18 00:00:00,SOV/USDT,4.16,4.224,3.957,4,6488.98804565,26177.40729930885
1645056000,2022-02-17 00:00:00,SOV/USDT,4.609,4.627,4.14,4.2,8460.02257214,37268.73712529067
1644969600,2022-02-16 00:00:00,SOV/USDT,4.637,4.652,4.578,4.608,5184.2709845,23909.7111703288
1644883200,2022-02-15 00:00:00,SOV/USDT,4.417,4.8,4.397,4.637,7583.80819452,35011.13228417682
1644796800,2022-02-14 00:00:00,SOV/USDT,4.387,4.48,4.235,4.397,8454.27470114,36999.29996065399
1644710400,2022-02-13 00:00:00,SOV/USDT,4.412,4.44,4.345,4.376,7507.8387931,33064.09088134139
1644624000,2022-02-12 00:00:00,SOV/USDT,4.455,4.62,4.275,4.412,9936.95343885,44028.29438241696
1644537600,2022-02-11 00:00:00,SOV/USDT,5.225,5.275,4.311,4.454,14108.71488081,66685.53764866098
1644451200,2022-02-10 00:00:00,SOV/USDT,5.367,5.367,5.12,5.223,10006.47291835,52931.98786172361
1644364800,2022-02-09 00:00:00,SOV/USDT,5.244,5.497,5.1,5.366,8235.74026935,43693.57111410152
1644278400,2022-02-08 00:00:00,SOV/USDT,5.419,5.763,5.06,5.253,16915.56957541,90446.03256731559
1644192000,2022-02-07 00:00:00,SOV/USDT,4.949,5.55,4.948,5.413,25722.52590972,134186.72455202693
1644105600,2022-02-06 00:00:00,SOV/USDT,4.956,5.045,4.836,4.95,8516.18848004,41994.27547915833
1644019200,2022-02-05 00:00:00,SOV/USDT,4.9,4.999,4.852,4.95,5078.23339281,24913.92355252899
1643932800,2022-02-04 00:00:00,SOV/USDT,4.54,5.244,4.53,4.9,12294.52410751,59781.04360590322
1643846400,2022-02-03 00:00:00,SOV/USDT,4.841,4.874,4.125,4.512,20323.12999958,89311.75985024434
1643760000,2022-02-02 00:00:00,SOV/USDT,5.02,5.079,4.807,4.874,7786.43436126,38698.02792299803
1643673600,2022-02-01 00:00:00,SOV/USDT,4.918,5.115,4.835,5.02,9319.68847656,45937.06655140748
1643587200,2022-01-31 00:00:00,SOV/USDT,5.63,5.651,4.81,4.918,25412.21515388,132403.01987416829
1643500800,2022-01-30 00:00:00,SOV/USDT,5.613,5.7,5.567,5.63,1410.3319724,7914.80779343727
1643414400,2022-01-29 00:00:00,SOV/USDT,5.56,5.759,5.513,5.613,3908.966328,21786.43870987186
1643328000,2022-01-28 00:00:00,SOV/USDT,5.494,5.671,5.438,5.56,4637.10690655,25824.77314737836
1643241600,2022-01-27 00:00:00,SOV/USDT,5.886,5.913,4.87,5.494,17555.19521147,94857.3706199213
1643155200,2022-01-26 00:00:00,SOV/USDT,5.953,6.1,5.679,5.886,11473.47090617,68099.70704027052
1643068800,2022-01-25 00:00:00,SOV/USDT,5.762,6.811,5.659,5.949,17725.26987894,104862.63013348907
1642982400,2022-01-24 00:00:00,SOV/USDT,5.545,5.842,5,5.808,22132.2604302,118987.56234928878
1642896000,2022-01-23 00:00:00,SOV/USDT,5.439,5.636,5.427,5.555,13748.10937786,75103.4284673925
1642809600,2022-01-22 00:00:00,SOV/USDT,5.898,5.973,5.115,5.44,9488.95221769,51862.4880043295
1642723200,2022-01-21 00:00:00,SOV/USDT,7.313,7.37,5.728,5.899,10319.29371815,67073.07748756517
1642636800,2022-01-20 00:00:00,SOV/USDT,7.417,7.814,7.322,7.322,4379.47649439,33355.34790022443
1642550400,2022-01-19 00:00:00,SOV/USDT,7.438,7.603,6.73,7.417,9144.49345022,66191.0397258589
1642464000,2022-01-18 00:00:00,SOV/USDT,7.586,7.586,7.267,7.439,3156.30725183,23372.36625373869
1642377600,2022-01-17 00:00:00,SOV/USDT,7.748,7.857,7.438,7.586,7426.48766868,56879.81099290558
1642291200,2022-01-16 00:00:00,SOV/USDT,7.671,7.76,7.545,7.76,2841.63176653,21768.51886244879
