https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume QTF
1663538400000,2022-09-18 22:00:00,QTF/BTC,0.00061004,0.00061004,0.00061004,0.00061004,0.12203805416353558,200.04926589
1663534800000,2022-09-18 21:00:00,QTF/BTC,0.00060824,0.00061004,0.00060824,0.00061004,0.2503394730461816,410.36566954
1663524000000,2022-09-18 18:00:00,QTF/BTC,0.00060824,0.00060824,0.00060461,0.00060461,0.27140800659451403,448.89764740000004
1663520400000,2022-09-18 17:00:00,QTF/BTC,0.00060824,0.00060824,0.00060824,0.00060824,0.0071528634300632,11.75993593
1663516800000,2022-09-18 16:00:00,QTF/BTC,0.00060643,0.00060824,0.00060643,0.00060824,0.22287035057706,366.41843775
1663509600000,2022-09-18 14:00:00,QTF/BTC,0.00060643,0.00060643,0.00060643,0.00060643,0.08764832877026492,144.53165043
1663506000000,2022-09-18 13:00:00,QTF/BTC,0.00060281,0.00060281,0.00060281,0.00060281,0.0021343873548503997,3.54072984
1663502400000,2022-09-18 12:00:00,QTF/BTC,0.00060281,0.00060281,0.00060281,0.00060281,0.009421123734809798,15.628678579999999
1663498800000,2022-09-18 11:00:00,QTF/BTC,0.00060281,0.00060281,0.00060281,0.00060281,0.025110321712022297,41.655449829999995
1663495200000,2022-09-18 10:00:00,QTF/BTC,0.00060463,0.00060463,0.00060281,0.00060281,0.2972991083801427,493.18874667
1663491600000,2022-09-18 09:00:00,QTF/BTC,0.00060283,0.00060463,0.00060283,0.00060463,0.35887544096271917,593.5455418399999
1663430400000,2022-09-17 16:00:00,QTF/BTC,0.0006016,0.0006016,0.00059979,0.00059979,0.35580955444601275,593.22355232
1663426800000,2022-09-17 15:00:00,QTF/BTC,0.00060342,0.00060342,0.00060342,0.00060342,0.2801582351264466,464.28397323
1663376400000,2022-09-17 01:00:00,QTF/BTC,0.00060437,0.00060437,0.00060428,0.00060428,0.1196599082119676,198.02063317
1663372800000,2022-09-17 00:00:00,QTF/BTC,0.00060798,0.00060798,0.00060437,0.00060437,0.6669330994796262,1103.51787726
1663365600000,2022-09-16 22:00:00,QTF/BTC,0.00060798,0.00060798,0.00060798,0.00060798,0.0118562776106784,19.50109808
1663362000000,2022-09-16 21:00:00,QTF/BTC,0.00060978,0.00060978,0.00060798,0.00060798,0.1103214324854916,181.45569342
1663354800000,2022-09-16 19:00:00,QTF/BTC,0.00061343,0.00061343,0.00060978,0.00060978,0.15571083597306898,255.35576104999998
1663351200000,2022-09-16 18:00:00,QTF/BTC,0.00061343,0.00061343,0.00061343,0.00061343,0.011289338076127,18.4036289
1663347600000,2022-09-16 17:00:00,QTF/BTC,0.00061343,0.00061712,0.00061343,0.00061343,0.5582616152698358,910.06572106
1663344000000,2022-09-16 16:00:00,QTF/BTC,0.00061343,0.00061343,0.00061343,0.00061343,0.36090407814858716,588.33783504
1663336800000,2022-09-16 14:00:00,QTF/BTC,0.0006116,0.0006116,0.00060978,0.00060978,0.4301006642363736,705.33744012
1663333200000,2022-09-16 13:00:00,QTF/BTC,0.00061339,0.00061345,0.00061339,0.00061345,0.6625642871382945,1080.06241281
1663318800000,2022-09-16 09:00:00,QTF/BTC,0.00060978,0.00060978,0.00060978,0.00060978,0.07590752728769999,124.483465
1663290000000,2022-09-16 01:00:00,QTF/BTC,0.00060975,0.00060975,0.00060975,0.00060975,0.0548775,90.0
1663282800000,2022-09-15 23:00:00,QTF/BTC,0.00060975,0.00060975,0.00060975,0.00060975,0.0327582928955025,53.72413759
1663279200000,2022-09-15 22:00:00,QTF/BTC,0.00061159,0.00061159,0.00061159,0.00061159,0.2020687801075013,330.39909107
1663275600000,2022-09-15 21:00:00,QTF/BTC,0.00060798,0.00060798,0.00060798,0.00060798,0.0008941527813120001,1.4706944
1663272000000,2022-09-15 20:00:00,QTF/BTC,0.00060798,0.00060798,0.00060798,0.00060798,0.009119700000000001,15.0
1663264800000,2022-09-15 18:00:00,QTF/BTC,0.00060798,0.00060798,0.00060798,0.00060798,0.009340071051193801,15.36246431
1663261200000,2022-09-15 17:00:00,QTF/BTC,0.00060798,0.00060798,0.00060798,0.00060798,0.1747575925025184,287.43970608
1663257600000,2022-09-15 16:00:00,QTF/BTC,0.00060798,0.00060798,0.00060798,0.00060798,0.0625788555520182,102.92913508999999
1663254000000,2022-09-15 15:00:00,QTF/BTC,0.00061161,0.00061341,0.00060977,0.00060977,0.4193743519623441,687.75825633
1663250400000,2022-09-15 14:00:00,QTF/BTC,0.00060798,0.00060981,0.00060798,0.00060981,0.6250572164908956,1025.00322476
1663221600000,2022-09-15 06:00:00,QTF/BTC,0.00060437,0.00060437,0.00060437,0.00060437,0.22913760781613002,379.134649
1663203600000,2022-09-15 01:00:00,QTF/BTC,0.00060618,0.00060619,0.00060437,0.00060437,0.4023619883900175,665.75440275
1663192800000,2022-09-14 22:00:00,QTF/BTC,0.00060258,0.00060258,0.00059899,0.00059899,0.2000730837377881,334.01740219
1663189200000,2022-09-14 21:00:00,QTF/BTC,0.00060438,0.00060438,0.00060258,0.00060258,0.2882905521569436,478.42701741999997
1663178400000,2022-09-14 18:00:00,QTF/BTC,0.0006026,0.000608,0.0006026,0.00060438,1.3763142222973288,2277.23323455
1663156800000,2022-09-14 12:00:00,QTF/BTC,0.0006026,0.0006026,0.0006026,0.0006026,0.12620287440777,209.43059145
1663153200000,2022-09-14 11:00:00,QTF/BTC,0.0006026,0.0006026,0.0006026,0.0006026,0.0029766429364840004,4.9396663400000005
1663142400000,2022-09-14 08:00:00,QTF/BTC,0.00059899,0.00059899,0.00059899,0.00059899,0.22536431925763,376.240537
1663138800000,2022-09-14 07:00:00,QTF/BTC,0.0006026,0.0006026,0.0006026,0.0006026,0.209634675673014,347.88363039
1663124400000,2022-09-14 03:00:00,QTF/BTC,0.00059788,0.00059788,0.00059788,0.00059788,0.0006534247320428,1.09290281
1663120800000,2022-09-14 02:00:00,QTF/BTC,0.00060318,0.00060318,0.00059788,0.00059788,0.1620249906172836,270.99918147
1663113600000,2022-09-14 00:00:00,QTF/BTC,0.00060318,0.00060318,0.00060318,0.00060318,0.007266167125191,12.04643245
1663106400000,2022-09-13 22:00:00,QTF/BTC,0.00060318,0.00060318,0.00060318,0.00060318,0.19526720685804003,323.729578
1663102800000,2022-09-13 21:00:00,QTF/BTC,0.00060323,0.00060677,0.00060323,0.00060677,0.43115909619143833,710.58077392
1663099200000,2022-09-13 20:00:00,QTF/BTC,0.00059965,0.00059965,0.00059965,0.00059965,0.2746299981607095,457.98382083
1663095600000,2022-09-13 19:00:00,QTF/BTC,0.00060146,0.00060323,0.00059965,0.00059965,0.36723540999718196,612.41625948
1663092000000,2022-09-13 18:00:00,QTF/BTC,0.00059437,0.00059968,0.00059437,0.00059968,1.075342656094285,1793.1941303600001
1663084800000,2022-09-13 16:00:00,QTF/BTC,0.00059437,0.00059437,0.00059437,0.00059437,0.1054060051253384,177.34072232
1663081200000,2022-09-13 15:00:00,QTF/BTC,0.00059082,0.00059082,0.00059082,0.00059082,0.08890371279122102,150.47512405
1663077600000,2022-09-13 14:00:00,QTF/BTC,0.00058574,0.00059082,0.00058574,0.00059082,0.5611516738706664,949.78449252
1663074000000,2022-09-13 13:00:00,QTF/BTC,0.00058403,0.00058574,0.00058227,0.00058227,0.2764500905213814,474.77989682000003
1663070400000,2022-09-13 12:00:00,QTF/BTC,0.00056858,0.00058403,0.00056858,0.00058403,2.225470044997424,3810.54063147
1663066800000,2022-09-13 11:00:00,QTF/BTC,0.00056858,0.00056858,0.00056858,0.00056858,0.039222547087622996,68.98333935
1663063200000,2022-09-13 10:00:00,QTF/BTC,0.0005703,0.0005703,0.0005703,0.0005703,0.254026159815609,445.42549503
1663059600000,2022-09-13 09:00:00,QTF/BTC,0.0005703,0.0005703,0.0005703,0.0005703,0.001378896284922,2.41784374
1663056000000,2022-09-13 08:00:00,QTF/BTC,0.00057373,0.00057373,0.00057373,0.00057373,0.2407702058239105,419.65768885
1663041600000,2022-09-13 04:00:00,QTF/BTC,0.00057231,0.00057231,0.00057231,0.00057231,0.00057231,1.0
1663034400000,2022-09-13 02:00:00,QTF/BTC,0.00057748,0.00057748,0.00057748,0.00057748,0.14784954452712,256.025394
1663012800000,2022-09-12 20:00:00,QTF/BTC,0.00057231,0.00057231,0.00057231,0.00057231,0.19201109731086602,335.50190860000004
