https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume REQ,Volume BTC
1663459200,2022-09-18 00:00:00,REQ/BTC,0.000005599,0.000005632,0.000005575,0.000005575,1104.6249,0.0061839878835
1663372800,2022-09-17 00:00:00,REQ/BTC,0.000005581,0.000005688,0.000005571,0.000005621,20019.4568,0.1123669635891
1663286400,2022-09-16 00:00:00,REQ/BTC,0.000005787,0.00000611,0.00000558,0.00000558,104367.6557,0.6101834784285
1663200000,2022-09-15 00:00:00,REQ/BTC,0.000005868,0.000005934,0.000005733,0.000005755,28260.6186,0.1649661928957
1663113600,2022-09-14 00:00:00,REQ/BTC,0.00000581,0.000005924,0.000005755,0.000005889,21184.1056,0.1235687143123
1663027200,2022-09-13 00:00:00,REQ/BTC,0.000005882,0.000006017,0.00000558,0.000005839,84977.9025,0.4884711266516
1662940800,2022-09-12 00:00:00,REQ/BTC,0.00000571,0.00000599,0.00000563,0.000005885,275881.4666,1.6127522604623
1662854400,2022-09-11 00:00:00,REQ/BTC,0.00000565,0.0000059,0.00000565,0.00000571,69873.6228,0.4046015235407
1662768000,2022-09-10 00:00:00,REQ/BTC,0.000005847,0.000005905,0.000005643,0.000005643,41752.748,0.2382718439909
1662681600,2022-09-09 00:00:00,REQ/BTC,0.000006123,0.000006192,0.000005745,0.000005837,258140.5243,1.5230156296021
1662595200,2022-09-08 00:00:00,REQ/BTC,0.000006335,0.000006394,0.000006103,0.000006127,58842.9765,0.3665034737897
1662508800,2022-09-07 00:00:00,REQ/BTC,0.000006035,0.000007485,0.000006007,0.000006323,549169.9247,3.62058779501
1662422400,2022-09-06 00:00:00,REQ/BTC,0.000006012,0.00000621,0.000005949,0.000006035,111806.9619,0.6804572967352
1662336000,2022-09-05 00:00:00,REQ/BTC,0.000005679,0.000006794,0.000005602,0.000006019,404337.3743,2.5531667051959
1662249600,2022-09-04 00:00:00,REQ/BTC,0.000005393,0.000006131,0.000005368,0.000005677,273304.092,1.5590148708968
1662163200,2022-09-03 00:00:00,REQ/BTC,0.000005325,0.000005453,0.00000531,0.000005397,3766.2404,0.0203689660912
1662076800,2022-09-02 00:00:00,REQ/BTC,0.000005407,0.000005414,0.00000533,0.00000533,9266.047,0.0497371335195
1661990400,2022-09-01 00:00:00,REQ/BTC,0.000005444,0.000005473,0.00000531,0.000005395,86413.0657,0.4654655149115
1661904000,2022-08-31 00:00:00,REQ/BTC,0.000005439,0.000006255,0.00000535,0.000005453,358097.0706,2.0643185824431
1661817600,2022-08-30 00:00:00,REQ/BTC,0.000005393,0.000005478,0.0000053,0.000005436,31909.1796,0.172004792132
1661731200,2022-08-29 00:00:00,REQ/BTC,0.00000533,0.000005378,0.000005235,0.000005378,99574.9563,0.5266293332157
1661644800,2022-08-28 00:00:00,REQ/BTC,0.000005428,0.000005531,0.00000533,0.000005335,35521.0849,0.1912877415587
1661558400,2022-08-27 00:00:00,REQ/BTC,0.000005446,0.000005507,0.00000535,0.000005384,77338.6469,0.416042837894
1661472000,2022-08-26 00:00:00,REQ/BTC,0.000005486,0.0000056,0.0000054,0.000005469,72469.2524,0.3979023210864
1661385600,2022-08-25 00:00:00,REQ/BTC,0.000005544,0.000005557,0.000005473,0.000005495,63515.4471,0.3496459362855
1661299200,2022-08-24 00:00:00,REQ/BTC,0.000005522,0.000005585,0.000005445,0.000005521,47490.0059,0.2602790379302
1661212800,2022-08-23 00:00:00,REQ/BTC,0.000005574,0.000005594,0.000005501,0.000005507,4994.4002,0.0276163653242
1661126400,2022-08-22 00:00:00,REQ/BTC,0.000005643,0.000005662,0.0000055,0.000005544,113961.5393,0.6337705045462
1661040000,2022-08-21 00:00:00,REQ/BTC,0.000005732,0.000005862,0.000005649,0.000005649,44222.5892,0.2538841429172
1660953600,2022-08-20 00:00:00,REQ/BTC,0.000005512,0.000005866,0.000005463,0.000005738,345714.4839,1.9638306021256
1660867200,2022-08-19 00:00:00,REQ/BTC,0.000005473,0.000005531,0.000005361,0.000005519,150687.8541,0.8202498693341
1660780800,2022-08-18 00:00:00,REQ/BTC,0.000005588,0.000005588,0.000005394,0.00000544,35656.9933,0.1940765308867
1660694400,2022-08-17 00:00:00,REQ/BTC,0.000005584,0.000005691,0.000005573,0.000005599,16665.356,0.0938909927166
1660608000,2022-08-16 00:00:00,REQ/BTC,0.000005575,0.000005829,0.000005504,0.000005597,34167.788,0.1921564699131
1660521600,2022-08-15 00:00:00,REQ/BTC,0.000005547,0.000005662,0.000005473,0.000005574,19682.1349,0.1099222488425
1660435200,2022-08-14 00:00:00,REQ/BTC,0.000005522,0.000006074,0.000005469,0.000005548,150051.7899,0.87004202158
1660348800,2022-08-13 00:00:00,REQ/BTC,0.000005626,0.000005626,0.000005509,0.000005543,14328.7946,0.0798263054194
1660262400,2022-08-12 00:00:00,REQ/BTC,0.000005594,0.00000573,0.000005594,0.000005611,6329.776,0.0359380087129
1660176000,2022-08-11 00:00:00,REQ/BTC,0.000005705,0.000005711,0.000005563,0.000005609,43281.0074,0.2425160478006
1660089600,2022-08-10 00:00:00,REQ/BTC,0.000005767,0.000005829,0.00000563,0.000005662,14875.3179,0.0850464242723
1660003200,2022-08-09 00:00:00,REQ/BTC,0.000005657,0.000005878,0.00000563,0.000005768,50210.3068,0.2844681320516
1659916800,2022-08-08 00:00:00,REQ/BTC,0.00000571,0.000005824,0.00000564,0.000005679,56327.0446,0.319118683925
1659830400,2022-08-07 00:00:00,REQ/BTC,0.00000586,0.000005886,0.00000571,0.000005718,150243.5405,0.8703637978692
1659744000,2022-08-06 00:00:00,REQ/BTC,0.000005889,0.000005948,0.00000582,0.000005843,128541.1993,0.7525500278299
1659657600,2022-08-05 00:00:00,REQ/BTC,0.00000603,0.00000604,0.000005822,0.000005887,51216.8108,0.301352305339
1659571200,2022-08-04 00:00:00,REQ/BTC,0.00000573,0.000006286,0.000005656,0.000006035,250805.9766,1.4873507602227
1659484800,2022-08-03 00:00:00,REQ/BTC,0.000005733,0.000005858,0.000005588,0.000005691,25127.8997,0.1437427670429
1659398400,2022-08-02 00:00:00,REQ/BTC,0.000005693,0.000005829,0.000005539,0.000005769,35167.3586,0.2008013451296
