https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume LUNA3S,Volume USDT
1650412800,2022-04-20 00:00:00,LUNA3S/USDT,0.438277,0.48411,0.42,0.450552,4023333.95386923,1809492.45853823386903
1650326400,2022-04-19 00:00:00,LUNA3S/USDT,0.5249,0.606041,0.429501,0.438369,5294716.83303807,2756241.67057939839331
1650240000,2022-04-18 00:00:00,LUNA3S/USDT,1.00302,1.0795,0.519982,0.521651,4948838.20999326,3789242.87245110199606
1650153600,2022-04-17 00:00:00,LUNA3S/USDT,0.876508,1.0322,0.833065,1.000776,1409566.84592972,1257178.93259355644831
1650067200,2022-04-16 00:00:00,LUNA3S/USDT,0.899029,0.92229,0.8485,0.876516,1095279.54323564,973145.90631259234038
1649980800,2022-04-15 00:00:00,LUNA3S/USDT,0.866256,0.939569,0.825628,0.901737,2195967.32027945,1924602.690784693259
1649894400,2022-04-14 00:00:00,LUNA3S/USDT,0.709817,0.91,0.660646,0.863646,2708095.68344734,2151215.90499482411159
1649808000,2022-04-13 00:00:00,LUNA3S/USDT,0.796142,0.853413,0.701146,0.709104,2303630.57556203,1758827.38106249473772
1649721600,2022-04-12 00:00:00,LUNA3S/USDT,0.869976,0.892714,0.68,0.798569,3731601.1895656,2998624.75019792725369
1649635200,2022-04-11 00:00:00,LUNA3S/USDT,0.674999,0.9,0.667322,0.868554,5176693.37760103,4084196.06731863498836
1649548800,2022-04-10 00:00:00,LUNA3S/USDT,0.563999,0.683069,0.56173,0.674999,2324932.54012342,1443150.45955195604687
1649462400,2022-04-09 00:00:00,LUNA3S/USDT,0.622079,0.66,0.561863,0.563999,2785970.86587396,1722764.88928998096361
1649376000,2022-04-08 00:00:00,LUNA3S/USDT,0.494998,0.645,0.449331,0.621996,4618167.66323467,2547243.46786443630552
1649289600,2022-04-07 00:00:00,LUNA3S/USDT,0.443786,0.53,0.425,0.494999,4149167.64794164,1966008.58342063072835
1649203200,2022-04-06 00:00:00,LUNA3S/USDT,0.370681,0.461459,0.348116,0.443736,6021415.49159654,2439453.80590690147393
1649116800,2022-04-05 00:00:00,LUNA3S/USDT,0.372469,0.39,0.344579,0.371878,3281041.26534711,1206168.27680098251623
1649030400,2022-04-04 00:00:00,LUNA3S/USDT,0.402652,0.438746,0.3596,0.372722,3910220.14088328,1542433.86527112004014
1648944000,2022-04-03 00:00:00,LUNA3S/USDT,0.386856,0.41773,0.35876,0.402652,3333091.72891949,1312944.65354254421804
1648857600,2022-04-02 00:00:00,LUNA3S/USDT,0.525753,0.530163,0.369004,0.387368,4114812.03462425,1779597.93888698806656
1648771200,2022-04-01 00:00:00,LUNA3S/USDT,0.568283,0.641264,0.491,0.525818,2556719.07446885,1433068.15266550243573
1648684800,2022-03-31 00:00:00,LUNA3S/USDT,0.526018,0.588047,0.483301,0.569994,2210676.55805857,1179782.13087380794809
1648598400,2022-03-30 00:00:00,LUNA3S/USDT,0.489998,0.56233,0.45,0.524445,3150486.63720343,1607262.56758552178636
1648512000,2022-03-29 00:00:00,LUNA3S/USDT,0.770531,0.774448,0.483649,0.489998,4031886.29179602,2322431.36830469651925
1648425600,2022-03-28 00:00:00,LUNA3S/USDT,0.817674,0.850644,0.66,0.770176,1885430.44643982,1414004.84931379312104
1648339200,2022-03-27 00:00:00,LUNA3S/USDT,0.897101,0.947877,0.809453,0.820152,727555.6486277,650398.85778760377301
1648252800,2022-03-26 00:00:00,LUNA3S/USDT,0.927477,0.97,0.882692,0.897101,946141.34792852,878732.72877883065737
1648166400,2022-03-25 00:00:00,LUNA3S/USDT,0.838504,0.970156,0.815,0.927774,1407545.42292938,1238390.93355609237038
1648080000,2022-03-24 00:00:00,LUNA3S/USDT,0.807368,0.882567,0.7836,0.841259,1563055.6262312,1296705.1646511665045
1647993600,2022-03-23 00:00:00,LUNA3S/USDT,0.000866,0.926605,0.000775,0.804464,315655735.69109471,2290515.52150482744668
1647907200,2022-03-22 00:00:00,LUNA3S/USDT,0.000792,0.0009,0.000769,0.000864,2302119072.28779948,1933117.63754463978361
1647820800,2022-03-21 00:00:00,LUNA3S/USDT,0.000962,0.000975,0.000765,0.000794,3434744198.51289963,2931549.29492692102443
1647734400,2022-03-20 00:00:00,LUNA3S/USDT,0.000954,0.001011,0.000903,0.000963,3069533550.71862748,2929394.05222405605288
1647648000,2022-03-19 00:00:00,LUNA3S/USDT,0.001043,0.001087,0.0009,0.000953,2417685226.36898041,2371616.82409191212255
1647561600,2022-03-18 00:00:00,LUNA3S/USDT,0.001107,0.001258,0.001031,0.001044,2958555326.63358017,3429372.0759915111522
1647475200,2022-03-17 00:00:00,LUNA3S/USDT,0.00102,0.00112,0.000982,0.001108,2335677587.53447072,2468271.16527149471679
1647388800,2022-03-16 00:00:00,LUNA3S/USDT,0.001037,0.001139,0.000967,0.001021,3951348371.62296961,4111620.37771561154516
1647302400,2022-03-15 00:00:00,LUNA3S/USDT,0.000903,0.001059,0.000891,0.001035,3992431785.46810502,3873056.63210662435515
1647216000,2022-03-14 00:00:00,LUNA3S/USDT,0.00117,0.001205,0.000895,0.000904,4808325580.66730454,4862415.16442774221357
1647129600,2022-03-13 00:00:00,LUNA3S/USDT,0.001229,0.001248,0.000955,0.001173,3468430604.60864095,3887063.37032218368677
1647043200,2022-03-12 00:00:00,LUNA3S/USDT,0.001139,0.001238,0.000981,0.001229,2835057810.6538501,3081717.77339644077203
1646956800,2022-03-11 00:00:00,LUNA3S/USDT,0.000838,0.00117,0.000802,0.001138,7134766881.62391668,6848292.65948774017409
1646870400,2022-03-10 00:00:00,LUNA3S/USDT,0.000905,0.001062,0.000756,0.00084,5995998751.33027972,5433080.73918500713951
1646784000,2022-03-09 00:00:00,LUNA3S/USDT,0.001605,0.00161,0.000721,0.000905,6195884053.61002202,6094218.89384755400871
1646697600,2022-03-08 00:00:00,LUNA3S/USDT,0.002177,0.002218,0.001461,0.0016,2334490963.12791797,4197359.38796881144823
1646611200,2022-03-07 00:00:00,LUNA3S/USDT,0.002091,0.002381,0.001703,0.002183,2330352731.90407808,4747583.07322524377208
1646524800,2022-03-06 00:00:00,LUNA3S/USDT,0.001627,0.00212,0.001591,0.00209,1812341988.97612233,3361289.87157903171296
1646438400,2022-03-05 00:00:00,LUNA3S/USDT,0.001886,0.002086,0.001555,0.001626,2081434067.36940347,3765059.02248981159422
1646352000,2022-03-04 00:00:00,LUNA3S/USDT,0.001515,0.0019,0.001386,0.001883,2603596404.40170673,4148553.24421426341443
1646265600,2022-03-03 00:00:00,LUNA3S/USDT,0.001433,0.001707,0.001338,0.001513,2038857045.61337029,3052539.28883661212852
1646179200,2022-03-02 00:00:00,LUNA3S/USDT,0.001568,0.00165,0.001197,0.001435,2620809367.10399038,3709396.96889991897594
1646092800,2022-03-01 00:00:00,LUNA3S/USDT,0.001515,0.001798,0.001333,0.001568,2959742631.71396794,4643907.76761873681875
1646006400,2022-02-28 00:00:00,LUNA3S/USDT,0.004188,0.00455,0.001333,0.001515,1964192082.72162014,5368190.06898888285681
1645920000,2022-02-27 00:00:00,LUNA3S/USDT,0.003448,0.004439,0.003328,0.004201,1266193816.0196337,4875521.56186961795841
1645833600,2022-02-26 00:00:00,LUNA3S/USDT,0.004321,0.0046,0.00316,0.003449,1001853079.81898767,3962556.878948414382
1645747200,2022-02-25 00:00:00,LUNA3S/USDT,0.006809,0.007459,0.0041,0.00435,847124885.73016244,5197872.80371203017468
1645660800,2022-02-24 00:00:00,LUNA3S/USDT,0.009501,0.013544,0.006553,0.00684,828368547.64302181,8604541.32465497919048
1645574400,2022-02-23 00:00:00,LUNA3S/USDT,0.015326,0.015423,0.007399,0.009501,475092544.93831653,5130763.82112979181406
1645488000,2022-02-22 00:00:00,LUNA3S/USDT,0.021118,0.023,0.014088,0.01532,219752195.21634747,4137478.58268678742631
1645401600,2022-02-21 00:00:00,LUNA3S/USDT,0.021856,0.022329,0.0165,0.021057,207840342.83422556,3939848.62041372552296
1645315200,2022-02-20 00:00:00,LUNA3S/USDT,0.020411,0.024307,0.020248,0.021904,107288106.83571793,2388889.17131276110359
1645228800,2022-02-19 00:00:00,LUNA3S/USDT,0.020216,0.020855,0.017718,0.020352,85589490.14405993,1677433.42547730989487
1645142400,2022-02-18 00:00:00,LUNA3S/USDT,0.020525,0.0223,0.0188,0.020208,103991729.81833485,2116784.14013941217912
1645056000,2022-02-17 00:00:00,LUNA3S/USDT,0.015874,0.020716,0.015125,0.020523,107643204.04704072,1886311.79017661266388
1644969600,2022-02-16 00:00:00,LUNA3S/USDT,0.015286,0.016523,0.0143,0.015874,110536625.0741783,1718221.19501137006426
1644883200,2022-02-15 00:00:00,LUNA3S/USDT,0.01835,0.01835,0.0152,0.015288,139852765.39226255,2296633.14833935463188
1644796800,2022-02-14 00:00:00,LUNA3S/USDT,0.020865,0.021117,0.0175,0.018351,178535810.13139327,3486532.36001171770522
1644710400,2022-02-13 00:00:00,LUNA3S/USDT,0.020406,0.021677,0.018539,0.020867,140278967.88826619,2789842.55399387225315
1644624000,2022-02-12 00:00:00,LUNA3S/USDT,0.022649,0.023755,0.018415,0.020342,181991500.44225024,3822549.05691293572344
1644537600,2022-02-11 00:00:00,LUNA3S/USDT,0.020599,0.023853,0.017495,0.022591,259347569.6386107,5128587.57844921226143
1644451200,2022-02-10 00:00:00,LUNA3S/USDT,0.015721,0.02108,0.015646,0.02061,224628224.31574716,3991483.69806068399073
1644364800,2022-02-09 00:00:00,LUNA3S/USDT,0.015957,0.018469,0.015429,0.015719,158079479.64384357,2633708.86947264902466
1644278400,2022-02-08 00:00:00,LUNA3S/USDT,0.014443,0.018,0.014001,0.01598,204801070.08593331,3332498.57647119929214
1644192000,2022-02-07 00:00:00,LUNA3S/USDT,0.017528,0.019163,0.013365,0.014494,134824761.31866433,2147620.33274653502262
1644105600,2022-02-06 00:00:00,LUNA3S/USDT,0.018209,0.020644,0.01653,0.017529,113680412.74919098,2120906.88662626284928
1644019200,2022-02-05 00:00:00,LUNA3S/USDT,0.020116,0.020528,0.015067,0.018295,127193126.67877153,2241249.35259705726597
1643932800,2022-02-04 00:00:00,LUNA3S/USDT,0.023916,0.02729,0.019734,0.020133,149283308.94142981,3543749.2999137722411
1643846400,2022-02-03 00:00:00,LUNA3S/USDT,0.03061,0.0328,0.023,0.023969,168282034.6446708,4761976.49814058353709
1643760000,2022-02-02 00:00:00,LUNA3S/USDT,0.024007,0.031178,0.022193,0.030702,194274317.18417102,5149870.1665325951152
1643673600,2022-02-01 00:00:00,LUNA3S/USDT,0.024128,0.026329,0.021109,0.023975,153546479.82315974,3699312.51535164470535
1643587200,2022-01-31 00:00:00,LUNA3S/USDT,0.037343,0.045,0.0236,0.024136,174964579.55082034,5864161.93769341613373
1643500800,2022-01-30 00:00:00,LUNA3S/USDT,0.029308,0.039508,0.028482,0.037453,119782928.08180247,3978296.06847014215835
1643414400,2022-01-29 00:00:00,LUNA3S/USDT,0.0301,0.030688,0.02451,0.029208,144733947.81568583,4033256.36314230221902
1643328000,2022-01-28 00:00:00,LUNA3S/USDT,0.024508,0.034201,0.022758,0.030098,251996330.28849322,7315113.85481871662301
1643241600,2022-01-27 00:00:00,LUNA3S/USDT,0.020291,0.03,0.017574,0.024435,231908887.84327954,5190766.47974453125268
1643155200,2022-01-26 00:00:00,LUNA3S/USDT,0.016872,0.021148,0.01406,0.020274,209541221.89288621,3616061.53078352791803
1643068800,2022-01-25 00:00:00,LUNA3S/USDT,0.014793,0.017457,0.014066,0.016922,189740452.19754046,3010057.6331020290927
1642982400,2022-01-24 00:00:00,LUNA3S/USDT,0.01283,0.0191,0.012815,0.014782,348080921.43346626,5492707.53265537282543
1642896000,2022-01-23 00:00:00,LUNA3S/USDT,0.019369,0.019399,0.012082,0.012829,284097380.23483548,4321770.71860700526683
1642809600,2022-01-22 00:00:00,LUNA3S/USDT,0.017897,0.02741,0.01634,0.019304,412098974.53995271,8556390.03767389134891
1642723200,2022-01-21 00:00:00,LUNA3S/USDT,0.012008,0.019634,0.010462,0.017892,364566222.74578929,5093083.68549204636592
1642636800,2022-01-20 00:00:00,LUNA3S/USDT,0.010605,0.0125,0.00922,0.012008,173308051.46766527,1835738.73144649523562
1642550400,2022-01-19 00:00:00,LUNA3S/USDT,0.010767,0.01275,0.010295,0.010636,152614555.10450101,1725453.1338258479331
1642464000,2022-01-18 00:00:00,LUNA3S/USDT,0.012475,0.01393,0.0104,0.01075,132189382.68421403,1638516.67699773715264
1642377600,2022-01-17 00:00:00,LUNA3S/USDT,0.009225,0.012888,0.009182,0.012482,157114625.231509,1768855.89690239234655
1642291200,2022-01-16 00:00:00,LUNA3S/USDT,0.009238,0.010011,0.009101,0.009228,89466819.63450158,855457.17867117815989
1642204800,2022-01-15 00:00:00,LUNA3S/USDT,0.011739,0.012323,0.009001,0.009217,105246441.82821042,1111936.34685908648492
1642118400,2022-01-14 00:00:00,LUNA3S/USDT,0.013263,0.014103,0.011001,0.011745,111791052.55220442,1398691.07807109348724
1642032000,2022-01-13 00:00:00,LUNA3S/USDT,0.011742,0.013828,0.011,0.013263,112410538.51027519,1370644.26836981752497
1641945600,2022-01-12 00:00:00,LUNA3S/USDT,0.018225,0.0192,0.011301,0.011753,78012258.12031663,1170165.23108081001699
1641859200,2022-01-11 00:00:00,LUNA3S/USDT,0.0221,0.0232,0.016872,0.018225,74924659.55390075,1456439.31755600475395
1641772800,2022-01-10 00:00:00,LUNA3S/USDT,0.018797,0.025,0.018479,0.022168,111484520.35669547,2408210.67099521056439
1641686400,2022-01-09 00:00:00,LUNA3S/USDT,0.027504,0.028879,0.0176,0.018741,90002581.31625592,1912494.25092780965302
1641600000,2022-01-08 00:00:00,LUNA3S/USDT,0.025425,0.03205,0.022269,0.027519,76181943.52733208,2056673.51194001133581
1641513600,2022-01-07 00:00:00,LUNA3S/USDT,0.018573,0.025999,0.018418,0.025426,84480884.61840888,1962633.4743515223308
1641427200,2022-01-06 00:00:00,LUNA3S/USDT,0.01851,0.021446,0.0172,0.018586,66480697.79295469,1290719.51654045391094
1641340800,2022-01-05 00:00:00,LUNA3S/USDT,0.015089,0.021,0.013729,0.018567,73681688.94742353,1243924.02868988470203
1641254400,2022-01-04 00:00:00,LUNA3S/USDT,0.013308,0.01536,0.0129,0.01509,56634247.7073738,787007.37890472933055
1641168000,2022-01-03 00:00:00,LUNA3S/USDT,0.013058,0.013381,0.011261,0.013322,60096873.82260156,730552.11514638089755
1641081600,2022-01-02 00:00:00,LUNA3S/USDT,0.012174,0.013749,0.011834,0.013066,51352068.89206824,655190.00009807636308
1640995200,2022-01-01 00:00:00,LUNA3S/USDT,0.015275,0.015302,0.012135,0.012191,56524727.05547468,768753.70305945364707
1640908800,2021-12-31 00:00:00,LUNA3S/USDT,0.015841,0.016429,0.012178,0.015274,84901253.17016327,1206667.01964946153931
1640822400,2021-12-30 00:00:00,LUNA3S/USDT,0.01606,0.0178,0.013878,0.015841,81876641.55259888,1288533.19904203109387
1640736000,2021-12-29 00:00:00,LUNA3S/USDT,0.0156,0.017,0.01422,0.016107,82919688.0501201,1271533.63213271100094
1640649600,2021-12-28 00:00:00,LUNA3S/USDT,0.013095,0.0163,0.01181,0.0156,152481085.67994632,2114576.26927245247098
