https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ETH,Volume EOS
1663545600000,2022-09-19 00:00:00,EOS/ETH,0.00095321,0.00095681,0.00095171,0.0009542,8.23289994809594,8628.065340699999
1663542000000,2022-09-18 23:00:00,EOS/ETH,0.00095529,0.00095572,0.00094986,0.0009543,0.12241106447793301,128.27314731
1663538400000,2022-09-18 22:00:00,EOS/ETH,0.00096459,0.00096621,0.0009494,0.00095399,1.2384049825691037,1298.13203762
1663534800000,2022-09-18 21:00:00,EOS/ETH,0.00099129,0.0009919,0.00093239,0.00096319,14.957258778358517,15528.87673082
1663531200000,2022-09-18 20:00:00,EOS/ETH,0.00099261,0.00099449,0.00098726,0.00099022,0.0846326777406572,85.46856026
1663527600000,2022-09-18 19:00:00,EOS/ETH,0.00099919,0.00099919,0.00099218,0.00099369,0.0547362635830047,55.08384263
1663524000000,2022-09-18 18:00:00,EOS/ETH,0.00099149,0.00099846,0.00098893,0.00099759,0.1620860556595566,162.47762674
1663520400000,2022-09-18 17:00:00,EOS/ETH,0.00099151,0.0009941,0.00098078,0.0009893,2.1140294368284263,2136.89420482
1663516800000,2022-09-18 16:00:00,EOS/ETH,0.0009949,0.00099654,0.00098709,0.00099301,4.872724250051681,4907.02435026
1663513200000,2022-09-18 15:00:00,EOS/ETH,0.0009945,0.00099951,0.00099391,0.0009956,0.09812424555859199,98.55790032
1663509600000,2022-09-18 14:00:00,EOS/ETH,0.00099754,0.0010015,0.00099532,0.0009956,0.099739393091996,100.18018591
1663506000000,2022-09-18 13:00:00,EOS/ETH,0.001001,0.001001,0.00099552,0.0010003,0.107530332684978,107.49808326
1663502400000,2022-09-18 12:00:00,EOS/ETH,0.00099789,0.0010011,0.00099299,0.0009991,0.18720151685500896,187.37014999
1663498800000,2022-09-18 11:00:00,EOS/ETH,0.00099518,0.00099961,0.00099459,0.00099813,0.1245131956482015,124.74647155
1663495200000,2022-09-18 10:00:00,EOS/ETH,0.00099796,0.0010001,0.00098996,0.00099524,0.1878391964441664,188.73758736
1663491600000,2022-09-18 09:00:00,EOS/ETH,0.0009975,0.0010023,0.0009963,0.0010002,0.26605028692750193,265.99708751
1663488000000,2022-09-18 08:00:00,EOS/ETH,0.00099511,0.0009976,0.00099511,0.0009964,0.028017471823096,28.11869914
1663484400000,2022-09-18 07:00:00,EOS/ETH,0.0009956,0.00099749,0.0009941,0.0009965,0.04744460155685,47.6112409
1663480800000,2022-09-18 06:00:00,EOS/ETH,0.0010013,0.0010013,0.0009955,0.000997,6.4862772184432504,6505.79460225
1663477200000,2022-09-18 05:00:00,EOS/ETH,0.00099259,0.0010004,0.00099191,0.0010004,0.050322738436956005,50.30261739
1663473600000,2022-09-18 04:00:00,EOS/ETH,0.0010001,0.0010001,0.00099091,0.00099129,2.6487505039672867,2672.02383154
1663470000000,2022-09-18 03:00:00,EOS/ETH,0.0010003,0.001002,0.00099801,0.001001,0.05615463204350999,56.098533509999996
1663466400000,2022-09-18 02:00:00,EOS/ETH,0.00099989,0.0010008,0.00099751,0.00099899,0.040349067669955704,40.38986143
1663462800000,2022-09-18 01:00:00,EOS/ETH,0.0010013,0.0010013,0.00098796,0.00099861,7.377978007056866,7388.24767132
1663459200000,2022-09-18 00:00:00,EOS/ETH,0.0010033,0.0010077,0.0010009,0.0010022,0.20471587981576597,204.26649353
1663455600000,2022-09-17 23:00:00,EOS/ETH,0.001007,0.0010091,0.00099905,0.0010019,0.216795955155581,216.38482399
1663452000000,2022-09-17 22:00:00,EOS/ETH,0.0010202,0.0010202,0.001007,0.0010092,0.213031181210556,211.08916093
1663448400000,2022-09-17 21:00:00,EOS/ETH,0.001006,0.0010219,0.0010056,0.0010206,0.25334027620322397,248.22680404
1663444800000,2022-09-17 20:00:00,EOS/ETH,0.0010014,0.0010089,0.0010014,0.0010046,0.18431541868004603,183.47145001
1663441200000,2022-09-17 19:00:00,EOS/ETH,0.0009994,0.0010123,0.00099895,0.00099895,0.167635433942032,167.81163616
1663437600000,2022-09-17 18:00:00,EOS/ETH,0.0009935,0.0010009,0.00099135,0.00099796,0.098071656800822,98.27213195
1663434000000,2022-09-17 17:00:00,EOS/ETH,0.0010015,0.0010092,0.00099184,0.00099368,0.4225750605635328,425.26272095999997
1663430400000,2022-09-17 16:00:00,EOS/ETH,0.0010153,0.0010154,0.00099491,0.0009997,0.32785699010698405,327.95537672
1663426800000,2022-09-17 15:00:00,EOS/ETH,0.0010137,0.0010211,0.0010068,0.0010153,0.252714282319213,248.90602021
1663423200000,2022-09-17 14:00:00,EOS/ETH,0.001018,0.0010331,0.0010116,0.0010116,0.6605155399662002,652.9414195
