https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume TRIAS,Volume USDT
1663459200,2022-09-18 00:00:00,TRIAS/USDT,1.04483,1.04805,1.04178,1.04178,2569.2755,2686.851306312
1663372800,2022-09-17 00:00:00,TRIAS/USDT,1.0227,1.098,1.0119,1.04483,378703.0666,396281.530358146
1663286400,2022-09-16 00:00:00,TRIAS/USDT,1.03999,1.05086,1.00101,1.02249,262966.2407,269874.992174996
1663200000,2022-09-15 00:00:00,TRIAS/USDT,1.06996,1.09797,1.03,1.03541,271467.8005,285714.783958676
1663113600,2022-09-14 00:00:00,TRIAS/USDT,1.06661,1.08504,1.025,1.07,333120.1204,350255.849122868
1663027200,2022-09-13 00:00:00,TRIAS/USDT,1.15399,1.16192,1.047,1.06659,482499.8555,530245.0732145925086
1662940800,2022-09-12 00:00:00,TRIAS/USDT,1.13586,1.20593,1.10589,1.15398,552387.05344312,636636.7770112444312
1662854400,2022-09-11 00:00:00,TRIAS/USDT,1.13093,1.17,1.10948,1.1349,296242.0481,336704.940894943
1662768000,2022-09-10 00:00:00,TRIAS/USDT,1.15941,1.185,1.09,1.1276,343223.7675,390365.934378534
1662681600,2022-09-09 00:00:00,TRIAS/USDT,1.17332,1.21774,1.12511,1.16194,605898.2987,704984.095845459
1662595200,2022-09-08 00:00:00,TRIAS/USDT,1.08484,1.18,1.04007,1.17022,400248.906,438804.670090038
1662508800,2022-09-07 00:00:00,TRIAS/USDT,1.04129,1.0949,1.01,1.08516,285167.3283,297897.674678239
1662422400,2022-09-06 00:00:00,TRIAS/USDT,1.06326,1.10807,1.02,1.0382,385806.42165039,409520.2490720653694
1662336000,2022-09-05 00:00:00,TRIAS/USDT,1.09001,1.1,1.045,1.06775,225994.82974342,241426.1429977128658
1662249600,2022-09-04 00:00:00,TRIAS/USDT,1.0706,1.105,1.06,1.08997,132050.9475,142221.271837489
1662163200,2022-09-03 00:00:00,TRIAS/USDT,1.08413,1.09693,1.0579,1.0706,135875.2246,145802.192856733
1662076800,2022-09-02 00:00:00,TRIAS/USDT,1.09048,1.1196,1.06067,1.08413,221493.17343342,240724.8071386385594
1661990400,2022-09-01 00:00:00,TRIAS/USDT,1.0943,1.10284,1.055,1.09049,309765.6112,333075.295266142
1661904000,2022-08-31 00:00:00,TRIAS/USDT,1.11708,1.14,1.08827,1.0943,130982.11968914,145680.4672011540941
1661817600,2022-08-30 00:00:00,TRIAS/USDT,1.11182,1.15938,1.072,1.11726,278463.47530355,310649.4346538987039
1661731200,2022-08-29 00:00:00,TRIAS/USDT,1.10824,1.1249,1.07001,1.11621,272940.03282288,298997.5785087378699
1661644800,2022-08-28 00:00:00,TRIAS/USDT,1.12363,1.13458,1.10002,1.10526,197631.35711314,221194.6368123777278
1661558400,2022-08-27 00:00:00,TRIAS/USDT,1.1195,1.16099,1.1,1.12723,256464.26707934,289053.838958129557
1661472000,2022-08-26 00:00:00,TRIAS/USDT,1.20742,1.2086,1.10401,1.11654,521822.35471165,601512.8932811972543
1661385600,2022-08-25 00:00:00,TRIAS/USDT,1.20788,1.243,1.185,1.20736,325299.29600719,394270.7085037912178
1661299200,2022-08-24 00:00:00,TRIAS/USDT,1.26969,1.2788,1.20216,1.20216,376351.89511529,463435.2044671363017
1661212800,2022-08-23 00:00:00,TRIAS/USDT,1.21879,1.29,1.19402,1.26969,373252.73608532,459864.5820057643555
1661126400,2022-08-22 00:00:00,TRIAS/USDT,1.25405,1.271,1.18288,1.22155,342655.85206827,415935.4638985873061
1661040000,2022-08-21 00:00:00,TRIAS/USDT,1.22417,1.27,1.18,1.25124,318182.31907417,388432.351600018156
1660953600,2022-08-20 00:00:00,TRIAS/USDT,1.20492,1.28999,1.19001,1.22052,416097.58369348,511629.5336827450005
1660867200,2022-08-19 00:00:00,TRIAS/USDT,1.31919,1.3192,1.17353,1.20003,611427.40772858,748072.4711326524502
1660780800,2022-08-18 00:00:00,TRIAS/USDT,1.36975,1.4029,1.285,1.31268,522022.50147622,705718.1372965784395
1660694400,2022-08-17 00:00:00,TRIAS/USDT,1.46086,1.5099,1.3501,1.37498,682210.65474025,973363.6154100366663
1660608000,2022-08-16 00:00:00,TRIAS/USDT,1.52147,1.54769,1.45009,1.46148,351958.9905975,525332.8127514227344
1660521600,2022-08-15 00:00:00,TRIAS/USDT,1.63277,1.68499,1.5,1.5163,537699.00933929,846589.3469150712815
1660435200,2022-08-14 00:00:00,TRIAS/USDT,1.68878,1.7039,1.58108,1.633,456192.94901678,753258.9280382669874
1660348800,2022-08-13 00:00:00,TRIAS/USDT,1.67038,1.70441,1.63001,1.6903,336311.32504998,563035.3885119425425
1660262400,2022-08-12 00:00:00,TRIAS/USDT,1.63391,1.69899,1.5822,1.67038,442090.61708946,722902.2047404569372
1660176000,2022-08-11 00:00:00,TRIAS/USDT,1.6587,1.76999,1.61,1.63394,554541.31501944,943201.2325491142651
1660089600,2022-08-10 00:00:00,TRIAS/USDT,1.60341,1.7391,1.52,1.65864,654536.62488574,1069193.508379886073
1660003200,2022-08-09 00:00:00,TRIAS/USDT,1.70284,1.7091,1.56,1.60435,534724.23652714,867599.1541985670076
1659916800,2022-08-08 00:00:00,TRIAS/USDT,1.63666,1.794,1.62,1.7027,559104.31300983,959540.6873321474451
1659830400,2022-08-07 00:00:00,TRIAS/USDT,1.67384,1.71999,1.61667,1.64307,355846.65731853,591275.6126601854591
1659744000,2022-08-06 00:00:00,TRIAS/USDT,1.62271,1.73,1.59,1.6745,590713.36494464,979081.0830583608026
1659657600,2022-08-05 00:00:00,TRIAS/USDT,1.44135,1.63158,1.42501,1.61601,582992.40723604,906180.3115355842908
1659571200,2022-08-04 00:00:00,TRIAS/USDT,1.44053,1.52748,1.39021,1.44783,697142.90899172,1016239.9672901142156
1659484800,2022-08-03 00:00:00,TRIAS/USDT,1.305,1.56148,1.28001,1.44095,1030459.14853918,1472905.6652663880489
1659398400,2022-08-02 00:00:00,TRIAS/USDT,1.38567,1.3999,1.266,1.30145,381787.14555496,500276.4799033670603
1659312000,2022-08-01 00:00:00,TRIAS/USDT,1.35708,1.39676,1.29112,1.386,464118.04648676,619946.9775883290312
1659225600,2022-07-31 00:00:00,TRIAS/USDT,1.3422,1.42,1.32001,1.3625,464222.5724742,634771.1211302774954
1659139200,2022-07-30 00:00:00,TRIAS/USDT,1.32691,1.45775,1.29681,1.34308,663239.2858631,899179.9096637031299
1659052800,2022-07-29 00:00:00,TRIAS/USDT,1.37135,1.42629,1.2967,1.33107,578409.80857108,784277.1462495269156
1658966400,2022-07-28 00:00:00,TRIAS/USDT,1.33858,1.44,1.25583,1.37124,822765.78343244,1105766.7315534650057
1658880000,2022-07-27 00:00:00,TRIAS/USDT,1.24705,1.41549,1.21178,1.33355,606084.843089,775194.9436510495368
1658793600,2022-07-26 00:00:00,TRIAS/USDT,1.21354,1.248,1.163,1.2426,422993.96532447,505072.2521797399846
1658707200,2022-07-25 00:00:00,TRIAS/USDT,1.31347,1.3159,1.21,1.21354,397486.09212069,492914.5809946214914
1658620800,2022-07-24 00:00:00,TRIAS/USDT,1.28164,1.34894,1.24762,1.30981,386055.28343245,503390.1932272331084
1658534400,2022-07-23 00:00:00,TRIAS/USDT,1.27847,1.302,1.23,1.27919,407227.79465508,514816.0445961886424
1658448000,2022-07-22 00:00:00,TRIAS/USDT,1.33107,1.42959,1.25001,1.2804,658928.65826475,882817.3761961897035
1658361600,2022-07-21 00:00:00,TRIAS/USDT,1.2235,1.375,1.2062,1.33118,763734.63658752,970734.1570470058293
1658275200,2022-07-20 00:00:00,TRIAS/USDT,1.34006,1.36137,1.2062,1.21992,1062395.72179292,1387172.1933696643999
1658188800,2022-07-19 00:00:00,TRIAS/USDT,1.26358,1.5,1.19001,1.34006,1594891.47991637,2159390.1375079407715
1658102400,2022-07-18 00:00:00,TRIAS/USDT,1.12398,1.27072,1.11,1.26359,740106.39761335,890366.0248639709553
1658016000,2022-07-17 00:00:00,TRIAS/USDT,1.16899,1.21,1.12,1.12394,383654.10189811,444871.3456027500449
1657929600,2022-07-16 00:00:00,TRIAS/USDT,1.135,1.20784,1.085,1.16878,381093.50727448,439051.0041066011124
1657843200,2022-07-15 00:00:00,TRIAS/USDT,1.19302,1.22489,1.1313,1.135,494610.28535093,578019.0025584949911
1657756800,2022-07-14 00:00:00,TRIAS/USDT,1.10009,1.29576,1.05251,1.1955,904249.06335706,1053835.4946030691154
1657670400,2022-07-13 00:00:00,TRIAS/USDT,1.05495,1.10283,1.0212,1.10283,325771.29963905,347088.7527731303196
1657584000,2022-07-12 00:00:00,TRIAS/USDT,1.09819,1.12,1.05076,1.05683,330809.6752034,360051.5987105571448
1657497600,2022-07-11 00:00:00,TRIAS/USDT,1.10278,1.15899,1.08075,1.0983,488031.63352314,545517.588094045166
1657411200,2022-07-10 00:00:00,TRIAS/USDT,1.13945,1.14,1.096,1.10662,241906.01747295,269730.7462829999219
1657324800,2022-07-09 00:00:00,TRIAS/USDT,1.11568,1.15567,1.10499,1.1336,176881.92219088,199802.7418234291204
1657238400,2022-07-08 00:00:00,TRIAS/USDT,1.1488,1.17,1.08987,1.11568,505100.66693374,569168.2471450173488
1657152000,2022-07-07 00:00:00,TRIAS/USDT,1.16011,1.1695,1.10269,1.15339,446772.91828391,508150.2933240077757
1657065600,2022-07-06 00:00:00,TRIAS/USDT,1.10566,1.16822,1.08401,1.1648,451757.37283823,502643.836697254552
1656979200,2022-07-05 00:00:00,TRIAS/USDT,1.16642,1.17701,1.08,1.105,492766.80105707,553326.0263020574916
1656892800,2022-07-04 00:00:00,TRIAS/USDT,1.13183,1.1782,1.10541,1.16623,304715.98977363,349671.7446284832733
1656806400,2022-07-03 00:00:00,TRIAS/USDT,1.13,1.16254,1.08531,1.13184,458564.64492375,509365.3943072849
1656720000,2022-07-02 00:00:00,TRIAS/USDT,1.15542,1.17477,1.12,1.13,350924.53068331,402664.76217982926
1656633600,2022-07-01 00:00:00,TRIAS/USDT,1.22399,1.27996,1.15,1.15526,526207.00178986,634306.1972123260244
1656547200,2022-06-30 00:00:00,TRIAS/USDT,1.23658,1.2453,1.14761,1.22399,656263.9239642,781586.4971158032698
1656460800,2022-06-29 00:00:00,TRIAS/USDT,1.26236,1.29613,1.21814,1.23528,436976.75045722,548795.9192002439239
