https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume MAPS,Volume USDT
1660003200000.0,2022-08-09 00:00:00,MAPS/USDT,0.1939,0.1952,0.1884,0.1896,26134.955168776374,4955.1875
1659916800000.0,2022-08-08 00:00:00,MAPS/USDT,0.192,0.1961,0.1906,0.1939,32089.03094378546,6222.0631
1659830400000.0,2022-08-07 00:00:00,MAPS/USDT,0.1912,0.196,0.1892,0.192,8663.607291666667,1663.4126
1659744000000.0,2022-08-06 00:00:00,MAPS/USDT,0.1925,0.1951,0.1906,0.1912,7486.791317991631,1431.4745
1659657600000.0,2022-08-05 00:00:00,MAPS/USDT,0.1904,0.1954,0.1896,0.1925,5381.945974025974,1036.0246
1659571200000.0,2022-08-04 00:00:00,MAPS/USDT,0.1887,0.193,0.188,0.1904,7330.071953781512,1395.6457
1659484800000.0,2022-08-03 00:00:00,MAPS/USDT,0.1912,0.194,0.1883,0.1887,28364.826179120293,5352.4427
1659398400000.0,2022-08-02 00:00:00,MAPS/USDT,0.1961,0.1982,0.1902,0.1912,10859.828451882844,2076.3992
1659312000000.0,2022-08-01 00:00:00,MAPS/USDT,0.1982,0.1996,0.1952,0.1961,8045.666496685365,1577.7552
1659225600000.0,2022-07-31 00:00:00,MAPS/USDT,0.1983,0.2003,0.1943,0.1982,21053.32038345106,4172.7681
1659139200000.0,2022-07-30 00:00:00,MAPS/USDT,0.1951,0.2023,0.1933,0.1983,9019.626828038326,1788.592
1659052800000.0,2022-07-29 00:00:00,MAPS/USDT,0.1953,0.201,0.1928,0.1951,8112.209123526397,1582.692
1658966400000.0,2022-07-28 00:00:00,MAPS/USDT,0.1915,0.1997,0.1902,0.1953,34334.242191500256,6705.4775
1658880000000.0,2022-07-27 00:00:00,MAPS/USDT,0.1861,0.1948,0.1834,0.1915,9049.3545691906,1732.9514
1658793600000.0,2022-07-26 00:00:00,MAPS/USDT,0.1867,0.1877,0.1834,0.1861,51455.87479849543,9575.9383
1658707200000.0,2022-07-25 00:00:00,MAPS/USDT,0.1921,0.1939,0.1862,0.1867,19433.572040707015,3628.2479
1658620800000.0,2022-07-24 00:00:00,MAPS/USDT,0.1956,0.1976,0.1901,0.1921,9470.093180635085,1819.2049
1658534400000.0,2022-07-23 00:00:00,MAPS/USDT,0.194,0.197,0.1922,0.1956,6899.256646216769,1349.4946
1658448000000.0,2022-07-22 00:00:00,MAPS/USDT,0.1948,0.1993,0.1926,0.194,84638.2056701031,16419.8119
1658361600000.0,2022-07-21 00:00:00,MAPS/USDT,0.1948,0.1963,0.191,0.1948,2245.3613963039015,437.3964
1658275200000.0,2022-07-20 00:00:00,MAPS/USDT,0.2001,0.2175,0.1926,0.1948,78807.62422997947,15351.7252
1658188800000.0,2022-07-19 00:00:00,MAPS/USDT,0.2056,0.206,0.198,0.2001,16011.253373313342,3203.8518
1658102400000.0,2022-07-18 00:00:00,MAPS/USDT,0.2027,0.2056,0.2012,0.2056,13434.83025291829,2762.2011
1658016000000.0,2022-07-17 00:00:00,MAPS/USDT,0.2014,0.203,0.201,0.2027,2676.8766650222,542.6029
1657929600000.0,2022-07-16 00:00:00,MAPS/USDT,0.2,0.2015,0.1968,0.2014,5321.75670307845,1071.8018
1657843200000.0,2022-07-15 00:00:00,MAPS/USDT,0.1958,0.2086,0.1918,0.2,46589.53749999999,9317.9075
1657756800000.0,2022-07-14 00:00:00,MAPS/USDT,0.1947,0.1962,0.1914,0.1958,2695.656281920327,527.8095
1657670400000.0,2022-07-13 00:00:00,MAPS/USDT,0.196,0.198,0.1927,0.1947,13334.844889573702,2596.2943
1657584000000.0,2022-07-12 00:00:00,MAPS/USDT,0.1913,0.1978,0.1876,0.196,9109.50306122449,1785.4626
1657497600000.0,2022-07-11 00:00:00,MAPS/USDT,0.2265,0.2269,0.1792,0.1913,47510.991636173545,9088.8527
1657411200000.0,2022-07-10 00:00:00,MAPS/USDT,0.231,0.2311,0.2257,0.2265,3775.260485651214,855.0965
1657324800000.0,2022-07-09 00:00:00,MAPS/USDT,0.2303,0.2329,0.2289,0.231,4647.756277056276,1073.6317
1657238400000.0,2022-07-08 00:00:00,MAPS/USDT,0.2258,0.2312,0.2258,0.2303,5207.354754667825,1199.2538
1657152000000.0,2022-07-07 00:00:00,MAPS/USDT,0.2239,0.2258,0.221,0.2258,3347.20593445527,755.7991
1657065600000.0,2022-07-06 00:00:00,MAPS/USDT,0.225,0.2258,0.2204,0.2239,36922.01652523448,8266.8395
1656979200000.0,2022-07-05 00:00:00,MAPS/USDT,0.2258,0.2278,0.22,0.225,11370.610222222222,2558.3873
1656892800000.0,2022-07-04 00:00:00,MAPS/USDT,0.2253,0.2258,0.2226,0.2258,1256.8365810451728,283.7937
1656806400000.0,2022-07-03 00:00:00,MAPS/USDT,0.2237,0.2258,0.2214,0.2253,3926.867288060364,884.7232
1656720000000.0,2022-07-02 00:00:00,MAPS/USDT,0.2216,0.2243,0.2208,0.2237,56.55565489494859,12.6515
1656633600000.0,2022-07-01 00:00:00,MAPS/USDT,0.2175,0.2234,0.2173,0.2216,18853.208032490977,4177.8709
1656547200000.0,2022-06-30 00:00:00,MAPS/USDT,0.2187,0.2188,0.2152,0.2175,32260.16091954023,7016.585
1656460800000.0,2022-06-29 00:00:00,MAPS/USDT,0.2238,0.2243,0.2165,0.2187,9706.809327846364,2122.8792
1656374400000.0,2022-06-28 00:00:00,MAPS/USDT,0.2238,0.2253,0.2211,0.2238,546.5786416443252,122.3243
1656288000000.0,2022-06-27 00:00:00,MAPS/USDT,0.2387,0.239,0.2221,0.2238,8629.063896336014,1931.1845
1656201600000.0,2022-06-26 00:00:00,MAPS/USDT,0.2359,0.2464,0.2343,0.2387,13104.386258902387,3128.017
1656115200000.0,2022-06-25 00:00:00,MAPS/USDT,0.23,0.2403,0.2256,0.2359,13463.601102161934,3176.0635
1656028800000.0,2022-06-24 00:00:00,MAPS/USDT,0.2233,0.2301,0.2134,0.23,9121.16608695652,2097.8682
1655942400000.0,2022-06-23 00:00:00,MAPS/USDT,0.2251,0.2255,0.2188,0.2233,457.49037169726824,102.1576
1655856000000.0,2022-06-22 00:00:00,MAPS/USDT,0.2385,0.2399,0.2227,0.2251,27163.67658818303,6114.5436
1655769600000.0,2022-06-21 00:00:00,MAPS/USDT,0.2258,0.2468,0.2226,0.2385,181421.063312369,43268.9236
1655683200000.0,2022-06-20 00:00:00,MAPS/USDT,0.2148,0.2272,0.2095,0.2258,14116.599202834366,3187.5281
1655596800000.0,2022-06-19 00:00:00,MAPS/USDT,0.2056,0.2148,0.203,0.2148,34252.016294227185,7357.3331
1655510400000.0,2022-06-18 00:00:00,MAPS/USDT,0.2107,0.2108,0.2006,0.2056,49400.684824902724,10156.7808
1655424000000.0,2022-06-17 00:00:00,MAPS/USDT,0.211,0.2121,0.2081,0.2107,2869.607973421927,604.6264
1655337600000.0,2022-06-16 00:00:00,MAPS/USDT,0.2175,0.2189,0.2087,0.211,22445.805213270145,4736.0649
1655251200000.0,2022-06-15 00:00:00,MAPS/USDT,0.2301,0.2434,0.211,0.2175,123296.2459770115,26816.9335
1655164800000.0,2022-06-14 00:00:00,MAPS/USDT,0.2054,0.2339,0.2037,0.2301,59198.46023468057,13621.5657
1655078400000.0,2022-06-13 00:00:00,MAPS/USDT,0.2286,0.2286,0.1957,0.2054,62974.90457643622,12935.0454
1654992000000.0,2022-06-12 00:00:00,MAPS/USDT,0.2357,0.2367,0.2257,0.2286,32215.674978127736,7364.5033
1654905600000.0,2022-06-11 00:00:00,MAPS/USDT,0.2452,0.2597,0.2212,0.2357,63934.56342808655,15069.3766
1654819200000.0,2022-06-10 00:00:00,MAPS/USDT,0.2491,0.251,0.2429,0.2452,14539.880097879282,3565.1786
1654732800000.0,2022-06-09 00:00:00,MAPS/USDT,0.2469,0.2504,0.2443,0.2491,6221.120032115617,1549.681
1654646400000.0,2022-06-08 00:00:00,MAPS/USDT,0.251,0.2521,0.2448,0.2469,22156.05629809639,5470.3303
1654560000000.0,2022-06-07 00:00:00,MAPS/USDT,0.2511,0.2562,0.2444,0.251,47789.54422310757,11995.1756
1654473600000.0,2022-06-06 00:00:00,MAPS/USDT,0.2424,0.2836,0.2422,0.2511,227686.3795300677,57172.0499
1654387200000.0,2022-06-05 00:00:00,MAPS/USDT,0.2555,0.2597,0.2388,0.2424,25922.07920792079,6283.512
1654300800000.0,2022-06-04 00:00:00,MAPS/USDT,0.2573,0.2628,0.25,0.2555,48901.44070450098,12494.3181
1654214400000.0,2022-06-03 00:00:00,MAPS/USDT,0.288,0.3156,0.2551,0.2573,98766.84803731054,25412.71
1654128000000.0,2022-06-02 00:00:00,MAPS/USDT,0.3011,0.3039,0.2796,0.288,77243.69479166667,22246.1841
1654041600000.0,2022-06-01 00:00:00,MAPS/USDT,0.3535,0.3561,0.3,0.3011,63509.72301560944,19122.7776
1653955200000.0,2022-05-31 00:00:00,MAPS/USDT,0.4047,0.4124,0.3535,0.3535,212886.17057991514,75255.2613
1653868800000.0,2022-05-30 00:00:00,MAPS/USDT,0.3946,0.4148,0.3747,0.4047,190169.68816407214,76961.6728
1653782400000.0,2022-05-29 00:00:00,MAPS/USDT,0.4013,0.4163,0.3867,0.3946,146385.66979219465,57763.7853
1653696000000.0,2022-05-28 00:00:00,MAPS/USDT,0.3871,0.4167,0.3834,0.4013,10692.733864938948,4290.9941
1653609600000.0,2022-05-27 00:00:00,MAPS/USDT,0.4048,0.4269,0.3775,0.3871,33967.58047016275,13148.8504
1653523200000.0,2022-05-26 00:00:00,MAPS/USDT,0.4315,0.4388,0.4003,0.4048,36889.78458498024,14932.9848
1653436800000.0,2022-05-25 00:00:00,MAPS/USDT,0.4599,0.4729,0.4301,0.4315,13063.879026651217,5637.0638
1653350400000.0,2022-05-24 00:00:00,MAPS/USDT,0.4569,0.468,0.4286,0.4599,19003.03174603175,8739.4943
1653264000000.0,2022-05-23 00:00:00,MAPS/USDT,0.4862,0.4982,0.4545,0.4569,15680.10418034581,7164.2396
1653177600000.0,2022-05-22 00:00:00,MAPS/USDT,0.432,0.5014,0.4287,0.4862,38428.15240641711,18683.7677
1653091200000.0,2022-05-21 00:00:00,MAPS/USDT,0.4164,0.434,0.411,0.432,8872.202777777778,3832.7916
1653004800000.0,2022-05-20 00:00:00,MAPS/USDT,0.4344,0.4432,0.3759,0.4164,64395.06508165226,26814.1051
1652918400000.0,2022-05-19 00:00:00,MAPS/USDT,0.3791,0.4385,0.3692,0.4344,46580.79465930018,20234.6972
1652832000000.0,2022-05-18 00:00:00,MAPS/USDT,0.4764,0.4773,0.3775,0.3791,85134.9907676075,32274.675
1652745600000.0,2022-05-17 00:00:00,MAPS/USDT,0.4842,0.5042,0.4521,0.4764,30011.02959697733,14297.2545
1652659200000.0,2022-05-16 00:00:00,MAPS/USDT,0.4902,0.4966,0.4514,0.4842,29392.58137133416,14231.8879
1652572800000.0,2022-05-15 00:00:00,MAPS/USDT,0.4183,0.4927,0.3979,0.4902,18030.36964504284,8838.4872
1652486400000.0,2022-05-14 00:00:00,MAPS/USDT,0.4021,0.4341,0.3827,0.4183,2554.2309347358355,1068.4348
1652400000000.0,2022-05-13 00:00:00,MAPS/USDT,0.3475,0.4414,0.3424,0.4021,13071.872917184779,5256.2001
1652313600000.0,2022-05-12 00:00:00,MAPS/USDT,0.381,0.402,0.3051,0.3475,97761.49697841727,33972.1202
1652227200000.0,2022-05-11 00:00:00,MAPS/USDT,0.4347,0.4661,0.3389,0.381,79305.38871391075,30215.3531
1652140800000.0,2022-05-10 00:00:00,MAPS/USDT,0.4057,0.4889,0.4045,0.432,80645.78032407406,34838.9771
1652054400000.0,2022-05-09 00:00:00,MAPS/USDT,0.4366,0.4521,0.3902,0.4057,62551.60734532906,25377.1871
1651968000000.0,2022-05-08 00:00:00,MAPS/USDT,0.479,0.4811,0.433,0.4366,67885.1188731104,29638.6429
1651881600000.0,2022-05-07 00:00:00,MAPS/USDT,0.492,0.5283,0.4687,0.479,57719.1611691023,27647.4782
1651795200000.0,2022-05-06 00:00:00,MAPS/USDT,0.5507,0.5512,0.4757,0.492,54497.35386178862,26812.6981
1651708800000.0,2022-05-05 00:00:00,MAPS/USDT,0.6298,0.6651,0.5005,0.5507,109694.41801343745,60408.716
1651622400000.0,2022-05-04 00:00:00,MAPS/USDT,0.5727,0.6298,0.5613,0.6298,33415.06192442045,21044.806
1651536000000.0,2022-05-03 00:00:00,MAPS/USDT,0.6271,0.6297,0.5675,0.5727,23819.900122228046,13641.6568
1651449600000.0,2022-05-02 00:00:00,MAPS/USDT,0.633,0.6572,0.6022,0.6271,12497.735608355924,7837.33
1651363200000.0,2022-05-01 00:00:00,MAPS/USDT,0.5788,0.661,0.575,0.633,79517.53143759874,50334.5974
1651276800000.0,2022-04-30 00:00:00,MAPS/USDT,0.6046,0.6119,0.5714,0.5788,18842.835348997927,10906.2331
1651190400000.0,2022-04-29 00:00:00,MAPS/USDT,0.6604,0.6647,0.5897,0.6046,14342.246113132649,8671.322
1651104000000.0,2022-04-28 00:00:00,MAPS/USDT,0.7203,0.7582,0.6403,0.6604,123651.36129618413,81659.359
1651017600000.0,2022-04-27 00:00:00,MAPS/USDT,0.726,0.7876,0.7116,0.7203,80209.70415104816,57775.0499
1650931200000.0,2022-04-26 00:00:00,MAPS/USDT,0.8257,0.8307,0.7228,0.726,19589.63732782369,14222.0767
1650844800000.0,2022-04-25 00:00:00,MAPS/USDT,0.7987,0.8439,0.7419,0.8257,23338.572120624925,19270.659
1650758400000.0,2022-04-24 00:00:00,MAPS/USDT,0.8043,0.8328,0.7801,0.7987,22106.499937398276,17656.4615
1650672000000.0,2022-04-23 00:00:00,MAPS/USDT,0.8115,0.886,0.7881,0.8043,55161.634962078824,44366.503
1650585600000.0,2022-04-22 00:00:00,MAPS/USDT,0.877,0.8991,0.8006,0.8115,33557.173012939,27231.6459
1650499200000.0,2022-04-21 00:00:00,MAPS/USDT,0.9821,1.0135,0.8581,0.877,33553.13363740023,29426.0982
1650412800000.0,2022-04-20 00:00:00,MAPS/USDT,1.0359,1.1049,0.9592,0.9821,53448.018735363,52491.2992
1650326400000.0,2022-04-19 00:00:00,MAPS/USDT,0.9909,1.0359,0.9478,1.0359,8749.831740515492,9063.9507
1650240000000.0,2022-04-18 00:00:00,MAPS/USDT,0.9298,0.991,0.8813,0.9909,24840.548289433846,24614.4993
1650153600000.0,2022-04-17 00:00:00,MAPS/USDT,1.0058,1.0652,0.9221,0.9298,60048.561411056144,55833.1524
1650067200000.0,2022-04-16 00:00:00,MAPS/USDT,0.9665,1.0289,0.9372,1.0058,9966.468979916484,10024.2745
1649980800000.0,2022-04-15 00:00:00,MAPS/USDT,0.9621,0.9909,0.9228,0.9665,18535.729436109676,17914.7825
1649894400000.0,2022-04-14 00:00:00,MAPS/USDT,1.0283,1.0614,0.943,0.9621,31544.2266916121,30348.7005
1649808000000.0,2022-04-13 00:00:00,MAPS/USDT,0.9557,1.0459,0.9505,1.0283,30559.040941359526,31423.8618
1649721600000.0,2022-04-12 00:00:00,MAPS/USDT,0.8473,0.9714,0.8361,0.9557,31253.25175264204,29868.7327
1649635200000.0,2022-04-11 00:00:00,MAPS/USDT,0.9515,1.0946,0.8339,0.8473,114892.43432078365,97348.3596
1649548800000.0,2022-04-10 00:00:00,MAPS/USDT,0.936,1.0805,0.9185,0.9515,48919.90793483973,46547.2924
1649462400000.0,2022-04-09 00:00:00,MAPS/USDT,1.0121,1.034,0.8769,0.936,64178.00202991453,60070.6099
1649376000000.0,2022-04-08 00:00:00,MAPS/USDT,1.2382,1.2992,1.0013,1.0121,82602.83489773737,83602.3292
1649289600000.0,2022-04-07 00:00:00,MAPS/USDT,1.2515,1.2705,1.1791,1.2382,50073.2526247779,62000.7014
1649203200000.0,2022-04-06 00:00:00,MAPS/USDT,1.3719,1.5228,1.2293,1.2515,66485.7900119856,83206.9662
1649116800000.0,2022-04-05 00:00:00,MAPS/USDT,1.5383,1.5404,1.368,1.3719,56611.29506523799,77665.0357
1649030400000.0,2022-04-04 00:00:00,MAPS/USDT,1.7376,1.7624,1.4076,1.5383,100642.89819931092,154818.9703
1648944000000.0,2022-04-03 00:00:00,MAPS/USDT,1.7915,1.8087,1.6491,1.7376,37612.020142725596,65354.6462
1648857600000.0,2022-04-02 00:00:00,MAPS/USDT,1.5987,1.8885,1.5831,1.7915,133491.81523862685,239150.587
1648771200000.0,2022-04-01 00:00:00,MAPS/USDT,1.416,1.632,1.3789,1.5987,66868.97354100207,106903.428
1648684800000.0,2022-03-31 00:00:00,MAPS/USDT,1.3042,1.4753,1.2992,1.416,75760.14053672316,107276.359
1648598400000.0,2022-03-30 00:00:00,MAPS/USDT,1.2316,1.3488,1.1932,1.3042,83013.29497009661,108265.9393
1648512000000.0,2022-03-29 00:00:00,MAPS/USDT,1.1364,1.2585,1.1343,1.2316,80790.10531016563,99501.0937
1648425600000.0,2022-03-28 00:00:00,MAPS/USDT,1.1613,1.1749,1.123,1.1364,54971.149243224216,62469.214
1648339200000.0,2022-03-27 00:00:00,MAPS/USDT,1.2016,1.2087,1.1159,1.1613,39443.63859467838,45805.8975
1648252800000.0,2022-03-26 00:00:00,MAPS/USDT,1.1589,1.2088,1.1447,1.2016,19291.002579893477,23180.0687
1648166400000.0,2022-03-25 00:00:00,MAPS/USDT,1.2062,1.233,1.1446,1.1589,35602.07032530848,41259.2393
1648080000000.0,2022-03-24 00:00:00,MAPS/USDT,1.0927,1.2073,1.0753,1.2062,38517.98963687615,46460.3991
1647993600000.0,2022-03-23 00:00:00,MAPS/USDT,1.0773,1.1084,1.0655,1.0927,22120.255605381164,24170.8033
1647907200000.0,2022-03-22 00:00:00,MAPS/USDT,1.0663,1.1152,1.0404,1.0773,29172.64865868375,31427.6944
1647820800000.0,2022-03-21 00:00:00,MAPS/USDT,1.0591,1.0873,1.0542,1.0626,13798.89356295878,14662.7043
1647734400000.0,2022-03-20 00:00:00,MAPS/USDT,1.1111,1.1157,1.0094,1.0591,26045.729109621378,27585.0317
1647648000000.0,2022-03-19 00:00:00,MAPS/USDT,0.9912,1.1264,0.9911,1.1111,60397.82566825668,67108.0241
1647561600000.0,2022-03-18 00:00:00,MAPS/USDT,0.9438,1.0,0.9239,0.9912,5413.569713478612,5365.9303
1647475200000.0,2022-03-17 00:00:00,MAPS/USDT,0.8823,1.0065,0.8774,0.9438,78270.10987497351,73871.3297
1647388800000.0,2022-03-16 00:00:00,MAPS/USDT,0.7929,0.8854,0.7715,0.8823,56867.10574634478,50173.8474
1647302400000.0,2022-03-15 00:00:00,MAPS/USDT,0.8167,0.8203,0.7685,0.7929,4783.0172783453145,3792.4544
1647216000000.0,2022-03-14 00:00:00,MAPS/USDT,0.8092,0.8276,0.7906,0.8167,29355.54095751194,23974.6703
1647129600000.0,2022-03-13 00:00:00,MAPS/USDT,0.8683,0.8747,0.7939,0.8092,25393.111838853187,20548.1061
1647043200000.0,2022-03-12 00:00:00,MAPS/USDT,0.833,0.8815,0.8245,0.8683,29803.824945295404,25878.6612
1646956800000.0,2022-03-11 00:00:00,MAPS/USDT,0.813,0.833,0.7917,0.833,24901.453421368547,20742.9107
1646870400000.0,2022-03-10 00:00:00,MAPS/USDT,0.8412,0.8444,0.7968,0.813,7178.937023370235,5836.4758
1646784000000.0,2022-03-09 00:00:00,MAPS/USDT,0.8406,0.8906,0.8357,0.8412,32848.89277223015,27632.4886
1646697600000.0,2022-03-08 00:00:00,MAPS/USDT,0.7825,0.8437,0.7795,0.8406,45997.150130858914,38665.2044
1646611200000.0,2022-03-07 00:00:00,MAPS/USDT,0.7684,0.7983,0.7438,0.7825,27732.87565495208,21700.9752
1646524800000.0,2022-03-06 00:00:00,MAPS/USDT,0.7848,0.8015,0.768,0.7684,4673.4191827173345,3591.0553
1646438400000.0,2022-03-05 00:00:00,MAPS/USDT,0.7461,0.8166,0.7414,0.7848,25201.395132517835,19778.0549
1646352000000.0,2022-03-04 00:00:00,MAPS/USDT,0.7592,0.7743,0.7277,0.7461,15027.252245007372,11211.8329
1646265600000.0,2022-03-03 00:00:00,MAPS/USDT,0.7633,0.7863,0.7501,0.7592,5516.45205479452,4188.0904
1646179200000.0,2022-03-02 00:00:00,MAPS/USDT,0.8181,0.8419,0.7581,0.7633,24909.678763264772,19013.5578
1646092800000.0,2022-03-01 00:00:00,MAPS/USDT,0.8656,0.8735,0.7893,0.8181,28984.778022246664,23712.4469
1646006400000.0,2022-02-28 00:00:00,MAPS/USDT,0.72,0.8714,0.7084,0.8656,36202.944662661735,31337.2689
1645920000000.0,2022-02-27 00:00:00,MAPS/USDT,0.7684,0.7773,0.7146,0.72,48512.72777777778,34929.164
1645833600000.0,2022-02-26 00:00:00,MAPS/USDT,0.7944,0.8239,0.7481,0.7684,38763.19247787611,29785.6371
1645747200000.0,2022-02-25 00:00:00,MAPS/USDT,0.7196,0.8071,0.6912,0.7944,59315.79003021149,47120.4636
1645660800000.0,2022-02-24 00:00:00,MAPS/USDT,0.6396,0.7363,0.5657,0.7196,129256.67468037797,93013.1031
1645574400000.0,2022-02-23 00:00:00,MAPS/USDT,0.6978,0.7668,0.6358,0.6396,184510.61663539713,118012.9904
1645488000000.0,2022-02-22 00:00:00,MAPS/USDT,0.6349,0.7076,0.6148,0.6978,145551.77099455433,101566.0258
1645401600000.0,2022-02-21 00:00:00,MAPS/USDT,0.6623,0.9186,0.6343,0.6349,171702.01244290438,109013.6077
1645315200000.0,2022-02-20 00:00:00,MAPS/USDT,0.7445,0.7445,0.6623,0.6623,42063.99652725351,27858.9849
1645228800000.0,2022-02-19 00:00:00,MAPS/USDT,0.7205,0.764,0.6996,0.7445,20824.18213566152,15503.6036
1645142400000.0,2022-02-18 00:00:00,MAPS/USDT,0.7464,0.8309,0.6962,0.7205,90091.7014573213,64911.0709
1645056000000.0,2022-02-17 00:00:00,MAPS/USDT,0.8503,0.8522,0.7263,0.7464,58131.47012325831,43389.3293
1644969600000.0,2022-02-16 00:00:00,MAPS/USDT,0.869,0.9102,0.8216,0.8503,155871.72127484417,132537.7246
1644883200000.0,2022-02-15 00:00:00,MAPS/USDT,0.716,0.8766,0.716,0.869,30697.630609896434,26676.241
1644796800000.0,2022-02-14 00:00:00,MAPS/USDT,0.6495,0.7436,0.6331,0.716,63337.774441340785,45349.8465
1644710400000.0,2022-02-13 00:00:00,MAPS/USDT,0.7193,0.7657,0.6484,0.6495,132110.7194765204,85805.9123
