https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume FIDA,Volume USDT
1663545600000.0,2022-09-19 00:00:00,FIDA/USDT,0.4309,0.43604,0.42881,0.43063,780.6378793860158,336.16609
1663542000000.0,2022-09-18 23:00:00,FIDA/USDT,0.4329,0.43683,0.42962,0.4309,1460.5195404966348,629.33787
1663538400000.0,2022-09-18 22:00:00,FIDA/USDT,0.42898,0.43583,0.42654,0.4329,5752.503626703627,2490.25882
1663534800000.0,2022-09-18 21:00:00,FIDA/USDT,0.4371,0.43956,0.42852,0.42898,371.05545713086855,159.17537
1663531200000.0,2022-09-18 20:00:00,FIDA/USDT,0.43522,0.44064,0.4336,0.4371,2713.678769160375,1186.14899
1663527600000.0,2022-09-18 19:00:00,FIDA/USDT,0.43651,0.44163,0.43369,0.43522,6179.719176508433,2689.53738
1663524000000.0,2022-09-18 18:00:00,FIDA/USDT,0.43597,0.44182,0.43511,0.43651,5177.391560330805,2259.98319
1663520400000.0,2022-09-18 17:00:00,FIDA/USDT,0.43718,0.44256,0.43567,0.43597,584.4251898066381,254.79185
1663516800000.0,2022-09-18 16:00:00,FIDA/USDT,0.43793,0.4421,0.43506,0.43718,2846.135207466032,1244.27339
1663513200000.0,2022-09-18 15:00:00,FIDA/USDT,0.43987,0.4435,0.43543,0.43793,6838.538716233189,2994.80126
1663509600000.0,2022-09-18 14:00:00,FIDA/USDT,0.44625,0.45103,0.43307,0.43987,10557.94878032146,4644.12493
1663506000000.0,2022-09-18 13:00:00,FIDA/USDT,0.44678,0.45105,0.44528,0.44625,809.1295910364146,361.07408
1663502400000.0,2022-09-18 12:00:00,FIDA/USDT,0.44614,0.44808,0.44203,0.44678,2058.2453556560276,919.58286
1663498800000.0,2022-09-18 11:00:00,FIDA/USDT,0.44542,0.45053,0.44253,0.44614,1754.122158963554,782.58406
1663495200000.0,2022-09-18 10:00:00,FIDA/USDT,0.44323,0.45056,0.44127,0.44542,1403.5029859458489,625.1483
1663491600000.0,2022-09-18 09:00:00,FIDA/USDT,0.44761,0.45192,0.44241,0.44323,2617.801998962164,1160.28838
1663488000000.0,2022-09-18 08:00:00,FIDA/USDT,0.45141,0.45372,0.44695,0.44761,1950.3225129018565,872.98386
1663484400000.0,2022-09-18 07:00:00,FIDA/USDT,0.45152,0.45355,0.44776,0.45141,1846.1580824527593,833.37422
1663480800000.0,2022-09-18 06:00:00,FIDA/USDT,0.45286,0.45691,0.45152,0.45152,493.5807937632885,222.8616
1663477200000.0,2022-09-18 05:00:00,FIDA/USDT,0.45646,0.45782,0.45256,0.45286,3520.09504040984,1594.11024
1663473600000.0,2022-09-18 04:00:00,FIDA/USDT,0.46069,0.46337,0.45646,0.45646,2777.0632695088293,1267.6183
1663470000000.0,2022-09-18 03:00:00,FIDA/USDT,0.46368,0.46368,0.45671,0.46069,7163.324556643296,3300.07199
1663466400000.0,2022-09-18 02:00:00,FIDA/USDT,0.46544,0.46588,0.46025,0.46368,6126.109515182885,2840.55446
1663462800000.0,2022-09-18 01:00:00,FIDA/USDT,0.4667,0.47681,0.46366,0.46544,12776.722713991061,5946.79782
1663459200000.0,2022-09-18 00:00:00,FIDA/USDT,0.46062,0.46969,0.45892,0.4667,9297.103214056138,4338.95807
1663455600000.0,2022-09-17 23:00:00,FIDA/USDT,0.46224,0.46927,0.45936,0.46062,1589.2805783509186,732.05442
1663452000000.0,2022-09-17 22:00:00,FIDA/USDT,0.45687,0.46929,0.45656,0.46224,1381.1926921079958,638.44251
1663448400000.0,2022-09-17 21:00:00,FIDA/USDT,0.46108,0.46207,0.45567,0.45687,1015.1218289666645,463.77871
1663444800000.0,2022-09-17 20:00:00,FIDA/USDT,0.46239,0.46668,0.45766,0.46108,1145.6225600763426,528.22365
1663441200000.0,2022-09-17 19:00:00,FIDA/USDT,0.45854,0.46803,0.45752,0.46239,7558.878414325569,3495.14979
1663437600000.0,2022-09-17 18:00:00,FIDA/USDT,0.45334,0.46913,0.45194,0.45854,4601.389998691499,2109.92137
1663434000000.0,2022-09-17 17:00:00,FIDA/USDT,0.46223,0.46596,0.4524,0.45334,3982.640424405523,1805.49021
1663430400000.0,2022-09-17 16:00:00,FIDA/USDT,0.46206,0.46826,0.4606,0.46223,1949.4013369967333,901.07178
1663426800000.0,2022-09-17 15:00:00,FIDA/USDT,0.46021,0.46652,0.45551,0.46206,7046.476366705622,3255.89487
1663423200000.0,2022-09-17 14:00:00,FIDA/USDT,0.46034,0.47021,0.45809,0.46021,4972.105582234197,2288.21271
1663419600000.0,2022-09-17 13:00:00,FIDA/USDT,0.46625,0.47966,0.45333,0.46034,6105.657774688273,2810.6785
1663416000000.0,2022-09-17 12:00:00,FIDA/USDT,0.45817,0.46885,0.44816,0.46624,7959.347546328071,3710.9662
1663412400000.0,2022-09-17 11:00:00,FIDA/USDT,0.45064,0.46435,0.44874,0.45817,7791.573586223453,3569.86527
1663408800000.0,2022-09-17 10:00:00,FIDA/USDT,0.44538,0.45747,0.4442,0.45064,20713.9411059826,9334.53042
1663405200000.0,2022-09-17 09:00:00,FIDA/USDT,0.43975,0.44601,0.43839,0.44538,7268.549620548745,3237.26663
1663401600000.0,2022-09-17 08:00:00,FIDA/USDT,0.4401,0.44111,0.43529,0.43975,4163.632654917567,1830.95746
1663398000000.0,2022-09-17 07:00:00,FIDA/USDT,0.44066,0.44285,0.43476,0.4401,3915.4458304930695,1723.18771
1663394400000.0,2022-09-17 06:00:00,FIDA/USDT,0.44319,0.44416,0.44031,0.44066,1085.6407434303092,478.39845
1663390800000.0,2022-09-17 05:00:00,FIDA/USDT,0.44479,0.44768,0.44159,0.44319,4061.9988266883283,1800.23726
1663387200000.0,2022-09-17 04:00:00,FIDA/USDT,0.44157,0.44795,0.44076,0.44479,10547.294026394477,4691.33091
1663383600000.0,2022-09-17 03:00:00,FIDA/USDT,0.43953,0.44381,0.43761,0.44157,9128.888149104332,4031.04314
1663380000000.0,2022-09-17 02:00:00,FIDA/USDT,0.43839,0.4425,0.43602,0.43953,931.3624781016085,409.36175
1663376400000.0,2022-09-17 01:00:00,FIDA/USDT,0.43685,0.43883,0.43472,0.43839,3354.2549328223727,1470.47182
1663372800000.0,2022-09-17 00:00:00,FIDA/USDT,0.43472,0.43856,0.43184,0.43685,5062.983838846286,2211.76449
1663369200000.0,2022-09-16 23:00:00,FIDA/USDT,0.43079,0.43526,0.4285,0.43472,2294.29745583364,997.37699
1663365600000.0,2022-09-16 22:00:00,FIDA/USDT,0.43248,0.43406,0.43006,0.43079,666.2049026207666,286.99441
