https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume ALPACA,Volume USDT
1661990400,2022-09-01 00:00:00,ALPACA/USDT,0.2609,0.2974,0.2566,0.267,118427.9646,32770.7770464
1661904000,2022-08-31 00:00:00,ALPACA/USDT,0.2586,0.2725,0.2493,0.2606,102514.807,26371.56391308
1661817600,2022-08-30 00:00:00,ALPACA/USDT,0.2647,0.271,0.256,0.2599,32969.3294,8721.5112611
1661731200,2022-08-29 00:00:00,ALPACA/USDT,0.2443,0.3065,0.2433,0.2647,473051.0401,129165.27312309
1661644800,2022-08-28 00:00:00,ALPACA/USDT,0.2504,0.2634,0.2436,0.2446,286754.2426,73198.55598935
1661558400,2022-08-27 00:00:00,ALPACA/USDT,0.2497,0.3311,0.2488,0.2515,362311.531,100753.77528229
1661472000,2022-08-26 00:00:00,ALPACA/USDT,0.2642,0.2643,0.2496,0.2496,72335.1608,18312.58615462
1661385600,2022-08-25 00:00:00,ALPACA/USDT,0.2544,0.2753,0.2544,0.2612,115251.4486,30243.10723635
1661299200,2022-08-24 00:00:00,ALPACA/USDT,0.2532,0.257,0.2469,0.2544,36152.5565,9104.74130789
1661212800,2022-08-23 00:00:00,ALPACA/USDT,0.244,0.3129,0.2404,0.2537,546085.6086,145017.11665885
1661126400,2022-08-22 00:00:00,ALPACA/USDT,0.2476,0.2476,0.2355,0.2447,14233.2146,3437.31704116
1661040000,2022-08-21 00:00:00,ALPACA/USDT,0.2412,0.2496,0.24,0.2484,8131.7528,1975.06298025
1660953600,2022-08-20 00:00:00,ALPACA/USDT,0.2334,0.2549,0.2312,0.2402,37632.9694,9005.71026722
1660867200,2022-08-19 00:00:00,ALPACA/USDT,0.253,0.2543,0.2301,0.2334,39016.7218,9372.5512339
1660780800,2022-08-18 00:00:00,ALPACA/USDT,0.2612,0.2612,0.2531,0.2531,37149.4989,9561.15243848
1660694400,2022-08-17 00:00:00,ALPACA/USDT,0.2725,0.2777,0.259,0.2606,101729.1314,27602.7019133
1660608000,2022-08-16 00:00:00,ALPACA/USDT,0.277,0.2793,0.2698,0.2698,10937.4185,2993.2782967
1660521600,2022-08-15 00:00:00,ALPACA/USDT,0.288,0.2909,0.2738,0.2754,86738.4774,24337.66612499
1660435200,2022-08-14 00:00:00,ALPACA/USDT,0.2903,0.292,0.2829,0.2876,207460.8218,59641.2960807
1660348800,2022-08-13 00:00:00,ALPACA/USDT,0.289,0.2946,0.2872,0.2917,38552.0802,11248.38147744
1660262400,2022-08-12 00:00:00,ALPACA/USDT,0.2848,0.2932,0.2848,0.2889,68693.3403,19833.1713486
1660176000,2022-08-11 00:00:00,ALPACA/USDT,0.2814,0.2923,0.2814,0.2829,202852.9664,58352.54827141
1660089600,2022-08-10 00:00:00,ALPACA/USDT,0.2714,0.2858,0.2689,0.2819,85280.0839,23822.33799134
1660003200,2022-08-09 00:00:00,ALPACA/USDT,0.2786,0.282,0.2706,0.2706,45077.697,12472.95222406
1659916800,2022-08-08 00:00:00,ALPACA/USDT,0.2835,0.2959,0.2761,0.2788,84695.5785,24228.54996292
1659830400,2022-08-07 00:00:00,ALPACA/USDT,0.2777,0.2866,0.2745,0.283,80268.4894,22519.64074474
1659744000,2022-08-06 00:00:00,ALPACA/USDT,0.2842,0.2967,0.2772,0.2779,84955.6559,24322.26830496
1659657600,2022-08-05 00:00:00,ALPACA/USDT,0.2834,0.2921,0.2801,0.2842,99435.6395,28306.20437354
1659571200,2022-08-04 00:00:00,ALPACA/USDT,0.2918,0.3031,0.27,0.2838,156692.4327,44917.88136879
1659484800,2022-08-03 00:00:00,ALPACA/USDT,0.3439,0.3577,0.2852,0.2916,402180.0284,126522.01172609
1659398400,2022-08-02 00:00:00,ALPACA/USDT,0.2654,0.399,0.255,0.3439,1496464.9145,527019.87603087
1659312000,2022-08-01 00:00:00,ALPACA/USDT,0.2654,0.2889,0.2614,0.2653,148547.0793,40758.80395088
1659225600,2022-07-31 00:00:00,ALPACA/USDT,0.2622,0.2745,0.2621,0.2659,127181.864,33982.49303133
1659139200,2022-07-30 00:00:00,ALPACA/USDT,0.2698,0.2808,0.2625,0.2635,93469.9385,25686.77225317
1659052800,2022-07-29 00:00:00,ALPACA/USDT,0.2558,0.2881,0.2537,0.2702,349013.24178572,92917.161881308672
1658966400,2022-07-28 00:00:00,ALPACA/USDT,0.25,0.2588,0.247,0.2567,38427.2378,9743.16797119
1658880000,2022-07-27 00:00:00,ALPACA/USDT,0.2404,0.2507,0.2375,0.2507,37457.352,9060.11212963
1658793600,2022-07-26 00:00:00,ALPACA/USDT,0.2425,0.2445,0.2371,0.2399,5958.287,1430.60176269
1658707200,2022-07-25 00:00:00,ALPACA/USDT,0.2525,0.2676,0.2425,0.2425,11850.8095,2982.580836022856
1658620800,2022-07-24 00:00:00,ALPACA/USDT,0.2423,0.2563,0.2414,0.253,18894.9701,4706.27140642
1658534400,2022-07-23 00:00:00,ALPACA/USDT,0.2458,0.2528,0.2382,0.242,61356.6104,15004.81225666
1658448000,2022-07-22 00:00:00,ALPACA/USDT,0.2459,0.2549,0.2454,0.246,155691.9475,38885.41735784
1658361600,2022-07-21 00:00:00,ALPACA/USDT,0.2444,0.2471,0.2374,0.2464,57074.6897,13740.19980655
1658275200,2022-07-20 00:00:00,ALPACA/USDT,0.2544,0.2656,0.243,0.2438,69260.9041,17480.5418824
1658188800,2022-07-19 00:00:00,ALPACA/USDT,0.2459,0.2586,0.2404,0.2525,56835.3635,14296.60865504
1658102400,2022-07-18 00:00:00,ALPACA/USDT,0.234,0.2497,0.234,0.2459,33665.7294,8214.63873057
1658016000,2022-07-17 00:00:00,ALPACA/USDT,0.2398,0.2425,0.2338,0.2346,37536.8072,8982.96883501
1657929600,2022-07-16 00:00:00,ALPACA/USDT,0.2298,0.2417,0.2268,0.2389,38187.7047,8869.58772496
1657843200,2022-07-15 00:00:00,ALPACA/USDT,0.2355,0.2431,0.2265,0.2284,24096.0533,5652.15731182
1657756800,2022-07-14 00:00:00,ALPACA/USDT,0.2271,0.2486,0.224,0.2365,127639.7448,30290.45025094
1657670400,2022-07-13 00:00:00,ALPACA/USDT,0.2207,0.227,0.2153,0.227,31012.2931,6866.36632983
1657584000,2022-07-12 00:00:00,ALPACA/USDT,0.2269,0.2289,0.2209,0.2217,19408.1493,4345.88600378
1657497600,2022-07-11 00:00:00,ALPACA/USDT,0.2305,0.2309,0.2269,0.2269,5412.3467,1237.923739
1657411200,2022-07-10 00:00:00,ALPACA/USDT,0.2349,0.2448,0.2305,0.2305,26420.8694,6311.02500725
1657324800,2022-07-09 00:00:00,ALPACA/USDT,0.2353,0.2376,0.2329,0.2361,10418.8778,2450.89204929
1657238400,2022-07-08 00:00:00,ALPACA/USDT,0.2337,0.2381,0.2314,0.2366,13403.9697,3148.39311429
1657152000,2022-07-07 00:00:00,ALPACA/USDT,0.2306,0.2461,0.2306,0.2343,41139.29429881,9709.38400338796
1657065600,2022-07-06 00:00:00,ALPACA/USDT,0.2547,0.271,0.2295,0.2321,391928.96972657,98337.935542048858
1656979200,2022-07-05 00:00:00,ALPACA/USDT,0.2153,0.2751,0.2147,0.2544,985267.06924474,237746.781422898155
1656892800,2022-07-04 00:00:00,ALPACA/USDT,0.206,0.2153,0.2055,0.2153,11679.97915504,2471.569065764668
1656806400,2022-07-03 00:00:00,ALPACA/USDT,0.2094,0.2326,0.2056,0.207,76049.68478049,16506.251898173411
1656720000,2022-07-02 00:00:00,ALPACA/USDT,0.2043,0.2399,0.2009,0.2093,192451.13790423,42248.902110094644
1656633600,2022-07-01 00:00:00,ALPACA/USDT,0.2012,0.2069,0.1993,0.2051,28208.6178741,5703.098386285316
1656547200,2022-06-30 00:00:00,ALPACA/USDT,0.2072,0.2072,0.1948,0.2,95385.54044993,19061.211801324669
1656460800,2022-06-29 00:00:00,ALPACA/USDT,0.2114,0.213,0.2052,0.2072,24703.14028627,5179.876244053271
1656374400,2022-06-28 00:00:00,ALPACA/USDT,0.216,0.2247,0.2115,0.2117,80120.55726752,17635.491853106238
1656288000,2022-06-27 00:00:00,ALPACA/USDT,0.2213,0.2252,0.2148,0.2172,77735.4707582,17000.02522033982
1656201600,2022-06-26 00:00:00,ALPACA/USDT,0.2275,0.2359,0.2219,0.222,76742.28631842,17449.691349185454
1656115200,2022-06-25 00:00:00,ALPACA/USDT,0.2165,0.244,0.2141,0.2276,254559.13375321,58606.35107312009
1656028800,2022-06-24 00:00:00,ALPACA/USDT,0.2111,0.219,0.2092,0.2181,51628.59167299,11046.737424950534
1655942400,2022-06-23 00:00:00,ALPACA/USDT,0.2074,0.213,0.205,0.211,15800.96868642,3304.967361587502
1655856000,2022-06-22 00:00:00,ALPACA/USDT,0.2049,0.2141,0.1992,0.2077,36420.9405699,7552.14897894712
1655769600,2022-06-21 00:00:00,ALPACA/USDT,0.2063,0.2158,0.2048,0.2051,59067.11909649,12334.576568776573
1655683200,2022-06-20 00:00:00,ALPACA/USDT,0.1945,0.2069,0.1896,0.2061,14015.80267199,2795.369766357353
1655596800,2022-06-19 00:00:00,ALPACA/USDT,0.1905,0.1997,0.1832,0.1944,23401.80858901,4486.706393784816
1655510400,2022-06-18 00:00:00,ALPACA/USDT,0.1987,0.2012,0.1811,0.1897,61728.63768061,11650.051732334279
1655424000,2022-06-17 00:00:00,ALPACA/USDT,0.201,0.2069,0.1967,0.2007,35885.6132729,7240.364290585723
1655337600,2022-06-16 00:00:00,ALPACA/USDT,0.2226,0.2228,0.1986,0.1996,27799.9252757,5805.350158208927
1655251200,2022-06-15 00:00:00,ALPACA/USDT,0.2104,0.2225,0.1908,0.2203,92537.34949818,18831.872089634242
1655164800,2022-06-14 00:00:00,ALPACA/USDT,0.1962,0.244,0.1831,0.2128,444992.35734024,97713.150406560614
1655078400,2022-06-13 00:00:00,ALPACA/USDT,0.2879,0.2926,0.1788,0.1963,329667.52794042,74922.725925433775
1654992000,2022-06-12 00:00:00,ALPACA/USDT,0.3015,0.302,0.2858,0.2894,55689.62018308,16327.090757241383
1654905600,2022-06-11 00:00:00,ALPACA/USDT,0.3112,0.3204,0.2964,0.3,37515.08572774,11530.940820112372
1654819200,2022-06-10 00:00:00,ALPACA/USDT,0.3254,0.3279,0.3112,0.3114,36106.60896613,11584.058500977966
1654732800,2022-06-09 00:00:00,ALPACA/USDT,0.3315,0.379,0.3247,0.3247,142027.32654113,49483.160300423021
1654646400,2022-06-08 00:00:00,ALPACA/USDT,0.3168,0.3354,0.3132,0.332,118589.21252921,38504.0071620531
1654560000,2022-06-07 00:00:00,ALPACA/USDT,0.3124,0.3191,0.3041,0.3191,87020.65435245,26861.614368955732
1654473600,2022-06-06 00:00:00,ALPACA/USDT,0.3094,0.3234,0.305,0.3138,64508.225061,20248.467952815622
1654387200,2022-06-05 00:00:00,ALPACA/USDT,0.3114,0.3123,0.3063,0.3095,8001.97354731,2472.061471690815
1654300800,2022-06-04 00:00:00,ALPACA/USDT,0.3084,0.3132,0.3076,0.3101,13150.55046893,4098.111996375631
1654214400,2022-06-03 00:00:00,ALPACA/USDT,0.3135,0.3193,0.3023,0.3088,47849.45407553,14787.919059431794
1654128000,2022-06-02 00:00:00,ALPACA/USDT,0.3134,0.3184,0.3086,0.3148,29183.83106664,9147.510958147893
1654041600,2022-06-01 00:00:00,ALPACA/USDT,0.3442,0.3448,0.312,0.3136,29682.00616072,9876.74389138364
1653955200,2022-05-31 00:00:00,ALPACA/USDT,0.3389,0.3657,0.3314,0.3439,19124.90376941,6531.868126185634
1653868800,2022-05-30 00:00:00,ALPACA/USDT,0.3103,0.3525,0.3053,0.3381,55318.10117412,18380.078044250254
1653782400,2022-05-29 00:00:00,ALPACA/USDT,0.3048,0.3225,0.3045,0.3098,37189.65496185,11749.373928835215
1653696000,2022-05-28 00:00:00,ALPACA/USDT,0.2986,0.3057,0.2968,0.3047,5412.17188493,1635.201838525331
1653609600,2022-05-27 00:00:00,ALPACA/USDT,0.302,0.3068,0.2955,0.2969,14187.88990088,4244.585647724672
1653523200,2022-05-26 00:00:00,ALPACA/USDT,0.3165,0.3177,0.299,0.302,14737.61888706,4575.085156740979
1653436800,2022-05-25 00:00:00,ALPACA/USDT,0.324,0.3263,0.3114,0.3166,10585.86025857,3355.475942289336
1653350400,2022-05-24 00:00:00,ALPACA/USDT,0.3227,0.3446,0.3076,0.3238,55590.45087924,18115.317128505564
1653264000,2022-05-23 00:00:00,ALPACA/USDT,0.3221,0.3647,0.3199,0.3219,75732.39021997,25837.226167282892
1653177600,2022-05-22 00:00:00,ALPACA/USDT,0.3154,0.3276,0.3142,0.322,40471.20171552,12956.317335798167
1653091200,2022-05-21 00:00:00,ALPACA/USDT,0.3126,0.3236,0.308,0.3154,47594.6898314,14970.108263592745
1653004800,2022-05-20 00:00:00,ALPACA/USDT,0.3233,0.3261,0.3028,0.3126,62236.3534629,19634.369893729735
1652918400,2022-05-19 00:00:00,ALPACA/USDT,0.3057,0.3457,0.3032,0.324,115072.87307226,36887.282447135112
1652832000,2022-05-18 00:00:00,ALPACA/USDT,0.3225,0.342,0.3047,0.3057,132092.61012585,42399.172651159987
1652745600,2022-05-17 00:00:00,ALPACA/USDT,0.305,0.3265,0.3044,0.3238,70959.3357156,22399.25823719864
1652659200,2022-05-16 00:00:00,ALPACA/USDT,0.3219,0.3245,0.2969,0.3057,24643.08570575,7528.251820565752
1652572800,2022-05-15 00:00:00,ALPACA/USDT,0.304,0.3275,0.2928,0.3242,15552.63847403,4768.831980670158
1652486400,2022-05-14 00:00:00,ALPACA/USDT,0.3123,0.32,0.285,0.3044,27864.35572645,8472.822508259079
1652400000,2022-05-13 00:00:00,ALPACA/USDT,0.3074,0.3372,0.3053,0.3124,71983.31163156,22730.493139277688
1652313600,2022-05-12 00:00:00,ALPACA/USDT,0.2817,0.3165,0.2709,0.3085,77084.3310486,22121.165090013596
1652227200,2022-05-11 00:00:00,ALPACA/USDT,0.3221,0.3323,0.2644,0.2816,196387.56278908,59931.279056646478
1652140800,2022-05-10 00:00:00,ALPACA/USDT,0.3799,0.3799,0.312,0.3224,273790.16652128,94512.924991943552
1652054400,2022-05-09 00:00:00,ALPACA/USDT,0.4274,0.4324,0.3769,0.3799,68272.18540875,27528.263505004228
1651968000,2022-05-08 00:00:00,ALPACA/USDT,0.4147,0.4629,0.4049,0.4274,119177.32688449,51687.32078454196
1651881600,2022-05-07 00:00:00,ALPACA/USDT,0.4256,0.428,0.4139,0.4149,21018.95578834,8852.061814429371
1651795200,2022-05-06 00:00:00,ALPACA/USDT,0.4192,0.4406,0.4168,0.4256,52357.64919289,22201.37756827701
1651708800,2022-05-05 00:00:00,ALPACA/USDT,0.4614,0.4719,0.4121,0.4184,119053.65422332,52650.502975702784
1651622400,2022-05-04 00:00:00,ALPACA/USDT,0.4239,0.4639,0.4208,0.4607,97570.10263981,43687.929051327493
1651536000,2022-05-03 00:00:00,ALPACA/USDT,0.434,0.4363,0.4204,0.4244,21518.35340872,9221.234681592493
1651449600,2022-05-02 00:00:00,ALPACA/USDT,0.4128,0.4536,0.4109,0.434,126250.37434587,54189.190868261349
1651363200,2022-05-01 00:00:00,ALPACA/USDT,0.3917,0.4177,0.3888,0.4113,102143.35910727,41005.383618037188
1651276800,2022-04-30 00:00:00,ALPACA/USDT,0.47,0.5039,0.368,0.3916,249730.91953619,107066.350205514095
1651190400,2022-04-29 00:00:00,ALPACA/USDT,0.4979,0.5014,0.4701,0.4705,145991.49620554,70196.842688909522
1651104000,2022-04-28 00:00:00,ALPACA/USDT,0.5195,0.5302,0.4957,0.4992,47013.56612816,24034.952151873556
1651017600,2022-04-27 00:00:00,ALPACA/USDT,0.5101,0.5196,0.5059,0.5175,71054.61013402,36304.62239405078
1650931200,2022-04-26 00:00:00,ALPACA/USDT,0.572,0.5724,0.5087,0.5092,88498.23220671,47690.827027693015
1650844800,2022-04-25 00:00:00,ALPACA/USDT,0.5945,0.5966,0.5431,0.572,125327.72572161,70425.39805746526
1650758400,2022-04-24 00:00:00,ALPACA/USDT,0.6147,0.6197,0.5925,0.5951,70147.28124759,42138.25099544469
1650672000,2022-04-23 00:00:00,ALPACA/USDT,0.5968,0.6254,0.5899,0.6166,92498.17920628,55776.252114804633
1650585600,2022-04-22 00:00:00,ALPACA/USDT,0.6139,0.6315,0.59,0.5975,181331.57925717,109557.922857616988
1650499200,2022-04-21 00:00:00,ALPACA/USDT,0.6805,0.6805,0.6045,0.6141,202499.69909761,131160.509976035028
1650412800,2022-04-20 00:00:00,ALPACA/USDT,0.6405,0.6851,0.625,0.6815,234168.12372728,153417.972317158243
1650326400,2022-04-19 00:00:00,ALPACA/USDT,0.6335,0.6541,0.6219,0.637,252912.27489271,162169.601806837701
1650240000,2022-04-18 00:00:00,ALPACA/USDT,0.64,0.6602,0.5897,0.6341,308805.42740377,194614.152540365692
1650153600,2022-04-17 00:00:00,ALPACA/USDT,0.5994,0.6442,0.5984,0.6377,116972.15384361,71822.782023465253
1650067200,2022-04-16 00:00:00,ALPACA/USDT,0.5853,0.6729,0.5745,0.599,671727.54219963,422543.542439294211
1649980800,2022-04-15 00:00:00,ALPACA/USDT,0.544,0.6118,0.5311,0.5853,219093.07009171,123314.266125897863
1649894400,2022-04-14 00:00:00,ALPACA/USDT,0.5791,0.5895,0.5309,0.5435,224001.38601455,124075.979231972566
1649808000,2022-04-13 00:00:00,ALPACA/USDT,0.5946,0.6165,0.5384,0.5786,613723.66501066,350346.470938011585
1649721600,2022-04-12 00:00:00,ALPACA/USDT,0.5737,0.75,0.5737,0.5959,3385932.12609315,2247515.586922467211
1649635200,2022-04-11 00:00:00,ALPACA/USDT,0.5648,0.6229,0.5211,0.5742,532095.91892786,302145.168730522035
1649548800,2022-04-10 00:00:00,ALPACA/USDT,0.5622,0.6178,0.5468,0.5648,436483.38012627,257218.93004971302
1649462400,2022-04-09 00:00:00,ALPACA/USDT,0.5174,0.6161,0.5147,0.5625,720741.70511624,411553.170709478819
1649376000,2022-04-08 00:00:00,ALPACA/USDT,0.5225,0.546,0.5079,0.5173,126176.2257071,66431.102798057487
1649289600,2022-04-07 00:00:00,ALPACA/USDT,0.4981,0.5648,0.492,0.5224,133944.44911966,70833.650765250415
1649203200,2022-04-06 00:00:00,ALPACA/USDT,0.554,0.592,0.4899,0.4976,264072.02052618,136435.636430501235
1649116800,2022-04-05 00:00:00,ALPACA/USDT,0.5132,0.5965,0.5099,0.5542,342719.08374599,190192.1125397152
1649030400,2022-04-04 00:00:00,ALPACA/USDT,0.5281,0.5281,0.4863,0.5136,76448.26359786,38722.359497623137
1648944000,2022-04-03 00:00:00,ALPACA/USDT,0.508,0.5384,0.5029,0.5284,52518.75544329,27608.237936880933
1648857600,2022-04-02 00:00:00,ALPACA/USDT,0.506,0.5674,0.504,0.5081,94663.71405803,49518.590055366799
1648771200,2022-04-01 00:00:00,ALPACA/USDT,0.4725,0.581,0.4715,0.5059,295974.66868605,157146.43263768507
1648684800,2022-03-31 00:00:00,ALPACA/USDT,0.4831,0.5118,0.4691,0.4721,57993.40914063,28531.030118002439
1648598400,2022-03-30 00:00:00,ALPACA/USDT,0.4697,0.4883,0.461,0.482,54470.27175781,25859.296823979361
1648512000,2022-03-29 00:00:00,ALPACA/USDT,0.4745,0.4935,0.4665,0.4697,40328.68220307,19382.958113106054
1648425600,2022-03-28 00:00:00,ALPACA/USDT,0.4834,0.4933,0.4748,0.4748,37388.90695484,18211.914420793544
1648339200,2022-03-27 00:00:00,ALPACA/USDT,0.4743,0.485,0.4733,0.4832,38410.03603695,18400.829685764094
1648252800,2022-03-26 00:00:00,ALPACA/USDT,0.4662,0.4964,0.4662,0.4748,54615.92375832,26094.780388620333
1648166400,2022-03-25 00:00:00,ALPACA/USDT,0.4657,0.5228,0.4605,0.466,153894.04842191,75970.652605439675
1648080000,2022-03-24 00:00:00,ALPACA/USDT,0.4614,0.471,0.4561,0.4651,70401.25313515,32664.04933004507
1647993600,2022-03-23 00:00:00,ALPACA/USDT,0.4591,0.4729,0.4496,0.4614,61220.76896241,28160.571246905568
1647907200,2022-03-22 00:00:00,ALPACA/USDT,0.4673,0.4874,0.4586,0.4604,92978.41681749,43896.428785957473
1647820800,2022-03-21 00:00:00,ALPACA/USDT,0.5116,0.5369,0.45,0.468,539658.83370151,265837.68257989948
1647734400,2022-03-20 00:00:00,ALPACA/USDT,0.4262,0.6541,0.4177,0.5118,2574042.56809827,1396568.077445835447
1647648000,2022-03-19 00:00:00,ALPACA/USDT,0.4142,0.4377,0.4108,0.4271,52132.40940443,22182.661953120972
1647561600,2022-03-18 00:00:00,ALPACA/USDT,0.3995,0.418,0.3965,0.4139,39376.03798023,16000.166041439773
1647475200,2022-03-17 00:00:00,ALPACA/USDT,0.4054,0.4078,0.3981,0.3995,26035.06050398,10484.36667956143
1647388800,2022-03-16 00:00:00,ALPACA/USDT,0.4002,0.4071,0.3966,0.4053,37542.09685959,15102.626457848281
1647302400,2022-03-15 00:00:00,ALPACA/USDT,0.4057,0.4061,0.3949,0.4017,28964.03157846,11623.764054047881
1647216000,2022-03-14 00:00:00,ALPACA/USDT,0.4123,0.425,0.4006,0.4057,74778.3235085,31005.496727177237
1647129600,2022-03-13 00:00:00,ALPACA/USDT,0.3985,0.4375,0.3954,0.4124,134480.60096398,56247.957747366663
1647043200,2022-03-12 00:00:00,ALPACA/USDT,0.3926,0.4179,0.3904,0.3986,66533.87435656,26941.17361395611
1646956800,2022-03-11 00:00:00,ALPACA/USDT,0.399,0.4062,0.39,0.3932,67274.20240705,26796.1862010636
1646870400,2022-03-10 00:00:00,ALPACA/USDT,0.4076,0.4122,0.3952,0.399,43915.12055558,17653.669876874279
1646784000,2022-03-09 00:00:00,ALPACA/USDT,0.408,0.426,0.403,0.4093,158575.73387417,65653.715348164348
1646697600,2022-03-08 00:00:00,ALPACA/USDT,0.3855,0.4481,0.3842,0.4072,656367.65584973,271191.657218073822
1646611200,2022-03-07 00:00:00,ALPACA/USDT,0.3754,0.4224,0.3576,0.3855,145100.69461352,56178.583103392184
1646524800,2022-03-06 00:00:00,ALPACA/USDT,0.3941,0.397,0.3741,0.3754,28389.4165197,10869.223021125443
1646438400,2022-03-05 00:00:00,ALPACA/USDT,0.3842,0.4594,0.3789,0.3926,293323.94906455,123958.511948766178
1646352000,2022-03-04 00:00:00,ALPACA/USDT,0.381,0.4105,0.376,0.3836,104884.01920258,41495.1418940474
1646265600,2022-03-03 00:00:00,ALPACA/USDT,0.387,0.3905,0.3767,0.3814,28711.06600807,10990.325568476645
1646179200,2022-03-02 00:00:00,ALPACA/USDT,0.3955,0.3977,0.3854,0.3867,70199.23744005,27490.570071057197
1646092800,2022-03-01 00:00:00,ALPACA/USDT,0.4009,0.4086,0.3845,0.3975,139798.37944399,55059.290852574122
1646006400,2022-02-28 00:00:00,ALPACA/USDT,0.3902,0.4481,0.363,0.4008,603348.60631509,241230.662020048114
1645920000,2022-02-27 00:00:00,ALPACA/USDT,0.349,0.4844,0.3405,0.3906,468381.86574022,186681.053857854402
1645833600,2022-02-26 00:00:00,ALPACA/USDT,0.3527,0.3606,0.3466,0.3498,9599.67818515,3366.811810763704
1645747200,2022-02-25 00:00:00,ALPACA/USDT,0.3368,0.3553,0.3364,0.3518,60429.11150316,20868.847943659352
1645660800,2022-02-24 00:00:00,ALPACA/USDT,0.3554,0.3577,0.3147,0.3352,94452.99122033,31804.806030351342
1645574400,2022-02-23 00:00:00,ALPACA/USDT,0.3592,0.3735,0.3554,0.3554,44712.66909098,16278.189256003849
1645488000,2022-02-22 00:00:00,ALPACA/USDT,0.3591,0.3609,0.3458,0.3591,42434.75149261,15035.911881097414
1645401600,2022-02-21 00:00:00,ALPACA/USDT,0.36,0.4078,0.3577,0.3599,148136.57756616,55934.123666097353
1645315200,2022-02-20 00:00:00,ALPACA/USDT,0.3994,0.4007,0.35,0.3602,97087.59494321,35685.691528568187
1645228800,2022-02-19 00:00:00,ALPACA/USDT,0.4178,0.4183,0.3948,0.3993,219475.62391814,88781.277203887632
1645142400,2022-02-18 00:00:00,ALPACA/USDT,0.4308,0.5099,0.4117,0.4176,1666264.72192653,773692.470296122773
1645056000,2022-02-17 00:00:00,ALPACA/USDT,0.3934,0.452,0.3908,0.4317,640723.91385828,269107.875978097422
1644969600,2022-02-16 00:00:00,ALPACA/USDT,0.3983,0.3996,0.3805,0.3945,70189.76528181,27346.113194375609
1644883200,2022-02-15 00:00:00,ALPACA/USDT,0.3936,0.408,0.3926,0.3996,93397.91001655,37390.637876967515
1644796800,2022-02-14 00:00:00,ALPACA/USDT,0.3745,0.41,0.371,0.3926,89197.2114383,34813.554929891893
1644710400,2022-02-13 00:00:00,ALPACA/USDT,0.3767,0.416,0.3749,0.3749,91853.60909315,35904.205411938083
1644624000,2022-02-12 00:00:00,ALPACA/USDT,0.3713,0.3829,0.3695,0.376,52635.18119968,19801.586795571695
1644537600,2022-02-11 00:00:00,ALPACA/USDT,0.3973,0.4051,0.3694,0.3711,58688.87435142,22906.284799155181
1644451200,2022-02-10 00:00:00,ALPACA/USDT,0.4155,0.4228,0.3959,0.396,59224.40594035,24334.866079064475
1644364800,2022-02-09 00:00:00,ALPACA/USDT,0.3991,0.4278,0.3989,0.4163,87629.4918399,36512.925749563742
1644278400,2022-02-08 00:00:00,ALPACA/USDT,0.4226,0.4248,0.3869,0.3991,49226.22022001,19764.77584493716
1644192000,2022-02-07 00:00:00,ALPACA/USDT,0.3891,0.4511,0.3863,0.4227,175186.08595764,74867.307857637384
