https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BTC,Volume JPY
1663545600000.0,2022-09-19 00:00:00,BTC/JPY,2773441.3,2777859.33,2770455.81,2771148.99,0.0966154976333481,267735.938685
1663459200000.0,2022-09-18 00:00:00,BTC/JPY,2876999.99,2879520.24,2765883.72,2773441.3,18.29343400363837,50735765.384515
1663372800000.0,2022-09-17 00:00:00,BTC/JPY,2831289.61,2882999.99,2824006.14,2876991.13,14.463408887540782,41611099.079018
1663286400000.0,2022-09-16 00:00:00,BTC/JPY,2825699.97,2846930.96,2764259.01,2831289.61,20.398064863981542,57752829.113497
1663200000000.0,2022-09-15 00:00:00,BTC/JPY,2891721.79,2919999.99,2797211.21,2825699.97,46.664835870600584,131860825.319611
1663113600000.0,2022-09-14 00:00:00,BTC/JPY,2916301.39,2960242.53,2807862.4,2891721.79,38.97483832048103,112704389.233062
1663027200000.0,2022-09-13 00:00:00,BTC/JPY,3195615.2,3230000.0,2878536.93,2916301.39,65.94491719259578,192315253.672202
1662940800000.0,2022-09-12 00:00:00,BTC/JPY,3112611.84,3208999.99,3081393.01,3195615.2,39.39785429777621,125900382.041359
1662854400000.0,2022-09-11 00:00:00,BTC/JPY,3086588.43,3114414.99,3043340.11,3112611.84,20.437795045780266,63614922.842989
1662768000000.0,2022-09-10 00:00:00,BTC/JPY,3050377.7,3107909.97,3013576.0,3086588.43,13.953389259805201,43068369.848601
1662681600000.0,2022-09-09 00:00:00,BTC/JPY,2780558.19,3075980.9,2778540.01,3050377.7,26.21644789362576,79970068.027928
1662595200000.0,2022-09-08 00:00:00,BTC/JPY,2784799.9,2800000.0,2741004.72,2780558.19,20.672331058678186,57480619.431599
1662508800000.0,2022-09-07 00:00:00,BTC/JPY,2691172.46,2800000.0,2664450.0,2784799.9,66.08445750421421,184031990.64929
1662422400000.0,2022-09-06 00:00:00,BTC/JPY,2783449.99,2842608.95,2660904.01,2691172.46,35.63234473795336,95892784.844006
1662336000000.0,2022-09-05 00:00:00,BTC/JPY,2811765.99,2817497.33,2762593.01,2783449.99,12.019166298845914,33454748.314331
1662249600000.0,2022-09-04 00:00:00,BTC/JPY,2784885.43,2813898.98,2751447.43,2811765.99,6.779878701051504,19063432.347942
1662163200000.0,2022-09-03 00:00:00,BTC/JPY,2803456.0,2813016.53,2760004.59,2784885.43,10.647047848054202,29650808.424559
1662076800000.0,2022-09-02 00:00:00,BTC/JPY,2823949.99,2864734.01,2772225.0,2803456.0,25.267391364833976,70836019.926092
1661990400000.0,2022-09-01 00:00:00,BTC/JPY,2797532.18,2877062.17,2743101.37,2823949.99,25.97785339635317,73360158.838853
1661904000000.0,2022-08-31 00:00:00,BTC/JPY,2752420.85,2837250.0,2752301.78,2797532.18,15.970678493930317,44678487.023204
1661817600000.0,2022-08-30 00:00:00,BTC/JPY,2818459.46,2856392.54,2715068.08,2752420.85,19.82883737802451,54577305.430534
1661731200000.0,2022-08-29 00:00:00,BTC/JPY,2706340.95,2834810.53,2706340.74,2818459.46,8.142837576127492,22950257.59768
1661644800000.0,2022-08-28 00:00:00,BTC/JPY,2761823.89,2780000.0,2702700.0,2706340.95,40.865917889946566,110597107.0449
1661558400000.0,2022-08-27 00:00:00,BTC/JPY,2790527.61,2807350.0,2730000.0,2761823.99,16.912175181205157,46708451.138535
1661472000000.0,2022-08-26 00:00:00,BTC/JPY,2951413.45,2995743.37,2773301.59,2790527.51,7.0462779880815445,19662832.568849
1661385600000.0,2022-08-25 00:00:00,BTC/JPY,2938876.33,2977940.93,2931142.28,2951413.45,16.11785125758304,47570442.98673
1661299200000.0,2022-08-24 00:00:00,BTC/JPY,2948013.24,3000000.0,2900000.1,2938876.34,6.536302295825077,19209384.168288
1661212800000.0,2022-08-23 00:00:00,BTC/JPY,2945216.23,2965000.0,2878418.69,2948013.24,8.329640712270342,24555891.104216
1661126400000.0,2022-08-22 00:00:00,BTC/JPY,2953798.35,2958326.02,2863132.5,2945216.23,12.28502338113185,36182050.248039
1661040000000.0,2022-08-21 00:00:00,BTC/JPY,2898920.98,2980000.0,2890035.87,2953924.29,4.688482925843709,13849423.5979
1660953600000.0,2022-08-20 00:00:00,BTC/JPY,2859754.91,2930188.22,2842564.95,2898920.98,7.766787565195723,22515303.419949
1660867200000.0,2022-08-19 00:00:00,BTC/JPY,3151060.85,3157541.32,2853566.79,2859754.91,17.578723690696627,50270841.386003
1660780800000.0,2022-08-18 00:00:00,BTC/JPY,3154174.0,3188451.53,3142413.57,3151060.85,6.09963229500979,19220312.524201
1660694400000.0,2022-08-17 00:00:00,BTC/JPY,3207051.9,3290000.0,3133325.85,3154174.0,61.80600601056188,194946897.202358
1660608000000.0,2022-08-16 00:00:00,BTC/JPY,3210262.21,3244677.98,3175470.46,3207051.9,18.5759774623875,59574123.815107
1660521600000.0,2022-08-15 00:00:00,BTC/JPY,3243487.13,3362465.37,3169892.13,3210262.21,17.63923119286415,56626557.311905
1660435200000.0,2022-08-14 00:00:00,BTC/JPY,3263546.86,3342843.6,3228550.49,3243487.13,12.411625877520594,40256948.796113
1660348800000.0,2022-08-13 00:00:00,BTC/JPY,3262311.92,3323104.8,3247647.72,3263546.86,34.935929090822064,114015041.685535
1660262400000.0,2022-08-12 00:00:00,BTC/JPY,3186427.74,3264591.19,3161836.19,3262311.92,23.375013047039968,76256583.693514
1660176000000.0,2022-08-11 00:00:00,BTC/JPY,3189271.87,3308135.0,3176657.99,3186427.74,20.821517387803684,66346260.59339
1660089600000.0,2022-08-10 00:00:00,BTC/JPY,3135603.92,3232424.18,3060000.01,3189271.87,21.59970741956376,68887339.273445
1660003200000.0,2022-08-09 00:00:00,BTC/JPY,3210357.13,3231431.34,3095999.11,3135603.92,21.208298579615885,66500824.162774
1659916800000.0,2022-08-08 00:00:00,BTC/JPY,3131425.5,3270524.94,3129191.1,3210357.13,18.47985607484766,59326937.711261
1659830400000.0,2022-08-07 00:00:00,BTC/JPY,3100000.0,3161204.82,3089776.25,3131425.5,13.110300367503235,41053928.883459
1659744000000.0,2022-08-06 00:00:00,BTC/JPY,3152130.29,3153854.14,3098332.7,3100000.0,9.648023231567741,29908872.01786
1659657600000.0,2022-08-05 00:00:00,BTC/JPY,3005180.69,3156567.69,3002526.74,3148382.27,16.00079689302786,50376625.24388
1659571200000.0,2022-08-04 00:00:00,BTC/JPY,3060959.96,3109230.43,2984284.07,3005180.69,24.752391613123272,74385409.307076
1659484800000.0,2022-08-03 00:00:00,BTC/JPY,3064572.07,3162788.55,3027883.19,3060959.96,26.406045829563872,80827848.98622
1659398400000.0,2022-08-02 00:00:00,BTC/JPY,3063182.82,3106997.48,2967844.3,3064572.07,39.26463571118594,120329305.939225
1659312000000.0,2022-08-01 00:00:00,BTC/JPY,3115485.73,3132605.83,3015924.74,3063182.82,26.144487505857715,80085344.965648
1659225600000.0,2022-07-31 00:00:00,BTC/JPY,3152784.59,3223756.42,3102106.48,3115485.74,25.450422774717943,79290429.231605
1659139200000.0,2022-07-30 00:00:00,BTC/JPY,3178092.32,3285190.43,3139198.15,3152784.59,20.218054552695907,63743170.833519
1659052800000.0,2022-07-29 00:00:00,BTC/JPY,3207970.14,3248958.53,3150000.0,3178092.32,28.05099506599418,89148651.987594
1658966400000.0,2022-07-28 00:00:00,BTC/JPY,3129335.89,3300000.0,3071981.11,3207970.14,19.2765269311104,61838522.797908
1658880000000.0,2022-07-27 00:00:00,BTC/JPY,2915770.46,3164650.39,2884418.19,3127121.4,13.724337665439851,42917670.014423
1658793600000.0,2022-07-26 00:00:00,BTC/JPY,2908823.04,2922000.44,2837874.87,2915770.46,13.865790278021406,40429461.69721
1658707200000.0,2022-07-25 00:00:00,BTC/JPY,3081751.64,3094432.05,2902714.17,2908823.04,5.62485061317893,16361695.060173
1658620800000.0,2022-07-24 00:00:00,BTC/JPY,3060063.99,3135165.49,3035961.91,3081751.64,4.9884183757955265,15373066.510614
1658534400000.0,2022-07-23 00:00:00,BTC/JPY,3089813.04,3132757.34,2994519.35,3060063.99,6.190892261761819,18944526.476187
1658448000000.0,2022-07-22 00:00:00,BTC/JPY,3177308.95,3243499.99,3067303.01,3089813.04,10.942032885814347,33808835.894698
1658361600000.0,2022-07-21 00:00:00,BTC/JPY,3215031.0,3244787.05,3094327.7,3177308.95,8.400223526356477,26690105.392293
1658275200000.0,2022-07-20 00:00:00,BTC/JPY,3234946.0,3354040.37,3176417.58,3215031.0,6.928159437324554,22274247.363941
1658188800000.0,2022-07-19 00:00:00,BTC/JPY,3110940.56,3290491.84,2983193.51,3234946.0,10.944438399881172,35404667.223942
1658102400000.0,2022-07-18 00:00:00,BTC/JPY,2878788.47,3146768.69,2875539.43,3110940.56,5.02828132376274,15642684.317184
1658016000000.0,2022-07-17 00:00:00,BTC/JPY,2936834.44,3001173.33,2874803.81,2878788.47,6.271329976883991,18053832.429019
1657929600000.0,2022-07-16 00:00:00,BTC/JPY,2886132.28,2990349.31,2839731.05,2936834.44,2.4008664040959693,7050947.141388
1657843200000.0,2022-07-15 00:00:00,BTC/JPY,2861754.58,2938334.7,2831936.29,2886132.28,9.868222414696461,28480995.257275
1657756800000.0,2022-07-14 00:00:00,BTC/JPY,2790285.15,2898968.69,2734422.38,2861754.58,8.8834229770961,25422176.390782
1657670400000.0,2022-07-13 00:00:00,BTC/JPY,2641831.0,2794081.29,2604925.86,2790285.15,11.519933326356627,32143898.889523
1657584000000.0,2022-07-12 00:00:00,BTC/JPY,2739140.89,2759443.62,2636179.01,2642534.36,9.480002931998206,25051233.480706
1657497600000.0,2022-07-11 00:00:00,BTC/JPY,2846239.78,2852920.0,2733699.99,2742573.9,3.2381462467735145,8880855.380784
1657411200000.0,2022-07-10 00:00:00,BTC/JPY,2937955.89,2943550.4,2816096.79,2846239.78,9.632709292740614,27417000.378174
1657324800000.0,2022-07-09 00:00:00,BTC/JPY,2940341.37,2987424.24,2908495.14,2937955.89,2.027598958163051,5956996.301693
1657238400000.0,2022-07-08 00:00:00,BTC/JPY,2944293.86,3053202.15,2893152.46,2940341.37,19.48855630942981,57303008.358191
1657152000000.0,2022-07-07 00:00:00,BTC/JPY,2800298.62,2974151.86,2754183.94,2944293.86,10.667733771127724,31408943.042446
1657065600000.0,2022-07-06 00:00:00,BTC/JPY,2730822.29,2813507.57,2676099.43,2800298.62,8.298481967732783,23238227.602337
1656979200000.0,2022-07-05 00:00:00,BTC/JPY,2754906.96,2816119.51,2624755.78,2730822.29,13.507070049731798,36885407.964399
1656892800000.0,2022-07-04 00:00:00,BTC/JPY,2608167.51,2762384.46,2575430.26,2754906.96,9.018566853470434,24845312.593851
1656806400000.0,2022-07-03 00:00:00,BTC/JPY,2602955.76,2658395.31,2539895.9,2608167.51,17.880924123131187,46636445.346726
1656720000000.0,2022-07-02 00:00:00,BTC/JPY,2606281.56,2630837.85,2570000.0,2602955.76,6.719887172702467,17491569.022736
1656633600000.0,2022-07-01 00:00:00,BTC/JPY,2708797.71,2834401.94,2573233.67,2606281.56,10.773075482734875,28077667.97514
1656547200000.0,2022-06-30 00:00:00,BTC/JPY,2747405.09,2753196.33,2534784.42,2708797.71,22.260682602453915,60299686.056564
1656460800000.0,2022-06-29 00:00:00,BTC/JPY,2760888.4,2787591.9,2710485.51,2747405.09,9.665065579308147,26553850.367775
1656374400000.0,2022-06-28 00:00:00,BTC/JPY,2811243.51,2878960.8,2756303.43,2760888.4,6.6165476538124475,18267549.665458
1656288000000.0,2022-06-27 00:00:00,BTC/JPY,2847603.14,2904810.08,2784361.07,2811243.51,35.45880240492899,99683328.133229
1656201600000.0,2022-06-26 00:00:00,BTC/JPY,2909454.2,2954059.1,2840087.22,2847603.14,21.321697750489907,60715733.464426
1656115200000.0,2022-06-25 00:00:00,BTC/JPY,2872787.98,2920348.98,2834198.55,2909454.2,4.947075022545122,14393288.202059
1656028800000.0,2022-06-24 00:00:00,BTC/JPY,2852886.1,2913729.86,2796000.0,2872787.98,21.222383856452574,60967409.249763
1655942400000.0,2022-06-23 00:00:00,BTC/JPY,2722391.19,2866184.2,2710443.76,2852886.1,5.378626462174568,15344608.67103
1655856000000.0,2022-06-22 00:00:00,BTC/JPY,2829925.74,2838219.35,2698848.5,2722391.19,6.75736444560563,18396189.434336
1655769600000.0,2022-06-21 00:00:00,BTC/JPY,2783371.76,2952917.11,2753900.54,2829925.74,6.094301699826582,17246421.247665
1655683200000.0,2022-06-20 00:00:00,BTC/JPY,2790000.0,2847787.11,2653272.25,2783371.76,63.37535370392347,176397169.779512
1655596800000.0,2022-06-19 00:00:00,BTC/JPY,2570322.59,2819814.41,2426205.21,2790000.0,93.17195864195735,259949764.611061
1655510400000.0,2022-06-18 00:00:00,BTC/JPY,2769980.51,2804298.89,2377895.27,2570322.59,40.996161743600055,105373360.632869
1655424000000.0,2022-06-17 00:00:00,BTC/JPY,2704379.45,2874873.03,2683512.02,2769980.51,70.32517275220539,194799357.885992
1655337600000.0,2022-06-16 00:00:00,BTC/JPY,3036592.52,3096233.56,2685423.91,2704379.55,136.3133781957614,368643112.384033
1655251200000.0,2022-06-15 00:00:00,BTC/JPY,3006904.3,3064021.63,2705298.92,3036592.52,39.55743196225353,120119802.006988
1655164800000.0,2022-06-14 00:00:00,BTC/JPY,3020490.73,3130013.22,2802291.61,3006904.3,4.23897679529608,12746197.553376
1655078400000.0,2022-06-13 00:00:00,BTC/JPY,3598670.5,3618190.71,2950262.27,3020490.73,4.631051029305427,13988046.704174
1654992000000.0,2022-06-12 00:00:00,BTC/JPY,3817489.06,3835013.25,3585315.82,3598670.5,1.6819578500796335,6052812.097325
1654905600000.0,2022-06-11 00:00:00,BTC/JPY,3912202.88,3955041.37,3781999.66,3817489.06,0.8592239026529129,3280077.848468
1654819200000.0,2022-06-10 00:00:00,BTC/JPY,4047819.9,4065556.66,3878784.45,3912202.88,3.145968393296362,12307666.608643
1654732800000.0,2022-06-09 00:00:00,BTC/JPY,4065215.16,4099717.47,4007453.79,4047819.9,1.509358112706546,6109609.80484
1654646400000.0,2022-06-08 00:00:00,BTC/JPY,4140060.97,4157029.51,3972946.04,4065215.16,2.1930479238176415,8915211.66651
1654560000000.0,2022-06-07 00:00:00,BTC/JPY,4144591.58,4186169.94,3879948.03,4140060.97,1.5354738408937005,6356955.31914
1654473600000.0,2022-06-06 00:00:00,BTC/JPY,3917221.23,4166982.25,3911242.92,4144591.57,0.15941231282676185,660698.927896
1654387200000.0,2022-06-05 00:00:00,BTC/JPY,3905681.83,3946581.87,3867578.61,3917221.23,0.1143390745908931,447891.450406
1654300800000.0,2022-06-04 00:00:00,BTC/JPY,3894234.14,3920286.57,3861432.68,3905681.83,0.17309948137122066,676071.499174
1654214400000.0,2022-06-03 00:00:00,BTC/JPY,3955140.04,3983140.69,3831510.36,3889802.17,1.7477519248481472,6798409.229896
1654128000000.0,2022-06-02 00:00:00,BTC/JPY,3883579.5,3983518.31,3844342.69,3955140.04,0.0926433870215124,366417.56945
1654041600000.0,2022-06-01 00:00:00,BTC/JPY,4092304.01,4126124.73,3822546.84,3892680.0,0.11354887806652486,442009.446672
1653955200000.0,2022-05-31 00:00:00,BTC/JPY,4062765.13,4163707.69,4023276.32,4092069.7,0.6970861683978647,2852525.18799
1653868800000.0,2022-05-30 00:00:00,BTC/JPY,3750149.27,4111029.07,3729454.37,4062765.13,0.05971706112358999,242616.393599
1653782400000.0,2022-05-29 00:00:00,BTC/JPY,3691414.37,3760991.37,3670783.53,3750149.27,0.12356784893178398,463397.878467
1653696000000.0,2022-05-28 00:00:00,BTC/JPY,3638755.35,3716764.16,3630783.17,3691414.37,0.03020161681957152,111486.682325
1653609600000.0,2022-05-27 00:00:00,BTC/JPY,3718561.29,3748822.68,3598920.38,3638755.35,4.335978108642561,15777563.540306
1653523200000.0,2022-05-26 00:00:00,BTC/JPY,3762248.56,3804807.52,3570014.75,3718561.29,2.683498216109005,9978752.588207
