https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume CQT,Volume USDT
1643500800,2022-01-30 00:00:00,CQT/USDT,0.395,0.4059,0.3785,0.3846,455318.51292348,177575.408221935323
1643414400,2022-01-29 00:00:00,CQT/USDT,0.3881,0.403,0.3852,0.3949,332212.45031721,131262.834272952772
1643328000,2022-01-28 00:00:00,CQT/USDT,0.387,0.3902,0.3733,0.3877,419722.52946675,160594.082249515226
1643241600,2022-01-27 00:00:00,CQT/USDT,0.3861,0.412,0.3717,0.3848,720779.00907907,282227.288294375324
1643155200,2022-01-26 00:00:00,CQT/USDT,0.3937,0.4192,0.378,0.3868,1119269.14781543,442721.08356243053
1643068800,2022-01-25 00:00:00,CQT/USDT,0.3947,0.4074,0.3766,0.3942,411385.65433872,162042.054749833825
1642982400,2022-01-24 00:00:00,CQT/USDT,0.4087,0.412,0.3402,0.3942,985868.1892147,362535.611164117435
1642896000,2022-01-23 00:00:00,CQT/USDT,0.3926,0.4244,0.384,0.4097,586707.65727608,239146.192953532395
1642809600,2022-01-22 00:00:00,CQT/USDT,0.4331,0.44,0.368,0.3899,1299463.514752,512369.850937218479
1642723200,2022-01-21 00:00:00,CQT/USDT,0.5441,0.5496,0.4323,0.4331,1384981.47934447,683552.292843476857
1642636800,2022-01-20 00:00:00,CQT/USDT,0.5845,0.6616,0.5375,0.5442,2624386.80834901,1524258.840175001239
1642550400,2022-01-19 00:00:00,CQT/USDT,0.6344,0.6378,0.5725,0.5819,2107164.78201707,1263424.446703131779
1642464000,2022-01-18 00:00:00,CQT/USDT,0.6509,0.6914,0.604,0.636,1803583.12704341,1149512.959410803074
1642377600,2022-01-17 00:00:00,CQT/USDT,0.7288,0.7333,0.6315,0.6502,1658281.61060947,1118172.722850366754
1642291200,2022-01-16 00:00:00,CQT/USDT,0.6169,0.7443,0.6115,0.7288,2802591.19810561,1909131.203594434609
1642204800,2022-01-15 00:00:00,CQT/USDT,0.5416,0.6386,0.538,0.6173,1458970.42892085,858169.591996933619
1642118400,2022-01-14 00:00:00,CQT/USDT,0.5107,0.5456,0.5054,0.5425,861785.1980796,450245.48805030606
1642032000,2022-01-13 00:00:00,CQT/USDT,0.5039,0.5567,0.4892,0.5107,1376554.04170046,693377.6858806795
1641945600,2022-01-12 00:00:00,CQT/USDT,0.498,0.5108,0.4875,0.5029,1141368.93887752,572095.4986886832
1641859200,2022-01-11 00:00:00,CQT/USDT,0.485,0.5098,0.4698,0.4989,1146288.80044602,558071.371297420389
1641772800,2022-01-10 00:00:00,CQT/USDT,0.5163,0.5228,0.4764,0.4847,947152.56431775,476259.362966116492
1641686400,2022-01-09 00:00:00,CQT/USDT,0.5198,0.5254,0.4793,0.5152,1746945.87298451,886211.909446202915
1641600000,2022-01-08 00:00:00,CQT/USDT,0.5156,0.5293,0.5007,0.5197,1034324.43844845,534126.313806623452
1641513600,2022-01-07 00:00:00,CQT/USDT,0.5202,0.5466,0.5044,0.5165,1162639.34297362,608027.596720059572
1641427200,2022-01-06 00:00:00,CQT/USDT,0.5259,0.5287,0.4889,0.52,1237561.66989271,626785.772065211107
1641340800,2022-01-05 00:00:00,CQT/USDT,0.5526,0.5667,0.51,0.5269,1095849.15692258,604109.072230750548
1641254400,2022-01-04 00:00:00,CQT/USDT,0.5683,0.5721,0.5101,0.5517,1463711.13830329,801471.616708509499
1641168000,2022-01-03 00:00:00,CQT/USDT,0.5896,0.5923,0.5618,0.5694,789516.5864576,455232.764657268531
1641081600,2022-01-02 00:00:00,CQT/USDT,0.5771,0.636,0.568,0.5892,1053348.85942974,619519.476898008339
1640995200,2022-01-01 00:00:00,CQT/USDT,0.5752,0.5841,0.516,0.5771,826963.06107725,469999.625191509332
1640908800,2021-12-31 00:00:00,CQT/USDT,0.5722,0.6472,0.5659,0.5751,731831.9633051,428536.772251605844
1640822400,2021-12-30 00:00:00,CQT/USDT,0.5613,0.637,0.5484,0.5722,957260.62644672,547320.943529814378
1640736000,2021-12-29 00:00:00,CQT/USDT,0.5597,0.578,0.5435,0.5606,585127.59041758,329889.547407823985
1640649600,2021-12-28 00:00:00,CQT/USDT,0.5833,0.5855,0.537,0.5603,1069978.7938672,595047.438299097606
