https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume GBP,Volume BTC
1663545600000,2022-09-19 00:00:00,BTC/GBP,17049.67,17117.72,17013.34,17077.49,35440.914997,2.0753
1663459200000,2022-09-18 00:00:00,BTC/GBP,17646.86,17646.86,17008.52,17045.14,694666.7930614649,40.75453725
1663372800000,2022-09-17 00:00:00,BTC/GBP,17375.16,17699.58,17240.48,17604.3,713973.3700679999,40.55676
1663286400000,2022-09-16 00:00:00,BTC/GBP,17143.79,17496.93,16962.77,17317.83,689202.1401975817,39.79725752
1663200000000,2022-09-15 00:00:00,BTC/GBP,17523.88,17678.9,16981.99,17186.33,686022.4175757674,39.91674881
1663113600000,2022-09-14 00:00:00,BTC/GBP,17709.74,17719.36,17155.0,17555.32,562977.9919456143,32.06879692
1663027200000,2022-09-13 00:00:00,BTC/GBP,19140.63,19904.18,17392.93,17579.69,642883.7111065073,36.56968417
1662940800000,2022-09-12 00:00:00,BTC/GBP,18803.45,19258.72,18591.49,19160.76,784477.2281405639,40.9418639
1662854400000,2022-09-11 00:00:00,BTC/GBP,18665.04,18826.67,18505.44,18745.29,742673.393568,39.6192
1662768000000,2022-09-10 00:00:00,BTC/GBP,18372.44,18815.05,18150.95,18631.7,758853.040416445,40.72913585
1662681600000,2022-09-09 00:00:00,BTC/GBP,16927.26,18682.71,16721.64,18387.65,761707.9126901396,41.42497343
1662595200000,2022-09-08 00:00:00,BTC/GBP,16758.39,16991.62,16531.79,16930.4,697473.4575781281,41.19651382
1662508800000,2022-09-07 00:00:00,BTC/GBP,16311.44,16827.03,16194.44,16736.09,689822.572619406,41.21766629
1662422400000,2022-09-06 00:00:00,BTC/GBP,17132.97,17475.21,15975.37,16315.79,663164.9849397866,40.64559454
1662336000000,2022-09-05 00:00:00,BTC/GBP,17425.55,17453.02,16466.53,17110.0,665845.8633012,38.91559692
1662249600000,2022-09-04 00:00:00,BTC/GBP,17222.09,17531.32,17037.23,17419.52,705438.9433493121,40.49703685
1662163200000,2022-09-03 00:00:00,BTC/GBP,17317.82,17469.79,16864.51,17169.64,717017.6605351651,41.76078593
1662076800000,2022-09-02 00:00:00,BTC/GBP,17401.03,17629.99,17155.54,17328.64,690114.9054277631,39.82510488
1661990400000,2022-09-01 00:00:00,BTC/GBP,17303.12,17489.35,16934.06,17410.13,716621.5281808496,41.16118192
