https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume 2CRZ,Volume BTC
1653346800,2022-05-23 23:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,53469.4142,0.006416329704
1653343200,2022-05-23 22:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,0,0
1653339600,2022-05-23 21:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,3628.5273,0.000435423276
1653336000,2022-05-23 20:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,28393.4666,0.003407215992
1653332400,2022-05-23 19:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,0,0
1653328800,2022-05-23 18:00:00,2CRZ/BTC,0.00000012,0.00000013,0.00000012,0.00000012,10680.9361,0.001331952042
1653325200,2022-05-23 17:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,0,0
1653321600,2022-05-23 16:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,12,0.00000144
1653318000,2022-05-23 15:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,0,0
1653314400,2022-05-23 14:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,0,0
1653310800,2022-05-23 13:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,0,0
1653307200,2022-05-23 12:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,0,0
1653303600,2022-05-23 11:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,0,0
1653300000,2022-05-23 10:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,10.9725,0.0000013167
1653296400,2022-05-23 09:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000011,0.00000011,8013.2946,0.000961050372
1653292800,2022-05-23 08:00:00,2CRZ/BTC,0.00000013,0.00000013,0.00000013,0.00000013,4000,0.00052
1653289200,2022-05-23 07:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,0,0
1653285600,2022-05-23 06:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,29.9061,0.000003588732
1653282000,2022-05-23 05:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,92.7674,0.000011132088
1653278400,2022-05-23 04:00:00,2CRZ/BTC,0.00000013,0.00000013,0.00000013,0.00000013,0,0
1653274800,2022-05-23 03:00:00,2CRZ/BTC,0.00000013,0.00000013,0.00000013,0.00000013,0,0
1653271200,2022-05-23 02:00:00,2CRZ/BTC,0.00000013,0.00000013,0.00000013,0.00000013,1801.163,0.00023415119
1653267600,2022-05-23 01:00:00,2CRZ/BTC,0.00000013,0.00000013,0.00000013,0.00000013,0,0
1653264000,2022-05-23 00:00:00,2CRZ/BTC,0.00000013,0.00000013,0.00000013,0.00000013,0,0
1653260400,2022-05-22 23:00:00,2CRZ/BTC,0.00000013,0.00000013,0.00000013,0.00000013,0,0
1653256800,2022-05-22 22:00:00,2CRZ/BTC,0.00000012,0.00000013,0.00000012,0.00000013,98.68613076,0.0000121429759988
1653253200,2022-05-22 21:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,0,0
1653249600,2022-05-22 20:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,0,0
1653246000,2022-05-22 19:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,0,0
1653242400,2022-05-22 18:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,80.3847,0.000009646164
1653238800,2022-05-22 17:00:00,2CRZ/BTC,0.00000011,0.00000011,0.00000011,0.00000011,79.7523,0.000008772753
1653235200,2022-05-22 16:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,181.6854,0.000021802248
1653231600,2022-05-22 15:00:00,2CRZ/BTC,0.00000013,0.00000013,0.00000013,0.00000013,1907.1139,0.000247924807
1653228000,2022-05-22 14:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,0,0
1653224400,2022-05-22 13:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,0,0
1653220800,2022-05-22 12:00:00,2CRZ/BTC,0.00000013,0.00000013,0.00000012,0.00000012,7961.0617,0.000955572942
1653217200,2022-05-22 11:00:00,2CRZ/BTC,0.00000012,0.00000013,0.00000012,0.00000013,91.7228,0.000011807037
1653213600,2022-05-22 10:00:00,2CRZ/BTC,0.00000013,0.00000013,0.00000013,0.00000013,0,0
1653210000,2022-05-22 09:00:00,2CRZ/BTC,0.00000013,0.00000013,0.00000012,0.00000013,121.8284,0.0000151688
1653206400,2022-05-22 08:00:00,2CRZ/BTC,0.00000012,0.00000013,0.00000012,0.00000013,189291.0561,0.022921125574
1653202800,2022-05-22 07:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,1907.1138,0.000228853656
1653199200,2022-05-22 06:00:00,2CRZ/BTC,0.00000011,0.00000011,0.00000011,0.00000011,0,0
1653195600,2022-05-22 05:00:00,2CRZ/BTC,0.00000011,0.00000011,0.00000011,0.00000011,11.0688,0.000001217568
1653192000,2022-05-22 04:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000011,0.00000011,15125.992,0.001664355375
1653188400,2022-05-22 03:00:00,2CRZ/BTC,0.00000011,0.00000011,0.00000011,0.00000011,1907.1138,0.000209782518
1653184800,2022-05-22 02:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,0,0
1653181200,2022-05-22 01:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,20833.1669,0.002499980028
1653177600,2022-05-22 00:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,0,0
1653174000,2022-05-21 23:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,0,0
1653170400,2022-05-21 22:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,0,0
1653166800,2022-05-21 21:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,5230.3361,0.000627640332
1653163200,2022-05-21 20:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000011,0.00000011,125277.0892,0.014943441894
1653159600,2022-05-21 19:00:00,2CRZ/BTC,0.00000012,0.00000013,0.00000012,0.00000013,3594.8915,0.000432699843
1653156000,2022-05-21 18:00:00,2CRZ/BTC,0.00000012,0.00000012,0.00000012,0.00000012,146.6098,0.000017593176
1653152400,2022-05-21 17:00:00,2CRZ/BTC,0.00000013,0.00000013,0.00000013,0.00000013,0,0
